time,PT.GSE_High.status
2026-03-06 21:14:18.90128,0
2026-03-06 21:14:18.901289,0
2026-03-06 21:14:18.901296,0
2026-03-06 21:14:18.901303,0
2026-03-06 21:14:18.90131,0
2026-03-06 21:14:18.901316,0
2026-03-06 21:14:18.901323,0
2026-03-06 21:14:18.90133,0
2026-03-06 21:14:19.001248,0
2026-03-06 21:14:19.001335,0
2026-03-06 21:14:19.001344,0
2026-03-06 21:14:19.001352,0
2026-03-06 21:14:19.001358,0
2026-03-06 21:14:19.001365,0
2026-03-06 21:14:19.001372,0
2026-03-06 21:14:19.001379,0
2026-03-06 21:14:19.001386,0
2026-03-06 21:14:19.101267,0
2026-03-06 21:14:19.101356,0
2026-03-06 21:14:19.101383,0
2026-03-06 21:14:19.101406,0
2026-03-06 21:14:19.101417,0
2026-03-06 21:14:19.101438,0
2026-03-06 21:14:19.101456,0
2026-03-06 21:14:19.101471,0
2026-03-06 21:14:19.101498,0
2026-03-06 21:14:19.200991,0
2026-03-06 21:14:19.201049,0
2026-03-06 21:14:19.201058,0
2026-03-06 21:14:19.201071,0
2026-03-06 21:14:19.201081,0
2026-03-06 21:14:19.201089,0
2026-03-06 21:14:19.2011,0
2026-03-06 21:14:19.20111,0
2026-03-06 21:14:19.201119,0
2026-03-06 21:14:19.301383,0
2026-03-06 21:14:19.301468,0
2026-03-06 21:14:19.301491,0
2026-03-06 21:14:19.301511,0
2026-03-06 21:14:19.301526,0
2026-03-06 21:14:19.301541,0
2026-03-06 21:14:19.301559,0
2026-03-06 21:14:19.301577,0
2026-03-06 21:14:19.301594,0
2026-03-06 21:14:19.401,0
2026-03-06 21:14:19.40109,0
2026-03-06 21:14:19.401105,0
2026-03-06 21:14:19.401116,0
2026-03-06 21:14:19.401129,0
2026-03-06 21:14:19.401139,0
2026-03-06 21:14:19.40115,0
2026-03-06 21:14:19.401167,0
2026-03-06 21:14:19.401176,0
2026-03-06 21:14:19.501535,0
2026-03-06 21:14:19.501743,0
2026-03-06 21:14:19.501807,0
2026-03-06 21:14:19.50186,0
2026-03-06 21:14:19.501939,0
2026-03-06 21:14:19.502024,0
2026-03-06 21:14:19.502109,0
2026-03-06 21:14:19.502212,0
2026-03-06 21:14:19.5023,0
2026-03-06 21:14:19.603949,0
2026-03-06 21:14:19.604243,0
2026-03-06 21:14:19.604359,0
2026-03-06 21:14:19.604471,0
2026-03-06 21:14:19.604563,0
2026-03-06 21:14:19.604651,0
2026-03-06 21:14:19.604694,0
2026-03-06 21:14:19.604761,0
2026-03-06 21:14:19.604796,0
2026-03-06 21:14:19.703104,0
2026-03-06 21:14:19.703213,0
2026-03-06 21:14:19.703242,0
2026-03-06 21:14:19.70326,0
2026-03-06 21:14:19.703285,0
2026-03-06 21:14:19.703313,0
2026-03-06 21:14:19.703337,0
2026-03-06 21:14:19.703358,0
2026-03-06 21:14:19.703381,0
2026-03-06 21:14:19.803961,0
2026-03-06 21:14:19.80413,0
2026-03-06 21:14:19.804211,0
2026-03-06 21:14:19.80428,0
2026-03-06 21:14:19.804345,0
2026-03-06 21:14:19.804414,0
2026-03-06 21:14:19.804456,0
2026-03-06 21:14:19.804522,0
2026-03-06 21:14:19.80457,0
2026-03-06 21:14:19.907064,0
2026-03-06 21:14:19.907227,0
