time,PT.Fuel_Downstream.status
2026-03-06 21:14:18.315474,0
2026-03-06 21:14:18.315603,0
2026-03-06 21:14:18.315618,0
2026-03-06 21:14:18.315632,0
2026-03-06 21:14:18.315647,0
2026-03-06 21:14:18.315661,0
2026-03-06 21:14:18.315675,0
2026-03-06 21:14:18.315689,0
2026-03-06 21:14:18.315703,0
2026-03-06 21:14:18.316663,0
2026-03-06 21:14:18.316676,0
2026-03-06 21:14:18.316684,0
2026-03-06 21:14:18.316692,0
2026-03-06 21:14:18.3167,0
2026-03-06 21:14:18.316708,0
2026-03-06 21:14:18.316716,0
2026-03-06 21:14:18.316723,0
2026-03-06 21:14:18.316731,0
2026-03-06 21:14:18.317098,0
2026-03-06 21:14:18.317107,0
2026-03-06 21:14:18.317115,0
2026-03-06 21:14:18.317123,0
2026-03-06 21:14:18.317131,0
2026-03-06 21:14:18.317139,0
2026-03-06 21:14:18.317147,0
2026-03-06 21:14:18.317154,0
2026-03-06 21:14:18.317166,0
2026-03-06 21:14:18.318471,0
2026-03-06 21:14:18.318489,0
2026-03-06 21:14:18.318497,0
2026-03-06 21:14:18.318505,0
2026-03-06 21:14:18.318513,0
2026-03-06 21:14:18.318521,0
2026-03-06 21:14:18.318528,0
2026-03-06 21:14:18.318536,0
2026-03-06 21:14:18.318544,0
2026-03-06 21:14:18.319516,0
2026-03-06 21:14:18.319527,0
2026-03-06 21:14:18.319535,0
2026-03-06 21:14:18.319543,0
2026-03-06 21:14:18.319551,0
2026-03-06 21:14:18.319558,0
2026-03-06 21:14:18.319566,0
2026-03-06 21:14:18.319574,0
2026-03-06 21:14:18.319582,0
2026-03-06 21:14:18.329416,0
2026-03-06 21:14:18.329437,0
2026-03-06 21:14:18.329446,0
2026-03-06 21:14:18.329454,0
2026-03-06 21:14:18.329462,0
2026-03-06 21:14:18.329469,0
2026-03-06 21:14:18.329477,0
2026-03-06 21:14:18.329485,0
2026-03-06 21:14:18.329493,0
2026-03-06 21:14:18.438168,0
2026-03-06 21:14:18.4382,0
2026-03-06 21:14:18.438209,0
2026-03-06 21:14:18.438216,0
2026-03-06 21:14:18.438224,0
2026-03-06 21:14:18.438232,0
2026-03-06 21:14:18.43824,0
2026-03-06 21:14:18.438247,0
2026-03-06 21:14:18.438255,0
2026-03-06 21:14:18.547376,0
2026-03-06 21:14:18.547399,0
2026-03-06 21:14:18.547407,0
2026-03-06 21:14:18.547415,0
2026-03-06 21:14:18.547423,0
2026-03-06 21:14:18.54743,0
2026-03-06 21:14:18.547438,0
2026-03-06 21:14:18.547446,0
2026-03-06 21:14:18.547454,0
2026-03-06 21:14:18.65633,0
2026-03-06 21:14:18.65636,0
2026-03-06 21:14:18.656368,0
2026-03-06 21:14:18.656376,0
2026-03-06 21:14:18.656383,0
2026-03-06 21:14:18.656391,0
2026-03-06 21:14:18.656399,0
2026-03-06 21:14:18.656407,0
2026-03-06 21:14:18.656415,0
2026-03-06 21:14:18.765465,0
2026-03-06 21:14:18.765495,0
2026-03-06 21:14:18.765503,0
2026-03-06 21:14:18.765511,0
2026-03-06 21:14:18.765519,0
2026-03-06 21:14:18.765527,0
2026-03-06 21:14:18.765535,0
2026-03-06 21:14:18.765543,0
2026-03-06 21:14:18.765551,0
2026-03-06 21:14:18.874594,0
2026-03-06 21:14:18.874624,0
2026-03-06 21:14:18.874633,0
2026-03-06 21:14:18.874643,0
2026-03-06 21:14:18.874654,0
2026-03-06 21:14:18.874662,0
2026-03-06 21:14:18.87467,0
2026-03-06 21:14:18.874677,0
2026-03-06 21:14:18.874685,0
2026-03-06 21:14:18.983004,0
2026-03-06 21:14:18.983057,0
2026-03-06 21:14:18.983065,0
2026-03-06 21:14:18.983073,0
2026-03-06 21:14:18.983081,0
2026-03-06 21:14:18.983089,0
2026-03-06 21:14:18.983097,0
2026-03-06 21:14:18.983105,0
2026-03-06 21:14:18.983112,0
2026-03-06 21:14:19.09224,0
2026-03-06 21:14:19.092301,0
2026-03-06 21:14:19.092323,0
2026-03-06 21:14:19.092333,0
2026-03-06 21:14:19.092344,0
2026-03-06 21:14:19.092357,0
2026-03-06 21:14:19.092371,0
2026-03-06 21:14:19.092384,0
2026-03-06 21:14:19.092393,0
2026-03-06 21:14:19.202206,0
2026-03-06 21:14:19.202242,0
2026-03-06 21:14:19.202251,0
2026-03-06 21:14:19.20226,0
2026-03-06 21:14:19.20227,0
2026-03-06 21:14:19.202278,0
2026-03-06 21:14:19.202287,0
2026-03-06 21:14:19.202295,0
2026-03-06 21:14:19.202303,0
2026-03-06 21:14:19.311199,0
2026-03-06 21:14:19.311248,0
2026-03-06 21:14:19.311262,0
2026-03-06 21:14:19.311272,0
2026-03-06 21:14:19.311284,0
2026-03-06 21:14:19.311295,0
2026-03-06 21:14:19.311309,0
2026-03-06 21:14:19.311324,0
2026-03-06 21:14:19.311334,0
2026-03-06 21:14:19.42028,0
2026-03-06 21:14:19.420334,0
2026-03-06 21:14:19.420366,0
2026-03-06 21:14:19.420383,0
2026-03-06 21:14:19.420396,0
2026-03-06 21:14:19.420415,0
2026-03-06 21:14:19.420432,0
2026-03-06 21:14:19.420452,0
2026-03-06 21:14:19.420472,0
2026-03-06 21:14:19.529142,0
2026-03-06 21:14:19.529189,0
2026-03-06 21:14:19.529201,0
2026-03-06 21:14:19.529221,0
2026-03-06 21:14:19.529237,0
2026-03-06 21:14:19.52925,0
2026-03-06 21:14:19.529268,0
2026-03-06 21:14:19.529281,0
2026-03-06 21:14:19.529297,0
2026-03-06 21:14:19.638751,0
2026-03-06 21:14:19.638907,0
2026-03-06 21:14:19.638975,0
2026-03-06 21:14:19.639069,0
2026-03-06 21:14:19.639177,0
2026-03-06 21:14:19.639291,0
2026-03-06 21:14:19.639392,0
2026-03-06 21:14:19.639449,0
2026-03-06 21:14:19.639524,0
2026-03-06 21:14:19.747481,0
2026-03-06 21:14:19.74759,0
2026-03-06 21:14:19.747639,0
2026-03-06 21:14:19.747703,0
2026-03-06 21:14:19.747748,0
2026-03-06 21:14:19.747832,0
2026-03-06 21:14:19.747892,0
2026-03-06 21:14:19.74795,0
2026-03-06 21:14:19.748022,0
2026-03-06 21:14:19.856621,0
2026-03-06 21:14:19.85672,0
2026-03-06 21:14:19.856767,0
2026-03-06 21:14:19.856822,0
2026-03-06 21:14:19.856862,0
2026-03-06 21:14:19.856919,0
2026-03-06 21:14:19.856966,0
2026-03-06 21:14:19.857002,0
2026-03-06 21:14:19.857057,0
2026-03-06 21:14:19.965365,0
2026-03-06 21:14:19.965586,0
2026-03-06 21:14:19.965766,0
2026-03-06 21:14:19.965949,0
2026-03-06 21:14:19.966033,0
2026-03-06 21:14:19.966173,0
2026-03-06 21:14:19.966275,0
2026-03-06 21:14:19.966355,0
2026-03-06 21:14:19.966456,0
2026-03-06 21:14:20.074392,0
2026-03-06 21:14:20.074476,0
2026-03-06 21:14:20.074528,0
2026-03-06 21:14:20.07458,0
2026-03-06 21:14:20.074641,0
2026-03-06 21:14:20.074689,0
2026-03-06 21:14:20.074738,0
2026-03-06 21:14:20.074787,0
2026-03-06 21:14:20.074835,0
2026-03-06 21:14:20.183305,0
2026-03-06 21:14:20.183392,0
2026-03-06 21:14:20.183443,0
2026-03-06 21:14:20.1835,0
2026-03-06 21:14:20.183548,0
2026-03-06 21:14:20.183571,0
2026-03-06 21:14:20.183597,0
2026-03-06 21:14:20.183619,0
2026-03-06 21:14:20.18364,0
2026-03-06 21:14:20.292107,0
2026-03-06 21:14:20.292199,0
2026-03-06 21:14:20.292261,0
2026-03-06 21:14:20.292285,0
2026-03-06 21:14:20.292304,0
2026-03-06 21:14:20.292317,0
2026-03-06 21:14:20.29235,0
2026-03-06 21:14:20.292363,0
2026-03-06 21:14:20.292379,0
2026-03-06 21:14:20.40117,0
2026-03-06 21:14:20.401239,0
2026-03-06 21:14:20.401267,0
2026-03-06 21:14:20.401288,0
2026-03-06 21:14:20.401301,0
2026-03-06 21:14:20.40131,0
2026-03-06 21:14:20.401321,0
2026-03-06 21:14:20.401328,0
2026-03-06 21:14:20.401339,0
2026-03-06 21:14:20.510529,0
2026-03-06 21:14:20.510603,0
2026-03-06 21:14:20.510659,0
2026-03-06 21:14:20.510692,0
2026-03-06 21:14:20.510722,0
2026-03-06 21:14:20.510745,0
2026-03-06 21:14:20.510786,0
2026-03-06 21:14:20.510827,0
2026-03-06 21:14:20.510846,0
2026-03-06 21:14:20.619229,0
2026-03-06 21:14:20.619305,0
2026-03-06 21:14:20.619352,0
2026-03-06 21:14:20.619402,0
2026-03-06 21:14:20.619454,0
2026-03-06 21:14:20.619502,0
2026-03-06 21:14:20.619523,0
2026-03-06 21:14:20.619541,0
2026-03-06 21:14:20.619585,0
2026-03-06 21:14:20.728352,0
2026-03-06 21:14:20.728436,0
2026-03-06 21:14:20.728488,0
2026-03-06 21:14:20.728528,0
2026-03-06 21:14:20.728559,0
2026-03-06 21:14:20.728578,0
2026-03-06 21:14:20.728597,0
2026-03-06 21:14:20.728622,0
2026-03-06 21:14:20.728652,0
2026-03-06 21:14:20.837182,0
2026-03-06 21:14:20.837267,0
2026-03-06 21:14:20.837325,0
2026-03-06 21:14:20.837377,0
2026-03-06 21:14:20.837433,0
2026-03-06 21:14:20.83748,0
2026-03-06 21:14:20.837528,0
2026-03-06 21:14:20.837575,0
2026-03-06 21:14:20.837622,0
2026-03-06 21:14:20.946502,0
2026-03-06 21:14:20.946589,0
2026-03-06 21:14:20.94664,0
2026-03-06 21:14:20.946689,0
2026-03-06 21:14:20.946737,0
2026-03-06 21:14:20.946784,0
2026-03-06 21:14:20.946798,0
2026-03-06 21:14:20.946819,0
2026-03-06 21:14:20.946839,0
2026-03-06 21:14:21.055357,0
2026-03-06 21:14:21.055456,0
2026-03-06 21:14:21.055538,0
2026-03-06 21:14:21.055616,0
2026-03-06 21:14:21.055705,0
2026-03-06 21:14:21.055766,0
2026-03-06 21:14:21.055808,0
2026-03-06 21:14:21.055834,0
2026-03-06 21:14:21.055883,0
2026-03-06 21:14:21.164662,0
2026-03-06 21:14:21.164867,0
2026-03-06 21:14:21.165026,0
2026-03-06 21:14:21.165191,0
2026-03-06 21:14:21.165349,0
2026-03-06 21:14:21.165403,0
2026-03-06 21:14:21.165485,0
2026-03-06 21:14:21.165564,0
2026-03-06 21:14:21.165669,0
2026-03-06 21:14:21.27392,0
2026-03-06 21:14:21.274182,0
2026-03-06 21:14:21.274388,0
2026-03-06 21:14:21.274528,0
2026-03-06 21:14:21.27465,0
2026-03-06 21:14:21.274738,0
2026-03-06 21:14:21.274901,0
2026-03-06 21:14:21.275019,0
2026-03-06 21:14:21.275098,0
2026-03-06 21:14:21.382633,0
2026-03-06 21:14:21.382778,0
2026-03-06 21:14:21.382907,0
2026-03-06 21:14:21.383037,0
2026-03-06 21:14:21.38309,0
2026-03-06 21:14:21.383155,0
2026-03-06 21:14:21.383222,0
2026-03-06 21:14:21.383276,0
2026-03-06 21:14:21.383337,0
2026-03-06 21:14:21.49177,0
2026-03-06 21:14:21.491931,0
2026-03-06 21:14:21.49205,0
2026-03-06 21:14:21.492195,0
2026-03-06 21:14:21.49232,0
2026-03-06 21:14:21.492439,0
2026-03-06 21:14:21.492563,0
2026-03-06 21:14:21.492688,0
2026-03-06 21:14:21.492787,0
2026-03-06 21:14:21.600758,0
2026-03-06 21:14:21.600907,0
2026-03-06 21:14:21.601046,0
2026-03-06 21:14:21.601206,0
2026-03-06 21:14:21.601356,0
2026-03-06 21:14:21.601424,0
2026-03-06 21:14:21.601531,0
2026-03-06 21:14:21.601604,0
2026-03-06 21:14:21.601685,0
2026-03-06 21:14:21.709702,0
2026-03-06 21:14:21.709876,0
2026-03-06 21:14:21.710007,0
2026-03-06 21:14:21.710143,0
2026-03-06 21:14:21.710295,0
2026-03-06 21:14:21.710437,0
2026-03-06 21:14:21.710553,0
2026-03-06 21:14:21.710626,0
2026-03-06 21:14:21.710696,0
2026-03-06 21:14:21.818424,0
2026-03-06 21:14:21.818599,0
2026-03-06 21:14:21.818762,0
2026-03-06 21:14:21.818893,0
2026-03-06 21:14:21.818954,0
2026-03-06 21:14:21.819016,0
2026-03-06 21:14:21.8191,0
2026-03-06 21:14:21.819196,0
2026-03-06 21:14:21.819254,0
2026-03-06 21:14:21.927386,0
2026-03-06 21:14:21.927453,0
2026-03-06 21:14:21.927489,0
2026-03-06 21:14:21.92753,0
2026-03-06 21:14:21.927571,0
2026-03-06 21:14:21.927616,0
2026-03-06 21:14:21.927646,0
2026-03-06 21:14:21.927694,0
2026-03-06 21:14:21.92773,0
2026-03-06 21:14:22.036403,0
2026-03-06 21:14:22.036505,0
2026-03-06 21:14:22.036682,0
2026-03-06 21:14:22.036825,0
2026-03-06 21:14:22.036973,0
2026-03-06 21:14:22.037036,0
2026-03-06 21:14:22.037131,0
2026-03-06 21:14:22.037232,0
2026-03-06 21:14:22.037308,0
2026-03-06 21:14:22.145305,0
2026-03-06 21:14:22.145464,0
2026-03-06 21:14:22.145586,0
2026-03-06 21:14:22.145704,0
2026-03-06 21:14:22.145752,0
2026-03-06 21:14:22.145831,0
2026-03-06 21:14:22.145917,0
2026-03-06 21:14:22.14596,0
2026-03-06 21:14:22.14606,0
2026-03-06 21:14:22.254501,0
2026-03-06 21:14:22.254627,0
2026-03-06 21:14:22.254732,0
2026-03-06 21:14:22.254832,0
2026-03-06 21:14:22.254934,0
2026-03-06 21:14:22.25499,0
2026-03-06 21:14:22.255077,0
2026-03-06 21:14:22.255139,0
2026-03-06 21:14:22.255256,0
2026-03-06 21:14:22.363549,0
2026-03-06 21:14:22.363722,0
2026-03-06 21:14:22.363868,0
2026-03-06 21:14:22.364021,0
2026-03-06 21:14:22.36414,0
2026-03-06 21:14:22.36422,0
2026-03-06 21:14:22.364272,0
2026-03-06 21:14:22.364362,0
2026-03-06 21:14:22.364446,0
2026-03-06 21:14:22.472577,0
2026-03-06 21:14:22.472736,0
2026-03-06 21:14:22.472873,0
2026-03-06 21:14:22.473014,0
2026-03-06 21:14:22.473154,0
2026-03-06 21:14:22.473235,0
2026-03-06 21:14:22.473308,0
2026-03-06 21:14:22.473381,0
2026-03-06 21:14:22.473447,0
2026-03-06 21:14:22.581677,0
2026-03-06 21:14:22.581786,0
2026-03-06 21:14:22.581869,0
2026-03-06 21:14:22.581952,0
2026-03-06 21:14:22.582031,0
2026-03-06 21:14:22.582113,0
2026-03-06 21:14:22.582167,0
2026-03-06 21:14:22.58221,0
2026-03-06 21:14:22.582251,0
2026-03-06 21:14:22.690353,0
2026-03-06 21:14:22.690429,0
2026-03-06 21:14:22.690481,0
2026-03-06 21:14:22.690531,0
2026-03-06 21:14:22.690583,0
2026-03-06 21:14:22.690607,0
2026-03-06 21:14:22.69065,0
2026-03-06 21:14:22.690672,0
2026-03-06 21:14:22.690692,0
2026-03-06 21:14:22.799304,0
2026-03-06 21:14:22.799379,0
2026-03-06 21:14:22.799431,0
2026-03-06 21:14:22.799481,0
2026-03-06 21:14:22.799538,0
2026-03-06 21:14:22.799585,0
2026-03-06 21:14:22.799635,0
2026-03-06 21:14:22.799686,0
2026-03-06 21:14:22.799739,0
2026-03-06 21:14:22.908653,0
2026-03-06 21:14:22.908735,0
2026-03-06 21:14:22.908786,0
2026-03-06 21:14:22.908837,0
2026-03-06 21:14:22.908871,0
2026-03-06 21:14:22.908909,0
2026-03-06 21:14:22.908959,0
2026-03-06 21:14:22.908998,0
