time,PT.Ox_Upstream.channel_id
2026-03-06 21:14:18.315524,5
2026-03-06 21:14:18.315608,5
2026-03-06 21:14:18.315622,5
2026-03-06 21:14:18.315637,5
2026-03-06 21:14:18.315651,5
2026-03-06 21:14:18.315665,5
2026-03-06 21:14:18.315679,5
2026-03-06 21:14:18.315693,5
2026-03-06 21:14:18.315707,5
2026-03-06 21:14:18.316668,5
2026-03-06 21:14:18.316679,5
2026-03-06 21:14:18.316686,5
2026-03-06 21:14:18.316694,5
2026-03-06 21:14:18.316702,5
2026-03-06 21:14:18.31671,5
2026-03-06 21:14:18.316718,5
2026-03-06 21:14:18.316726,5
2026-03-06 21:14:18.316733,5
2026-03-06 21:14:18.317101,5
2026-03-06 21:14:18.31711,5
2026-03-06 21:14:18.317117,5
2026-03-06 21:14:18.317126,5
2026-03-06 21:14:18.317134,5
2026-03-06 21:14:18.317141,5
2026-03-06 21:14:18.317149,5
2026-03-06 21:14:18.317157,5
2026-03-06 21:14:18.317168,5
2026-03-06 21:14:18.318477,5
2026-03-06 21:14:18.318491,5
2026-03-06 21:14:18.318499,5
2026-03-06 21:14:18.318507,5
2026-03-06 21:14:18.318515,5
2026-03-06 21:14:18.318523,5
2026-03-06 21:14:18.318531,5
2026-03-06 21:14:18.318538,5
2026-03-06 21:14:18.318546,5
2026-03-06 21:14:18.31952,5
2026-03-06 21:14:18.319529,5
2026-03-06 21:14:18.319537,5
2026-03-06 21:14:18.319545,5
2026-03-06 21:14:18.319553,5
2026-03-06 21:14:18.319561,5
2026-03-06 21:14:18.319568,5
2026-03-06 21:14:18.319576,5
2026-03-06 21:14:18.319584,5
2026-03-06 21:14:18.329423,5
2026-03-06 21:14:18.32944,5
2026-03-06 21:14:18.329448,5
2026-03-06 21:14:18.329456,5
2026-03-06 21:14:18.329464,5
2026-03-06 21:14:18.329472,5
2026-03-06 21:14:18.329479,5
2026-03-06 21:14:18.329487,5
2026-03-06 21:14:18.329495,5
2026-03-06 21:14:18.43818,5
2026-03-06 21:14:18.438203,5
2026-03-06 21:14:18.438211,5
2026-03-06 21:14:18.438219,5
2026-03-06 21:14:18.438226,5
2026-03-06 21:14:18.438234,5
2026-03-06 21:14:18.438242,5
2026-03-06 21:14:18.43825,5
2026-03-06 21:14:18.438257,5
2026-03-06 21:14:18.547385,5
2026-03-06 21:14:18.547401,5
2026-03-06 21:14:18.547409,5
2026-03-06 21:14:18.547417,5
2026-03-06 21:14:18.547425,5
2026-03-06 21:14:18.547433,5
2026-03-06 21:14:18.54744,5
2026-03-06 21:14:18.547448,5
2026-03-06 21:14:18.547456,5
2026-03-06 21:14:18.65634,5
2026-03-06 21:14:18.656362,5
2026-03-06 21:14:18.65637,5
2026-03-06 21:14:18.656378,5
2026-03-06 21:14:18.656386,5
2026-03-06 21:14:18.656394,5
2026-03-06 21:14:18.656401,5
2026-03-06 21:14:18.656409,5
2026-03-06 21:14:18.656417,5
2026-03-06 21:14:18.765476,5
2026-03-06 21:14:18.765498,5
2026-03-06 21:14:18.765506,5
2026-03-06 21:14:18.765514,5
2026-03-06 21:14:18.765522,5
2026-03-06 21:14:18.76553,5
2026-03-06 21:14:18.765537,5
2026-03-06 21:14:18.765545,5
2026-03-06 21:14:18.765553,5
2026-03-06 21:14:18.874606,5
2026-03-06 21:14:18.874627,5
2026-03-06 21:14:18.874636,5
2026-03-06 21:14:18.874646,5
2026-03-06 21:14:18.874656,5
2026-03-06 21:14:18.874664,5
2026-03-06 21:14:18.874672,5
2026-03-06 21:14:18.87468,5
2026-03-06 21:14:18.874688,5
2026-03-06 21:14:18.983025,5
2026-03-06 21:14:18.983059,5
2026-03-06 21:14:18.983067,5
2026-03-06 21:14:18.983075,5
2026-03-06 21:14:18.983083,5
2026-03-06 21:14:18.983091,5
2026-03-06 21:14:18.983099,5
2026-03-06 21:14:18.983107,5
2026-03-06 21:14:18.983115,5
2026-03-06 21:14:19.092273,5
2026-03-06 21:14:19.092304,5
2026-03-06 21:14:19.092325,5
2026-03-06 21:14:19.092338,5
2026-03-06 21:14:19.092349,5
2026-03-06 21:14:19.09236,5
2026-03-06 21:14:19.092373,5
2026-03-06 21:14:19.092387,5
2026-03-06 21:14:19.0924,5
2026-03-06 21:14:19.202218,5
2026-03-06 21:14:19.202245,5
2026-03-06 21:14:19.202254,5
2026-03-06 21:14:19.202263,5
2026-03-06 21:14:19.202272,5
2026-03-06 21:14:19.202281,5
2026-03-06 21:14:19.202289,5
2026-03-06 21:14:19.202297,5
2026-03-06 21:14:19.202306,5
2026-03-06 21:14:19.311221,5
2026-03-06 21:14:19.311251,5
2026-03-06 21:14:19.311266,5
2026-03-06 21:14:19.311278,5
2026-03-06 21:14:19.311286,5
2026-03-06 21:14:19.311297,5
2026-03-06 21:14:19.311311,5
2026-03-06 21:14:19.311326,5
2026-03-06 21:14:19.311341,5
2026-03-06 21:14:19.420309,5
2026-03-06 21:14:19.420339,5
2026-03-06 21:14:19.420369,5
2026-03-06 21:14:19.420387,5
2026-03-06 21:14:19.420406,5
2026-03-06 21:14:19.42042,5
2026-03-06 21:14:19.420436,5
2026-03-06 21:14:19.420456,5
2026-03-06 21:14:19.420475,5
2026-03-06 21:14:19.529162,5
2026-03-06 21:14:19.529193,5
2026-03-06 21:14:19.529208,5
2026-03-06 21:14:19.529224,5
2026-03-06 21:14:19.529244,5
2026-03-06 21:14:19.529253,5
2026-03-06 21:14:19.529271,5
2026-03-06 21:14:19.529289,5
2026-03-06 21:14:19.5293,5
2026-03-06 21:14:19.638804,5
2026-03-06 21:14:19.638937,5
2026-03-06 21:14:19.63899,5
2026-03-06 21:14:19.639087,5
2026-03-06 21:14:19.639222,5
