time,ACT.GSE_LOX_Fill_Vent.sample_ts_ms
2026-03-06 21:16:41.97725,11023458
2026-03-06 21:16:42.034613,11023477
2026-03-06 21:16:42.079823,11023560
2026-03-06 21:16:42.13634,11023579
2026-03-06 21:16:42.181415,11023662
2026-03-06 21:16:42.238372,11023681
2026-03-06 21:16:42.283567,11023764
2026-03-06 21:16:42.340254,11023783
2026-03-06 21:16:42.385649,11023866
2026-03-06 21:16:42.442053,11023885
