time,LC_Cal.CH18.timestamp_ns
2026-03-06 21:14:19.057776,1772831659057723783
2026-03-06 21:14:19.223786,1772831659223741302
2026-03-06 21:14:19.424372,1772831659424347986
2026-03-06 21:14:19.625879,1772831659625850652
2026-03-06 21:14:19.727047,1772831659727005372
2026-03-06 21:14:19.831005,1772831659830959596
2026-03-06 21:14:20.027898,1772831660027884226
2026-03-06 21:14:20.128259,1772831660128242188
2026-03-06 21:14:20.228257,1772831660228239294
2026-03-06 21:14:20.328287,1772831660328274012
2026-03-06 21:14:20.428589,1772831660428571552
2026-03-06 21:14:20.628393,1772831660628381950
2026-03-06 21:14:20.828674,1772831660828642626
2026-03-06 21:14:20.93185,1772831660931835252
2026-03-06 21:14:21.131489,1772831661131475074
2026-03-06 21:14:21.232096,1772831661232051408
2026-03-06 21:14:21.332914,1772831661332841824
2026-03-06 21:14:21.531838,1772831661531802153
2026-03-06 21:14:21.631831,1772831661631807331
2026-03-06 21:14:21.732237,1772831661732215080
2026-03-06 21:14:21.934987,1772831661934957529
2026-03-06 21:14:22.036316,1772831662036202184
2026-03-06 21:14:22.136671,1772831662136627863
2026-03-06 21:14:22.334296,1772831662334275705
2026-03-06 21:14:22.435666,1772831662435617971
2026-03-06 21:14:22.535705,1772831662535664834
2026-03-06 21:14:22.734499,1772831662734485298
2026-03-06 21:14:22.834527,1772831662834509640
2026-03-06 21:14:22.937331,1772831662937309500
2026-03-06 21:14:23.037437,1772831663037384420
2026-03-06 21:14:23.23887,1772831663238858541
2026-03-06 21:14:23.436867,1772831663436840975
2026-03-06 21:14:23.537018,1772831663536995792
2026-03-06 21:14:23.637623,1772831663637566900
2026-03-06 21:14:23.83755,1772831663837527943
2026-03-06 21:14:23.939744,1772831663939714029
2026-03-06 21:14:24.041176,1772831664041127991
2026-03-06 21:14:24.240281,1772831664240135162
2026-03-06 21:14:24.341537,1772831664341412242
2026-03-06 21:14:24.540516,1772831664540494521
2026-03-06 21:14:24.642747,1772831664642700167
2026-03-06 21:14:24.84147,1772831664841439563
2026-03-06 21:14:24.943659,1772831664943639110
2026-03-06 21:14:25.043667,1772831665043643966
2026-03-06 21:14:25.143663,1772831665143646953
2026-03-06 21:14:25.343726,1772831665343708379
2026-03-06 21:14:25.44448,1772831665444349236
2026-03-06 21:14:25.644373,1772831665644336376
2026-03-06 21:14:25.744399,1772831665744361342
2026-03-06 21:14:25.946148,1772831665946122183
2026-03-06 21:14:26.145505,1772831666145492045
2026-03-06 21:14:26.246083,1772831666246072979
2026-03-06 21:14:26.346254,1772831666346236004
2026-03-06 21:14:26.446314,1772831666446286778
2026-03-06 21:14:26.646113,1772831666646081606
2026-03-06 21:14:26.746581,1772831666746535472
2026-03-06 21:14:26.846634,1772831666846619735
2026-03-06 21:14:26.950363,1772831666950341134
2026-03-06 21:14:27.14946,1772831667149445548
2026-03-06 21:14:27.249752,1772831667249703923
2026-03-06 21:14:27.350126,1772831667350105122
2026-03-06 21:14:27.549702,1772831667549672450
2026-03-06 21:14:27.650072,1772831667650045745
2026-03-06 21:14:27.849945,1772831667849913611
2026-03-06 21:14:27.95279,1772831667952758385
2026-03-06 21:14:28.05278,1772831668052755919
2026-03-06 21:14:28.153434,1772831668153404586
2026-03-06 21:14:28.253731,1772831668253612932
2026-03-06 21:14:28.452115,1772831668452096372
2026-03-06 21:14:28.652378,1772831668652352167
2026-03-06 21:14:28.752608,1772831668752559553
2026-03-06 21:14:28.852616,1772831668852563486
2026-03-06 21:14:28.955059,1772831668955022604
2026-03-06 21:14:29.055447,1772831669055426197
2026-03-06 21:14:29.256402,1772831669256361406
2026-03-06 21:14:29.455551,1772831669455481851
2026-03-06 21:14:29.659721,1772831669659665380
2026-03-06 21:14:29.854907,1772831669854875133
2026-03-06 21:14:29.959537,1772831669959498160
2026-03-06 21:14:30.157588,1772831670157576155
2026-03-06 21:14:30.258705,1772831670258658600
2026-03-06 21:14:30.360111,1772831670360071316
2026-03-06 21:14:30.460807,1772831670460786387
2026-03-06 21:14:30.561748,1772831670561722117
2026-03-06 21:14:30.761593,1772831670761509858
2026-03-06 21:14:30.961101,1772831670961075886
2026-03-06 21:14:31.062459,1772831671062362987
2026-03-06 21:14:31.162546,1772831671162502129
2026-03-06 21:14:31.360487,1772831671360480842
2026-03-06 21:14:31.460915,1772831671460905508
2026-03-06 21:14:31.562097,1772831671562068873
2026-03-06 21:14:31.66268,1772831671662661291
2026-03-06 21:14:31.862032,1772831671862018130
2026-03-06 21:14:31.964829,1772831671964813304
2026-03-06 21:14:32.163947,1772831672163939141
2026-03-06 21:14:32.267349,1772831672267292859
2026-03-06 21:14:32.465563,1772831672465538810
2026-03-06 21:14:32.66623,1772831672666192002
2026-03-06 21:14:32.766627,1772831672766593043
2026-03-06 21:14:32.86664,1772831672866592579
2026-03-06 21:14:32.969018,1772831672968997130
2026-03-06 21:14:33.167249,1772831673167204472
2026-03-06 21:14:33.269049,1772831673269038982
2026-03-06 21:14:33.370325,1772831673370213847
2026-03-06 21:14:33.567103,1772831673567041126
2026-03-06 21:14:33.767563,1772831673767535282
2026-03-06 21:14:33.971206,1772831673971141562
2026-03-06 21:14:34.173047,1772831674172980965
2026-03-06 21:14:34.371812,1772831674371791142
2026-03-06 21:14:34.572755,1772831674572723261
2026-03-06 21:14:34.770824,1772831674770811787
2026-03-06 21:14:34.973402,1772831674973392521
2026-03-06 21:14:35.074169,1772831675074148631
2026-03-06 21:14:35.273008,1772831675272977819
2026-03-06 21:14:35.376701,1772831675376664836
2026-03-06 21:14:35.573856,1772831675573843885
2026-03-06 21:14:35.774582,1772831675774562621
2026-03-06 21:14:35.874963,1772831675874936928
2026-03-06 21:14:35.97666,1772831675976646218
2026-03-06 21:14:36.076971,1772831676076952447
2026-03-06 21:14:36.17704,1772831676177016440
2026-03-06 21:14:36.278056,1772831676278035948
2026-03-06 21:14:36.476552,1772831676476535401
2026-03-06 21:14:36.577249,1772831676577232783
2026-03-06 21:14:36.677282,1772831676677244494
2026-03-06 21:14:36.778125,1772831676778096798
2026-03-06 21:14:36.98041,1772831676980392139
2026-03-06 21:14:37.080606,1772831677080587257
2026-03-06 21:14:37.180673,1772831677180657437
2026-03-06 21:14:37.280856,1772831677280838646
2026-03-06 21:14:37.479425,1772831677479416769
2026-03-06 21:14:37.579937,1772831677579898838
2026-03-06 21:14:37.68005,1772831677680040364
2026-03-06 21:14:37.780534,1772831677780519890
2026-03-06 21:14:37.880733,1772831677880707276
2026-03-06 21:14:37.983108,1772831677983084302
2026-03-06 21:14:38.084922,1772831678084900432
2026-03-06 21:14:38.282561,1772831678282543895
2026-03-06 21:14:38.382938,1772831678382923031
2026-03-06 21:14:38.582975,1772831678582959298
2026-03-06 21:14:38.683067,1772831678683052540
2026-03-06 21:14:38.883269,1772831678883259707
2026-03-06 21:14:38.985835,1772831678985817875
2026-03-06 21:14:39.18547,1772831679185461327
2026-03-06 21:14:39.385098,1772831679385091411
2026-03-06 21:14:39.485412,1772831679485362287
2026-03-06 21:14:39.587442,1772831679587402349
2026-03-06 21:14:39.687599,1772831679687568439
2026-03-06 21:14:39.88685,1772831679886825172
2026-03-06 21:14:39.98949,1772831679989459360
2026-03-06 21:14:40.09256,1772831680092523717
2026-03-06 21:14:40.288172,1772831680288151011
2026-03-06 21:14:40.38902,1772831680389001752
2026-03-06 21:14:40.489066,1772831680489050873
2026-03-06 21:14:40.589226,1772831680589209395
2026-03-06 21:14:40.691404,1772831680691370069
2026-03-06 21:14:40.7916,1772831680791581566
2026-03-06 21:14:40.992737,1772831680992718161
2026-03-06 21:14:41.193123,1772831681193080865
2026-03-06 21:14:41.391478,1772831681391465372
2026-03-06 21:14:41.491736,1772831681491721305
2026-03-06 21:14:41.691766,1772831681691737171
2026-03-06 21:14:41.892202,1772831681892181574
2026-03-06 21:14:41.995453,1772831681995426690
2026-03-06 21:14:42.127811,1772831682127791247
2026-03-06 21:14:42.295444,1772831682295429292
2026-03-06 21:14:42.396542,1772831682396506151
2026-03-06 21:14:42.594913,1772831682594890091
2026-03-06 21:14:42.69631,1772831682696284101
2026-03-06 21:14:42.896725,1772831682896703187
2026-03-06 21:14:42.998761,1772831682998743448
2026-03-06 21:14:43.197626,1772831683197609519
2026-03-06 21:14:43.298257,1772831683298234935
2026-03-06 21:14:43.398521,1772831683398505600
2026-03-06 21:14:43.499431,1772831683499410801
2026-03-06 21:14:43.698457,1772831683698435186
