time,ACT.GSE_High_Press_Control.channel_id
2026-03-06 21:17:33.487795,3
2026-03-06 21:17:33.487817,3
2026-03-06 21:17:33.546142,3
2026-03-06 21:17:33.546156,3
2026-03-06 21:17:33.589696,3
2026-03-06 21:17:33.58973,3
2026-03-06 21:17:33.647929,3
2026-03-06 21:17:33.647945,3
2026-03-06 21:17:33.691759,3
2026-03-06 21:17:33.691781,3
2026-03-06 21:17:33.749643,3
2026-03-06 21:17:33.749665,3
2026-03-06 21:17:33.793757,3
2026-03-06 21:17:33.793782,3
2026-03-06 21:17:33.852062,3
2026-03-06 21:17:33.85208,3
2026-03-06 21:17:33.89712,3
2026-03-06 21:17:33.89715,3
2026-03-06 21:17:33.954064,3
2026-03-06 21:17:33.954085,3
2026-03-06 21:17:33.998089,3
2026-03-06 21:17:33.998116,3
2026-03-06 21:17:34.0559,3
2026-03-06 21:17:34.055933,3
2026-03-06 21:17:34.10004,3
2026-03-06 21:17:34.10007,3
2026-03-06 21:17:34.157904,3
2026-03-06 21:17:34.157936,3
2026-03-06 21:17:34.202299,3
2026-03-06 21:17:34.202339,3
2026-03-06 21:17:34.259765,3
2026-03-06 21:17:34.25978,3
2026-03-06 21:17:34.303845,3
2026-03-06 21:17:34.303859,3
2026-03-06 21:17:34.362292,3
2026-03-06 21:17:34.362308,3
2026-03-06 21:17:34.406228,3
2026-03-06 21:17:34.406259,3
2026-03-06 21:17:34.463834,3
2026-03-06 21:17:34.46386,3
2026-03-06 21:17:34.507773,3
2026-03-06 21:17:34.507788,3
2026-03-06 21:17:34.565825,3
2026-03-06 21:17:34.565849,3
2026-03-06 21:17:34.609788,3
2026-03-06 21:17:34.609816,3
2026-03-06 21:17:34.668085,3
2026-03-06 21:17:34.668098,3
2026-03-06 21:17:34.712201,3
2026-03-06 21:17:34.712216,3
2026-03-06 21:17:34.769935,3
2026-03-06 21:17:34.769959,3
2026-03-06 21:17:34.813944,3
2026-03-06 21:17:34.813982,3
2026-03-06 21:17:34.871761,3
2026-03-06 21:17:34.871781,3
2026-03-06 21:17:34.915908,3
2026-03-06 21:17:34.915935,3
2026-03-06 21:17:34.973854,3
2026-03-06 21:17:34.973887,3
2026-03-06 21:17:35.017867,3
2026-03-06 21:17:35.017899,3
2026-03-06 21:17:35.075787,3
2026-03-06 21:17:35.075812,3
2026-03-06 21:17:35.119825,3
2026-03-06 21:17:35.119849,3
