time,PT_Cal.Ox_Upstream.channel_id
2026-03-06 21:26:58.397804,5
2026-03-06 21:26:58.397881,5
2026-03-06 21:26:58.507294,5
2026-03-06 21:26:58.507536,5
2026-03-06 21:26:58.507612,5
2026-03-06 21:26:58.507768,5
2026-03-06 21:26:58.507956,5
2026-03-06 21:26:58.508203,5
2026-03-06 21:26:58.508431,5
2026-03-06 21:26:58.615195,5
2026-03-06 21:26:58.615316,5
2026-03-06 21:26:58.615462,5
2026-03-06 21:26:58.615778,5
2026-03-06 21:26:58.615845,5
2026-03-06 21:26:58.615897,5
2026-03-06 21:26:58.615922,5
2026-03-06 21:26:58.616004,5
2026-03-06 21:26:58.724511,5
2026-03-06 21:26:58.724695,5
2026-03-06 21:26:58.724883,5
2026-03-06 21:26:58.725044,5
2026-03-06 21:26:58.725113,5
2026-03-06 21:26:58.725319,5
2026-03-06 21:26:58.833295,5
2026-03-06 21:26:58.833343,5
2026-03-06 21:26:58.833368,5
2026-03-06 21:26:58.833392,5
2026-03-06 21:26:58.833457,5
2026-03-06 21:26:58.833532,5
2026-03-06 21:26:58.833628,5
2026-03-06 21:26:58.833702,5
2026-03-06 21:26:58.94222,5
2026-03-06 21:26:58.942353,5
2026-03-06 21:26:58.942502,5
2026-03-06 21:26:58.942568,5
2026-03-06 21:26:58.942602,5
2026-03-06 21:26:58.942621,5
2026-03-06 21:26:58.942636,5
2026-03-06 21:26:58.943002,5
2026-03-06 21:26:59.05145,5
2026-03-06 21:26:59.051546,5
2026-03-06 21:26:59.051652,5
2026-03-06 21:26:59.051758,5
2026-03-06 21:26:59.051896,5
2026-03-06 21:26:59.051994,5
2026-03-06 21:26:59.053086,5
2026-03-06 21:26:59.160018,5
2026-03-06 21:26:59.160089,5
2026-03-06 21:26:59.160139,5
2026-03-06 21:26:59.160216,5
2026-03-06 21:26:59.160291,5
2026-03-06 21:26:59.160365,5
2026-03-06 21:26:59.160463,5
2026-03-06 21:26:59.160523,5
2026-03-06 21:26:59.16054,5
2026-03-06 21:26:59.2693,5
2026-03-06 21:26:59.269354,5
2026-03-06 21:26:59.269419,5
2026-03-06 21:26:59.269496,5
2026-03-06 21:26:59.269579,5
2026-03-06 21:26:59.269664,5
2026-03-06 21:26:59.269857,5
2026-03-06 21:26:59.378322,5
2026-03-06 21:26:59.378514,5
2026-03-06 21:26:59.378619,5
2026-03-06 21:26:59.378832,5
2026-03-06 21:26:59.378906,5
2026-03-06 21:26:59.378937,5
2026-03-06 21:26:59.379239,5
2026-03-06 21:26:59.487277,5
2026-03-06 21:26:59.487339,5
2026-03-06 21:26:59.487427,5
2026-03-06 21:26:59.487523,5
2026-03-06 21:26:59.48762,5
2026-03-06 21:26:59.4877,5
2026-03-06 21:26:59.487711,5
2026-03-06 21:26:59.487814,5
2026-03-06 21:26:59.595701,5
2026-03-06 21:26:59.595772,5
2026-03-06 21:26:59.595856,5
2026-03-06 21:26:59.59602,5
2026-03-06 21:26:59.596033,5
2026-03-06 21:26:59.59617,5
2026-03-06 21:26:59.705411,5
2026-03-06 21:26:59.705563,5
2026-03-06 21:26:59.705631,5
2026-03-06 21:26:59.70572,5
2026-03-06 21:26:59.705824,5
2026-03-06 21:26:59.70584,5
2026-03-06 21:26:59.706005,5
2026-03-06 21:26:59.706183,5
2026-03-06 21:26:59.81409,5
2026-03-06 21:26:59.814148,5
2026-03-06 21:26:59.814195,5
2026-03-06 21:26:59.814264,5
2026-03-06 21:26:59.814342,5
2026-03-06 21:26:59.814403,5
2026-03-06 21:26:59.814527,5
2026-03-06 21:26:59.816214,5
2026-03-06 21:26:59.922924,5
2026-03-06 21:26:59.922987,5
2026-03-06 21:26:59.923,5
2026-03-06 21:26:59.923047,5
2026-03-06 21:26:59.923202,5
2026-03-06 21:26:59.923239,5
2026-03-06 21:27:00.032409,5
2026-03-06 21:27:00.032466,5
2026-03-06 21:27:00.032484,5
2026-03-06 21:27:00.032497,5
2026-03-06 21:27:00.03251,5
2026-03-06 21:27:00.032568,5
2026-03-06 21:27:00.032749,5
2026-03-06 21:27:00.033205,5
2026-03-06 21:27:00.141035,5
2026-03-06 21:27:00.141134,5
2026-03-06 21:27:00.141218,5
2026-03-06 21:27:00.141329,5
2026-03-06 21:27:00.141468,5
2026-03-06 21:27:00.141738,5
2026-03-06 21:27:00.142018,5
2026-03-06 21:27:00.250219,5
2026-03-06 21:27:00.250263,5
2026-03-06 21:27:00.250302,5
2026-03-06 21:27:00.250379,5
2026-03-06 21:27:00.250426,5
2026-03-06 21:27:00.250457,5
2026-03-06 21:27:00.250543,5
2026-03-06 21:27:00.25062,5
2026-03-06 21:27:00.250698,5
2026-03-06 21:27:00.25078,5
2026-03-06 21:27:00.359225,5
2026-03-06 21:27:00.359265,5
2026-03-06 21:27:00.359312,5
2026-03-06 21:27:00.359377,5
2026-03-06 21:27:00.359473,5
2026-03-06 21:27:00.359552,5
