time,RTD_Cal.CH17.timestamp_ns
2026-03-06 21:14:19.148933,1772831659148880651
2026-03-06 21:14:19.283157,1772831659283142499
2026-03-06 21:14:19.419239,1772831659419194172
2026-03-06 21:14:19.555645,1772831659555602868
2026-03-06 21:14:19.690272,1772831659690241533
2026-03-06 21:14:19.828337,1772831659828214173
2026-03-06 21:14:19.962207,1772831659962062501
2026-03-06 21:14:20.09836,1772831660098347768
2026-03-06 21:14:20.233502,1772831660233484458
2026-03-06 21:14:20.368967,1772831660368944033
2026-03-06 21:14:20.504453,1772831660504435074
2026-03-06 21:14:20.640247,1772831660640208504
2026-03-06 21:14:20.77396,1772831660773802945
2026-03-06 21:14:20.909119,1772831660909103413
2026-03-06 21:14:21.043867,1772831661043847352
2026-03-06 21:14:21.185766,1772831661185629122
2026-03-06 21:14:21.318304,1772831661318275503
2026-03-06 21:14:21.454663,1772831661454620122
2026-03-06 21:14:21.588934,1772831661588902709
2026-03-06 21:14:21.724261,1772831661724226242
2026-03-06 21:14:21.859751,1772831661859712235
2026-03-06 21:14:21.9941,1772831661994067013
2026-03-06 21:14:22.129684,1772831662129650987
2026-03-06 21:14:22.267958,1772831662267936108
2026-03-06 21:14:22.403649,1772831662403606762
2026-03-06 21:14:22.539215,1772831662539133166
2026-03-06 21:14:22.672173,1772831662672153291
2026-03-06 21:14:22.807582,1772831662807568403
2026-03-06 21:14:22.942655,1772831662942525372
2026-03-06 21:14:23.077805,1772831663077706795
2026-03-06 21:14:23.211496,1772831663211477507
2026-03-06 21:14:23.351528,1772831663351502187
2026-03-06 21:14:23.485933,1772831663485916844
2026-03-06 21:14:23.621467,1772831663621449444
2026-03-06 21:14:23.757044,1772831663757024576
2026-03-06 21:14:23.893804,1772831663893773108
2026-03-06 21:14:24.027561,1772831664027521472
2026-03-06 21:14:24.161149,1772831664161122337
2026-03-06 21:14:24.296258,1772831664296246264
2026-03-06 21:14:24.435842,1772831664435808698
2026-03-06 21:14:24.570233,1772831664570214138
2026-03-06 21:14:24.706027,1772831664706002049
2026-03-06 21:14:24.842095,1772831664842066901
2026-03-06 21:14:24.976494,1772831664976404706
2026-03-06 21:14:25.110997,1772831665110980785
2026-03-06 21:14:25.244569,1772831665244553341
2026-03-06 21:14:25.382765,1772831665382713013
2026-03-06 21:14:25.517276,1772831665517241501
2026-03-06 21:14:25.652677,1772831665652651281
2026-03-06 21:14:25.786968,1772831665786956186
2026-03-06 21:14:25.922664,1772831665922621143
2026-03-06 21:14:26.058404,1772831666058374538
2026-03-06 21:14:26.192758,1772831666192731747
2026-03-06 21:14:26.327864,1772831666327847222
2026-03-06 21:14:26.462996,1772831666462964927
2026-03-06 21:14:26.604991,1772831666604915368
2026-03-06 21:14:26.737265,1772831666737237620
2026-03-06 21:14:26.871959,1772831666871942324
2026-03-06 21:14:27.007863,1772831667007824998
2026-03-06 21:14:27.142254,1772831667142216464
2026-03-06 21:14:27.276205,1772831667276183163
2026-03-06 21:14:27.411799,1772831667411772219
2026-03-06 21:14:27.547583,1772831667547551752
2026-03-06 21:14:27.686376,1772831667686349117
2026-03-06 21:14:27.821697,1772831667821666944
2026-03-06 21:14:27.95623,1772831667956194164
2026-03-06 21:14:28.091171,1772831668091122471
2026-03-06 21:14:28.226207,1772831668226174584
2026-03-06 21:14:28.361043,1772831668361019086
2026-03-06 21:14:28.49592,1772831668495904305
2026-03-06 21:14:28.632029,1772831668631990845
2026-03-06 21:14:28.770631,1772831668770537398
2026-03-06 21:14:28.905152,1772831668905112610
2026-03-06 21:14:29.040643,1772831669040613129
2026-03-06 21:14:29.173941,1772831669173921363
2026-03-06 21:14:29.310583,1772831669310488039
2026-03-06 21:14:29.445763,1772831669445731257
2026-03-06 21:14:29.580438,1772831669580419495
2026-03-06 21:14:29.715432,1772831669715411027
2026-03-06 21:14:29.854383,1772831669854360105
2026-03-06 21:14:29.989543,1772831669989519141
2026-03-06 21:14:30.124078,1772831670124064992
