time,ACT.Fuel_Fill_Vent.actuator_state
2026-03-06 21:20:31.988382,0
2026-03-06 21:20:32.04779,1
2026-03-06 21:20:32.090971,1
2026-03-06 21:20:32.149414,1
2026-03-06 21:20:32.192835,0
2026-03-06 21:20:32.25174,1
2026-03-06 21:20:32.294977,1
2026-03-06 21:20:32.353431,1
2026-03-06 21:20:32.396489,0
2026-03-06 21:20:32.455287,1
2026-03-06 21:20:32.498604,0
2026-03-06 21:20:32.557659,1
2026-03-06 21:20:32.600998,1
2026-03-06 21:20:32.659358,1
2026-03-06 21:20:32.702532,0
2026-03-06 21:20:32.761968,1
2026-03-06 21:20:32.805014,0
2026-03-06 21:20:32.863489,1
2026-03-06 21:20:32.906898,0
2026-03-06 21:20:32.965552,1
2026-03-06 21:20:33.009169,0
2026-03-06 21:20:33.067833,1
2026-03-06 21:20:33.110674,1
2026-03-06 21:20:33.169446,1
2026-03-06 21:20:33.212678,0
2026-03-06 21:20:33.271906,1
2026-03-06 21:20:33.314662,0
2026-03-06 21:20:33.37384,1
2026-03-06 21:20:33.417051,1
2026-03-06 21:20:33.47571,1
2026-03-06 21:20:33.518529,0
2026-03-06 21:20:33.577594,1
2026-03-06 21:20:33.620641,0
2026-03-06 21:20:33.679684,1
2026-03-06 21:20:33.722931,0
2026-03-06 21:20:33.781632,1
2026-03-06 21:20:33.824584,0
2026-03-06 21:20:33.88363,1
2026-03-06 21:20:33.926463,0
2026-03-06 21:20:33.985431,1
2026-03-06 21:20:34.028694,1
2026-03-06 21:20:34.087405,1
2026-03-06 21:20:34.131085,0
2026-03-06 21:20:34.189916,1
2026-03-06 21:20:34.233295,0
2026-03-06 21:20:34.291722,1
2026-03-06 21:20:34.334894,1
2026-03-06 21:20:34.393822,1
2026-03-06 21:20:34.436791,1
2026-03-06 21:20:34.495818,1
2026-03-06 21:20:34.538476,1
2026-03-06 21:20:34.597358,1
2026-03-06 21:20:34.641287,0
2026-03-06 21:20:34.699458,1
2026-03-06 21:20:34.742452,0
2026-03-06 21:20:34.801677,1
2026-03-06 21:20:34.844616,0
2026-03-06 21:20:34.903861,1
2026-03-06 21:20:34.946933,0
2026-03-06 21:20:35.005562,1
2026-03-06 21:20:35.048585,0
2026-03-06 21:20:35.107492,1
2026-03-06 21:20:35.150716,0
2026-03-06 21:20:35.20973,1
2026-03-06 21:20:35.252911,0
2026-03-06 21:20:35.311658,1
2026-03-06 21:20:35.354505,0
2026-03-06 21:20:35.413658,1
2026-03-06 21:20:35.456828,1
2026-03-06 21:20:35.515535,1
2026-03-06 21:20:35.558885,0
2026-03-06 21:20:35.617498,1
2026-03-06 21:20:35.660444,0
2026-03-06 21:20:35.719762,1
2026-03-06 21:20:35.762647,1
2026-03-06 21:20:35.821694,1
2026-03-06 21:20:35.864528,1
2026-03-06 21:20:35.923705,1
2026-03-06 21:20:35.966652,0
2026-03-06 21:20:36.025865,1
2026-03-06 21:20:36.068685,0
2026-03-06 21:20:36.127545,1
2026-03-06 21:20:36.171198,0
2026-03-06 21:20:36.229395,1
2026-03-06 21:20:36.272971,0
2026-03-06 21:20:36.331506,1
2026-03-06 21:20:36.37502,0
2026-03-06 21:20:36.433767,1
2026-03-06 21:20:36.47701,0
2026-03-06 21:20:36.535773,1
2026-03-06 21:20:36.578784,0
2026-03-06 21:20:36.637344,1
2026-03-06 21:20:36.680713,1
2026-03-06 21:20:36.739511,1
2026-03-06 21:20:36.783949,1
2026-03-06 21:20:36.841767,1
2026-03-06 21:20:36.884707,0
2026-03-06 21:20:36.943425,1
2026-03-06 21:20:36.986767,0
2026-03-06 21:20:37.0456,1
2026-03-06 21:20:37.089029,0
2026-03-06 21:20:37.147675,1
2026-03-06 21:20:37.190745,1
2026-03-06 21:20:37.24977,1
2026-03-06 21:20:37.293053,0
2026-03-06 21:20:37.351444,1
2026-03-06 21:20:37.394781,0
2026-03-06 21:20:37.453734,1
2026-03-06 21:20:37.496905,0
2026-03-06 21:20:37.555757,1
2026-03-06 21:20:37.598843,0
2026-03-06 21:20:37.657861,1
2026-03-06 21:20:37.700583,0
2026-03-06 21:20:37.759735,1
2026-03-06 21:20:37.802584,1
2026-03-06 21:20:37.861656,1
2026-03-06 21:20:37.904936,0
2026-03-06 21:20:37.963826,1
2026-03-06 21:20:38.006742,0
2026-03-06 21:20:38.065864,1
2026-03-06 21:20:38.108867,0
2026-03-06 21:20:38.167639,1
2026-03-06 21:20:38.210793,0
2026-03-06 21:20:38.269429,1
2026-03-06 21:20:38.313067,0
2026-03-06 21:20:38.371785,1
2026-03-06 21:20:38.414773,0
2026-03-06 21:20:38.473488,1
2026-03-06 21:20:38.516713,1
2026-03-06 21:20:38.575488,1
2026-03-06 21:20:38.619102,0
2026-03-06 21:20:38.677728,1
2026-03-06 21:20:38.720976,0
2026-03-06 21:20:38.779802,1
2026-03-06 21:20:38.822728,0
2026-03-06 21:20:38.881467,1
2026-03-06 21:20:38.924922,0
2026-03-06 21:20:38.983386,1
2026-03-06 21:20:39.02685,0
2026-03-06 21:20:39.085853,1
2026-03-06 21:20:39.128945,0
2026-03-06 21:20:39.187721,1
2026-03-06 21:20:39.230663,0
2026-03-06 21:20:39.289971,1
2026-03-06 21:20:39.332976,0
2026-03-06 21:20:39.3917,1
2026-03-06 21:20:39.434726,0
2026-03-06 21:20:39.49378,1
2026-03-06 21:20:39.537064,0
2026-03-06 21:20:39.595768,1
2026-03-06 21:20:39.63858,1
2026-03-06 21:20:39.697658,1
2026-03-06 21:20:39.740608,0
2026-03-06 21:20:39.799396,1
2026-03-06 21:20:39.842532,0
2026-03-06 21:20:39.902102,1
2026-03-06 21:20:39.94525,0
2026-03-06 21:20:40.003578,1
2026-03-06 21:20:40.046645,0
2026-03-06 21:20:40.106011,1
2026-03-06 21:20:40.148922,0
2026-03-06 21:20:40.207761,1
2026-03-06 21:20:40.250968,0
2026-03-06 21:20:40.309606,1
2026-03-06 21:20:40.352399,1
2026-03-06 21:20:40.411635,1
2026-03-06 21:20:40.454762,0
2026-03-06 21:20:40.513697,1
2026-03-06 21:20:40.55665,0
2026-03-06 21:20:40.615364,1
2026-03-06 21:20:40.658665,0
2026-03-06 21:20:40.717621,1
2026-03-06 21:20:40.760883,0
2026-03-06 21:20:40.819845,1
2026-03-06 21:20:40.862959,0
2026-03-06 21:20:40.921927,1
2026-03-06 21:20:40.964726,0
2026-03-06 21:20:41.023725,1
2026-03-06 21:20:41.06704,1
2026-03-06 21:20:41.125969,1
2026-03-06 21:20:41.168853,1
2026-03-06 21:20:41.227592,1
2026-03-06 21:20:41.271223,1
2026-03-06 21:20:41.329911,1
2026-03-06 21:20:41.372802,0
2026-03-06 21:20:41.431818,1
2026-03-06 21:20:41.474959,0
2026-03-06 21:20:41.533968,1
2026-03-06 21:20:41.57681,0
2026-03-06 21:20:41.635721,1
2026-03-06 21:20:41.678731,0
2026-03-06 21:20:41.737664,1
2026-03-06 21:20:41.780892,1
2026-03-06 21:20:41.839504,1
2026-03-06 21:20:41.8828,0
2026-03-06 21:20:41.941815,1
2026-03-06 21:20:41.985078,0
2026-03-06 21:20:42.043793,1
2026-03-06 21:20:42.086716,0
2026-03-06 21:20:42.146084,1
2026-03-06 21:20:42.188849,0
2026-03-06 21:20:42.247842,1
2026-03-06 21:20:42.290833,0
2026-03-06 21:20:42.349737,1
2026-03-06 21:20:42.393026,0
2026-03-06 21:20:42.451888,1
2026-03-06 21:20:42.495248,0
2026-03-06 21:20:42.553884,1
2026-03-06 21:20:42.596421,0
2026-03-06 21:20:42.655631,1
2026-03-06 21:20:42.698998,0
2026-03-06 21:20:42.758076,1
2026-03-06 21:20:42.801094,0
2026-03-06 21:20:42.859782,1
2026-03-06 21:20:42.903125,0
2026-03-06 21:20:42.961499,1
2026-03-06 21:20:43.004873,0
2026-03-06 21:20:43.063603,1
2026-03-06 21:20:43.107038,0
2026-03-06 21:20:43.165893,1
2026-03-06 21:20:43.209168,0
2026-03-06 21:20:43.267989,1
2026-03-06 21:20:43.310863,0
2026-03-06 21:20:43.369371,1
2026-03-06 21:20:43.412508,0
2026-03-06 21:20:43.471422,1
2026-03-06 21:20:43.514764,0
2026-03-06 21:20:43.573763,1
2026-03-06 21:20:43.616502,0
2026-03-06 21:20:43.675544,1
2026-03-06 21:20:43.718634,0
2026-03-06 21:20:43.777458,1
2026-03-06 21:20:43.820792,1
2026-03-06 21:20:43.879939,1
2026-03-06 21:20:43.922599,0
2026-03-06 21:20:43.981857,1
2026-03-06 21:20:44.024521,0
2026-03-06 21:20:44.083988,1
2026-03-06 21:20:44.127281,0
2026-03-06 21:20:44.185344,1
2026-03-06 21:20:44.228949,0
2026-03-06 21:20:44.287602,1
2026-03-06 21:20:44.330751,0
2026-03-06 21:20:44.389783,1
2026-03-06 21:20:44.432856,0
2026-03-06 21:20:44.491875,1
2026-03-06 21:20:44.535049,0
2026-03-06 21:20:44.593973,1
2026-03-06 21:20:44.637135,0
2026-03-06 21:20:44.69574,1
2026-03-06 21:20:44.738986,0
2026-03-06 21:20:44.797917,1
2026-03-06 21:20:44.840887,0
2026-03-06 21:20:44.899796,1
2026-03-06 21:20:44.942666,0
2026-03-06 21:20:45.002393,1
2026-03-06 21:20:45.044805,0
2026-03-06 21:20:45.104086,1
2026-03-06 21:20:45.146703,0
2026-03-06 21:20:45.205879,1
2026-03-06 21:20:45.248725,0
2026-03-06 21:20:45.307725,1
2026-03-06 21:20:45.350777,0
2026-03-06 21:20:45.409629,1
2026-03-06 21:20:45.452981,1
2026-03-06 21:20:45.512009,1
2026-03-06 21:20:45.555087,0
2026-03-06 21:20:45.613823,1
2026-03-06 21:20:45.656868,0
2026-03-06 21:20:45.716212,1
2026-03-06 21:20:45.758664,1
2026-03-06 21:20:45.81802,1
2026-03-06 21:20:45.860695,1
2026-03-06 21:20:45.919678,1
2026-03-06 21:20:45.963051,0
2026-03-06 21:20:46.021624,1
2026-03-06 21:20:46.064816,0
2026-03-06 21:20:46.123545,1
2026-03-06 21:20:46.166709,0
2026-03-06 21:20:46.225426,1
2026-03-06 21:20:46.268902,0
2026-03-06 21:20:46.32792,1
2026-03-06 21:20:46.370966,1
2026-03-06 21:20:46.429375,1
2026-03-06 21:20:46.472918,0
2026-03-06 21:20:46.531395,1
2026-03-06 21:20:46.574706,0
2026-03-06 21:20:46.633582,1
2026-03-06 21:20:46.677221,0
2026-03-06 21:20:46.735547,1
2026-03-06 21:20:46.778668,1
2026-03-06 21:20:46.837838,1
2026-03-06 21:20:46.880764,0
2026-03-06 21:20:46.939693,1
2026-03-06 21:20:46.982897,1
2026-03-06 21:20:47.042102,1
2026-03-06 21:20:47.084551,0
2026-03-06 21:20:47.143525,1
2026-03-06 21:20:47.186936,0
2026-03-06 21:20:47.245968,1
2026-03-06 21:20:47.288564,0
2026-03-06 21:20:47.347872,1
2026-03-06 21:20:47.390619,0
2026-03-06 21:20:47.449551,1
2026-03-06 21:20:47.492788,0
2026-03-06 21:20:47.552111,1
2026-03-06 21:20:47.594596,0
2026-03-06 21:20:47.653677,1
2026-03-06 21:20:47.696589,0
2026-03-06 21:20:47.755615,1
2026-03-06 21:20:47.798476,1
2026-03-06 21:20:47.857486,1
2026-03-06 21:20:47.900921,0
2026-03-06 21:20:47.95969,1
2026-03-06 21:20:48.003091,0
2026-03-06 21:20:48.061784,1
2026-03-06 21:20:48.104508,0
2026-03-06 21:20:48.16377,1
2026-03-06 21:20:48.206638,0
2026-03-06 21:20:48.265671,1
2026-03-06 21:20:48.308815,1
2026-03-06 21:20:48.367756,1
2026-03-06 21:20:48.410896,0
2026-03-06 21:20:48.469603,1
2026-03-06 21:20:48.513079,0
2026-03-06 21:20:48.57179,1
2026-03-06 21:20:48.614634,0
2026-03-06 21:20:48.67378,1
2026-03-06 21:20:48.716711,0
2026-03-06 21:20:48.775871,1
2026-03-06 21:20:48.818692,1
2026-03-06 21:20:48.878074,1
2026-03-06 21:20:48.920776,0
2026-03-06 21:20:48.979841,1
2026-03-06 21:20:49.023134,1
2026-03-06 21:20:49.08179,1
2026-03-06 21:20:49.124899,0
2026-03-06 21:20:49.184107,1
2026-03-06 21:20:49.226624,0
2026-03-06 21:20:49.286018,1
2026-03-06 21:20:49.329057,0
2026-03-06 21:20:49.387804,1
2026-03-06 21:20:49.430739,0
2026-03-06 21:20:49.489625,1
2026-03-06 21:20:49.532877,0
2026-03-06 21:20:49.591506,1
2026-03-06 21:20:49.634574,1
2026-03-06 21:20:49.694022,1
2026-03-06 21:20:49.736824,0
2026-03-06 21:20:49.79562,1
2026-03-06 21:20:49.83876,0
2026-03-06 21:20:49.897875,1
2026-03-06 21:20:49.940927,0
2026-03-06 21:20:49.999812,1
2026-03-06 21:20:50.042728,0
2026-03-06 21:20:50.102064,1
2026-03-06 21:20:50.144775,0
2026-03-06 21:20:50.203614,1
2026-03-06 21:20:50.24703,0
2026-03-06 21:20:50.305569,1
2026-03-06 21:20:50.348657,0
2026-03-06 21:20:50.407864,1
2026-03-06 21:20:50.450532,1
2026-03-06 21:20:50.509639,1
2026-03-06 21:20:50.552738,0
2026-03-06 21:20:50.611599,1
2026-03-06 21:20:50.655242,0
2026-03-06 21:20:50.714007,1
2026-03-06 21:20:50.756816,0
2026-03-06 21:20:50.815585,1
2026-03-06 21:20:50.859011,0
2026-03-06 21:20:50.91749,1
2026-03-06 21:20:50.960838,0
2026-03-06 21:20:51.01966,1
2026-03-06 21:20:51.063349,0
2026-03-06 21:20:51.121791,1
2026-03-06 21:20:51.164821,0
2026-03-06 21:20:51.223957,1
2026-03-06 21:20:51.266752,0
2026-03-06 21:20:51.325839,1
2026-03-06 21:20:51.368887,0
2026-03-06 21:20:51.427716,1
2026-03-06 21:20:51.47055,0
2026-03-06 21:20:51.530087,1
2026-03-06 21:20:51.572956,0
2026-03-06 21:20:51.632014,1
2026-03-06 21:20:51.674955,0
2026-03-06 21:20:51.733895,1
2026-03-06 21:20:51.776965,1
2026-03-06 21:20:51.835988,1
2026-03-06 21:20:51.878878,1
2026-03-06 21:20:51.937815,1
2026-03-06 21:20:51.981027,1
2026-03-06 21:20:52.039865,1
2026-03-06 21:20:52.083227,0
2026-03-06 21:20:52.141835,1
2026-03-06 21:20:52.184726,0
2026-03-06 21:20:52.243893,1
2026-03-06 21:20:52.286901,1
2026-03-06 21:20:52.345991,1
2026-03-06 21:20:52.388752,0
2026-03-06 21:20:52.447554,1
2026-03-06 21:20:52.490621,0
2026-03-06 21:20:52.549607,1
2026-03-06 21:20:52.592565,0
2026-03-06 21:20:52.651606,1
2026-03-06 21:20:52.694783,0
2026-03-06 21:20:52.754009,1
2026-03-06 21:20:52.79704,0
2026-03-06 21:20:52.855908,1
2026-03-06 21:20:52.89877,1
2026-03-06 21:20:52.957649,1
2026-03-06 21:20:53.001061,0
2026-03-06 21:20:53.059538,1
2026-03-06 21:20:53.103271,0
2026-03-06 21:20:53.161801,1
2026-03-06 21:20:53.205005,0
2026-03-06 21:20:53.263865,1
2026-03-06 21:20:53.306887,0
2026-03-06 21:20:53.365817,1
2026-03-06 21:20:53.408782,1
2026-03-06 21:20:53.467764,1
2026-03-06 21:20:53.510794,0
2026-03-06 21:20:53.570129,1
2026-03-06 21:20:53.612583,0
2026-03-06 21:20:53.672019,1
2026-03-06 21:20:53.714762,0
2026-03-06 21:20:53.77346,1
2026-03-06 21:20:53.816866,0
2026-03-06 21:20:53.876428,1
2026-03-06 21:20:53.91858,0
2026-03-06 21:20:53.978255,1
2026-03-06 21:20:54.021041,1
2026-03-06 21:20:54.080176,1
2026-03-06 21:20:54.12294,0
2026-03-06 21:20:54.18187,1
2026-03-06 21:20:54.224648,0
2026-03-06 21:20:54.283863,1
2026-03-06 21:20:54.326876,0
2026-03-06 21:20:54.385549,1
2026-03-06 21:20:54.428977,0
2026-03-06 21:20:54.487658,1
2026-03-06 21:20:54.530947,0
2026-03-06 21:20:54.589753,1
2026-03-06 21:20:54.633054,0
2026-03-06 21:20:54.691729,1
2026-03-06 21:20:54.734866,0
2026-03-06 21:20:54.793593,1
2026-03-06 21:20:54.836668,0
2026-03-06 21:20:54.896193,1
2026-03-06 21:20:54.938957,0
2026-03-06 21:20:54.997701,1
2026-03-06 21:20:55.040968,0
2026-03-06 21:20:55.099806,1
2026-03-06 21:20:55.142683,0
2026-03-06 21:20:55.201998,1
2026-03-06 21:20:55.245173,1
2026-03-06 21:20:55.303878,1
2026-03-06 21:20:55.347043,0
2026-03-06 21:20:55.406054,1
2026-03-06 21:20:55.448578,0
2026-03-06 21:20:55.507594,1
2026-03-06 21:20:55.550965,0
2026-03-06 21:20:55.609735,1
2026-03-06 21:20:55.652812,0
2026-03-06 21:20:55.712015,1
2026-03-06 21:20:55.754614,0
2026-03-06 21:20:55.813963,1
2026-03-06 21:20:55.856597,1
2026-03-06 21:20:55.915744,1
2026-03-06 21:20:55.958678,0
2026-03-06 21:20:56.017654,1
2026-03-06 21:20:56.060621,0
2026-03-06 21:20:56.1196,1
2026-03-06 21:20:56.163227,1
2026-03-06 21:20:56.221996,1
2026-03-06 21:20:56.265056,0
2026-03-06 21:20:56.323511,1
2026-03-06 21:20:56.366681,0
2026-03-06 21:20:56.425522,1
2026-03-06 21:20:56.468997,0
2026-03-06 21:20:56.527548,1
2026-03-06 21:20:56.57085,0
2026-03-06 21:20:56.629931,1
2026-03-06 21:20:56.673211,1
2026-03-06 21:20:56.731857,1
2026-03-06 21:20:56.774556,0
2026-03-06 21:20:56.833881,1
2026-03-06 21:20:56.87669,0
2026-03-06 21:20:56.936131,1
2026-03-06 21:20:56.978904,0
2026-03-06 21:20:57.03768,1
2026-03-06 21:20:57.080546,0
2026-03-06 21:20:57.140263,1
2026-03-06 21:20:57.183061,0
2026-03-06 21:20:57.241921,1
2026-03-06 21:20:57.284934,0
2026-03-06 21:20:57.343706,1
2026-03-06 21:20:57.386945,1
2026-03-06 21:20:57.446062,1
2026-03-06 21:20:57.488692,1
2026-03-06 21:20:57.547775,1
2026-03-06 21:20:57.590914,0
2026-03-06 21:20:57.649718,1
2026-03-06 21:20:57.693166,0
2026-03-06 21:20:57.751668,1
2026-03-06 21:20:57.794959,0
2026-03-06 21:20:57.854272,1
2026-03-06 21:20:57.896747,0
2026-03-06 21:20:57.955549,1
2026-03-06 21:20:57.999114,1
2026-03-06 21:20:58.057943,1
2026-03-06 21:20:58.100693,0
2026-03-06 21:20:58.159807,1
2026-03-06 21:20:58.202743,1
2026-03-06 21:20:58.262102,1
2026-03-06 21:20:58.305057,0
2026-03-06 21:20:58.36395,1
2026-03-06 21:20:58.406977,1
2026-03-06 21:20:58.466047,1
2026-03-06 21:20:58.509151,1
2026-03-06 21:20:58.567959,1
2026-03-06 21:20:58.610972,0
2026-03-06 21:20:58.669666,1
2026-03-06 21:20:58.713028,0
2026-03-06 21:20:58.771825,1
2026-03-06 21:20:58.815056,0
2026-03-06 21:20:58.873752,1
2026-03-06 21:20:58.916938,0
2026-03-06 21:20:58.976179,1
2026-03-06 21:20:59.019067,0
2026-03-06 21:20:59.077669,1
2026-03-06 21:20:59.120944,0
2026-03-06 21:20:59.179802,1
2026-03-06 21:20:59.223078,0
2026-03-06 21:20:59.282077,1
2026-03-06 21:20:59.324752,0
2026-03-06 21:20:59.384156,1
2026-03-06 21:20:59.426842,1
2026-03-06 21:20:59.485671,1
2026-03-06 21:20:59.528762,1
2026-03-06 21:20:59.587844,1
2026-03-06 21:20:59.630899,0
