time,ACT.LOX_Dump.actuator_state
2026-03-06 21:21:10.502088,0
2026-03-06 21:21:10.544744,0
2026-03-06 21:21:10.603874,0
2026-03-06 21:21:10.647147,0
2026-03-06 21:21:10.706197,0
2026-03-06 21:21:10.748862,0
2026-03-06 21:21:10.807976,0
2026-03-06 21:21:10.851272,0
2026-03-06 21:21:10.910165,0
2026-03-06 21:21:10.953236,0
2026-03-06 21:21:11.011808,0
2026-03-06 21:21:11.054849,0
2026-03-06 21:21:11.114156,0
2026-03-06 21:21:11.157308,0
2026-03-06 21:21:11.216356,0
2026-03-06 21:21:11.258984,0
2026-03-06 21:21:11.31786,0
2026-03-06 21:21:11.361261,0
2026-03-06 21:21:11.420199,0
2026-03-06 21:21:11.463127,0
