time,ACT.GSE_High_Press_Vent.raw_adc_counts
2026-03-06 21:26:01.816547,1054653900
2026-03-06 21:26:01.857942,0
2026-03-06 21:26:01.918057,1054653900
2026-03-06 21:26:01.959839,0
2026-03-06 21:26:02.019939,1054707981
2026-03-06 21:26:02.061632,0
2026-03-06 21:26:02.122269,1054599820
2026-03-06 21:26:02.164071,0
2026-03-06 21:26:02.224539,1054653900
2026-03-06 21:26:02.265821,0
2026-03-06 21:26:02.326493,1054680941
2026-03-06 21:26:02.36783,0
2026-03-06 21:26:02.428057,1054599820
2026-03-06 21:26:02.470074,0
2026-03-06 21:26:02.530133,1054599820
2026-03-06 21:26:02.571666,0
2026-03-06 21:26:02.632221,1054599820
2026-03-06 21:26:02.673825,0
2026-03-06 21:26:02.734265,1054599820
2026-03-06 21:26:02.775695,0
2026-03-06 21:26:02.836304,1054680941
2026-03-06 21:26:02.878103,0
2026-03-06 21:26:02.938356,1054599820
2026-03-06 21:26:02.980319,0
2026-03-06 21:26:03.040391,1054653900
2026-03-06 21:26:03.081655,0
2026-03-06 21:26:03.14234,1054626860
2026-03-06 21:26:03.184344,0
2026-03-06 21:26:03.244527,1054599820
2026-03-06 21:26:03.286023,0
2026-03-06 21:26:03.346242,1054626860
2026-03-06 21:26:03.388191,0
2026-03-06 21:26:03.4482,1054653900
2026-03-06 21:26:03.490132,0
2026-03-06 21:26:03.550191,1054653900
2026-03-06 21:26:03.592089,0
2026-03-06 21:26:03.651989,1054653900
2026-03-06 21:26:03.693968,0
2026-03-06 21:26:03.754334,1054599820
2026-03-06 21:26:03.79549,0
2026-03-06 21:26:03.856484,1054599820
2026-03-06 21:26:03.897888,0
2026-03-06 21:26:03.95841,1054653900
2026-03-06 21:26:04.000087,0
2026-03-06 21:26:04.060063,1054653900
2026-03-06 21:26:04.101584,0
2026-03-06 21:26:04.162465,1054707981
2026-03-06 21:26:04.203884,0
2026-03-06 21:26:04.264045,1054626860
2026-03-06 21:26:04.305858,0
2026-03-06 21:26:04.365965,1054653900
2026-03-06 21:26:04.407708,0
2026-03-06 21:26:04.468165,1054599820
2026-03-06 21:26:04.509619,0
2026-03-06 21:26:04.570449,1054653900
2026-03-06 21:26:04.611935,0
2026-03-06 21:26:04.672409,1054680941
2026-03-06 21:26:04.713805,0
2026-03-06 21:26:04.774444,1054599820
2026-03-06 21:26:04.815988,0
2026-03-06 21:26:04.876025,1054653900
2026-03-06 21:26:04.917803,0
2026-03-06 21:26:04.978598,1054599820
2026-03-06 21:26:05.019662,0
2026-03-06 21:26:05.080624,1054653900
2026-03-06 21:26:05.121605,0
2026-03-06 21:26:05.182116,1054626860
2026-03-06 21:26:05.224207,0
2026-03-06 21:26:05.284015,1054680941
2026-03-06 21:26:05.325608,0
2026-03-06 21:26:05.386138,1054653900
2026-03-06 21:26:05.427883,0
2026-03-06 21:26:05.488625,1054599820
2026-03-06 21:26:05.529933,0
2026-03-06 21:26:05.590367,1054545740
2026-03-06 21:26:05.632182,0
2026-03-06 21:26:05.692175,1054653900
2026-03-06 21:26:05.733948,0
2026-03-06 21:26:05.794577,1054680941
2026-03-06 21:26:05.83577,0
2026-03-06 21:26:05.896089,1054653900
2026-03-06 21:26:05.937934,0
2026-03-06 21:26:05.998481,1054653900
2026-03-06 21:26:06.039735,0
2026-03-06 21:26:06.100148,1054599820
2026-03-06 21:26:06.141972,0
2026-03-06 21:26:06.202592,1054707981
2026-03-06 21:26:06.244174,0
2026-03-06 21:26:06.304243,1054626860
2026-03-06 21:26:06.345629,0
2026-03-06 21:26:06.406255,1054653900
2026-03-06 21:26:06.448263,0
2026-03-06 21:26:06.508226,1054707981
2026-03-06 21:26:06.549843,0
2026-03-06 21:26:06.610548,1054599820
2026-03-06 21:26:06.651656,0
2026-03-06 21:26:06.71253,1054626860
2026-03-06 21:26:06.753677,0
2026-03-06 21:26:06.814028,1054653900
2026-03-06 21:26:06.855921,0
