time,ACT.GSE_Med_Press_Control.sample_ts_ms
2026-03-06 21:20:25.009995,11246450
2026-03-06 21:20:25.052661,11246532
2026-03-06 21:20:25.111582,11246552
2026-03-06 21:20:25.155115,11246634
2026-03-06 21:20:25.213724,11246654
2026-03-06 21:20:25.257305,11246736
2026-03-06 21:20:25.31598,11246756
2026-03-06 21:20:25.3588,11246838
2026-03-06 21:20:25.417722,11246858
2026-03-06 21:20:25.460583,11246940
2026-03-06 21:20:25.51951,11246960
2026-03-06 21:20:25.562946,11247042
2026-03-06 21:20:25.622005,11247062
2026-03-06 21:20:25.664856,11247144
2026-03-06 21:20:25.723901,11247164
2026-03-06 21:20:25.766526,11247246
2026-03-06 21:20:25.825454,11247266
2026-03-06 21:20:25.868756,11247348
2026-03-06 21:20:25.92743,11247368
2026-03-06 21:20:25.970702,11247450
2026-03-06 21:20:26.029528,11247470
2026-03-06 21:20:26.072649,11247552
2026-03-06 21:20:26.131782,11247572
2026-03-06 21:20:26.174709,11247654
2026-03-06 21:20:26.233391,11247674
2026-03-06 21:20:26.276926,11247756
2026-03-06 21:20:26.335594,11247776
2026-03-06 21:20:26.378862,11247858
2026-03-06 21:20:26.437976,11247878
2026-03-06 21:20:26.480792,11247960
2026-03-06 21:20:26.53972,11247980
2026-03-06 21:20:26.582996,11248062
2026-03-06 21:20:26.641486,11248082
2026-03-06 21:20:26.684744,11248164
2026-03-06 21:20:26.743921,11248184
2026-03-06 21:20:26.786751,11248266
2026-03-06 21:20:26.845779,11248286
2026-03-06 21:20:26.888981,11248368
2026-03-06 21:20:26.94761,11248388
2026-03-06 21:20:26.990983,11248470
2026-03-06 21:20:27.049667,11248490
2026-03-06 21:20:27.092766,11248572
2026-03-06 21:20:27.151772,11248592
2026-03-06 21:20:27.194736,11248674
2026-03-06 21:20:27.253728,11248694
2026-03-06 21:20:27.296711,11248776
2026-03-06 21:20:27.355456,11248796
2026-03-06 21:20:27.399221,11248878
2026-03-06 21:20:27.457923,11248898
2026-03-06 21:20:27.500565,11248980
2026-03-06 21:20:27.559685,11249000
2026-03-06 21:20:27.602905,11249082
2026-03-06 21:20:27.661752,11249102
2026-03-06 21:20:27.704875,11249184
2026-03-06 21:20:27.76387,11249204
2026-03-06 21:20:27.807147,11249286
2026-03-06 21:20:27.865822,11249306
2026-03-06 21:20:27.908576,11249388
2026-03-06 21:20:27.968022,11249408
2026-03-06 21:20:28.010893,11249490
2026-03-06 21:20:28.069759,11249510
2026-03-06 21:20:28.113064,11249592
2026-03-06 21:20:28.171326,11249612
2026-03-06 21:20:28.214853,11249694
2026-03-06 21:20:28.273785,11249714
2026-03-06 21:20:28.316784,11249796
2026-03-06 21:20:28.375571,11249816
2026-03-06 21:20:28.418519,11249898
2026-03-06 21:20:28.477698,11249918
2026-03-06 21:20:28.520909,11250000
2026-03-06 21:20:28.579911,11250020
2026-03-06 21:20:28.623051,11250102
2026-03-06 21:20:28.681811,11250122
2026-03-06 21:20:28.724674,11250204
2026-03-06 21:20:28.783687,11250224
2026-03-06 21:20:28.827571,11250306
2026-03-06 21:20:28.885655,11250326
2026-03-06 21:20:28.92896,11250408
2026-03-06 21:20:28.987886,11250428
2026-03-06 21:20:29.030539,11250510
2026-03-06 21:20:29.089956,11250530
2026-03-06 21:20:29.133006,11250612
2026-03-06 21:20:29.191875,11250632
2026-03-06 21:20:29.234907,11250714
2026-03-06 21:20:29.293428,11250734
2026-03-06 21:20:29.336691,11250816
2026-03-06 21:20:29.395706,11250836
2026-03-06 21:20:29.438715,11250918
2026-03-06 21:20:29.497842,11250938
2026-03-06 21:20:29.540629,11251020
2026-03-06 21:20:29.599935,11251040
2026-03-06 21:20:29.642984,11251122
2026-03-06 21:20:29.701443,11251142
2026-03-06 21:20:29.744788,11251224
2026-03-06 21:20:29.803593,11251244
2026-03-06 21:20:29.847119,11251326
2026-03-06 21:20:29.905862,11251346
2026-03-06 21:20:29.94918,11251428
2026-03-06 21:20:30.007829,11251448
2026-03-06 21:20:30.050991,11251530
2026-03-06 21:20:30.109537,11251550
2026-03-06 21:20:30.152909,11251632
2026-03-06 21:20:30.211409,11251652
2026-03-06 21:20:30.25503,11251734
2026-03-06 21:20:30.313578,11251754
2026-03-06 21:20:30.356376,11251836
2026-03-06 21:20:30.415735,11251856
2026-03-06 21:20:30.458869,11251938
2026-03-06 21:20:30.517418,11251958
2026-03-06 21:20:30.561071,11252040
2026-03-06 21:20:30.619609,11252060
2026-03-06 21:20:30.663109,11252142
2026-03-06 21:20:30.721905,11252162
2026-03-06 21:20:30.764867,11252244
2026-03-06 21:20:30.82396,11252264
2026-03-06 21:20:30.867092,11252346
2026-03-06 21:20:30.925394,11252366
2026-03-06 21:20:30.969108,11252448
2026-03-06 21:20:31.027805,11252468
2026-03-06 21:20:31.070792,11252550
2026-03-06 21:20:31.129798,11252570
2026-03-06 21:20:31.172702,11252652
2026-03-06 21:20:31.231801,11252672
2026-03-06 21:20:31.274781,11252754
2026-03-06 21:20:31.33424,11252774
2026-03-06 21:20:31.376503,11252856
2026-03-06 21:20:31.435617,11252876
2026-03-06 21:20:31.478662,11252958
2026-03-06 21:20:31.53784,11252978
2026-03-06 21:20:31.581018,11253060
2026-03-06 21:20:31.639471,11253080
2026-03-06 21:20:31.682927,11253162
2026-03-06 21:20:31.742083,11253182
2026-03-06 21:20:31.785048,11253264
2026-03-06 21:20:31.84348,11253284
2026-03-06 21:20:31.88686,11253366
2026-03-06 21:20:31.945962,11253386
2026-03-06 21:20:31.988424,11253468
2026-03-06 21:20:32.047836,11253488
2026-03-06 21:20:32.091029,11253570
2026-03-06 21:20:32.149475,11253590
2026-03-06 21:20:32.192877,11253672
2026-03-06 21:20:32.25182,11253692
2026-03-06 21:20:32.295065,11253774
2026-03-06 21:20:32.353493,11253794
2026-03-06 21:20:32.39654,11253876
2026-03-06 21:20:32.455343,11253896
2026-03-06 21:20:32.498687,11253978
2026-03-06 21:20:32.557747,11253998
2026-03-06 21:20:32.601064,11254080
2026-03-06 21:20:32.659422,11254100
2026-03-06 21:20:32.702591,11254182
2026-03-06 21:20:32.762049,11254202
2026-03-06 21:20:32.8051,11254284
2026-03-06 21:20:32.863549,11254304
2026-03-06 21:20:32.906968,11254386
2026-03-06 21:20:32.965616,11254406
2026-03-06 21:20:33.009256,11254488
2026-03-06 21:20:33.067865,11254508
2026-03-06 21:20:33.110746,11254590
2026-03-06 21:20:33.169522,11254610
2026-03-06 21:20:33.21277,11254692
2026-03-06 21:20:33.272014,11254712
2026-03-06 21:20:33.314726,11254794
2026-03-06 21:20:33.373902,11254814
2026-03-06 21:20:33.417137,11254896
2026-03-06 21:20:33.475762,11254916
2026-03-06 21:20:33.518579,11254998
2026-03-06 21:20:33.577638,11255018
2026-03-06 21:20:33.620683,11255100
2026-03-06 21:20:33.679737,11255120
2026-03-06 21:20:33.723019,11255202
2026-03-06 21:20:33.781693,11255222
2026-03-06 21:20:33.824631,11255304
2026-03-06 21:20:33.883696,11255324
2026-03-06 21:20:33.926525,11255406
2026-03-06 21:20:33.985507,11255426
2026-03-06 21:20:34.028762,11255508
2026-03-06 21:20:34.087477,11255528
2026-03-06 21:20:34.131204,11255610
2026-03-06 21:20:34.18998,11255630
2026-03-06 21:20:34.233405,11255712
2026-03-06 21:20:34.291775,11255732
2026-03-06 21:20:34.334963,11255814
2026-03-06 21:20:34.39389,11255834
2026-03-06 21:20:34.436851,11255916
2026-03-06 21:20:34.495877,11255936
2026-03-06 21:20:34.538524,11256018
2026-03-06 21:20:34.597422,11256038
2026-03-06 21:20:34.641395,11256120
2026-03-06 21:20:34.699503,11256140
2026-03-06 21:20:34.742505,11256222
2026-03-06 21:20:34.801737,11256242
2026-03-06 21:20:34.844661,11256324
2026-03-06 21:20:34.903938,11256344
2026-03-06 21:20:34.94699,11256426
2026-03-06 21:20:35.005647,11256446
2026-03-06 21:20:35.048674,11256528
2026-03-06 21:20:35.107566,11256548
2026-03-06 21:20:35.150774,11256630
2026-03-06 21:20:35.209794,11256650
2026-03-06 21:20:35.252974,11256732
2026-03-06 21:20:35.311715,11256752
2026-03-06 21:20:35.354704,11256834
2026-03-06 21:20:35.413725,11256854
2026-03-06 21:20:35.45687,11256936
2026-03-06 21:20:35.515619,11256956
2026-03-06 21:20:35.558945,11257038
2026-03-06 21:20:35.617576,11257058
2026-03-06 21:20:35.660496,11257140
2026-03-06 21:20:35.719863,11257160
2026-03-06 21:20:35.762705,11257242
2026-03-06 21:20:35.821795,11257262
2026-03-06 21:20:35.864591,11257344
2026-03-06 21:20:35.923796,11257364
2026-03-06 21:20:35.96669,11257446
2026-03-06 21:20:36.025923,11257466
2026-03-06 21:20:36.068753,11257548
2026-03-06 21:20:36.127625,11257568
2026-03-06 21:20:36.171326,11257650
2026-03-06 21:20:36.229473,11257670
2026-03-06 21:20:36.273055,11257752
2026-03-06 21:20:36.331551,11257772
2026-03-06 21:20:36.375102,11257854
2026-03-06 21:20:36.433823,11257874
2026-03-06 21:20:36.477066,11257956
2026-03-06 21:20:36.535812,11257976
2026-03-06 21:20:36.578847,11258058
2026-03-06 21:20:36.637387,11258078
2026-03-06 21:20:36.680742,11258160
2026-03-06 21:20:36.739572,11258180
2026-03-06 21:20:36.784056,11258262
2026-03-06 21:20:36.841828,11258282
2026-03-06 21:20:36.884758,11258364
2026-03-06 21:20:36.943473,11258384
2026-03-06 21:20:36.986832,11258466
2026-03-06 21:20:37.045649,11258486
2026-03-06 21:20:37.089077,11258568
2026-03-06 21:20:37.147725,11258588
2026-03-06 21:20:37.190814,11258670
2026-03-06 21:20:37.249815,11258690
2026-03-06 21:20:37.29317,11258772
2026-03-06 21:20:37.351493,11258792
2026-03-06 21:20:37.394861,11258874
2026-03-06 21:20:37.453781,11258894
2026-03-06 21:20:37.496961,11258976
2026-03-06 21:20:37.555815,11258996
2026-03-06 21:20:37.598932,11259078
2026-03-06 21:20:37.657934,11259098
2026-03-06 21:20:37.700655,11259180
2026-03-06 21:20:37.759818,11259200
2026-03-06 21:20:37.802627,11259282
2026-03-06 21:20:37.861694,11259302
2026-03-06 21:20:37.904966,11259384
2026-03-06 21:20:37.963864,11259404
2026-03-06 21:20:38.006773,11259486
2026-03-06 21:20:38.065906,11259506
2026-03-06 21:20:38.108939,11259588
2026-03-06 21:20:38.167705,11259608
2026-03-06 21:20:38.210837,11259690
2026-03-06 21:20:38.269461,11259710
2026-03-06 21:20:38.31311,11259792
2026-03-06 21:20:38.371824,11259812
2026-03-06 21:20:38.414848,11259894
2026-03-06 21:20:38.473564,11259914
2026-03-06 21:20:38.51678,11259996
2026-03-06 21:20:38.575526,11260016
2026-03-06 21:20:38.619192,11260098
2026-03-06 21:20:38.677768,11260118
2026-03-06 21:20:38.721041,11260200
2026-03-06 21:20:38.779862,11260220
2026-03-06 21:20:38.8228,11260302
2026-03-06 21:20:38.881524,11260322
2026-03-06 21:20:38.925035,11260404
2026-03-06 21:20:38.983447,11260424
2026-03-06 21:20:39.026881,11260506
2026-03-06 21:20:39.085966,11260526
2026-03-06 21:20:39.129023,11260608
2026-03-06 21:20:39.187763,11260628
2026-03-06 21:20:39.230742,11260710
2026-03-06 21:20:39.290041,11260730
2026-03-06 21:20:39.333036,11260812
2026-03-06 21:20:39.39177,11260832
2026-03-06 21:20:39.434774,11260914
2026-03-06 21:20:39.493843,11260934
2026-03-06 21:20:39.537146,11261016
2026-03-06 21:20:39.595806,11261036
2026-03-06 21:20:39.638693,11261118
2026-03-06 21:20:39.697814,11261138
2026-03-06 21:20:39.740666,11261220
2026-03-06 21:20:39.799451,11261240
2026-03-06 21:20:39.842567,11261322
2026-03-06 21:20:39.90218,11261342
2026-03-06 21:20:39.945295,11261424
2026-03-06 21:20:40.003674,11261444
2026-03-06 21:20:40.04669,11261526
2026-03-06 21:20:40.106075,11261546
2026-03-06 21:20:40.148989,11261628
2026-03-06 21:20:40.207828,11261648
2026-03-06 21:20:40.251044,11261730
2026-03-06 21:20:40.309676,11261750
2026-03-06 21:20:40.352436,11261832
2026-03-06 21:20:40.411692,11261852
2026-03-06 21:20:40.454832,11261934
2026-03-06 21:20:40.51376,11261954
2026-03-06 21:20:40.5567,11262036
2026-03-06 21:20:40.615397,11262056
2026-03-06 21:20:40.658723,11262138
2026-03-06 21:20:40.717673,11262158
2026-03-06 21:20:40.760956,11262240
2026-03-06 21:20:40.819877,11262260
2026-03-06 21:20:40.863004,11262342
2026-03-06 21:20:40.922018,11262362
2026-03-06 21:20:40.964782,11262444
2026-03-06 21:20:41.02377,11262464
2026-03-06 21:20:41.06707,11262546
2026-03-06 21:20:41.126018,11262566
2026-03-06 21:20:41.168929,11262648
2026-03-06 21:20:41.227634,11262668
2026-03-06 21:20:41.271275,11262750
2026-03-06 21:20:41.330002,11262770
2026-03-06 21:20:41.372853,11262852
2026-03-06 21:20:41.431863,11262872
2026-03-06 21:20:41.474998,11262954
2026-03-06 21:20:41.534029,11262974
2026-03-06 21:20:41.576861,11263056
2026-03-06 21:20:41.635794,11263076
2026-03-06 21:20:41.678798,11263158
2026-03-06 21:20:41.737708,11263178
2026-03-06 21:20:41.780964,11263260
2026-03-06 21:20:41.839559,11263280
2026-03-06 21:20:41.882854,11263362
2026-03-06 21:20:41.941854,11263382
2026-03-06 21:20:41.985123,11263464
2026-03-06 21:20:42.043831,11263484
2026-03-06 21:20:42.086802,11263566
2026-03-06 21:20:42.146119,11263586
2026-03-06 21:20:42.188901,11263668
2026-03-06 21:20:42.247904,11263688
2026-03-06 21:20:42.290896,11263770
2026-03-06 21:20:42.349776,11263790
2026-03-06 21:20:42.39307,11263872
2026-03-06 21:20:42.451934,11263892
2026-03-06 21:20:42.495303,11263974
2026-03-06 21:20:42.553918,11263994
2026-03-06 21:20:42.596452,11264076
2026-03-06 21:20:42.655679,11264096
2026-03-06 21:20:42.699049,11264178
2026-03-06 21:20:42.758127,11264198
2026-03-06 21:20:42.801164,11264280
2026-03-06 21:20:42.859828,11264300
2026-03-06 21:20:42.903179,11264382
2026-03-06 21:20:42.961537,11264402
2026-03-06 21:20:43.004926,11264484
2026-03-06 21:20:43.063637,11264504
2026-03-06 21:20:43.107064,11264586
2026-03-06 21:20:43.165946,11264606
2026-03-06 21:20:43.209216,11264688
2026-03-06 21:20:43.268047,11264708
2026-03-06 21:20:43.310904,11264790
2026-03-06 21:20:43.369411,11264810
2026-03-06 21:20:43.412553,11264892
2026-03-06 21:20:43.471453,11264912
2026-03-06 21:20:43.514808,11264994
2026-03-06 21:20:43.573815,11265014
2026-03-06 21:20:43.616532,11265096
2026-03-06 21:20:43.675591,11265116
2026-03-06 21:20:43.71868,11265198
2026-03-06 21:20:43.777524,11265218
2026-03-06 21:20:43.820829,11265300
2026-03-06 21:20:43.879965,11265320
2026-03-06 21:20:43.922631,11265402
2026-03-06 21:20:43.981919,11265422
2026-03-06 21:20:44.024564,11265504
2026-03-06 21:20:44.08402,11265524
2026-03-06 21:20:44.127362,11265606
2026-03-06 21:20:44.185389,11265626
2026-03-06 21:20:44.229013,11265708
2026-03-06 21:20:44.287668,11265728
2026-03-06 21:20:44.330818,11265810
2026-03-06 21:20:44.389841,11265830
2026-03-06 21:20:44.432929,11265912
2026-03-06 21:20:44.491922,11265932
2026-03-06 21:20:44.535094,11266014
2026-03-06 21:20:44.594021,11266034
2026-03-06 21:20:44.637188,11266116
2026-03-06 21:20:44.69581,11266136
2026-03-06 21:20:44.73903,11266218
2026-03-06 21:20:44.798,11266238
2026-03-06 21:20:44.841019,11266320
2026-03-06 21:20:44.899864,11266340
2026-03-06 21:20:44.942736,11266422
2026-03-06 21:20:45.00245,11266442
2026-03-06 21:20:45.04486,11266524
2026-03-06 21:20:45.104148,11266544
2026-03-06 21:20:45.146757,11266626
2026-03-06 21:20:45.205929,11266646
2026-03-06 21:20:45.248783,11266728
2026-03-06 21:20:45.307782,11266748
2026-03-06 21:20:45.350838,11266830
2026-03-06 21:20:45.409686,11266850
2026-03-06 21:20:45.453045,11266932
2026-03-06 21:20:45.512072,11266952
2026-03-06 21:20:45.555141,11267034
2026-03-06 21:20:45.613868,11267054
2026-03-06 21:20:45.656927,11267136
2026-03-06 21:20:45.716293,11267156
2026-03-06 21:20:45.758714,11267238
2026-03-06 21:20:45.818059,11267258
2026-03-06 21:20:45.860783,11267340
2026-03-06 21:20:45.919726,11267360
2026-03-06 21:20:45.963102,11267442
2026-03-06 21:20:46.021698,11267462
2026-03-06 21:20:46.064862,11267544
2026-03-06 21:20:46.123591,11267564
2026-03-06 21:20:46.166747,11267646
2026-03-06 21:20:46.225461,11267666
2026-03-06 21:20:46.268943,11267748
2026-03-06 21:20:46.327965,11267768
2026-03-06 21:20:46.371109,11267850
2026-03-06 21:20:46.429405,11267870
2026-03-06 21:20:46.472964,11267952
2026-03-06 21:20:46.531437,11267972
2026-03-06 21:20:46.57476,11268054
2026-03-06 21:20:46.63365,11268074
2026-03-06 21:20:46.67729,11268156
2026-03-06 21:20:46.735592,11268176
2026-03-06 21:20:46.778724,11268258
2026-03-06 21:20:46.837884,11268278
2026-03-06 21:20:46.880809,11268360
2026-03-06 21:20:46.939742,11268380
2026-03-06 21:20:46.982943,11268462
2026-03-06 21:20:47.042169,11268482
2026-03-06 21:20:47.084583,11268564
2026-03-06 21:20:47.143569,11268584
2026-03-06 21:20:47.186968,11268666
2026-03-06 21:20:47.245995,11268686
2026-03-06 21:20:47.288593,11268768
2026-03-06 21:20:47.347901,11268788
2026-03-06 21:20:47.390853,11268870
2026-03-06 21:20:47.449587,11268890
2026-03-06 21:20:47.492837,11268972
2026-03-06 21:20:47.552146,11268992
2026-03-06 21:20:47.594709,11269074
2026-03-06 21:20:47.65371,11269094
2026-03-06 21:20:47.696629,11269176
2026-03-06 21:20:47.755674,11269196
2026-03-06 21:20:47.798511,11269278
2026-03-06 21:20:47.857528,11269298
2026-03-06 21:20:47.900964,11269380
2026-03-06 21:20:47.95974,11269400
2026-03-06 21:20:48.003143,11269482
2026-03-06 21:20:48.061821,11269502
2026-03-06 21:20:48.104558,11269584
2026-03-06 21:20:48.163864,11269604
2026-03-06 21:20:48.206699,11269686
2026-03-06 21:20:48.265733,11269706
2026-03-06 21:20:48.308881,11269788
2026-03-06 21:20:48.367876,11269808
2026-03-06 21:20:48.410996,11269890
2026-03-06 21:20:48.469655,11269910
2026-03-06 21:20:48.513194,11269992
2026-03-06 21:20:48.571871,11270012
2026-03-06 21:20:48.614694,11270094
2026-03-06 21:20:48.673845,11270114
2026-03-06 21:20:48.7168,11270196
2026-03-06 21:20:48.775949,11270216
2026-03-06 21:20:48.818741,11270298
2026-03-06 21:20:48.878142,11270318
2026-03-06 21:20:48.920864,11270400
2026-03-06 21:20:48.979915,11270420
2026-03-06 21:20:49.023206,11270502
2026-03-06 21:20:49.08188,11270522
2026-03-06 21:20:49.124944,11270604
2026-03-06 21:20:49.184201,11270624
2026-03-06 21:20:49.226675,11270706
2026-03-06 21:20:49.286055,11270726
2026-03-06 21:20:49.329108,11270808
2026-03-06 21:20:49.38788,11270828
2026-03-06 21:20:49.430782,11270910
2026-03-06 21:20:49.489661,11270930
2026-03-06 21:20:49.532939,11271012
2026-03-06 21:20:49.591548,11271032
2026-03-06 21:20:49.634625,11271114
2026-03-06 21:20:49.694068,11271134
2026-03-06 21:20:49.736877,11271216
2026-03-06 21:20:49.795669,11271236
2026-03-06 21:20:49.838826,11271318
2026-03-06 21:20:49.897932,11271338
2026-03-06 21:20:49.940996,11271420
2026-03-06 21:20:49.999862,11271440
2026-03-06 21:20:50.042798,11271522
2026-03-06 21:20:50.102117,11271542
2026-03-06 21:20:50.144833,11271624
2026-03-06 21:20:50.203668,11271644
2026-03-06 21:20:50.247093,11271726
2026-03-06 21:20:50.305642,11271746
2026-03-06 21:20:50.348716,11271828
2026-03-06 21:20:50.407921,11271848
2026-03-06 21:20:50.450578,11271930
2026-03-06 21:20:50.509695,11271950
2026-03-06 21:20:50.552815,11272032
2026-03-06 21:20:50.611736,11272052
2026-03-06 21:20:50.655312,11272134
2026-03-06 21:20:50.714054,11272154
2026-03-06 21:20:50.756894,11272236
2026-03-06 21:20:50.815622,11272256
2026-03-06 21:20:50.8591,11272338
2026-03-06 21:20:50.917547,11272358
2026-03-06 21:20:50.960892,11272440
2026-03-06 21:20:51.019719,11272460
2026-03-06 21:20:51.06339,11272542
2026-03-06 21:20:51.121856,11272562
2026-03-06 21:20:51.164895,11272644
2026-03-06 21:20:51.224043,11272664
2026-03-06 21:20:51.26683,11272746
2026-03-06 21:20:51.325907,11272766
2026-03-06 21:20:51.368929,11272848
2026-03-06 21:20:51.427769,11272868
2026-03-06 21:20:51.470621,11272950
2026-03-06 21:20:51.530131,11272970
2026-03-06 21:20:51.573028,11273052
2026-03-06 21:20:51.632108,11273072
2026-03-06 21:20:51.675008,11273154
2026-03-06 21:20:51.733948,11273174
2026-03-06 21:20:51.777035,11273256
2026-03-06 21:20:51.836037,11273276
2026-03-06 21:20:51.878935,11273358
2026-03-06 21:20:51.93785,11273378
2026-03-06 21:20:51.981093,11273460
2026-03-06 21:20:52.039933,11273480
2026-03-06 21:20:52.083311,11273562
2026-03-06 21:20:52.14191,11273582
2026-03-06 21:20:52.184771,11273664
2026-03-06 21:20:52.243962,11273684
2026-03-06 21:20:52.286969,11273766
2026-03-06 21:20:52.346069,11273786
2026-03-06 21:20:52.388797,11273868
2026-03-06 21:20:52.447606,11273888
2026-03-06 21:20:52.490661,11273970
2026-03-06 21:20:52.549657,11273990
2026-03-06 21:20:52.592604,11274072
2026-03-06 21:20:52.651632,11274092
2026-03-06 21:20:52.694824,11274174
2026-03-06 21:20:52.754058,11274194
2026-03-06 21:20:52.797075,11274276
2026-03-06 21:20:52.855947,11274296
2026-03-06 21:20:52.898843,11274378
2026-03-06 21:20:52.957685,11274398
2026-03-06 21:20:53.001111,11274480
2026-03-06 21:20:53.059593,11274500
2026-03-06 21:20:53.103331,11274582
2026-03-06 21:20:53.161862,11274602
2026-03-06 21:20:53.205071,11274684
2026-03-06 21:20:53.26391,11274704
2026-03-06 21:20:53.306968,11274786
2026-03-06 21:20:53.365871,11274806
2026-03-06 21:20:53.408823,11274888
2026-03-06 21:20:53.467797,11274908
2026-03-06 21:20:53.510843,11274990
2026-03-06 21:20:53.570236,11275010
2026-03-06 21:20:53.612633,11275092
2026-03-06 21:20:53.672084,11275112
2026-03-06 21:20:53.714813,11275194
2026-03-06 21:20:53.773517,11275214
2026-03-06 21:20:53.816917,11275296
2026-03-06 21:20:53.876525,11275316
2026-03-06 21:20:53.918648,11275398
2026-03-06 21:20:53.97833,11275418
2026-03-06 21:20:54.021108,11275500
2026-03-06 21:20:54.080227,11275520
2026-03-06 21:20:54.122992,11275602
2026-03-06 21:20:54.181935,11275622
2026-03-06 21:20:54.224696,11275704
2026-03-06 21:20:54.283934,11275724
2026-03-06 21:20:54.326935,11275806
2026-03-06 21:20:54.385619,11275826
2026-03-06 21:20:54.429034,11275908
2026-03-06 21:20:54.487717,11275928
2026-03-06 21:20:54.531015,11276010
2026-03-06 21:20:54.589869,11276030
2026-03-06 21:20:54.633123,11276112
2026-03-06 21:20:54.691803,11276132
2026-03-06 21:20:54.734933,11276214
2026-03-06 21:20:54.793688,11276234
2026-03-06 21:20:54.836724,11276316
2026-03-06 21:20:54.896261,11276336
2026-03-06 21:20:54.939008,11276418
2026-03-06 21:20:54.997788,11276438
2026-03-06 21:20:55.041042,11276520
2026-03-06 21:20:55.099873,11276540
2026-03-06 21:20:55.14274,11276622
2026-03-06 21:20:55.202057,11276642
2026-03-06 21:20:55.245259,11276724
2026-03-06 21:20:55.303946,11276744
2026-03-06 21:20:55.34711,11276826
2026-03-06 21:20:55.40612,11276846
2026-03-06 21:20:55.448663,11276928
2026-03-06 21:20:55.507657,11276948
2026-03-06 21:20:55.551007,11277030
2026-03-06 21:20:55.609798,11277050
2026-03-06 21:20:55.652843,11277132
2026-03-06 21:20:55.712164,11277152
2026-03-06 21:20:55.754661,11277234
2026-03-06 21:20:55.814027,11277254
2026-03-06 21:20:55.856627,11277336
2026-03-06 21:20:55.915784,11277356
2026-03-06 21:20:55.958739,11277438
2026-03-06 21:20:56.017815,11277458
2026-03-06 21:20:56.060675,11277540
2026-03-06 21:20:56.119628,11277560
2026-03-06 21:20:56.163262,11277642
2026-03-06 21:20:56.222055,11277662
2026-03-06 21:20:56.265097,11277744
2026-03-06 21:20:56.323565,11277764
2026-03-06 21:20:56.366751,11277846
2026-03-06 21:20:56.425559,11277866
2026-03-06 21:20:56.469054,11277948
2026-03-06 21:20:56.527597,11277968
2026-03-06 21:20:56.570925,11278050
2026-03-06 21:20:56.630001,11278070
2026-03-06 21:20:56.673324,11278152
2026-03-06 21:20:56.731916,11278172
2026-03-06 21:20:56.774609,11278254
2026-03-06 21:20:56.833923,11278274
2026-03-06 21:20:56.876743,11278356
2026-03-06 21:20:56.936194,11278376
2026-03-06 21:20:56.97898,11278458
2026-03-06 21:20:57.037719,11278478
2026-03-06 21:20:57.080592,11278560
2026-03-06 21:20:57.140349,11278580
2026-03-06 21:20:57.183114,11278662
2026-03-06 21:20:57.241976,11278682
2026-03-06 21:20:57.284987,11278764
2026-03-06 21:20:57.343769,11278784
2026-03-06 21:20:57.386992,11278866
2026-03-06 21:20:57.446145,11278886
2026-03-06 21:20:57.48876,11278968
2026-03-06 21:20:57.547835,11278988
2026-03-06 21:20:57.590998,11279070
2026-03-06 21:20:57.649792,11279090
2026-03-06 21:20:57.693233,11279172
2026-03-06 21:20:57.751726,11279192
2026-03-06 21:20:57.795026,11279274
2026-03-06 21:20:57.854406,11279294
2026-03-06 21:20:57.896816,11279376
2026-03-06 21:20:57.955626,11279396
2026-03-06 21:20:57.999187,11279478
2026-03-06 21:20:58.058003,11279498
2026-03-06 21:20:58.100764,11279580
2026-03-06 21:20:58.159877,11279600
2026-03-06 21:20:58.202802,11279682
2026-03-06 21:20:58.262165,11279702
2026-03-06 21:20:58.305125,11279784
2026-03-06 21:20:58.36401,11279804
2026-03-06 21:20:58.40702,11279886
2026-03-06 21:20:58.46611,11279906
2026-03-06 21:20:58.50922,11279988
2026-03-06 21:20:58.568007,11280008
2026-03-06 21:20:58.611034,11280090
2026-03-06 21:20:58.669733,11280110
2026-03-06 21:20:58.713122,11280192
2026-03-06 21:20:58.771886,11280212
2026-03-06 21:20:58.815113,11280294
2026-03-06 21:20:58.87383,11280314
2026-03-06 21:20:58.917014,11280396
2026-03-06 21:20:58.976306,11280416
2026-03-06 21:20:59.01913,11280498
2026-03-06 21:20:59.077732,11280518
2026-03-06 21:20:59.121017,11280600
2026-03-06 21:20:59.179892,11280620
2026-03-06 21:20:59.223128,11280702
2026-03-06 21:20:59.282134,11280722
2026-03-06 21:20:59.324781,11280804
2026-03-06 21:20:59.384223,11280824
2026-03-06 21:20:59.42688,11280906
2026-03-06 21:20:59.485711,11280926
2026-03-06 21:20:59.52879,11281008
2026-03-06 21:20:59.587874,11281028
2026-03-06 21:20:59.630995,11281110
2026-03-06 21:20:59.690048,11281130
2026-03-06 21:20:59.733152,11281212
2026-03-06 21:20:59.792125,11281232
2026-03-06 21:20:59.834792,11281314
2026-03-06 21:20:59.893922,11281334
2026-03-06 21:20:59.936934,11281416
2026-03-06 21:20:59.996012,11281436
2026-03-06 21:21:00.038708,11281518
2026-03-06 21:21:00.097911,11281538
2026-03-06 21:21:00.140956,11281620
2026-03-06 21:21:00.200028,11281640
2026-03-06 21:21:00.242799,11281722
2026-03-06 21:21:00.30189,11281742
2026-03-06 21:21:00.344997,11281824
2026-03-06 21:21:00.403871,11281844
2026-03-06 21:21:00.446921,11281926
2026-03-06 21:21:00.506043,11281946
2026-03-06 21:21:00.548533,11282028
