time,BOARD.HB_22.board_type
2026-03-06 21:14:18.313155,1
2026-03-06 21:14:18.585229,1
2026-03-06 21:14:19.589765,1
2026-03-06 21:14:20.595998,1
2026-03-06 21:14:21.6018,1
2026-03-06 21:14:22.606009,1
2026-03-06 21:14:23.610861,1
2026-03-06 21:14:24.616183,1
2026-03-06 21:14:25.621101,1
2026-03-06 21:14:26.626068,1
2026-03-06 21:14:27.631172,1
2026-03-06 21:14:28.635953,1
2026-03-06 21:14:29.640377,1
2026-03-06 21:14:30.645297,1
2026-03-06 21:14:31.650145,1
2026-03-06 21:14:32.6551,1
2026-03-06 21:14:33.659804,1
2026-03-06 21:14:34.665257,1
2026-03-06 21:14:35.669878,1
2026-03-06 21:14:36.674514,1
2026-03-06 21:14:37.679088,1
2026-03-06 21:14:38.683452,1
2026-03-06 21:14:39.688177,1
2026-03-06 21:14:40.693382,1
2026-03-06 21:14:41.698642,1
2026-03-06 21:14:42.703468,1
2026-03-06 21:14:43.708168,1
2026-03-06 21:14:44.713097,1
2026-03-06 21:14:45.718428,1
2026-03-06 21:14:46.723373,1
2026-03-06 21:14:47.728718,1
2026-03-06 21:14:48.733105,1
2026-03-06 21:14:49.738419,1
2026-03-06 21:14:50.743138,1
2026-03-06 21:14:51.748584,1
2026-03-06 21:14:52.753583,1
2026-03-06 21:14:53.757084,1
2026-03-06 21:14:54.762515,1
2026-03-06 21:14:55.767009,1
2026-03-06 21:14:56.772417,1
2026-03-06 21:14:57.776907,1
2026-03-06 21:14:58.781973,1
2026-03-06 21:14:59.787192,1
2026-03-06 21:15:00.791406,1
2026-03-06 21:15:01.796244,1
2026-03-06 21:15:02.800081,1
2026-03-06 21:15:03.805674,1
2026-03-06 21:15:04.810517,1
2026-03-06 21:15:05.815701,1
2026-03-06 21:15:06.820447,1
2026-03-06 21:15:07.825391,1
2026-03-06 21:15:08.83067,1
2026-03-06 21:15:09.835552,1
2026-03-06 21:15:10.84067,1
2026-03-06 21:15:11.845674,1
2026-03-06 21:15:12.850241,1
2026-03-06 21:15:13.855375,1
2026-03-06 21:15:14.860479,1
2026-03-06 21:15:15.865536,1
2026-03-06 21:15:16.870574,1
2026-03-06 21:15:17.874658,1
2026-03-06 21:15:18.87965,1
2026-03-06 21:15:19.884414,1
2026-03-06 21:15:20.889475,1
2026-03-06 21:15:21.894799,1
2026-03-06 21:15:22.89931,1
2026-03-06 21:15:23.904628,1
2026-03-06 21:15:24.908373,1
2026-03-06 21:15:25.913458,1
2026-03-06 21:15:26.917434,1
2026-03-06 21:15:27.922337,1
2026-03-06 21:15:28.927655,1
2026-03-06 21:15:29.93302,1
2026-03-06 21:15:30.937535,1
2026-03-06 21:15:31.942767,1
2026-03-06 21:15:32.947514,1
2026-03-06 21:15:33.952963,1
2026-03-06 21:15:34.957444,1
2026-03-06 21:15:35.962327,1
2026-03-06 21:15:36.968005,1
2026-03-06 21:15:37.972577,1
2026-03-06 21:15:38.977463,1
2026-03-06 21:15:39.982784,1
2026-03-06 21:15:40.987691,1
2026-03-06 21:15:41.991878,1
2026-03-06 21:15:42.996809,1
2026-03-06 21:15:44.001396,1
2026-03-06 21:15:45.006811,1
2026-03-06 21:15:46.011482,1
2026-03-06 21:15:47.016693,1
2026-03-06 21:15:48.021801,1
2026-03-06 21:15:49.025853,1
2026-03-06 21:15:50.030599,1
2026-03-06 21:15:51.034519,1
2026-03-06 21:15:52.040038,1
2026-03-06 21:15:53.044972,1
2026-03-06 21:15:54.050211,1
2026-03-06 21:15:55.054566,1
2026-03-06 21:15:56.060091,1
2026-03-06 21:15:57.065193,1
2026-03-06 21:15:58.069969,1
2026-03-06 21:15:59.074596,1
2026-03-06 21:16:00.079885,1
2026-03-06 21:16:01.08464,1
2026-03-06 21:16:02.089788,1
2026-03-06 21:16:03.094822,1
2026-03-06 21:16:04.099893,1
2026-03-06 21:16:05.104556,1
2026-03-06 21:16:06.108749,1
2026-03-06 21:16:07.113689,1
2026-03-06 21:16:08.118494,1
2026-03-06 21:16:09.123869,1
2026-03-06 21:16:10.128933,1
2026-03-06 21:16:11.133833,1
2026-03-06 21:16:12.138946,1
2026-03-06 21:16:13.142787,1
2026-03-06 21:16:14.147561,1
2026-03-06 21:16:15.152214,1
2026-03-06 21:16:16.15672,1
2026-03-06 21:16:17.162023,1
2026-03-06 21:16:18.166767,1
2026-03-06 21:16:19.171662,1
2026-03-06 21:16:20.176982,1
2026-03-06 21:16:21.181754,1
2026-03-06 21:16:22.186903,1
2026-03-06 21:16:23.192153,1
2026-03-06 21:16:24.196804,1
2026-03-06 21:16:25.201907,1
2026-03-06 21:16:26.207048,1
2026-03-06 21:16:27.211833,1
2026-03-06 21:16:28.217099,1
2026-03-06 21:16:29.221897,1
