time,RTD.CH1.status
2026-03-06 21:14:18.315725,0
2026-03-06 21:14:18.315827,0
2026-03-06 21:14:18.315837,0
2026-03-06 21:14:18.315845,0
2026-03-06 21:14:18.315854,0
2026-03-06 21:14:18.315863,0
2026-03-06 21:14:18.315871,0
2026-03-06 21:14:18.31588,0
2026-03-06 21:14:18.315888,0
2026-03-06 21:14:18.316867,0
2026-03-06 21:14:18.316875,0
2026-03-06 21:14:18.31688,0
2026-03-06 21:14:18.316884,0
2026-03-06 21:14:18.316889,0
2026-03-06 21:14:18.316894,0
2026-03-06 21:14:18.316898,0
2026-03-06 21:14:18.316903,0
2026-03-06 21:14:18.316907,0
2026-03-06 21:14:18.317431,0
2026-03-06 21:14:18.31744,0
2026-03-06 21:14:18.317444,0
2026-03-06 21:14:18.317449,0
2026-03-06 21:14:18.317453,0
2026-03-06 21:14:18.317458,0
2026-03-06 21:14:18.317462,0
2026-03-06 21:14:18.317466,0
2026-03-06 21:14:18.317471,0
2026-03-06 21:14:18.319361,0
2026-03-06 21:14:18.319372,0
2026-03-06 21:14:18.319376,0
2026-03-06 21:14:18.319381,0
2026-03-06 21:14:18.319386,0
2026-03-06 21:14:18.31939,0
2026-03-06 21:14:18.319394,0
2026-03-06 21:14:18.319399,0
2026-03-06 21:14:18.319403,0
2026-03-06 21:14:18.332773,0
2026-03-06 21:14:18.3328,0
2026-03-06 21:14:18.332805,0
2026-03-06 21:14:18.33281,0
2026-03-06 21:14:18.332814,0
2026-03-06 21:14:18.332819,0
2026-03-06 21:14:18.332823,0
2026-03-06 21:14:18.332827,0
2026-03-06 21:14:18.332832,0
2026-03-06 21:14:18.467969,0
2026-03-06 21:14:18.467992,0
2026-03-06 21:14:18.467997,0
2026-03-06 21:14:18.468001,0
2026-03-06 21:14:18.468006,0
2026-03-06 21:14:18.46801,0
2026-03-06 21:14:18.468014,0
2026-03-06 21:14:18.468019,0
2026-03-06 21:14:18.468023,0
2026-03-06 21:14:18.603015,0
2026-03-06 21:14:18.603048,0
2026-03-06 21:14:18.603055,0
2026-03-06 21:14:18.603061,0
2026-03-06 21:14:18.603067,0
2026-03-06 21:14:18.603073,0
2026-03-06 21:14:18.603079,0
2026-03-06 21:14:18.603085,0
2026-03-06 21:14:18.603091,0
2026-03-06 21:14:18.737733,0
2026-03-06 21:14:18.737777,0
2026-03-06 21:14:18.73779,0
2026-03-06 21:14:18.737795,0
2026-03-06 21:14:18.737799,0
2026-03-06 21:14:18.737803,0
2026-03-06 21:14:18.737808,0
2026-03-06 21:14:18.737812,0
2026-03-06 21:14:18.737817,0
2026-03-06 21:14:18.872708,0
2026-03-06 21:14:18.872734,0
2026-03-06 21:14:18.872739,0
2026-03-06 21:14:18.872745,0
2026-03-06 21:14:18.872751,0
2026-03-06 21:14:18.872757,0
2026-03-06 21:14:18.872762,0
2026-03-06 21:14:18.872768,0
2026-03-06 21:14:18.872774,0
2026-03-06 21:14:19.012078,0
2026-03-06 21:14:19.012095,0
2026-03-06 21:14:19.0121,0
2026-03-06 21:14:19.012104,0
2026-03-06 21:14:19.012109,0
2026-03-06 21:14:19.012113,0
2026-03-06 21:14:19.012118,0
2026-03-06 21:14:19.012122,0
2026-03-06 21:14:19.012127,0
2026-03-06 21:14:19.146848,0
2026-03-06 21:14:19.146902,0
2026-03-06 21:14:19.146911,0
2026-03-06 21:14:19.146918,0
2026-03-06 21:14:19.146951,0
2026-03-06 21:14:19.146963,0
2026-03-06 21:14:19.146976,0
2026-03-06 21:14:19.146988,0
2026-03-06 21:14:19.146996,0
2026-03-06 21:14:19.28208,0
2026-03-06 21:14:19.282124,0
2026-03-06 21:14:19.28213,0
2026-03-06 21:14:19.282135,0
2026-03-06 21:14:19.282139,0
2026-03-06 21:14:19.282144,0
2026-03-06 21:14:19.282148,0
2026-03-06 21:14:19.282152,0
2026-03-06 21:14:19.282156,0
2026-03-06 21:14:19.417795,0
2026-03-06 21:14:19.41792,0
2026-03-06 21:14:19.417961,0
2026-03-06 21:14:19.417982,0
2026-03-06 21:14:19.418002,0
2026-03-06 21:14:19.418021,0
2026-03-06 21:14:19.418045,0
2026-03-06 21:14:19.418064,0
2026-03-06 21:14:19.418083,0
2026-03-06 21:14:19.553213,0
2026-03-06 21:14:19.553312,0
2026-03-06 21:14:19.553345,0
2026-03-06 21:14:19.553386,0
2026-03-06 21:14:19.553411,0
2026-03-06 21:14:19.553458,0
2026-03-06 21:14:19.55348,0
2026-03-06 21:14:19.553523,0
2026-03-06 21:14:19.553558,0
2026-03-06 21:14:19.687957,0
2026-03-06 21:14:19.688078,0
2026-03-06 21:14:19.688138,0
2026-03-06 21:14:19.688201,0
2026-03-06 21:14:19.688273,0
2026-03-06 21:14:19.688344,0
2026-03-06 21:14:19.688381,0
2026-03-06 21:14:19.688449,0
2026-03-06 21:14:19.688508,0
2026-03-06 21:14:19.823292,0
2026-03-06 21:14:19.823426,0
2026-03-06 21:14:19.823457,0
2026-03-06 21:14:19.823501,0
2026-03-06 21:14:19.82356,0
2026-03-06 21:14:19.823589,0
2026-03-06 21:14:19.823648,0
2026-03-06 21:14:19.823688,0
2026-03-06 21:14:19.823728,0
2026-03-06 21:14:19.958564,0
2026-03-06 21:14:19.95871,0
2026-03-06 21:14:19.958818,0
2026-03-06 21:14:19.958921,0
2026-03-06 21:14:19.959025,0
2026-03-06 21:14:19.959129,0
2026-03-06 21:14:19.959241,0
2026-03-06 21:14:19.959344,0
2026-03-06 21:14:19.959427,0
2026-03-06 21:14:20.097012,0
2026-03-06 21:14:20.097096,0
2026-03-06 21:14:20.097126,0
2026-03-06 21:14:20.097146,0
2026-03-06 21:14:20.097173,0
2026-03-06 21:14:20.097204,0
2026-03-06 21:14:20.097234,0
2026-03-06 21:14:20.097248,0
2026-03-06 21:14:20.097287,0
2026-03-06 21:14:20.232121,0
2026-03-06 21:14:20.232199,0
2026-03-06 21:14:20.232226,0
2026-03-06 21:14:20.232253,0
2026-03-06 21:14:20.232279,0
2026-03-06 21:14:20.232307,0
2026-03-06 21:14:20.232336,0
2026-03-06 21:14:20.232365,0
2026-03-06 21:14:20.232396,0
2026-03-06 21:14:20.367032,0
2026-03-06 21:14:20.367117,0
2026-03-06 21:14:20.367145,0
2026-03-06 21:14:20.36718,0
2026-03-06 21:14:20.367211,0
2026-03-06 21:14:20.367237,0
2026-03-06 21:14:20.367253,0
