time,BOARD.HB_14.board_id
2026-03-06 21:14:18.31068,14
2026-03-06 21:14:18.317517,14
2026-03-06 21:14:19.085037,14
2026-03-06 21:14:20.094608,14
2026-03-06 21:14:21.103444,14
2026-03-06 21:14:22.103637,14
2026-03-06 21:14:23.103071,14
2026-03-06 21:14:24.103091,14
2026-03-06 21:14:25.103506,14
2026-03-06 21:14:26.112946,14
2026-03-06 21:14:27.12175,14
2026-03-06 21:14:28.121609,14
2026-03-06 21:14:29.12134,14
2026-03-06 21:14:30.121243,14
2026-03-06 21:14:31.12132,14
2026-03-06 21:14:32.130854,14
2026-03-06 21:14:33.139487,14
2026-03-06 21:14:34.139453,14
2026-03-06 21:14:35.139316,14
2026-03-06 21:14:36.139527,14
2026-03-06 21:14:37.139405,14
2026-03-06 21:14:38.149194,14
2026-03-06 21:14:39.157204,14
2026-03-06 21:14:40.157418,14
2026-03-06 21:14:41.157376,14
2026-03-06 21:14:42.157467,14
2026-03-06 21:14:43.15798,14
2026-03-06 21:14:44.167298,14
2026-03-06 21:14:45.175438,14
2026-03-06 21:14:46.175859,14
2026-03-06 21:14:47.17558,14
2026-03-06 21:14:48.175583,14
2026-03-06 21:14:49.175855,14
2026-03-06 21:14:50.185115,14
2026-03-06 21:14:51.193616,14
2026-03-06 21:14:52.193828,14
2026-03-06 21:14:53.193788,14
2026-03-06 21:14:54.193373,14
2026-03-06 21:14:55.193655,14
2026-03-06 21:14:56.203448,14
2026-03-06 21:14:57.211952,14
2026-03-06 21:14:58.211947,14
2026-03-06 21:14:59.211666,14
2026-03-06 21:15:00.211622,14
2026-03-06 21:15:01.211467,14
2026-03-06 21:15:02.221338,14
2026-03-06 21:15:03.229779,14
2026-03-06 21:15:04.229691,14
2026-03-06 21:15:05.229956,14
2026-03-06 21:15:06.229918,14
2026-03-06 21:15:07.229853,14
2026-03-06 21:15:08.239547,14
2026-03-06 21:15:09.248071,14
2026-03-06 21:15:10.24749,14
2026-03-06 21:15:11.24787,14
2026-03-06 21:15:12.247933,14
2026-03-06 21:15:13.247722,14
2026-03-06 21:15:14.257365,14
2026-03-06 21:15:15.265766,14
2026-03-06 21:15:16.265922,14
2026-03-06 21:15:17.266109,14
2026-03-06 21:15:18.265669,14
2026-03-06 21:15:19.265475,14
2026-03-06 21:15:20.27531,14
2026-03-06 21:15:21.283633,14
2026-03-06 21:15:22.28384,14
2026-03-06 21:15:23.284216,14
2026-03-06 21:15:24.283906,14
2026-03-06 21:15:25.284396,14
2026-03-06 21:15:26.293649,14
2026-03-06 21:15:27.301995,14
2026-03-06 21:15:28.301773,14
2026-03-06 21:15:29.301991,14
2026-03-06 21:15:30.302281,14
2026-03-06 21:15:31.302078,14
2026-03-06 21:15:32.311691,14
2026-03-06 21:15:33.320218,14
2026-03-06 21:15:34.320193,14
2026-03-06 21:15:35.320152,14
2026-03-06 21:15:36.31978,14
2026-03-06 21:15:37.319994,14
2026-03-06 21:15:38.329548,14
2026-03-06 21:15:39.33779,14
2026-03-06 21:15:40.338066,14
2026-03-06 21:15:41.338116,14
2026-03-06 21:15:42.338038,14
2026-03-06 21:15:43.338272,14
2026-03-06 21:15:44.347788,14
2026-03-06 21:15:45.356352,14
2026-03-06 21:15:46.356323,14
2026-03-06 21:15:47.355906,14
2026-03-06 21:15:48.356047,14
2026-03-06 21:15:49.356238,14
