time,PT_Cal.GSE_Low.raw_adc
2026-03-06 21:14:20.837912,450034601
2026-03-06 21:14:20.837962,450249008
2026-03-06 21:14:20.838013,450062919
2026-03-06 21:14:20.838041,450818740
2026-03-06 21:14:20.838125,450090563
2026-03-06 21:14:20.838224,450144502
2026-03-06 21:14:20.83831,450743226
2026-03-06 21:14:20.946781,450043366
2026-03-06 21:14:20.94694,450210578
2026-03-06 21:14:20.947028,450089888
2026-03-06 21:14:20.947121,450321152
2026-03-06 21:14:20.947225,450043366
2026-03-06 21:14:20.947254,450193047
2026-03-06 21:14:20.947362,450021116
2026-03-06 21:14:21.055693,450244963
2026-03-06 21:14:21.055805,450220691
2026-03-06 21:14:21.055853,450120903
2026-03-06 21:14:21.055973,450251705
2026-03-06 21:14:21.056087,450244963
2026-03-06 21:14:21.056117,450286766
2026-03-06 21:14:21.05636,449720405
2026-03-06 21:14:21.165163,447035587
2026-03-06 21:14:21.165467,450180911
2026-03-06 21:14:21.165741,450306994
2026-03-06 21:14:21.165933,447035587
2026-03-06 21:14:21.166018,450110115
2026-03-06 21:14:21.166311,449566005
2026-03-06 21:14:21.166444,450241592
2026-03-06 21:14:21.275021,449746701
2026-03-06 21:14:21.275186,449746701
2026-03-06 21:14:21.275291,449710292
2026-03-06 21:14:21.275554,450319129
2026-03-06 21:14:21.275868,449660398
2026-03-06 21:14:21.27614,449469589
2026-03-06 21:14:21.383007,450248335
2026-03-06 21:14:21.383266,450075730
2026-03-06 21:14:21.383483,450133714
2026-03-06 21:14:21.383724,450046063
2026-03-06 21:14:21.383977,449663095
2026-03-06 21:14:21.384011,450248335
2026-03-06 21:14:21.492681,450284069
2026-03-06 21:14:21.492795,450284069
2026-03-06 21:14:21.492826,450164729
2026-03-06 21:14:21.493022,450128320
2026-03-06 21:14:21.493672,450299577
2026-03-06 21:14:21.494615,450342728
2026-03-06 21:14:21.494754,450119555
2026-03-06 21:14:21.494886,450122252
2026-03-06 21:14:21.495287,450127645
2026-03-06 21:14:21.601202,450174168
2026-03-06 21:14:21.601413,450114162
2026-03-06 21:14:21.601638,450082471
2026-03-06 21:14:21.60175,450174168
2026-03-06 21:14:21.601872,450294182
2026-03-06 21:14:21.602122,449531618
2026-03-06 21:14:21.602398,450190349
2026-03-06 21:14:21.710358,450203161
2026-03-06 21:14:21.710811,450170122
2026-03-06 21:14:21.711037,450203161
2026-03-06 21:14:21.711263,450237547
2026-03-06 21:14:21.711471,450114835
2026-03-06 21:14:21.711668,450208554
2026-03-06 21:14:21.711852,450275979
2026-03-06 21:14:21.712054,450040669
2026-03-06 21:14:21.818779,450401387
2026-03-06 21:14:21.819049,450187653
2026-03-06 21:14:21.819333,450201138
2026-03-06 21:14:21.819406,450401387
2026-03-06 21:14:21.819605,449421044
2026-03-06 21:14:21.819869,450292160
2026-03-06 21:14:21.927825,449567354
2026-03-06 21:14:21.928016,449557240
2026-03-06 21:14:21.928229,450143827
2026-03-06 21:14:21.928375,449567354
2026-03-06 21:14:21.928414,450147872
2026-03-06 21:14:21.928608,450073033
2026-03-06 21:14:22.036833,449841094
2026-03-06 21:14:22.037096,449880201
2026-03-06 21:14:22.037359,450069661
2026-03-06 21:14:22.03761,450264517
2026-03-06 21:14:22.037706,449841094
2026-03-06 21:14:22.037862,450083820
2026-03-06 21:14:22.038118,449709617
2026-03-06 21:14:22.145603,450702772
2026-03-06 21:14:22.145717,450099328
2026-03-06 21:14:22.145869,450244288
2026-03-06 21:14:22.146189,449581512
2026-03-06 21:14:22.146278,450702772
2026-03-06 21:14:22.146391,449630731
2026-03-06 21:14:22.254865,450321826
2026-03-06 21:14:22.255248,450207206
2026-03-06 21:14:22.255525,449488468
2026-03-06 21:14:22.255768,450321826
2026-03-06 21:14:22.255826,450199115
2026-03-06 21:14:22.256221,450309016
2026-03-06 21:14:22.256582,450143827
2026-03-06 21:14:22.256864,449745352
2026-03-06 21:14:22.364008,450166752
2026-03-06 21:14:22.36424,450340031
2026-03-06 21:14:22.364483,450125623
2026-03-06 21:14:22.364719,450118207
2026-03-06 21:14:22.364812,450166752
2026-03-06 21:14:22.364959,450053479
2026-03-06 21:14:22.473082,450321152
2026-03-06 21:14:22.473301,450251705
2026-03-06 21:14:22.473531,450225410
2026-03-06 21:14:22.473722,449636800
2026-03-06 21:14:22.473939,449699504
2026-03-06 21:14:22.473985,450321152
2026-03-06 21:14:22.474203,450170122
2026-03-06 21:14:22.582083,450071684
2026-03-06 21:14:22.5822,450242940
2026-03-06 21:14:22.58232,450234850
2026-03-06 21:14:22.582448,450209903
2026-03-06 21:14:22.582557,450071684
2026-03-06 21:14:22.582566,450191024
2026-03-06 21:14:22.582618,450186979
2026-03-06 21:14:22.582771,450147872
2026-03-06 21:14:22.690643,450323174
2026-03-06 21:14:22.690714,450294857
2026-03-06 21:14:22.690738,450143827
2026-03-06 21:14:22.690758,450367000
2026-03-06 21:14:22.690793,450295531
2026-03-06 21:14:22.690836,450329918
2026-03-06 21:14:22.691018,450323174
2026-03-06 21:14:22.799743,449710967
2026-03-06 21:14:22.799811,450268562
2026-03-06 21:14:22.799853,450240918
2026-03-06 21:14:22.799899,450178888
2026-03-06 21:14:22.799973,450275979
2026-03-06 21:14:22.800048,450240918
2026-03-06 21:14:22.800136,449539710
2026-03-06 21:14:22.80022,450139107
2026-03-06 21:14:22.80024,449710967
2026-03-06 21:14:22.8003,449483748
2026-03-06 21:14:22.909167,450353516
2026-03-06 21:14:22.909228,450153941
2026-03-06 21:14:22.909284,450285417
2026-03-06 21:14:22.909354,450188328
2026-03-06 21:14:22.909429,449763557
2026-03-06 21:14:22.90951,449850534
2026-03-06 21:14:22.909585,449630058
2026-03-06 21:14:22.909585,450353516
2026-03-06 21:14:23.017891,449423740
2026-03-06 21:14:23.017972,450105396
2026-03-06 21:14:23.018025,449572074
2026-03-06 21:14:23.018076,450073706
2026-03-06 21:14:23.018116,450099328
2026-03-06 21:14:23.018456,449423740
2026-03-06 21:14:23.126693,449512066
2026-03-06 21:14:23.126773,449588255
2026-03-06 21:14:23.126849,449572074
2026-03-06 21:14:23.126948,449428460
2026-03-06 21:14:23.127056,449442619
2026-03-06 21:14:23.127101,449512066
2026-03-06 21:14:23.235989,450193721
2026-03-06 21:14:23.236065,450349470
2026-03-06 21:14:23.23637,450193721
2026-03-06 21:14:23.236382,449698155
2026-03-06 21:14:23.236464,449568702
2026-03-06 21:14:23.236562,449639496
2026-03-06 21:14:23.236632,450176191
2026-03-06 21:14:23.23675,449979987
2026-03-06 21:14:23.237034,449894359
2026-03-06 21:14:23.237111,450226085
2026-03-06 21:14:23.344493,450108093
2026-03-06 21:14:23.344574,450191698
2026-03-06 21:14:23.344597,449717034
2026-03-06 21:14:23.344655,450097305
2026-03-06 21:14:23.34475,450189001
2026-03-06 21:14:23.344851,449696807
2026-03-06 21:14:23.344854,450108093
2026-03-06 21:14:23.344933,449419020
2026-03-06 21:14:23.453808,449543080
2026-03-06 21:14:23.453902,449553195
2026-03-06 21:14:23.45393,450216645
2026-03-06 21:14:23.454001,450169449
2026-03-06 21:14:23.454081,450364978
2026-03-06 21:14:23.454107,449543080
2026-03-06 21:14:23.454197,449640846
2026-03-06 21:14:23.563224,449577467
2026-03-06 21:14:23.563337,450099328
2026-03-06 21:14:23.563443,449577467
2026-03-06 21:14:23.563476,450017745
2026-03-06 21:14:23.56361,450360258
2026-03-06 21:14:23.563756,450067638
2026-03-06 21:14:23.563921,450245638
2026-03-06 21:14:23.671435,449773671
2026-03-06 21:14:23.671575,450353516
2026-03-06 21:14:23.671897,450272607
2026-03-06 21:14:23.671898,449773671
2026-03-06 21:14:23.672122,447320790
2026-03-06 21:14:23.781282,450318456
2026-03-06 21:14:23.781521,450318456
2026-03-06 21:14:23.781696,450201813
2026-03-06 21:14:23.781968,450354190
2026-03-06 21:14:23.782364,450182259
2026-03-06 21:14:23.782776,450284069
2026-03-06 21:14:23.890086,450114162
2026-03-06 21:14:23.890282,449640846
2026-03-06 21:14:23.890488,450256425
2026-03-06 21:14:23.890566,450114162
2026-03-06 21:14:23.890891,450198441
2026-03-06 21:14:23.891527,450055503
2026-03-06 21:14:23.892141,450966398
2026-03-06 21:14:23.999172,450351493
2026-03-06 21:14:23.999361,450058873
2026-03-06 21:14:23.999518,450402735
2026-03-06 21:14:23.999603,450351493
2026-03-06 21:14:23.999673,450157987
2026-03-06 21:14:24.107954,450092585
2026-03-06 21:14:24.108134,450736484
2026-03-06 21:14:24.108373,450092585
2026-03-06 21:14:24.108385,450323849
2026-03-06 21:14:24.108633,450175517
2026-03-06 21:14:24.108923,450332614
2026-03-06 21:14:24.216495,450200463
2026-03-06 21:14:24.216575,450087191
2026-03-06 21:14:24.216748,450234850
2026-03-06 21:14:24.216818,450259797
2026-03-06 21:14:24.21688,450068313
2026-03-06 21:14:24.216933,450200463
2026-03-06 21:14:24.325908,450130342
2026-03-06 21:14:24.326003,450090563
2026-03-06 21:14:24.326043,450783680
2026-03-06 21:14:24.326134,450627256
2026-03-06 21:14:24.326333,450176191
2026-03-06 21:14:24.326503,450130342
2026-03-06 21:14:24.32656,451311609
2026-03-06 21:14:24.435525,450205858
2026-03-06 21:14:24.435734,449674557
2026-03-06 21:14:24.436243,450205858
2026-03-06 21:14:24.436277,450174842
2026-03-06 21:14:24.436547,450189676
2026-03-06 21:14:24.436785,450236198
2026-03-06 21:14:24.437006,449976617
2026-03-06 21:14:24.437267,450045389
2026-03-06 21:14:24.543789,450282720
2026-03-06 21:14:24.543929,450158661
2026-03-06 21:14:24.544049,450269235
2026-03-06 21:14:24.544295,450302274
2026-03-06 21:14:24.544356,450282720
2026-03-06 21:14:24.544505,450254403
2026-03-06 21:14:24.652769,450194396
2026-03-06 21:14:24.652957,450155289
2026-03-06 21:14:24.653117,450746597
2026-03-06 21:14:24.653296,450106070
2026-03-06 21:14:24.653464,450224736
2026-03-06 21:14:24.653578,450194396
2026-03-06 21:14:24.653637,450913808
2026-03-06 21:14:24.762131,450734461
2026-03-06 21:14:24.762347,450197093
2026-03-06 21:14:24.762522,450221365
2026-03-06 21:14:24.762714,450118207
2026-03-06 21:14:24.762916,450317107
2026-03-06 21:14:24.762936,450734461
2026-03-06 21:14:24.763109,449672535
2026-03-06 21:14:24.871123,450123600
2026-03-06 21:14:24.871215,450233501
2026-03-06 21:14:24.87131,450200463
2026-03-06 21:14:24.87141,450121577
2026-03-06 21:14:24.871506,450117532
2026-03-06 21:14:24.871587,450123600
2026-03-06 21:14:24.871606,449725799
2026-03-06 21:14:24.871698,450184282
2026-03-06 21:14:24.871791,450412849
2026-03-06 21:14:24.979902,449717034
2026-03-06 21:14:24.980128,449565330
2026-03-06 21:14:24.980314,449717034
2026-03-06 21:14:24.980401,450243615
2026-03-06 21:14:24.980651,450164729
2026-03-06 21:14:24.980872,450097980
2026-03-06 21:14:25.088835,450257774
2026-03-06 21:14:25.088972,450253728
2026-03-06 21:14:25.089132,450241592
2026-03-06 21:14:25.089305,450213948
2026-03-06 21:14:25.08931,450257774
2026-03-06 21:14:25.089469,450143154
2026-03-06 21:14:25.089663,450228781
2026-03-06 21:14:25.197934,450369698
2026-03-06 21:14:25.198152,450136410
2026-03-06 21:14:25.198367,449373173
2026-03-06 21:14:25.198482,450369698
2026-03-06 21:14:25.198588,449592974
2026-03-06 21:14:25.19894,450255752
2026-03-06 21:14:25.307223,450282047
2026-03-06 21:14:25.307578,450282047
2026-03-06 21:14:25.307859,450281372
2026-03-06 21:14:25.307964,450436447
2026-03-06 21:14:25.308057,450110790
2026-03-06 21:14:25.416281,450159335
2026-03-06 21:14:25.416423,450146524
2026-03-06 21:14:25.416515,450159335
2026-03-06 21:14:25.41657,450282047
2026-03-06 21:14:25.416716,449883571
2026-03-06 21:14:25.416882,450245638
2026-03-06 21:14:25.417065,450246986
2026-03-06 21:14:25.525381,450323849
2026-03-06 21:14:25.525689,450287440
2026-03-06 21:14:25.525918,450323849
2026-03-06 21:14:25.526008,450260470
2026-03-06 21:14:25.526539,450309016
2026-03-06 21:14:25.526641,450249683
2026-03-06 21:14:25.526863,450189676
2026-03-06 21:14:25.527056,450125623
2026-03-06 21:14:25.634505,450028532
2026-03-06 21:14:25.634759,450176866
2026-03-06 21:14:25.635,450116858
2026-03-06 21:14:25.63525,449461498
2026-03-06 21:14:25.635452,450028532
2026-03-06 21:14:25.635507,449605786
2026-03-06 21:14:25.743518,449616573
2026-03-06 21:14:25.74375,450310364
2026-03-06 21:14:25.744004,449673883
2026-03-06 21:14:25.744243,449807383
2026-03-06 21:14:25.744456,449616573
2026-03-06 21:14:25.744479,450031904
2026-03-06 21:14:25.851655,449588929
2026-03-06 21:14:25.85179,449588929
2026-03-06 21:14:25.851857,449837049
2026-03-06 21:14:25.852042,449510718
2026-03-06 21:14:25.852262,450193047
2026-03-06 21:14:25.852468,450057525
2026-03-06 21:14:25.960823,450080450
2026-03-06 21:14:25.960919,450115510
2026-03-06 21:14:25.960948,449426437
2026-03-06 21:14:25.960997,449692087
2026-03-06 21:14:25.961073,450220016
2026-03-06 21:14:25.961187,449667815
2026-03-06 21:14:25.961262,450080450
2026-03-06 21:14:26.069601,450027859
2026-03-06 21:14:26.06976,450130342
2026-03-06 21:14:26.069798,450027859
2026-03-06 21:14:26.069905,450331266
2026-03-06 21:14:26.070047,450259797
2026-03-06 21:14:26.070195,450039321
2026-03-06 21:14:26.070368,450175517
2026-03-06 21:14:26.179178,449577467
2026-03-06 21:14:26.1793,450235523
2026-03-06 21:14:26.179376,450259122
2026-03-06 21:14:26.179525,450154615
2026-03-06 21:14:26.179819,450010329
2026-03-06 21:14:26.179869,449577467
2026-03-06 21:14:26.288119,450302947
2026-03-06 21:14:26.288322,450215971
2026-03-06 21:14:26.288569,450273282
2026-03-06 21:14:26.288805,450235523
2026-03-06 21:14:26.288909,450302947
2026-03-06 21:14:26.289073,449984707
2026-03-06 21:14:26.289354,450037972
2026-03-06 21:14:26.397128,450053479
2026-03-06 21:14:26.397242,450066290
2026-03-06 21:14:26.397338,449557240
2026-03-06 21:14:26.397551,450210578
2026-03-06 21:14:26.39784,450269235
2026-03-06 21:14:26.397841,450053479
2026-03-06 21:14:26.39822,450278000
2026-03-06 21:14:26.506136,450293509
2026-03-06 21:14:26.506277,450179562
2026-03-06 21:14:26.506427,450160684
2026-03-06 21:14:26.506428,450293509
2026-03-06 21:14:26.506587,450045389
2026-03-06 21:14:26.506755,450022464
2026-03-06 21:14:26.506918,450209228
2026-03-06 21:14:26.507087,450194396
2026-03-06 21:14:26.614915,450232827
2026-03-06 21:14:26.615068,450100002
2026-03-06 21:14:26.615212,450232827
2026-03-06 21:14:26.615245,450136410
2026-03-06 21:14:26.615395,450250357
2026-03-06 21:14:26.615563,450293509
2026-03-06 21:14:26.615758,450143827
2026-03-06 21:14:26.724218,449721754
2026-03-06 21:14:26.724392,450132365
2026-03-06 21:14:26.724586,450259122
2026-03-06 21:14:26.724745,449721754
2026-03-06 21:14:26.724763,450089888
2026-03-06 21:14:26.724969,450235523
2026-03-06 21:14:26.832846,450272607
2026-03-06 21:14:26.832994,449466217
2026-03-06 21:14:26.833156,450044041
2026-03-06 21:14:26.833319,450272607
2026-03-06 21:14:26.833342,449539710
2026-03-06 21:14:26.833546,450199789
2026-03-06 21:14:26.942207,450273955
2026-03-06 21:14:26.942383,450356886
2026-03-06 21:14:26.942566,450168774
2026-03-06 21:14:26.942756,449691413
2026-03-06 21:14:26.942773,450273955
2026-03-06 21:14:26.942943,450226085
2026-03-06 21:14:26.943196,450111464
2026-03-06 21:14:27.050556,449699504
2026-03-06 21:14:27.0507,450321826
2026-03-06 21:14:27.050857,449558588
2026-03-06 21:14:27.050998,449646239
2026-03-06 21:14:27.050999,449699504
2026-03-06 21:14:27.051163,450172146
2026-03-06 21:14:27.159917,450286766
2026-03-06 21:14:27.160074,449487793
2026-03-06 21:14:27.160245,450044041
2026-03-06 21:14:27.160356,450286766
2026-03-06 21:14:27.160414,450089215
2026-03-06 21:14:27.160782,450361606
2026-03-06 21:14:27.160969,450118880
2026-03-06 21:14:27.268877,450162706
2026-03-06 21:14:27.269005,450253728
2026-03-06 21:14:27.269031,450116183
2026-03-06 21:14:27.269069,450235523
2026-03-06 21:14:27.269147,450172146
2026-03-06 21:14:27.269347,450162706
2026-03-06 21:14:27.269374,450255077
2026-03-06 21:14:27.378002,449497906
2026-03-06 21:14:27.378153,449536338
2026-03-06 21:14:27.37831,450426334
2026-03-06 21:14:27.378461,449497906
2026-03-06 21:14:27.378499,449563308
2026-03-06 21:14:27.378609,449665792
2026-03-06 21:14:27.486752,449706920
2026-03-06 21:14:27.486913,449659050
2026-03-06 21:14:27.487081,450176191
2026-03-06 21:14:27.487298,449525550
2026-03-06 21:14:27.48735,449706920
2026-03-06 21:14:27.487506,449591626
2026-03-06 21:14:27.596195,449329347
2026-03-06 21:14:27.596382,449653656
2026-03-06 21:14:27.596588,450103373
2026-03-06 21:14:27.596756,449329347
2026-03-06 21:14:27.596805,450119555
2026-03-06 21:14:27.597043,449510043
2026-03-06 21:14:27.705289,449698155
2026-03-06 21:14:27.706062,449698155
2026-03-06 21:14:27.706246,450135737
2026-03-06 21:14:27.706403,449461498
2026-03-06 21:14:27.706575,450016396
2026-03-06 21:14:27.706734,449549823
2026-03-06 21:14:27.706894,449670512
2026-03-06 21:14:27.707054,449497233
2026-03-06 21:14:27.707384,449551845
2026-03-06 21:14:27.814167,449647588
2026-03-06 21:14:27.814287,449587581
2026-03-06 21:14:27.814376,449647588
2026-03-06 21:14:27.814424,448996947
2026-03-06 21:14:27.814562,449675232
2026-03-06 21:14:27.81473,449688042
2026-03-06 21:14:27.814875,449678603
2026-03-06 21:14:27.815177,449634103
2026-03-06 21:14:27.922937,449667141
2026-03-06 21:14:27.923093,449492513
2026-03-06 21:14:27.923321,449686020
2026-03-06 21:14:27.923393,449667141
2026-03-06 21:14:27.923525,449565330
2026-03-06 21:14:27.923756,450157987
2026-03-06 21:14:28.031627,449623316
2026-03-06 21:14:28.031716,449601739
2026-03-06 21:14:28.03184,450212600
2026-03-06 21:14:28.031955,450243615
2026-03-06 21:14:28.032064,449623989
2026-03-06 21:14:28.032124,449623316
2026-03-06 21:14:28.032239,450266539
2026-03-06 21:14:28.032326,449706920
2026-03-06 21:14:28.140962,449523528
2026-03-06 21:14:28.141425,450121577
2026-03-06 21:14:28.141819,450229456
2026-03-06 21:14:28.141879,449523528
2026-03-06 21:14:28.142427,450178214
2026-03-06 21:14:28.142639,449669163
2026-03-06 21:14:28.14283,450209903
2026-03-06 21:14:28.143016,449623989
2026-03-06 21:14:28.250047,450294182
2026-03-06 21:14:28.250229,450108093
2026-03-06 21:14:28.250404,449695459
2026-03-06 21:14:28.250478,450294182
2026-03-06 21:14:28.250578,450104047
2026-03-06 21:14:28.250776,450269235
2026-03-06 21:14:28.358903,450094608
2026-03-06 21:14:28.35908,449521505
2026-03-06 21:14:28.359278,449656353
2026-03-06 21:14:28.359284,450094608
2026-03-06 21:14:28.359462,450096631
2026-03-06 21:14:28.46763,449491839
2026-03-06 21:14:28.467686,449700178
2026-03-06 21:14:28.467716,449628709
2026-03-06 21:14:28.467775,450137759
2026-03-06 21:14:28.467835,449581512
2026-03-06 21:14:28.467924,450191698
2026-03-06 21:14:28.468022,449491839
2026-03-06 21:14:28.576499,449950995
2026-03-06 21:14:28.576798,449950995
2026-03-06 21:14:28.576991,450219343
2026-03-06 21:14:28.577183,450037972
2026-03-06 21:14:28.577481,450217320
2026-03-06 21:14:28.686194,450108093
2026-03-06 21:14:28.686291,450067638
2026-03-06 21:14:28.68639,449661073
2026-03-06 21:14:28.686494,449727822
2026-03-06 21:14:28.686512,450108093
2026-03-06 21:14:28.686593,449589604
2026-03-06 21:14:28.686699,449946275
2026-03-06 21:14:28.795554,450135062
2026-03-06 21:14:28.795857,450135062
2026-03-06 21:14:28.795965,449700852
2026-03-06 21:14:28.796434,449681973
2026-03-06 21:14:28.796817,449730519
2026-03-06 21:14:28.797281,449632754
2026-03-06 21:14:28.79773,449381938
2026-03-06 21:14:28.798438,449558588
2026-03-06 21:14:28.799003,449644216
2026-03-06 21:14:28.905385,450193047
2026-03-06 21:14:28.905544,450217320
2026-03-06 21:14:28.905688,450356886
2026-03-06 21:14:28.905924,450193047
2026-03-06 21:14:29.013057,449661746
2026-03-06 21:14:29.013481,449706920
2026-03-06 21:14:29.013846,449646239
2026-03-06 21:14:29.013904,449661746
2026-03-06 21:14:29.014025,449617921
2026-03-06 21:14:29.014202,450000889
2026-03-06 21:14:29.12283,449572747
2026-03-06 21:14:29.12306,450066964
2026-03-06 21:14:29.12336,449728497
2026-03-06 21:14:29.123604,449572747
2026-03-06 21:14:29.123635,449783110
2026-03-06 21:14:29.230661,450468136
2026-03-06 21:14:29.230842,450149896
2026-03-06 21:14:29.231027,450116858
2026-03-06 21:14:29.231226,450133714
2026-03-06 21:14:29.231267,450468136
2026-03-06 21:14:29.339674,450122927
2026-03-06 21:14:29.339844,450385205
2026-03-06 21:14:29.339969,450122927
2026-03-06 21:14:29.340014,450195069
2026-03-06 21:14:29.340203,449581512
2026-03-06 21:14:29.340398,450139782
2026-03-06 21:14:29.449216,450307667
2026-03-06 21:14:29.449484,450236198
2026-03-06 21:14:29.449858,450331939
2026-03-06 21:14:29.450389,450307667
2026-03-06 21:14:29.55771,450201138
2026-03-06 21:14:29.55785,449893684
2026-03-06 21:14:29.557977,450274630
2026-03-06 21:14:29.558114,450523423
2026-03-06 21:14:29.558176,450201138
2026-03-06 21:14:29.558289,450071010
2026-03-06 21:14:29.558445,450110115
2026-03-06 21:14:29.666796,450222713
2026-03-06 21:14:29.666904,450154615
2026-03-06 21:14:29.667021,450068986
2026-03-06 21:14:29.667345,450222713
2026-03-06 21:14:29.667364,450849081
2026-03-06 21:14:29.775858,450205183
2026-03-06 21:14:29.776014,450100002
2026-03-06 21:14:29.776203,450256425
2026-03-06 21:14:29.776272,450205183
2026-03-06 21:14:29.776378,449882222
2026-03-06 21:14:29.88488,450180911
2026-03-06 21:14:29.884944,450066290
2026-03-06 21:14:29.885018,450799862
2026-03-06 21:14:29.885092,450086517
2026-03-06 21:14:29.885179,450770869
2026-03-06 21:14:29.885308,450180911
2026-03-06 21:14:29.994016,450197093
2026-03-06 21:14:29.994486,449497906
2026-03-06 21:14:29.994874,449328673
2026-03-06 21:14:29.994891,450197093
2026-03-06 21:14:29.995124,450315084
2026-03-06 21:14:29.995545,450017071
2026-03-06 21:14:30.103145,450206531
2026-03-06 21:14:30.103327,450197766
2026-03-06 21:14:30.103477,450203161
2026-03-06 21:14:30.103626,450206531
2026-03-06 21:14:30.103674,450360258
2026-03-06 21:14:30.10408,450143827
2026-03-06 21:14:30.104333,449715685
2026-03-06 21:14:30.104412,450292160
2026-03-06 21:14:30.212095,450164054
2026-03-06 21:14:30.212214,450044041
2026-03-06 21:14:30.212293,450078426
2026-03-06 21:14:30.212422,450173494
2026-03-06 21:14:30.212606,450135062
2026-03-06 21:14:30.212952,450362955
2026-03-06 21:14:30.213066,450164054
2026-03-06 21:14:30.321116,450181584
2026-03-06 21:14:30.321469,450296879
2026-03-06 21:14:30.32173,450293509
2026-03-06 21:14:30.321821,450181584
2026-03-06 21:14:30.322009,450294182
2026-03-06 21:14:30.430174,450266539
2026-03-06 21:14:30.430284,450078426
2026-03-06 21:14:30.430434,450273955
2026-03-06 21:14:30.430472,450266539
2026-03-06 21:14:30.430909,449527573
2026-03-06 21:14:30.4311,449644891
2026-03-06 21:14:30.431461,450077751
2026-03-06 21:14:30.432028,449758163
2026-03-06 21:14:30.538933,449605111
2026-03-06 21:14:30.539101,450251032
2026-03-06 21:14:30.539267,450193047
2026-03-06 21:14:30.539428,450264517
2026-03-06 21:14:30.53972,449605111
2026-03-06 21:14:30.648459,450242267
2026-03-06 21:14:30.648676,449679277
2026-03-06 21:14:30.648918,450071010
2026-03-06 21:14:30.648982,450242267
2026-03-06 21:14:30.649147,450313736
2026-03-06 21:14:30.649413,449553868
2026-03-06 21:14:30.757422,449549823
2026-03-06 21:14:30.75762,449555892
2026-03-06 21:14:30.757834,450211926
2026-03-06 21:14:30.75805,450379137
2026-03-06 21:14:30.758298,449549823
