time,TC_Cal.CH5.channel_id
2026-03-06 21:14:19.123261,5
2026-03-06 21:14:19.123815,5
2026-03-06 21:14:19.250727,5
2026-03-06 21:14:19.251109,5
2026-03-06 21:14:19.376967,5
2026-03-06 21:14:19.377251,5
2026-03-06 21:14:19.505074,5
2026-03-06 21:14:19.505354,5
2026-03-06 21:14:19.506535,5
2026-03-06 21:14:19.631301,5
2026-03-06 21:14:19.631917,5
2026-03-06 21:14:19.632041,5
2026-03-06 21:14:19.632253,5
2026-03-06 21:14:19.632566,5
2026-03-06 21:14:19.758133,5
2026-03-06 21:14:19.758177,5
2026-03-06 21:14:19.758281,5
2026-03-06 21:14:19.758345,5
2026-03-06 21:14:19.758578,5
2026-03-06 21:14:19.885939,5
2026-03-06 21:14:19.885961,5
2026-03-06 21:14:19.885982,5
2026-03-06 21:14:19.886002,5
2026-03-06 21:14:19.886028,5
2026-03-06 21:14:19.886045,5
2026-03-06 21:14:19.886081,5
2026-03-06 21:14:19.886115,5
2026-03-06 21:14:19.886153,5
2026-03-06 21:14:19.886286,5
2026-03-06 21:14:20.017136,5
2026-03-06 21:14:20.017184,5
2026-03-06 21:14:20.017248,5
2026-03-06 21:14:20.017313,5
2026-03-06 21:14:20.017392,5
2026-03-06 21:14:20.017492,5
2026-03-06 21:14:20.017821,5
2026-03-06 21:14:20.144093,5
2026-03-06 21:14:20.144113,5
2026-03-06 21:14:20.144123,5
2026-03-06 21:14:20.144138,5
2026-03-06 21:14:20.144173,5
2026-03-06 21:14:20.144221,5
2026-03-06 21:14:20.14426,5
2026-03-06 21:14:20.144303,5
2026-03-06 21:14:20.144343,5
2026-03-06 21:14:20.144485,5
2026-03-06 21:14:20.271239,5
2026-03-06 21:14:20.271285,5
2026-03-06 21:14:20.271328,5
2026-03-06 21:14:20.271373,5
2026-03-06 21:14:20.271419,5
2026-03-06 21:14:20.271464,5
2026-03-06 21:14:20.271509,5
2026-03-06 21:14:20.272018,5
2026-03-06 21:14:20.398001,5
2026-03-06 21:14:20.398037,5
2026-03-06 21:14:20.398063,5
2026-03-06 21:14:20.398118,5
2026-03-06 21:14:20.398162,5
2026-03-06 21:14:20.398205,5
2026-03-06 21:14:20.398249,5
2026-03-06 21:14:20.398254,5
2026-03-06 21:14:20.398286,5
2026-03-06 21:14:20.398328,5
2026-03-06 21:14:20.525116,5
2026-03-06 21:14:20.525155,5
2026-03-06 21:14:20.525199,5
2026-03-06 21:14:20.525249,5
2026-03-06 21:14:20.525358,5
2026-03-06 21:14:20.525861,5
2026-03-06 21:14:20.652192,5
2026-03-06 21:14:20.652437,5
2026-03-06 21:14:20.652465,5
2026-03-06 21:14:20.65248,5
2026-03-06 21:14:20.652501,5
2026-03-06 21:14:20.65255,5
2026-03-06 21:14:20.652741,5
2026-03-06 21:14:20.652763,5
2026-03-06 21:14:20.652783,5
2026-03-06 21:14:20.780077,5
2026-03-06 21:14:20.780121,5
2026-03-06 21:14:20.780169,5
2026-03-06 21:14:20.780216,5
2026-03-06 21:14:20.780258,5
2026-03-06 21:14:20.780307,5
2026-03-06 21:14:20.780357,5
2026-03-06 21:14:20.780399,5
2026-03-06 21:14:20.780441,5
2026-03-06 21:14:20.780692,5
2026-03-06 21:14:20.906576,5
2026-03-06 21:14:20.906621,5
2026-03-06 21:14:20.906669,5
2026-03-06 21:14:20.906719,5
2026-03-06 21:14:20.906769,5
2026-03-06 21:14:20.906838,5
2026-03-06 21:14:20.907207,5
2026-03-06 21:14:21.037808,5
2026-03-06 21:14:21.037846,5
2026-03-06 21:14:21.037914,5
2026-03-06 21:14:21.037982,5
2026-03-06 21:14:21.038131,5
2026-03-06 21:14:21.038248,5
2026-03-06 21:14:21.166558,5
2026-03-06 21:14:21.166752,5
2026-03-06 21:14:21.169695,5
2026-03-06 21:14:21.292745,5
2026-03-06 21:14:21.292841,5
2026-03-06 21:14:21.292962,5
2026-03-06 21:14:21.293086,5
2026-03-06 21:14:21.293227,5
2026-03-06 21:14:21.293355,5
2026-03-06 21:14:21.29347,5
2026-03-06 21:14:21.293601,5
2026-03-06 21:14:21.294901,5
2026-03-06 21:14:21.419121,5
2026-03-06 21:14:21.419402,5
2026-03-06 21:14:21.41948,5
2026-03-06 21:14:21.419731,5
2026-03-06 21:14:21.419746,5
2026-03-06 21:14:21.419872,5
2026-03-06 21:14:21.420012,5
2026-03-06 21:14:21.546124,5
2026-03-06 21:14:21.546156,5
2026-03-06 21:14:21.546218,5
2026-03-06 21:14:21.546288,5
2026-03-06 21:14:21.546351,5
2026-03-06 21:14:21.546422,5
2026-03-06 21:14:21.546486,5
2026-03-06 21:14:21.546548,5
2026-03-06 21:14:21.546621,5
2026-03-06 21:14:21.546728,5
2026-03-06 21:14:21.673333,5
2026-03-06 21:14:21.673447,5
2026-03-06 21:14:21.673566,5
2026-03-06 21:14:21.673664,5
2026-03-06 21:14:21.673773,5
2026-03-06 21:14:21.673885,5
2026-03-06 21:14:21.674013,5
2026-03-06 21:14:21.67423,5
2026-03-06 21:14:21.80119,5
2026-03-06 21:14:21.801345,5
2026-03-06 21:14:21.801497,5
2026-03-06 21:14:21.801642,5
2026-03-06 21:14:21.801799,5
2026-03-06 21:14:21.801903,5
2026-03-06 21:14:21.801955,5
2026-03-06 21:14:21.928803,5
2026-03-06 21:14:21.928909,5
2026-03-06 21:14:21.92982,5
2026-03-06 21:14:22.059308,5
2026-03-06 21:14:22.059455,5
2026-03-06 21:14:22.059601,5
