time,RTD_Cal.CH17.cal_status
2026-03-06 21:14:19.148933,0
2026-03-06 21:14:19.283157,0
2026-03-06 21:14:19.419239,0
2026-03-06 21:14:19.555645,0
2026-03-06 21:14:19.690272,0
2026-03-06 21:14:19.828337,0
2026-03-06 21:14:19.962207,0
2026-03-06 21:14:20.09836,0
2026-03-06 21:14:20.233502,0
2026-03-06 21:14:20.368967,0
2026-03-06 21:14:20.504453,0
2026-03-06 21:14:20.640247,0
2026-03-06 21:14:20.77396,0
2026-03-06 21:14:20.909119,0
2026-03-06 21:14:21.043867,0
2026-03-06 21:14:21.185766,0
2026-03-06 21:14:21.318304,0
2026-03-06 21:14:21.454663,0
2026-03-06 21:14:21.588934,0
2026-03-06 21:14:21.724261,0
2026-03-06 21:14:21.859751,0
2026-03-06 21:14:21.9941,0
2026-03-06 21:14:22.129684,0
2026-03-06 21:14:22.267958,0
2026-03-06 21:14:22.403649,0
2026-03-06 21:14:22.539215,0
2026-03-06 21:14:22.672173,0
2026-03-06 21:14:22.807582,0
2026-03-06 21:14:22.942655,0
2026-03-06 21:14:23.077805,0
2026-03-06 21:14:23.211496,0
2026-03-06 21:14:23.351528,0
2026-03-06 21:14:23.485933,0
2026-03-06 21:14:23.621467,0
2026-03-06 21:14:23.757044,0
2026-03-06 21:14:23.893804,0
2026-03-06 21:14:24.027561,0
2026-03-06 21:14:24.161149,0
2026-03-06 21:14:24.296258,0
2026-03-06 21:14:24.435842,0
2026-03-06 21:14:24.570233,0
2026-03-06 21:14:24.706027,0
2026-03-06 21:14:24.842095,0
2026-03-06 21:14:24.976494,0
2026-03-06 21:14:25.110997,0
2026-03-06 21:14:25.244569,0
2026-03-06 21:14:25.382765,0
2026-03-06 21:14:25.517276,0
2026-03-06 21:14:25.652677,0
2026-03-06 21:14:25.786968,0
2026-03-06 21:14:25.922664,0
2026-03-06 21:14:26.058404,0
2026-03-06 21:14:26.192758,0
2026-03-06 21:14:26.327864,0
2026-03-06 21:14:26.462996,0
2026-03-06 21:14:26.604991,0
2026-03-06 21:14:26.737265,0
2026-03-06 21:14:26.871959,0
2026-03-06 21:14:27.007863,0
2026-03-06 21:14:27.142254,0
2026-03-06 21:14:27.276205,0
2026-03-06 21:14:27.411799,0
2026-03-06 21:14:27.547583,0
2026-03-06 21:14:27.686376,0
2026-03-06 21:14:27.821697,0
2026-03-06 21:14:27.95623,0
2026-03-06 21:14:28.091171,0
2026-03-06 21:14:28.226207,0
2026-03-06 21:14:28.361043,0
2026-03-06 21:14:28.49592,0
2026-03-06 21:14:28.632029,0
2026-03-06 21:14:28.770631,0
2026-03-06 21:14:28.905152,0
2026-03-06 21:14:29.040643,0
2026-03-06 21:14:29.173941,0
2026-03-06 21:14:29.310583,0
2026-03-06 21:14:29.445763,0
2026-03-06 21:14:29.580438,0
2026-03-06 21:14:29.715432,0
2026-03-06 21:14:29.854383,0
2026-03-06 21:14:29.989543,0
2026-03-06 21:14:30.124078,0
2026-03-06 21:14:30.259436,0
2026-03-06 21:14:30.394834,0
2026-03-06 21:14:30.532332,0
2026-03-06 21:14:30.665114,0
2026-03-06 21:14:30.800572,0
2026-03-06 21:14:30.937664,0
2026-03-06 21:14:31.074852,0
2026-03-06 21:14:31.209287,0
2026-03-06 21:14:31.34284,0
2026-03-06 21:14:31.478872,0
2026-03-06 21:14:31.613492,0
2026-03-06 21:14:31.748032,0
2026-03-06 21:14:31.884735,0
2026-03-06 21:14:32.022702,0
2026-03-06 21:14:32.158648,0
2026-03-06 21:14:32.292627,0
2026-03-06 21:14:32.427979,0
2026-03-06 21:14:32.563113,0
2026-03-06 21:14:32.699075,0
2026-03-06 21:14:32.832052,0
2026-03-06 21:14:32.969934,0
2026-03-06 21:14:33.106635,0
2026-03-06 21:14:33.242152,0
2026-03-06 21:14:33.387203,0
2026-03-06 21:14:33.511745,0
2026-03-06 21:14:33.646385,0
2026-03-06 21:14:33.781654,0
2026-03-06 21:14:33.918201,0
2026-03-06 21:14:34.053086,0
2026-03-06 21:14:34.192312,0
2026-03-06 21:14:34.326405,0
2026-03-06 21:14:34.461511,0
2026-03-06 21:14:34.596506,0
2026-03-06 21:14:34.730781,0
2026-03-06 21:14:34.86521,0
2026-03-06 21:14:35.000923,0
2026-03-06 21:14:35.136664,0
2026-03-06 21:14:35.275579,0
2026-03-06 21:14:35.411234,0
2026-03-06 21:14:35.547031,0
2026-03-06 21:14:35.681815,0
2026-03-06 21:14:35.816505,0
2026-03-06 21:14:35.952129,0
2026-03-06 21:14:36.086291,0
2026-03-06 21:14:36.222585,0
2026-03-06 21:14:36.359766,0
2026-03-06 21:14:36.495475,0
2026-03-06 21:14:36.630086,0
2026-03-06 21:14:36.767014,0
2026-03-06 21:14:36.901681,0
2026-03-06 21:14:37.035177,0
