time,PT_Cal.GSE_High.channel_id
2026-03-06 21:14:20.608364,11
2026-03-06 21:14:20.608393,11
2026-03-06 21:14:20.608463,11
2026-03-06 21:14:20.608581,11
2026-03-06 21:14:20.708246,11
2026-03-06 21:14:20.708292,11
2026-03-06 21:14:20.708302,11
2026-03-06 21:14:20.708312,11
2026-03-06 21:14:20.708319,11
2026-03-06 21:14:20.708334,11
2026-03-06 21:14:20.708391,11
2026-03-06 21:14:20.70847,11
2026-03-06 21:14:20.708597,11
2026-03-06 21:14:20.808714,11
2026-03-06 21:14:20.80875,11
2026-03-06 21:14:20.808759,11
2026-03-06 21:14:20.808797,11
2026-03-06 21:14:20.808826,11
2026-03-06 21:14:20.808846,11
2026-03-06 21:14:20.80887,11
2026-03-06 21:14:20.808893,11
2026-03-06 21:14:20.808928,11
2026-03-06 21:14:20.809357,11
2026-03-06 21:14:20.912653,11
2026-03-06 21:14:20.91275,11
2026-03-06 21:14:20.912779,11
2026-03-06 21:14:20.912789,11
2026-03-06 21:14:20.912796,11
2026-03-06 21:14:20.912834,11
2026-03-06 21:14:20.912854,11
2026-03-06 21:14:20.912897,11
2026-03-06 21:14:20.912977,11
2026-03-06 21:14:21.012299,11
2026-03-06 21:14:21.012338,11
2026-03-06 21:14:21.012363,11
2026-03-06 21:14:21.0124,11
2026-03-06 21:14:21.012638,11
2026-03-06 21:14:21.012665,11
2026-03-06 21:14:21.012687,11
2026-03-06 21:14:21.012707,11
2026-03-06 21:14:21.012888,11
2026-03-06 21:14:21.112938,11
2026-03-06 21:14:21.112999,11
2026-03-06 21:14:21.113021,11
2026-03-06 21:14:21.113062,11
2026-03-06 21:14:21.113077,11
2026-03-06 21:14:21.113177,11
2026-03-06 21:14:21.113252,11
2026-03-06 21:14:21.113339,11
2026-03-06 21:14:21.113506,11
2026-03-06 21:14:21.212884,11
2026-03-06 21:14:21.212932,11
2026-03-06 21:14:21.212942,11
2026-03-06 21:14:21.212965,11
2026-03-06 21:14:21.212983,11
2026-03-06 21:14:21.212999,11
2026-03-06 21:14:21.213023,11
2026-03-06 21:14:21.213053,11
2026-03-06 21:14:21.213086,11
2026-03-06 21:14:21.213269,11
2026-03-06 21:14:21.312523,11
2026-03-06 21:14:21.312585,11
2026-03-06 21:14:21.312621,11
2026-03-06 21:14:21.312675,11
2026-03-06 21:14:21.312735,11
2026-03-06 21:14:21.31281,11
2026-03-06 21:14:21.31293,11
2026-03-06 21:14:21.313054,11
2026-03-06 21:14:21.313426,11
2026-03-06 21:14:21.413072,11
2026-03-06 21:14:21.413152,11
2026-03-06 21:14:21.41344,11
2026-03-06 21:14:21.413548,11
2026-03-06 21:14:21.413594,11
2026-03-06 21:14:21.413628,11
2026-03-06 21:14:21.413646,11
2026-03-06 21:14:21.413662,11
2026-03-06 21:14:21.413687,11
2026-03-06 21:14:21.512674,11
2026-03-06 21:14:21.512758,11
2026-03-06 21:14:21.512813,11
2026-03-06 21:14:21.513036,11
2026-03-06 21:14:21.513078,11
2026-03-06 21:14:21.513124,11
2026-03-06 21:14:21.513189,11
2026-03-06 21:14:21.51326,11
2026-03-06 21:14:21.51373,11
2026-03-06 21:14:21.613917,11
2026-03-06 21:14:21.613989,11
2026-03-06 21:14:21.614019,11
2026-03-06 21:14:21.614081,11
2026-03-06 21:14:21.614141,11
2026-03-06 21:14:21.614223,11
2026-03-06 21:14:21.614292,11
2026-03-06 21:14:21.614398,11
2026-03-06 21:14:21.614419,11
2026-03-06 21:14:21.713758,11
2026-03-06 21:14:21.71383,11
2026-03-06 21:14:21.71389,11
2026-03-06 21:14:21.713955,11
2026-03-06 21:14:21.714039,11
2026-03-06 21:14:21.714207,11
2026-03-06 21:14:21.714364,11
2026-03-06 21:14:21.714502,11
2026-03-06 21:14:21.813725,11
2026-03-06 21:14:21.813835,11
2026-03-06 21:14:21.813907,11
2026-03-06 21:14:21.813996,11
2026-03-06 21:14:21.814154,11
2026-03-06 21:14:21.814384,11
2026-03-06 21:14:21.814492,11
2026-03-06 21:14:21.81458,11
2026-03-06 21:14:21.917479,11
2026-03-06 21:14:21.917541,11
2026-03-06 21:14:21.91757,11
2026-03-06 21:14:21.917615,11
2026-03-06 21:14:21.917664,11
2026-03-06 21:14:21.917703,11
2026-03-06 21:14:21.917957,11
2026-03-06 21:14:22.017816,11
2026-03-06 21:14:22.017903,11
2026-03-06 21:14:22.018002,11
2026-03-06 21:14:22.018098,11
2026-03-06 21:14:22.018207,11
2026-03-06 21:14:22.018301,11
2026-03-06 21:14:22.018378,11
2026-03-06 21:14:22.019081,11
2026-03-06 21:14:22.117647,11
2026-03-06 21:14:22.118269,11
2026-03-06 21:14:22.118855,11
2026-03-06 21:14:22.118966,11
2026-03-06 21:14:22.119088,11
2026-03-06 21:14:22.119224,11
2026-03-06 21:14:22.119385,11
2026-03-06 21:14:22.119485,11
2026-03-06 21:14:22.119496,11
2026-03-06 21:14:22.119634,11
2026-03-06 21:14:22.217806,11
2026-03-06 21:14:22.217889,11
2026-03-06 21:14:22.21796,11
2026-03-06 21:14:22.218023,11
2026-03-06 21:14:22.218139,11
2026-03-06 21:14:22.218347,11
2026-03-06 21:14:22.21857,11
2026-03-06 21:14:22.219722,11
2026-03-06 21:14:22.317812,11
2026-03-06 21:14:22.317881,11
2026-03-06 21:14:22.318439,11
2026-03-06 21:14:22.31878,11
2026-03-06 21:14:22.318919,11
2026-03-06 21:14:22.319061,11
2026-03-06 21:14:22.319262,11
2026-03-06 21:14:22.319442,11
2026-03-06 21:14:22.319653,11
2026-03-06 21:14:22.417904,11
2026-03-06 21:14:22.417986,11
2026-03-06 21:14:22.418088,11
2026-03-06 21:14:22.418172,11
2026-03-06 21:14:22.41855,11
2026-03-06 21:14:22.418652,11
2026-03-06 21:14:22.418771,11
2026-03-06 21:14:22.518284,11
2026-03-06 21:14:22.518389,11
2026-03-06 21:14:22.518427,11
2026-03-06 21:14:22.518508,11
2026-03-06 21:14:22.518576,11
2026-03-06 21:14:22.51866,11
2026-03-06 21:14:22.518764,11
2026-03-06 21:14:22.518825,11
2026-03-06 21:14:22.518862,11
2026-03-06 21:14:22.618735,11
2026-03-06 21:14:22.618803,11
2026-03-06 21:14:22.618836,11
2026-03-06 21:14:22.618883,11
2026-03-06 21:14:22.618939,11
2026-03-06 21:14:22.618996,11
2026-03-06 21:14:22.619118,11
2026-03-06 21:14:22.619119,11
2026-03-06 21:14:22.718954,11
2026-03-06 21:14:22.719016,11
2026-03-06 21:14:22.719027,11
2026-03-06 21:14:22.719043,11
2026-03-06 21:14:22.719079,11
2026-03-06 21:14:22.719111,11
2026-03-06 21:14:22.719148,11
2026-03-06 21:14:22.719193,11
2026-03-06 21:14:22.719802,11
2026-03-06 21:14:22.818402,11
2026-03-06 21:14:22.818439,11
2026-03-06 21:14:22.818467,11
2026-03-06 21:14:22.818497,11
2026-03-06 21:14:22.818532,11
2026-03-06 21:14:22.818576,11
2026-03-06 21:14:22.818632,11
2026-03-06 21:14:22.922791,11
2026-03-06 21:14:22.922872,11
2026-03-06 21:14:22.922881,11
2026-03-06 21:14:22.922889,11
2026-03-06 21:14:22.922897,11
2026-03-06 21:14:22.922907,11
2026-03-06 21:14:22.922918,11
2026-03-06 21:14:22.922928,11
2026-03-06 21:14:22.922943,11
2026-03-06 21:14:22.923081,11
2026-03-06 21:14:23.022216,11
2026-03-06 21:14:23.022251,11
2026-03-06 21:14:23.022273,11
2026-03-06 21:14:23.022294,11
2026-03-06 21:14:23.02232,11
2026-03-06 21:14:23.022339,11
2026-03-06 21:14:23.022356,11
2026-03-06 21:14:23.12273,11
2026-03-06 21:14:23.122767,11
2026-03-06 21:14:23.122775,11
2026-03-06 21:14:23.12279,11
2026-03-06 21:14:23.122867,11
2026-03-06 21:14:23.122877,11
2026-03-06 21:14:23.122889,11
2026-03-06 21:14:23.122902,11
2026-03-06 21:14:23.122916,11
2026-03-06 21:14:23.123275,11
2026-03-06 21:14:23.222479,11
2026-03-06 21:14:23.222551,11
2026-03-06 21:14:23.222573,11
2026-03-06 21:14:23.222583,11
2026-03-06 21:14:23.222601,11
2026-03-06 21:14:23.222647,11
2026-03-06 21:14:23.222708,11
2026-03-06 21:14:23.222771,11
2026-03-06 21:14:23.322553,11
2026-03-06 21:14:23.322599,11
2026-03-06 21:14:23.322616,11
2026-03-06 21:14:23.32263,11
2026-03-06 21:14:23.322642,11
2026-03-06 21:14:23.322668,11
2026-03-06 21:14:23.322692,11
2026-03-06 21:14:23.32271,11
2026-03-06 21:14:23.32272,11
2026-03-06 21:14:23.322762,11
2026-03-06 21:14:23.422751,11
2026-03-06 21:14:23.422822,11
2026-03-06 21:14:23.422881,11
2026-03-06 21:14:23.422981,11
2026-03-06 21:14:23.423172,11
2026-03-06 21:14:23.423231,11
2026-03-06 21:14:23.423339,11
2026-03-06 21:14:23.42343,11
2026-03-06 21:14:23.423544,11
2026-03-06 21:14:23.522507,11
2026-03-06 21:14:23.522583,11
2026-03-06 21:14:23.522621,11
2026-03-06 21:14:23.52267,11
2026-03-06 21:14:23.522738,11
2026-03-06 21:14:23.522785,11
2026-03-06 21:14:23.52344,11
2026-03-06 21:14:23.623576,11
2026-03-06 21:14:23.623628,11
2026-03-06 21:14:23.623746,11
2026-03-06 21:14:23.623827,11
2026-03-06 21:14:23.623888,11
2026-03-06 21:14:23.623913,11
2026-03-06 21:14:23.623964,11
2026-03-06 21:14:23.624055,11
2026-03-06 21:14:23.624175,11
2026-03-06 21:14:23.72386,11
2026-03-06 21:14:23.72391,11
2026-03-06 21:14:23.723951,11
2026-03-06 21:14:23.72401,11
2026-03-06 21:14:23.724064,11
2026-03-06 21:14:23.724145,11
2026-03-06 21:14:23.724346,11
2026-03-06 21:14:23.724562,11
2026-03-06 21:14:23.724863,11
2026-03-06 21:14:23.823713,11
2026-03-06 21:14:23.823857,11
2026-03-06 21:14:23.82397,11
2026-03-06 21:14:23.824061,11
2026-03-06 21:14:23.82423,11
2026-03-06 21:14:23.824358,11
2026-03-06 21:14:23.927876,11
2026-03-06 21:14:23.927963,11
2026-03-06 21:14:23.928037,11
2026-03-06 21:14:23.928188,11
2026-03-06 21:14:23.9283,11
2026-03-06 21:14:23.928345,11
2026-03-06 21:14:23.928453,11
2026-03-06 21:14:24.028259,11
2026-03-06 21:14:24.028348,11
2026-03-06 21:14:24.028466,11
2026-03-06 21:14:24.028472,11
2026-03-06 21:14:24.028538,11
2026-03-06 21:14:24.028789,11
2026-03-06 21:14:24.02895,11
2026-03-06 21:14:24.029102,11
2026-03-06 21:14:24.029383,11
2026-03-06 21:14:24.128304,11
2026-03-06 21:14:24.128384,11
2026-03-06 21:14:24.12843,11
2026-03-06 21:14:24.128472,11
2026-03-06 21:14:24.128524,11
2026-03-06 21:14:24.128576,11
2026-03-06 21:14:24.128607,11
2026-03-06 21:14:24.128646,11
2026-03-06 21:14:24.227809,11
2026-03-06 21:14:24.227873,11
2026-03-06 21:14:24.227916,11
2026-03-06 21:14:24.227964,11
2026-03-06 21:14:24.228029,11
2026-03-06 21:14:24.228072,11
2026-03-06 21:14:24.228125,11
2026-03-06 21:14:24.228192,11
2026-03-06 21:14:24.228532,11
2026-03-06 21:14:24.327549,11
2026-03-06 21:14:24.327672,11
2026-03-06 21:14:24.327733,11
2026-03-06 21:14:24.32779,11
2026-03-06 21:14:24.327879,11
2026-03-06 21:14:24.327967,11
2026-03-06 21:14:24.427688,11
2026-03-06 21:14:24.427747,11
2026-03-06 21:14:24.427754,11
2026-03-06 21:14:24.427762,11
2026-03-06 21:14:24.427813,11
2026-03-06 21:14:24.427864,11
2026-03-06 21:14:24.427961,11
2026-03-06 21:14:24.428068,11
2026-03-06 21:14:24.42815,11
2026-03-06 21:14:24.527735,11
2026-03-06 21:14:24.527856,11
2026-03-06 21:14:24.527937,11
2026-03-06 21:14:24.528171,11
2026-03-06 21:14:24.528451,11
2026-03-06 21:14:24.528467,11
2026-03-06 21:14:24.52865,11
2026-03-06 21:14:24.528817,11
2026-03-06 21:14:24.528983,11
2026-03-06 21:14:24.628585,11
2026-03-06 21:14:24.628665,11
2026-03-06 21:14:24.628686,11
2026-03-06 21:14:24.628718,11
2026-03-06 21:14:24.628813,11
2026-03-06 21:14:24.628969,11
2026-03-06 21:14:24.629058,11
2026-03-06 21:14:24.629109,11
2026-03-06 21:14:24.729132,11
2026-03-06 21:14:24.729237,11
2026-03-06 21:14:24.729301,11
2026-03-06 21:14:24.729371,11
2026-03-06 21:14:24.729458,11
2026-03-06 21:14:24.729523,11
2026-03-06 21:14:24.729544,11
2026-03-06 21:14:24.729651,11
2026-03-06 21:14:24.829176,11
2026-03-06 21:14:24.829258,11
2026-03-06 21:14:24.829324,11
2026-03-06 21:14:24.829411,11
2026-03-06 21:14:24.829482,11
2026-03-06 21:14:24.829604,11
2026-03-06 21:14:24.829769,11
2026-03-06 21:14:24.829776,11
2026-03-06 21:14:24.932858,11
2026-03-06 21:14:24.932915,11
2026-03-06 21:14:24.932932,11
2026-03-06 21:14:24.932957,11
2026-03-06 21:14:24.933002,11
2026-03-06 21:14:24.933035,11
2026-03-06 21:14:24.933071,11
2026-03-06 21:14:24.933103,11
2026-03-06 21:14:24.933148,11
2026-03-06 21:14:24.933373,11
2026-03-06 21:14:25.032729,11
2026-03-06 21:14:25.032779,11
2026-03-06 21:14:25.032802,11
2026-03-06 21:14:25.032824,11
2026-03-06 21:14:25.032848,11
2026-03-06 21:14:25.032878,11
2026-03-06 21:14:25.03292,11
2026-03-06 21:14:25.032959,11
2026-03-06 21:14:25.032992,11
2026-03-06 21:14:25.132519,11
2026-03-06 21:14:25.132595,11
2026-03-06 21:14:25.13263,11
2026-03-06 21:14:25.132699,11
2026-03-06 21:14:25.132854,11
2026-03-06 21:14:25.132882,11
2026-03-06 21:14:25.13294,11
2026-03-06 21:14:25.132947,11
2026-03-06 21:14:25.232414,11
2026-03-06 21:14:25.23246,11
2026-03-06 21:14:25.232479,11
2026-03-06 21:14:25.232501,11
2026-03-06 21:14:25.232513,11
2026-03-06 21:14:25.232527,11
2026-03-06 21:14:25.232551,11
2026-03-06 21:14:25.232622,11
2026-03-06 21:14:25.233005,11
2026-03-06 21:14:25.332816,11
2026-03-06 21:14:25.332899,11
2026-03-06 21:14:25.332938,11
2026-03-06 21:14:25.333001,11
2026-03-06 21:14:25.333064,11
2026-03-06 21:14:25.333145,11
2026-03-06 21:14:25.333288,11
2026-03-06 21:14:25.333492,11
2026-03-06 21:14:25.432681,11
2026-03-06 21:14:25.432775,11
2026-03-06 21:14:25.432812,11
2026-03-06 21:14:25.432862,11
2026-03-06 21:14:25.432925,11
2026-03-06 21:14:25.433037,11
2026-03-06 21:14:25.433129,11
2026-03-06 21:14:25.433587,11
2026-03-06 21:14:25.532602,11
2026-03-06 21:14:25.532662,11
2026-03-06 21:14:25.532705,11
2026-03-06 21:14:25.532781,11
2026-03-06 21:14:25.532851,11
2026-03-06 21:14:25.532934,11
2026-03-06 21:14:25.533036,11
2026-03-06 21:14:25.533574,11
2026-03-06 21:14:25.633656,11
2026-03-06 21:14:25.633732,11
2026-03-06 21:14:25.633802,11
2026-03-06 21:14:25.63389,11
2026-03-06 21:14:25.633962,11
2026-03-06 21:14:25.634051,11
2026-03-06 21:14:25.634134,11
2026-03-06 21:14:25.63428,11
2026-03-06 21:14:25.634364,11
2026-03-06 21:14:25.733918,11
2026-03-06 21:14:25.733991,11
2026-03-06 21:14:25.734048,11
2026-03-06 21:14:25.73413,11
2026-03-06 21:14:25.734206,11
2026-03-06 21:14:25.734231,11
2026-03-06 21:14:25.734318,11
2026-03-06 21:14:25.734583,11
2026-03-06 21:14:25.734664,11
2026-03-06 21:14:25.833513,11
2026-03-06 21:14:25.833572,11
2026-03-06 21:14:25.833587,11
2026-03-06 21:14:25.833605,11
2026-03-06 21:14:25.833629,11
2026-03-06 21:14:25.833644,11
2026-03-06 21:14:25.833667,11
2026-03-06 21:14:25.834164,11
2026-03-06 21:14:25.834322,11
2026-03-06 21:14:25.937861,11
2026-03-06 21:14:25.937954,11
2026-03-06 21:14:25.93798,11
2026-03-06 21:14:25.937986,11
2026-03-06 21:14:25.937993,11
2026-03-06 21:14:25.938118,11
2026-03-06 21:14:25.938174,11
2026-03-06 21:14:25.938534,11
2026-03-06 21:14:26.038149,11
2026-03-06 21:14:26.038227,11
2026-03-06 21:14:26.038237,11
2026-03-06 21:14:26.038253,11
2026-03-06 21:14:26.03828,11
2026-03-06 21:14:26.03834,11
2026-03-06 21:14:26.038498,11
2026-03-06 21:14:26.038531,11
2026-03-06 21:14:26.038532,11
2026-03-06 21:14:26.137746,11
2026-03-06 21:14:26.137829,11
2026-03-06 21:14:26.13795,11
2026-03-06 21:14:26.138135,11
2026-03-06 21:14:26.138347,11
2026-03-06 21:14:26.138499,11
2026-03-06 21:14:26.138738,11
2026-03-06 21:14:26.138814,11
2026-03-06 21:14:26.138961,11
2026-03-06 21:14:26.237973,11
2026-03-06 21:14:26.23806,11
2026-03-06 21:14:26.238092,11
2026-03-06 21:14:26.23815,11
2026-03-06 21:14:26.238222,11
2026-03-06 21:14:26.238296,11
2026-03-06 21:14:26.238368,11
2026-03-06 21:14:26.238439,11
2026-03-06 21:14:26.23857,11
2026-03-06 21:14:26.238814,11
2026-03-06 21:14:26.337634,11
2026-03-06 21:14:26.3377,11
2026-03-06 21:14:26.33772,11
2026-03-06 21:14:26.337748,11
2026-03-06 21:14:26.337829,11
2026-03-06 21:14:26.337925,11
2026-03-06 21:14:26.337978,11
2026-03-06 21:14:26.338062,11
2026-03-06 21:14:26.438245,11
2026-03-06 21:14:26.438354,11
2026-03-06 21:14:26.438408,11
2026-03-06 21:14:26.438474,11
2026-03-06 21:14:26.438558,11
2026-03-06 21:14:26.438637,11
2026-03-06 21:14:26.438764,11
2026-03-06 21:14:26.439061,11
2026-03-06 21:14:26.538133,11
2026-03-06 21:14:26.538217,11
2026-03-06 21:14:26.538289,11
2026-03-06 21:14:26.538354,11
2026-03-06 21:14:26.538447,11
2026-03-06 21:14:26.538599,11
2026-03-06 21:14:26.538771,11
2026-03-06 21:14:26.538879,11
2026-03-06 21:14:26.539485,11
2026-03-06 21:14:26.639,11
2026-03-06 21:14:26.639053,11
2026-03-06 21:14:26.639074,11
2026-03-06 21:14:26.639099,11
2026-03-06 21:14:26.639127,11
2026-03-06 21:14:26.639155,11
2026-03-06 21:14:26.639196,11
2026-03-06 21:14:26.63923,11
2026-03-06 21:14:26.639265,11
2026-03-06 21:14:26.639477,11
2026-03-06 21:14:26.738701,11
2026-03-06 21:14:26.738779,11
2026-03-06 21:14:26.738843,11
2026-03-06 21:14:26.738917,11
2026-03-06 21:14:26.73898,11
2026-03-06 21:14:26.739065,11
2026-03-06 21:14:26.739657,11
2026-03-06 21:14:26.739834,11
2026-03-06 21:14:26.739901,11
2026-03-06 21:14:26.838839,11
2026-03-06 21:14:26.838937,11
2026-03-06 21:14:26.83901,11
2026-03-06 21:14:26.839065,11
2026-03-06 21:14:26.839145,11
2026-03-06 21:14:26.839243,11
2026-03-06 21:14:26.839356,11
2026-03-06 21:14:26.839452,11
2026-03-06 21:14:26.839757,11
2026-03-06 21:14:26.943586,11
2026-03-06 21:14:26.943869,11
2026-03-06 21:14:26.944069,11
2026-03-06 21:14:26.944299,11
2026-03-06 21:14:26.945638,11
2026-03-06 21:14:27.042386,11
2026-03-06 21:14:27.042436,11
2026-03-06 21:14:27.042479,11
2026-03-06 21:14:27.042525,11
2026-03-06 21:14:27.042571,11
2026-03-06 21:14:27.042649,11
2026-03-06 21:14:27.042715,11
2026-03-06 21:14:27.142304,11
2026-03-06 21:14:27.142379,11
2026-03-06 21:14:27.142466,11
2026-03-06 21:14:27.142555,11
2026-03-06 21:14:27.142564,11
2026-03-06 21:14:27.242378,11
2026-03-06 21:14:27.242468,11
2026-03-06 21:14:27.242497,11
2026-03-06 21:14:27.242619,11
2026-03-06 21:14:27.242778,11
2026-03-06 21:14:27.242797,11
2026-03-06 21:14:27.242857,11
2026-03-06 21:14:27.342686,11
2026-03-06 21:14:27.342779,11
2026-03-06 21:14:27.342848,11
2026-03-06 21:14:27.343149,11
2026-03-06 21:14:27.343239,11
2026-03-06 21:14:27.343303,11
2026-03-06 21:14:27.343383,11
2026-03-06 21:14:27.343528,11
2026-03-06 21:14:27.442408,11
2026-03-06 21:14:27.442491,11
2026-03-06 21:14:27.44253,11
2026-03-06 21:14:27.442589,11
2026-03-06 21:14:27.44264,11
2026-03-06 21:14:27.44271,11
2026-03-06 21:14:27.443222,11
2026-03-06 21:14:27.443403,11
2026-03-06 21:14:27.543104,11
2026-03-06 21:14:27.543215,11
2026-03-06 21:14:27.543256,11
2026-03-06 21:14:27.543339,11
2026-03-06 21:14:27.543407,11
2026-03-06 21:14:27.543473,11
2026-03-06 21:14:27.543552,11
2026-03-06 21:14:27.543688,11
2026-03-06 21:14:27.643598,11
2026-03-06 21:14:27.643687,11
2026-03-06 21:14:27.643731,11
2026-03-06 21:14:27.643804,11
2026-03-06 21:14:27.64384,11
2026-03-06 21:14:27.643883,11
2026-03-06 21:14:27.644023,11
2026-03-06 21:14:27.744099,11
2026-03-06 21:14:27.744186,11
2026-03-06 21:14:27.744222,11
2026-03-06 21:14:27.74427,11
2026-03-06 21:14:27.744344,11
2026-03-06 21:14:27.744501,11
2026-03-06 21:14:27.744626,11
2026-03-06 21:14:27.74477,11
2026-03-06 21:14:27.744896,11
2026-03-06 21:14:27.843988,11
2026-03-06 21:14:27.844074,11
2026-03-06 21:14:27.844147,11
2026-03-06 21:14:27.844269,11
2026-03-06 21:14:27.844371,11
2026-03-06 21:14:27.844719,11
2026-03-06 21:14:27.844809,11
2026-03-06 21:14:27.844918,11
2026-03-06 21:14:27.844953,11
2026-03-06 21:14:27.948079,11
2026-03-06 21:14:27.948178,11
2026-03-06 21:14:27.948214,11
2026-03-06 21:14:27.948265,11
2026-03-06 21:14:27.94834,11
2026-03-06 21:14:27.948406,11
2026-03-06 21:14:27.948477,11
2026-03-06 21:14:27.948647,11
2026-03-06 21:14:27.948667,11
2026-03-06 21:14:28.047706,11
2026-03-06 21:14:28.047773,11
2026-03-06 21:14:28.047843,11
2026-03-06 21:14:28.04791,11
2026-03-06 21:14:28.047979,11
2026-03-06 21:14:28.048152,11
2026-03-06 21:14:28.048384,11
2026-03-06 21:14:28.04849,11
2026-03-06 21:14:28.049269,11
2026-03-06 21:14:28.147863,11
2026-03-06 21:14:28.147939,11
2026-03-06 21:14:28.147978,11
2026-03-06 21:14:28.148047,11
2026-03-06 21:14:28.148103,11
2026-03-06 21:14:28.148221,11
2026-03-06 21:14:28.148337,11
2026-03-06 21:14:28.149273,11
2026-03-06 21:14:28.247611,11
2026-03-06 21:14:28.247689,11
2026-03-06 21:14:28.24773,11
2026-03-06 21:14:28.247765,11
2026-03-06 21:14:28.24781,11
2026-03-06 21:14:28.247869,11
2026-03-06 21:14:28.347842,11
2026-03-06 21:14:28.347932,11
2026-03-06 21:14:28.347984,11
2026-03-06 21:14:28.348023,11
2026-03-06 21:14:28.348103,11
2026-03-06 21:14:28.348291,11
2026-03-06 21:14:28.348352,11
2026-03-06 21:14:28.348469,11
2026-03-06 21:14:28.447744,11
2026-03-06 21:14:28.447803,11
2026-03-06 21:14:28.447856,11
2026-03-06 21:14:28.447948,11
2026-03-06 21:14:28.448092,11
2026-03-06 21:14:28.448204,11
2026-03-06 21:14:28.448272,11
2026-03-06 21:14:28.448293,11
2026-03-06 21:14:28.547666,11
2026-03-06 21:14:28.547738,11
