time,ACT.GSE_High_Press_Control.sample_ts_ms
2026-03-06 21:15:55.158896,10976640
2026-03-06 21:15:55.214672,10976658
2026-03-06 21:15:55.261309,10976742
2026-03-06 21:15:55.316409,10976760
2026-03-06 21:15:55.363033,10976844
2026-03-06 21:15:55.418888,10976862
2026-03-06 21:15:55.465553,10976946
2026-03-06 21:15:55.520794,10976964
2026-03-06 21:15:55.567145,10977048
2026-03-06 21:15:55.622893,10977066
2026-03-06 21:15:55.67018,10977150
2026-03-06 21:15:55.724766,10977168
2026-03-06 21:15:55.772235,10977252
2026-03-06 21:15:55.826721,10977270
2026-03-06 21:15:55.873403,10977354
2026-03-06 21:15:55.928553,10977372
2026-03-06 21:15:55.975231,10977456
2026-03-06 21:15:56.030845,10977474
2026-03-06 21:15:56.076936,10977558
2026-03-06 21:15:56.13306,10977576
2026-03-06 21:15:56.179395,10977660
2026-03-06 21:15:56.234791,10977678
2026-03-06 21:15:56.280966,10977762
2026-03-06 21:15:56.336462,10977780
2026-03-06 21:15:56.383468,10977864
2026-03-06 21:15:56.438452,10977882
2026-03-06 21:15:56.485232,10977966
2026-03-06 21:15:56.540917,10977984
2026-03-06 21:15:56.587451,10978068
2026-03-06 21:15:56.642952,10978086
2026-03-06 21:15:56.688845,10978170
2026-03-06 21:15:56.74466,10978188
2026-03-06 21:15:56.791425,10978272
2026-03-06 21:15:56.84703,10978290
2026-03-06 21:15:56.892996,10978374
2026-03-06 21:15:56.948992,10978392
2026-03-06 21:15:56.995501,10978476
2026-03-06 21:15:57.050734,10978494
2026-03-06 21:15:57.0973,10978578
2026-03-06 21:15:57.1529,10978596
2026-03-06 21:15:57.199008,10978680
2026-03-06 21:15:57.254839,10978698
2026-03-06 21:15:57.301148,10978782
2026-03-06 21:15:57.356909,10978800
2026-03-06 21:15:57.404093,10978884
2026-03-06 21:15:57.458697,10978902
2026-03-06 21:15:57.505549,10978986
2026-03-06 21:15:57.561042,10979004
2026-03-06 21:15:57.607251,10979088
2026-03-06 21:15:57.663031,10979106
2026-03-06 21:15:57.709287,10979190
2026-03-06 21:15:57.76479,10979208
2026-03-06 21:15:57.811849,10979292
2026-03-06 21:15:57.866927,10979310
2026-03-06 21:15:57.913129,10979394
2026-03-06 21:15:57.968853,10979412
2026-03-06 21:15:58.015301,10979496
2026-03-06 21:15:58.070796,10979514
2026-03-06 21:15:58.11735,10979598
2026-03-06 21:15:58.172731,10979616
2026-03-06 21:15:58.219235,10979700
2026-03-06 21:15:58.274925,10979718
2026-03-06 21:15:58.3216,10979802
2026-03-06 21:15:58.377239,10979820
2026-03-06 21:15:58.423335,10979904
2026-03-06 21:15:58.47924,10979922
2026-03-06 21:15:58.524937,10980006
2026-03-06 21:15:58.580752,10980024
2026-03-06 21:15:58.627339,10980108
2026-03-06 21:15:58.682473,10980126
2026-03-06 21:15:58.729276,10980210
2026-03-06 21:15:58.784852,10980228
2026-03-06 21:15:58.831387,10980312
2026-03-06 21:15:58.886774,10980330
2026-03-06 21:15:58.932994,10980414
2026-03-06 21:15:58.988778,10980432
2026-03-06 21:15:59.035492,10980516
2026-03-06 21:15:59.091073,10980534
2026-03-06 21:15:59.137253,10980618
2026-03-06 21:15:59.192687,10980636
2026-03-06 21:15:59.23951,10980720
2026-03-06 21:15:59.295122,10980738
2026-03-06 21:15:59.341083,10980822
2026-03-06 21:15:59.397012,10980840
2026-03-06 21:15:59.443353,10980924
2026-03-06 21:15:59.498671,10980942
2026-03-06 21:15:59.545075,10981026
2026-03-06 21:15:59.600817,10981044
2026-03-06 21:15:59.646869,10981128
2026-03-06 21:15:59.703033,10981146
2026-03-06 21:15:59.749372,10981230
2026-03-06 21:15:59.804902,10981248
2026-03-06 21:15:59.850864,10981332
2026-03-06 21:15:59.906857,10981350
2026-03-06 21:15:59.953145,10981434
2026-03-06 21:16:00.008936,10981452
2026-03-06 21:16:00.055221,10981536
2026-03-06 21:16:00.110914,10981554
2026-03-06 21:16:00.157098,10981638
2026-03-06 21:16:00.21277,10981656
2026-03-06 21:16:00.25893,10981740
2026-03-06 21:16:00.314701,10981758
2026-03-06 21:16:00.36133,10981842
2026-03-06 21:16:00.416876,10981860
2026-03-06 21:16:00.463345,10981944
2026-03-06 21:16:00.519186,10981962
2026-03-06 21:16:00.565387,10982046
2026-03-06 21:16:00.620931,10982064
2026-03-06 21:16:00.667072,10982148
2026-03-06 21:16:00.723018,10982166
2026-03-06 21:16:00.769551,10982250
2026-03-06 21:16:00.825078,10982268
2026-03-06 21:16:00.871309,10982352
2026-03-06 21:16:00.92674,10982370
2026-03-06 21:16:00.973359,10982454
2026-03-06 21:16:01.029343,10982472
2026-03-06 21:16:01.075469,10982556
2026-03-06 21:16:01.131102,10982574
2026-03-06 21:16:01.177648,10982658
2026-03-06 21:16:01.232792,10982676
2026-03-06 21:16:01.279391,10982760
2026-03-06 21:16:01.335094,10982778
2026-03-06 21:16:01.381503,10982862
2026-03-06 21:16:01.437486,10982880
2026-03-06 21:16:01.483423,10982964
2026-03-06 21:16:01.539041,10982982
2026-03-06 21:16:01.585466,10983066
2026-03-06 21:16:01.641008,10983084
2026-03-06 21:16:01.687564,10983168
2026-03-06 21:16:01.743215,10983186
2026-03-06 21:16:01.789181,10983270
2026-03-06 21:16:01.844719,10983288
2026-03-06 21:16:01.891485,10983372
2026-03-06 21:16:01.947133,10983390
2026-03-06 21:16:01.993173,10983474
2026-03-06 21:16:02.048964,10983492
2026-03-06 21:16:02.095109,10983576
2026-03-06 21:16:02.150684,10983594
2026-03-06 21:16:02.197123,10983678
2026-03-06 21:16:02.252982,10983696
2026-03-06 21:16:02.29932,10983780
2026-03-06 21:16:02.354627,10983798
2026-03-06 21:16:02.401533,10983882
2026-03-06 21:16:02.456755,10983900
2026-03-06 21:16:02.503658,10983984
2026-03-06 21:16:02.558976,10984002
2026-03-06 21:16:02.604939,10984086
2026-03-06 21:16:02.661033,10984104
2026-03-06 21:16:02.70722,10984188
2026-03-06 21:16:02.762922,10984206
2026-03-06 21:16:02.809542,10984290
2026-03-06 21:16:02.864893,10984308
2026-03-06 21:16:02.91093,10984392
2026-03-06 21:16:02.966827,10984410
2026-03-06 21:16:03.013437,10984494
2026-03-06 21:16:03.068926,10984512
2026-03-06 21:16:03.115123,10984596
2026-03-06 21:16:03.171276,10984614
2026-03-06 21:16:03.216946,10984698
2026-03-06 21:16:03.272982,10984716
2026-03-06 21:16:03.319484,10984800
2026-03-06 21:16:03.374947,10984818
2026-03-06 21:16:03.421527,10984902
2026-03-06 21:16:03.477517,10984920
2026-03-06 21:16:03.523347,10985004
2026-03-06 21:16:03.578849,10985022
2026-03-06 21:16:03.62548,10985106
2026-03-06 21:16:03.680659,10985124
2026-03-06 21:16:03.727138,10985208
2026-03-06 21:16:03.783007,10985226
2026-03-06 21:16:03.829367,10985310
2026-03-06 21:16:03.884917,10985328
2026-03-06 21:16:03.93119,10985412
2026-03-06 21:16:03.986874,10985430
2026-03-06 21:16:04.033466,10985514
2026-03-06 21:16:04.089152,10985532
2026-03-06 21:16:04.135205,10985616
2026-03-06 21:16:04.191013,10985634
2026-03-06 21:16:04.237279,10985718
2026-03-06 21:16:04.293181,10985736
2026-03-06 21:16:04.33931,10985820
2026-03-06 21:16:04.395143,10985838
2026-03-06 21:16:04.441193,10985922
2026-03-06 21:16:04.497076,10985940
2026-03-06 21:16:04.543513,10986024
2026-03-06 21:16:04.599178,10986042
2026-03-06 21:16:04.645491,10986126
2026-03-06 21:16:04.700689,10986144
2026-03-06 21:16:04.747129,10986228
2026-03-06 21:16:04.802902,10986246
2026-03-06 21:16:04.849019,10986330
2026-03-06 21:16:04.904974,10986348
2026-03-06 21:16:04.951077,10986432
2026-03-06 21:16:05.007013,10986450
2026-03-06 21:16:05.053452,10986534
2026-03-06 21:16:05.108752,10986552
2026-03-06 21:16:05.155201,10986636
2026-03-06 21:16:05.211113,10986654
2026-03-06 21:16:05.257409,10986738
2026-03-06 21:16:05.313262,10986756
2026-03-06 21:16:05.359179,10986840
2026-03-06 21:16:05.415004,10986858
2026-03-06 21:16:05.461324,10986942
2026-03-06 21:16:05.516965,10986960
2026-03-06 21:16:05.563116,10987044
2026-03-06 21:16:05.618865,10987062
2026-03-06 21:16:05.665462,10987146
2026-03-06 21:16:05.721288,10987164
2026-03-06 21:16:05.767516,10987248
2026-03-06 21:16:05.822869,10987266
2026-03-06 21:16:05.868981,10987350
2026-03-06 21:16:05.924712,10987368
2026-03-06 21:16:05.971326,10987452
2026-03-06 21:16:06.026981,10987470
2026-03-06 21:16:06.073448,10987554
2026-03-06 21:16:06.128908,10987572
2026-03-06 21:16:06.175429,10987656
2026-03-06 21:16:06.230894,10987674
2026-03-06 21:16:06.277445,10987758
2026-03-06 21:16:06.332713,10987776
2026-03-06 21:16:06.379042,10987860
2026-03-06 21:16:06.435072,10987878
2026-03-06 21:16:06.481513,10987962
2026-03-06 21:16:06.536808,10987980
2026-03-06 21:16:06.583184,10988064
2026-03-06 21:16:06.638989,10988082
2026-03-06 21:16:06.684949,10988166
2026-03-06 21:16:06.740972,10988184
2026-03-06 21:16:06.788037,10988268
2026-03-06 21:16:06.843148,10988286
2026-03-06 21:16:06.890508,10988370
2026-03-06 21:16:06.945154,10988388
2026-03-06 21:16:06.991078,10988472
2026-03-06 21:16:07.047042,10988490
2026-03-06 21:16:07.0931,10988574
2026-03-06 21:16:07.149017,10988592
2026-03-06 21:16:07.195516,10988676
2026-03-06 21:16:07.250695,10988694
2026-03-06 21:16:07.29734,10988778
2026-03-06 21:16:07.352938,10988796
2026-03-06 21:16:07.399447,10988880
2026-03-06 21:16:07.455204,10988898
2026-03-06 21:16:07.501304,10988982
2026-03-06 21:16:07.556655,10989000
2026-03-06 21:16:07.603307,10989084
2026-03-06 21:16:07.659098,10989102
2026-03-06 21:16:07.705115,10989186
2026-03-06 21:16:07.760998,10989204
2026-03-06 21:16:07.807286,10989288
2026-03-06 21:16:07.86284,10989306
2026-03-06 21:16:07.909292,10989390
2026-03-06 21:16:07.964634,10989408
2026-03-06 21:16:08.011563,10989492
2026-03-06 21:16:08.067135,10989510
2026-03-06 21:16:08.112837,10989594
2026-03-06 21:16:08.168657,10989612
2026-03-06 21:16:08.215576,10989696
2026-03-06 21:16:08.270808,10989714
2026-03-06 21:16:08.316934,10989798
2026-03-06 21:16:08.372855,10989816
2026-03-06 21:16:08.419617,10989900
2026-03-06 21:16:08.475299,10989918
2026-03-06 21:16:08.52129,10990002
2026-03-06 21:16:08.576824,10990020
2026-03-06 21:16:08.623387,10990104
2026-03-06 21:16:08.678792,10990122
2026-03-06 21:16:08.725198,10990206
2026-03-06 21:16:08.780944,10990224
2026-03-06 21:16:08.827139,10990308
2026-03-06 21:16:08.88293,10990326
2026-03-06 21:16:08.929365,10990410
2026-03-06 21:16:08.985201,10990428
2026-03-06 21:16:09.031212,10990512
2026-03-06 21:16:09.086883,10990530
2026-03-06 21:16:09.133346,10990614
2026-03-06 21:16:09.188891,10990632
2026-03-06 21:16:09.235396,10990716
2026-03-06 21:16:09.291227,10990734
2026-03-06 21:16:09.336983,10990818
2026-03-06 21:16:09.39262,10990836
2026-03-06 21:16:09.43933,10990920
2026-03-06 21:16:09.495316,10990938
2026-03-06 21:16:09.540856,10991022
2026-03-06 21:16:09.596837,10991040
2026-03-06 21:16:09.643115,10991124
2026-03-06 21:16:09.698782,10991142
2026-03-06 21:16:09.745173,10991226
2026-03-06 21:16:09.801144,10991244
2026-03-06 21:16:09.847282,10991328
2026-03-06 21:16:09.902935,10991346
2026-03-06 21:16:09.949453,10991430
2026-03-06 21:16:10.005392,10991448
2026-03-06 21:16:10.05107,10991532
2026-03-06 21:16:10.106861,10991550
2026-03-06 21:16:10.153418,10991634
2026-03-06 21:16:10.209383,10991652
2026-03-06 21:16:10.255438,10991736
2026-03-06 21:16:10.310849,10991754
2026-03-06 21:16:10.357556,10991838
2026-03-06 21:16:10.412986,10991856
2026-03-06 21:16:10.459029,10991940
2026-03-06 21:16:10.515134,10991958
2026-03-06 21:16:10.561057,10992042
2026-03-06 21:16:10.61685,10992060
2026-03-06 21:16:10.663424,10992144
2026-03-06 21:16:10.718796,10992162
2026-03-06 21:16:10.765132,10992246
2026-03-06 21:16:10.821148,10992264
2026-03-06 21:16:10.867051,10992348
2026-03-06 21:16:10.922895,10992366
2026-03-06 21:16:10.969425,10992450
2026-03-06 21:16:11.025413,10992468
2026-03-06 21:16:11.071138,10992552
2026-03-06 21:16:11.127095,10992570
2026-03-06 21:16:11.17336,10992654
2026-03-06 21:16:11.228816,10992672
2026-03-06 21:16:11.275024,10992756
2026-03-06 21:16:11.331279,10992774
2026-03-06 21:16:11.377373,10992858
2026-03-06 21:16:11.433146,10992876
2026-03-06 21:16:11.479389,10992960
2026-03-06 21:16:11.535387,10992978
2026-03-06 21:16:11.581507,10993062
2026-03-06 21:16:11.636702,10993080
2026-03-06 21:16:11.683488,10993164
2026-03-06 21:16:11.739076,10993182
2026-03-06 21:16:11.785081,10993266
2026-03-06 21:16:11.841203,10993284
2026-03-06 21:16:11.887365,10993368
2026-03-06 21:16:11.942953,10993386
2026-03-06 21:16:11.989518,10993470
2026-03-06 21:16:12.04524,10993488
2026-03-06 21:16:12.091422,10993572
2026-03-06 21:16:12.147079,10993590
2026-03-06 21:16:12.193559,10993674
2026-03-06 21:16:12.249298,10993692
2026-03-06 21:16:12.295269,10993776
2026-03-06 21:16:12.350899,10993794
2026-03-06 21:16:12.39748,10993878
2026-03-06 21:16:12.452836,10993896
2026-03-06 21:16:12.499477,10993980
2026-03-06 21:16:12.555062,10993998
2026-03-06 21:16:12.601082,10994082
2026-03-06 21:16:12.657181,10994100
2026-03-06 21:16:12.703368,10994184
2026-03-06 21:16:12.758858,10994202
2026-03-06 21:16:12.805475,10994286
2026-03-06 21:16:12.860758,10994304
2026-03-06 21:16:12.90728,10994388
2026-03-06 21:16:12.963077,10994406
2026-03-06 21:16:13.00946,10994490
2026-03-06 21:16:13.064983,10994508
2026-03-06 21:16:13.111482,10994592
2026-03-06 21:16:13.167007,10994610
2026-03-06 21:16:13.213381,10994694
2026-03-06 21:16:13.268966,10994712
2026-03-06 21:16:13.315331,10994796
2026-03-06 21:16:13.370727,10994814
2026-03-06 21:16:13.417234,10994898
2026-03-06 21:16:13.473085,10994916
2026-03-06 21:16:13.519538,10995000
2026-03-06 21:16:13.574806,10995018
2026-03-06 21:16:13.621176,10995102
2026-03-06 21:16:13.676833,10995120
2026-03-06 21:16:13.723138,10995204
2026-03-06 21:16:13.778908,10995222
2026-03-06 21:16:13.825138,10995306
2026-03-06 21:16:13.88078,10995324
2026-03-06 21:16:13.927403,10995408
2026-03-06 21:16:13.982774,10995426
2026-03-06 21:16:14.029358,10995510
2026-03-06 21:16:14.084961,10995528
2026-03-06 21:16:14.131398,10995612
2026-03-06 21:16:14.18685,10995630
2026-03-06 21:16:14.233269,10995714
2026-03-06 21:16:14.289009,10995732
2026-03-06 21:16:14.33536,10995816
2026-03-06 21:16:14.390882,10995834
2026-03-06 21:16:14.437394,10995918
2026-03-06 21:16:14.492839,10995936
2026-03-06 21:16:14.539185,10996020
2026-03-06 21:16:14.595297,10996038
2026-03-06 21:16:14.640978,10996122
2026-03-06 21:16:14.697045,10996140
2026-03-06 21:16:14.743311,10996224
2026-03-06 21:16:14.798969,10996242
2026-03-06 21:16:14.845355,10996326
2026-03-06 21:16:14.900957,10996344
2026-03-06 21:16:14.947461,10996428
2026-03-06 21:16:15.003231,10996446
2026-03-06 21:16:15.049506,10996530
2026-03-06 21:16:15.105351,10996548
2026-03-06 21:16:15.151507,10996632
2026-03-06 21:16:15.207048,10996650
2026-03-06 21:16:15.253347,10996734
2026-03-06 21:16:15.30892,10996752
2026-03-06 21:16:15.35564,10996836
2026-03-06 21:16:15.410808,10996854
2026-03-06 21:16:15.457311,10996938
2026-03-06 21:16:15.512684,10996956
2026-03-06 21:16:15.559475,10997040
2026-03-06 21:16:15.614753,10997058
2026-03-06 21:16:15.661234,10997142
2026-03-06 21:16:15.717257,10997160
2026-03-06 21:16:15.763168,10997244
2026-03-06 21:16:15.818859,10997262
2026-03-06 21:16:15.865568,10997346
2026-03-06 21:16:15.920889,10997364
2026-03-06 21:16:15.967464,10997448
2026-03-06 21:16:16.022896,10997466
2026-03-06 21:16:16.069152,10997550
2026-03-06 21:16:16.125355,10997568
2026-03-06 21:16:16.171292,10997652
2026-03-06 21:16:16.227301,10997670
2026-03-06 21:16:16.273293,10997754
2026-03-06 21:16:16.329129,10997772
2026-03-06 21:16:16.375593,10997856
2026-03-06 21:16:16.430755,10997874
2026-03-06 21:16:16.47715,10997958
2026-03-06 21:16:16.533252,10997976
2026-03-06 21:16:16.579541,10998060
2026-03-06 21:16:16.635231,10998078
2026-03-06 21:16:16.681458,10998162
2026-03-06 21:16:16.737156,10998180
2026-03-06 21:16:16.783146,10998264
2026-03-06 21:16:16.839045,10998282
2026-03-06 21:16:16.885177,10998366
2026-03-06 21:16:16.940767,10998384
2026-03-06 21:16:16.987367,10998468
2026-03-06 21:16:17.043177,10998486
2026-03-06 21:16:17.089651,10998570
2026-03-06 21:16:17.145325,10998588
2026-03-06 21:16:17.191622,10998672
2026-03-06 21:16:17.247068,10998690
2026-03-06 21:16:17.292974,10998774
2026-03-06 21:16:17.349304,10998792
2026-03-06 21:16:17.395405,10998876
2026-03-06 21:16:17.450741,10998894
2026-03-06 21:16:17.497511,10998978
2026-03-06 21:16:17.553402,10998996
2026-03-06 21:16:17.599155,10999080
2026-03-06 21:16:17.655063,10999098
2026-03-06 21:16:17.701239,10999182
2026-03-06 21:16:17.757093,10999200
2026-03-06 21:16:17.803635,10999284
2026-03-06 21:16:17.859656,10999302
2026-03-06 21:16:17.905858,10999386
2026-03-06 21:16:17.961306,10999404
2026-03-06 21:16:18.007178,10999488
2026-03-06 21:16:18.062748,10999506
2026-03-06 21:16:18.109372,10999590
2026-03-06 21:16:18.165303,10999608
2026-03-06 21:16:18.211637,10999692
2026-03-06 21:16:18.26701,10999710
2026-03-06 21:16:18.313421,10999794
2026-03-06 21:16:18.36908,10999812
2026-03-06 21:16:18.415213,10999896
2026-03-06 21:16:18.471231,10999914
2026-03-06 21:16:18.517386,10999998
2026-03-06 21:16:18.572787,11000016
2026-03-06 21:16:18.619145,11000100
2026-03-06 21:16:18.675006,11000118
2026-03-06 21:16:18.721579,11000202
2026-03-06 21:16:18.776975,11000220
2026-03-06 21:16:18.823087,11000304
2026-03-06 21:16:18.879303,11000322
2026-03-06 21:16:18.925149,11000406
2026-03-06 21:16:18.980864,11000424
2026-03-06 21:16:19.02769,11000508
2026-03-06 21:16:19.083311,11000526
2026-03-06 21:16:19.129277,11000610
2026-03-06 21:16:19.184864,11000628
2026-03-06 21:16:19.231176,11000712
2026-03-06 21:16:19.287184,11000730
2026-03-06 21:16:19.333511,11000814
2026-03-06 21:16:19.389293,11000832
2026-03-06 21:16:19.43507,11000916
2026-03-06 21:16:19.491061,11000934
2026-03-06 21:16:19.537688,11001018
2026-03-06 21:16:19.592803,11001036
2026-03-06 21:16:19.639535,11001120
2026-03-06 21:16:19.695246,11001138
2026-03-06 21:16:19.741519,11001222
2026-03-06 21:16:19.797021,11001240
2026-03-06 21:16:19.843614,11001324
2026-03-06 21:16:19.89946,11001342
2026-03-06 21:16:19.945543,11001426
2026-03-06 21:16:20.000894,11001444
2026-03-06 21:16:20.047558,11001528
2026-03-06 21:16:20.103084,11001546
2026-03-06 21:16:20.149427,11001630
2026-03-06 21:16:20.204796,11001648
2026-03-06 21:16:20.251429,11001732
2026-03-06 21:16:20.306936,11001750
2026-03-06 21:16:20.353724,11001834
2026-03-06 21:16:20.408975,11001852
2026-03-06 21:16:20.455502,11001936
2026-03-06 21:16:20.511199,11001954
2026-03-06 21:16:20.557658,11002038
2026-03-06 21:16:20.613575,11002056
2026-03-06 21:16:20.659642,11002140
2026-03-06 21:16:20.715379,11002158
2026-03-06 21:16:20.761165,11002242
2026-03-06 21:16:20.817229,11002260
2026-03-06 21:16:20.863402,11002344
2026-03-06 21:16:20.91893,11002362
2026-03-06 21:16:20.965196,11002446
2026-03-06 21:16:21.021284,11002464
2026-03-06 21:16:21.067008,11002548
2026-03-06 21:16:21.12342,11002566
2026-03-06 21:16:21.169302,11002650
2026-03-06 21:16:21.225177,11002668
2026-03-06 21:16:21.271613,11002752
2026-03-06 21:16:21.327077,11002770
2026-03-06 21:16:21.373315,11002854
2026-03-06 21:16:21.429002,11002872
2026-03-06 21:16:21.475517,11002956
2026-03-06 21:16:21.531116,11002974
2026-03-06 21:16:21.577636,11003058
2026-03-06 21:16:21.633484,11003076
2026-03-06 21:16:21.679568,11003160
2026-03-06 21:16:21.734955,11003178
2026-03-06 21:16:21.781224,11003262
2026-03-06 21:16:21.837607,11003280
2026-03-06 21:16:21.883402,11003364
2026-03-06 21:16:21.939247,11003382
2026-03-06 21:16:21.985324,11003466
2026-03-06 21:16:22.041117,11003484
2026-03-06 21:16:22.087081,11003568
2026-03-06 21:16:22.14317,11003586
2026-03-06 21:16:22.189386,11003670
2026-03-06 21:16:22.244986,11003688
2026-03-06 21:16:22.291258,11003772
2026-03-06 21:16:22.347411,11003790
2026-03-06 21:16:22.393662,11003874
2026-03-06 21:16:22.448764,11003892
2026-03-06 21:16:22.495515,11003976
2026-03-06 21:16:22.551099,11003994
2026-03-06 21:16:22.597185,11004078
2026-03-06 21:16:22.653249,11004096
2026-03-06 21:16:22.699104,11004180
2026-03-06 21:16:22.755063,11004198
2026-03-06 21:16:22.801304,11004282
2026-03-06 21:16:22.857326,11004300
2026-03-06 21:16:22.903697,11004384
2026-03-06 21:16:22.959208,11004402
2026-03-06 21:16:23.005535,11004486
2026-03-06 21:16:23.061455,11004504
2026-03-06 21:16:23.107435,11004588
2026-03-06 21:16:23.163154,11004606
2026-03-06 21:16:23.209349,11004690
2026-03-06 21:16:23.265129,11004708
2026-03-06 21:16:23.311473,11004792
2026-03-06 21:16:23.367288,11004810
2026-03-06 21:16:23.413225,11004894
2026-03-06 21:16:23.469227,11004912
2026-03-06 21:16:23.515478,11004996
2026-03-06 21:16:23.57096,11005014
2026-03-06 21:16:23.617387,11005098
2026-03-06 21:16:23.673553,11005116
2026-03-06 21:16:23.719359,11005200
2026-03-06 21:16:23.775111,11005218
2026-03-06 21:16:23.821136,11005302
2026-03-06 21:16:23.877473,11005320
2026-03-06 21:16:23.923366,11005404
2026-03-06 21:16:23.979051,11005422
2026-03-06 21:16:24.025205,11005506
2026-03-06 21:16:24.081549,11005524
2026-03-06 21:16:24.127637,11005608
2026-03-06 21:16:24.182905,11005626
2026-03-06 21:16:24.229302,11005710
2026-03-06 21:16:24.285421,11005728
2026-03-06 21:16:24.331637,11005812
2026-03-06 21:16:24.387448,11005830
2026-03-06 21:16:24.433347,11005914
2026-03-06 21:16:24.489126,11005932
2026-03-06 21:16:24.535628,11006016
2026-03-06 21:16:24.591434,11006034
2026-03-06 21:16:24.637807,11006118
2026-03-06 21:16:24.693561,11006136
2026-03-06 21:16:24.739605,11006220
2026-03-06 21:16:24.79541,11006238
2026-03-06 21:16:24.841538,11006322
2026-03-06 21:16:24.897202,11006340
2026-03-06 21:16:24.943789,11006424
2026-03-06 21:16:24.999494,11006442
2026-03-06 21:16:25.045517,11006526
2026-03-06 21:16:25.101518,11006544
2026-03-06 21:16:25.147503,11006628
2026-03-06 21:16:25.20325,11006646
2026-03-06 21:16:25.249147,11006730
2026-03-06 21:16:25.305313,11006748
2026-03-06 21:16:25.351466,11006832
2026-03-06 21:16:25.407217,11006850
2026-03-06 21:16:25.453646,11006934
2026-03-06 21:16:25.509328,11006952
2026-03-06 21:16:25.555907,11007036
2026-03-06 21:16:25.611035,11007054
2026-03-06 21:16:25.657304,11007138
2026-03-06 21:16:25.713011,11007156
2026-03-06 21:16:25.759172,11007240
2026-03-06 21:16:25.815129,11007258
2026-03-06 21:16:25.861782,11007342
2026-03-06 21:16:25.917134,11007360
2026-03-06 21:16:25.963564,11007444
2026-03-06 21:16:26.01922,11007462
2026-03-06 21:16:26.065349,11007546
2026-03-06 21:16:26.120996,11007564
2026-03-06 21:16:26.167171,11007648
2026-03-06 21:16:26.223063,11007666
2026-03-06 21:16:26.2697,11007750
2026-03-06 21:16:26.325469,11007768
2026-03-06 21:16:26.371647,11007852
2026-03-06 21:16:26.427438,11007870
2026-03-06 21:16:26.473894,11007954
2026-03-06 21:16:26.529121,11007972
2026-03-06 21:16:26.575734,11008056
2026-03-06 21:16:26.630885,11008074
2026-03-06 21:16:26.677318,11008158
2026-03-06 21:16:26.733301,11008176
2026-03-06 21:16:26.779337,11008260
2026-03-06 21:16:26.835289,11008278
2026-03-06 21:16:26.881583,11008362
2026-03-06 21:16:26.937116,11008380
2026-03-06 21:16:26.983407,11008464
2026-03-06 21:16:27.039423,11008482
2026-03-06 21:16:27.08557,11008566
2026-03-06 21:16:27.141035,11008584
2026-03-06 21:16:27.187191,11008668
2026-03-06 21:16:27.243609,11008686
2026-03-06 21:16:27.289719,11008770
2026-03-06 21:16:27.345551,11008788
2026-03-06 21:16:27.391321,11008872
2026-03-06 21:16:27.447193,11008890
2026-03-06 21:16:27.493498,11008974
2026-03-06 21:16:27.549175,11008992
2026-03-06 21:16:27.595527,11009076
2026-03-06 21:16:27.651165,11009094
2026-03-06 21:16:27.697361,11009178
2026-03-06 21:16:27.752944,11009196
2026-03-06 21:16:27.799742,11009280
2026-03-06 21:16:27.855396,11009298
2026-03-06 21:16:27.901519,11009382
2026-03-06 21:16:27.956944,11009400
2026-03-06 21:16:28.003587,11009484
2026-03-06 21:16:28.059216,11009502
2026-03-06 21:16:28.105528,11009586
2026-03-06 21:16:28.161046,11009604
2026-03-06 21:16:28.20766,11009688
2026-03-06 21:16:28.262916,11009706
2026-03-06 21:16:28.309082,11009790
2026-03-06 21:16:28.365256,11009808
2026-03-06 21:16:28.4116,11009892
2026-03-06 21:16:28.467456,11009910
2026-03-06 21:16:28.513544,11009994
2026-03-06 21:16:28.569185,11010012
2026-03-06 21:16:28.615506,11010096
2026-03-06 21:16:28.671102,11010114
2026-03-06 21:16:28.717083,11010198
2026-03-06 21:16:28.773364,11010216
2026-03-06 21:16:28.819131,11010300
2026-03-06 21:16:28.875057,11010318
2026-03-06 21:16:28.921155,11010402
2026-03-06 21:16:28.976994,11010420
2026-03-06 21:16:29.023513,11010504
2026-03-06 21:16:29.079386,11010522
2026-03-06 21:16:29.125153,11010606
2026-03-06 21:16:29.181119,11010624
2026-03-06 21:16:29.227534,11010708
2026-03-06 21:16:29.283215,11010726
2026-03-06 21:16:29.329702,11010810
2026-03-06 21:16:29.385362,11010828
2026-03-06 21:16:29.431676,11010912
2026-03-06 21:16:29.487045,11010930
2026-03-06 21:16:29.533489,11011014
2026-03-06 21:16:29.589376,11011032
2026-03-06 21:16:29.63517,11011116
2026-03-06 21:16:29.691006,11011134
2026-03-06 21:16:29.737943,11011218
2026-03-06 21:16:29.794353,11011236
2026-03-06 21:16:29.839575,11011320
2026-03-06 21:16:29.895489,11011338
2026-03-06 21:16:29.94109,11011422
2026-03-06 21:16:29.997439,11011440
2026-03-06 21:16:30.04353,11011524
2026-03-06 21:16:30.099018,11011542
2026-03-06 21:16:30.14559,11011626
2026-03-06 21:16:30.201409,11011644
2026-03-06 21:16:30.247364,11011728
2026-03-06 21:16:30.303678,11011746
2026-03-06 21:16:30.349641,11011830
2026-03-06 21:16:30.405,11011848
2026-03-06 21:16:30.451532,11011932
2026-03-06 21:16:30.50746,11011950
2026-03-06 21:16:30.553519,11012034
2026-03-06 21:16:30.608856,11012052
2026-03-06 21:16:30.655319,11012136
2026-03-06 21:16:30.711061,11012154
