time,PT_Cal.GN2_High.raw_adc
2026-03-06 21:14:20.307981,433992047
2026-03-06 21:14:20.308445,433868675
2026-03-06 21:14:20.407522,433967777
2026-03-06 21:14:20.407535,433755418
2026-03-06 21:14:20.407562,433630025
2026-03-06 21:14:20.40759,433731822
2026-03-06 21:14:20.407628,433855194
2026-03-06 21:14:20.40769,433839687
2026-03-06 21:14:20.407936,433524856
2026-03-06 21:14:20.408505,433839687
2026-03-06 21:14:20.507286,433767552
2026-03-06 21:14:20.507339,433800586
2026-03-06 21:14:20.507352,433773620
2026-03-06 21:14:20.50736,433786429
2026-03-06 21:14:20.507367,433871373
2026-03-06 21:14:20.507377,433837665
2026-03-06 21:14:20.507385,433708227
2026-03-06 21:14:20.507408,433820811
2026-03-06 21:14:20.507443,433512722
2026-03-06 21:14:20.60825,433670474
2026-03-06 21:14:20.608278,433702833
2026-03-06 21:14:20.608296,433686653
2026-03-06 21:14:20.608312,433609801
2026-03-06 21:14:20.608356,433856542
2026-03-06 21:14:20.608386,433674519
2026-03-06 21:14:20.608439,433759462
2026-03-06 21:14:20.608527,433843731
2026-03-06 21:14:20.608662,433670474
2026-03-06 21:14:20.708282,433816091
2026-03-06 21:14:20.7083,433911822
2026-03-06 21:14:20.708311,433720361
2026-03-06 21:14:20.708318,433942159
2026-03-06 21:14:20.708325,433716991
2026-03-06 21:14:20.708369,433698789
2026-03-06 21:14:20.708424,433659687
2026-03-06 21:14:20.7085,433764182
2026-03-06 21:14:20.708688,433911822
2026-03-06 21:14:20.808744,433911822
2026-03-06 21:14:20.808755,433716317
2026-03-06 21:14:20.808787,433960362
2026-03-06 21:14:20.808817,433872047
2026-03-06 21:14:20.808839,433843058
2026-03-06 21:14:20.808862,433683958
2026-03-06 21:14:20.808886,433791822
2026-03-06 21:14:20.808912,433715642
2026-03-06 21:14:20.808948,433768226
2026-03-06 21:14:20.809387,433911822
2026-03-06 21:14:20.912726,433823507
2026-03-06 21:14:20.912777,433751373
2026-03-06 21:14:20.912784,433878114
2026-03-06 21:14:20.912794,433890249
2026-03-06 21:14:20.91282,433557890
2026-03-06 21:14:20.912867,433890922
2026-03-06 21:14:20.91293,433610474
2026-03-06 21:14:20.913014,433609126
2026-03-06 21:14:20.913266,433823507
2026-03-06 21:14:21.01233,433861934
2026-03-06 21:14:21.012348,433975192
2026-03-06 21:14:21.012391,433946204
2026-03-06 21:14:21.012627,433758788
2026-03-06 21:14:21.012653,433754743
2026-03-06 21:14:21.012682,433606429
2026-03-06 21:14:21.012697,433824181
2026-03-06 21:14:21.012721,433751373
2026-03-06 21:14:21.112981,433797890
2026-03-06 21:14:21.113011,433814743
2026-03-06 21:14:21.113054,433795193
2026-03-06 21:14:21.113145,433979238
2026-03-06 21:14:21.11323,433810698
2026-03-06 21:14:21.113296,433483058
2026-03-06 21:14:21.113446,433816766
2026-03-06 21:14:21.113547,433662384
2026-03-06 21:14:21.113628,433797890
2026-03-06 21:14:21.212918,433918563
2026-03-06 21:14:21.212938,433781710
2026-03-06 21:14:21.212962,433725081
2026-03-06 21:14:21.21297,433818114
2026-03-06 21:14:21.212993,433974518
2026-03-06 21:14:21.213013,433718338
2026-03-06 21:14:21.213045,433748677
2026-03-06 21:14:21.213075,433834967
2026-03-06 21:14:21.213108,433888902
2026-03-06 21:14:21.213666,433834967
2026-03-06 21:14:21.312567,433820811
2026-03-06 21:14:21.3126,433788451
2026-03-06 21:14:21.312652,433736541
2026-03-06 21:14:21.31271,433658339
2026-03-06 21:14:21.312779,433718338
2026-03-06 21:14:21.312856,433885530
2026-03-06 21:14:21.312995,433702833
2026-03-06 21:14:21.313122,433716317
2026-03-06 21:14:21.413132,433636092
2026-03-06 21:14:21.413174,433878788
2026-03-06 21:14:21.413485,433953620
2026-03-06 21:14:21.413582,433729799
2026-03-06 21:14:21.413624,433800586
2026-03-06 21:14:21.413645,433890922
2026-03-06 21:14:21.413676,433781035
2026-03-06 21:14:21.4137,433601037
2026-03-06 21:14:21.414054,433636092
2026-03-06 21:14:21.51274,433830250
2026-03-06 21:14:21.512786,433968451
2026-03-06 21:14:21.51302,433748677
2026-03-06 21:14:21.513064,433888227
2026-03-06 21:14:21.513106,433808675
2026-03-06 21:14:21.513165,433623282
2026-03-06 21:14:21.513238,433756766
2026-03-06 21:14:21.513299,433748677
2026-03-06 21:14:21.61397,433722385
2026-03-06 21:14:21.61401,433830923
2026-03-06 21:14:21.614066,433848451
2026-03-06 21:14:21.614121,433996091
2026-03-06 21:14:21.614202,433761485
2026-03-06 21:14:21.614271,433909799
2026-03-06 21:14:21.614351,433803957
2026-03-06 21:14:21.614483,433764182
2026-03-06 21:14:21.614552,433722385
2026-03-06 21:14:21.7138,433904407
2026-03-06 21:14:21.713869,433594968
2026-03-06 21:14:21.713937,433970474
2026-03-06 21:14:21.71401,433912496
2026-03-06 21:14:21.7141,433725081
2026-03-06 21:14:21.714162,433968451
2026-03-06 21:14:21.714301,433917215
2026-03-06 21:14:21.714435,433719687
2026-03-06 21:14:21.714653,433912496
2026-03-06 21:14:21.8138,433884182
2026-03-06 21:14:21.813889,433667778
2026-03-06 21:14:21.81396,434026428
2026-03-06 21:14:21.814088,433723733
2026-03-06 21:14:21.814257,433487104
2026-03-06 21:14:21.814439,433653620
2026-03-06 21:14:21.814592,433939462
2026-03-06 21:14:21.815034,433723733
2026-03-06 21:14:21.917529,433900361
2026-03-06 21:14:21.917561,433838339
2026-03-06 21:14:21.91759,433839687
2026-03-06 21:14:21.917604,433763507
2026-03-06 21:14:21.917637,433855867
2026-03-06 21:14:21.917691,433891597
2026-03-06 21:14:21.917734,433920586
2026-03-06 21:14:21.918052,433900361
2026-03-06 21:14:22.017873,433623957
2026-03-06 21:14:22.017971,433714294
2026-03-06 21:14:22.018069,433848451
2026-03-06 21:14:22.018163,433767552
2026-03-06 21:14:22.01826,433752046
2026-03-06 21:14:22.018354,433880811
2026-03-06 21:14:22.019527,433623957
2026-03-06 21:14:22.118166,433979911
2026-03-06 21:14:22.118834,433731149
2026-03-06 21:14:22.118928,433675193
2026-03-06 21:14:22.119016,433930698
2026-03-06 21:14:22.119189,433757441
2026-03-06 21:14:22.119319,433634745
2026-03-06 21:14:22.119444,433874069
2026-03-06 21:14:22.119599,433745305
2026-03-06 21:14:22.119676,433675193
2026-03-06 21:14:22.217874,433832945
2026-03-06 21:14:22.217927,433886204
2026-03-06 21:14:22.217995,433755418
2026-03-06 21:14:22.218119,433801934
2026-03-06 21:14:22.218251,433733845
2026-03-06 21:14:22.218442,433817439
2026-03-06 21:14:22.218549,433783732
2026-03-06 21:14:22.218651,433727777
2026-03-06 21:14:22.22008,433801934
2026-03-06 21:14:22.317859,433810698
2026-03-06 21:14:22.318203,433836317
2026-03-06 21:14:22.318734,433730474
2026-03-06 21:14:22.318872,433740586
2026-03-06 21:14:22.319016,433779013
2026-03-06 21:14:22.319213,433680586
2026-03-06 21:14:22.319399,433615193
2026-03-06 21:14:22.319533,433567328
2026-03-06 21:14:22.417957,433706878
2026-03-06 21:14:22.418064,433642834
2026-03-06 21:14:22.418137,433661036
2026-03-06 21:14:22.418513,433797890
2026-03-06 21:14:22.418514,433706878
2026-03-06 21:14:22.418626,433772946
2026-03-06 21:14:22.418736,433747327
2026-03-06 21:14:22.418829,433673170
2026-03-06 21:14:22.518364,433620586
2026-03-06 21:14:22.518415,433477665
2026-03-06 21:14:22.518473,433883507
2026-03-06 21:14:22.518555,433931371
2026-03-06 21:14:22.51864,433716991
2026-03-06 21:14:22.518727,433652945
2026-03-06 21:14:22.518834,433619238
2026-03-06 21:14:22.518952,433661709
2026-03-06 21:14:22.518992,433620586
2026-03-06 21:14:22.618787,433926654
2026-03-06 21:14:22.618826,433514069
2026-03-06 21:14:22.618865,433677214
2026-03-06 21:14:22.618913,433553844
2026-03-06 21:14:22.618979,433753395
2026-03-06 21:14:22.619085,433753395
2026-03-06 21:14:22.619132,433781035
2026-03-06 21:14:22.619176,433694069
2026-03-06 21:14:22.619256,433926654
2026-03-06 21:14:22.719002,433704182
2026-03-06 21:14:22.719026,433586205
2026-03-06 21:14:22.719034,433847778
2026-03-06 21:14:22.719072,433757441
2026-03-06 21:14:22.719104,433719687
2026-03-06 21:14:22.719136,433712946
2026-03-06 21:14:22.719186,433797215
2026-03-06 21:14:22.719244,433696766
2026-03-06 21:14:22.719941,433704182
2026-03-06 21:14:22.818427,433853170
2026-03-06 21:14:22.818457,433845081
2026-03-06 21:14:22.818487,433816091
2026-03-06 21:14:22.818522,433697441
2026-03-06 21:14:22.81856,433767552
2026-03-06 21:14:22.818616,433712271
2026-03-06 21:14:22.818687,433799911
2026-03-06 21:14:22.922864,433652272
2026-03-06 21:14:22.922879,433632721
2026-03-06 21:14:22.922885,433745305
2026-03-06 21:14:22.922895,433855194
2026-03-06 21:14:22.922906,433890922
2026-03-06 21:14:22.922911,433549125
2026-03-06 21:14:22.922924,434031147
2026-03-06 21:14:22.922936,433874069
2026-03-06 21:14:22.922959,433614518
2026-03-06 21:14:22.923217,433652272
2026-03-06 21:14:23.022242,433894294
2026-03-06 21:14:23.022267,433661036
2026-03-06 21:14:23.022288,433915193
2026-03-06 21:14:23.02231,433892271
2026-03-06 21:14:23.022332,433849799
2026-03-06 21:14:23.02235,433868002
2026-03-06 21:14:23.02237,433647553
2026-03-06 21:14:23.122761,433939462
2026-03-06 21:14:23.122773,433773620
2026-03-06 21:14:23.122786,433814070
2026-03-06 21:14:23.122861,433774294
2026-03-06 21:14:23.122875,433853170
2026-03-06 21:14:23.122884,433846429
2026-03-06 21:14:23.122901,433727102
2026-03-06 21:14:23.122909,434033844
2026-03-06 21:14:23.122936,433747327
2026-03-06 21:14:23.1234,433939462
2026-03-06 21:14:23.222539,433618565
2026-03-06 21:14:23.22257,433822834
2026-03-06 21:14:23.222577,433680586
2026-03-06 21:14:23.222592,433574069
2026-03-06 21:14:23.222636,433752046
2026-03-06 21:14:23.222694,433685979
2026-03-06 21:14:23.222768,433656317
2026-03-06 21:14:23.322589,433601710
2026-03-06 21:14:23.322614,433688677
2026-03-06 21:14:23.322623,433960362
2026-03-06 21:14:23.322637,433758788
2026-03-06 21:14:23.322659,433544406
2026-03-06 21:14:23.322684,433712946
2026-03-06 21:14:23.322711,434036541
2026-03-06 21:14:23.322747,434020362
2026-03-06 21:14:23.322987,433601710
2026-03-06 21:14:23.422803,433862609
2026-03-06 21:14:23.422856,433713620
2026-03-06 21:14:23.422941,433921260
2026-03-06 21:14:23.423068,433812721
2026-03-06 21:14:23.423315,433766878
2026-03-06 21:14:23.423345,433862609
2026-03-06 21:14:23.423381,433894968
2026-03-06 21:14:23.423499,433793170
2026-03-06 21:14:23.423635,433628676
2026-03-06 21:14:23.522563,433916541
2026-03-06 21:14:23.522611,433783058
2026-03-06 21:14:23.522649,433760137
2026-03-06 21:14:23.522704,433878788
2026-03-06 21:14:23.522754,433689350
2026-03-06 21:14:23.623613,433766878
2026-03-06 21:14:23.623663,433872047
2026-03-06 21:14:23.623814,433658339
2026-03-06 21:14:23.623865,433957664
2026-03-06 21:14:23.623931,433840362
2026-03-06 21:14:23.624011,433766878
2026-03-06 21:14:23.624026,433843731
2026-03-06 21:14:23.624123,433818114
2026-03-06 21:14:23.624256,433830923
2026-03-06 21:14:23.723897,433688677
2026-03-06 21:14:23.723939,433733171
2026-03-06 21:14:23.72399,433918563
2026-03-06 21:14:23.724049,433675867
2026-03-06 21:14:23.724116,433636092
2026-03-06 21:14:23.724267,433688677
2026-03-06 21:14:23.72452,433743957
2026-03-06 21:14:23.72472,433702833
2026-03-06 21:14:23.724828,433653620
2026-03-06 21:14:23.823823,433666429
2026-03-06 21:14:23.823921,433737215
2026-03-06 21:14:23.824037,433686653
2026-03-06 21:14:23.824148,433876766
2026-03-06 21:14:23.824709,433666429
2026-03-06 21:14:23.927939,433858563
2026-03-06 21:14:23.928008,433565305
2026-03-06 21:14:23.928142,433731149
2026-03-06 21:14:23.928268,433533620
2026-03-06 21:14:23.928378,433753395
2026-03-06 21:14:23.928593,433644181
2026-03-06 21:14:23.928615,433858563
2026-03-06 21:14:24.028315,433770923
2026-03-06 21:14:24.028417,433617216
2026-03-06 21:14:24.028511,433885530
2026-03-06 21:14:24.028714,433714294
2026-03-06 21:14:24.028731,433770923
2026-03-06 21:14:24.028895,433710249
2026-03-06 21:14:24.029053,433685979
2026-03-06 21:14:24.029238,433892946
2026-03-06 21:14:24.02952,433659014
2026-03-06 21:14:24.128362,433739913
2026-03-06 21:14:24.128417,433840362
2026-03-06 21:14:24.128459,433764182
2026-03-06 21:14:24.128504,433545081
2026-03-06 21:14:24.128558,433994070
2026-03-06 21:14:24.128624,433760137
2026-03-06 21:14:24.128737,433840362
2026-03-06 21:14:24.227862,433792496
2026-03-06 21:14:24.227897,433551822
2026-03-06 21:14:24.22795,433729799
2026-03-06 21:14:24.228001,433835642
2026-03-06 21:14:24.228059,433964406
2026-03-06 21:14:24.228109,433843058
2026-03-06 21:14:24.228165,433640811
2026-03-06 21:14:24.228741,433843058
2026-03-06 21:14:24.327654,433899687
2026-03-06 21:14:24.327715,433669125
2026-03-06 21:14:24.327771,433845081
2026-03-06 21:14:24.327864,433736541
2026-03-06 21:14:24.327929,433824181
2026-03-06 21:14:24.328058,433883507
2026-03-06 21:14:24.427735,433763507
2026-03-06 21:14:24.427752,433782384
2026-03-06 21:14:24.42776,433631373
2026-03-06 21:14:24.427793,433834967
2026-03-06 21:14:24.427848,433799911
2026-03-06 21:14:24.42791,433748677
2026-03-06 21:14:24.428025,433592946
2026-03-06 21:14:24.428182,433876091
2026-03-06 21:14:24.428311,433763507
2026-03-06 21:14:24.527825,433934743
2026-03-06 21:14:24.527897,433690025
2026-03-06 21:14:24.528079,433829575
2026-03-06 21:14:24.528337,433814743
2026-03-06 21:14:24.52843,433658339
2026-03-06 21:14:24.528607,433712946
2026-03-06 21:14:24.528635,433934743
2026-03-06 21:14:24.528774,434019687
2026-03-06 21:14:24.528925,433514744
2026-03-06 21:14:24.529084,433799911
2026-03-06 21:14:24.628648,433632721
2026-03-06 21:14:24.628682,433651598
2026-03-06 21:14:24.628706,433748677
2026-03-06 21:14:24.628788,433728451
2026-03-06 21:14:24.628952,433783732
2026-03-06 21:14:24.629091,433757441
2026-03-06 21:14:24.629217,433822834
2026-03-06 21:14:24.62926,433632721
2026-03-06 21:14:24.729221,433822834
2026-03-06 21:14:24.729259,433797890
2026-03-06 21:14:24.729344,433714294
2026-03-06 21:14:24.729431,433516092
2026-03-06 21:14:24.729509,433967103
2026-03-06 21:14:24.729616,433584182
2026-03-06 21:14:24.729667,433822834
2026-03-06 21:14:24.729746,433937440
2026-03-06 21:14:24.829234,433587552
2026-03-06 21:14:24.829298,433806654
2026-03-06 21:14:24.829374,433772271
2026-03-06 21:14:24.829453,433834294
2026-03-06 21:14:24.829574,433834967
2026-03-06 21:14:24.829696,433965079
2026-03-06 21:14:24.829837,433739238
2026-03-06 21:14:24.829958,433587552
2026-03-06 21:14:24.932903,433742609
2026-03-06 21:14:24.932929,433405530
2026-03-06 21:14:24.932946,433873394
2026-03-06 21:14:24.932988,433725754
2026-03-06 21:14:24.933024,433625980
2026-03-06 21:14:24.93306,433671148
2026-03-06 21:14:24.933091,433872722
2026-03-06 21:14:24.933136,433689350
2026-03-06 21:14:24.933468,433742609
2026-03-06 21:14:25.032767,433709574
2026-03-06 21:14:25.032799,433712271
2026-03-06 21:14:25.032813,433793170
2026-03-06 21:14:25.032842,433814743
2026-03-06 21:14:25.032866,433820137
2026-03-06 21:14:25.03291,433721035
2026-03-06 21:14:25.03295,433779013
2026-03-06 21:14:25.03298,433566654
2026-03-06 21:14:25.033014,433913844
2026-03-06 21:14:25.132571,433785081
2026-03-06 21:14:25.13261,433603057
2026-03-06 21:14:25.132685,433886878
2026-03-06 21:14:25.132839,433514744
2026-03-06 21:14:25.132875,433845081
2026-03-06 21:14:25.132917,433985306
2026-03-06 21:14:25.133001,433801934
2026-03-06 21:14:25.133067,433785081
2026-03-06 21:14:25.232447,433591598
2026-03-06 21:14:25.232473,433525530
2026-03-06 21:14:25.232493,433961035
2026-03-06 21:14:25.232511,433832271
2026-03-06 21:14:25.232523,433739238
2026-03-06 21:14:25.232547,433731822
2026-03-06 21:14:25.232615,433921260
2026-03-06 21:14:25.232633,433714294
2026-03-06 21:14:25.233225,433739238
2026-03-06 21:14:25.332875,434155192
2026-03-06 21:14:25.332933,433748677
2026-03-06 21:14:25.332979,433799911
2026-03-06 21:14:25.333045,433839014
2026-03-06 21:14:25.333119,433814743
2026-03-06 21:14:25.333245,433727777
2026-03-06 21:14:25.333399,433791148
2026-03-06 21:14:25.333656,434155192
2026-03-06 21:14:25.43275,433809350
2026-03-06 21:14:25.4328,433915193
2026-03-06 21:14:25.432843,433755418
2026-03-06 21:14:25.432907,433804631
2026-03-06 21:14:25.432988,433668450
2026-03-06 21:14:25.433108,433646204
2026-03-06 21:14:25.4332,433691373
2026-03-06 21:14:25.433466,433833619
2026-03-06 21:14:25.434791,433668450
2026-03-06 21:14:25.532643,433890249
2026-03-06 21:14:25.532678,433697441
2026-03-06 21:14:25.532735,433937440
2026-03-06 21:14:25.532834,433749350
2026-03-06 21:14:25.53292,433967103
2026-03-06 21:14:25.533022,433738563
2026-03-06 21:14:25.63375,433843058
2026-03-06 21:14:25.633869,433872047
2026-03-06 21:14:25.633941,433874069
2026-03-06 21:14:25.634025,433873394
2026-03-06 21:14:25.634094,433843058
2026-03-06 21:14:25.634112,433789799
2026-03-06 21:14:25.634215,433723058
2026-03-06 21:14:25.634343,433845081
2026-03-06 21:14:25.733971,433779013
2026-03-06 21:14:25.734017,433816766
2026-03-06 21:14:25.734101,433681934
2026-03-06 21:14:25.734203,433550474
2026-03-06 21:14:25.734285,434015642
2026-03-06 21:14:25.734355,433779013
2026-03-06 21:14:25.734552,433599013
2026-03-06 21:14:25.734639,433800586
2026-03-06 21:14:25.734854,433804631
2026-03-06 21:14:25.83356,433694069
2026-03-06 21:14:25.833584,433801934
2026-03-06 21:14:25.833596,433787777
2026-03-06 21:14:25.833616,433602385
2026-03-06 21:14:25.833636,433726429
2026-03-06 21:14:25.833661,433775642
2026-03-06 21:14:25.834145,433739913
2026-03-06 21:14:25.834188,433738563
2026-03-06 21:14:25.834401,433738563
2026-03-06 21:14:25.937936,433752046
2026-03-06 21:14:25.937965,433578115
2026-03-06 21:14:25.937985,433679238
2026-03-06 21:14:25.937991,433682609
2026-03-06 21:14:25.938089,433654294
2026-03-06 21:14:25.938148,433738563
2026-03-06 21:14:25.938243,433898338
2026-03-06 21:14:25.938605,433752046
2026-03-06 21:14:26.038213,433630698
2026-03-06 21:14:26.038234,433839687
2026-03-06 21:14:26.03825,433922607
2026-03-06 21:14:26.038271,433702833
2026-03-06 21:14:26.038326,433584857
2026-03-06 21:14:26.038489,433897666
2026-03-06 21:14:26.03852,433608452
2026-03-06 21:14:26.038632,433630698
2026-03-06 21:14:26.038709,433703507
2026-03-06 21:14:26.137808,433611148
2026-03-06 21:14:26.137917,433850474
2026-03-06 21:14:26.138034,433705530
2026-03-06 21:14:26.138262,433896991
2026-03-06 21:14:26.138447,433761485
2026-03-06 21:14:26.138601,433615193
2026-03-06 21:14:26.138859,433761485
2026-03-06 21:14:26.138888,433782384
2026-03-06 21:14:26.139288,433729125
2026-03-06 21:14:26.238036,433645530
2026-03-06 21:14:26.238082,433681934
2026-03-06 21:14:26.238132,433818789
2026-03-06 21:14:26.238204,433597665
2026-03-06 21:14:26.238265,433698789
2026-03-06 21:14:26.238344,433718338
2026-03-06 21:14:26.238537,433613845
2026-03-06 21:14:26.23865,433962384
2026-03-06 21:14:26.238921,433698789
2026-03-06 21:14:26.337688,433697441
2026-03-06 21:14:26.337717,433801261
2026-03-06 21:14:26.337739,433676542
2026-03-06 21:14:26.337803,433839687
2026-03-06 21:14:26.337897,433917890
2026-03-06 21:14:26.337962,433545081
2026-03-06 21:14:26.338048,433709574
2026-03-06 21:14:26.338098,434001484
2026-03-06 21:14:26.438332,433846429
2026-03-06 21:14:26.438388,433849799
2026-03-06 21:14:26.438457,433872047
2026-03-06 21:14:26.438533,433739913
2026-03-06 21:14:26.43861,433808001
2026-03-06 21:14:26.438724,433725754
2026-03-06 21:14:26.438837,433713620
2026-03-06 21:14:26.439279,433846429
2026-03-06 21:14:26.538194,433929350
2026-03-06 21:14:26.538265,433930024
2026-03-06 21:14:26.538337,433943507
2026-03-06 21:14:26.538419,433812047
2026-03-06 21:14:26.538576,433769574
2026-03-06 21:14:26.538724,433719687
2026-03-06 21:14:26.538843,433769574
2026-03-06 21:14:26.538955,433813395
2026-03-06 21:14:26.539419,433769574
2026-03-06 21:14:26.639041,433755418
2026-03-06 21:14:26.63907,433655642
2026-03-06 21:14:26.639091,433883507
2026-03-06 21:14:26.639115,433874069
2026-03-06 21:14:26.639148,433756091
2026-03-06 21:14:26.639188,433803957
2026-03-06 21:14:26.639218,433775642
2026-03-06 21:14:26.639252,433750698
2026-03-06 21:14:26.639415,433655642
2026-03-06 21:14:26.738746,433665081
2026-03-06 21:14:26.738819,433723733
2026-03-06 21:14:26.738888,433663058
2026-03-06 21:14:26.738963,433595642
2026-03-06 21:14:26.739041,433890249
2026-03-06 21:14:26.739599,433890249
2026-03-06 21:14:26.739798,433868675
2026-03-06 21:14:26.739879,433764855
2026-03-06 21:14:26.739943,433720361
2026-03-06 21:14:26.838909,433781710
2026-03-06 21:14:26.838983,433843058
2026-03-06 21:14:26.839045,433624631
2026-03-06 21:14:26.83911,433772271
2026-03-06 21:14:26.839211,433729799
2026-03-06 21:14:26.8393,433776990
2026-03-06 21:14:26.839422,433773620
2026-03-06 21:14:26.839543,433812047
2026-03-06 21:14:26.839637,433736541
2026-03-06 21:14:26.839723,433624631
2026-03-06 21:14:26.94364,433785081
2026-03-06 21:14:26.943894,433781710
2026-03-06 21:14:26.944008,433834967
2026-03-06 21:14:26.944275,433672497
2026-03-06 21:14:26.944443,433845755
2026-03-06 21:14:26.945773,433785081
2026-03-06 21:14:27.042421,433576766
2026-03-06 21:14:27.042463,433744630
2026-03-06 21:14:27.04251,433813395
2026-03-06 21:14:27.042553,433718338
2026-03-06 21:14:27.042617,433694743
2026-03-06 21:14:27.042689,433932046
2026-03-06 21:14:27.04278,433647553
2026-03-06 21:14:27.142357,433710249
2026-03-06 21:14:27.14242,433650923
2026-03-06 21:14:27.142538,433659014
2026-03-06 21:14:27.142665,433710249
2026-03-06 21:14:27.242444,433859238
2026-03-06 21:14:27.242493,433807328
2026-03-06 21:14:27.242563,433724407
2026-03-06 21:14:27.24275,433795867
2026-03-06 21:14:27.242817,433781710
2026-03-06 21:14:27.242902,433594294
2026-03-06 21:14:27.242977,433859238
2026-03-06 21:14:27.342759,433719013
2026-03-06 21:14:27.342811,433913844
2026-03-06 21:14:27.343129,433877439
2026-03-06 21:14:27.343228,433593621
2026-03-06 21:14:27.343277,433805306
2026-03-06 21:14:27.343362,433801934
2026-03-06 21:14:27.343462,433707553
2026-03-06 21:14:27.343596,433719013
2026-03-06 21:14:27.34363,433694069
2026-03-06 21:14:27.442469,433569350
2026-03-06 21:14:27.442514,433659687
2026-03-06 21:14:27.442572,433767552
2026-03-06 21:14:27.44263,433680586
2026-03-06 21:14:27.442688,433923957
2026-03-06 21:14:27.442763,433733845
2026-03-06 21:14:27.543177,433616542
2026-03-06 21:14:27.543238,433807328
2026-03-06 21:14:27.543305,433787103
2026-03-06 21:14:27.543385,433783058
2026-03-06 21:14:27.54345,433791822
2026-03-06 21:14:27.543533,433896316
2026-03-06 21:14:27.543604,433895642
2026-03-06 21:14:27.543832,433616542
2026-03-06 21:14:27.643661,433916541
2026-03-06 21:14:27.643715,433582833
2026-03-06 21:14:27.643777,433817439
2026-03-06 21:14:27.643847,433779013
2026-03-06 21:14:27.643938,433671148
2026-03-06 21:14:27.644077,433662384
2026-03-06 21:14:27.644156,433916541
2026-03-06 21:14:27.744168,433909126
2026-03-06 21:14:27.744218,433755418
2026-03-06 21:14:27.744258,433907777
