time,PT_Cal.GN2_Regulated.channel_id
2026-03-06 21:14:22.365211,6
2026-03-06 21:14:22.47321,6
2026-03-06 21:14:22.473425,6
2026-03-06 21:14:22.473643,6
2026-03-06 21:14:22.473852,6
2026-03-06 21:14:22.474085,6
2026-03-06 21:14:22.474328,6
2026-03-06 21:14:22.47484,6
2026-03-06 21:14:22.582146,6
2026-03-06 21:14:22.582267,6
2026-03-06 21:14:22.582395,6
2026-03-06 21:14:22.582538,6
2026-03-06 21:14:22.582591,6
2026-03-06 21:14:22.582649,6
2026-03-06 21:14:22.582717,6
2026-03-06 21:14:22.690692,6
2026-03-06 21:14:22.690728,6
2026-03-06 21:14:22.690749,6
2026-03-06 21:14:22.690784,6
2026-03-06 21:14:22.690812,6
2026-03-06 21:14:22.690967,6
2026-03-06 21:14:22.69114,6
2026-03-06 21:14:22.799784,6
2026-03-06 21:14:22.799833,6
2026-03-06 21:14:22.799879,6
2026-03-06 21:14:22.799936,6
2026-03-06 21:14:22.800015,6
2026-03-06 21:14:22.800103,6
2026-03-06 21:14:22.800187,6
2026-03-06 21:14:22.800268,6
2026-03-06 21:14:22.800502,6
2026-03-06 21:14:22.909204,6
2026-03-06 21:14:22.909258,6
2026-03-06 21:14:22.909323,6
2026-03-06 21:14:22.909397,6
2026-03-06 21:14:22.909477,6
2026-03-06 21:14:22.909553,6
2026-03-06 21:14:22.909629,6
2026-03-06 21:14:22.909854,6
2026-03-06 21:14:23.017935,6
2026-03-06 21:14:23.017999,6
2026-03-06 21:14:23.018053,6
2026-03-06 21:14:23.018097,6
2026-03-06 21:14:23.018752,6
2026-03-06 21:14:23.126743,6
2026-03-06 21:14:23.126812,6
2026-03-06 21:14:23.126904,6
2026-03-06 21:14:23.127008,6
2026-03-06 21:14:23.127115,6
2026-03-06 21:14:23.127418,6
2026-03-06 21:14:23.236031,6
2026-03-06 21:14:23.236353,6
2026-03-06 21:14:23.236432,6
2026-03-06 21:14:23.236499,6
2026-03-06 21:14:23.236513,6
2026-03-06 21:14:23.236592,6
2026-03-06 21:14:23.236692,6
2026-03-06 21:14:23.236991,6
2026-03-06 21:14:23.237079,6
2026-03-06 21:14:23.237161,6
2026-03-06 21:14:23.344541,6
2026-03-06 21:14:23.344587,6
2026-03-06 21:14:23.34463,6
2026-03-06 21:14:23.344692,6
2026-03-06 21:14:23.344812,6
2026-03-06 21:14:23.344897,6
2026-03-06 21:14:23.345116,6
2026-03-06 21:14:23.453868,6
2026-03-06 21:14:23.453916,6
2026-03-06 21:14:23.453983,6
2026-03-06 21:14:23.454044,6
2026-03-06 21:14:23.454127,6
2026-03-06 21:14:23.454228,6
2026-03-06 21:14:23.454396,6
2026-03-06 21:14:23.563291,6
2026-03-06 21:14:23.56342,6
2026-03-06 21:14:23.563552,6
2026-03-06 21:14:23.563693,6
2026-03-06 21:14:23.56375,6
2026-03-06 21:14:23.563835,6
2026-03-06 21:14:23.564,6
2026-03-06 21:14:23.671529,6
2026-03-06 21:14:23.671769,6
2026-03-06 21:14:23.672052,6
2026-03-06 21:14:23.672122,6
2026-03-06 21:14:23.781599,6
2026-03-06 21:14:23.781844,6
2026-03-06 21:14:23.781848,6
2026-03-06 21:14:23.782267,6
2026-03-06 21:14:23.782501,6
2026-03-06 21:14:23.782898,6
2026-03-06 21:14:23.890194,6
2026-03-06 21:14:23.890401,6
2026-03-06 21:14:23.891007,6
2026-03-06 21:14:23.891062,6
2026-03-06 21:14:23.89183,6
2026-03-06 21:14:23.999273,6
2026-03-06 21:14:23.999447,6
2026-03-06 21:14:23.999601,6
2026-03-06 21:14:23.999823,6
2026-03-06 21:14:24.108049,6
2026-03-06 21:14:24.108297,6
2026-03-06 21:14:24.108517,6
2026-03-06 21:14:24.108795,6
2026-03-06 21:14:24.109048,6
2026-03-06 21:14:24.109331,6
2026-03-06 21:14:24.216533,6
2026-03-06 21:14:24.216591,6
2026-03-06 21:14:24.216789,6
2026-03-06 21:14:24.216857,6
2026-03-06 21:14:24.217099,6
2026-03-06 21:14:24.325966,6
2026-03-06 21:14:24.326018,6
2026-03-06 21:14:24.326087,6
2026-03-06 21:14:24.326224,6
2026-03-06 21:14:24.326455,6
2026-03-06 21:14:24.326656,6
2026-03-06 21:14:24.326741,6
2026-03-06 21:14:24.435673,6
2026-03-06 21:14:24.436087,6
2026-03-06 21:14:24.436374,6
2026-03-06 21:14:24.436383,6
2026-03-06 21:14:24.436681,6
2026-03-06 21:14:24.436911,6
2026-03-06 21:14:24.437134,6
2026-03-06 21:14:24.43735,6
2026-03-06 21:14:24.543864,6
2026-03-06 21:14:24.543996,6
2026-03-06 21:14:24.544206,6
2026-03-06 21:14:24.544448,6
2026-03-06 21:14:24.544536,6
2026-03-06 21:14:24.544612,6
2026-03-06 21:14:24.652893,6
2026-03-06 21:14:24.653053,6
2026-03-06 21:14:24.653232,6
2026-03-06 21:14:24.653396,6
2026-03-06 21:14:24.653564,6
2026-03-06 21:14:24.653858,6
2026-03-06 21:14:24.762264,6
2026-03-06 21:14:24.762447,6
2026-03-06 21:14:24.762637,6
2026-03-06 21:14:24.762822,6
2026-03-06 21:14:24.763026,6
2026-03-06 21:14:24.763234,6
2026-03-06 21:14:24.76331,6
2026-03-06 21:14:24.871167,6
2026-03-06 21:14:24.871269,6
2026-03-06 21:14:24.871363,6
2026-03-06 21:14:24.871464,6
2026-03-06 21:14:24.871562,6
2026-03-06 21:14:24.871659,6
2026-03-06 21:14:24.87171,6
2026-03-06 21:14:24.871752,6
2026-03-06 21:14:24.87185,6
2026-03-06 21:14:24.980034,6
2026-03-06 21:14:24.980296,6
2026-03-06 21:14:24.980555,6
2026-03-06 21:14:24.98077,6
2026-03-06 21:14:24.980978,6
2026-03-06 21:14:24.980985,6
2026-03-06 21:14:25.088917,6
2026-03-06 21:14:25.089058,6
2026-03-06 21:14:25.089239,6
2026-03-06 21:14:25.089394,6
2026-03-06 21:14:25.089491,6
2026-03-06 21:14:25.089579,6
2026-03-06 21:14:25.198051,6
2026-03-06 21:14:25.19828,6
2026-03-06 21:14:25.198493,6
2026-03-06 21:14:25.198737,6
2026-03-06 21:14:25.198825,6
2026-03-06 21:14:25.199359,6
2026-03-06 21:14:25.307267,6
2026-03-06 21:14:25.307805,6
2026-03-06 21:14:25.307918,6
2026-03-06 21:14:25.308023,6
2026-03-06 21:14:25.308101,6
2026-03-06 21:14:25.416354,6
2026-03-06 21:14:25.416508,6
2026-03-06 21:14:25.416649,6
2026-03-06 21:14:25.41681,6
2026-03-06 21:14:25.416826,6
2026-03-06 21:14:25.416975,6
2026-03-06 21:14:25.417199,6
2026-03-06 21:14:25.525477,6
2026-03-06 21:14:25.525876,6
2026-03-06 21:14:25.526355,6
2026-03-06 21:14:25.526602,6
2026-03-06 21:14:25.526775,6
2026-03-06 21:14:25.526984,6
2026-03-06 21:14:25.5271,6
2026-03-06 21:14:25.527134,6
2026-03-06 21:14:25.634655,6
2026-03-06 21:14:25.634894,6
2026-03-06 21:14:25.635136,6
2026-03-06 21:14:25.635393,6
2026-03-06 21:14:25.635633,6
2026-03-06 21:14:25.743652,6
2026-03-06 21:14:25.7439,6
2026-03-06 21:14:25.744134,6
2026-03-06 21:14:25.744377,6
2026-03-06 21:14:25.744628,6
2026-03-06 21:14:25.74471,6
2026-03-06 21:14:25.851765,6
2026-03-06 21:14:25.851968,6
2026-03-06 21:14:25.851984,6
2026-03-06 21:14:25.852153,6
2026-03-06 21:14:25.852372,6
2026-03-06 21:14:25.852741,6
2026-03-06 21:14:25.960881,6
2026-03-06 21:14:25.960938,6
2026-03-06 21:14:25.960977,6
2026-03-06 21:14:25.961039,6
2026-03-06 21:14:25.961138,6
2026-03-06 21:14:25.961341,6
2026-03-06 21:14:25.96141,6
2026-03-06 21:14:26.069688,6
2026-03-06 21:14:26.069844,6
2026-03-06 21:14:26.069962,6
2026-03-06 21:14:26.069992,6
2026-03-06 21:14:26.070123,6
2026-03-06 21:14:26.070307,6
2026-03-06 21:14:26.070456,6
2026-03-06 21:14:26.17925,6
2026-03-06 21:14:26.179334,6
2026-03-06 21:14:26.179453,6
2026-03-06 21:14:26.179774,6
2026-03-06 21:14:26.180119,6
2026-03-06 21:14:26.288231,6
2026-03-06 21:14:26.288468,6
2026-03-06 21:14:26.288692,6
2026-03-06 21:14:26.288969,6
2026-03-06 21:14:26.289247,6
2026-03-06 21:14:26.289348,6
2026-03-06 21:14:26.397198,6
2026-03-06 21:14:26.397278,6
2026-03-06 21:14:26.397434,6
2026-03-06 21:14:26.39776,6
2026-03-06 21:14:26.398069,6
2026-03-06 21:14:26.398081,6
2026-03-06 21:14:26.506211,6
2026-03-06 21:14:26.506363,6
2026-03-06 21:14:26.506512,6
2026-03-06 21:14:26.506632,6
2026-03-06 21:14:26.506673,6
2026-03-06 21:14:26.506853,6
2026-03-06 21:14:26.507008,6
2026-03-06 21:14:26.507196,6
2026-03-06 21:14:26.615001,6
2026-03-06 21:14:26.615157,6
2026-03-06 21:14:26.615328,6
2026-03-06 21:14:26.615492,6
2026-03-06 21:14:26.615676,6
2026-03-06 21:14:26.615823,6
2026-03-06 21:14:26.615902,6
2026-03-06 21:14:26.724316,6
2026-03-06 21:14:26.724498,6
2026-03-06 21:14:26.724684,6
2026-03-06 21:14:26.724871,6
2026-03-06 21:14:26.724982,6
2026-03-06 21:14:26.725078,6
2026-03-06 21:14:26.83293,6
2026-03-06 21:14:26.83309,6
2026-03-06 21:14:26.833273,6
2026-03-06 21:14:26.833464,6
2026-03-06 21:14:26.833513,6
2026-03-06 21:14:26.833643,6
2026-03-06 21:14:26.942305,6
2026-03-06 21:14:26.942484,6
2026-03-06 21:14:26.942666,6
2026-03-06 21:14:26.94286,6
2026-03-06 21:14:26.943073,6
2026-03-06 21:14:26.943142,6
2026-03-06 21:14:26.943531,6
2026-03-06 21:14:27.050643,6
2026-03-06 21:14:27.050782,6
2026-03-06 21:14:27.050944,6
2026-03-06 21:14:27.051086,6
2026-03-06 21:14:27.051165,6
2026-03-06 21:14:27.051259,6
2026-03-06 21:14:27.160011,6
2026-03-06 21:14:27.16014,6
2026-03-06 21:14:27.160336,6
2026-03-06 21:14:27.160507,6
2026-03-06 21:14:27.160567,6
2026-03-06 21:14:27.160893,6
2026-03-06 21:14:27.268945,6
2026-03-06 21:14:27.269019,6
2026-03-06 21:14:27.269061,6
2026-03-06 21:14:27.269099,6
2026-03-06 21:14:27.26926,6
2026-03-06 21:14:27.269551,6
2026-03-06 21:14:27.378086,6
2026-03-06 21:14:27.378241,6
2026-03-06 21:14:27.378392,6
2026-03-06 21:14:27.378545,6
2026-03-06 21:14:27.378688,6
2026-03-06 21:14:27.378703,6
2026-03-06 21:14:27.486843,6
2026-03-06 21:14:27.487012,6
2026-03-06 21:14:27.487208,6
2026-03-06 21:14:27.487426,6
2026-03-06 21:14:27.487567,6
2026-03-06 21:14:27.48765,6
2026-03-06 21:14:27.596298,6
2026-03-06 21:14:27.596505,6
2026-03-06 21:14:27.596703,6
2026-03-06 21:14:27.596932,6
2026-03-06 21:14:27.596987,6
2026-03-06 21:14:27.597314,6
2026-03-06 21:14:27.705482,6
2026-03-06 21:14:27.706189,6
2026-03-06 21:14:27.706335,6
2026-03-06 21:14:27.706494,6
2026-03-06 21:14:27.706667,6
2026-03-06 21:14:27.706825,6
2026-03-06 21:14:27.706986,6
2026-03-06 21:14:27.707254,6
2026-03-06 21:14:27.70743,6
2026-03-06 21:14:27.81423,6
2026-03-06 21:14:27.814359,6
2026-03-06 21:14:27.814505,6
2026-03-06 21:14:27.814701,6
2026-03-06 21:14:27.814802,6
2026-03-06 21:14:27.814986,6
2026-03-06 21:14:27.815122,6
2026-03-06 21:14:27.923022,6
2026-03-06 21:14:27.923227,6
2026-03-06 21:14:27.923444,6
2026-03-06 21:14:27.923639,6
2026-03-06 21:14:27.923623,6
2026-03-06 21:14:27.92385,6
2026-03-06 21:14:28.031676,6
2026-03-06 21:14:28.031793,6
2026-03-06 21:14:28.031904,6
2026-03-06 21:14:28.032018,6
2026-03-06 21:14:28.032135,6
2026-03-06 21:14:28.032273,6
2026-03-06 21:14:28.032292,6
2026-03-06 21:14:28.141245,6
2026-03-06 21:14:28.141652,6
2026-03-06 21:14:28.142088,6
2026-03-06 21:14:28.142554,6
2026-03-06 21:14:28.142755,6
2026-03-06 21:14:28.142918,6
2026-03-06 21:14:28.142928,6
2026-03-06 21:14:28.143132,6
2026-03-06 21:14:28.250149,6
2026-03-06 21:14:28.250331,6
2026-03-06 21:14:28.250508,6
2026-03-06 21:14:28.250672,6
2026-03-06 21:14:28.250683,6
2026-03-06 21:14:28.250894,6
2026-03-06 21:14:28.359011,6
2026-03-06 21:14:28.359182,6
2026-03-06 21:14:28.359383,6
2026-03-06 21:14:28.359511,6
2026-03-06 21:14:28.359576,6
2026-03-06 21:14:28.467663,6
2026-03-06 21:14:28.467695,6
2026-03-06 21:14:28.467747,6
2026-03-06 21:14:28.467812,6
2026-03-06 21:14:28.467876,6
2026-03-06 21:14:28.468005,6
2026-03-06 21:14:28.468154,6
2026-03-06 21:14:28.576867,6
2026-03-06 21:14:28.577093,6
2026-03-06 21:14:28.577331,6
2026-03-06 21:14:28.57737,6
2026-03-06 21:14:28.577583,6
2026-03-06 21:14:28.686249,6
2026-03-06 21:14:28.686347,6
2026-03-06 21:14:28.68645,6
2026-03-06 21:14:28.686551,6
2026-03-06 21:14:28.686647,6
2026-03-06 21:14:28.686654,6
2026-03-06 21:14:28.686763,6
2026-03-06 21:14:28.795766,6
2026-03-06 21:14:28.79622,6
2026-03-06 21:14:28.796327,6
2026-03-06 21:14:28.796664,6
2026-03-06 21:14:28.797112,6
2026-03-06 21:14:28.79751,6
2026-03-06 21:14:28.798141,6
2026-03-06 21:14:28.79872,6
2026-03-06 21:14:28.905475,6
2026-03-06 21:14:28.90563,6
2026-03-06 21:14:28.906071,6
2026-03-06 21:14:29.013325,6
2026-03-06 21:14:29.013783,6
2026-03-06 21:14:29.013929,6
2026-03-06 21:14:29.014119,6
2026-03-06 21:14:29.014334,6
2026-03-06 21:14:29.015452,6
2026-03-06 21:14:29.122938,6
2026-03-06 21:14:29.12324,6
2026-03-06 21:14:29.123514,6
2026-03-06 21:14:29.123819,6
2026-03-06 21:14:29.125223,6
2026-03-06 21:14:29.230777,6
2026-03-06 21:14:29.230954,6
2026-03-06 21:14:29.231135,6
2026-03-06 21:14:29.231484,6
2026-03-06 21:14:29.339769,6
2026-03-06 21:14:29.339936,6
2026-03-06 21:14:29.340124,6
2026-03-06 21:14:29.340274,6
2026-03-06 21:14:29.3403,6
2026-03-06 21:14:29.44938,6
2026-03-06 21:14:29.449662,6
2026-03-06 21:14:29.450435,6
2026-03-06 21:14:29.451152,6
2026-03-06 21:14:29.557801,6
2026-03-06 21:14:29.557906,6
2026-03-06 21:14:29.558059,6
2026-03-06 21:14:29.55822,6
2026-03-06 21:14:29.55834,6
2026-03-06 21:14:29.558385,6
2026-03-06 21:14:29.666865,6
2026-03-06 21:14:29.666955,6
2026-03-06 21:14:29.667144,6
2026-03-06 21:14:29.667469,6
2026-03-06 21:14:29.667612,6
2026-03-06 21:14:29.775935,6
2026-03-06 21:14:29.776105,6
2026-03-06 21:14:29.7763,6
2026-03-06 21:14:29.776466,6
2026-03-06 21:14:29.776491,6
2026-03-06 21:14:29.884917,6
2026-03-06 21:14:29.884986,6
2026-03-06 21:14:29.88506,6
2026-03-06 21:14:29.885138,6
2026-03-06 21:14:29.885224,6
2026-03-06 21:14:29.885415,6
2026-03-06 21:14:29.994388,6
2026-03-06 21:14:29.994611,6
2026-03-06 21:14:29.995001,6
2026-03-06 21:14:29.995364,6
2026-03-06 21:14:29.995816,6
2026-03-06 21:14:30.103259,6
2026-03-06 21:14:30.103404,6
2026-03-06 21:14:30.103588,6
2026-03-06 21:14:30.103823,6
2026-03-06 21:14:30.10392,6
2026-03-06 21:14:30.104212,6
2026-03-06 21:14:30.10438,6
2026-03-06 21:14:30.212171,6
2026-03-06 21:14:30.21225,6
2026-03-06 21:14:30.212366,6
2026-03-06 21:14:30.212507,6
2026-03-06 21:14:30.21277,6
2026-03-06 21:14:30.213096,6
2026-03-06 21:14:30.213395,6
2026-03-06 21:14:30.321194,6
2026-03-06 21:14:30.321629,6
2026-03-06 21:14:30.32189,6
2026-03-06 21:14:30.322095,6
2026-03-06 21:14:30.322171,6
2026-03-06 21:14:30.430239,6
2026-03-06 21:14:30.430359,6
2026-03-06 21:14:30.430633,6
2026-03-06 21:14:30.430655,6
2026-03-06 21:14:30.431003,6
2026-03-06 21:14:30.431307,6
2026-03-06 21:14:30.431809,6
2026-03-06 21:14:30.539022,6
2026-03-06 21:14:30.539205,6
2026-03-06 21:14:30.539364,6
2026-03-06 21:14:30.539513,6
2026-03-06 21:14:30.540278,6
2026-03-06 21:14:30.648596,6
2026-03-06 21:14:30.648818,6
2026-03-06 21:14:30.649035,6
2026-03-06 21:14:30.649304,6
2026-03-06 21:14:30.649539,6
2026-03-06 21:14:30.649977,6
2026-03-06 21:14:30.757534,6
2026-03-06 21:14:30.757741,6
2026-03-06 21:14:30.757959,6
2026-03-06 21:14:30.758189,6
2026-03-06 21:14:30.758477,6
2026-03-06 21:14:30.758517,6
2026-03-06 21:14:30.758709,6
2026-03-06 21:14:30.866509,6
2026-03-06 21:14:30.867422,6
2026-03-06 21:14:30.868388,6
2026-03-06 21:14:30.869091,6
2026-03-06 21:14:30.86922,6
2026-03-06 21:14:30.869489,6
2026-03-06 21:14:30.869955,6
2026-03-06 21:14:30.975078,6
2026-03-06 21:14:30.975204,6
2026-03-06 21:14:30.975325,6
2026-03-06 21:14:30.97538,6
2026-03-06 21:14:30.975449,6
2026-03-06 21:14:31.084385,6
2026-03-06 21:14:31.084581,6
2026-03-06 21:14:31.084827,6
2026-03-06 21:14:31.08504,6
2026-03-06 21:14:31.085049,6
2026-03-06 21:14:31.085285,6
2026-03-06 21:14:31.193319,6
2026-03-06 21:14:31.193409,6
2026-03-06 21:14:31.193475,6
2026-03-06 21:14:31.193602,6
2026-03-06 21:14:31.19399,6
2026-03-06 21:14:31.302121,6
2026-03-06 21:14:31.302312,6
2026-03-06 21:14:31.302494,6
2026-03-06 21:14:31.302685,6
2026-03-06 21:14:31.303442,6
2026-03-06 21:14:31.411723,6
2026-03-06 21:14:31.411967,6
2026-03-06 21:14:31.412266,6
2026-03-06 21:14:31.412486,6
2026-03-06 21:14:31.41255,6
2026-03-06 21:14:31.519959,6
2026-03-06 21:14:31.520042,6
2026-03-06 21:14:31.520223,6
2026-03-06 21:14:31.629372,6
2026-03-06 21:14:31.629568,6
2026-03-06 21:14:31.629765,6
2026-03-06 21:14:31.629969,6
2026-03-06 21:14:31.630128,6
2026-03-06 21:14:31.738243,6
2026-03-06 21:14:31.738386,6
2026-03-06 21:14:31.738536,6
2026-03-06 21:14:31.738695,6
2026-03-06 21:14:31.73884,6
2026-03-06 21:14:31.738897,6
2026-03-06 21:14:31.739027,6
2026-03-06 21:14:31.847065,6
2026-03-06 21:14:31.84728,6
2026-03-06 21:14:31.847446,6
2026-03-06 21:14:31.847695,6
2026-03-06 21:14:31.847709,6
2026-03-06 21:14:31.847874,6
2026-03-06 21:14:31.955738,6
2026-03-06 21:14:31.955931,6
2026-03-06 21:14:31.956056,6
2026-03-06 21:14:31.956184,6
2026-03-06 21:14:31.956267,6
2026-03-06 21:14:31.956466,6
2026-03-06 21:14:31.956673,6
2026-03-06 21:14:32.065126,6
2026-03-06 21:14:32.065289,6
2026-03-06 21:14:32.065454,6
2026-03-06 21:14:32.065628,6
2026-03-06 21:14:32.065629,6
2026-03-06 21:14:32.173619,6
2026-03-06 21:14:32.173758,6
2026-03-06 21:14:32.173892,6
2026-03-06 21:14:32.174022,6
2026-03-06 21:14:32.174254,6
2026-03-06 21:14:32.283061,6
2026-03-06 21:14:32.283306,6
2026-03-06 21:14:32.283468,6
2026-03-06 21:14:32.283535,6
2026-03-06 21:14:32.391498,6
2026-03-06 21:14:32.391639,6
2026-03-06 21:14:32.391749,6
2026-03-06 21:14:32.391995,6
2026-03-06 21:14:32.392176,6
2026-03-06 21:14:32.501048,6
2026-03-06 21:14:32.501294,6
2026-03-06 21:14:32.501529,6
2026-03-06 21:14:32.501569,6
2026-03-06 21:14:32.501787,6
2026-03-06 21:14:32.502024,6
2026-03-06 21:14:32.502291,6
2026-03-06 21:14:32.609769,6
2026-03-06 21:14:32.609854,6
2026-03-06 21:14:32.60998,6
2026-03-06 21:14:32.610133,6
2026-03-06 21:14:32.610364,6
2026-03-06 21:14:32.610453,6
2026-03-06 21:14:32.610608,6
2026-03-06 21:14:32.610751,6
2026-03-06 21:14:32.719702,6
2026-03-06 21:14:32.719891,6
2026-03-06 21:14:32.72009,6
2026-03-06 21:14:32.720322,6
2026-03-06 21:14:32.720541,6
2026-03-06 21:14:32.72165,6
2026-03-06 21:14:32.828142,6
2026-03-06 21:14:32.828328,6
2026-03-06 21:14:32.828464,6
2026-03-06 21:14:32.828538,6
2026-03-06 21:14:32.828594,6
2026-03-06 21:14:32.828758,6
2026-03-06 21:14:32.828942,6
2026-03-06 21:14:32.936942,6
2026-03-06 21:14:32.93704,6
2026-03-06 21:14:32.93719,6
2026-03-06 21:14:32.937317,6
