time,ACT.GSE_Med_Press_Control.channel_id
2026-03-06 21:14:18.56454,4
2026-03-06 21:14:18.564544,4
2026-03-06 21:14:18.619175,4
2026-03-06 21:14:18.619179,4
2026-03-06 21:14:18.665945,4
2026-03-06 21:14:18.665949,4
2026-03-06 21:14:18.721237,4
2026-03-06 21:14:18.72124,4
2026-03-06 21:14:18.768299,4
2026-03-06 21:14:18.768303,4
2026-03-06 21:14:18.823563,4
2026-03-06 21:14:18.823567,4
2026-03-06 21:14:18.870318,4
2026-03-06 21:14:18.870324,4
2026-03-06 21:14:18.925371,4
2026-03-06 21:14:18.925376,4
2026-03-06 21:14:18.972186,4
2026-03-06 21:14:18.97219,4
2026-03-06 21:14:19.027635,4
2026-03-06 21:14:19.027639,4
2026-03-06 21:14:19.074164,4
2026-03-06 21:14:19.074171,4
2026-03-06 21:14:19.129217,4
2026-03-06 21:14:19.129231,4
2026-03-06 21:14:19.176462,4
2026-03-06 21:14:19.176489,4
2026-03-06 21:14:19.231438,4
2026-03-06 21:14:19.231453,4
2026-03-06 21:14:19.278321,4
2026-03-06 21:14:19.278331,4
2026-03-06 21:14:19.333766,4
2026-03-06 21:14:19.333773,4
2026-03-06 21:14:19.380071,4
2026-03-06 21:14:19.380077,4
2026-03-06 21:14:19.435196,4
2026-03-06 21:14:19.435216,4
2026-03-06 21:14:19.482127,4
2026-03-06 21:14:19.482146,4
2026-03-06 21:14:19.537313,4
2026-03-06 21:14:19.537325,4
2026-03-06 21:14:19.584661,4
2026-03-06 21:14:19.584684,4
2026-03-06 21:14:19.63976,4
2026-03-06 21:14:19.639806,4
2026-03-06 21:14:19.686447,4
2026-03-06 21:14:19.686479,4
2026-03-06 21:14:19.741463,4
2026-03-06 21:14:19.741483,4
2026-03-06 21:14:19.788715,4
2026-03-06 21:14:19.788735,4
2026-03-06 21:14:19.843743,4
2026-03-06 21:14:19.843759,4
2026-03-06 21:14:19.890066,4
2026-03-06 21:14:19.890078,4
2026-03-06 21:14:19.945677,4
2026-03-06 21:14:19.945708,4
2026-03-06 21:14:19.992912,4
2026-03-06 21:14:19.99295,4
2026-03-06 21:14:20.047601,4
2026-03-06 21:14:20.047618,4
2026-03-06 21:14:20.09404,4
2026-03-06 21:14:20.094052,4
2026-03-06 21:14:20.149496,4
2026-03-06 21:14:20.149512,4
2026-03-06 21:14:20.196446,4
2026-03-06 21:14:20.196461,4
2026-03-06 21:14:20.251246,4
2026-03-06 21:14:20.251261,4
2026-03-06 21:14:20.29846,4
2026-03-06 21:14:20.298478,4
2026-03-06 21:14:20.353477,4
2026-03-06 21:14:20.353493,4
2026-03-06 21:14:20.400446,4
2026-03-06 21:14:20.400457,4
2026-03-06 21:14:20.45579,4
2026-03-06 21:14:20.455809,4
2026-03-06 21:14:20.502234,4
2026-03-06 21:14:20.502247,4
2026-03-06 21:14:20.557483,4
2026-03-06 21:14:20.557498,4
2026-03-06 21:14:20.604526,4
2026-03-06 21:14:20.604543,4
2026-03-06 21:14:20.659151,4
2026-03-06 21:14:20.659168,4
2026-03-06 21:14:20.706285,4
2026-03-06 21:14:20.706299,4
2026-03-06 21:14:20.761728,4
2026-03-06 21:14:20.761742,4
2026-03-06 21:14:20.80878,4
2026-03-06 21:14:20.808795,4
2026-03-06 21:14:20.863334,4
2026-03-06 21:14:20.863348,4
2026-03-06 21:14:20.910231,4
2026-03-06 21:14:20.910243,4
2026-03-06 21:14:20.965705,4
2026-03-06 21:14:20.965718,4
2026-03-06 21:14:21.012434,4
2026-03-06 21:14:21.012448,4
2026-03-06 21:14:21.067267,4
2026-03-06 21:14:21.067288,4
2026-03-06 21:14:21.114582,4
2026-03-06 21:14:21.114603,4
2026-03-06 21:14:21.169837,4
2026-03-06 21:14:21.169877,4
2026-03-06 21:14:21.216242,4
2026-03-06 21:14:21.216262,4
2026-03-06 21:14:21.271686,4
2026-03-06 21:14:21.271703,4
2026-03-06 21:14:21.318342,4
2026-03-06 21:14:21.318367,4
2026-03-06 21:14:21.373516,4
2026-03-06 21:14:21.37354,4
2026-03-06 21:14:21.420334,4
2026-03-06 21:14:21.420357,4
2026-03-06 21:14:21.475578,4
2026-03-06 21:14:21.475606,4
2026-03-06 21:14:21.522591,4
2026-03-06 21:14:21.522619,4
2026-03-06 21:14:21.577381,4
2026-03-06 21:14:21.577403,4
2026-03-06 21:14:21.624409,4
2026-03-06 21:14:21.624434,4
2026-03-06 21:14:21.679516,4
2026-03-06 21:14:21.679544,4
2026-03-06 21:14:21.72613,4
2026-03-06 21:14:21.726154,4
2026-03-06 21:14:21.781846,4
2026-03-06 21:14:21.781875,4
2026-03-06 21:14:21.828207,4
2026-03-06 21:14:21.828232,4
2026-03-06 21:14:21.883302,4
2026-03-06 21:14:21.883317,4
2026-03-06 21:14:21.930394,4
2026-03-06 21:14:21.930415,4
2026-03-06 21:14:21.9859,4
2026-03-06 21:14:21.985924,4
2026-03-06 21:14:22.032641,4
2026-03-06 21:14:22.032669,4
2026-03-06 21:14:22.087933,4
2026-03-06 21:14:22.087968,4
2026-03-06 21:14:22.134486,4
2026-03-06 21:14:22.134512,4
2026-03-06 21:14:22.189709,4
2026-03-06 21:14:22.18974,4
2026-03-06 21:14:22.236478,4
2026-03-06 21:14:22.236498,4
2026-03-06 21:14:22.291526,4
2026-03-06 21:14:22.291555,4
2026-03-06 21:14:22.338237,4
2026-03-06 21:14:22.338256,4
2026-03-06 21:14:22.393622,4
2026-03-06 21:14:22.393653,4
2026-03-06 21:14:22.440421,4
2026-03-06 21:14:22.44045,4
2026-03-06 21:14:22.495606,4
2026-03-06 21:14:22.495639,4
2026-03-06 21:14:22.542521,4
2026-03-06 21:14:22.542542,4
2026-03-06 21:14:22.597816,4
2026-03-06 21:14:22.597838,4
2026-03-06 21:14:22.644631,4
2026-03-06 21:14:22.644646,4
2026-03-06 21:14:22.699649,4
2026-03-06 21:14:22.699665,4
2026-03-06 21:14:22.746356,4
2026-03-06 21:14:22.746371,4
2026-03-06 21:14:22.801514,4
2026-03-06 21:14:22.80153,4
2026-03-06 21:14:22.848319,4
2026-03-06 21:14:22.848333,4
2026-03-06 21:14:22.903686,4
2026-03-06 21:14:22.903703,4
2026-03-06 21:14:22.950434,4
2026-03-06 21:14:22.950446,4
2026-03-06 21:14:23.005322,4
2026-03-06 21:14:23.005333,4
2026-03-06 21:14:23.052318,4
2026-03-06 21:14:23.052333,4
2026-03-06 21:14:23.107718,4
2026-03-06 21:14:23.107736,4
2026-03-06 21:14:23.154366,4
2026-03-06 21:14:23.154381,4
2026-03-06 21:14:23.209408,4
2026-03-06 21:14:23.209427,4
2026-03-06 21:14:23.256265,4
2026-03-06 21:14:23.25628,4
2026-03-06 21:14:23.31161,4
2026-03-06 21:14:23.31164,4
2026-03-06 21:14:23.358129,4
2026-03-06 21:14:23.358143,4
2026-03-06 21:14:23.413378,4
2026-03-06 21:14:23.413394,4
2026-03-06 21:14:23.460359,4
2026-03-06 21:14:23.460374,4
2026-03-06 21:14:23.51544,4
2026-03-06 21:14:23.515451,4
2026-03-06 21:14:23.562578,4
2026-03-06 21:14:23.562592,4
2026-03-06 21:14:23.617868,4
2026-03-06 21:14:23.617884,4
2026-03-06 21:14:23.664595,4
2026-03-06 21:14:23.664618,4
2026-03-06 21:14:23.719487,4
2026-03-06 21:14:23.719516,4
2026-03-06 21:14:23.766522,4
2026-03-06 21:14:23.766535,4
2026-03-06 21:14:23.821628,4
2026-03-06 21:14:23.821645,4
2026-03-06 21:14:23.868267,4
2026-03-06 21:14:23.868279,4
2026-03-06 21:14:23.923858,4
2026-03-06 21:14:23.923878,4
2026-03-06 21:14:23.970523,4
2026-03-06 21:14:23.970552,4
2026-03-06 21:14:24.02645,4
2026-03-06 21:14:24.026477,4
2026-03-06 21:14:24.072156,4
2026-03-06 21:14:24.072188,4
2026-03-06 21:14:24.127916,4
2026-03-06 21:14:24.12793,4
2026-03-06 21:14:24.174216,4
2026-03-06 21:14:24.174234,4
2026-03-06 21:14:24.22951,4
2026-03-06 21:14:24.229531,4
2026-03-06 21:14:24.276194,4
2026-03-06 21:14:24.276209,4
2026-03-06 21:14:24.331386,4
2026-03-06 21:14:24.331404,4
2026-03-06 21:14:24.378519,4
2026-03-06 21:14:24.378549,4
2026-03-06 21:14:24.433659,4
2026-03-06 21:14:24.433676,4
2026-03-06 21:14:24.480578,4
2026-03-06 21:14:24.480598,4
2026-03-06 21:14:24.535443,4
2026-03-06 21:14:24.535474,4
2026-03-06 21:14:24.582108,4
2026-03-06 21:14:24.582118,4
2026-03-06 21:14:24.637763,4
2026-03-06 21:14:24.637795,4
2026-03-06 21:14:24.684539,4
2026-03-06 21:14:24.68456,4
2026-03-06 21:14:24.739709,4
2026-03-06 21:14:24.739737,4
2026-03-06 21:14:24.786466,4
2026-03-06 21:14:24.786485,4
2026-03-06 21:14:24.841277,4
2026-03-06 21:14:24.841292,4
2026-03-06 21:14:24.888402,4
2026-03-06 21:14:24.88842,4
2026-03-06 21:14:24.943608,4
2026-03-06 21:14:24.943631,4
2026-03-06 21:14:24.99041,4
2026-03-06 21:14:24.990449,4
2026-03-06 21:14:25.045864,4
2026-03-06 21:14:25.045893,4
2026-03-06 21:14:25.092539,4
2026-03-06 21:14:25.092562,4
2026-03-06 21:14:25.147335,4
2026-03-06 21:14:25.147363,4
2026-03-06 21:14:25.194487,4
2026-03-06 21:14:25.19451,4
2026-03-06 21:14:25.249546,4
2026-03-06 21:14:25.249557,4
2026-03-06 21:14:25.296372,4
2026-03-06 21:14:25.296403,4
2026-03-06 21:14:25.351448,4
2026-03-06 21:14:25.351469,4
2026-03-06 21:14:25.39875,4
2026-03-06 21:14:25.398776,4
2026-03-06 21:14:25.453342,4
2026-03-06 21:14:25.45336,4
2026-03-06 21:14:25.500395,4
2026-03-06 21:14:25.500423,4
2026-03-06 21:14:25.555745,4
2026-03-06 21:14:25.555769,4
2026-03-06 21:14:25.60265,4
2026-03-06 21:14:25.602674,4
2026-03-06 21:14:25.657787,4
2026-03-06 21:14:25.657808,4
2026-03-06 21:14:25.704411,4
2026-03-06 21:14:25.704441,4
2026-03-06 21:14:25.759385,4
2026-03-06 21:14:25.759401,4
2026-03-06 21:14:25.806421,4
2026-03-06 21:14:25.806441,4
2026-03-06 21:14:25.861371,4
2026-03-06 21:14:25.861387,4
2026-03-06 21:14:25.908322,4
2026-03-06 21:14:25.908348,4
2026-03-06 21:14:25.963353,4
2026-03-06 21:14:25.963371,4
2026-03-06 21:14:26.010141,4
2026-03-06 21:14:26.010164,4
2026-03-06 21:14:26.06577,4
2026-03-06 21:14:26.065787,4
2026-03-06 21:14:26.112674,4
2026-03-06 21:14:26.112696,4
2026-03-06 21:14:26.167448,4
2026-03-06 21:14:26.167472,4
2026-03-06 21:14:26.214312,4
2026-03-06 21:14:26.214332,4
2026-03-06 21:14:26.269683,4
2026-03-06 21:14:26.26971,4
2026-03-06 21:14:26.316594,4
2026-03-06 21:14:26.316617,4
2026-03-06 21:14:26.371914,4
2026-03-06 21:14:26.371939,4
2026-03-06 21:14:26.418596,4
2026-03-06 21:14:26.418621,4
2026-03-06 21:14:26.473333,4
2026-03-06 21:14:26.473353,4
2026-03-06 21:14:26.520208,4
2026-03-06 21:14:26.520226,4
2026-03-06 21:14:26.575769,4
2026-03-06 21:14:26.575795,4
2026-03-06 21:14:26.622633,4
2026-03-06 21:14:26.622658,4
2026-03-06 21:14:26.677287,4
2026-03-06 21:14:26.677304,4
2026-03-06 21:14:26.724652,4
2026-03-06 21:14:26.724676,4
2026-03-06 21:14:26.779857,4
2026-03-06 21:14:26.779874,4
2026-03-06 21:14:26.826579,4
2026-03-06 21:14:26.826602,4
2026-03-06 21:14:26.881377,4
2026-03-06 21:14:26.881398,4
2026-03-06 21:14:26.928304,4
2026-03-06 21:14:26.928334,4
2026-03-06 21:14:26.98373,4
2026-03-06 21:14:26.983757,4
2026-03-06 21:14:27.030788,4
2026-03-06 21:14:27.030818,4
2026-03-06 21:14:27.0856,4
2026-03-06 21:14:27.085627,4
2026-03-06 21:14:27.132485,4
2026-03-06 21:14:27.132517,4
2026-03-06 21:14:27.187793,4
2026-03-06 21:14:27.187826,4
2026-03-06 21:14:27.234404,4
2026-03-06 21:14:27.234416,4
2026-03-06 21:14:27.289453,4
2026-03-06 21:14:27.289484,4
2026-03-06 21:14:27.336434,4
2026-03-06 21:14:27.336453,4
2026-03-06 21:14:27.391344,4
2026-03-06 21:14:27.391367,4
2026-03-06 21:14:27.438569,4
2026-03-06 21:14:27.43859,4
2026-03-06 21:14:27.4936,4
2026-03-06 21:14:27.493628,4
2026-03-06 21:14:27.540294,4
2026-03-06 21:14:27.540316,4
2026-03-06 21:14:27.59668,4
2026-03-06 21:14:27.596708,4
2026-03-06 21:14:27.6427,4
2026-03-06 21:14:27.642726,4
2026-03-06 21:14:27.69756,4
2026-03-06 21:14:27.697582,4
2026-03-06 21:14:27.74459,4
2026-03-06 21:14:27.744625,4
2026-03-06 21:14:27.799338,4
2026-03-06 21:14:27.799355,4
2026-03-06 21:14:27.846676,4
2026-03-06 21:14:27.846702,4
2026-03-06 21:14:27.901782,4
2026-03-06 21:14:27.901812,4
2026-03-06 21:14:27.948456,4
2026-03-06 21:14:27.948482,4
2026-03-06 21:14:28.004026,4
2026-03-06 21:14:28.004061,4
2026-03-06 21:14:28.050326,4
2026-03-06 21:14:28.050348,4
2026-03-06 21:14:28.106006,4
2026-03-06 21:14:28.106035,4
2026-03-06 21:14:28.152513,4
2026-03-06 21:14:28.152538,4
2026-03-06 21:14:28.20778,4
2026-03-06 21:14:28.207811,4
2026-03-06 21:14:28.254457,4
2026-03-06 21:14:28.254482,4
2026-03-06 21:14:28.30949,4
2026-03-06 21:14:28.309503,4
2026-03-06 21:14:28.356569,4
2026-03-06 21:14:28.356583,4
2026-03-06 21:14:28.411664,4
2026-03-06 21:14:28.411693,4
2026-03-06 21:14:28.458162,4
2026-03-06 21:14:28.45818,4
2026-03-06 21:14:28.513719,4
2026-03-06 21:14:28.513743,4
2026-03-06 21:14:28.56051,4
2026-03-06 21:14:28.560523,4
2026-03-06 21:14:28.615612,4
2026-03-06 21:14:28.61564,4
2026-03-06 21:14:28.662417,4
2026-03-06 21:14:28.662444,4
2026-03-06 21:14:28.717472,4
2026-03-06 21:14:28.717489,4
2026-03-06 21:14:28.764296,4
2026-03-06 21:14:28.764321,4
2026-03-06 21:14:28.819778,4
2026-03-06 21:14:28.819793,4
2026-03-06 21:14:28.866634,4
2026-03-06 21:14:28.866662,4
2026-03-06 21:14:28.921648,4
2026-03-06 21:14:28.921667,4
2026-03-06 21:14:28.968695,4
2026-03-06 21:14:28.968718,4
2026-03-06 21:14:29.023451,4
2026-03-06 21:14:29.023475,4
2026-03-06 21:14:29.070397,4
2026-03-06 21:14:29.070426,4
2026-03-06 21:14:29.125633,4
2026-03-06 21:14:29.125659,4
2026-03-06 21:14:29.172331,4
2026-03-06 21:14:29.172345,4
2026-03-06 21:14:29.227398,4
2026-03-06 21:14:29.227412,4
2026-03-06 21:14:29.274551,4
2026-03-06 21:14:29.274563,4
2026-03-06 21:14:29.329463,4
2026-03-06 21:14:29.32948,4
2026-03-06 21:14:29.376847,4
2026-03-06 21:14:29.376881,4
2026-03-06 21:14:29.431728,4
2026-03-06 21:14:29.431744,4
2026-03-06 21:14:29.478324,4
2026-03-06 21:14:29.478346,4
2026-03-06 21:14:29.533627,4
2026-03-06 21:14:29.533648,4
2026-03-06 21:14:29.5804,4
2026-03-06 21:14:29.580422,4
2026-03-06 21:14:29.635772,4
2026-03-06 21:14:29.635804,4
2026-03-06 21:14:29.682347,4
2026-03-06 21:14:29.682366,4
2026-03-06 21:14:29.73746,4
2026-03-06 21:14:29.737477,4
2026-03-06 21:14:29.784456,4
2026-03-06 21:14:29.784471,4
2026-03-06 21:14:29.83944,4
2026-03-06 21:14:29.839451,4
2026-03-06 21:14:29.886389,4
2026-03-06 21:14:29.8864,4
2026-03-06 21:14:29.941673,4
2026-03-06 21:14:29.94169,4
2026-03-06 21:14:29.988877,4
2026-03-06 21:14:29.988892,4
2026-03-06 21:14:30.043539,4
2026-03-06 21:14:30.043561,4
2026-03-06 21:14:30.090627,4
2026-03-06 21:14:30.090641,4
2026-03-06 21:14:30.145708,4
2026-03-06 21:14:30.145724,4
2026-03-06 21:14:30.192538,4
2026-03-06 21:14:30.192574,4
2026-03-06 21:14:30.247711,4
2026-03-06 21:14:30.247724,4
2026-03-06 21:14:30.294455,4
2026-03-06 21:14:30.294471,4
2026-03-06 21:14:30.349877,4
2026-03-06 21:14:30.349909,4
2026-03-06 21:14:30.396238,4
2026-03-06 21:14:30.396247,4
2026-03-06 21:14:30.451805,4
2026-03-06 21:14:30.451837,4
2026-03-06 21:14:30.498687,4
2026-03-06 21:14:30.498708,4
2026-03-06 21:14:30.553759,4
2026-03-06 21:14:30.553788,4
2026-03-06 21:14:30.600675,4
2026-03-06 21:14:30.60071,4
2026-03-06 21:14:30.655517,4
2026-03-06 21:14:30.655545,4
2026-03-06 21:14:30.702601,4
2026-03-06 21:14:30.702622,4
2026-03-06 21:14:30.759152,4
2026-03-06 21:14:30.759194,4
2026-03-06 21:14:30.804522,4
2026-03-06 21:14:30.804536,4
2026-03-06 21:14:30.859458,4
2026-03-06 21:14:30.859481,4
2026-03-06 21:14:30.906701,4
2026-03-06 21:14:30.906725,4
2026-03-06 21:14:30.961797,4
2026-03-06 21:14:30.961814,4
2026-03-06 21:14:31.008588,4
2026-03-06 21:14:31.008604,4
2026-03-06 21:14:31.063939,4
2026-03-06 21:14:31.063962,4
2026-03-06 21:14:31.110436,4
2026-03-06 21:14:31.110449,4
2026-03-06 21:14:31.16582,4
2026-03-06 21:14:31.165836,4
2026-03-06 21:14:31.212418,4
2026-03-06 21:14:31.212434,4
2026-03-06 21:14:31.267914,4
2026-03-06 21:14:31.267929,4
2026-03-06 21:14:31.31433,4
2026-03-06 21:14:31.314344,4
2026-03-06 21:14:31.369799,4
2026-03-06 21:14:31.369815,4
2026-03-06 21:14:31.416318,4
2026-03-06 21:14:31.416339,4
2026-03-06 21:14:31.471574,4
2026-03-06 21:14:31.471588,4
2026-03-06 21:14:31.518319,4
2026-03-06 21:14:31.51833,4
2026-03-06 21:14:31.573782,4
2026-03-06 21:14:31.573825,4
2026-03-06 21:14:31.620412,4
2026-03-06 21:14:31.620435,4
2026-03-06 21:14:31.675594,4
2026-03-06 21:14:31.675621,4
2026-03-06 21:14:31.722688,4
2026-03-06 21:14:31.722714,4
2026-03-06 21:14:31.777784,4
2026-03-06 21:14:31.777807,4
2026-03-06 21:14:31.824808,4
2026-03-06 21:14:31.824832,4
2026-03-06 21:14:31.879761,4
2026-03-06 21:14:31.879791,4
2026-03-06 21:14:31.9263,4
2026-03-06 21:14:31.926324,4
2026-03-06 21:14:31.981691,4
2026-03-06 21:14:31.981703,4
2026-03-06 21:14:32.028273,4
2026-03-06 21:14:32.028284,4
2026-03-06 21:14:32.083782,4
2026-03-06 21:14:32.083799,4
2026-03-06 21:14:32.130634,4
2026-03-06 21:14:32.130649,4
2026-03-06 21:14:32.185754,4
2026-03-06 21:14:32.185767,4
2026-03-06 21:14:32.232381,4
2026-03-06 21:14:32.232398,4
2026-03-06 21:14:32.287364,4
2026-03-06 21:14:32.287386,4
2026-03-06 21:14:32.334755,4
2026-03-06 21:14:32.334786,4
2026-03-06 21:14:32.389588,4
2026-03-06 21:14:32.389603,4
2026-03-06 21:14:32.436135,4
2026-03-06 21:14:32.436148,4
2026-03-06 21:14:32.491775,4
2026-03-06 21:14:32.491808,4
2026-03-06 21:14:32.538248,4
2026-03-06 21:14:32.53827,4
2026-03-06 21:14:32.593752,4
2026-03-06 21:14:32.593771,4
2026-03-06 21:14:32.640487,4
2026-03-06 21:14:32.640501,4
2026-03-06 21:14:32.695571,4
2026-03-06 21:14:32.695586,4
2026-03-06 21:14:32.742844,4
2026-03-06 21:14:32.742867,4
2026-03-06 21:14:32.797921,4
2026-03-06 21:14:32.797951,4
2026-03-06 21:14:32.844568,4
2026-03-06 21:14:32.844586,4
2026-03-06 21:14:32.899674,4
2026-03-06 21:14:32.899703,4
2026-03-06 21:14:32.946386,4
2026-03-06 21:14:32.946404,4
2026-03-06 21:14:33.001994,4
2026-03-06 21:14:33.002019,4
2026-03-06 21:14:33.048816,4
2026-03-06 21:14:33.048841,4
2026-03-06 21:14:33.103969,4
2026-03-06 21:14:33.103985,4
2026-03-06 21:14:33.150621,4
2026-03-06 21:14:33.150637,4
2026-03-06 21:14:33.205429,4
2026-03-06 21:14:33.205452,4
2026-03-06 21:14:33.252572,4
2026-03-06 21:14:33.252601,4
2026-03-06 21:14:33.307608,4
2026-03-06 21:14:33.307633,4
2026-03-06 21:14:33.354745,4
2026-03-06 21:14:33.354782,4
2026-03-06 21:14:33.41033,4
2026-03-06 21:14:33.410382,4
2026-03-06 21:14:33.456332,4
2026-03-06 21:14:33.456347,4
2026-03-06 21:14:33.511351,4
2026-03-06 21:14:33.511365,4
2026-03-06 21:14:33.55841,4
2026-03-06 21:14:33.558436,4
2026-03-06 21:14:33.613442,4
2026-03-06 21:14:33.61346,4
2026-03-06 21:14:33.660648,4
2026-03-06 21:14:33.660671,4
2026-03-06 21:14:33.715677,4
2026-03-06 21:14:33.715704,4
2026-03-06 21:14:33.762346,4
2026-03-06 21:14:33.762371,4
2026-03-06 21:14:33.817645,4
2026-03-06 21:14:33.817676,4
2026-03-06 21:14:33.864769,4
2026-03-06 21:14:33.864786,4
2026-03-06 21:14:33.919859,4
2026-03-06 21:14:33.919886,4
2026-03-06 21:14:33.966449,4
2026-03-06 21:14:33.966473,4
2026-03-06 21:14:34.021687,4
2026-03-06 21:14:34.021706,4
2026-03-06 21:14:34.068421,4
2026-03-06 21:14:34.068442,4
2026-03-06 21:14:34.123883,4
2026-03-06 21:14:34.123913,4
2026-03-06 21:14:34.17092,4
2026-03-06 21:14:34.170952,4
2026-03-06 21:14:34.226031,4
2026-03-06 21:14:34.226063,4
2026-03-06 21:14:34.272316,4
2026-03-06 21:14:34.272332,4
2026-03-06 21:14:34.327643,4
2026-03-06 21:14:34.327665,4
2026-03-06 21:14:34.37428,4
2026-03-06 21:14:34.374305,4
2026-03-06 21:14:34.430032,4
2026-03-06 21:14:34.430062,4
2026-03-06 21:14:34.476865,4
2026-03-06 21:14:34.476879,4
2026-03-06 21:14:34.531749,4
2026-03-06 21:14:34.531776,4
2026-03-06 21:14:34.578257,4
2026-03-06 21:14:34.578284,4
2026-03-06 21:14:34.633774,4
2026-03-06 21:14:34.633803,4
2026-03-06 21:14:34.680184,4
2026-03-06 21:14:34.680199,4
2026-03-06 21:14:34.735769,4
2026-03-06 21:14:34.735788,4
2026-03-06 21:14:34.782519,4
2026-03-06 21:14:34.782537,4
2026-03-06 21:14:34.83751,4
2026-03-06 21:14:34.837518,4
2026-03-06 21:14:34.884525,4
2026-03-06 21:14:34.88455,4
2026-03-06 21:14:34.939605,4
2026-03-06 21:14:34.939618,4
2026-03-06 21:14:34.98626,4
2026-03-06 21:14:34.98627,4
2026-03-06 21:14:35.041876,4
2026-03-06 21:14:35.041891,4
2026-03-06 21:14:35.088724,4
2026-03-06 21:14:35.088749,4
2026-03-06 21:14:35.143451,4
2026-03-06 21:14:35.143477,4
2026-03-06 21:14:35.190823,4
2026-03-06 21:14:35.190852,4
2026-03-06 21:14:35.246015,4
2026-03-06 21:14:35.246037,4
2026-03-06 21:14:35.292439,4
2026-03-06 21:14:35.292449,4
2026-03-06 21:14:35.347939,4
2026-03-06 21:14:35.347967,4
2026-03-06 21:14:35.394262,4
2026-03-06 21:14:35.394288,4
2026-03-06 21:14:35.449448,4
2026-03-06 21:14:35.449459,4
2026-03-06 21:14:35.496624,4
2026-03-06 21:14:35.496643,4
2026-03-06 21:14:35.551512,4
2026-03-06 21:14:35.551527,4
2026-03-06 21:14:35.59833,4
2026-03-06 21:14:35.598359,4
2026-03-06 21:14:35.653653,4
2026-03-06 21:14:35.653676,4
2026-03-06 21:14:35.700153,4
2026-03-06 21:14:35.700173,4
2026-03-06 21:14:35.756264,4
2026-03-06 21:14:35.756299,4
2026-03-06 21:14:35.802599,4
2026-03-06 21:14:35.802626,4
2026-03-06 21:14:35.85803,4
2026-03-06 21:14:35.858053,4
2026-03-06 21:14:35.904695,4
2026-03-06 21:14:35.904716,4
2026-03-06 21:14:35.959678,4
2026-03-06 21:14:35.959692,4
2026-03-06 21:14:36.006563,4
2026-03-06 21:14:36.006588,4
2026-03-06 21:14:36.062105,4
2026-03-06 21:14:36.062136,4
2026-03-06 21:14:36.108489,4
2026-03-06 21:14:36.10851,4
2026-03-06 21:14:36.163913,4
2026-03-06 21:14:36.163943,4
2026-03-06 21:14:36.210806,4
2026-03-06 21:14:36.210838,4
2026-03-06 21:14:36.265901,4
2026-03-06 21:14:36.265927,4
2026-03-06 21:14:36.31279,4
2026-03-06 21:14:36.312819,4
2026-03-06 21:14:36.368143,4
2026-03-06 21:14:36.368179,4
2026-03-06 21:14:36.414592,4
2026-03-06 21:14:36.414622,4
2026-03-06 21:14:36.469574,4
2026-03-06 21:14:36.469598,4
2026-03-06 21:14:36.516856,4
2026-03-06 21:14:36.516881,4
2026-03-06 21:14:36.571686,4
