time,BOARD.HB_51.board_type
2026-03-06 21:14:18.314621,4
2026-03-06 21:14:18.751231,4
2026-03-06 21:14:19.758258,4
2026-03-06 21:14:20.764123,4
2026-03-06 21:14:21.771356,4
2026-03-06 21:14:22.778047,4
2026-03-06 21:14:23.785272,4
2026-03-06 21:14:24.792545,4
2026-03-06 21:14:25.799477,4
2026-03-06 21:14:26.806399,4
2026-03-06 21:14:27.814355,4
2026-03-06 21:14:28.820418,4
2026-03-06 21:14:29.825575,4
2026-03-06 21:14:30.832357,4
2026-03-06 21:14:31.83954,4
2026-03-06 21:14:32.84634,4
2026-03-06 21:14:33.853722,4
2026-03-06 21:14:34.860398,4
2026-03-06 21:14:35.867768,4
2026-03-06 21:14:36.874912,4
2026-03-06 21:14:37.881458,4
2026-03-06 21:14:38.886635,4
2026-03-06 21:14:39.893898,4
2026-03-06 21:14:40.900833,4
2026-03-06 21:14:41.908237,4
2026-03-06 21:14:42.9151,4
2026-03-06 21:14:43.92153,4
2026-03-06 21:14:44.928642,4
2026-03-06 21:14:45.935914,4
2026-03-06 21:14:46.942845,4
2026-03-06 21:14:47.948065,4
2026-03-06 21:14:48.95485,4
2026-03-06 21:14:49.961745,4
2026-03-06 21:14:50.969054,4
2026-03-06 21:14:51.976137,4
2026-03-06 21:14:52.982958,4
2026-03-06 21:14:53.990089,4
2026-03-06 21:14:54.997216,4
2026-03-06 21:14:56.004401,4
2026-03-06 21:14:57.008805,4
2026-03-06 21:14:58.016144,4
2026-03-06 21:14:59.022934,4
2026-03-06 21:15:00.030554,4
2026-03-06 21:15:01.037211,4
2026-03-06 21:15:02.043998,4
2026-03-06 21:15:03.050889,4
2026-03-06 21:15:04.058012,4
2026-03-06 21:15:05.065706,4
2026-03-06 21:15:06.07038,4
2026-03-06 21:15:07.077466,4
2026-03-06 21:15:08.084063,4
2026-03-06 21:15:09.091145,4
2026-03-06 21:15:10.098326,4
2026-03-06 21:15:11.105272,4
2026-03-06 21:15:12.112337,4
2026-03-06 21:15:13.119189,4
2026-03-06 21:15:14.12634,4
2026-03-06 21:15:15.131532,4
2026-03-06 21:15:16.138671,4
2026-03-06 21:15:17.145726,4
2026-03-06 21:15:18.152625,4
2026-03-06 21:15:19.159716,4
2026-03-06 21:15:20.166542,4
2026-03-06 21:15:21.173489,4
2026-03-06 21:15:22.180715,4
2026-03-06 21:15:23.18728,4
2026-03-06 21:15:24.188709,4
2026-03-06 21:15:25.19533,4
2026-03-06 21:15:26.20274,4
2026-03-06 21:15:27.209997,4
2026-03-06 21:15:28.216485,4
2026-03-06 21:15:29.223814,4
2026-03-06 21:15:30.230725,4
2026-03-06 21:15:31.237802,4
2026-03-06 21:15:32.244571,4
2026-03-06 21:15:33.249896,4
2026-03-06 21:15:34.256947,4
2026-03-06 21:15:35.264154,4
2026-03-06 21:15:36.270945,4
2026-03-06 21:15:37.27769,4
2026-03-06 21:15:38.284622,4
2026-03-06 21:15:39.291617,4
2026-03-06 21:15:40.299096,4
2026-03-06 21:15:41.306278,4
2026-03-06 21:15:42.310763,4
2026-03-06 21:15:43.31827,4
2026-03-06 21:15:44.325202,4
2026-03-06 21:15:45.332039,4
2026-03-06 21:15:46.339265,4
2026-03-06 21:15:47.345727,4
2026-03-06 21:15:48.353171,4
2026-03-06 21:15:49.360143,4
2026-03-06 21:15:50.366488,4
2026-03-06 21:15:51.371933,4
2026-03-06 21:15:52.379127,4
2026-03-06 21:15:53.385771,4
