time,ACT.Fuel_Fill_Vent.timestamp_ns
2026-03-06 21:14:21.883238,1772831661883130420
2026-03-06 21:14:21.930287,1772831661930184169
2026-03-06 21:14:21.930316,1772831661930184169
2026-03-06 21:14:21.98576,1772831661985661793
2026-03-06 21:14:21.985799,1772831661985661793
2026-03-06 21:14:22.032507,1772831662032398067
2026-03-06 21:14:22.032545,1772831662032398067
2026-03-06 21:14:22.087748,1772831662087540836
2026-03-06 21:14:22.087793,1772831662087540836
2026-03-06 21:14:22.134312,1772831662134186440
2026-03-06 21:14:22.134353,1772831662134186440
2026-03-06 21:14:22.18957,1772831662189453751
2026-03-06 21:14:22.189611,1772831662189453751
2026-03-06 21:14:22.236365,1772831662236267736
2026-03-06 21:14:22.236388,1772831662236267736
2026-03-06 21:14:22.291363,1772831662291229530
2026-03-06 21:14:22.291412,1772831662291229530
2026-03-06 21:14:22.338133,1772831662338044955
2026-03-06 21:14:22.338168,1772831662338044955
2026-03-06 21:14:22.39343,1772831662393196453
2026-03-06 21:14:22.393476,1772831662393196453
2026-03-06 21:14:22.440306,1772831662440197739
2026-03-06 21:14:22.440337,1772831662440197739
2026-03-06 21:14:22.495413,1772831662495229110
2026-03-06 21:14:22.495462,1772831662495229110
2026-03-06 21:14:22.542418,1772831662542314892
2026-03-06 21:14:22.542448,1772831662542314892
2026-03-06 21:14:22.597689,1772831662597558560
2026-03-06 21:14:22.597722,1772831662597558560
2026-03-06 21:14:22.644547,1772831662644391042
2026-03-06 21:14:22.644573,1772831662644391042
2026-03-06 21:14:22.699576,1772831662699480000
2026-03-06 21:14:22.699596,1772831662699480000
2026-03-06 21:14:22.746276,1772831662746202352
2026-03-06 21:14:22.746296,1772831662746202352
2026-03-06 21:14:22.801415,1772831662801354919
2026-03-06 21:14:22.801434,1772831662801354919
2026-03-06 21:14:22.848207,1772831662848136234
2026-03-06 21:14:22.848229,1772831662848136234
2026-03-06 21:14:22.903578,1772831662903480220
2026-03-06 21:14:22.90361,1772831662903480220
2026-03-06 21:14:22.950378,1772831662950351574
2026-03-06 21:14:22.950393,1772831662950351574
2026-03-06 21:14:23.005239,1772831663005143206
2026-03-06 21:14:23.00528,1772831663005143206
2026-03-06 21:14:23.052229,1772831663052166678
2026-03-06 21:14:23.052258,1772831663052166678
2026-03-06 21:14:23.107625,1772831663107565539
2026-03-06 21:14:23.107652,1772831663107565539
2026-03-06 21:14:23.154284,1772831663154220816
2026-03-06 21:14:23.154304,1772831663154220816
2026-03-06 21:14:23.209327,1772831663209245345
2026-03-06 21:14:23.209349,1772831663209245345
2026-03-06 21:14:23.256187,1772831663256095112
2026-03-06 21:14:23.256214,1772831663256095112
2026-03-06 21:14:23.311507,1772831663311416119
2026-03-06 21:14:23.31154,1772831663311416119
2026-03-06 21:14:23.358061,1772831663358003547
2026-03-06 21:14:23.358082,1772831663358003547
2026-03-06 21:14:23.413286,1772831663413216531
2026-03-06 21:14:23.413315,1772831663413216531
2026-03-06 21:14:23.460284,1772831663460231918
2026-03-06 21:14:23.460306,1772831663460231918
2026-03-06 21:14:23.515372,1772831663515299532
2026-03-06 21:14:23.515393,1772831663515299532
2026-03-06 21:14:23.562478,1772831663562392288
2026-03-06 21:14:23.562509,1772831663562392288
2026-03-06 21:14:23.617764,1772831663617636664
2026-03-06 21:14:23.617787,1772831663617636664
2026-03-06 21:14:23.664459,1772831663664335131
2026-03-06 21:14:23.664496,1772831663664335131
2026-03-06 21:14:23.719321,1772831663719197645
2026-03-06 21:14:23.719367,1772831663719197645
2026-03-06 21:14:23.766432,1772831663766361461
2026-03-06 21:14:23.766477,1772831663766361461
2026-03-06 21:14:23.821497,1772831663821355460
2026-03-06 21:14:23.821539,1772831663821355460
2026-03-06 21:14:23.868181,1772831663868034365
2026-03-06 21:14:23.868213,1772831663868034365
2026-03-06 21:14:23.923785,1772831663923691531
2026-03-06 21:14:23.923801,1772831663923691531
2026-03-06 21:14:23.970405,1772831663970171830
2026-03-06 21:14:23.970441,1772831663970171830
2026-03-06 21:14:24.026352,1772831664025320823
2026-03-06 21:14:24.026377,1772831664025320823
2026-03-06 21:14:24.072041,1772831664071944950
2026-03-06 21:14:24.072076,1772831664071944950
2026-03-06 21:14:24.127858,1772831664127409988
2026-03-06 21:14:24.127874,1772831664127409988
2026-03-06 21:14:24.174121,1772831664174072155
2026-03-06 21:14:24.174147,1772831664174072155
2026-03-06 21:14:24.229446,1772831664229378889
2026-03-06 21:14:24.229459,1772831664229378889
2026-03-06 21:14:24.276112,1772831664276044661
2026-03-06 21:14:24.276133,1772831664276044661
2026-03-06 21:14:24.331311,1772831664331271607
2026-03-06 21:14:24.331329,1772831664331271607
2026-03-06 21:14:24.378362,1772831664378200122
2026-03-06 21:14:24.378399,1772831664378200122
2026-03-06 21:14:24.433576,1772831664433483863
2026-03-06 21:14:24.4336,1772831664433483863
2026-03-06 21:14:24.480458,1772831664480328698
2026-03-06 21:14:24.480493,1772831664480328698
2026-03-06 21:14:24.535297,1772831664535185295
2026-03-06 21:14:24.53533,1772831664535185295
2026-03-06 21:14:24.582015,1772831664581947099
2026-03-06 21:14:24.582061,1772831664581947099
2026-03-06 21:14:24.637613,1772831664637470115
2026-03-06 21:14:24.637654,1772831664637470115
2026-03-06 21:14:24.684434,1772831664684350150
2026-03-06 21:14:24.684459,1772831664684350150
2026-03-06 21:14:24.73959,1772831664739492544
2026-03-06 21:14:24.739622,1772831664739492544
2026-03-06 21:14:24.786359,1772831664786233981
2026-03-06 21:14:24.786389,1772831664786233981
2026-03-06 21:14:24.841154,1772831664841073047
2026-03-06 21:14:24.841223,1772831664841073047
2026-03-06 21:14:24.888313,1772831664888227846
2026-03-06 21:14:24.888337,1772831664888227846
2026-03-06 21:14:24.943522,1772831664943440141
2026-03-06 21:14:24.943545,1772831664943440141
2026-03-06 21:14:24.990212,1772831664989994879
2026-03-06 21:14:24.990268,1772831664989994879
2026-03-06 21:14:25.045713,1772831665045612452
2026-03-06 21:14:25.045759,1772831665045612452
2026-03-06 21:14:25.092437,1772831665092338376
2026-03-06 21:14:25.092462,1772831665092338376
2026-03-06 21:14:25.147229,1772831665147144911
2026-03-06 21:14:25.147259,1772831665147144911
2026-03-06 21:14:25.194333,1772831665194216571
2026-03-06 21:14:25.19438,1772831665194216571
2026-03-06 21:14:25.249496,1772831665249460663
2026-03-06 21:14:25.249512,1772831665249460663
2026-03-06 21:14:25.296226,1772831665296083141
2026-03-06 21:14:25.296274,1772831665296083141
2026-03-06 21:14:25.351335,1772831665351249463
2026-03-06 21:14:25.351366,1772831665351249463
2026-03-06 21:14:25.398607,1772831665398442671
2026-03-06 21:14:25.398643,1772831665398442671
2026-03-06 21:14:25.453251,1772831665453191134
2026-03-06 21:14:25.453276,1772831665453191134
2026-03-06 21:14:25.500248,1772831665500107933
2026-03-06 21:14:25.500293,1772831665500107933
2026-03-06 21:14:25.555617,1772831665555509296
2026-03-06 21:14:25.555646,1772831665555509296
2026-03-06 21:14:25.602501,1772831665602328404
2026-03-06 21:14:25.602547,1772831665602328404
2026-03-06 21:14:25.657689,1772831665657542730
2026-03-06 21:14:25.657718,1772831665657542730
2026-03-06 21:14:25.704235,1772831665704053424
2026-03-06 21:14:25.70428,1772831665704053424
2026-03-06 21:14:25.759315,1772831665759246091
2026-03-06 21:14:25.759335,1772831665759246091
2026-03-06 21:14:25.806319,1772831665806125945
2026-03-06 21:14:25.80635,1772831665806125945
2026-03-06 21:14:25.861271,1772831665861196262
2026-03-06 21:14:25.861295,1772831665861196262
2026-03-06 21:14:25.908172,1772831665908042015
2026-03-06 21:14:25.908205,1772831665908042015
2026-03-06 21:14:25.963273,1772831665963207663
2026-03-06 21:14:25.963295,1772831665963207663
2026-03-06 21:14:26.010037,1772831666009955000
2026-03-06 21:14:26.010063,1772831666009955000
2026-03-06 21:14:26.06567,1772831666065583996
2026-03-06 21:14:26.065702,1772831666065583996
2026-03-06 21:14:26.112561,1772831666112469493
2026-03-06 21:14:26.112589,1772831666112469493
2026-03-06 21:14:26.167326,1772831666167249619
2026-03-06 21:14:26.16736,1772831666167249619
2026-03-06 21:14:26.214184,1772831666214051564
2026-03-06 21:14:26.214227,1772831666214051564
2026-03-06 21:14:26.269523,1772831666269364331
2026-03-06 21:14:26.269564,1772831666269364331
2026-03-06 21:14:26.316464,1772831666316343942
2026-03-06 21:14:26.316495,1772831666316343942
2026-03-06 21:14:26.371775,1772831666371628723
2026-03-06 21:14:26.371813,1772831666371628723
2026-03-06 21:14:26.418485,1772831666418377074
2026-03-06 21:14:26.418513,1772831666418377074
2026-03-06 21:14:26.473248,1772831666473174643
2026-03-06 21:14:26.473272,1772831666473174643
2026-03-06 21:14:26.520111,1772831666519967318
2026-03-06 21:14:26.520138,1772831666519967318
2026-03-06 21:14:26.575634,1772831666575492744
2026-03-06 21:14:26.575678,1772831666575492744
2026-03-06 21:14:26.622506,1772831666622399174
2026-03-06 21:14:26.622532,1772831666622399174
2026-03-06 21:14:26.677203,1772831666677095429
2026-03-06 21:14:26.677228,1772831666677095429
2026-03-06 21:14:26.724553,1772831666724275031
2026-03-06 21:14:26.72458,1772831666724275031
2026-03-06 21:14:26.779774,1772831666779594958
2026-03-06 21:14:26.779799,1772831666779594958
2026-03-06 21:14:26.826434,1772831666826341079
2026-03-06 21:14:26.826475,1772831666826341079
2026-03-06 21:14:26.881275,1772831666881205688
2026-03-06 21:14:26.8813,1772831666881205688
2026-03-06 21:14:26.928157,1772831666927986737
2026-03-06 21:14:26.928203,1772831666927986737
2026-03-06 21:14:26.983585,1772831666983413554
2026-03-06 21:14:26.983624,1772831666983413554
2026-03-06 21:14:27.030622,1772831667030495636
2026-03-06 21:14:27.030663,1772831667030495636
2026-03-06 21:14:27.08546,1772831667085343064
2026-03-06 21:14:27.085498,1772831667085343064
2026-03-06 21:14:27.132299,1772831667132145302
2026-03-06 21:14:27.132332,1772831667132145302
2026-03-06 21:14:27.187627,1772831667187501498
2026-03-06 21:14:27.187666,1772831667187501498
2026-03-06 21:14:27.234145,1772831667234019332
2026-03-06 21:14:27.23435,1772831667234019332
2026-03-06 21:14:27.289323,1772831667289209538
2026-03-06 21:14:27.289361,1772831667289209538
2026-03-06 21:14:27.336325,1772831667336252928
2026-03-06 21:14:27.336352,1772831667336252928
2026-03-06 21:14:27.39123,1772831667391137293
2026-03-06 21:14:27.391259,1772831667391137293
2026-03-06 21:14:27.438473,1772831667438395451
2026-03-06 21:14:27.438499,1772831667438395451
2026-03-06 21:14:27.493483,1772831667493364302
2026-03-06 21:14:27.493512,1772831667493364302
2026-03-06 21:14:27.540106,1772831667539971319
2026-03-06 21:14:27.540148,1772831667539971319
2026-03-06 21:14:27.596574,1772831667595644408
2026-03-06 21:14:27.596605,1772831667595644408
2026-03-06 21:14:27.642562,1772831667642452962
2026-03-06 21:14:27.642595,1772831667642452962
2026-03-06 21:14:27.697451,1772831667697275295
2026-03-06 21:14:27.697485,1772831667697275295
2026-03-06 21:14:27.744476,1772831667744106582
2026-03-06 21:14:27.744511,1772831667744106582
2026-03-06 21:14:27.799278,1772831667799241154
2026-03-06 21:14:27.799295,1772831667799241154
2026-03-06 21:14:27.846547,1772831667846422420
2026-03-06 21:14:27.846585,1772831667846422420
2026-03-06 21:14:27.901604,1772831667901419381
2026-03-06 21:14:27.901646,1772831667901419381
2026-03-06 21:14:27.948349,1772831667948110577
2026-03-06 21:14:27.948377,1772831667948110577
2026-03-06 21:14:28.003873,1772831668003675516
2026-03-06 21:14:28.003916,1772831668003675516
2026-03-06 21:14:28.050198,1772831668050115240
2026-03-06 21:14:28.050264,1772831668050115240
2026-03-06 21:14:28.105845,1772831668105708822
2026-03-06 21:14:28.105877,1772831668105708822
2026-03-06 21:14:28.152417,1772831668152332529
2026-03-06 21:14:28.15244,1772831668152332529
2026-03-06 21:14:28.20762,1772831668207452656
2026-03-06 21:14:28.207656,1772831668207452656
2026-03-06 21:14:28.254369,1772831668254243841
2026-03-06 21:14:28.254397,1772831668254243841
2026-03-06 21:14:28.309397,1772831668309310039
2026-03-06 21:14:28.309424,1772831668309310039
2026-03-06 21:14:28.356456,1772831668356219073
2026-03-06 21:14:28.356509,1772831668356219073
2026-03-06 21:14:28.411506,1772831668411372200
2026-03-06 21:14:28.411551,1772831668411372200
2026-03-06 21:14:28.458063,1772831668457976755
2026-03-06 21:14:28.458088,1772831668457976755
2026-03-06 21:14:28.513594,1772831668513501877
2026-03-06 21:14:28.513624,1772831668513501877
2026-03-06 21:14:28.56043,1772831668560316270
2026-03-06 21:14:28.560454,1772831668560316270
2026-03-06 21:14:28.615473,1772831668615332199
2026-03-06 21:14:28.615507,1772831668615332199
2026-03-06 21:14:28.662292,1772831668662180207
2026-03-06 21:14:28.662318,1772831668662180207
2026-03-06 21:14:28.717356,1772831668717183204
2026-03-06 21:14:28.717385,1772831668717183204
2026-03-06 21:14:28.764147,1772831668763968787
2026-03-06 21:14:28.764194,1772831668763968787
2026-03-06 21:14:28.8197,1772831668819615806
2026-03-06 21:14:28.819731,1772831668819615806
2026-03-06 21:14:28.866494,1772831668866373420
2026-03-06 21:14:28.866524,1772831668866373420
2026-03-06 21:14:28.921531,1772831668921430586
2026-03-06 21:14:28.921573,1772831668921430586
2026-03-06 21:14:28.968545,1772831668968348722
2026-03-06 21:14:28.968588,1772831668968348722
2026-03-06 21:14:29.02332,1772831669023205700
2026-03-06 21:14:29.023354,1772831669023205700
2026-03-06 21:14:29.070255,1772831669070134353
2026-03-06 21:14:29.070293,1772831669070134353
2026-03-06 21:14:29.125538,1772831669125405553
2026-03-06 21:14:29.125559,1772831669125405553
2026-03-06 21:14:29.172248,1772831669172121495
2026-03-06 21:14:29.172273,1772831669172121495
2026-03-06 21:14:29.227309,1772831669227211278
2026-03-06 21:14:29.22733,1772831669227211278
2026-03-06 21:14:29.274474,1772831669274388671
2026-03-06 21:14:29.274487,1772831669274388671
2026-03-06 21:14:29.329376,1772831669329268413
2026-03-06 21:14:29.329397,1772831669329268413
2026-03-06 21:14:29.376695,1772831669376461464
2026-03-06 21:14:29.376744,1772831669376461464
2026-03-06 21:14:29.431613,1772831669431507469
2026-03-06 21:14:29.431643,1772831669431507469
2026-03-06 21:14:29.478182,1772831669478066622
2026-03-06 21:14:29.478245,1772831669478066622
2026-03-06 21:14:29.533506,1772831669533339247
2026-03-06 21:14:29.533539,1772831669533339247
2026-03-06 21:14:29.580323,1772831669580257202
2026-03-06 21:14:29.580345,1772831669580257202
2026-03-06 21:14:29.635601,1772831669635428675
2026-03-06 21:14:29.635648,1772831669635428675
2026-03-06 21:14:29.682279,1772831669682244840
2026-03-06 21:14:29.682298,1772831669682244840
2026-03-06 21:14:29.737364,1772831669737240881
2026-03-06 21:14:29.737391,1772831669737240881
2026-03-06 21:14:29.784326,1772831669784233854
2026-03-06 21:14:29.784342,1772831669784233854
2026-03-06 21:14:29.839372,1772831669839238785
2026-03-06 21:14:29.839394,1772831669839238785
2026-03-06 21:14:29.886332,1772831669886305410
2026-03-06 21:14:29.886346,1772831669886305410
2026-03-06 21:14:29.941597,1772831669941457121
2026-03-06 21:14:29.941615,1772831669941457121
2026-03-06 21:14:29.988817,1772831669988364431
2026-03-06 21:14:29.988837,1772831669988364431
2026-03-06 21:14:30.043437,1772831670043290049
2026-03-06 21:14:30.043465,1772831670043290049
2026-03-06 21:14:30.090527,1772831670090372906
2026-03-06 21:14:30.090553,1772831670090372906
2026-03-06 21:14:30.145622,1772831670145545965
2026-03-06 21:14:30.145646,1772831670145545965
2026-03-06 21:14:30.192381,1772831670192112509
2026-03-06 21:14:30.192421,1772831670192112509
2026-03-06 21:14:30.247644,1772831670247523856
2026-03-06 21:14:30.247665,1772831670247523856
2026-03-06 21:14:30.294363,1772831670294270109
2026-03-06 21:14:30.294388,1772831670294270109
2026-03-06 21:14:30.349717,1772831670349544650
2026-03-06 21:14:30.349759,1772831670349544650
2026-03-06 21:14:30.396185,1772831670396140437
2026-03-06 21:14:30.396198,1772831670396140437
2026-03-06 21:14:30.451614,1772831670451460393
2026-03-06 21:14:30.451655,1772831670451460393
2026-03-06 21:14:30.498586,1772831670498444393
2026-03-06 21:14:30.498613,1772831670498444393
2026-03-06 21:14:30.553615,1772831670553491704
2026-03-06 21:14:30.553659,1772831670553491704
2026-03-06 21:14:30.600528,1772831670600393402
2026-03-06 21:14:30.600569,1772831670600393402
2026-03-06 21:14:30.655347,1772831670655241405
2026-03-06 21:14:30.655391,1772831670655241405
2026-03-06 21:14:30.702481,1772831670702357551
2026-03-06 21:14:30.702513,1772831670702357551
2026-03-06 21:14:30.759034,1772831670757291860
2026-03-06 21:14:30.759063,1772831670757291860
2026-03-06 21:14:30.804433,1772831670804328433
2026-03-06 21:14:30.804453,1772831670804328433
2026-03-06 21:14:30.859353,1772831670859206784
2026-03-06 21:14:30.859372,1772831670859206784
2026-03-06 21:14:30.906575,1772831670906401229
2026-03-06 21:14:30.906609,1772831670906401229
2026-03-06 21:14:30.961742,1772831670961514964
2026-03-06 21:14:30.961756,1772831670961514964
2026-03-06 21:14:31.008515,1772831671008385400
2026-03-06 21:14:31.00853,1772831671008385400
2026-03-06 21:14:31.063797,1772831671063599024
2026-03-06 21:14:31.063829,1772831671063599024
2026-03-06 21:14:31.11035,1772831671110232477
2026-03-06 21:14:31.110377,1772831671110232477
2026-03-06 21:14:31.165733,1772831671165640626
2026-03-06 21:14:31.165755,1772831671165640626
2026-03-06 21:14:31.212341,1772831671212216826
2026-03-06 21:14:31.212361,1772831671212216826
2026-03-06 21:14:31.267837,1772831671267747495
2026-03-06 21:14:31.267867,1772831671267747495
2026-03-06 21:14:31.314238,1772831671314168849
2026-03-06 21:14:31.31428,1772831671314168849
2026-03-06 21:14:31.369721,1772831671369626903
2026-03-06 21:14:31.36974,1772831671369626903
2026-03-06 21:14:31.416225,1772831671416087507
2026-03-06 21:14:31.416247,1772831671416087507
2026-03-06 21:14:31.471511,1772831671471442356
2026-03-06 21:14:31.471528,1772831671471442356
2026-03-06 21:14:31.518256,1772831671518178898
2026-03-06 21:14:31.518276,1772831671518178898
2026-03-06 21:14:31.573595,1772831671573431736
2026-03-06 21:14:31.573621,1772831671573431736
2026-03-06 21:14:31.620293,1772831671620176699
