time,BOARD.HB_41.engine_state
2026-03-06 21:14:18.313917,0
2026-03-06 21:14:18.653924,0
2026-03-06 21:14:19.656796,0
2026-03-06 21:14:20.660896,0
2026-03-06 21:14:21.663585,0
2026-03-06 21:14:22.666906,0
2026-03-06 21:14:23.669775,0
2026-03-06 21:14:24.672465,0
2026-03-06 21:14:25.675886,0
2026-03-06 21:14:26.678975,0
2026-03-06 21:14:27.681725,0
2026-03-06 21:14:28.685106,0
2026-03-06 21:14:29.688026,0
2026-03-06 21:14:30.691221,0
2026-03-06 21:14:31.693999,0
2026-03-06 21:14:32.697416,0
2026-03-06 21:14:33.700488,0
2026-03-06 21:14:34.70305,0
2026-03-06 21:14:35.705859,0
2026-03-06 21:14:36.709241,0
2026-03-06 21:14:37.711958,0
2026-03-06 21:14:38.715574,0
2026-03-06 21:14:39.717761,0
2026-03-06 21:14:40.721075,0
2026-03-06 21:14:41.723825,0
2026-03-06 21:14:42.727127,0
2026-03-06 21:14:43.72971,0
2026-03-06 21:14:44.733221,0
2026-03-06 21:14:45.735994,0
2026-03-06 21:14:46.739085,0
2026-03-06 21:14:47.743003,0
2026-03-06 21:14:48.745019,0
2026-03-06 21:14:49.748191,0
2026-03-06 21:14:50.751342,0
2026-03-06 21:14:51.753863,0
2026-03-06 21:14:52.758812,0
2026-03-06 21:14:53.760096,0
2026-03-06 21:14:54.763206,0
2026-03-06 21:14:55.766312,0
2026-03-06 21:14:56.769498,0
2026-03-06 21:14:57.772387,0
2026-03-06 21:14:58.77539,0
2026-03-06 21:14:59.778439,0
2026-03-06 21:15:00.781295,0
2026-03-06 21:15:01.784273,0
2026-03-06 21:15:02.787523,0
2026-03-06 21:15:03.79034,0
2026-03-06 21:15:04.793504,0
2026-03-06 21:15:05.796225,0
2026-03-06 21:15:06.799401,0
2026-03-06 21:15:07.802967,0
2026-03-06 21:15:08.805587,0
2026-03-06 21:15:09.808313,0
2026-03-06 21:15:10.811169,0
2026-03-06 21:15:11.814481,0
2026-03-06 21:15:12.817717,0
2026-03-06 21:15:13.820367,0
2026-03-06 21:15:14.823605,0
2026-03-06 21:15:15.82666,0
2026-03-06 21:15:16.829591,0
2026-03-06 21:15:17.832399,0
2026-03-06 21:15:18.83584,0
2026-03-06 21:15:19.838754,0
2026-03-06 21:15:20.841465,0
2026-03-06 21:15:21.844782,0
2026-03-06 21:15:22.847388,0
2026-03-06 21:15:23.850842,0
2026-03-06 21:15:24.853893,0
2026-03-06 21:15:25.856707,0
2026-03-06 21:15:26.859855,0
2026-03-06 21:15:27.862829,0
2026-03-06 21:15:28.865605,0
2026-03-06 21:15:29.868848,0
2026-03-06 21:15:30.87189,0
2026-03-06 21:15:31.874843,0
2026-03-06 21:15:32.877689,0
2026-03-06 21:15:33.881016,0
2026-03-06 21:15:34.88402,0
2026-03-06 21:15:35.886964,0
2026-03-06 21:15:36.890026,0
2026-03-06 21:15:37.893025,0
2026-03-06 21:15:38.89606,0
2026-03-06 21:15:39.898838,0
2026-03-06 21:15:40.902111,0
2026-03-06 21:15:41.905151,0
2026-03-06 21:15:42.908626,0
2026-03-06 21:15:43.911339,0
2026-03-06 21:15:44.91422,0
2026-03-06 21:15:45.917078,0
2026-03-06 21:15:46.920152,0
2026-03-06 21:15:47.923393,0
2026-03-06 21:15:48.9264,0
2026-03-06 21:15:49.929211,0
2026-03-06 21:15:50.932239,0
2026-03-06 21:15:51.935338,0
2026-03-06 21:15:52.93829,0
2026-03-06 21:15:53.941519,0
2026-03-06 21:15:54.944019,0
2026-03-06 21:15:55.947426,0
2026-03-06 21:15:56.950148,0
2026-03-06 21:15:57.953461,0
2026-03-06 21:15:58.956444,0
2026-03-06 21:15:59.959351,0
2026-03-06 21:16:00.962354,0
2026-03-06 21:16:01.965471,0
2026-03-06 21:16:02.96817,0
2026-03-06 21:16:03.971611,0
2026-03-06 21:16:04.974626,0
2026-03-06 21:16:05.977535,0
2026-03-06 21:16:06.980692,0
2026-03-06 21:16:07.983297,0
