time,PT_Cal.Fuel_Fill_Press.raw_adc
2026-03-06 21:18:17.590066,2144516425
2026-03-06 21:18:17.698584,2144385622
2026-03-06 21:18:17.698659,2144398433
2026-03-06 21:18:17.698683,2144461812
2026-03-06 21:18:17.698744,2144335055
2026-03-06 21:18:17.69881,2144495524
2026-03-06 21:18:17.698888,2144519122
2026-03-06 21:18:17.699165,2144385622
2026-03-06 21:18:17.807243,2144330335
2026-03-06 21:18:17.807303,2144411244
2026-03-06 21:18:17.807366,2144299995
2026-03-06 21:18:17.807438,2144506312
2026-03-06 21:18:17.807532,2144395736
2026-03-06 21:18:17.807642,2144330335
2026-03-06 21:18:17.807856,2144422031
2026-03-06 21:18:17.916376,2144395736
2026-03-06 21:18:17.916435,2144451023
2026-03-06 21:18:17.916536,2144285161
2026-03-06 21:18:17.916842,2144538674
2026-03-06 21:18:17.916919,2144179305
2026-03-06 21:18:17.91692,2144395736
2026-03-06 21:18:17.917012,2144440236
2026-03-06 21:18:17.917171,2144468554
2026-03-06 21:18:17.917329,2144427426
2026-03-06 21:18:17.917539,2144419335
2026-03-06 21:18:18.025369,2144328312
2026-03-06 21:18:18.025437,2144171215
2026-03-06 21:18:18.025602,2144328312
2026-03-06 21:18:18.025735,2144448327
2026-03-06 21:18:18.025829,2144620258
2026-03-06 21:18:18.02612,2144553508
2026-03-06 21:18:18.026221,2144382926
2026-03-06 21:18:18.026314,2144227851
2026-03-06 21:18:18.026684,2144496197
2026-03-06 21:18:18.134378,2144436865
2026-03-06 21:18:18.13445,2144434842
2026-03-06 21:18:18.134503,2144318198
2026-03-06 21:18:18.134551,2144341123
2026-03-06 21:18:18.134618,2144277070
2026-03-06 21:18:18.134684,2144544743
2026-03-06 21:18:18.13475,2144302017
2026-03-06 21:18:18.134834,2144436865
2026-03-06 21:18:18.243055,2144333032
2026-03-06 21:18:18.243132,2144225154
2026-03-06 21:18:18.243208,2144593963
2026-03-06 21:18:18.243276,2144310108
2026-03-06 21:18:18.243354,2144403153
2026-03-06 21:18:18.243411,2144333032
2026-03-06 21:18:18.35279,2144500244
2026-03-06 21:18:18.35295,2144500244
2026-03-06 21:18:18.35296,2144624303
2026-03-06 21:18:18.353184,2143362129
2026-03-06 21:18:18.461486,2143595415
2026-03-06 21:18:18.461553,2143682392
2026-03-06 21:18:18.461654,2144035018
2026-03-06 21:18:18.461832,2143840164
2026-03-06 21:18:18.461967,2143859716
2026-03-06 21:18:18.462112,2143681043
2026-03-06 21:18:18.462122,2143595415
2026-03-06 21:18:18.57025,2143979056
2026-03-06 21:18:18.570316,2143943996
2026-03-06 21:18:18.570386,2143933882
2026-03-06 21:18:18.570489,2143877921
2026-03-06 21:18:18.570622,2143979056
2026-03-06 21:18:18.570652,2143519226
2026-03-06 21:18:18.570806,2143036471
2026-03-06 21:18:18.570961,2143145698
2026-03-06 21:18:18.571114,2143312908
2026-03-06 21:18:18.571349,2143232674
2026-03-06 21:18:18.679331,2143258969
2026-03-06 21:18:18.679405,2143426181
2026-03-06 21:18:18.679448,2143238742
2026-03-06 21:18:18.679506,2143234697
2026-03-06 21:18:18.679693,2143258969
2026-03-06 21:18:18.788564,2143464613
2026-03-06 21:18:18.788647,2143365499
2026-03-06 21:18:18.788698,2143459218
2026-03-06 21:18:18.78875,2143356060
2026-03-06 21:18:18.788803,2143403257
2026-03-06 21:18:18.788952,2143464613
2026-03-06 21:18:18.897248,2143422136
2026-03-06 21:18:18.897389,2143564400
2026-03-06 21:18:18.897498,2143422136
2026-03-06 21:18:18.897592,2143323697
2026-03-06 21:18:18.897743,2143700596
2026-03-06 21:18:19.006556,2143644634
2026-03-06 21:18:19.006687,2143616317
2026-03-06 21:18:19.006838,2143580581
2026-03-06 21:18:19.006858,2143644634
2026-03-06 21:18:19.007045,2143670929
2026-03-06 21:18:19.007199,2143616317
2026-03-06 21:18:19.0074,2143809822
2026-03-06 21:18:19.00755,2143804429
2026-03-06 21:18:19.007731,2143883315
2026-03-06 21:18:19.115429,2144049177
2026-03-06 21:18:19.115515,2143927815
2026-03-06 21:18:19.115569,2144107162
2026-03-06 21:18:19.115628,2143915004
2026-03-06 21:18:19.115832,2144049177
2026-03-06 21:18:19.115919,2144121321
2026-03-06 21:18:19.224345,2144279093
2026-03-06 21:18:19.224406,2144340449
2026-03-06 21:18:19.224534,2144403153
2026-03-06 21:18:19.224702,2144356630
2026-03-06 21:18:19.224738,2144279093
2026-03-06 21:18:19.224842,2144498895
2026-03-06 21:18:19.225119,2144599357
2026-03-06 21:18:19.333894,2144526539
2026-03-06 21:18:19.334079,2144341123
2026-03-06 21:18:19.334266,2144682962
2026-03-06 21:18:19.33445,2144452372
2026-03-06 21:18:19.334569,2144526539
2026-03-06 21:18:19.334654,2144756454
2026-03-06 21:18:19.442144,2144520471
2026-03-06 21:18:19.442236,2144597333
2026-03-06 21:18:19.442337,2144591940
2026-03-06 21:18:19.442435,2144587895
2026-03-06 21:18:19.442523,2144520471
2026-03-06 21:18:19.442548,2144687008
2026-03-06 21:18:19.551382,2144611493
2026-03-06 21:18:19.551584,2144608795
2026-03-06 21:18:19.551777,2144482713
2026-03-06 21:18:19.552004,2144643182
2026-03-06 21:18:19.552138,2144611493
2026-03-06 21:18:19.553406,2144462486
2026-03-06 21:18:19.553993,2144340449
2026-03-06 21:18:19.554479,2144434168
2026-03-06 21:18:19.660855,2144132109
2026-03-06 21:18:19.661265,2144275048
2026-03-06 21:18:19.66144,2144132109
2026-03-06 21:18:19.661681,2144346517
2026-03-06 21:18:19.662148,2143977708
2026-03-06 21:18:19.662679,2143654747
2026-03-06 21:18:19.769298,2143674301
2026-03-06 21:18:19.769379,2143610248
2026-03-06 21:18:19.769465,2143792967
