time,PT_Cal.GN2_Regulated.pressure_psi
2026-03-06 21:17:01.506831,231.03209
2026-03-06 21:17:01.615281,231.12492
2026-03-06 21:17:01.615399,231.61453
2026-03-06 21:17:01.615581,231.45204
2026-03-06 21:17:01.615839,231.43758
2026-03-06 21:17:01.615947,0.57556164
2026-03-06 21:17:01.724445,231.15291
2026-03-06 21:17:01.72464,231.46326
2026-03-06 21:17:01.724882,231.49359
2026-03-06 21:17:01.725103,231.05447
2026-03-06 21:17:01.725347,231.33722
2026-03-06 21:17:01.725775,231.12492
2026-03-06 21:17:01.726691,0.5756021
2026-03-06 21:17:01.83346,231.43758
2026-03-06 21:17:01.834368,231.07454
2026-03-06 21:17:01.834937,231.48753
2026-03-06 21:17:01.835408,0.5760134
2026-03-06 21:17:01.835505,231.46138
2026-03-06 21:17:01.836048,231.86581
2026-03-06 21:17:01.942543,231.4726
2026-03-06 21:17:01.942809,231.35776
2026-03-06 21:17:01.943183,231.45251
2026-03-06 21:17:01.943348,0.576064
2026-03-06 21:17:01.943622,231.38156
2026-03-06 21:17:02.051392,231.38857
2026-03-06 21:17:02.05153,231.5062
2026-03-06 21:17:02.051676,231.29897
2026-03-06 21:17:02.051813,231.44177
2026-03-06 21:17:02.051964,231.48613
2026-03-06 21:17:02.051988,0.57594264
2026-03-06 21:17:02.160556,231.14218
2026-03-06 21:17:02.16069,231.43524
2026-03-06 21:17:02.160919,231.60005
2026-03-06 21:17:02.16123,231.1016
2026-03-06 21:17:02.161427,0.5755866
2026-03-06 21:17:02.269575,231.40724
2026-03-06 21:17:02.269745,231.4922
2026-03-06 21:17:02.269928,231.48799
2026-03-06 21:17:02.270246,231.53142
2026-03-06 21:17:02.270557,231.30643
2026-03-06 21:17:02.270734,0.5759696
2026-03-06 21:17:02.378779,231.45485
2026-03-06 21:17:02.379289,231.38904
2026-03-06 21:17:02.379514,231.05728
2026-03-06 21:17:02.379845,0.57603836
2026-03-06 21:17:02.387304,231.46278
2026-03-06 21:17:02.387397,231.33536
2026-03-06 21:17:02.48739,230.01256
2026-03-06 21:17:02.487496,231.78125
2026-03-06 21:17:02.487691,231.91533
2026-03-06 21:17:02.488002,231.52348
2026-03-06 21:17:02.489297,0.57395226
2026-03-06 21:17:02.596875,231.8887
2026-03-06 21:17:02.597063,231.45859
2026-03-06 21:17:02.597279,231.43011
2026-03-06 21:17:02.597551,231.89525
2026-03-06 21:17:02.600945,0.57666475
2026-03-06 21:17:02.705468,231.2873
2026-03-06 21:17:02.70554,231.46931
2026-03-06 21:17:02.705769,231.4217
2026-03-06 21:17:02.70605,231.56363
2026-03-06 21:17:02.706807,0.5757963
2026-03-06 21:17:02.814875,231.37083
2026-03-06 21:17:02.815548,231.48099
2026-03-06 21:17:02.815803,231.38623
2026-03-06 21:17:02.815872,0.575917
2026-03-06 21:17:02.815914,231.78313
2026-03-06 21:17:02.816124,231.3097
2026-03-06 21:17:02.816343,231.32556
2026-03-06 21:17:02.923385,231.4852
2026-03-06 21:17:02.92355,231.43991
2026-03-06 21:17:02.923867,231.45111
2026-03-06 21:17:02.924126,231.2159
2026-03-06 21:17:02.924134,0.57608217
2026-03-06 21:17:03.032198,231.95831
2026-03-06 21:17:03.032311,231.51553
2026-03-06 21:17:03.03275,231.80228
2026-03-06 21:17:03.032863,231.35542
2026-03-06 21:17:03.033174,231.33536
2026-03-06 21:17:03.034328,0.5767652
2026-03-06 21:17:03.141837,231.5006
2026-03-06 21:17:03.142079,229.89899
2026-03-06 21:17:03.142374,0.5761044
2026-03-06 21:17:03.142504,231.52254
2026-03-06 21:17:03.142883,231.48799
2026-03-06 21:17:03.143368,231.78732
2026-03-06 21:17:03.143882,231.3629
2026-03-06 21:17:03.144527,231.47586
2026-03-06 21:17:03.250437,231.52441
2026-03-06 21:17:03.250663,231.3671
2026-03-06 21:17:03.250888,231.50153
2026-03-06 21:17:03.251322,231.46652
2026-03-06 21:17:03.252035,0.5761388
2026-03-06 21:17:03.359583,231.42404
2026-03-06 21:17:03.359896,231.11606
2026-03-06 21:17:03.360094,0.57599384
2026-03-06 21:17:03.360183,231.3615
2026-03-06 21:17:03.360344,231.47446
2026-03-06 21:17:03.360505,231.42545
2026-03-06 21:17:03.361172,231.76538
2026-03-06 21:17:03.468758,231.54495
2026-03-06 21:17:03.469218,231.52394
2026-03-06 21:17:03.469665,231.46605
2026-03-06 21:17:03.470077,231.48846
2026-03-06 21:17:03.470107,0.5761685
2026-03-06 21:17:03.470491,231.28822
2026-03-06 21:17:03.471038,231.37177
2026-03-06 21:17:03.47153,231.46092
2026-03-06 21:17:03.577495,231.40958
2026-03-06 21:17:03.577679,231.49733
2026-03-06 21:17:03.577854,231.40398
2026-03-06 21:17:03.578028,231.36523
2026-03-06 21:17:03.57825,231.3615
2026-03-06 21:17:03.578676,0.575973
2026-03-06 21:17:03.686194,231.33722
2026-03-06 21:17:03.686332,231.49873
2026-03-06 21:17:03.686466,231.53561
2026-03-06 21:17:03.686593,231.3965
2026-03-06 21:17:03.686734,231.44038
2026-03-06 21:17:03.686884,231.39464
2026-03-06 21:17:03.687444,0.5758684
2026-03-06 21:17:03.795881,231.31856
2026-03-06 21:17:03.796137,231.4922
2026-03-06 21:17:03.79658,229.55843
2026-03-06 21:17:03.796887,231.4035
2026-03-06 21:17:03.79747,231.3937
2026-03-06 21:17:03.797608,0.5758415
2026-03-06 21:17:03.79794,231.27702
2026-03-06 21:17:03.798372,231.43384
2026-03-06 21:17:03.798942,231.4908
2026-03-06 21:17:03.904695,231.84712
2026-03-06 21:17:03.904989,231.3951
2026-03-06 21:17:03.90533,231.36383
2026-03-06 21:17:03.905616,231.4922
2026-03-06 21:17:03.908594,0.5766047
2026-03-06 21:17:04.014058,231.37222
2026-03-06 21:17:04.014682,231.54962
2026-03-06 21:17:04.015217,231.8359
2026-03-06 21:17:04.015764,231.52861
2026-03-06 21:17:04.016246,0.57591903
2026-03-06 21:17:04.016419,231.49593
2026-03-06 21:17:04.016752,231.43617
2026-03-06 21:17:04.017004,231.44644
2026-03-06 21:17:04.122561,231.46185
2026-03-06 21:17:04.122756,231.51881
2026-03-06 21:17:04.122996,229.71425
