time,ACT.GSE_High_Press_Vent.status
2026-03-06 21:36:51.024174,0
2026-03-06 21:36:51.051125,0
2026-03-06 21:36:51.125827,0
2026-03-06 21:36:51.154517,0
2026-03-06 21:36:51.228847,0
2026-03-06 21:36:51.254861,0
2026-03-06 21:36:51.32985,0
2026-03-06 21:36:51.357052,0
2026-03-06 21:36:51.431984,0
2026-03-06 21:36:51.461538,0
2026-03-06 21:36:51.534119,0
2026-03-06 21:36:51.561126,0
2026-03-06 21:36:51.635803,0
2026-03-06 21:36:51.663202,0
2026-03-06 21:36:51.738189,0
2026-03-06 21:36:51.764889,0
2026-03-06 21:36:51.839957,0
2026-03-06 21:36:51.86686,0
2026-03-06 21:36:51.942019,0
2026-03-06 21:36:51.96892,0
2026-03-06 21:36:52.043701,0
2026-03-06 21:36:52.071143,0
2026-03-06 21:36:52.145738,0
2026-03-06 21:36:52.173149,0
2026-03-06 21:36:52.247972,0
2026-03-06 21:36:52.274973,0
2026-03-06 21:36:52.349787,0
2026-03-06 21:36:52.376844,0
2026-03-06 21:36:52.453509,0
2026-03-06 21:36:52.478837,0
2026-03-06 21:36:52.553856,0
2026-03-06 21:36:52.581296,0
2026-03-06 21:36:52.655814,0
2026-03-06 21:36:52.682859,0
2026-03-06 21:36:52.75806,0
2026-03-06 21:36:52.785329,0
2026-03-06 21:36:52.859618,0
2026-03-06 21:36:52.887067,0
2026-03-06 21:36:52.961708,0
2026-03-06 21:36:52.9892,0
2026-03-06 21:36:53.063869,0
2026-03-06 21:36:53.090949,0
2026-03-06 21:36:53.166021,0
2026-03-06 21:36:53.193242,0
2026-03-06 21:36:53.267787,0
2026-03-06 21:36:53.295298,0
2026-03-06 21:36:53.370115,0
2026-03-06 21:36:53.397265,0
2026-03-06 21:36:53.471843,0
2026-03-06 21:36:53.499088,0
2026-03-06 21:36:53.574215,0
2026-03-06 21:36:53.601133,0
2026-03-06 21:36:53.676011,0
2026-03-06 21:36:53.702899,0
2026-03-06 21:36:53.777883,0
2026-03-06 21:36:53.805314,0
2026-03-06 21:36:53.879873,0
2026-03-06 21:36:53.907461,0
2026-03-06 21:36:53.982395,0
2026-03-06 21:36:54.009425,0
2026-03-06 21:36:54.083908,0
2026-03-06 21:36:54.111137,0
2026-03-06 21:36:54.185751,0
2026-03-06 21:36:54.213297,0
2026-03-06 21:36:54.287866,0
2026-03-06 21:36:54.314941,0
