time,TC_Cal.CH4.temperature_c
2026-03-06 21:19:36.110032,2.1474836
2026-03-06 21:19:36.236621,0.0
2026-03-06 21:19:36.236672,0.0
2026-03-06 21:19:36.23675,0.0
2026-03-06 21:19:36.236841,0.0
2026-03-06 21:19:36.236919,0.0
2026-03-06 21:19:36.236998,0.0
2026-03-06 21:19:36.23708,0.0
2026-03-06 21:19:36.237173,0.0
2026-03-06 21:19:36.237268,0.0
2026-03-06 21:19:36.237435,2.1474836
2026-03-06 21:19:36.36303,0.0
2026-03-06 21:19:36.363086,0.0
2026-03-06 21:19:36.363187,0.0
2026-03-06 21:19:36.363267,0.0
2026-03-06 21:19:36.363417,2.1474836
2026-03-06 21:19:36.494701,0.0
2026-03-06 21:19:36.494739,0.0
2026-03-06 21:19:36.494776,2.1474836
2026-03-06 21:19:36.494786,0.0
2026-03-06 21:19:36.494831,0.0
2026-03-06 21:19:36.494879,0.0
2026-03-06 21:19:36.49492,0.0
2026-03-06 21:19:36.494968,0.0
2026-03-06 21:19:36.495011,0.0
2026-03-06 21:19:36.495054,0.0
2026-03-06 21:19:36.621697,0.0
2026-03-06 21:19:36.621813,0.0
2026-03-06 21:19:36.621883,0.0
2026-03-06 21:19:36.621988,0.0
2026-03-06 21:19:36.622067,0.0
2026-03-06 21:19:36.622137,0.0
2026-03-06 21:19:36.622172,0.0
2026-03-06 21:19:36.622188,0.0
2026-03-06 21:19:36.622202,0.0
2026-03-06 21:19:36.622332,2.1474836
2026-03-06 21:19:36.748073,0.0
2026-03-06 21:19:36.748101,0.0
2026-03-06 21:19:36.74813,0.0
2026-03-06 21:19:36.748175,0.0
2026-03-06 21:19:36.748221,0.0
2026-03-06 21:19:36.748271,0.0
2026-03-06 21:19:36.748272,2.1474836
2026-03-06 21:19:36.875662,0.0
2026-03-06 21:19:36.875687,0.0
2026-03-06 21:19:36.875897,0.0
2026-03-06 21:19:36.875953,0.0
2026-03-06 21:19:36.875972,0.0
2026-03-06 21:19:36.875985,0.0
2026-03-06 21:19:36.876002,0.0
2026-03-06 21:19:36.876082,0.0
2026-03-06 21:19:36.876163,2.1474836
2026-03-06 21:19:36.876206,0.0
2026-03-06 21:19:37.002449,0.0
2026-03-06 21:19:37.002493,0.0
2026-03-06 21:19:37.002527,0.0
2026-03-06 21:19:37.002685,0.0
2026-03-06 21:19:37.002918,0.0
2026-03-06 21:19:37.002919,2.1474836
2026-03-06 21:19:37.003086,0.0
2026-03-06 21:19:37.003464,0.0
2026-03-06 21:19:37.129796,0.0
2026-03-06 21:19:37.129825,0.0
2026-03-06 21:19:37.129842,0.0
2026-03-06 21:19:37.129857,0.0
2026-03-06 21:19:37.129864,0.0
2026-03-06 21:19:37.129873,0.0
2026-03-06 21:19:37.129997,0.0
2026-03-06 21:19:37.130015,0.0
2026-03-06 21:19:37.130114,2.1474836
2026-03-06 21:19:37.130141,0.0
2026-03-06 21:19:37.256124,0.0
2026-03-06 21:19:37.256167,0.0
2026-03-06 21:19:37.256174,0.0
2026-03-06 21:19:37.256187,0.0
2026-03-06 21:19:37.256215,0.0
2026-03-06 21:19:37.256252,0.0
2026-03-06 21:19:37.25629,0.0
2026-03-06 21:19:37.256332,0.0
2026-03-06 21:19:37.256352,0.0
2026-03-06 21:19:37.256512,2.1474836
2026-03-06 21:19:37.38313,0.0
2026-03-06 21:19:37.383186,0.0
2026-03-06 21:19:37.383261,0.0
2026-03-06 21:19:37.383356,0.0
2026-03-06 21:19:37.383454,2.1474836
2026-03-06 21:19:37.514837,0.0
2026-03-06 21:19:37.514868,0.0
2026-03-06 21:19:37.514884,0.0
2026-03-06 21:19:37.514911,0.0
2026-03-06 21:19:37.514994,0.0
2026-03-06 21:19:37.515164,2.1474836
2026-03-06 21:19:37.515674,0.0
2026-03-06 21:19:37.51571,0.0
2026-03-06 21:19:37.515746,0.0
2026-03-06 21:19:37.515793,0.0
2026-03-06 21:19:37.641216,0.0
2026-03-06 21:19:37.641257,0.0
2026-03-06 21:19:37.6413,0.0
2026-03-06 21:19:37.641345,0.0
2026-03-06 21:19:37.641405,0.0
2026-03-06 21:19:37.641449,0.0
2026-03-06 21:19:37.641457,2.1474836
2026-03-06 21:19:37.641501,0.0
2026-03-06 21:19:37.641541,0.0
2026-03-06 21:19:37.768882,0.0
2026-03-06 21:19:37.768914,0.0
2026-03-06 21:19:37.769,0.0
2026-03-06 21:19:37.76907,0.0
2026-03-06 21:19:37.769162,0.0
2026-03-06 21:19:37.769274,0.0
2026-03-06 21:19:37.769359,0.0
2026-03-06 21:19:37.769439,2.1474836
2026-03-06 21:19:37.769454,0.0
