time,TC_Cal.CH5.timestamp_ns
2026-03-06 21:14:19.123261,1772831659122606296
2026-03-06 21:14:19.123815,1772831659123794981
2026-03-06 21:14:19.250727,1772831659249622782
2026-03-06 21:14:19.251109,1772831659251092859
2026-03-06 21:14:19.376967,1772831659376447878
2026-03-06 21:14:19.377251,1772831659377127142
2026-03-06 21:14:19.505074,1772831659503318556
2026-03-06 21:14:19.505354,1772831659503318556
2026-03-06 21:14:19.506535,1772831659506493652
2026-03-06 21:14:19.631301,1772831659630435780
2026-03-06 21:14:19.631917,1772831659630435780
2026-03-06 21:14:19.632041,1772831659630435780
2026-03-06 21:14:19.632253,1772831659630435780
2026-03-06 21:14:19.632566,1772831659632472098
2026-03-06 21:14:19.758133,1772831659757380651
2026-03-06 21:14:19.758177,1772831659757380651
2026-03-06 21:14:19.758281,1772831659757380651
2026-03-06 21:14:19.758345,1772831659757380651
2026-03-06 21:14:19.758578,1772831659758551671
2026-03-06 21:14:19.885939,1772831659885226852
2026-03-06 21:14:19.885961,1772831659885226852
2026-03-06 21:14:19.885982,1772831659885226852
2026-03-06 21:14:19.886002,1772831659885226852
2026-03-06 21:14:19.886028,1772831659885226852
2026-03-06 21:14:19.886045,1772831659885226852
2026-03-06 21:14:19.886081,1772831659885226852
2026-03-06 21:14:19.886115,1772831659885226852
2026-03-06 21:14:19.886153,1772831659885226852
2026-03-06 21:14:19.886286,1772831659886192111
2026-03-06 21:14:20.017136,1772831660016546452
2026-03-06 21:14:20.017184,1772831660016546452
2026-03-06 21:14:20.017248,1772831660016546452
2026-03-06 21:14:20.017313,1772831660016546452
2026-03-06 21:14:20.017392,1772831660016546452
2026-03-06 21:14:20.017492,1772831660016546452
2026-03-06 21:14:20.017821,1772831660017797360
2026-03-06 21:14:20.144093,1772831660143525064
2026-03-06 21:14:20.144113,1772831660143525064
2026-03-06 21:14:20.144123,1772831660143525064
2026-03-06 21:14:20.144138,1772831660143525064
2026-03-06 21:14:20.144173,1772831660143525064
2026-03-06 21:14:20.144221,1772831660143525064
2026-03-06 21:14:20.14426,1772831660143525064
2026-03-06 21:14:20.144303,1772831660143525064
2026-03-06 21:14:20.144343,1772831660143525064
2026-03-06 21:14:20.144485,1772831660144473470
2026-03-06 21:14:20.271239,1772831660270713512
2026-03-06 21:14:20.271285,1772831660270713512
2026-03-06 21:14:20.271328,1772831660270713512
2026-03-06 21:14:20.271373,1772831660270713512
2026-03-06 21:14:20.271419,1772831660270713512
2026-03-06 21:14:20.271464,1772831660270713512
2026-03-06 21:14:20.271509,1772831660270713512
2026-03-06 21:14:20.272018,1772831660272005956
2026-03-06 21:14:20.398001,1772831660397334297
2026-03-06 21:14:20.398037,1772831660397334297
2026-03-06 21:14:20.398063,1772831660397334297
2026-03-06 21:14:20.398118,1772831660397334297
2026-03-06 21:14:20.398162,1772831660397334297
2026-03-06 21:14:20.398205,1772831660397334297
2026-03-06 21:14:20.398249,1772831660397334297
2026-03-06 21:14:20.398254,1772831660398241730
2026-03-06 21:14:20.398286,1772831660397334297
2026-03-06 21:14:20.398328,1772831660397334297
2026-03-06 21:14:20.525116,1772831660524695266
2026-03-06 21:14:20.525155,1772831660524695266
2026-03-06 21:14:20.525199,1772831660524695266
2026-03-06 21:14:20.525249,1772831660524695266
2026-03-06 21:14:20.525358,1772831660524695266
2026-03-06 21:14:20.525861,1772831660525841208
2026-03-06 21:14:20.652192,1772831660651676456
2026-03-06 21:14:20.652437,1772831660651676456
2026-03-06 21:14:20.652465,1772831660651676456
2026-03-06 21:14:20.65248,1772831660651676456
2026-03-06 21:14:20.652501,1772831660651676456
2026-03-06 21:14:20.65255,1772831660652539516
2026-03-06 21:14:20.652741,1772831660651676456
2026-03-06 21:14:20.652763,1772831660651676456
2026-03-06 21:14:20.652783,1772831660651676456
2026-03-06 21:14:20.780077,1772831660779569337
2026-03-06 21:14:20.780121,1772831660779569337
2026-03-06 21:14:20.780169,1772831660779569337
2026-03-06 21:14:20.780216,1772831660779569337
2026-03-06 21:14:20.780258,1772831660779569337
2026-03-06 21:14:20.780307,1772831660779569337
2026-03-06 21:14:20.780357,1772831660779569337
2026-03-06 21:14:20.780399,1772831660779569337
2026-03-06 21:14:20.780441,1772831660779569337
2026-03-06 21:14:20.780692,1772831660780674653
2026-03-06 21:14:20.906576,1772831660906267172
2026-03-06 21:14:20.906621,1772831660906267172
2026-03-06 21:14:20.906669,1772831660906267172
2026-03-06 21:14:20.906719,1772831660906267172
2026-03-06 21:14:20.906769,1772831660906267172
2026-03-06 21:14:20.906838,1772831660906267172
2026-03-06 21:14:20.907207,1772831660907188614
2026-03-06 21:14:21.037808,1772831661037365669
2026-03-06 21:14:21.037846,1772831661037365669
2026-03-06 21:14:21.037914,1772831661037365669
2026-03-06 21:14:21.037982,1772831661037365669
2026-03-06 21:14:21.038131,1772831661037365669
2026-03-06 21:14:21.038248,1772831661038229883
2026-03-06 21:14:21.166558,1772831661164631962
2026-03-06 21:14:21.166752,1772831661164631962
2026-03-06 21:14:21.169695,1772831661169586722
2026-03-06 21:14:21.292745,1772831661291777518
2026-03-06 21:14:21.292841,1772831661291777518
2026-03-06 21:14:21.292962,1772831661291777518
2026-03-06 21:14:21.293086,1772831661291777518
2026-03-06 21:14:21.293227,1772831661291777518
2026-03-06 21:14:21.293355,1772831661291777518
2026-03-06 21:14:21.29347,1772831661291777518
2026-03-06 21:14:21.293601,1772831661291777518
2026-03-06 21:14:21.294901,1772831661294850097
2026-03-06 21:14:21.419121,1772831661418646381
2026-03-06 21:14:21.419402,1772831661418646381
2026-03-06 21:14:21.41948,1772831661418646381
2026-03-06 21:14:21.419731,1772831661418646381
2026-03-06 21:14:21.419746,1772831661419711173
2026-03-06 21:14:21.419872,1772831661418646381
2026-03-06 21:14:21.420012,1772831661418646381
2026-03-06 21:14:21.546124,1772831661545491065
2026-03-06 21:14:21.546156,1772831661545491065
2026-03-06 21:14:21.546218,1772831661545491065
2026-03-06 21:14:21.546288,1772831661545491065
2026-03-06 21:14:21.546351,1772831661545491065
2026-03-06 21:14:21.546422,1772831661545491065
2026-03-06 21:14:21.546486,1772831661545491065
2026-03-06 21:14:21.546548,1772831661545491065
2026-03-06 21:14:21.546621,1772831661545491065
2026-03-06 21:14:21.546728,1772831661546705507
2026-03-06 21:14:21.673333,1772831661672516376
2026-03-06 21:14:21.673447,1772831661672516376
2026-03-06 21:14:21.673566,1772831661672516376
2026-03-06 21:14:21.673664,1772831661672516376
2026-03-06 21:14:21.673773,1772831661672516376
2026-03-06 21:14:21.673885,1772831661672516376
2026-03-06 21:14:21.674013,1772831661672516376
2026-03-06 21:14:21.67423,1772831661674201163
2026-03-06 21:14:21.80119,1772831661800332110
2026-03-06 21:14:21.801345,1772831661800332110
2026-03-06 21:14:21.801497,1772831661800332110
2026-03-06 21:14:21.801642,1772831661800332110
2026-03-06 21:14:21.801799,1772831661800332110
2026-03-06 21:14:21.801903,1772831661801862219
2026-03-06 21:14:21.801955,1772831661800332110
2026-03-06 21:14:21.928803,1772831661927276740
2026-03-06 21:14:21.928909,1772831661927276740
2026-03-06 21:14:21.92982,1772831661929795456
2026-03-06 21:14:22.059308,1772831662058300754
2026-03-06 21:14:22.059455,1772831662058300754
2026-03-06 21:14:22.059601,1772831662058300754
2026-03-06 21:14:22.059746,1772831662058300754
2026-03-06 21:14:22.060002,1772831662059974081
2026-03-06 21:14:22.186057,1772831662185340934
2026-03-06 21:14:22.186111,1772831662185340934
2026-03-06 21:14:22.186227,1772831662185340934
2026-03-06 21:14:22.186339,1772831662185340934
2026-03-06 21:14:22.186557,1772831662185340934
2026-03-06 21:14:22.186746,1772831662185340934
2026-03-06 21:14:22.186839,1772831662186813923
2026-03-06 21:14:22.312871,1772831662312292207
2026-03-06 21:14:22.312917,1772831662312292207
2026-03-06 21:14:22.312972,1772831662312292207
2026-03-06 21:14:22.313043,1772831662312292207
2026-03-06 21:14:22.313107,1772831662312292207
2026-03-06 21:14:22.313189,1772831662312292207
2026-03-06 21:14:22.313256,1772831662312292207
2026-03-06 21:14:22.313311,1772831662313212013
2026-03-06 21:14:22.440053,1772831662439394711
2026-03-06 21:14:22.440154,1772831662439394711
2026-03-06 21:14:22.440274,1772831662439394711
2026-03-06 21:14:22.440366,1772831662439394711
2026-03-06 21:14:22.440472,1772831662439394711
2026-03-06 21:14:22.440579,1772831662439394711
2026-03-06 21:14:22.441101,1772831662441066968
2026-03-06 21:14:22.56718,1772831662566503811
2026-03-06 21:14:22.567217,1772831662566503811
2026-03-06 21:14:22.567242,1772831662566503811
2026-03-06 21:14:22.567272,1772831662566503811
