time,PT.GN2_Regulated.status
2026-03-06 21:29:45.05936,0
2026-03-06 21:29:45.059372,0
2026-03-06 21:29:45.05939,0
2026-03-06 21:29:45.168256,0
2026-03-06 21:29:45.168369,0
2026-03-06 21:29:45.168418,0
2026-03-06 21:29:45.168476,0
2026-03-06 21:29:45.168515,0
2026-03-06 21:29:45.168564,0
2026-03-06 21:29:45.168625,0
2026-03-06 21:29:45.168656,0
2026-03-06 21:29:45.168679,0
2026-03-06 21:29:45.277446,0
2026-03-06 21:29:45.277496,0
2026-03-06 21:29:45.27754,0
2026-03-06 21:29:45.277568,0
2026-03-06 21:29:45.277604,0
2026-03-06 21:29:45.277643,0
2026-03-06 21:29:45.277664,0
2026-03-06 21:29:45.277701,0
2026-03-06 21:29:45.277725,0
2026-03-06 21:29:45.386149,0
2026-03-06 21:29:45.386222,0
2026-03-06 21:29:45.386275,0
2026-03-06 21:29:45.386329,0
2026-03-06 21:29:45.386386,0
2026-03-06 21:29:45.38644,0
2026-03-06 21:29:45.386475,0
2026-03-06 21:29:45.3865,0
2026-03-06 21:29:45.386518,0
2026-03-06 21:29:45.495155,0
2026-03-06 21:29:45.495195,0
2026-03-06 21:29:45.495208,0
2026-03-06 21:29:45.495232,0
2026-03-06 21:29:45.49525,0
2026-03-06 21:29:45.495265,0
2026-03-06 21:29:45.495284,0
2026-03-06 21:29:45.495303,0
2026-03-06 21:29:45.495314,0
2026-03-06 21:29:45.604239,0
2026-03-06 21:29:45.604278,0
2026-03-06 21:29:45.60429,0
2026-03-06 21:29:45.604307,0
2026-03-06 21:29:45.604326,0
2026-03-06 21:29:45.604342,0
2026-03-06 21:29:45.604352,0
2026-03-06 21:29:45.604367,0
2026-03-06 21:29:45.604383,0
2026-03-06 21:29:45.713305,0
2026-03-06 21:29:45.713373,0
2026-03-06 21:29:45.713431,0
2026-03-06 21:29:45.713484,0
2026-03-06 21:29:45.713502,0
2026-03-06 21:29:45.713529,0
2026-03-06 21:29:45.713553,0
2026-03-06 21:29:45.713577,0
2026-03-06 21:29:45.713604,0
2026-03-06 21:29:45.821916,0
2026-03-06 21:29:45.821958,0
2026-03-06 21:29:45.821972,0
2026-03-06 21:29:45.821989,0
2026-03-06 21:29:45.822008,0
2026-03-06 21:29:45.822018,0
2026-03-06 21:29:45.822037,0
2026-03-06 21:29:45.822056,0
2026-03-06 21:29:45.822069,0
2026-03-06 21:29:45.931036,0
2026-03-06 21:29:45.931125,0
2026-03-06 21:29:45.931191,0
2026-03-06 21:29:45.931213,0
2026-03-06 21:29:45.931253,0
2026-03-06 21:29:45.931275,0
2026-03-06 21:29:45.931311,0
2026-03-06 21:29:45.931344,0
2026-03-06 21:29:45.931396,0
2026-03-06 21:29:46.040369,0
2026-03-06 21:29:46.040438,0
2026-03-06 21:29:46.040496,0
2026-03-06 21:29:46.040556,0
2026-03-06 21:29:46.040614,0
2026-03-06 21:29:46.040641,0
2026-03-06 21:29:46.040675,0
2026-03-06 21:29:46.040702,0
2026-03-06 21:29:46.040725,0
2026-03-06 21:29:46.149653,0
2026-03-06 21:29:46.149763,0
2026-03-06 21:29:46.149796,0
2026-03-06 21:29:46.149824,0
2026-03-06 21:29:46.149855,0
2026-03-06 21:29:46.149874,0
2026-03-06 21:29:46.149904,0
2026-03-06 21:29:46.14993,0
2026-03-06 21:29:46.149962,0
2026-03-06 21:29:46.258265,0
