time,PT_Cal.Ox_Upstream.pressure_psi
2026-03-06 21:31:29.047656,0.0
2026-03-06 21:31:29.047756,0.22006123
2026-03-06 21:31:29.155404,0.0
2026-03-06 21:31:29.155513,0.0
2026-03-06 21:31:29.155659,0.0
2026-03-06 21:31:29.155835,0.0
2026-03-06 21:31:29.155991,0.0
2026-03-06 21:31:29.156103,0.22030732
2026-03-06 21:31:29.156214,0.0
2026-03-06 21:31:29.156494,0.0
2026-03-06 21:31:29.264254,0.0
2026-03-06 21:31:29.264294,0.0
2026-03-06 21:31:29.264325,0.0
2026-03-06 21:31:29.264425,0.0
2026-03-06 21:31:29.264655,0.2201037
2026-03-06 21:31:29.3738,0.0
2026-03-06 21:31:29.37387,0.0
2026-03-06 21:31:29.373928,0.0
2026-03-06 21:31:29.374001,0.0
2026-03-06 21:31:29.374075,0.0
2026-03-06 21:31:29.374149,0.0
2026-03-06 21:31:29.374245,0.0
2026-03-06 21:31:29.374331,0.0
2026-03-06 21:31:29.374468,0.22063299
2026-03-06 21:31:29.482464,0.0
2026-03-06 21:31:29.48263,0.0
2026-03-06 21:31:29.482723,0.0
2026-03-06 21:31:29.482823,0.0
2026-03-06 21:31:29.482951,0.0
2026-03-06 21:31:29.483028,0.0
2026-03-06 21:31:29.483068,0.22055341
2026-03-06 21:31:29.591595,0.0
2026-03-06 21:31:29.591643,0.0
2026-03-06 21:31:29.59171,0.0
2026-03-06 21:31:29.59178,0.0
2026-03-06 21:31:29.591855,0.0
2026-03-06 21:31:29.591929,0.0
2026-03-06 21:31:29.591958,0.22059926
2026-03-06 21:31:29.592004,0.0
2026-03-06 21:31:29.700771,0.0
2026-03-06 21:31:29.700915,0.0
2026-03-06 21:31:29.701062,0.0
2026-03-06 21:31:29.701231,0.0
2026-03-06 21:31:29.702936,0.22008887
2026-03-06 21:31:29.809124,0.0
2026-03-06 21:31:29.809216,0.0
2026-03-06 21:31:29.809318,0.0
2026-03-06 21:31:29.809434,0.0
2026-03-06 21:31:29.809549,0.0
2026-03-06 21:31:29.809697,0.0
2026-03-06 21:31:29.809827,0.22052173
2026-03-06 21:31:29.918195,0.0
2026-03-06 21:31:29.918536,0.0
2026-03-06 21:31:29.918849,0.0
2026-03-06 21:31:29.918937,0.22026956
2026-03-06 21:31:29.91897,0.0
2026-03-06 21:31:29.919257,0.0
2026-03-06 21:31:29.919348,0.0
2026-03-06 21:31:30.027099,0.0
2026-03-06 21:31:30.027144,0.0
2026-03-06 21:31:30.027171,0.0
2026-03-06 21:31:30.027215,0.0
2026-03-06 21:31:30.027287,0.0
2026-03-06 21:31:30.027902,0.2205541
2026-03-06 21:31:30.136668,0.0
2026-03-06 21:31:30.13672,0.0
2026-03-06 21:31:30.136736,0.0
2026-03-06 21:31:30.136813,0.0
2026-03-06 21:31:30.1369,0.0
2026-03-06 21:31:30.137038,0.0
2026-03-06 21:31:30.137177,0.2205197
2026-03-06 21:31:30.245602,0.0
2026-03-06 21:31:30.245734,0.0
2026-03-06 21:31:30.245764,0.0
2026-03-06 21:31:30.245781,0.0
2026-03-06 21:31:30.245805,0.0
2026-03-06 21:31:30.245825,0.0
2026-03-06 21:31:30.246457,0.22049409
2026-03-06 21:31:30.35431,0.0
2026-03-06 21:31:30.354363,0.0
2026-03-06 21:31:30.354419,0.0
2026-03-06 21:31:30.354483,0.0
2026-03-06 21:31:30.354556,0.0
2026-03-06 21:31:30.354876,0.2206822
2026-03-06 21:31:30.463401,0.0
2026-03-06 21:31:30.463466,0.0
2026-03-06 21:31:30.463553,0.0
2026-03-06 21:31:30.463726,0.0
2026-03-06 21:31:30.463968,0.22053926
2026-03-06 21:31:30.572672,0.0
2026-03-06 21:31:30.57273,0.0
2026-03-06 21:31:30.572789,0.0
2026-03-06 21:31:30.572856,0.0
2026-03-06 21:31:30.572923,0.220664
2026-03-06 21:31:30.572927,0.0
2026-03-06 21:31:30.573005,0.0
2026-03-06 21:31:30.681471,0.0
2026-03-06 21:31:30.681542,0.0
2026-03-06 21:31:30.681601,0.0
2026-03-06 21:31:30.681674,0.0
2026-03-06 21:31:30.682205,0.2204961
2026-03-06 21:31:30.79089,0.0
2026-03-06 21:31:30.791018,0.0
2026-03-06 21:31:30.791176,0.0
2026-03-06 21:31:30.791351,0.0
2026-03-06 21:31:30.791511,0.0
2026-03-06 21:31:30.791677,0.0
2026-03-06 21:31:30.792248,0.22052038
2026-03-06 21:31:30.899339,0.0
2026-03-06 21:31:30.899402,0.0
2026-03-06 21:31:30.899454,0.0
2026-03-06 21:31:30.899528,0.0
2026-03-06 21:31:30.899624,0.0
2026-03-06 21:31:30.899704,0.0
2026-03-06 21:31:30.900244,0.22038351
2026-03-06 21:31:31.008534,0.0
2026-03-06 21:31:31.008594,0.0
2026-03-06 21:31:31.008637,0.0
2026-03-06 21:31:31.008721,0.0
2026-03-06 21:31:31.0088,0.0
2026-03-06 21:31:31.009113,0.22062826
2026-03-06 21:31:31.117368,0.0
2026-03-06 21:31:31.117418,0.0
2026-03-06 21:31:31.117488,0.0
2026-03-06 21:31:31.117563,0.0
2026-03-06 21:31:31.117578,0.2205642
2026-03-06 21:31:31.117635,0.0
2026-03-06 21:31:31.226123,0.0
2026-03-06 21:31:31.226229,0.0
2026-03-06 21:31:31.226319,0.0
