time,PT_Cal.GSE_Mid.channel_id
2026-03-06 21:14:20.407512,13
2026-03-06 21:14:20.407533,13
2026-03-06 21:14:20.407554,13
2026-03-06 21:14:20.407583,13
2026-03-06 21:14:20.40761,13
2026-03-06 21:14:20.407674,13
2026-03-06 21:14:20.407925,13
2026-03-06 21:14:20.408444,13
2026-03-06 21:14:20.507245,13
2026-03-06 21:14:20.507335,13
2026-03-06 21:14:20.50735,13
2026-03-06 21:14:20.507355,13
2026-03-06 21:14:20.507365,13
2026-03-06 21:14:20.507373,13
2026-03-06 21:14:20.507383,13
2026-03-06 21:14:20.5074,13
2026-03-06 21:14:20.50742,13
2026-03-06 21:14:20.608225,13
2026-03-06 21:14:20.608269,13
2026-03-06 21:14:20.608287,13
2026-03-06 21:14:20.608305,13
2026-03-06 21:14:20.608344,13
2026-03-06 21:14:20.608377,13
2026-03-06 21:14:20.608429,13
2026-03-06 21:14:20.608506,13
2026-03-06 21:14:20.608625,13
2026-03-06 21:14:20.70827,13
2026-03-06 21:14:20.708297,13
2026-03-06 21:14:20.708309,13
2026-03-06 21:14:20.708313,13
2026-03-06 21:14:20.708323,13
2026-03-06 21:14:20.708352,13
2026-03-06 21:14:20.708414,13
2026-03-06 21:14:20.70849,13
2026-03-06 21:14:20.708636,13
2026-03-06 21:14:20.808735,13
2026-03-06 21:14:20.808754,13
2026-03-06 21:14:20.808777,13
2026-03-06 21:14:20.808808,13
2026-03-06 21:14:20.808832,13
2026-03-06 21:14:20.808855,13
2026-03-06 21:14:20.808878,13
2026-03-06 21:14:20.808902,13
2026-03-06 21:14:20.808938,13
2026-03-06 21:14:20.809379,13
2026-03-06 21:14:20.912703,13
2026-03-06 21:14:20.91277,13
2026-03-06 21:14:20.912781,13
2026-03-06 21:14:20.91279,13
2026-03-06 21:14:20.912805,13
2026-03-06 21:14:20.912849,13
2026-03-06 21:14:20.912919,13
2026-03-06 21:14:20.912988,13
2026-03-06 21:14:20.913203,13
2026-03-06 21:14:21.012321,13
2026-03-06 21:14:21.012346,13
2026-03-06 21:14:21.012372,13
2026-03-06 21:14:21.012417,13
2026-03-06 21:14:21.012647,13
2026-03-06 21:14:21.01267,13
2026-03-06 21:14:21.012693,13
2026-03-06 21:14:21.012715,13
2026-03-06 21:14:21.112968,13
2026-03-06 21:14:21.113008,13
2026-03-06 21:14:21.113041,13
2026-03-06 21:14:21.113125,13
2026-03-06 21:14:21.113208,13
2026-03-06 21:14:21.113275,13
2026-03-06 21:14:21.11341,13
2026-03-06 21:14:21.113527,13
2026-03-06 21:14:21.113528,13
2026-03-06 21:14:21.21291,13
2026-03-06 21:14:21.212936,13
2026-03-06 21:14:21.212956,13
2026-03-06 21:14:21.212967,13
2026-03-06 21:14:21.212989,13
2026-03-06 21:14:21.213005,13
2026-03-06 21:14:21.213035,13
2026-03-06 21:14:21.213062,13
2026-03-06 21:14:21.213097,13
2026-03-06 21:14:21.213639,13
2026-03-06 21:14:21.312555,13
2026-03-06 21:14:21.31259,13
2026-03-06 21:14:21.312637,13
2026-03-06 21:14:21.312692,13
2026-03-06 21:14:21.312757,13
2026-03-06 21:14:21.312834,13
2026-03-06 21:14:21.312954,13
2026-03-06 21:14:21.313099,13
2026-03-06 21:14:21.413117,13
2026-03-06 21:14:21.413156,13
2026-03-06 21:14:21.413457,13
2026-03-06 21:14:21.413563,13
2026-03-06 21:14:21.413611,13
2026-03-06 21:14:21.413641,13
2026-03-06 21:14:21.413673,13
2026-03-06 21:14:21.413691,13
2026-03-06 21:14:21.413963,13
2026-03-06 21:14:21.512714,13
2026-03-06 21:14:21.512775,13
2026-03-06 21:14:21.513003,13
2026-03-06 21:14:21.513049,13
2026-03-06 21:14:21.513094,13
2026-03-06 21:14:21.51314,13
2026-03-06 21:14:21.513216,13
2026-03-06 21:14:21.513277,13
2026-03-06 21:14:21.613953,13
2026-03-06 21:14:21.613998,13
2026-03-06 21:14:21.614038,13
2026-03-06 21:14:21.614102,13
2026-03-06 21:14:21.614178,13
2026-03-06 21:14:21.614239,13
2026-03-06 21:14:21.614322,13
2026-03-06 21:14:21.61439,13
2026-03-06 21:14:21.61445,13
2026-03-06 21:14:21.61448,13
2026-03-06 21:14:21.713778,13
2026-03-06 21:14:21.713851,13
2026-03-06 21:14:21.713919,13
2026-03-06 21:14:21.713987,13
2026-03-06 21:14:21.714072,13
2026-03-06 21:14:21.71413,13
2026-03-06 21:14:21.714263,13
2026-03-06 21:14:21.714403,13
2026-03-06 21:14:21.71459,13
2026-03-06 21:14:21.813762,13
2026-03-06 21:14:21.813868,13
2026-03-06 21:14:21.813924,13
2026-03-06 21:14:21.814036,13
2026-03-06 21:14:21.814206,13
2026-03-06 21:14:21.814311,13
2026-03-06 21:14:21.814553,13
2026-03-06 21:14:21.814699,13
2026-03-06 21:14:21.917514,13
2026-03-06 21:14:21.917551,13
2026-03-06 21:14:21.91758,13
2026-03-06 21:14:21.917596,13
2026-03-06 21:14:21.917626,13
2026-03-06 21:14:21.917651,13
2026-03-06 21:14:21.917678,13
2026-03-06 21:14:21.917721,13
2026-03-06 21:14:21.917749,13
2026-03-06 21:14:21.918005,13
2026-03-06 21:14:22.017848,13
2026-03-06 21:14:22.017932,13
2026-03-06 21:14:22.018041,13
2026-03-06 21:14:22.018119,13
2026-03-06 21:14:22.018239,13
2026-03-06 21:14:22.018328,13
2026-03-06 21:14:22.018406,13
2026-03-06 21:14:22.019308,13
2026-03-06 21:14:22.117996,13
2026-03-06 21:14:22.118533,13
2026-03-06 21:14:22.118893,13
2026-03-06 21:14:22.118996,13
2026-03-06 21:14:22.119147,13
2026-03-06 21:14:22.119257,13
2026-03-06 21:14:22.119416,13
2026-03-06 21:14:22.119565,13
2026-03-06 21:14:22.119597,13
2026-03-06 21:14:22.119652,13
2026-03-06 21:14:22.217849,13
2026-03-06 21:14:22.217913,13
2026-03-06 21:14:22.217975,13
2026-03-06 21:14:22.218047,13
2026-03-06 21:14:22.218216,13
2026-03-06 21:14:22.218311,13
2026-03-06 21:14:22.218485,13
2026-03-06 21:14:22.218624,13
2026-03-06 21:14:22.219894,13
2026-03-06 21:14:22.31784,13
2026-03-06 21:14:22.31791,13
2026-03-06 21:14:22.31853,13
2026-03-06 21:14:22.318691,13
2026-03-06 21:14:22.318826,13
2026-03-06 21:14:22.318968,13
2026-03-06 21:14:22.319152,13
2026-03-06 21:14:22.319347,13
2026-03-06 21:14:22.319484,13
2026-03-06 21:14:22.417935,13
2026-03-06 21:14:22.418005,13
2026-03-06 21:14:22.418113,13
2026-03-06 21:14:22.418417,13
2026-03-06 21:14:22.41848,13
2026-03-06 21:14:22.418586,13
2026-03-06 21:14:22.418682,13
2026-03-06 21:14:22.418803,13
2026-03-06 21:14:22.518347,13
2026-03-06 21:14:22.518404,13
2026-03-06 21:14:22.518451,13
2026-03-06 21:14:22.518531,13
2026-03-06 21:14:22.518601,13
2026-03-06 21:14:22.518705,13
2026-03-06 21:14:22.518785,13
2026-03-06 21:14:22.518909,13
2026-03-06 21:14:22.518927,13
2026-03-06 21:14:22.618773,13
2026-03-06 21:14:22.618818,13
2026-03-06 21:14:22.618848,13
2026-03-06 21:14:22.618899,13
2026-03-06 21:14:22.618949,13
2026-03-06 21:14:22.619019,13
2026-03-06 21:14:22.619107,13
2026-03-06 21:14:22.619143,13
2026-03-06 21:14:22.619227,13
2026-03-06 21:14:22.718987,13
2026-03-06 21:14:22.719024,13
2026-03-06 21:14:22.719029,13
2026-03-06 21:14:22.71906,13
2026-03-06 21:14:22.719092,13
2026-03-06 21:14:22.719122,13
2026-03-06 21:14:22.719165,13
2026-03-06 21:14:22.719209,13
2026-03-06 21:14:22.719874,13
2026-03-06 21:14:22.818415,13
2026-03-06 21:14:22.818448,13
2026-03-06 21:14:22.818476,13
2026-03-06 21:14:22.818512,13
2026-03-06 21:14:22.818551,13
2026-03-06 21:14:22.818593,13
2026-03-06 21:14:22.818652,13
2026-03-06 21:14:22.922851,13
2026-03-06 21:14:22.922876,13
2026-03-06 21:14:22.922883,13
2026-03-06 21:14:22.922894,13
2026-03-06 21:14:22.922902,13
2026-03-06 21:14:22.922909,13
2026-03-06 21:14:22.922922,13
2026-03-06 21:14:22.92293,13
2026-03-06 21:14:22.922951,13
2026-03-06 21:14:22.923145,13
2026-03-06 21:14:23.022229,13
2026-03-06 21:14:23.022261,13
2026-03-06 21:14:23.022283,13
2026-03-06 21:14:23.022303,13
2026-03-06 21:14:23.022325,13
2026-03-06 21:14:23.022337,13
2026-03-06 21:14:23.022346,13
2026-03-06 21:14:23.022363,13
2026-03-06 21:14:23.122754,13
2026-03-06 21:14:23.122772,13
2026-03-06 21:14:23.122779,13
2026-03-06 21:14:23.122834,13
2026-03-06 21:14:23.122872,13
2026-03-06 21:14:23.122883,13
2026-03-06 21:14:23.122896,13
2026-03-06 21:14:23.122907,13
2026-03-06 21:14:23.122928,13
2026-03-06 21:14:23.123335,13
2026-03-06 21:14:23.222514,13
2026-03-06 21:14:23.222558,13
2026-03-06 21:14:23.222575,13
2026-03-06 21:14:23.222585,13
2026-03-06 21:14:23.222622,13
2026-03-06 21:14:23.222683,13
2026-03-06 21:14:23.222759,13
2026-03-06 21:14:23.322578,13
2026-03-06 21:14:23.322606,13
2026-03-06 21:14:23.322618,13
2026-03-06 21:14:23.322634,13
2026-03-06 21:14:23.322651,13
2026-03-06 21:14:23.322676,13
2026-03-06 21:14:23.322703,13
2026-03-06 21:14:23.322739,13
2026-03-06 21:14:23.322781,13
2026-03-06 21:14:23.322972,13
2026-03-06 21:14:23.422782,13
2026-03-06 21:14:23.422837,13
2026-03-06 21:14:23.422913,13
2026-03-06 21:14:23.423025,13
2026-03-06 21:14:23.423047,13
2026-03-06 21:14:23.423274,13
2026-03-06 21:14:23.42329,13
2026-03-06 21:14:23.423358,13
2026-03-06 21:14:23.423468,13
2026-03-06 21:14:23.423585,13
2026-03-06 21:14:23.522549,13
2026-03-06 21:14:23.522595,13
2026-03-06 21:14:23.522633,13
2026-03-06 21:14:23.522687,13
2026-03-06 21:14:23.522721,13
2026-03-06 21:14:23.522769,13
2026-03-06 21:14:23.523402,13
2026-03-06 21:14:23.623594,13
2026-03-06 21:14:23.623646,13
2026-03-06 21:14:23.623783,13
2026-03-06 21:14:23.623852,13
2026-03-06 21:14:23.623915,13
2026-03-06 21:14:23.623965,13
2026-03-06 21:14:23.624002,13
2026-03-06 21:14:23.624103,13
2026-03-06 21:14:23.624218,13
2026-03-06 21:14:23.723885,13
2026-03-06 21:14:23.72392,13
2026-03-06 21:14:23.723971,13
2026-03-06 21:14:23.724029,13
2026-03-06 21:14:23.724082,13
2026-03-06 21:14:23.724219,13
2026-03-06 21:14:23.724371,13
2026-03-06 21:14:23.724705,13
2026-03-06 21:14:23.724761,13
2026-03-06 21:14:23.823781,13
2026-03-06 21:14:23.823898,13
2026-03-06 21:14:23.823992,13
2026-03-06 21:14:23.824105,13
2026-03-06 21:14:23.82459,13
2026-03-06 21:14:23.927921,13
2026-03-06 21:14:23.927968,13
2026-03-06 21:14:23.928085,13
2026-03-06 21:14:23.928228,13
2026-03-06 21:14:23.928352,13
2026-03-06 21:14:23.928428,13
2026-03-06 21:14:23.92848,13
2026-03-06 21:14:23.928617,13
2026-03-06 21:14:24.028292,13
2026-03-06 21:14:24.028393,13
2026-03-06 21:14:24.028487,13
2026-03-06 21:14:24.028582,13
2026-03-06 21:14:24.028658,13
2026-03-06 21:14:24.028843,13
2026-03-06 21:14:24.029003,13
2026-03-06 21:14:24.029202,13
2026-03-06 21:14:24.02943,13
2026-03-06 21:14:24.128348,13
2026-03-06 21:14:24.128405,13
2026-03-06 21:14:24.128451,13
2026-03-06 21:14:24.128483,13
2026-03-06 21:14:24.128535,13
2026-03-06 21:14:24.128594,13
2026-03-06 21:14:24.128612,13
2026-03-06 21:14:24.128666,13
2026-03-06 21:14:24.128695,13
2026-03-06 21:14:24.227844,13
2026-03-06 21:14:24.22788,13
2026-03-06 21:14:24.227929,13
2026-03-06 21:14:24.227984,13
2026-03-06 21:14:24.228011,13
2026-03-06 21:14:24.228044,13
2026-03-06 21:14:24.228097,13
2026-03-06 21:14:24.228138,13
2026-03-06 21:14:24.228801,13
2026-03-06 21:14:24.327622,13
2026-03-06 21:14:24.327694,13
2026-03-06 21:14:24.327749,13
2026-03-06 21:14:24.327842,13
2026-03-06 21:14:24.32791,13
2026-03-06 21:14:24.327996,13
2026-03-06 21:14:24.427723,13
2026-03-06 21:14:24.42775,13
2026-03-06 21:14:24.427759,13
2026-03-06 21:14:24.42778,13
2026-03-06 21:14:24.42783,13
2026-03-06 21:14:24.427894,13
2026-03-06 21:14:24.428006,13
2026-03-06 21:14:24.42812,13
2026-03-06 21:14:24.428239,13
2026-03-06 21:14:24.527792,13
2026-03-06 21:14:24.527874,13
2026-03-06 21:14:24.528018,13
2026-03-06 21:14:24.5283,13
2026-03-06 21:14:24.528377,13
2026-03-06 21:14:24.528533,13
2026-03-06 21:14:24.52857,13
2026-03-06 21:14:24.528719,13
2026-03-06 21:14:24.528882,13
2026-03-06 21:14:24.529055,13
2026-03-06 21:14:24.628626,13
2026-03-06 21:14:24.628678,13
2026-03-06 21:14:24.628701,13
2026-03-06 21:14:24.628763,13
2026-03-06 21:14:24.628934,13
2026-03-06 21:14:24.629043,13
2026-03-06 21:14:24.62914,13
2026-03-06 21:14:24.629145,13
2026-03-06 21:14:24.729194,13
2026-03-06 21:14:24.729248,13
2026-03-06 21:14:24.729321,13
2026-03-06 21:14:24.729395,13
2026-03-06 21:14:24.72948,13
2026-03-06 21:14:24.729575,13
2026-03-06 21:14:24.729604,13
2026-03-06 21:14:24.72969,13
2026-03-06 21:14:24.829216,13
2026-03-06 21:14:24.829283,13
2026-03-06 21:14:24.82935,13
2026-03-06 21:14:24.829434,13
2026-03-06 21:14:24.829505,13
2026-03-06 21:14:24.82965,13
2026-03-06 21:14:24.829799,13
2026-03-06 21:14:24.829877,13
2026-03-06 21:14:24.932887,13
2026-03-06 21:14:24.932926,13
2026-03-06 21:14:24.932939,13
2026-03-06 21:14:24.932972,13
2026-03-06 21:14:24.933013,13
2026-03-06 21:14:24.933045,13
2026-03-06 21:14:24.933082,13
2026-03-06 21:14:24.933118,13
2026-03-06 21:14:24.933171,13
2026-03-06 21:14:24.933415,13
2026-03-06 21:14:25.032756,13
2026-03-06 21:14:25.032791,13
2026-03-06 21:14:25.032804,13
2026-03-06 21:14:25.03283,13
2026-03-06 21:14:25.03286,13
2026-03-06 21:14:25.032884,13
2026-03-06 21:14:25.032938,13
2026-03-06 21:14:25.032973,13
2026-03-06 21:14:25.033002,13
2026-03-06 21:14:25.132552,13
2026-03-06 21:14:25.132599,13
2026-03-06 21:14:25.132662,13
2026-03-06 21:14:25.132732,13
2026-03-06 21:14:25.132869,13
2026-03-06 21:14:25.132893,13
2026-03-06 21:14:25.132968,13
2026-03-06 21:14:25.133015,13
2026-03-06 21:14:25.232436,13
2026-03-06 21:14:25.232466,13
2026-03-06 21:14:25.232487,13
2026-03-06 21:14:25.232498,13
2026-03-06 21:14:25.232515,13
2026-03-06 21:14:25.232535,13
2026-03-06 21:14:25.232609,13
2026-03-06 21:14:25.232628,13
2026-03-06 21:14:25.233029,13
2026-03-06 21:14:25.332856,13
2026-03-06 21:14:25.332916,13
2026-03-06 21:14:25.332955,13
2026-03-06 21:14:25.333021,13
2026-03-06 21:14:25.333091,13
2026-03-06 21:14:25.3332,13
2026-03-06 21:14:25.333364,13
2026-03-06 21:14:25.333581,13
2026-03-06 21:14:25.432728,13
2026-03-06 21:14:25.432796,13
2026-03-06 21:14:25.432825,13
2026-03-06 21:14:25.43289,13
2026-03-06 21:14:25.432959,13
2026-03-06 21:14:25.433074,13
2026-03-06 21:14:25.433157,13
2026-03-06 21:14:25.433448,13
2026-03-06 21:14:25.434608,13
2026-03-06 21:14:25.532624,13
2026-03-06 21:14:25.53267,13
2026-03-06 21:14:25.532718,13
2026-03-06 21:14:25.532807,13
2026-03-06 21:14:25.532891,13
2026-03-06 21:14:25.532947,13
2026-03-06 21:14:25.532993,13
2026-03-06 21:14:25.533061,13
2026-03-06 21:14:25.633724,13
2026-03-06 21:14:25.633829,13
2026-03-06 21:14:25.633913,13
2026-03-06 21:14:25.633991,13
2026-03-06 21:14:25.633992,13
2026-03-06 21:14:25.634079,13
2026-03-06 21:14:25.63417,13
2026-03-06 21:14:25.634243,13
2026-03-06 21:14:25.634317,13
2026-03-06 21:14:25.733955,13
2026-03-06 21:14:25.734004,13
2026-03-06 21:14:25.734076,13
2026-03-06 21:14:25.734155,13
2026-03-06 21:14:25.73426,13
2026-03-06 21:14:25.734299,13
2026-03-06 21:14:25.734529,13
2026-03-06 21:14:25.734611,13
2026-03-06 21:14:25.734832,13
2026-03-06 21:14:25.833546,13
2026-03-06 21:14:25.833581,13
2026-03-06 21:14:25.833593,13
2026-03-06 21:14:25.833608,13
2026-03-06 21:14:25.833633,13
2026-03-06 21:14:25.83365,13
2026-03-06 21:14:25.833679,13
2026-03-06 21:14:25.834173,13
2026-03-06 21:14:25.834357,13
2026-03-06 21:14:25.937915,13
2026-03-06 21:14:25.937962,13
2026-03-06 21:14:25.937983,13
2026-03-06 21:14:25.937988,13
2026-03-06 21:14:25.937995,13
2026-03-06 21:14:25.93813,13
2026-03-06 21:14:25.938208,13
2026-03-06 21:14:25.938223,13
2026-03-06 21:14:25.938575,13
2026-03-06 21:14:26.038197,13
2026-03-06 21:14:26.03823,13
2026-03-06 21:14:26.038245,13
2026-03-06 21:14:26.038261,13
2026-03-06 21:14:26.038309,13
2026-03-06 21:14:26.038473,13
2026-03-06 21:14:26.038511,13
2026-03-06 21:14:26.038587,13
2026-03-06 21:14:26.038697,13
2026-03-06 21:14:26.137785,13
2026-03-06 21:14:26.137837,13
2026-03-06 21:14:26.137975,13
2026-03-06 21:14:26.138203,13
2026-03-06 21:14:26.138397,13
2026-03-06 21:14:26.138551,13
2026-03-06 21:14:26.138806,13
2026-03-06 21:14:26.138842,13
2026-03-06 21:14:26.139082,13
2026-03-06 21:14:26.238018,13
2026-03-06 21:14:26.23807,13
2026-03-06 21:14:26.238113,13
2026-03-06 21:14:26.238182,13
2026-03-06 21:14:26.23825,13
2026-03-06 21:14:26.238321,13
2026-03-06 21:14:26.238512,13
2026-03-06 21:14:26.238608,13
2026-03-06 21:14:26.238863,13
2026-03-06 21:14:26.337665,13
2026-03-06 21:14:26.337713,13
2026-03-06 21:14:26.337722,13
2026-03-06 21:14:26.337769,13
2026-03-06 21:14:26.337852,13
2026-03-06 21:14:26.33794,13
2026-03-06 21:14:26.33802,13
2026-03-06 21:14:26.338075,13
2026-03-06 21:14:26.438297,13
2026-03-06 21:14:26.438379,13
2026-03-06 21:14:26.438424,13
2026-03-06 21:14:26.438511,13
2026-03-06 21:14:26.438586,13
2026-03-06 21:14:26.438692,13
2026-03-06 21:14:26.438796,13
2026-03-06 21:14:26.439205,13
2026-03-06 21:14:26.538166,13
2026-03-06 21:14:26.538247,13
2026-03-06 21:14:26.538317,13
2026-03-06 21:14:26.538386,13
2026-03-06 21:14:26.538542,13
2026-03-06 21:14:26.538696,13
2026-03-06 21:14:26.538808,13
2026-03-06 21:14:26.538929,13
2026-03-06 21:14:26.539357,13
2026-03-06 21:14:26.639028,13
2026-03-06 21:14:26.639067,13
2026-03-06 21:14:26.639077,13
2026-03-06 21:14:26.639111,13
2026-03-06 21:14:26.639136,13
2026-03-06 21:14:26.639175,13
2026-03-06 21:14:26.639209,13
2026-03-06 21:14:26.639238,13
2026-03-06 21:14:26.639333,13
2026-03-06 21:14:26.639406,13
2026-03-06 21:14:26.738723,13
2026-03-06 21:14:26.738799,13
2026-03-06 21:14:26.738865,13
2026-03-06 21:14:26.738938,13
2026-03-06 21:14:26.739009,13
2026-03-06 21:14:26.739103,13
2026-03-06 21:14:26.739524,13
2026-03-06 21:14:26.739773,13
2026-03-06 21:14:26.739856,13
2026-03-06 21:14:26.739925,13
2026-03-06 21:14:26.838879,13
2026-03-06 21:14:26.838954,13
2026-03-06 21:14:26.839029,13
2026-03-06 21:14:26.839092,13
2026-03-06 21:14:26.839172,13
2026-03-06 21:14:26.839269,13
2026-03-06 21:14:26.839378,13
2026-03-06 21:14:26.839501,13
2026-03-06 21:14:26.839601,13
2026-03-06 21:14:26.839602,13
2026-03-06 21:14:26.943617,13
2026-03-06 21:14:26.943838,13
2026-03-06 21:14:26.943984,13
2026-03-06 21:14:26.944219,13
2026-03-06 21:14:26.944419,13
2026-03-06 21:14:26.945682,13
2026-03-06 21:14:27.042409,13
2026-03-06 21:14:27.042447,13
2026-03-06 21:14:27.042495,13
2026-03-06 21:14:27.042542,13
2026-03-06 21:14:27.042603,13
2026-03-06 21:14:27.042671,13
2026-03-06 21:14:27.042738,13
2026-03-06 21:14:27.142334,13
2026-03-06 21:14:27.142395,13
2026-03-06 21:14:27.142486,13
2026-03-06 21:14:27.142575,13
2026-03-06 21:14:27.142619,13
2026-03-06 21:14:27.242426,13
2026-03-06 21:14:27.242486,13
2026-03-06 21:14:27.242512,13
2026-03-06 21:14:27.242674,13
2026-03-06 21:14:27.242791,13
2026-03-06 21:14:27.242882,13
2026-03-06 21:14:27.242902,13
2026-03-06 21:14:27.242919,13
2026-03-06 21:14:27.342743,13
2026-03-06 21:14:27.342798,13
2026-03-06 21:14:27.343101,13
2026-03-06 21:14:27.343203,13
2026-03-06 21:14:27.343252,13
2026-03-06 21:14:27.343336,13
2026-03-06 21:14:27.343407,13
2026-03-06 21:14:27.343498,13
2026-03-06 21:14:27.343571,13
2026-03-06 21:14:27.343668,13
2026-03-06 21:14:27.442452,13
2026-03-06 21:14:27.442503,13
2026-03-06 21:14:27.442555,13
2026-03-06 21:14:27.442609,13
2026-03-06 21:14:27.442662,13
2026-03-06 21:14:27.442734,13
2026-03-06 21:14:27.443245,13
2026-03-06 21:14:27.443463,13
2026-03-06 21:14:27.543146,13
2026-03-06 21:14:27.543226,13
2026-03-06 21:14:27.543278,13
2026-03-06 21:14:27.543363,13
2026-03-06 21:14:27.543429,13
2026-03-06 21:14:27.543497,13
2026-03-06 21:14:27.543575,13
2026-03-06 21:14:27.543768,13
2026-03-06 21:14:27.643645,13
2026-03-06 21:14:27.643699,13
2026-03-06 21:14:27.643752,13
2026-03-06 21:14:27.643827,13
2026-03-06 21:14:27.643914,13
2026-03-06 21:14:27.644041,13
2026-03-06 21:14:27.644085,13
2026-03-06 21:14:27.744147,13
2026-03-06 21:14:27.744213,13
2026-03-06 21:14:27.744235,13
2026-03-06 21:14:27.744295,13
2026-03-06 21:14:27.744396,13
2026-03-06 21:14:27.744546,13
2026-03-06 21:14:27.744705,13
2026-03-06 21:14:27.745037,13
2026-03-06 21:14:27.844023,13
2026-03-06 21:14:27.844092,13
2026-03-06 21:14:27.8442,13
2026-03-06 21:14:27.844304,13
2026-03-06 21:14:27.844413,13
2026-03-06 21:14:27.844749,13
2026-03-06 21:14:27.844845,13
2026-03-06 21:14:27.845053,13
2026-03-06 21:14:27.845735,13
2026-03-06 21:14:27.948137,13
2026-03-06 21:14:27.948197,13
2026-03-06 21:14:27.94823,13
2026-03-06 21:14:27.9483,13
2026-03-06 21:14:27.948359,13
2026-03-06 21:14:27.948424,13
2026-03-06 21:14:27.948516,13
2026-03-06 21:14:27.948676,13
2026-03-06 21:14:27.948723,13
2026-03-06 21:14:28.047732,13
2026-03-06 21:14:28.047792,13
2026-03-06 21:14:28.047866,13
2026-03-06 21:14:28.04793,13
2026-03-06 21:14:28.048047,13
2026-03-06 21:14:28.048192,13
2026-03-06 21:14:28.04833,13
2026-03-06 21:14:28.048409,13
2026-03-06 21:14:28.048534,13
2026-03-06 21:14:28.049102,13
2026-03-06 21:14:28.147893,13
2026-03-06 21:14:28.147946,13
2026-03-06 21:14:28.148008,13
2026-03-06 21:14:28.148075,13
2026-03-06 21:14:28.148166,13
2026-03-06 21:14:28.14826,13
2026-03-06 21:14:28.148387,13
2026-03-06 21:14:28.149142,13
2026-03-06 21:14:28.24765,13
2026-03-06 21:14:28.247709,13
2026-03-06 21:14:28.247735,13
2026-03-06 21:14:28.247748,13
2026-03-06 21:14:28.247783,13
2026-03-06 21:14:28.247821,13
