time,PT.Ox_Downstream.channel_id
2026-03-06 21:14:18.315574,7
2026-03-06 21:14:18.315612,7
2026-03-06 21:14:18.315626,7
2026-03-06 21:14:18.315641,7
2026-03-06 21:14:18.315655,7
2026-03-06 21:14:18.315669,7
2026-03-06 21:14:18.315683,7
2026-03-06 21:14:18.315697,7
2026-03-06 21:14:18.315712,7
2026-03-06 21:14:18.316672,7
2026-03-06 21:14:18.316681,7
2026-03-06 21:14:18.316689,7
2026-03-06 21:14:18.316696,7
2026-03-06 21:14:18.316705,7
2026-03-06 21:14:18.316712,7
2026-03-06 21:14:18.31672,7
2026-03-06 21:14:18.316728,7
2026-03-06 21:14:18.316735,7
2026-03-06 21:14:18.317104,7
2026-03-06 21:14:18.317112,7
2026-03-06 21:14:18.31712,7
2026-03-06 21:14:18.317128,7
2026-03-06 21:14:18.317136,7
2026-03-06 21:14:18.317143,7
2026-03-06 21:14:18.317151,7
2026-03-06 21:14:18.317163,7
2026-03-06 21:14:18.317171,7
2026-03-06 21:14:18.318484,7
2026-03-06 21:14:18.318493,7
2026-03-06 21:14:18.318502,7
2026-03-06 21:14:18.31851,7
2026-03-06 21:14:18.318517,7
2026-03-06 21:14:18.318525,7
2026-03-06 21:14:18.318533,7
2026-03-06 21:14:18.31854,7
2026-03-06 21:14:18.318548,7
2026-03-06 21:14:18.319523,7
2026-03-06 21:14:18.319532,7
2026-03-06 21:14:18.319539,7
2026-03-06 21:14:18.319547,7
2026-03-06 21:14:18.319555,7
2026-03-06 21:14:18.319563,7
2026-03-06 21:14:18.319571,7
2026-03-06 21:14:18.319578,7
2026-03-06 21:14:18.319586,7
2026-03-06 21:14:18.329431,7
2026-03-06 21:14:18.329443,7
2026-03-06 21:14:18.329451,7
2026-03-06 21:14:18.329458,7
2026-03-06 21:14:18.329466,7
2026-03-06 21:14:18.329474,7
2026-03-06 21:14:18.329482,7
2026-03-06 21:14:18.329489,7
2026-03-06 21:14:18.329497,7
2026-03-06 21:14:18.438192,7
2026-03-06 21:14:18.438205,7
2026-03-06 21:14:18.438213,7
2026-03-06 21:14:18.438221,7
2026-03-06 21:14:18.438229,7
2026-03-06 21:14:18.438236,7
2026-03-06 21:14:18.438244,7
2026-03-06 21:14:18.438252,7
2026-03-06 21:14:18.43826,7
2026-03-06 21:14:18.547393,7
2026-03-06 21:14:18.547404,7
2026-03-06 21:14:18.547412,7
2026-03-06 21:14:18.547419,7
2026-03-06 21:14:18.547427,7
2026-03-06 21:14:18.547435,7
2026-03-06 21:14:18.547443,7
2026-03-06 21:14:18.54745,7
2026-03-06 21:14:18.547458,7
2026-03-06 21:14:18.656352,7
2026-03-06 21:14:18.656364,7
2026-03-06 21:14:18.656372,7
2026-03-06 21:14:18.65638,7
2026-03-06 21:14:18.656388,7
2026-03-06 21:14:18.656396,7
2026-03-06 21:14:18.656404,7
2026-03-06 21:14:18.656411,7
2026-03-06 21:14:18.656419,7
2026-03-06 21:14:18.765487,7
2026-03-06 21:14:18.7655,7
2026-03-06 21:14:18.765508,7
2026-03-06 21:14:18.765516,7
2026-03-06 21:14:18.765524,7
2026-03-06 21:14:18.765532,7
2026-03-06 21:14:18.765539,7
2026-03-06 21:14:18.765547,7
2026-03-06 21:14:18.765555,7
2026-03-06 21:14:18.874616,7
2026-03-06 21:14:18.874629,7
2026-03-06 21:14:18.874639,7
2026-03-06 21:14:18.874649,7
2026-03-06 21:14:18.874658,7
2026-03-06 21:14:18.874666,7
2026-03-06 21:14:18.874674,7
2026-03-06 21:14:18.874682,7
2026-03-06 21:14:18.87469,7
2026-03-06 21:14:18.98305,7
