time,BOARD.HB_12.engine_state
2026-03-06 21:14:18.309903,0
2026-03-06 21:14:18.316737,0
2026-03-06 21:14:18.894567,0
2026-03-06 21:14:19.894618,0
2026-03-06 21:14:20.894255,0
2026-03-06 21:14:21.894583,0
2026-03-06 21:14:22.904474,0
2026-03-06 21:14:23.912688,0
2026-03-06 21:14:24.912758,0
2026-03-06 21:14:25.91238,0
2026-03-06 21:14:26.912509,0
2026-03-06 21:14:27.91251,0
2026-03-06 21:14:28.92232,0
2026-03-06 21:14:29.93076,0
2026-03-06 21:14:30.930953,0
2026-03-06 21:14:31.930363,0
2026-03-06 21:14:32.930891,0
2026-03-06 21:14:33.930375,0
2026-03-06 21:14:34.940302,0
2026-03-06 21:14:35.948864,0
2026-03-06 21:14:36.948901,0
2026-03-06 21:14:37.948834,0
2026-03-06 21:14:38.948753,0
2026-03-06 21:14:39.948732,0
2026-03-06 21:14:40.958278,0
2026-03-06 21:14:41.966587,0
2026-03-06 21:14:42.966506,0
2026-03-06 21:14:43.967121,0
2026-03-06 21:14:44.966792,0
2026-03-06 21:14:45.966984,0
2026-03-06 21:14:46.977518,0
2026-03-06 21:14:47.985182,0
2026-03-06 21:14:48.985249,0
2026-03-06 21:14:49.985227,0
2026-03-06 21:14:50.984702,0
2026-03-06 21:14:51.984511,0
2026-03-06 21:14:52.994577,0
2026-03-06 21:14:54.003182,0
2026-03-06 21:14:55.003296,0
2026-03-06 21:14:56.003063,0
2026-03-06 21:14:57.00284,0
2026-03-06 21:14:58.003011,0
2026-03-06 21:14:59.012854,0
2026-03-06 21:15:00.020885,0
2026-03-06 21:15:01.021559,0
2026-03-06 21:15:02.02074,0
2026-03-06 21:15:03.022018,0
2026-03-06 21:15:04.021133,0
2026-03-06 21:15:05.030842,0
2026-03-06 21:15:06.039,0
2026-03-06 21:15:07.039131,0
2026-03-06 21:15:08.038866,0
2026-03-06 21:15:09.039351,0
2026-03-06 21:15:10.039482,0
2026-03-06 21:15:11.048953,0
2026-03-06 21:15:12.057556,0
2026-03-06 21:15:13.057278,0
2026-03-06 21:15:14.057064,0
2026-03-06 21:15:15.056918,0
2026-03-06 21:15:16.057376,0
2026-03-06 21:15:17.066718,0
2026-03-06 21:15:18.075269,0
2026-03-06 21:15:19.075367,0
2026-03-06 21:15:20.075086,0
2026-03-06 21:15:21.075199,0
2026-03-06 21:15:22.075044,0
2026-03-06 21:15:23.084722,0
2026-03-06 21:15:24.093178,0
2026-03-06 21:15:25.093372,0
2026-03-06 21:15:26.09459,0
2026-03-06 21:15:27.093622,0
2026-03-06 21:15:28.093227,0
2026-03-06 21:15:29.103189,0
2026-03-06 21:15:30.111566,0
2026-03-06 21:15:31.111499,0
2026-03-06 21:15:32.11136,0
2026-03-06 21:15:33.111417,0
