time,PT_Cal.GSE_Mid.cal_status
2026-03-06 21:14:20.107776,1
2026-03-06 21:14:20.107805,1
2026-03-06 21:14:20.107836,1
2026-03-06 21:14:20.107866,1
2026-03-06 21:14:20.107891,1
2026-03-06 21:14:20.107927,1
2026-03-06 21:14:20.107959,1
2026-03-06 21:14:20.107985,1
2026-03-06 21:14:20.108018,1
2026-03-06 21:14:20.108363,0
2026-03-06 21:14:20.207358,1
2026-03-06 21:14:20.207389,1
2026-03-06 21:14:20.207416,1
2026-03-06 21:14:20.207491,1
2026-03-06 21:14:20.207683,1
2026-03-06 21:14:20.207744,1
2026-03-06 21:14:20.307766,1
2026-03-06 21:14:20.307802,1
2026-03-06 21:14:20.307808,1
2026-03-06 21:14:20.30783,1
2026-03-06 21:14:20.307863,1
2026-03-06 21:14:20.307931,1
2026-03-06 21:14:20.307969,1
2026-03-06 21:14:20.308431,0
2026-03-06 21:14:20.407512,1
2026-03-06 21:14:20.407533,1
2026-03-06 21:14:20.407554,1
2026-03-06 21:14:20.407583,1
2026-03-06 21:14:20.40761,1
2026-03-06 21:14:20.407674,1
2026-03-06 21:14:20.407925,1
2026-03-06 21:14:20.408444,0
2026-03-06 21:14:20.507245,1
2026-03-06 21:14:20.507335,1
2026-03-06 21:14:20.50735,1
2026-03-06 21:14:20.507355,1
2026-03-06 21:14:20.507365,1
2026-03-06 21:14:20.507373,1
2026-03-06 21:14:20.507383,1
2026-03-06 21:14:20.5074,1
2026-03-06 21:14:20.50742,1
2026-03-06 21:14:20.608225,1
2026-03-06 21:14:20.608269,1
2026-03-06 21:14:20.608287,1
2026-03-06 21:14:20.608305,1
2026-03-06 21:14:20.608344,1
2026-03-06 21:14:20.608377,1
2026-03-06 21:14:20.608429,1
2026-03-06 21:14:20.608506,1
2026-03-06 21:14:20.608625,0
2026-03-06 21:14:20.70827,1
2026-03-06 21:14:20.708297,1
2026-03-06 21:14:20.708309,1
2026-03-06 21:14:20.708313,1
2026-03-06 21:14:20.708323,1
2026-03-06 21:14:20.708352,1
2026-03-06 21:14:20.708414,1
2026-03-06 21:14:20.70849,1
2026-03-06 21:14:20.708636,0
2026-03-06 21:14:20.808735,1
2026-03-06 21:14:20.808754,1
2026-03-06 21:14:20.808777,1
2026-03-06 21:14:20.808808,1
2026-03-06 21:14:20.808832,1
2026-03-06 21:14:20.808855,1
2026-03-06 21:14:20.808878,1
2026-03-06 21:14:20.808902,1
2026-03-06 21:14:20.808938,1
2026-03-06 21:14:20.809379,0
2026-03-06 21:14:20.912703,1
2026-03-06 21:14:20.91277,1
2026-03-06 21:14:20.912781,1
2026-03-06 21:14:20.91279,1
2026-03-06 21:14:20.912805,1
2026-03-06 21:14:20.912849,1
2026-03-06 21:14:20.912919,1
2026-03-06 21:14:20.912988,1
2026-03-06 21:14:20.913203,0
2026-03-06 21:14:21.012321,1
2026-03-06 21:14:21.012346,1
2026-03-06 21:14:21.012372,1
2026-03-06 21:14:21.012417,1
2026-03-06 21:14:21.012647,1
2026-03-06 21:14:21.01267,1
2026-03-06 21:14:21.012693,1
2026-03-06 21:14:21.012715,1
2026-03-06 21:14:21.112968,1
2026-03-06 21:14:21.113008,1
2026-03-06 21:14:21.113041,1
2026-03-06 21:14:21.113125,1
2026-03-06 21:14:21.113208,1
2026-03-06 21:14:21.113275,1
2026-03-06 21:14:21.11341,1
2026-03-06 21:14:21.113527,1
2026-03-06 21:14:21.113528,0
2026-03-06 21:14:21.21291,1
2026-03-06 21:14:21.212936,1
2026-03-06 21:14:21.212956,1
2026-03-06 21:14:21.212967,1
2026-03-06 21:14:21.212989,1
2026-03-06 21:14:21.213005,1
2026-03-06 21:14:21.213035,1
2026-03-06 21:14:21.213062,1
2026-03-06 21:14:21.213097,1
2026-03-06 21:14:21.213639,0
2026-03-06 21:14:21.312555,1
2026-03-06 21:14:21.31259,1
2026-03-06 21:14:21.312637,1
2026-03-06 21:14:21.312692,1
2026-03-06 21:14:21.312757,1
2026-03-06 21:14:21.312834,1
2026-03-06 21:14:21.312954,1
2026-03-06 21:14:21.313099,1
2026-03-06 21:14:21.413117,1
2026-03-06 21:14:21.413156,1
2026-03-06 21:14:21.413457,1
2026-03-06 21:14:21.413563,1
2026-03-06 21:14:21.413611,1
2026-03-06 21:14:21.413641,1
2026-03-06 21:14:21.413673,1
2026-03-06 21:14:21.413691,1
2026-03-06 21:14:21.413963,0
2026-03-06 21:14:21.512714,1
2026-03-06 21:14:21.512775,1
2026-03-06 21:14:21.513003,1
2026-03-06 21:14:21.513049,1
2026-03-06 21:14:21.513094,1
2026-03-06 21:14:21.51314,1
2026-03-06 21:14:21.513216,1
2026-03-06 21:14:21.513277,1
2026-03-06 21:14:21.613953,1
2026-03-06 21:14:21.613998,1
2026-03-06 21:14:21.614038,1
2026-03-06 21:14:21.614102,1
2026-03-06 21:14:21.614178,1
2026-03-06 21:14:21.614239,1
2026-03-06 21:14:21.614322,1
2026-03-06 21:14:21.61439,1
2026-03-06 21:14:21.61445,1
2026-03-06 21:14:21.61448,0
2026-03-06 21:14:21.713778,1
2026-03-06 21:14:21.713851,1
2026-03-06 21:14:21.713919,1
2026-03-06 21:14:21.713987,1
2026-03-06 21:14:21.714072,1
2026-03-06 21:14:21.71413,1
2026-03-06 21:14:21.714263,1
2026-03-06 21:14:21.714403,1
2026-03-06 21:14:21.71459,0
2026-03-06 21:14:21.813762,1
2026-03-06 21:14:21.813868,1
2026-03-06 21:14:21.813924,1
2026-03-06 21:14:21.814036,1
2026-03-06 21:14:21.814206,1
2026-03-06 21:14:21.814311,1
2026-03-06 21:14:21.814553,1
2026-03-06 21:14:21.814699,0
2026-03-06 21:14:21.917514,1
2026-03-06 21:14:21.917551,1
2026-03-06 21:14:21.91758,1
2026-03-06 21:14:21.917596,1
2026-03-06 21:14:21.917626,1
2026-03-06 21:14:21.917651,1
2026-03-06 21:14:21.917678,1
2026-03-06 21:14:21.917721,1
2026-03-06 21:14:21.917749,1
2026-03-06 21:14:21.918005,0
2026-03-06 21:14:22.017848,1
2026-03-06 21:14:22.017932,1
2026-03-06 21:14:22.018041,1
2026-03-06 21:14:22.018119,1
2026-03-06 21:14:22.018239,1
2026-03-06 21:14:22.018328,1
2026-03-06 21:14:22.018406,1
2026-03-06 21:14:22.019308,0
2026-03-06 21:14:22.117996,1
2026-03-06 21:14:22.118533,1
2026-03-06 21:14:22.118893,1
2026-03-06 21:14:22.118996,1
2026-03-06 21:14:22.119147,1
2026-03-06 21:14:22.119257,1
2026-03-06 21:14:22.119416,1
2026-03-06 21:14:22.119565,1
2026-03-06 21:14:22.119597,0
2026-03-06 21:14:22.119652,1
2026-03-06 21:14:22.217849,1
2026-03-06 21:14:22.217913,1
2026-03-06 21:14:22.217975,1
2026-03-06 21:14:22.218047,1
2026-03-06 21:14:22.218216,1
2026-03-06 21:14:22.218311,1
2026-03-06 21:14:22.218485,1
2026-03-06 21:14:22.218624,1
2026-03-06 21:14:22.219894,0
2026-03-06 21:14:22.31784,1
2026-03-06 21:14:22.31791,1
2026-03-06 21:14:22.31853,1
2026-03-06 21:14:22.318691,1
2026-03-06 21:14:22.318826,1
2026-03-06 21:14:22.318968,1
2026-03-06 21:14:22.319152,1
2026-03-06 21:14:22.319347,1
2026-03-06 21:14:22.319484,1
2026-03-06 21:14:22.417935,1
2026-03-06 21:14:22.418005,1
2026-03-06 21:14:22.418113,1
2026-03-06 21:14:22.418417,0
2026-03-06 21:14:22.41848,1
2026-03-06 21:14:22.418586,1
2026-03-06 21:14:22.418682,1
2026-03-06 21:14:22.418803,1
2026-03-06 21:14:22.518347,1
2026-03-06 21:14:22.518404,1
2026-03-06 21:14:22.518451,1
2026-03-06 21:14:22.518531,1
2026-03-06 21:14:22.518601,1
2026-03-06 21:14:22.518705,1
2026-03-06 21:14:22.518785,1
2026-03-06 21:14:22.518909,1
2026-03-06 21:14:22.518927,0
2026-03-06 21:14:22.618773,1
2026-03-06 21:14:22.618818,1
2026-03-06 21:14:22.618848,1
2026-03-06 21:14:22.618899,1
2026-03-06 21:14:22.618949,1
2026-03-06 21:14:22.619019,1
2026-03-06 21:14:22.619107,1
2026-03-06 21:14:22.619143,1
2026-03-06 21:14:22.619227,0
2026-03-06 21:14:22.718987,1
2026-03-06 21:14:22.719024,1
2026-03-06 21:14:22.719029,1
2026-03-06 21:14:22.71906,1
2026-03-06 21:14:22.719092,1
2026-03-06 21:14:22.719122,1
2026-03-06 21:14:22.719165,1
2026-03-06 21:14:22.719209,1
2026-03-06 21:14:22.719874,0
2026-03-06 21:14:22.818415,1
2026-03-06 21:14:22.818448,1
2026-03-06 21:14:22.818476,1
2026-03-06 21:14:22.818512,1
2026-03-06 21:14:22.818551,1
2026-03-06 21:14:22.818593,1
2026-03-06 21:14:22.818652,1
2026-03-06 21:14:22.922851,1
2026-03-06 21:14:22.922876,1
2026-03-06 21:14:22.922883,1
2026-03-06 21:14:22.922894,1
2026-03-06 21:14:22.922902,1
2026-03-06 21:14:22.922909,1
2026-03-06 21:14:22.922922,1
2026-03-06 21:14:22.92293,1
2026-03-06 21:14:22.922951,1
2026-03-06 21:14:22.923145,0
2026-03-06 21:14:23.022229,1
2026-03-06 21:14:23.022261,1
2026-03-06 21:14:23.022283,1
2026-03-06 21:14:23.022303,1
2026-03-06 21:14:23.022325,1
2026-03-06 21:14:23.022337,1
2026-03-06 21:14:23.022346,1
2026-03-06 21:14:23.022363,1
2026-03-06 21:14:23.122754,1
2026-03-06 21:14:23.122772,1
2026-03-06 21:14:23.122779,1
2026-03-06 21:14:23.122834,1
2026-03-06 21:14:23.122872,1
2026-03-06 21:14:23.122883,1
2026-03-06 21:14:23.122896,1
2026-03-06 21:14:23.122907,1
2026-03-06 21:14:23.122928,1
2026-03-06 21:14:23.123335,0
2026-03-06 21:14:23.222514,1
2026-03-06 21:14:23.222558,1
2026-03-06 21:14:23.222575,1
2026-03-06 21:14:23.222585,1
2026-03-06 21:14:23.222622,1
2026-03-06 21:14:23.222683,1
2026-03-06 21:14:23.222759,1
2026-03-06 21:14:23.322578,1
2026-03-06 21:14:23.322606,1
2026-03-06 21:14:23.322618,1
2026-03-06 21:14:23.322634,1
2026-03-06 21:14:23.322651,1
2026-03-06 21:14:23.322676,1
2026-03-06 21:14:23.322703,1
2026-03-06 21:14:23.322739,1
2026-03-06 21:14:23.322781,1
2026-03-06 21:14:23.322972,0
2026-03-06 21:14:23.422782,1
2026-03-06 21:14:23.422837,1
2026-03-06 21:14:23.422913,1
2026-03-06 21:14:23.423025,1
2026-03-06 21:14:23.423047,1
2026-03-06 21:14:23.423274,1
2026-03-06 21:14:23.42329,0
2026-03-06 21:14:23.423358,1
2026-03-06 21:14:23.423468,1
2026-03-06 21:14:23.423585,1
2026-03-06 21:14:23.522549,1
2026-03-06 21:14:23.522595,1
2026-03-06 21:14:23.522633,1
2026-03-06 21:14:23.522687,1
2026-03-06 21:14:23.522721,1
2026-03-06 21:14:23.522769,1
2026-03-06 21:14:23.523402,0
2026-03-06 21:14:23.623594,1
2026-03-06 21:14:23.623646,1
2026-03-06 21:14:23.623783,1
2026-03-06 21:14:23.623852,1
2026-03-06 21:14:23.623915,1
2026-03-06 21:14:23.623965,0
2026-03-06 21:14:23.624002,1
2026-03-06 21:14:23.624103,1
2026-03-06 21:14:23.624218,1
2026-03-06 21:14:23.723885,1
2026-03-06 21:14:23.72392,1
2026-03-06 21:14:23.723971,1
2026-03-06 21:14:23.724029,1
2026-03-06 21:14:23.724082,1
2026-03-06 21:14:23.724219,0
2026-03-06 21:14:23.724371,1
2026-03-06 21:14:23.724705,1
2026-03-06 21:14:23.724761,1
2026-03-06 21:14:23.823781,1
2026-03-06 21:14:23.823898,1
2026-03-06 21:14:23.823992,1
2026-03-06 21:14:23.824105,1
2026-03-06 21:14:23.82459,0
2026-03-06 21:14:23.927921,1
2026-03-06 21:14:23.927968,1
2026-03-06 21:14:23.928085,1
2026-03-06 21:14:23.928228,1
2026-03-06 21:14:23.928352,1
2026-03-06 21:14:23.928428,0
2026-03-06 21:14:23.92848,1
2026-03-06 21:14:23.928617,1
2026-03-06 21:14:24.028292,1
2026-03-06 21:14:24.028393,1
2026-03-06 21:14:24.028487,1
2026-03-06 21:14:24.028582,1
2026-03-06 21:14:24.028658,0
2026-03-06 21:14:24.028843,1
2026-03-06 21:14:24.029003,1
2026-03-06 21:14:24.029202,1
2026-03-06 21:14:24.02943,1
2026-03-06 21:14:24.128348,1
2026-03-06 21:14:24.128405,1
2026-03-06 21:14:24.128451,1
2026-03-06 21:14:24.128483,1
2026-03-06 21:14:24.128535,1
2026-03-06 21:14:24.128594,1
2026-03-06 21:14:24.128612,1
2026-03-06 21:14:24.128666,1
2026-03-06 21:14:24.128695,0
2026-03-06 21:14:24.227844,1
2026-03-06 21:14:24.22788,1
2026-03-06 21:14:24.227929,1
2026-03-06 21:14:24.227984,1
2026-03-06 21:14:24.228011,1
2026-03-06 21:14:24.228044,1
2026-03-06 21:14:24.228097,1
2026-03-06 21:14:24.228138,1
2026-03-06 21:14:24.228801,0
2026-03-06 21:14:24.327622,1
2026-03-06 21:14:24.327694,1
2026-03-06 21:14:24.327749,1
2026-03-06 21:14:24.327842,1
2026-03-06 21:14:24.32791,1
2026-03-06 21:14:24.327996,1
2026-03-06 21:14:24.427723,1
2026-03-06 21:14:24.42775,1
2026-03-06 21:14:24.427759,1
2026-03-06 21:14:24.42778,1
2026-03-06 21:14:24.42783,1
2026-03-06 21:14:24.427894,1
2026-03-06 21:14:24.428006,1
2026-03-06 21:14:24.42812,1
2026-03-06 21:14:24.428239,0
2026-03-06 21:14:24.527792,1
2026-03-06 21:14:24.527874,1
2026-03-06 21:14:24.528018,1
2026-03-06 21:14:24.5283,1
2026-03-06 21:14:24.528377,1
2026-03-06 21:14:24.528533,1
2026-03-06 21:14:24.52857,0
2026-03-06 21:14:24.528719,1
2026-03-06 21:14:24.528882,1
2026-03-06 21:14:24.529055,1
2026-03-06 21:14:24.628626,1
2026-03-06 21:14:24.628678,1
2026-03-06 21:14:24.628701,1
2026-03-06 21:14:24.628763,1
2026-03-06 21:14:24.628934,1
2026-03-06 21:14:24.629043,1
2026-03-06 21:14:24.62914,1
2026-03-06 21:14:24.629145,0
2026-03-06 21:14:24.729194,1
2026-03-06 21:14:24.729248,1
2026-03-06 21:14:24.729321,1
2026-03-06 21:14:24.729395,1
2026-03-06 21:14:24.72948,1
2026-03-06 21:14:24.729575,1
2026-03-06 21:14:24.729604,0
2026-03-06 21:14:24.72969,1
2026-03-06 21:14:24.829216,1
2026-03-06 21:14:24.829283,1
2026-03-06 21:14:24.82935,1
2026-03-06 21:14:24.829434,1
2026-03-06 21:14:24.829505,1
2026-03-06 21:14:24.82965,1
2026-03-06 21:14:24.829799,1
2026-03-06 21:14:24.829877,0
2026-03-06 21:14:24.932887,1
2026-03-06 21:14:24.932926,1
2026-03-06 21:14:24.932939,1
2026-03-06 21:14:24.932972,1
2026-03-06 21:14:24.933013,1
2026-03-06 21:14:24.933045,1
2026-03-06 21:14:24.933082,1
2026-03-06 21:14:24.933118,1
2026-03-06 21:14:24.933171,1
2026-03-06 21:14:24.933415,0
2026-03-06 21:14:25.032756,1
2026-03-06 21:14:25.032791,1
2026-03-06 21:14:25.032804,1
2026-03-06 21:14:25.03283,1
2026-03-06 21:14:25.03286,1
2026-03-06 21:14:25.032884,1
2026-03-06 21:14:25.032938,1
2026-03-06 21:14:25.032973,1
2026-03-06 21:14:25.033002,1
2026-03-06 21:14:25.132552,1
2026-03-06 21:14:25.132599,1
2026-03-06 21:14:25.132662,1
2026-03-06 21:14:25.132732,1
2026-03-06 21:14:25.132869,1
2026-03-06 21:14:25.132893,1
2026-03-06 21:14:25.132968,1
2026-03-06 21:14:25.133015,0
2026-03-06 21:14:25.232436,1
2026-03-06 21:14:25.232466,1
2026-03-06 21:14:25.232487,1
2026-03-06 21:14:25.232498,1
2026-03-06 21:14:25.232515,1
2026-03-06 21:14:25.232535,1
2026-03-06 21:14:25.232609,1
2026-03-06 21:14:25.232628,1
2026-03-06 21:14:25.233029,0
2026-03-06 21:14:25.332856,1
2026-03-06 21:14:25.332916,1
2026-03-06 21:14:25.332955,1
2026-03-06 21:14:25.333021,1
2026-03-06 21:14:25.333091,1
2026-03-06 21:14:25.3332,1
2026-03-06 21:14:25.333364,1
2026-03-06 21:14:25.333581,0
2026-03-06 21:14:25.432728,1
2026-03-06 21:14:25.432796,1
2026-03-06 21:14:25.432825,1
2026-03-06 21:14:25.43289,1
2026-03-06 21:14:25.432959,1
2026-03-06 21:14:25.433074,1
2026-03-06 21:14:25.433157,1
2026-03-06 21:14:25.433448,1
2026-03-06 21:14:25.434608,0
2026-03-06 21:14:25.532624,1
2026-03-06 21:14:25.53267,1
2026-03-06 21:14:25.532718,1
2026-03-06 21:14:25.532807,1
2026-03-06 21:14:25.532891,1
2026-03-06 21:14:25.532947,1
2026-03-06 21:14:25.532993,1
2026-03-06 21:14:25.533061,1
2026-03-06 21:14:25.633724,1
2026-03-06 21:14:25.633829,1
2026-03-06 21:14:25.633913,1
2026-03-06 21:14:25.633991,1
2026-03-06 21:14:25.633992,0
2026-03-06 21:14:25.634079,1
2026-03-06 21:14:25.63417,1
2026-03-06 21:14:25.634243,1
2026-03-06 21:14:25.634317,1
2026-03-06 21:14:25.733955,1
2026-03-06 21:14:25.734004,1
2026-03-06 21:14:25.734076,1
2026-03-06 21:14:25.734155,1
2026-03-06 21:14:25.73426,1
2026-03-06 21:14:25.734299,0
2026-03-06 21:14:25.734529,1
2026-03-06 21:14:25.734611,1
2026-03-06 21:14:25.734832,1
2026-03-06 21:14:25.833546,1
2026-03-06 21:14:25.833581,1
2026-03-06 21:14:25.833593,1
2026-03-06 21:14:25.833608,1
2026-03-06 21:14:25.833633,1
2026-03-06 21:14:25.83365,1
2026-03-06 21:14:25.833679,1
2026-03-06 21:14:25.834173,1
2026-03-06 21:14:25.834357,0
2026-03-06 21:14:25.937915,1
2026-03-06 21:14:25.937962,1
2026-03-06 21:14:25.937983,1
2026-03-06 21:14:25.937988,1
2026-03-06 21:14:25.937995,1
2026-03-06 21:14:25.93813,1
2026-03-06 21:14:25.938208,1
2026-03-06 21:14:25.938223,1
2026-03-06 21:14:25.938575,0
2026-03-06 21:14:26.038197,1
2026-03-06 21:14:26.03823,1
2026-03-06 21:14:26.038245,1
2026-03-06 21:14:26.038261,1
2026-03-06 21:14:26.038309,1
2026-03-06 21:14:26.038473,1
2026-03-06 21:14:26.038511,1
2026-03-06 21:14:26.038587,0
2026-03-06 21:14:26.038697,1
2026-03-06 21:14:26.137785,1
2026-03-06 21:14:26.137837,1
2026-03-06 21:14:26.137975,1
2026-03-06 21:14:26.138203,1
2026-03-06 21:14:26.138397,1
2026-03-06 21:14:26.138551,1
2026-03-06 21:14:26.138806,0
2026-03-06 21:14:26.138842,1
2026-03-06 21:14:26.139082,1
2026-03-06 21:14:26.238018,1
2026-03-06 21:14:26.23807,1
2026-03-06 21:14:26.238113,1
2026-03-06 21:14:26.238182,1
2026-03-06 21:14:26.23825,1
2026-03-06 21:14:26.238321,1
2026-03-06 21:14:26.238512,1
2026-03-06 21:14:26.238608,1
2026-03-06 21:14:26.238863,0
2026-03-06 21:14:26.337665,1
2026-03-06 21:14:26.337713,1
2026-03-06 21:14:26.337722,1
2026-03-06 21:14:26.337769,1
2026-03-06 21:14:26.337852,1
2026-03-06 21:14:26.33794,1
2026-03-06 21:14:26.33802,1
2026-03-06 21:14:26.338075,1
2026-03-06 21:14:26.438297,1
2026-03-06 21:14:26.438379,1
2026-03-06 21:14:26.438424,1
2026-03-06 21:14:26.438511,1
2026-03-06 21:14:26.438586,1
2026-03-06 21:14:26.438692,1
2026-03-06 21:14:26.438796,1
2026-03-06 21:14:26.439205,0
2026-03-06 21:14:26.538166,1
2026-03-06 21:14:26.538247,1
2026-03-06 21:14:26.538317,1
2026-03-06 21:14:26.538386,1
2026-03-06 21:14:26.538542,1
2026-03-06 21:14:26.538696,1
2026-03-06 21:14:26.538808,1
2026-03-06 21:14:26.538929,1
2026-03-06 21:14:26.539357,0
2026-03-06 21:14:26.639028,1
2026-03-06 21:14:26.639067,1
2026-03-06 21:14:26.639077,1
2026-03-06 21:14:26.639111,1
2026-03-06 21:14:26.639136,1
2026-03-06 21:14:26.639175,1
2026-03-06 21:14:26.639209,1
2026-03-06 21:14:26.639238,1
2026-03-06 21:14:26.639333,0
2026-03-06 21:14:26.639406,1
2026-03-06 21:14:26.738723,1
2026-03-06 21:14:26.738799,1
2026-03-06 21:14:26.738865,1
2026-03-06 21:14:26.738938,1
2026-03-06 21:14:26.739009,1
2026-03-06 21:14:26.739103,1
2026-03-06 21:14:26.739524,0
2026-03-06 21:14:26.739773,1
2026-03-06 21:14:26.739856,1
2026-03-06 21:14:26.739925,1
2026-03-06 21:14:26.838879,1
2026-03-06 21:14:26.838954,1
2026-03-06 21:14:26.839029,1
2026-03-06 21:14:26.839092,1
2026-03-06 21:14:26.839172,1
2026-03-06 21:14:26.839269,1
2026-03-06 21:14:26.839378,1
2026-03-06 21:14:26.839501,1
2026-03-06 21:14:26.839601,1
2026-03-06 21:14:26.839602,0
2026-03-06 21:14:26.943617,1
2026-03-06 21:14:26.943838,1
2026-03-06 21:14:26.943984,1
2026-03-06 21:14:26.944219,1
2026-03-06 21:14:26.944419,1
2026-03-06 21:14:26.945682,0
2026-03-06 21:14:27.042409,1
2026-03-06 21:14:27.042447,1
2026-03-06 21:14:27.042495,1
2026-03-06 21:14:27.042542,1
2026-03-06 21:14:27.042603,1
2026-03-06 21:14:27.042671,1
2026-03-06 21:14:27.042738,1
2026-03-06 21:14:27.142334,1
2026-03-06 21:14:27.142395,1
2026-03-06 21:14:27.142486,1
2026-03-06 21:14:27.142575,1
2026-03-06 21:14:27.142619,0
2026-03-06 21:14:27.242426,1
2026-03-06 21:14:27.242486,1
2026-03-06 21:14:27.242512,1
2026-03-06 21:14:27.242674,1
2026-03-06 21:14:27.242791,1
2026-03-06 21:14:27.242882,1
2026-03-06 21:14:27.242902,0
2026-03-06 21:14:27.242919,1
2026-03-06 21:14:27.342743,1
2026-03-06 21:14:27.342798,1
2026-03-06 21:14:27.343101,1
2026-03-06 21:14:27.343203,1
2026-03-06 21:14:27.343252,1
2026-03-06 21:14:27.343336,1
2026-03-06 21:14:27.343407,1
2026-03-06 21:14:27.343498,0
2026-03-06 21:14:27.343571,1
2026-03-06 21:14:27.343668,1
2026-03-06 21:14:27.442452,1
2026-03-06 21:14:27.442503,1
2026-03-06 21:14:27.442555,1
2026-03-06 21:14:27.442609,1
2026-03-06 21:14:27.442662,1
2026-03-06 21:14:27.442734,1
2026-03-06 21:14:27.443245,1
2026-03-06 21:14:27.443463,0
2026-03-06 21:14:27.543146,1
2026-03-06 21:14:27.543226,1
2026-03-06 21:14:27.543278,1
2026-03-06 21:14:27.543363,1
2026-03-06 21:14:27.543429,1
2026-03-06 21:14:27.543497,1
2026-03-06 21:14:27.543575,1
2026-03-06 21:14:27.543768,0
2026-03-06 21:14:27.643645,1
2026-03-06 21:14:27.643699,1
2026-03-06 21:14:27.643752,1
2026-03-06 21:14:27.643827,1
2026-03-06 21:14:27.643914,1
2026-03-06 21:14:27.644041,1
2026-03-06 21:14:27.644085,0
2026-03-06 21:14:27.744147,1
2026-03-06 21:14:27.744213,1
2026-03-06 21:14:27.744235,1
2026-03-06 21:14:27.744295,1
2026-03-06 21:14:27.744396,1
2026-03-06 21:14:27.744546,1
2026-03-06 21:14:27.744705,1
2026-03-06 21:14:27.745037,0
2026-03-06 21:14:27.844023,1
2026-03-06 21:14:27.844092,1
2026-03-06 21:14:27.8442,1
2026-03-06 21:14:27.844304,1
2026-03-06 21:14:27.844413,1
2026-03-06 21:14:27.844749,1
2026-03-06 21:14:27.844845,1
2026-03-06 21:14:27.845053,0
2026-03-06 21:14:27.845735,1
2026-03-06 21:14:27.948137,1
2026-03-06 21:14:27.948197,1
2026-03-06 21:14:27.94823,1
2026-03-06 21:14:27.9483,1
2026-03-06 21:14:27.948359,1
2026-03-06 21:14:27.948424,1
2026-03-06 21:14:27.948516,1
2026-03-06 21:14:27.948676,1
2026-03-06 21:14:27.948723,0
2026-03-06 21:14:28.047732,1
2026-03-06 21:14:28.047792,1
2026-03-06 21:14:28.047866,1
2026-03-06 21:14:28.04793,1
2026-03-06 21:14:28.048047,1
2026-03-06 21:14:28.048192,1
2026-03-06 21:14:28.04833,1
2026-03-06 21:14:28.048409,1
2026-03-06 21:14:28.048534,1
2026-03-06 21:14:28.049102,0
2026-03-06 21:14:28.147893,1
2026-03-06 21:14:28.147946,1
2026-03-06 21:14:28.148008,1
2026-03-06 21:14:28.148075,1
2026-03-06 21:14:28.148166,1
2026-03-06 21:14:28.14826,1
2026-03-06 21:14:28.148387,1
2026-03-06 21:14:28.149142,0
2026-03-06 21:14:28.24765,1
2026-03-06 21:14:28.247709,1
2026-03-06 21:14:28.247735,1
2026-03-06 21:14:28.247748,1
2026-03-06 21:14:28.247783,1
2026-03-06 21:14:28.247821,1
