time,PT_Cal.GSE_Mid.cal_status
2026-03-06 21:19:54.228487,1
2026-03-06 21:19:54.228507,1
2026-03-06 21:19:54.22851,1
2026-03-06 21:19:54.228525,1
2026-03-06 21:19:54.22854,1
2026-03-06 21:19:54.228561,1
2026-03-06 21:19:54.228589,1
2026-03-06 21:19:54.228795,0
2026-03-06 21:19:54.328249,1
2026-03-06 21:19:54.328464,1
2026-03-06 21:19:54.328502,1
2026-03-06 21:19:54.328541,1
2026-03-06 21:19:54.328585,1
2026-03-06 21:19:54.328626,1
2026-03-06 21:19:54.328674,1
2026-03-06 21:19:54.328714,1
2026-03-06 21:19:54.328864,0
2026-03-06 21:19:54.428748,1
2026-03-06 21:19:54.428777,1
2026-03-06 21:19:54.428788,1
2026-03-06 21:19:54.428801,1
2026-03-06 21:19:54.428816,1
2026-03-06 21:19:54.428843,1
2026-03-06 21:19:54.429301,0
2026-03-06 21:19:54.532477,1
2026-03-06 21:19:54.532522,1
2026-03-06 21:19:54.532544,1
2026-03-06 21:19:54.532562,1
2026-03-06 21:19:54.532597,0
2026-03-06 21:19:54.532598,1
2026-03-06 21:19:54.532672,1
2026-03-06 21:19:54.532707,1
2026-03-06 21:19:54.63274,1
2026-03-06 21:19:54.632743,0
2026-03-06 21:19:54.632836,1
2026-03-06 21:19:54.632847,1
2026-03-06 21:19:54.632859,1
2026-03-06 21:19:54.632863,1
2026-03-06 21:19:54.632874,1
2026-03-06 21:19:54.732143,1
2026-03-06 21:19:54.732195,1
2026-03-06 21:19:54.732379,1
2026-03-06 21:19:54.732414,1
2026-03-06 21:19:54.73284,0
2026-03-06 21:19:54.832722,1
2026-03-06 21:19:54.832814,1
2026-03-06 21:19:54.832831,1
2026-03-06 21:19:54.832838,1
2026-03-06 21:19:54.832857,1
2026-03-06 21:19:54.832974,0
2026-03-06 21:19:54.932878,1
2026-03-06 21:19:54.932915,1
2026-03-06 21:19:54.932938,1
2026-03-06 21:19:54.932952,1
2026-03-06 21:19:54.932977,1
2026-03-06 21:19:54.93299,1
2026-03-06 21:19:54.933013,1
2026-03-06 21:19:54.933028,1
2026-03-06 21:19:54.933051,1
2026-03-06 21:19:54.933076,0
2026-03-06 21:19:55.03251,1
2026-03-06 21:19:55.03254,1
2026-03-06 21:19:55.032557,1
2026-03-06 21:19:55.032566,1
2026-03-06 21:19:55.032581,1
2026-03-06 21:19:55.03259,1
2026-03-06 21:19:55.03261,1
2026-03-06 21:19:55.032633,1
2026-03-06 21:19:55.13266,1
2026-03-06 21:19:55.132688,1
2026-03-06 21:19:55.132713,1
2026-03-06 21:19:55.132738,1
2026-03-06 21:19:55.132765,1
2026-03-06 21:19:55.13282,1
2026-03-06 21:19:55.132835,1
2026-03-06 21:19:55.1332,0
2026-03-06 21:19:55.233507,1
2026-03-06 21:19:55.233534,1
2026-03-06 21:19:55.233599,1
2026-03-06 21:19:55.233619,1
2026-03-06 21:19:55.233625,1
2026-03-06 21:19:55.233634,1
2026-03-06 21:19:55.233662,1
2026-03-06 21:19:55.23368,1
2026-03-06 21:19:55.233715,1
2026-03-06 21:19:55.233937,0
2026-03-06 21:19:55.333661,1
2026-03-06 21:19:55.333696,1
2026-03-06 21:19:55.333711,1
2026-03-06 21:19:55.33373,1
2026-03-06 21:19:55.333746,1
2026-03-06 21:19:55.333756,1
2026-03-06 21:19:55.333774,1
2026-03-06 21:19:55.333795,1
2026-03-06 21:19:55.333818,1
2026-03-06 21:19:55.333967,0
2026-03-06 21:19:55.433443,1
2026-03-06 21:19:55.43347,1
2026-03-06 21:19:55.433509,1
2026-03-06 21:19:55.43356,1
2026-03-06 21:19:55.433592,1
2026-03-06 21:19:55.43363,1
2026-03-06 21:19:55.433687,1
2026-03-06 21:19:55.433732,1
2026-03-06 21:19:55.433979,0
2026-03-06 21:19:55.537453,1
2026-03-06 21:19:55.537479,1
2026-03-06 21:19:55.53749,1
2026-03-06 21:19:55.537502,1
2026-03-06 21:19:55.537525,1
2026-03-06 21:19:55.537551,1
2026-03-06 21:19:55.537793,0
2026-03-06 21:19:55.637735,1
2026-03-06 21:19:55.637756,1
2026-03-06 21:19:55.637774,1
2026-03-06 21:19:55.637787,1
2026-03-06 21:19:55.637801,1
2026-03-06 21:19:55.637822,1
2026-03-06 21:19:55.637836,1
2026-03-06 21:19:55.637849,1
2026-03-06 21:19:55.638245,0
2026-03-06 21:19:55.737821,1
2026-03-06 21:19:55.737872,1
2026-03-06 21:19:55.737905,1
2026-03-06 21:19:55.73793,1
2026-03-06 21:19:55.737948,1
2026-03-06 21:19:55.737976,1
2026-03-06 21:19:55.737996,1
2026-03-06 21:19:55.738017,1
2026-03-06 21:19:55.73804,1
2026-03-06 21:19:55.738348,0
2026-03-06 21:19:55.837683,1
2026-03-06 21:19:55.837726,1
2026-03-06 21:19:55.837761,1
2026-03-06 21:19:55.837798,1
2026-03-06 21:19:55.837838,1
2026-03-06 21:19:55.837873,1
2026-03-06 21:19:55.937608,1
2026-03-06 21:19:55.937676,1
2026-03-06 21:19:55.937725,1
2026-03-06 21:19:55.937788,1
2026-03-06 21:19:55.937847,1
2026-03-06 21:19:55.937891,1
2026-03-06 21:19:55.937949,0
2026-03-06 21:19:56.037595,1
2026-03-06 21:19:56.037652,1
2026-03-06 21:19:56.037679,1
2026-03-06 21:19:56.037748,1
2026-03-06 21:19:56.037948,1
2026-03-06 21:19:56.037994,1
2026-03-06 21:19:56.03806,0
2026-03-06 21:19:56.137109,1
2026-03-06 21:19:56.137197,1
2026-03-06 21:19:56.137271,1
2026-03-06 21:19:56.137312,1
2026-03-06 21:19:56.137369,1
2026-03-06 21:19:56.138213,0
2026-03-06 21:19:56.238352,1
2026-03-06 21:19:56.238399,1
2026-03-06 21:19:56.238431,1
2026-03-06 21:19:56.238459,0
2026-03-06 21:19:56.238473,1
2026-03-06 21:19:56.238503,1
2026-03-06 21:19:56.238537,1
2026-03-06 21:19:56.238576,1
2026-03-06 21:19:56.238615,1
2026-03-06 21:19:56.338627,1
2026-03-06 21:19:56.33868,1
2026-03-06 21:19:56.338693,1
2026-03-06 21:19:56.338719,1
2026-03-06 21:19:56.338749,1
2026-03-06 21:19:56.338867,0
2026-03-06 21:19:56.339012,1
2026-03-06 21:19:56.438414,1
2026-03-06 21:19:56.438551,1
2026-03-06 21:19:56.438698,1
2026-03-06 21:19:56.438835,1
2026-03-06 21:19:56.438865,0
2026-03-06 21:19:56.439005,1
2026-03-06 21:19:56.43921,1
2026-03-06 21:19:56.439456,1
2026-03-06 21:19:56.542725,1
2026-03-06 21:19:56.542769,1
2026-03-06 21:19:56.542794,1
2026-03-06 21:19:56.542807,1
2026-03-06 21:19:56.542819,1
2026-03-06 21:19:56.542852,1
2026-03-06 21:19:56.542873,1
2026-03-06 21:19:56.542926,1
2026-03-06 21:19:56.543215,0
2026-03-06 21:19:56.642796,1
2026-03-06 21:19:56.642845,1
2026-03-06 21:19:56.642873,1
2026-03-06 21:19:56.642915,1
2026-03-06 21:19:56.642946,1
2026-03-06 21:19:56.642983,1
2026-03-06 21:19:56.643011,1
2026-03-06 21:19:56.643048,1
2026-03-06 21:19:56.643067,1
2026-03-06 21:19:56.643209,0
2026-03-06 21:19:56.742973,1
2026-03-06 21:19:56.743039,1
2026-03-06 21:19:56.743075,1
2026-03-06 21:19:56.743122,1
2026-03-06 21:19:56.743168,1
2026-03-06 21:19:56.743219,1
2026-03-06 21:19:56.743266,1
2026-03-06 21:19:56.743498,0
2026-03-06 21:19:56.842806,1
2026-03-06 21:19:56.842856,1
2026-03-06 21:19:56.842888,1
2026-03-06 21:19:56.842905,1
2026-03-06 21:19:56.842918,1
2026-03-06 21:19:56.842939,1
2026-03-06 21:19:56.942436,1
2026-03-06 21:19:56.942486,1
2026-03-06 21:19:56.942517,1
2026-03-06 21:19:56.942544,1
2026-03-06 21:19:56.942693,0
2026-03-06 21:19:57.04272,1
2026-03-06 21:19:57.04278,1
2026-03-06 21:19:57.042802,1
2026-03-06 21:19:57.042824,1
2026-03-06 21:19:57.042847,1
2026-03-06 21:19:57.042875,1
2026-03-06 21:19:57.04289,1
2026-03-06 21:19:57.042911,1
2026-03-06 21:19:57.042932,1
2026-03-06 21:19:57.04304,0
2026-03-06 21:19:57.142828,1
2026-03-06 21:19:57.142872,1
2026-03-06 21:19:57.142909,1
2026-03-06 21:19:57.142939,1
2026-03-06 21:19:57.142982,1
2026-03-06 21:19:57.143,1
2026-03-06 21:19:57.143027,1
2026-03-06 21:19:57.14305,1
2026-03-06 21:19:57.143163,0
2026-03-06 21:19:57.243789,1
2026-03-06 21:19:57.243876,1
2026-03-06 21:19:57.243932,1
2026-03-06 21:19:57.243987,1
2026-03-06 21:19:57.244032,1
2026-03-06 21:19:57.244095,1
2026-03-06 21:19:57.244267,0
2026-03-06 21:19:57.343443,1
2026-03-06 21:19:57.343492,1
2026-03-06 21:19:57.343515,1
2026-03-06 21:19:57.34355,1
2026-03-06 21:19:57.343574,1
2026-03-06 21:19:57.343589,1
2026-03-06 21:19:57.343617,1
2026-03-06 21:19:57.343635,1
2026-03-06 21:19:57.343653,1
2026-03-06 21:19:57.443569,1
2026-03-06 21:19:57.44363,1
2026-03-06 21:19:57.44365,1
2026-03-06 21:19:57.443654,1
2026-03-06 21:19:57.443659,1
2026-03-06 21:19:57.44367,1
2026-03-06 21:19:57.443689,1
2026-03-06 21:19:57.443713,1
2026-03-06 21:19:57.44373,1
2026-03-06 21:19:57.444108,0
2026-03-06 21:19:57.547969,1
2026-03-06 21:19:57.548039,1
2026-03-06 21:19:57.548087,1
2026-03-06 21:19:57.548187,1
2026-03-06 21:19:57.548212,1
2026-03-06 21:19:57.548275,1
2026-03-06 21:19:57.548318,1
2026-03-06 21:19:57.548354,1
2026-03-06 21:19:57.548437,1
2026-03-06 21:19:57.548944,0
2026-03-06 21:19:57.647777,1
2026-03-06 21:19:57.647803,1
2026-03-06 21:19:57.647833,1
2026-03-06 21:19:57.647854,1
2026-03-06 21:19:57.647878,1
2026-03-06 21:19:57.6479,1
2026-03-06 21:19:57.647923,1
2026-03-06 21:19:57.647946,1
2026-03-06 21:19:57.647967,1
2026-03-06 21:19:57.747843,1
2026-03-06 21:19:57.747895,1
2026-03-06 21:19:57.747941,1
2026-03-06 21:19:57.747972,1
2026-03-06 21:19:57.747997,1
2026-03-06 21:19:57.748023,1
2026-03-06 21:19:57.748323,0
2026-03-06 21:19:57.847616,1
2026-03-06 21:19:57.847648,1
2026-03-06 21:19:57.847676,1
2026-03-06 21:19:57.847683,1
2026-03-06 21:19:57.847709,1
2026-03-06 21:19:57.847735,1
2026-03-06 21:19:57.847761,1
2026-03-06 21:19:57.847783,1
2026-03-06 21:19:57.947402,1
2026-03-06 21:19:57.947426,1
2026-03-06 21:19:57.947443,1
2026-03-06 21:19:57.94745,1
2026-03-06 21:19:57.947459,1
2026-03-06 21:19:57.947477,1
2026-03-06 21:19:57.947482,1
2026-03-06 21:19:57.947485,1
2026-03-06 21:19:57.947486,0
2026-03-06 21:19:58.047919,1
2026-03-06 21:19:58.047946,1
2026-03-06 21:19:58.047965,0
2026-03-06 21:19:58.047973,1
2026-03-06 21:19:58.047989,1
2026-03-06 21:19:58.048008,1
2026-03-06 21:19:58.048021,1
2026-03-06 21:19:58.147533,1
2026-03-06 21:19:58.147578,1
2026-03-06 21:19:58.147607,1
2026-03-06 21:19:58.147631,1
2026-03-06 21:19:58.147662,1
2026-03-06 21:19:58.147684,1
2026-03-06 21:19:58.147708,1
2026-03-06 21:19:58.147738,1
2026-03-06 21:19:58.147759,1
2026-03-06 21:19:58.148084,0
2026-03-06 21:19:58.248189,1
2026-03-06 21:19:58.248232,1
2026-03-06 21:19:58.248248,1
2026-03-06 21:19:58.248291,1
2026-03-06 21:19:58.248339,0
2026-03-06 21:19:58.248349,1
2026-03-06 21:19:58.348568,1
2026-03-06 21:19:58.348624,1
2026-03-06 21:19:58.348647,1
2026-03-06 21:19:58.34868,1
2026-03-06 21:19:58.34874,1
2026-03-06 21:19:58.348781,1
2026-03-06 21:19:58.348918,0
2026-03-06 21:19:58.448536,1
2026-03-06 21:19:58.448585,1
2026-03-06 21:19:58.448633,1
2026-03-06 21:19:58.448647,1
2026-03-06 21:19:58.448673,1
2026-03-06 21:19:58.448715,1
2026-03-06 21:19:58.448749,1
2026-03-06 21:19:58.449027,0
2026-03-06 21:19:58.552727,1
2026-03-06 21:19:58.552764,1
2026-03-06 21:19:58.552793,1
2026-03-06 21:19:58.552852,1
2026-03-06 21:19:58.552877,1
2026-03-06 21:19:58.552898,1
2026-03-06 21:19:58.552922,1
2026-03-06 21:19:58.552937,1
2026-03-06 21:19:58.55322,0
2026-03-06 21:19:58.652936,1
2026-03-06 21:19:58.652999,1
2026-03-06 21:19:58.653138,1
2026-03-06 21:19:58.653231,1
2026-03-06 21:19:58.653275,1
2026-03-06 21:19:58.65329,0
2026-03-06 21:19:58.653318,1
2026-03-06 21:19:58.653412,1
2026-03-06 21:19:58.752412,1
2026-03-06 21:19:58.752458,1
2026-03-06 21:19:58.75247,1
2026-03-06 21:19:58.752476,1
2026-03-06 21:19:58.752514,1
2026-03-06 21:19:58.75252,1
2026-03-06 21:19:58.752532,1
2026-03-06 21:19:58.752819,1
2026-03-06 21:19:58.852493,1
2026-03-06 21:19:58.852543,1
2026-03-06 21:19:58.852582,1
2026-03-06 21:19:58.852713,1
2026-03-06 21:19:58.85291,0
2026-03-06 21:19:58.952778,1
2026-03-06 21:19:58.952815,1
2026-03-06 21:19:58.952873,1
2026-03-06 21:19:58.952969,1
2026-03-06 21:19:58.953024,1
2026-03-06 21:19:58.953084,1
2026-03-06 21:19:58.953142,1
2026-03-06 21:19:58.953225,1
2026-03-06 21:19:58.953253,0
2026-03-06 21:19:58.953303,1
2026-03-06 21:19:59.052749,1
2026-03-06 21:19:59.052806,1
2026-03-06 21:19:59.052867,1
2026-03-06 21:19:59.053019,1
2026-03-06 21:19:59.053102,1
2026-03-06 21:19:59.053165,1
2026-03-06 21:19:59.053234,1
2026-03-06 21:19:59.0538,0
2026-03-06 21:19:59.152379,1
2026-03-06 21:19:59.152456,1
2026-03-06 21:19:59.15254,1
2026-03-06 21:19:59.152611,1
2026-03-06 21:19:59.15271,1
2026-03-06 21:19:59.152792,1
2026-03-06 21:19:59.1529,1
2026-03-06 21:19:59.153029,1
2026-03-06 21:19:59.253664,1
2026-03-06 21:19:59.253721,1
2026-03-06 21:19:59.253743,1
2026-03-06 21:19:59.253771,1
2026-03-06 21:19:59.253793,1
2026-03-06 21:19:59.253813,1
2026-03-06 21:19:59.253836,1
2026-03-06 21:19:59.254072,0
2026-03-06 21:19:59.353716,1
2026-03-06 21:19:59.353753,1
2026-03-06 21:19:59.353771,1
2026-03-06 21:19:59.353811,1
2026-03-06 21:19:59.353905,1
2026-03-06 21:19:59.353937,1
2026-03-06 21:19:59.353971,1
2026-03-06 21:19:59.354097,0
2026-03-06 21:19:59.453968,1
2026-03-06 21:19:59.454006,1
2026-03-06 21:19:59.454036,1
2026-03-06 21:19:59.45416,0
2026-03-06 21:19:59.454241,1
2026-03-06 21:19:59.454275,1
2026-03-06 21:19:59.454304,1
2026-03-06 21:19:59.454329,1
2026-03-06 21:19:59.454358,1
2026-03-06 21:19:59.454479,1
2026-03-06 21:19:59.557985,1
2026-03-06 21:19:59.558033,1
2026-03-06 21:19:59.558054,1
2026-03-06 21:19:59.558081,1
2026-03-06 21:19:59.558108,1
2026-03-06 21:19:59.558136,1
2026-03-06 21:19:59.558167,1
2026-03-06 21:19:59.558199,1
2026-03-06 21:19:59.558226,1
2026-03-06 21:19:59.55847,0
2026-03-06 21:19:59.658195,1
2026-03-06 21:19:59.658252,1
2026-03-06 21:19:59.658292,1
2026-03-06 21:19:59.658356,1
2026-03-06 21:19:59.658415,1
2026-03-06 21:19:59.6585,1
2026-03-06 21:19:59.658561,1
2026-03-06 21:19:59.658623,1
2026-03-06 21:19:59.6587,1
2026-03-06 21:19:59.658807,0
2026-03-06 21:19:59.757794,1
2026-03-06 21:19:59.757836,1
2026-03-06 21:19:59.757853,1
2026-03-06 21:19:59.757873,1
2026-03-06 21:19:59.757901,1
2026-03-06 21:19:59.757951,1
2026-03-06 21:19:59.757982,1
2026-03-06 21:19:59.758023,1
2026-03-06 21:19:59.8573,1
2026-03-06 21:19:59.857342,1
2026-03-06 21:19:59.857352,1
2026-03-06 21:19:59.85737,1
2026-03-06 21:19:59.857397,1
2026-03-06 21:19:59.857432,1
2026-03-06 21:19:59.857485,1
2026-03-06 21:19:59.857768,0
2026-03-06 21:19:59.957404,1
2026-03-06 21:19:59.957459,1
2026-03-06 21:19:59.957473,1
2026-03-06 21:19:59.957508,1
2026-03-06 21:19:59.957578,1
2026-03-06 21:19:59.957636,1
2026-03-06 21:19:59.957904,0
2026-03-06 21:20:00.057837,1
2026-03-06 21:20:00.05789,1
2026-03-06 21:20:00.057952,1
2026-03-06 21:20:00.05803,1
2026-03-06 21:20:00.058095,1
2026-03-06 21:20:00.058134,0
2026-03-06 21:20:00.058164,1
2026-03-06 21:20:00.158103,1
2026-03-06 21:20:00.158275,1
2026-03-06 21:20:00.158404,1
2026-03-06 21:20:00.158511,1
2026-03-06 21:20:00.158656,1
2026-03-06 21:20:00.158761,0
2026-03-06 21:20:00.158787,1
2026-03-06 21:20:00.158957,1
2026-03-06 21:20:00.159102,1
2026-03-06 21:20:00.258267,1
2026-03-06 21:20:00.258297,1
2026-03-06 21:20:00.258311,1
2026-03-06 21:20:00.25837,1
2026-03-06 21:20:00.258411,1
2026-03-06 21:20:00.358583,1
2026-03-06 21:20:00.358627,1
2026-03-06 21:20:00.358657,1
2026-03-06 21:20:00.358707,1
2026-03-06 21:20:00.358786,1
2026-03-06 21:20:00.358923,0
2026-03-06 21:20:00.458521,1
2026-03-06 21:20:00.458547,1
2026-03-06 21:20:00.458567,1
2026-03-06 21:20:00.458584,1
2026-03-06 21:20:00.458627,1
2026-03-06 21:20:00.458805,1
2026-03-06 21:20:00.458827,1
2026-03-06 21:20:00.458848,1
2026-03-06 21:20:00.458871,1
2026-03-06 21:20:00.458995,0
2026-03-06 21:20:00.562612,1
2026-03-06 21:20:00.562636,1
2026-03-06 21:20:00.562646,1
2026-03-06 21:20:00.562654,1
2026-03-06 21:20:00.562775,1
2026-03-06 21:20:00.562791,1
2026-03-06 21:20:00.562826,1
2026-03-06 21:20:00.562846,1
2026-03-06 21:20:00.562978,1
2026-03-06 21:20:00.563018,0
2026-03-06 21:20:00.662738,1
2026-03-06 21:20:00.66277,1
2026-03-06 21:20:00.662805,1
2026-03-06 21:20:00.662822,1
2026-03-06 21:20:00.662863,1
2026-03-06 21:20:00.662883,1
2026-03-06 21:20:00.662915,1
2026-03-06 21:20:00.662944,1
2026-03-06 21:20:00.662969,1
2026-03-06 21:20:00.663562,0
2026-03-06 21:20:00.762951,1
2026-03-06 21:20:00.762985,1
2026-03-06 21:20:00.762996,1
2026-03-06 21:20:00.763008,1
2026-03-06 21:20:00.763024,1
2026-03-06 21:20:00.763043,1
2026-03-06 21:20:00.763065,1
2026-03-06 21:20:00.763088,1
2026-03-06 21:20:00.763116,1
2026-03-06 21:20:00.763578,0
2026-03-06 21:20:00.86295,1
2026-03-06 21:20:00.862976,1
2026-03-06 21:20:00.862992,1
2026-03-06 21:20:00.863,1
2026-03-06 21:20:00.86303,1
2026-03-06 21:20:00.863082,1
2026-03-06 21:20:00.863141,1
2026-03-06 21:20:00.863441,1
2026-03-06 21:20:00.863591,0
2026-03-06 21:20:00.962738,1
2026-03-06 21:20:00.962783,1
2026-03-06 21:20:00.962793,1
2026-03-06 21:20:00.962796,1
2026-03-06 21:20:00.962799,1
2026-03-06 21:20:01.062757,1
2026-03-06 21:20:01.062784,1
2026-03-06 21:20:01.062803,1
2026-03-06 21:20:01.062824,1
2026-03-06 21:20:01.06287,1
2026-03-06 21:20:01.062934,1
2026-03-06 21:20:01.063037,1
2026-03-06 21:20:01.063451,0
2026-03-06 21:20:01.162926,1
2026-03-06 21:20:01.162952,1
2026-03-06 21:20:01.162963,1
2026-03-06 21:20:01.162975,1
2026-03-06 21:20:01.162986,1
2026-03-06 21:20:01.162996,1
2026-03-06 21:20:01.163023,1
2026-03-06 21:20:01.163038,1
2026-03-06 21:20:01.163057,1
2026-03-06 21:20:01.163425,0
2026-03-06 21:20:01.263419,1
2026-03-06 21:20:01.263457,1
2026-03-06 21:20:01.263467,1
2026-03-06 21:20:01.263506,1
2026-03-06 21:20:01.263593,1
2026-03-06 21:20:01.263934,1
2026-03-06 21:20:01.263963,0
2026-03-06 21:20:01.363592,1
2026-03-06 21:20:01.363642,1
2026-03-06 21:20:01.363716,1
2026-03-06 21:20:01.363808,1
2026-03-06 21:20:01.363888,1
2026-03-06 21:20:01.363981,1
2026-03-06 21:20:01.364032,1
2026-03-06 21:20:01.364084,0
2026-03-06 21:20:01.364121,1
2026-03-06 21:20:01.464058,1
2026-03-06 21:20:01.464088,1
2026-03-06 21:20:01.464098,1
2026-03-06 21:20:01.464115,1
2026-03-06 21:20:01.464124,1
2026-03-06 21:20:01.464139,1
2026-03-06 21:20:01.46418,1
2026-03-06 21:20:01.46421,1
2026-03-06 21:20:01.464245,1
2026-03-06 21:20:01.464661,0
2026-03-06 21:20:01.56758,1
2026-03-06 21:20:01.56761,1
2026-03-06 21:20:01.567616,1
2026-03-06 21:20:01.567626,1
2026-03-06 21:20:01.567641,1
2026-03-06 21:20:01.567665,1
2026-03-06 21:20:01.567703,1
2026-03-06 21:20:01.567725,1
2026-03-06 21:20:01.567791,1
2026-03-06 21:20:01.568436,0
2026-03-06 21:20:01.667375,1
2026-03-06 21:20:01.667462,1
2026-03-06 21:20:01.667525,1
2026-03-06 21:20:01.667597,1
2026-03-06 21:20:01.767966,1
2026-03-06 21:20:01.767995,1
2026-03-06 21:20:01.768017,1
2026-03-06 21:20:01.768029,1
2026-03-06 21:20:01.768038,1
2026-03-06 21:20:01.768055,1
2026-03-06 21:20:01.768076,1
2026-03-06 21:20:01.768091,1
2026-03-06 21:20:01.768104,1
2026-03-06 21:20:01.768289,0
2026-03-06 21:20:01.867771,1
2026-03-06 21:20:01.867802,1
2026-03-06 21:20:01.867808,1
2026-03-06 21:20:01.867818,1
2026-03-06 21:20:01.867852,1
2026-03-06 21:20:01.867892,1
2026-03-06 21:20:01.867989,1
2026-03-06 21:20:01.86811,1
2026-03-06 21:20:01.868327,0
2026-03-06 21:20:01.9675,1
2026-03-06 21:20:01.967559,1
2026-03-06 21:20:01.967623,1
2026-03-06 21:20:01.967687,1
2026-03-06 21:20:01.96776,1
2026-03-06 21:20:01.967855,1
2026-03-06 21:20:01.967988,1
2026-03-06 21:20:02.067813,1
2026-03-06 21:20:02.067846,1
2026-03-06 21:20:02.067862,1
2026-03-06 21:20:02.067875,1
2026-03-06 21:20:02.067889,1
2026-03-06 21:20:02.067903,1
2026-03-06 21:20:02.067917,1
2026-03-06 21:20:02.067933,1
2026-03-06 21:20:02.067955,1
2026-03-06 21:20:02.068215,0
2026-03-06 21:20:02.168301,1
2026-03-06 21:20:02.168343,1
2026-03-06 21:20:02.16838,1
2026-03-06 21:20:02.168423,1
2026-03-06 21:20:02.16848,1
2026-03-06 21:20:02.168549,1
2026-03-06 21:20:02.168586,1
2026-03-06 21:20:02.168614,1
2026-03-06 21:20:02.168646,1
2026-03-06 21:20:02.16875,0
2026-03-06 21:20:02.268759,1
2026-03-06 21:20:02.268796,1
2026-03-06 21:20:02.268852,1
2026-03-06 21:20:02.268915,1
2026-03-06 21:20:02.269007,1
2026-03-06 21:20:02.269089,0
2026-03-06 21:20:02.269154,1
2026-03-06 21:20:02.368999,1
2026-03-06 21:20:02.369044,1
2026-03-06 21:20:02.369169,1
2026-03-06 21:20:02.369292,1
2026-03-06 21:20:02.369329,0
2026-03-06 21:20:02.36948,1
2026-03-06 21:20:02.369541,1
2026-03-06 21:20:02.369703,1
2026-03-06 21:20:02.369876,1
2026-03-06 21:20:02.468745,1
2026-03-06 21:20:02.468772,1
2026-03-06 21:20:02.468784,1
2026-03-06 21:20:02.468809,1
2026-03-06 21:20:02.468841,1
2026-03-06 21:20:02.469216,1
2026-03-06 21:20:02.46925,1
2026-03-06 21:20:02.469291,1
2026-03-06 21:20:02.469387,0
2026-03-06 21:20:02.572524,1
2026-03-06 21:20:02.572577,1
2026-03-06 21:20:02.572638,1
2026-03-06 21:20:02.572736,1
2026-03-06 21:20:02.572804,1
2026-03-06 21:20:02.572897,1
2026-03-06 21:20:02.573536,0
2026-03-06 21:20:02.672304,1
2026-03-06 21:20:02.672399,1
2026-03-06 21:20:02.672512,1
2026-03-06 21:20:02.672627,1
2026-03-06 21:20:02.672729,1
2026-03-06 21:20:02.672885,1
2026-03-06 21:20:02.673102,1
2026-03-06 21:20:02.673299,1
2026-03-06 21:20:02.772605,1
2026-03-06 21:20:02.772629,1
2026-03-06 21:20:02.77264,1
2026-03-06 21:20:02.772659,1
2026-03-06 21:20:02.772678,1
2026-03-06 21:20:02.772705,1
2026-03-06 21:20:02.772737,1
2026-03-06 21:20:02.772772,1
2026-03-06 21:20:02.772801,0
2026-03-06 21:20:02.772797,1
2026-03-06 21:20:02.87292,1
2026-03-06 21:20:02.872967,1
2026-03-06 21:20:02.872993,1
2026-03-06 21:20:02.873032,1
2026-03-06 21:20:02.873082,1
2026-03-06 21:20:02.873168,1
2026-03-06 21:20:02.873252,1
2026-03-06 21:20:02.873514,0
2026-03-06 21:20:02.972869,1
2026-03-06 21:20:02.972902,1
2026-03-06 21:20:02.97291,1
2026-03-06 21:20:02.972922,1
2026-03-06 21:20:02.972947,1
2026-03-06 21:20:02.972969,1
2026-03-06 21:20:02.972991,1
2026-03-06 21:20:02.973016,1
2026-03-06 21:20:03.073068,1
2026-03-06 21:20:03.073114,1
2026-03-06 21:20:03.073152,1
2026-03-06 21:20:03.073443,0
2026-03-06 21:20:03.073564,1
2026-03-06 21:20:03.073635,1
2026-03-06 21:20:03.172627,1
2026-03-06 21:20:03.172662,1
2026-03-06 21:20:03.172674,1
2026-03-06 21:20:03.172839,1
2026-03-06 21:20:03.172871,1
2026-03-06 21:20:03.172893,1
2026-03-06 21:20:03.172923,1
2026-03-06 21:20:03.173104,1
2026-03-06 21:20:03.173133,1
2026-03-06 21:20:03.273567,1
2026-03-06 21:20:03.273603,1
2026-03-06 21:20:03.273616,1
2026-03-06 21:20:03.27364,1
2026-03-06 21:20:03.273659,1
2026-03-06 21:20:03.273683,1
2026-03-06 21:20:03.273709,1
2026-03-06 21:20:03.273732,1
2026-03-06 21:20:03.27376,1
2026-03-06 21:20:03.273864,0
2026-03-06 21:20:03.374063,1
2026-03-06 21:20:03.374138,1
2026-03-06 21:20:03.374167,1
2026-03-06 21:20:03.37419,1
2026-03-06 21:20:03.374233,1
2026-03-06 21:20:03.374265,1
2026-03-06 21:20:03.37446,0
2026-03-06 21:20:03.473846,1
2026-03-06 21:20:03.473882,1
2026-03-06 21:20:03.473898,1
2026-03-06 21:20:03.473928,1
2026-03-06 21:20:03.473959,1
2026-03-06 21:20:03.473988,1
2026-03-06 21:20:03.474013,1
2026-03-06 21:20:03.474048,1
2026-03-06 21:20:03.474077,1
2026-03-06 21:20:03.474599,0
2026-03-06 21:20:03.57773,1
2026-03-06 21:20:03.577763,1
2026-03-06 21:20:03.577779,1
2026-03-06 21:20:03.5778,1
2026-03-06 21:20:03.577834,1
2026-03-06 21:20:03.577857,1
2026-03-06 21:20:03.57788,1
2026-03-06 21:20:03.577905,1
2026-03-06 21:20:03.577929,1
2026-03-06 21:20:03.578232,0
2026-03-06 21:20:03.67771,1
2026-03-06 21:20:03.677812,1
2026-03-06 21:20:03.677914,1
