time,LC_Cal.CH2.raw_adc
2026-03-06 21:14:19.055958,6041191
2026-03-06 21:14:19.056296,6041191
2026-03-06 21:14:19.123328,5971091
2026-03-06 21:14:19.223321,5913798
2026-03-06 21:14:19.223742,5913798
2026-03-06 21:14:19.323211,5927952
2026-03-06 21:14:19.423621,5712262
2026-03-06 21:14:19.424046,5712262
2026-03-06 21:14:19.523367,5706196
2026-03-06 21:14:19.523388,6049953
2026-03-06 21:14:19.523431,5968395
2026-03-06 21:14:19.523491,5910428
2026-03-06 21:14:19.623635,5922560
2026-03-06 21:14:19.623785,5946152
2026-03-06 21:14:19.623946,5923909
2026-03-06 21:14:19.624103,5931323
2026-03-06 21:14:19.624915,5922560
2026-03-06 21:14:19.725092,5890207
2026-03-06 21:14:19.725203,5976483
2026-03-06 21:14:19.725302,5984571
2026-03-06 21:14:19.725734,5887511
2026-03-06 21:14:19.72581,6124097
2026-03-06 21:14:19.725811,5890207
2026-03-06 21:14:19.826928,5954239
2026-03-06 21:14:19.827391,6059388
2026-03-06 21:14:19.830256,5954239
2026-03-06 21:14:19.927461,5828196
2026-03-06 21:14:19.927517,5975135
2026-03-06 21:14:19.927579,5909079
2026-03-06 21:14:19.927642,5897621
2026-03-06 21:14:19.92771,5954239
2026-03-06 21:14:19.92777,6065455
2026-03-06 21:14:19.927837,5875377
2026-03-06 21:14:19.927902,5777643
2026-03-06 21:14:19.927964,5799212
2026-03-06 21:14:20.027039,5820107
2026-03-06 21:14:20.027094,5991985
2026-03-06 21:14:20.027165,5994008
2026-03-06 21:14:20.027238,5864594
2026-03-06 21:14:20.027293,5847743
2026-03-06 21:14:20.027354,5843024
2026-03-06 21:14:20.027358,5820107
2026-03-06 21:14:20.127155,5923909
2026-03-06 21:14:20.127189,5794494
2026-03-06 21:14:20.127202,5993333
2026-03-06 21:14:20.127216,6182738
2026-03-06 21:14:20.127239,5941433
2026-03-06 21:14:20.127701,5923909
2026-03-06 21:14:20.227442,5822803
2026-03-06 21:14:20.227506,5963002
2026-03-06 21:14:20.227558,5845721
2026-03-06 21:14:20.2276,6029058
2026-03-06 21:14:20.227648,5879421
2026-03-06 21:14:20.227787,5843024
2026-03-06 21:14:20.227819,5822803
2026-03-06 21:14:20.327126,5884140
2026-03-06 21:14:20.327169,5934019
2026-03-06 21:14:20.327208,5979179
2026-03-06 21:14:20.327247,5712935
2026-03-06 21:14:20.327283,5985920
2026-03-06 21:14:20.327324,5809996
2026-03-06 21:14:20.327851,5985920
2026-03-06 21:14:20.427381,5979854
2026-03-06 21:14:20.427478,6057368
2026-03-06 21:14:20.42754,5956262
2026-03-06 21:14:20.427604,6008162
2026-03-06 21:14:20.427676,6000074
2026-03-06 21:14:20.427738,6028383
2026-03-06 21:14:20.428023,6057368
2026-03-06 21:14:20.526762,5925931
2026-03-06 21:14:20.526798,5973113
2026-03-06 21:14:20.526824,5851113
2026-03-06 21:14:20.526871,6054671
2026-03-06 21:14:20.626976,5970416
2026-03-06 21:14:20.627008,6068152
2026-03-06 21:14:20.627031,5991312
2026-03-06 21:14:20.62705,5824826
2026-03-06 21:14:20.627084,5832241
2026-03-06 21:14:20.627119,5911103
2026-03-06 21:14:20.627596,5970416
2026-03-06 21:14:20.726952,5949521
2026-03-06 21:14:20.72701,5867290
2026-03-06 21:14:20.727076,5975135
2026-03-06 21:14:20.727133,5880096
2026-03-06 21:14:20.727207,5963676
2026-03-06 21:14:20.7274,6147687
2026-03-06 21:14:20.82709,6059388
2026-03-06 21:14:20.827149,6072870
2026-03-06 21:14:20.827224,5856505
2026-03-06 21:14:20.827284,5867964
2026-03-06 21:14:20.827352,5984571
2026-03-06 21:14:20.827432,6059388
2026-03-06 21:14:20.827452,6012208
2026-03-06 21:14:20.827515,5975135
2026-03-06 21:14:20.827577,5919190
2026-03-06 21:14:20.827637,5872008
2026-03-06 21:14:20.930369,6053997
2026-03-06 21:14:20.930424,6097809
2026-03-06 21:14:20.930467,5910428
2026-03-06 21:14:20.930509,5953567
2026-03-06 21:14:20.93055,5803930
2026-03-06 21:14:20.930586,5966373
2026-03-06 21:14:20.930625,5923909
2026-03-06 21:14:20.930663,5903688
2026-03-06 21:14:20.930941,6053997
2026-03-06 21:14:21.030325,5945477
2026-03-06 21:14:21.03035,5775622
2026-03-06 21:14:21.030379,5919865
2026-03-06 21:14:21.030391,5989290
2026-03-06 21:14:21.030494,5925256
2026-03-06 21:14:21.030527,5820782
2026-03-06 21:14:21.030559,5871334
2026-03-06 21:14:21.030591,5854484
2026-03-06 21:14:21.030837,5989290
2026-03-06 21:14:21.130351,5818760
2026-03-06 21:14:21.1304,6068152
2026-03-06 21:14:21.130461,5890882
2026-03-06 21:14:21.130517,5900317
2026-03-06 21:14:21.130582,5769556
2026-03-06 21:14:21.13064,5904361
