time,ACT.Fuel_Fill_Press.raw_adc_counts
2026-03-06 21:27:21.070885,1036930277
2026-03-06 21:27:21.105376,0
2026-03-06 21:27:21.172992,1036930277
2026-03-06 21:27:21.207177,0
2026-03-06 21:27:21.275339,1037795564
2026-03-06 21:27:21.309088,0
2026-03-06 21:27:21.376985,1036930277
2026-03-06 21:27:21.411267,0
2026-03-06 21:27:21.47871,1036713955
2026-03-06 21:27:21.513734,0
2026-03-06 21:27:21.580809,1036930277
2026-03-06 21:27:21.615274,0
2026-03-06 21:27:21.683125,1036930277
2026-03-06 21:27:21.717372,0
2026-03-06 21:27:21.785017,1036930277
2026-03-06 21:27:21.820231,0
2026-03-06 21:27:21.886915,1036713955
2026-03-06 21:27:21.921733,0
2026-03-06 21:27:21.989233,1036713955
2026-03-06 21:27:22.023175,0
2026-03-06 21:27:22.09092,1036822116
2026-03-06 21:27:22.125329,0
2026-03-06 21:27:22.192838,1036822116
2026-03-06 21:27:22.227166,0
2026-03-06 21:27:22.295081,1037146598
2026-03-06 21:27:22.329443,0
2026-03-06 21:27:22.396665,1037579242
2026-03-06 21:27:22.431471,0
2026-03-06 21:27:22.498783,1036930277
2026-03-06 21:27:22.533017,0
2026-03-06 21:27:22.600878,1036930277
2026-03-06 21:27:22.635324,0
2026-03-06 21:27:22.703003,1036930277
2026-03-06 21:27:22.737398,0
2026-03-06 21:27:22.805215,1037146598
2026-03-06 21:27:22.839506,0
2026-03-06 21:27:22.906775,1036930277
2026-03-06 21:27:22.941312,0
2026-03-06 21:27:23.008908,1036930277
2026-03-06 21:27:23.043055,0
2026-03-06 21:27:23.111023,1036930277
2026-03-06 21:27:23.145302,0
2026-03-06 21:27:23.213247,1036930277
2026-03-06 21:27:23.247133,0
2026-03-06 21:27:23.315141,1036930277
2026-03-06 21:27:23.349224,0
2026-03-06 21:27:23.416668,1036930277
2026-03-06 21:27:23.450958,0
2026-03-06 21:27:23.519043,1036930277
2026-03-06 21:27:23.553395,0
2026-03-06 21:27:23.620695,1037687403
2026-03-06 21:27:23.655231,0
2026-03-06 21:27:23.722706,1036930277
2026-03-06 21:27:23.757155,0
2026-03-06 21:27:23.824946,1036930277
2026-03-06 21:27:23.859107,0
2026-03-06 21:27:23.927327,1036930277
2026-03-06 21:27:23.961176,0
2026-03-06 21:27:24.028955,1036930277
2026-03-06 21:27:24.06324,0
2026-03-06 21:27:24.13089,1037146598
2026-03-06 21:27:24.165106,0
2026-03-06 21:27:24.23303,1036930277
2026-03-06 21:27:24.266949,0
2026-03-06 21:27:24.334907,1037579242
2026-03-06 21:27:24.369229,0
2026-03-06 21:27:24.437018,1036930277
2026-03-06 21:27:24.471595,0
2026-03-06 21:27:24.538988,1036930277
2026-03-06 21:27:24.572964,0
2026-03-06 21:27:24.640685,1037038437
2026-03-06 21:27:24.674763,0
2026-03-06 21:27:24.74263,1037038437
2026-03-06 21:27:24.777304,0
2026-03-06 21:27:24.845603,1037146598
2026-03-06 21:27:24.879092,0
2026-03-06 21:27:24.947017,1036930277
2026-03-06 21:27:24.981475,0
2026-03-06 21:27:25.04898,1037795564
2026-03-06 21:27:25.083263,0
2026-03-06 21:27:25.150984,1036930277
2026-03-06 21:27:25.184992,0
2026-03-06 21:27:25.252834,1036930277
2026-03-06 21:27:25.286945,0
2026-03-06 21:27:25.354981,1037146598
2026-03-06 21:27:25.389242,0
2026-03-06 21:27:25.456728,1036930277
2026-03-06 21:27:25.490945,0
2026-03-06 21:27:25.559097,1036930277
2026-03-06 21:27:25.592933,0
2026-03-06 21:27:25.660749,1037146598
2026-03-06 21:27:25.695381,0
2026-03-06 21:27:25.76299,1036930277
