time,PT_Cal.Fuel_Upstream.pressure_psi
2026-03-06 21:35:07.81747,7.1466646
2026-03-06 21:35:07.817949,7.5044394
2026-03-06 21:35:07.818018,0.2586405
2026-03-06 21:35:07.81854,7.4801326
2026-03-06 21:35:07.81937,7.0524693
2026-03-06 21:35:07.820374,7.470638
2026-03-06 21:35:07.926419,7.507098
2026-03-06 21:35:07.926584,0.25928035
2026-03-06 21:35:07.92666,7.142487
2026-03-06 21:35:07.926753,7.4862094
2026-03-06 21:35:07.92691,7.470638
2026-03-06 21:35:07.927088,7.4611425
2026-03-06 21:35:08.03587,7.2606077
2026-03-06 21:35:08.036418,7.4744353
2026-03-06 21:35:08.036588,0.25884277
2026-03-06 21:35:08.036702,7.4672194
2026-03-06 21:35:08.037071,7.4805126
2026-03-06 21:35:08.14478,7.473676
2026-03-06 21:35:08.145045,7.510136
2026-03-06 21:35:08.145132,7.4467106
2026-03-06 21:35:08.145362,0.25922102
2026-03-06 21:35:08.145543,7.2306037
2026-03-06 21:35:08.145795,7.407212
2026-03-06 21:35:08.253938,7.550014
2026-03-06 21:35:08.254235,7.42924
2026-03-06 21:35:08.254429,7.472157
2026-03-06 21:35:08.254672,0.25935653
2026-03-06 21:35:08.254934,7.4322786
2026-03-06 21:35:08.255323,7.322896
2026-03-06 21:35:08.362934,7.473676
2026-03-06 21:35:08.363197,7.672684
2026-03-06 21:35:08.363438,7.793453
2026-03-06 21:35:08.36405,7.5298853
2026-03-06 21:35:08.36417,0.25922102
2026-03-06 21:35:08.471923,7.4440517
2026-03-06 21:35:08.472215,7.415568
2026-03-06 21:35:08.472474,7.3920193
2026-03-06 21:35:08.472481,0.25916842
2026-03-06 21:35:08.472719,7.457345
2026-03-06 21:35:08.581121,7.5731807
2026-03-06 21:35:08.581587,7.532923
2026-03-06 21:35:08.581986,7.445571
2026-03-06 21:35:08.582662,0.25939766
2026-03-06 21:35:08.689766,7.4307594
2026-03-06 21:35:08.690069,7.384044
2026-03-06 21:35:08.690371,7.4493694
2026-03-06 21:35:08.690395,0.2591448
2026-03-06 21:35:08.690664,7.3616357
2026-03-06 21:35:08.798838,7.35328
2026-03-06 21:35:08.799044,7.579258
2026-03-06 21:35:08.799448,7.4763346
2026-03-06 21:35:08.799449,0.25900728
2026-03-06 21:35:08.799568,7.378347
2026-03-06 21:35:08.799721,7.5124145
2026-03-06 21:35:08.907254,7.4562054
2026-03-06 21:35:08.907494,7.6024246
2026-03-06 21:35:08.907735,7.4755754
