time,TC_Cal.CH19.channel_id
2026-03-06 21:14:19.124268,19
2026-03-06 21:14:19.251239,19
2026-03-06 21:14:19.377439,19
2026-03-06 21:14:19.506794,19
2026-03-06 21:14:19.633687,19
2026-03-06 21:14:19.758991,19
2026-03-06 21:14:19.88656,19
2026-03-06 21:14:20.018517,19
2026-03-06 21:14:20.144963,19
2026-03-06 21:14:20.272478,19
2026-03-06 21:14:20.398865,19
2026-03-06 21:14:20.526363,19
2026-03-06 21:14:20.65317,19
2026-03-06 21:14:20.781752,19
2026-03-06 21:14:20.907913,19
2026-03-06 21:14:21.038912,19
2026-03-06 21:14:21.170561,19
2026-03-06 21:14:21.29571,19
2026-03-06 21:14:21.420352,19
2026-03-06 21:14:21.547454,19
2026-03-06 21:14:21.675125,19
2026-03-06 21:14:21.802621,19
2026-03-06 21:14:21.930539,19
2026-03-06 21:14:22.061028,19
2026-03-06 21:14:22.187868,19
2026-03-06 21:14:22.313916,19
2026-03-06 21:14:22.44206,19
2026-03-06 21:14:22.568068,19
2026-03-06 21:14:22.694427,19
2026-03-06 21:14:22.823553,19
2026-03-06 21:14:22.950274,19
2026-03-06 21:14:23.081116,19
2026-03-06 21:14:23.208412,19
2026-03-06 21:14:23.335077,19
2026-03-06 21:14:23.461444,19
2026-03-06 21:14:23.589471,19
2026-03-06 21:14:23.716941,19
2026-03-06 21:14:23.844292,19
2026-03-06 21:14:23.971634,19
2026-03-06 21:14:24.103654,19
2026-03-06 21:14:24.229384,19
2026-03-06 21:14:24.356918,19
2026-03-06 21:14:24.482504,19
2026-03-06 21:14:24.611041,19
2026-03-06 21:14:24.738121,19
2026-03-06 21:14:24.865391,19
2026-03-06 21:14:24.992592,19
2026-03-06 21:14:25.123355,19
2026-03-06 21:14:25.250213,19
2026-03-06 21:14:25.377599,19
2026-03-06 21:14:25.504952,19
2026-03-06 21:14:25.631952,19
2026-03-06 21:14:25.757884,19
2026-03-06 21:14:25.886255,19
2026-03-06 21:14:26.013461,19
2026-03-06 21:14:26.143792,19
2026-03-06 21:14:26.272359,19
2026-03-06 21:14:26.399945,19
2026-03-06 21:14:26.526142,19
2026-03-06 21:14:26.652418,19
2026-03-06 21:14:26.779545,19
2026-03-06 21:14:26.908616,19
2026-03-06 21:14:27.034089,19
2026-03-06 21:14:27.164595,19
2026-03-06 21:14:27.292229,19
2026-03-06 21:14:27.419359,19
2026-03-06 21:14:27.546599,19
2026-03-06 21:14:27.672843,19
2026-03-06 21:14:27.800327,19
2026-03-06 21:14:27.927889,19
2026-03-06 21:14:28.055303,19
2026-03-06 21:14:28.18557,19
2026-03-06 21:14:28.31312,19
2026-03-06 21:14:28.44026,19
2026-03-06 21:14:28.568311,19
2026-03-06 21:14:28.694876,19
2026-03-06 21:14:28.820935,19
2026-03-06 21:14:28.951967,19
2026-03-06 21:14:29.077751,19
2026-03-06 21:14:29.205633,19
2026-03-06 21:14:29.333285,19
2026-03-06 21:14:29.460332,19
2026-03-06 21:14:29.586764,19
2026-03-06 21:14:29.714323,19
2026-03-06 21:14:29.843909,19
2026-03-06 21:14:29.969442,19
2026-03-06 21:14:30.096755,19
2026-03-06 21:14:30.228879,19
2026-03-06 21:14:30.355468,19
2026-03-06 21:14:30.482325,19
2026-03-06 21:14:30.609673,19
2026-03-06 21:14:30.735092,19
2026-03-06 21:14:30.867142,19
2026-03-06 21:14:30.990984,19
2026-03-06 21:14:31.117504,19
2026-03-06 21:14:31.250541,19
2026-03-06 21:14:31.37534,19
2026-03-06 21:14:31.504813,19
2026-03-06 21:14:31.629724,19
2026-03-06 21:14:31.75627,19
2026-03-06 21:14:31.887333,19
2026-03-06 21:14:32.011939,19
2026-03-06 21:14:32.138751,19
2026-03-06 21:14:32.271727,19
2026-03-06 21:14:32.395499,19
2026-03-06 21:14:32.523289,19
2026-03-06 21:14:32.656834,19
2026-03-06 21:14:32.777047,19
2026-03-06 21:14:32.906044,19
2026-03-06 21:14:33.032723,19
2026-03-06 21:14:33.158764,19
2026-03-06 21:14:33.290779,19
2026-03-06 21:14:33.419856,19
2026-03-06 21:14:33.544639,19
2026-03-06 21:14:33.670568,19
2026-03-06 21:14:33.799369,19
2026-03-06 21:14:33.92666,19
2026-03-06 21:14:34.05644,19
2026-03-06 21:14:34.180527,19
2026-03-06 21:14:34.311745,19
2026-03-06 21:14:34.438755,19
2026-03-06 21:14:34.567413,19
2026-03-06 21:14:34.692279,19
2026-03-06 21:14:34.819059,19
2026-03-06 21:14:34.947108,19
2026-03-06 21:14:35.075087,19
2026-03-06 21:14:35.203146,19
2026-03-06 21:14:35.33434,19
2026-03-06 21:14:35.458534,19
2026-03-06 21:14:35.585669,19
2026-03-06 21:14:35.71295,19
2026-03-06 21:14:35.840022,19
2026-03-06 21:14:35.968703,19
2026-03-06 21:14:36.097388,19
2026-03-06 21:14:36.227839,19
2026-03-06 21:14:36.353521,19
