time,ACT.GSE_High_Press_Vent.channel_id
2026-03-06 21:20:15.217489,5
2026-03-06 21:20:15.217504,5
2026-03-06 21:20:15.260775,5
2026-03-06 21:20:15.260793,5
2026-03-06 21:20:15.320167,5
2026-03-06 21:20:15.320184,5
2026-03-06 21:20:15.36275,5
2026-03-06 21:20:15.362765,5
2026-03-06 21:20:15.421749,5
2026-03-06 21:20:15.421766,5
2026-03-06 21:20:15.465031,5
2026-03-06 21:20:15.465046,5
2026-03-06 21:20:15.523595,5
2026-03-06 21:20:15.523609,5
2026-03-06 21:20:15.566859,5
2026-03-06 21:20:15.566882,5
2026-03-06 21:20:15.625378,5
2026-03-06 21:20:15.625391,5
2026-03-06 21:20:15.669176,5
2026-03-06 21:20:15.669201,5
2026-03-06 21:20:15.727237,5
2026-03-06 21:20:15.727245,5
2026-03-06 21:20:15.770477,5
2026-03-06 21:20:15.770492,5
2026-03-06 21:20:15.829539,5
2026-03-06 21:20:15.829552,5
2026-03-06 21:20:15.872875,5
2026-03-06 21:20:15.87289,5
2026-03-06 21:20:15.931582,5
2026-03-06 21:20:15.931604,5
2026-03-06 21:20:15.974943,5
2026-03-06 21:20:15.974966,5
2026-03-06 21:20:16.033954,5
2026-03-06 21:20:16.033971,5
2026-03-06 21:20:16.076478,5
2026-03-06 21:20:16.076496,5
2026-03-06 21:20:16.135671,5
2026-03-06 21:20:16.135687,5
2026-03-06 21:20:16.17938,5
2026-03-06 21:20:16.179403,5
2026-03-06 21:20:16.237352,5
2026-03-06 21:20:16.237366,5
2026-03-06 21:20:16.280822,5
2026-03-06 21:20:16.28084,5
2026-03-06 21:20:16.33975,5
2026-03-06 21:20:16.339764,5
2026-03-06 21:20:16.382666,5
2026-03-06 21:20:16.382684,5
2026-03-06 21:20:16.441482,5
2026-03-06 21:20:16.4415,5
2026-03-06 21:20:16.485051,5
2026-03-06 21:20:16.485065,5
2026-03-06 21:20:16.543763,5
2026-03-06 21:20:16.543778,5
2026-03-06 21:20:16.586952,5
2026-03-06 21:20:16.586969,5
2026-03-06 21:20:16.645496,5
2026-03-06 21:20:16.645511,5
2026-03-06 21:20:16.688495,5
2026-03-06 21:20:16.68851,5
2026-03-06 21:20:16.747439,5
2026-03-06 21:20:16.747453,5
2026-03-06 21:20:16.791074,5
2026-03-06 21:20:16.791096,5
2026-03-06 21:20:16.849458,5
2026-03-06 21:20:16.849473,5
2026-03-06 21:20:16.893009,5
2026-03-06 21:20:16.893023,5
2026-03-06 21:20:16.951314,5
2026-03-06 21:20:16.951323,5
2026-03-06 21:20:16.994977,5
2026-03-06 21:20:16.995004,5
2026-03-06 21:20:17.053351,5
2026-03-06 21:20:17.053366,5
2026-03-06 21:20:17.097064,5
2026-03-06 21:20:17.097089,5
2026-03-06 21:20:17.155636,5
2026-03-06 21:20:17.155651,5
2026-03-06 21:20:17.198962,5
2026-03-06 21:20:17.198977,5
2026-03-06 21:20:17.257614,5
2026-03-06 21:20:17.25763,5
2026-03-06 21:20:17.300719,5
2026-03-06 21:20:17.300731,5
2026-03-06 21:20:17.359505,5
2026-03-06 21:20:17.359516,5
2026-03-06 21:20:17.402553,5
2026-03-06 21:20:17.402569,5
2026-03-06 21:20:17.461392,5
2026-03-06 21:20:17.461413,5
2026-03-06 21:20:17.504548,5
2026-03-06 21:20:17.504562,5
2026-03-06 21:20:17.563936,5
2026-03-06 21:20:17.563948,5
2026-03-06 21:20:17.606826,5
2026-03-06 21:20:17.606837,5
2026-03-06 21:20:17.665444,5
2026-03-06 21:20:17.665453,5
2026-03-06 21:20:17.709122,5
2026-03-06 21:20:17.709136,5
2026-03-06 21:20:17.767466,5
2026-03-06 21:20:17.76748,5
2026-03-06 21:20:17.810937,5
2026-03-06 21:20:17.810951,5
2026-03-06 21:20:17.869788,5
2026-03-06 21:20:17.869804,5
2026-03-06 21:20:17.912743,5
2026-03-06 21:20:17.912758,5
2026-03-06 21:20:17.971449,5
2026-03-06 21:20:17.971462,5
2026-03-06 21:20:18.015009,5
2026-03-06 21:20:18.015021,5
2026-03-06 21:20:18.073746,5
2026-03-06 21:20:18.073764,5
2026-03-06 21:20:18.116936,5
2026-03-06 21:20:18.116958,5
2026-03-06 21:20:18.175294,5
2026-03-06 21:20:18.175351,5
2026-03-06 21:20:18.218795,5
2026-03-06 21:20:18.21881,5
2026-03-06 21:20:18.277751,5
2026-03-06 21:20:18.277768,5
2026-03-06 21:20:18.321054,5
2026-03-06 21:20:18.32107,5
2026-03-06 21:20:18.379397,5
2026-03-06 21:20:18.37941,5
2026-03-06 21:20:18.422903,5
2026-03-06 21:20:18.422922,5
2026-03-06 21:20:18.481673,5
2026-03-06 21:20:18.481687,5
2026-03-06 21:20:18.5246,5
2026-03-06 21:20:18.524619,5
2026-03-06 21:20:18.583448,5
2026-03-06 21:20:18.583467,5
2026-03-06 21:20:18.626897,5
2026-03-06 21:20:18.626909,5
2026-03-06 21:20:18.685606,5
2026-03-06 21:20:18.685632,5
2026-03-06 21:20:18.728836,5
2026-03-06 21:20:18.728856,5
2026-03-06 21:20:18.787541,5
2026-03-06 21:20:18.787557,5
2026-03-06 21:20:18.830917,5
2026-03-06 21:20:18.830949,5
2026-03-06 21:20:18.889467,5
2026-03-06 21:20:18.88948,5
2026-03-06 21:20:18.933106,5
2026-03-06 21:20:18.933134,5
2026-03-06 21:20:18.991767,5
2026-03-06 21:20:18.991781,5
