time,ACT.GSE_High_Press_Vent.timestamp_ns
2026-03-06 21:17:28.694115,1772831848693733008
2026-03-06 21:17:28.694134,1772831848693733008
2026-03-06 21:17:28.751468,1772831848751325565
2026-03-06 21:17:28.751489,1772831848751325565
2026-03-06 21:17:28.795576,1772831848795382800
2026-03-06 21:17:28.795593,1772831848795382800
2026-03-06 21:17:28.853977,1772831848853780390
2026-03-06 21:17:28.854,1772831848853780390
2026-03-06 21:17:28.89779,1772831848897431042
2026-03-06 21:17:28.897826,1772831848897431042
2026-03-06 21:17:28.956098,1772831848955621972
2026-03-06 21:17:28.95613,1772831848955621972
2026-03-06 21:17:28.999898,1772831848999650105
2026-03-06 21:17:28.999913,1772831848999650105
2026-03-06 21:17:29.057865,1772831849057517851
2026-03-06 21:17:29.057898,1772831849057517851
2026-03-06 21:17:29.101896,1772831849101572787
2026-03-06 21:17:29.101918,1772831849101572787
2026-03-06 21:17:29.159641,1772831849159447282
2026-03-06 21:17:29.159658,1772831849159447282
2026-03-06 21:17:29.204203,1772831849203829300
2026-03-06 21:17:29.204243,1772831849203829300
2026-03-06 21:17:29.261807,1772831849261547658
2026-03-06 21:17:29.261834,1772831849261547658
2026-03-06 21:17:29.305739,1772831849305479769
2026-03-06 21:17:29.305761,1772831849305479769
2026-03-06 21:17:29.364028,1772831849363656991
2026-03-06 21:17:29.364054,1772831849363656991
2026-03-06 21:17:29.408156,1772831849407737651
2026-03-06 21:17:29.408199,1772831849407737651
2026-03-06 21:17:29.466078,1772831849465537805
2026-03-06 21:17:29.466128,1772831849465537805
2026-03-06 21:17:29.509667,1772831849509426034
2026-03-06 21:17:29.509688,1772831849509426034
2026-03-06 21:17:29.568614,1772831849568139971
2026-03-06 21:17:29.568641,1772831849568139971
2026-03-06 21:17:29.612018,1772831849611733730
2026-03-06 21:17:29.612037,1772831849611733730
2026-03-06 21:17:29.669655,1772831849669444429
2026-03-06 21:17:29.669671,1772831849669444429
2026-03-06 21:17:29.714083,1772831849713846627
2026-03-06 21:17:29.714098,1772831849713846627
2026-03-06 21:17:29.771925,1772831849771651227
2026-03-06 21:17:29.771951,1772831849771651227
2026-03-06 21:17:29.815997,1772831849815636326
2026-03-06 21:17:29.816024,1772831849815636326
2026-03-06 21:17:29.874267,1772831849873850709
2026-03-06 21:17:29.874303,1772831849873850709
2026-03-06 21:17:29.918031,1772831849917771907
2026-03-06 21:17:29.918061,1772831849917771907
2026-03-06 21:17:29.975764,1772831849975539929
2026-03-06 21:17:29.975785,1772831849975539929
2026-03-06 21:17:30.01975,1772831850019454144
2026-03-06 21:17:30.019775,1772831850019454144
2026-03-06 21:17:30.078101,1772831850077697529
2026-03-06 21:17:30.078126,1772831850077697529
