time,PT_Cal.Fuel_Upstream.channel_id
2026-03-06 21:14:21.274968,1
2026-03-06 21:14:21.275269,1
2026-03-06 21:14:21.275514,1
2026-03-06 21:14:21.275827,1
2026-03-06 21:14:21.276101,1
2026-03-06 21:14:21.276309,1
2026-03-06 21:14:21.382971,1
2026-03-06 21:14:21.383232,1
2026-03-06 21:14:21.383255,1
2026-03-06 21:14:21.383458,1
2026-03-06 21:14:21.383685,1
2026-03-06 21:14:21.383942,1
2026-03-06 21:14:21.492539,1
2026-03-06 21:14:21.492641,1
2026-03-06 21:14:21.492811,1
2026-03-06 21:14:21.492988,1
2026-03-06 21:14:21.493615,1
2026-03-06 21:14:21.494585,1
2026-03-06 21:14:21.494739,1
2026-03-06 21:14:21.49487,1
2026-03-06 21:14:21.495249,1
2026-03-06 21:14:21.60117,1
2026-03-06 21:14:21.601382,1
2026-03-06 21:14:21.601607,1
2026-03-06 21:14:21.601641,1
2026-03-06 21:14:21.601841,1
2026-03-06 21:14:21.602094,1
2026-03-06 21:14:21.602368,1
2026-03-06 21:14:21.710148,1
2026-03-06 21:14:21.71052,1
2026-03-06 21:14:21.710695,1
2026-03-06 21:14:21.711235,1
2026-03-06 21:14:21.711445,1
2026-03-06 21:14:21.71164,1
2026-03-06 21:14:21.711823,1
2026-03-06 21:14:21.712029,1
2026-03-06 21:14:21.818745,1
2026-03-06 21:14:21.818998,1
2026-03-06 21:14:21.819273,1
2026-03-06 21:14:21.819286,1
2026-03-06 21:14:21.819545,1
2026-03-06 21:14:21.819833,1
2026-03-06 21:14:21.9278,1
2026-03-06 21:14:21.927986,1
2026-03-06 21:14:21.928204,1
2026-03-06 21:14:21.928298,1
2026-03-06 21:14:21.928388,1
2026-03-06 21:14:21.928582,1
2026-03-06 21:14:22.036773,1
2026-03-06 21:14:22.037051,1
2026-03-06 21:14:22.037327,1
2026-03-06 21:14:22.037499,1
2026-03-06 21:14:22.037568,1
2026-03-06 21:14:22.037828,1
2026-03-06 21:14:22.038086,1
2026-03-06 21:14:22.145572,1
2026-03-06 21:14:22.145707,1
2026-03-06 21:14:22.14585,1
2026-03-06 21:14:22.146125,1
2026-03-06 21:14:22.146138,1
2026-03-06 21:14:22.146373,1
2026-03-06 21:14:22.254828,1
2026-03-06 21:14:22.25514,1
2026-03-06 21:14:22.255496,1
2026-03-06 21:14:22.255549,1
2026-03-06 21:14:22.255794,1
2026-03-06 21:14:22.256173,1
2026-03-06 21:14:22.256502,1
2026-03-06 21:14:22.256832,1
2026-03-06 21:14:22.363954,1
2026-03-06 21:14:22.364209,1
2026-03-06 21:14:22.364453,1
2026-03-06 21:14:22.364689,1
2026-03-06 21:14:22.364759,1
2026-03-06 21:14:22.364929,1
2026-03-06 21:14:22.473036,1
2026-03-06 21:14:22.473271,1
2026-03-06 21:14:22.473498,1
2026-03-06 21:14:22.473694,1
2026-03-06 21:14:22.473841,1
2026-03-06 21:14:22.473917,1
2026-03-06 21:14:22.474146,1
2026-03-06 21:14:22.582052,1
2026-03-06 21:14:22.582184,1
2026-03-06 21:14:22.582302,1
2026-03-06 21:14:22.58243,1
2026-03-06 21:14:22.582491,1
2026-03-06 21:14:22.582557,1
2026-03-06 21:14:22.582611,1
2026-03-06 21:14:22.582759,1
2026-03-06 21:14:22.69062,1
2026-03-06 21:14:22.690711,1
2026-03-06 21:14:22.690733,1
2026-03-06 21:14:22.690753,1
2026-03-06 21:14:22.690791,1
2026-03-06 21:14:22.69083,1
2026-03-06 21:14:22.690991,1
2026-03-06 21:14:22.799713,1
2026-03-06 21:14:22.799806,1
2026-03-06 21:14:22.799847,1
2026-03-06 21:14:22.799892,1
2026-03-06 21:14:22.799963,1
2026-03-06 21:14:22.800037,1
2026-03-06 21:14:22.800125,1
2026-03-06 21:14:22.800163,1
2026-03-06 21:14:22.800209,1
2026-03-06 21:14:22.80029,1
2026-03-06 21:14:22.909144,1
2026-03-06 21:14:22.909223,1
2026-03-06 21:14:22.909236,1
2026-03-06 21:14:22.909275,1
2026-03-06 21:14:22.909345,1
2026-03-06 21:14:22.909419,1
2026-03-06 21:14:22.909499,1
2026-03-06 21:14:22.909574,1
2026-03-06 21:14:23.017867,1
2026-03-06 21:14:23.017954,1
2026-03-06 21:14:23.018019,1
2026-03-06 21:14:23.01807,1
2026-03-06 21:14:23.018109,1
2026-03-06 21:14:23.018434,1
2026-03-06 21:14:23.126679,1
2026-03-06 21:14:23.126765,1
2026-03-06 21:14:23.126837,1
2026-03-06 21:14:23.126937,1
2026-03-06 21:14:23.127012,1
2026-03-06 21:14:23.127035,1
2026-03-06 21:14:23.127145,1
2026-03-06 21:14:23.235957,1
2026-03-06 21:14:23.23605,1
2026-03-06 21:14:23.236338,1
2026-03-06 21:14:23.236374,1
2026-03-06 21:14:23.236454,1
2026-03-06 21:14:23.236557,1
2026-03-06 21:14:23.236619,1
2026-03-06 21:14:23.236733,1
2026-03-06 21:14:23.237024,1
2026-03-06 21:14:23.2371,1
2026-03-06 21:14:23.344474,1
2026-03-06 21:14:23.344568,1
2026-03-06 21:14:23.344591,1
2026-03-06 21:14:23.344648,1
2026-03-06 21:14:23.34471,1
2026-03-06 21:14:23.344822,1
2026-03-06 21:14:23.34484,1
2026-03-06 21:14:23.344917,1
2026-03-06 21:14:23.453784,1
2026-03-06 21:14:23.453895,1
2026-03-06 21:14:23.453923,1
2026-03-06 21:14:23.453978,1
2026-03-06 21:14:23.453999,1
2026-03-06 21:14:23.454064,1
2026-03-06 21:14:23.454187,1
2026-03-06 21:14:23.563186,1
2026-03-06 21:14:23.563324,1
2026-03-06 21:14:23.56341,1
2026-03-06 21:14:23.56346,1
2026-03-06 21:14:23.563591,1
2026-03-06 21:14:23.563732,1
2026-03-06 21:14:23.563886,1
2026-03-06 21:14:23.671386,1
2026-03-06 21:14:23.671565,1
2026-03-06 21:14:23.671817,1
2026-03-06 21:14:23.671844,1
2026-03-06 21:14:23.672102,1
2026-03-06 21:14:23.781253,1
2026-03-06 21:14:23.781314,1
2026-03-06 21:14:23.781664,1
2026-03-06 21:14:23.781935,1
2026-03-06 21:14:23.782329,1
2026-03-06 21:14:23.78274,1
2026-03-06 21:14:23.890052,1
2026-03-06 21:14:23.890263,1
2026-03-06 21:14:23.890459,1
2026-03-06 21:14:23.890465,1
2026-03-06 21:14:23.890847,1
2026-03-06 21:14:23.891487,1
2026-03-06 21:14:23.891992,1
2026-03-06 21:14:23.999128,1
2026-03-06 21:14:23.999334,1
2026-03-06 21:14:23.999494,1
2026-03-06 21:14:23.999531,1
2026-03-06 21:14:23.999651,1
2026-03-06 21:14:24.107902,1
2026-03-06 21:14:24.107962,1
2026-03-06 21:14:24.108108,1
2026-03-06 21:14:24.108355,1
2026-03-06 21:14:24.108595,1
2026-03-06 21:14:24.108866,1
2026-03-06 21:14:24.216469,1
2026-03-06 21:14:24.216567,1
2026-03-06 21:14:24.216603,1
2026-03-06 21:14:24.21681,1
2026-03-06 21:14:24.216872,1
2026-03-06 21:14:24.216886,1
2026-03-06 21:14:24.325872,1
2026-03-06 21:14:24.325999,1
2026-03-06 21:14:24.326031,1
2026-03-06 21:14:24.326118,1
2026-03-06 21:14:24.326319,1
2026-03-06 21:14:24.326436,1
2026-03-06 21:14:24.326546,1
2026-03-06 21:14:24.435499,1
2026-03-06 21:14:24.435712,1
2026-03-06 21:14:24.436151,1
2026-03-06 21:14:24.436201,1
2026-03-06 21:14:24.436516,1
2026-03-06 21:14:24.436748,1
2026-03-06 21:14:24.436975,1
2026-03-06 21:14:24.43724,1
2026-03-06 21:14:24.54377,1
2026-03-06 21:14:24.54391,1
2026-03-06 21:14:24.544035,1
2026-03-06 21:14:24.544275,1
2026-03-06 21:14:24.54429,1
2026-03-06 21:14:24.544488,1
2026-03-06 21:14:24.652737,1
2026-03-06 21:14:24.652936,1
2026-03-06 21:14:24.653096,1
2026-03-06 21:14:24.653275,1
2026-03-06 21:14:24.653442,1
2026-03-06 21:14:24.653469,1
2026-03-06 21:14:24.653613,1
2026-03-06 21:14:24.762105,1
2026-03-06 21:14:24.762326,1
2026-03-06 21:14:24.762495,1
2026-03-06 21:14:24.762686,1
2026-03-06 21:14:24.762833,1
2026-03-06 21:14:24.762874,1
2026-03-06 21:14:24.763081,1
2026-03-06 21:14:24.871099,1
2026-03-06 21:14:24.871195,1
2026-03-06 21:14:24.871296,1
2026-03-06 21:14:24.87139,1
2026-03-06 21:14:24.871491,1
2026-03-06 21:14:24.871563,1
2026-03-06 21:14:24.871592,1
2026-03-06 21:14:24.871682,1
2026-03-06 21:14:24.871781,1
2026-03-06 21:14:24.979871,1
2026-03-06 21:14:24.980105,1
2026-03-06 21:14:24.980272,1
2026-03-06 21:14:24.980367,1
2026-03-06 21:14:24.980613,1
2026-03-06 21:14:24.980836,1
2026-03-06 21:14:25.0888,1
2026-03-06 21:14:25.088946,1
2026-03-06 21:14:25.089109,1
2026-03-06 21:14:25.089248,1
2026-03-06 21:14:25.08928,1
2026-03-06 21:14:25.089446,1
2026-03-06 21:14:25.089629,1
2026-03-06 21:14:25.197888,1
2026-03-06 21:14:25.198112,1
2026-03-06 21:14:25.198346,1
2026-03-06 21:14:25.198379,1
2026-03-06 21:14:25.198551,1
2026-03-06 21:14:25.198873,1
2026-03-06 21:14:25.307179,1
2026-03-06 21:14:25.307522,1
2026-03-06 21:14:25.307849,1
2026-03-06 21:14:25.307954,1
2026-03-06 21:14:25.308046,1
2026-03-06 21:14:25.416246,1
2026-03-06 21:14:25.416403,1
2026-03-06 21:14:25.416432,1
2026-03-06 21:14:25.416545,1
2026-03-06 21:14:25.416691,1
2026-03-06 21:14:25.416853,1
2026-03-06 21:14:25.417036,1
2026-03-06 21:14:25.417269,1
2026-03-06 21:14:25.525341,1
2026-03-06 21:14:25.525575,1
2026-03-06 21:14:25.525753,1
2026-03-06 21:14:25.525976,1
2026-03-06 21:14:25.526384,1
2026-03-06 21:14:25.526626,1
2026-03-06 21:14:25.526823,1
2026-03-06 21:14:25.527033,1
2026-03-06 21:14:25.63446,1
2026-03-06 21:14:25.634727,1
2026-03-06 21:14:25.634915,1
2026-03-06 21:14:25.634968,1
2026-03-06 21:14:25.635217,1
2026-03-06 21:14:25.635473,1
2026-03-06 21:14:25.743484,1
2026-03-06 21:14:25.743716,1
2026-03-06 21:14:25.743969,1
2026-03-06 21:14:25.744208,1
2026-03-06 21:14:25.744357,1
2026-03-06 21:14:25.744447,1
2026-03-06 21:14:25.851604,1
2026-03-06 21:14:25.85164,1
2026-03-06 21:14:25.851828,1
2026-03-06 21:14:25.852017,1
2026-03-06 21:14:25.852235,1
2026-03-06 21:14:25.852435,1
2026-03-06 21:14:25.960797,1
2026-03-06 21:14:25.960908,1
2026-03-06 21:14:25.960945,1
2026-03-06 21:14:25.960984,1
2026-03-06 21:14:25.96106,1
2026-03-06 21:14:25.961175,1
2026-03-06 21:14:25.961214,1
2026-03-06 21:14:26.069388,1
2026-03-06 21:14:26.069576,1
2026-03-06 21:14:26.06974,1
2026-03-06 21:14:26.069892,1
2026-03-06 21:14:26.070028,1
2026-03-06 21:14:26.070157,1
2026-03-06 21:14:26.07035,1
2026-03-06 21:14:26.17914,1
2026-03-06 21:14:26.179289,1
2026-03-06 21:14:26.179351,1
2026-03-06 21:14:26.179491,1
2026-03-06 21:14:26.179769,1
2026-03-06 21:14:26.179808,1
2026-03-06 21:14:26.288047,1
2026-03-06 21:14:26.288285,1
2026-03-06 21:14:26.288533,1
2026-03-06 21:14:26.288757,1
2026-03-06 21:14:26.288768,1
2026-03-06 21:14:26.289038,1
2026-03-06 21:14:26.289319,1
2026-03-06 21:14:26.397089,1
2026-03-06 21:14:26.397237,1
2026-03-06 21:14:26.397318,1
2026-03-06 21:14:26.397499,1
2026-03-06 21:14:26.397748,1
2026-03-06 21:14:26.397822,1
2026-03-06 21:14:26.398184,1
2026-03-06 21:14:26.506107,1
2026-03-06 21:14:26.506251,1
2026-03-06 21:14:26.50636,1
2026-03-06 21:14:26.506404,1
2026-03-06 21:14:26.506565,1
2026-03-06 21:14:26.506716,1
2026-03-06 21:14:26.506895,1
2026-03-06 21:14:26.507057,1
2026-03-06 21:14:26.614884,1
2026-03-06 21:14:26.615048,1
2026-03-06 21:14:26.615123,1
2026-03-06 21:14:26.61521,1
2026-03-06 21:14:26.615373,1
2026-03-06 21:14:26.615536,1
2026-03-06 21:14:26.615729,1
2026-03-06 21:14:26.724177,1
2026-03-06 21:14:26.724365,1
2026-03-06 21:14:26.72455,1
2026-03-06 21:14:26.724655,1
2026-03-06 21:14:26.724735,1
2026-03-06 21:14:26.724937,1
2026-03-06 21:14:26.725131,1
2026-03-06 21:14:26.832811,1
2026-03-06 21:14:26.832973,1
2026-03-06 21:14:26.833135,1
2026-03-06 21:14:26.833249,1
2026-03-06 21:14:26.833315,1
2026-03-06 21:14:26.833513,1
2026-03-06 21:14:26.942169,1
2026-03-06 21:14:26.942352,1
2026-03-06 21:14:26.942541,1
2026-03-06 21:14:26.942644,1
2026-03-06 21:14:26.942728,1
2026-03-06 21:14:26.942913,1
2026-03-06 21:14:26.943138,1
2026-03-06 21:14:27.050524,1
2026-03-06 21:14:27.050682,1
2026-03-06 21:14:27.050843,1
2026-03-06 21:14:27.05095,1
2026-03-06 21:14:27.050978,1
2026-03-06 21:14:27.051131,1
2026-03-06 21:14:27.15988,1
2026-03-06 21:14:27.16005,1
2026-03-06 21:14:27.160209,1
2026-03-06 21:14:27.160309,1
2026-03-06 21:14:27.160388,1
2026-03-06 21:14:27.160572,1
2026-03-06 21:14:27.160939,1
2026-03-06 21:14:27.268839,1
2026-03-06 21:14:27.268993,1
2026-03-06 21:14:27.269027,1
2026-03-06 21:14:27.269066,1
2026-03-06 21:14:27.26911,1
2026-03-06 21:14:27.269254,1
2026-03-06 21:14:27.269345,1
2026-03-06 21:14:27.377973,1
2026-03-06 21:14:27.378126,1
2026-03-06 21:14:27.37829,1
2026-03-06 21:14:27.378399,1
2026-03-06 21:14:27.378437,1
2026-03-06 21:14:27.378586,1
2026-03-06 21:14:27.378752,1
2026-03-06 21:14:27.486704,1
2026-03-06 21:14:27.486889,1
2026-03-06 21:14:27.48706,1
2026-03-06 21:14:27.487263,1
2026-03-06 21:14:27.487279,1
2026-03-06 21:14:27.487482,1
2026-03-06 21:14:27.596139,1
2026-03-06 21:14:27.596353,1
2026-03-06 21:14:27.59656,1
2026-03-06 21:14:27.59668,1
2026-03-06 21:14:27.596776,1
2026-03-06 21:14:27.596999,1
2026-03-06 21:14:27.705221,1
2026-03-06 21:14:27.706038,1
2026-03-06 21:14:27.70622,1
2026-03-06 21:14:27.706382,1
2026-03-06 21:14:27.706552,1
2026-03-06 21:14:27.706712,1
2026-03-06 21:14:27.706871,1
2026-03-06 21:14:27.707032,1
2026-03-06 21:14:27.707371,1
2026-03-06 21:14:27.814129,1
2026-03-06 21:14:27.814269,1
2026-03-06 21:14:27.81427,1
2026-03-06 21:14:27.814405,1
2026-03-06 21:14:27.814543,1
2026-03-06 21:14:27.814718,1
2026-03-06 21:14:27.814848,1
2026-03-06 21:14:27.815108,1
2026-03-06 21:14:27.922895,1
2026-03-06 21:14:27.923075,1
2026-03-06 21:14:27.92328,1
2026-03-06 21:14:27.923319,1
2026-03-06 21:14:27.923499,1
2026-03-06 21:14:27.923748,1
2026-03-06 21:14:27.923907,1
2026-03-06 21:14:28.031596,1
2026-03-06 21:14:28.031704,1
2026-03-06 21:14:28.031825,1
2026-03-06 21:14:28.031935,1
2026-03-06 21:14:28.032049,1
2026-03-06 21:14:28.032072,1
2026-03-06 21:14:28.032231,1
2026-03-06 21:14:28.032311,1
2026-03-06 21:14:28.140904,1
2026-03-06 21:14:28.141368,1
2026-03-06 21:14:28.141688,1
2026-03-06 21:14:28.14177,1
2026-03-06 21:14:28.142212,1
2026-03-06 21:14:28.142616,1
2026-03-06 21:14:28.142807,1
2026-03-06 21:14:28.142983,1
2026-03-06 21:14:28.25002,1
2026-03-06 21:14:28.250206,1
2026-03-06 21:14:28.250357,1
2026-03-06 21:14:28.250381,1
2026-03-06 21:14:28.250555,1
2026-03-06 21:14:28.250747,1
2026-03-06 21:14:28.358864,1
2026-03-06 21:14:28.359061,1
2026-03-06 21:14:28.359201,1
2026-03-06 21:14:28.359257,1
2026-03-06 21:14:28.359434,1
2026-03-06 21:14:28.46761,1
2026-03-06 21:14:28.467685,1
2026-03-06 21:14:28.467709,1
2026-03-06 21:14:28.467765,1
2026-03-06 21:14:28.467828,1
2026-03-06 21:14:28.467903,1
2026-03-06 21:14:28.467989,1
2026-03-06 21:14:28.576475,1
2026-03-06 21:14:28.57673,1
2026-03-06 21:14:28.576958,1
2026-03-06 21:14:28.57714,1
2026-03-06 21:14:28.577424,1
2026-03-06 21:14:28.686173,1
2026-03-06 21:14:28.686275,1
2026-03-06 21:14:28.686375,1
2026-03-06 21:14:28.686479,1
2026-03-06 21:14:28.686479,1
2026-03-06 21:14:28.686579,1
2026-03-06 21:14:28.686684,1
2026-03-06 21:14:28.686793,1
2026-03-06 21:14:28.795328,1
2026-03-06 21:14:28.795578,1
2026-03-06 21:14:28.795895,1
2026-03-06 21:14:28.796335,1
2026-03-06 21:14:28.796765,1
2026-03-06 21:14:28.79722,1
2026-03-06 21:14:28.797624,1
2026-03-06 21:14:28.798377,1
2026-03-06 21:14:28.798896,1
2026-03-06 21:14:28.905335,1
2026-03-06 21:14:28.905525,1
2026-03-06 21:14:28.905668,1
2026-03-06 21:14:28.90588,1
2026-03-06 21:14:29.013017,1
2026-03-06 21:14:29.01343,1
2026-03-06 21:14:29.013734,1
2026-03-06 21:14:29.013822,1
2026-03-06 21:14:29.014002,1
2026-03-06 21:14:29.014182,1
2026-03-06 21:14:29.122778,1
2026-03-06 21:14:29.123022,1
2026-03-06 21:14:29.123325,1
2026-03-06 21:14:29.123391,1
2026-03-06 21:14:29.123597,1
2026-03-06 21:14:29.230625,1
2026-03-06 21:14:29.230823,1
2026-03-06 21:14:29.231002,1
2026-03-06 21:14:29.231186,1
2026-03-06 21:14:29.231199,1
2026-03-06 21:14:29.339642,1
2026-03-06 21:14:29.339816,1
2026-03-06 21:14:29.339912,1
2026-03-06 21:14:29.339983,1
2026-03-06 21:14:29.340181,1
2026-03-06 21:14:29.340364,1
2026-03-06 21:14:29.449186,1
2026-03-06 21:14:29.449446,1
2026-03-06 21:14:29.449787,1
2026-03-06 21:14:29.450154,1
2026-03-06 21:14:29.557675,1
2026-03-06 21:14:29.557839,1
2026-03-06 21:14:29.55795,1
2026-03-06 21:14:29.558082,1
2026-03-06 21:14:29.558093,1
2026-03-06 21:14:29.558267,1
2026-03-06 21:14:29.558426,1
2026-03-06 21:14:29.666769,1
2026-03-06 21:14:29.666897,1
2026-03-06 21:14:29.666994,1
2026-03-06 21:14:29.667279,1
2026-03-06 21:14:29.667335,1
2026-03-06 21:14:29.775828,1
2026-03-06 21:14:29.77599,1
2026-03-06 21:14:29.776167,1
2026-03-06 21:14:29.776203,1
2026-03-06 21:14:29.776348,1
2026-03-06 21:14:29.884862,1
2026-03-06 21:14:29.884937,1
2026-03-06 21:14:29.885008,1
2026-03-06 21:14:29.885081,1
2026-03-06 21:14:29.885162,1
2026-03-06 21:14:29.885272,1
2026-03-06 21:14:29.993956,1
2026-03-06 21:14:29.994454,1
2026-03-06 21:14:29.994705,1
2026-03-06 21:14:29.994708,1
2026-03-06 21:14:29.995062,1
2026-03-06 21:14:29.99549,1
2026-03-06 21:14:30.103081,1
2026-03-06 21:14:30.103307,1
2026-03-06 21:14:30.103453,1
2026-03-06 21:14:30.103545,1
2026-03-06 21:14:30.103649,1
2026-03-06 21:14:30.104045,1
2026-03-06 21:14:30.104319,1
2026-03-06 21:14:30.104405,1
2026-03-06 21:14:30.212057,1
2026-03-06 21:14:30.212198,1
2026-03-06 21:14:30.212283,1
2026-03-06 21:14:30.212398,1
2026-03-06 21:14:30.212541,1
2026-03-06 21:14:30.212857,1
2026-03-06 21:14:30.212927,1
2026-03-06 21:14:30.213212,1
2026-03-06 21:14:30.321074,1
2026-03-06 21:14:30.321432,1
2026-03-06 21:14:30.321698,1
2026-03-06 21:14:30.321716,1
2026-03-06 21:14:30.321967,1
2026-03-06 21:14:30.322292,1
2026-03-06 21:14:30.430126,1
2026-03-06 21:14:30.430271,1
2026-03-06 21:14:30.430405,1
2026-03-06 21:14:30.430433,1
2026-03-06 21:14:30.430885,1
2026-03-06 21:14:30.431054,1
2026-03-06 21:14:30.431421,1
2026-03-06 21:14:30.431989,1
2026-03-06 21:14:30.53891,1
2026-03-06 21:14:30.539074,1
2026-03-06 21:14:30.539245,1
2026-03-06 21:14:30.539405,1
2026-03-06 21:14:30.539556,1
2026-03-06 21:14:30.539567,1
2026-03-06 21:14:30.648419,1
2026-03-06 21:14:30.648586,1
2026-03-06 21:14:30.648646,1
2026-03-06 21:14:30.648886,1
2026-03-06 21:14:30.649109,1
2026-03-06 21:14:30.64938,1
2026-03-06 21:14:30.757392,1
2026-03-06 21:14:30.757595,1
2026-03-06 21:14:30.757803,1
2026-03-06 21:14:30.758017,1
2026-03-06 21:14:30.758207,1
2026-03-06 21:14:30.758263,1
2026-03-06 21:14:30.75854,1
2026-03-06 21:14:30.866316,1
2026-03-06 21:14:30.866594,1
2026-03-06 21:14:30.867688,1
2026-03-06 21:14:30.868519,1
2026-03-06 21:14:30.868795,1
2026-03-06 21:14:30.869153,1
2026-03-06 21:14:30.869635,1
2026-03-06 21:14:30.974795,1
2026-03-06 21:14:30.975111,1
2026-03-06 21:14:30.975201,1
2026-03-06 21:14:30.975238,1
2026-03-06 21:14:30.975355,1
2026-03-06 21:14:30.975484,1
2026-03-06 21:14:31.084202,1
2026-03-06 21:14:31.084444,1
2026-03-06 21:14:31.084644,1
2026-03-06 21:14:31.08469,1
2026-03-06 21:14:31.084885,1
2026-03-06 21:14:31.085109,1
2026-03-06 21:14:31.193187,1
2026-03-06 21:14:31.193351,1
2026-03-06 21:14:31.19343,1
2026-03-06 21:14:31.193507,1
2026-03-06 21:14:31.19373,1
2026-03-06 21:14:31.301964,1
2026-03-06 21:14:31.302181,1
2026-03-06 21:14:31.302365,1
2026-03-06 21:14:31.302545,1
2026-03-06 21:14:31.30274,1
2026-03-06 21:14:31.303118,1
2026-03-06 21:14:31.4115,1
2026-03-06 21:14:31.411789,1
2026-03-06 21:14:31.411977,1
2026-03-06 21:14:31.412069,1
2026-03-06 21:14:31.412343,1
2026-03-06 21:14:31.519841,1
2026-03-06 21:14:31.519998,1
2026-03-06 21:14:31.52,1
2026-03-06 21:14:31.520076,1
2026-03-06 21:14:31.62922,1
2026-03-06 21:14:31.629427,1
2026-03-06 21:14:31.62962,1
2026-03-06 21:14:31.629822,1
2026-03-06 21:14:31.62988,1
2026-03-06 21:14:31.738116,1
2026-03-06 21:14:31.738289,1
2026-03-06 21:14:31.738434,1
2026-03-06 21:14:31.738589,1
2026-03-06 21:14:31.738629,1
2026-03-06 21:14:31.738737,1
2026-03-06 21:14:31.738887,1
2026-03-06 21:14:31.739077,1
2026-03-06 21:14:31.846926,1
2026-03-06 21:14:31.847113,1
2026-03-06 21:14:31.847325,1
2026-03-06 21:14:31.847416,1
2026-03-06 21:14:31.847509,1
2026-03-06 21:14:31.847735,1
2026-03-06 21:14:31.847934,1
2026-03-06 21:14:31.955644,1
2026-03-06 21:14:31.955764,1
2026-03-06 21:14:31.955959,1
2026-03-06 21:14:31.956023,1
