time,ACT.GSE_Med_Press_Control.timestamp_ns
2026-03-06 21:14:31.369815,1772831671369626903
2026-03-06 21:14:31.416318,1772831671416087507
2026-03-06 21:14:31.416339,1772831671416087507
2026-03-06 21:14:31.471574,1772831671471442356
2026-03-06 21:14:31.471588,1772831671471442356
2026-03-06 21:14:31.518319,1772831671518178898
2026-03-06 21:14:31.51833,1772831671518178898
2026-03-06 21:14:31.573782,1772831671573431736
2026-03-06 21:14:31.573825,1772831671573431736
2026-03-06 21:14:31.620412,1772831671620176699
2026-03-06 21:14:31.620435,1772831671620176699
2026-03-06 21:14:31.675594,1772831671675293318
2026-03-06 21:14:31.675621,1772831671675293318
2026-03-06 21:14:31.722688,1772831671722415997
2026-03-06 21:14:31.722714,1772831671722415997
2026-03-06 21:14:31.777784,1772831671777530816
2026-03-06 21:14:31.777807,1772831671777530816
2026-03-06 21:14:31.824808,1772831671824448656
2026-03-06 21:14:31.824832,1772831671824448656
2026-03-06 21:14:31.879761,1772831671879499973
2026-03-06 21:14:31.879791,1772831671879499973
2026-03-06 21:14:31.9263,1772831671926042029
2026-03-06 21:14:31.926324,1772831671926042029
2026-03-06 21:14:31.981691,1772831671981601325
2026-03-06 21:14:31.981703,1772831671981601325
2026-03-06 21:14:32.028273,1772831672028005196
2026-03-06 21:14:32.028284,1772831672028005196
2026-03-06 21:14:32.083782,1772831672083572818
2026-03-06 21:14:32.083799,1772831672083572818
2026-03-06 21:14:32.130634,1772831672130296038
2026-03-06 21:14:32.130649,1772831672130296038
2026-03-06 21:14:32.185754,1772831672185555062
2026-03-06 21:14:32.185767,1772831672185555062
2026-03-06 21:14:32.232381,1772831672232151950
2026-03-06 21:14:32.232398,1772831672232151950
2026-03-06 21:14:32.287364,1772831672287179355
2026-03-06 21:14:32.287386,1772831672287179355
2026-03-06 21:14:32.334755,1772831672334413844
2026-03-06 21:14:32.334786,1772831672334413844
2026-03-06 21:14:32.389588,1772831672389455311
2026-03-06 21:14:32.389603,1772831672389455311
2026-03-06 21:14:32.436135,1772831672435969956
2026-03-06 21:14:32.436148,1772831672435969956
2026-03-06 21:14:32.491775,1772831672491488901
2026-03-06 21:14:32.491808,1772831672491488901
2026-03-06 21:14:32.538248,1772831672537988434
2026-03-06 21:14:32.53827,1772831672537988434
2026-03-06 21:14:32.593752,1772831672593417566
2026-03-06 21:14:32.593771,1772831672593417566
2026-03-06 21:14:32.640487,1772831672640316508
2026-03-06 21:14:32.640501,1772831672640316508
2026-03-06 21:14:32.695571,1772831672695285287
2026-03-06 21:14:32.695586,1772831672695285287
2026-03-06 21:14:32.742844,1772831672742532279
2026-03-06 21:14:32.742867,1772831672742532279
2026-03-06 21:14:32.797921,1772831672797612959
2026-03-06 21:14:32.797951,1772831672797612959
2026-03-06 21:14:32.844568,1772831672844323986
2026-03-06 21:14:32.844586,1772831672844323986
2026-03-06 21:14:32.899674,1772831672899369128
2026-03-06 21:14:32.899703,1772831672899369128
2026-03-06 21:14:32.946386,1772831672946215450
2026-03-06 21:14:32.946404,1772831672946215450
2026-03-06 21:14:33.001994,1772831673001646949
2026-03-06 21:14:33.002019,1772831673001646949
2026-03-06 21:14:33.048816,1772831673048475149
2026-03-06 21:14:33.048841,1772831673048475149
2026-03-06 21:14:33.103969,1772831673103748349
2026-03-06 21:14:33.103985,1772831673103748349
2026-03-06 21:14:33.150621,1772831673150467624
2026-03-06 21:14:33.150637,1772831673150467624
2026-03-06 21:14:33.205429,1772831673205244247
2026-03-06 21:14:33.205452,1772831673205244247
2026-03-06 21:14:33.252572,1772831673252266206
2026-03-06 21:14:33.252601,1772831673252266206
2026-03-06 21:14:33.307608,1772831673307405756
2026-03-06 21:14:33.307633,1772831673307405756
2026-03-06 21:14:33.354745,1772831673354490175
2026-03-06 21:14:33.354782,1772831673354490175
2026-03-06 21:14:33.41033,1772831673409884766
2026-03-06 21:14:33.410382,1772831673409884766
2026-03-06 21:14:33.456332,1772831673456177250
2026-03-06 21:14:33.456347,1772831673456177250
2026-03-06 21:14:33.511351,1772831673511273210
2026-03-06 21:14:33.511365,1772831673511273210
2026-03-06 21:14:33.55841,1772831673558180645
2026-03-06 21:14:33.558436,1772831673558180645
2026-03-06 21:14:33.613442,1772831673613268691
2026-03-06 21:14:33.61346,1772831673613268691
2026-03-06 21:14:33.660648,1772831673660438453
2026-03-06 21:14:33.660671,1772831673660438453
2026-03-06 21:14:33.715677,1772831673715361676
2026-03-06 21:14:33.715704,1772831673715361676
2026-03-06 21:14:33.762346,1772831673762061113
2026-03-06 21:14:33.762371,1772831673762061113
2026-03-06 21:14:33.817645,1772831673817429500
2026-03-06 21:14:33.817676,1772831673817429500
2026-03-06 21:14:33.864769,1772831673864506434
2026-03-06 21:14:33.864786,1772831673864506434
2026-03-06 21:14:33.919859,1772831673919636276
2026-03-06 21:14:33.919886,1772831673919636276
2026-03-06 21:14:33.966449,1772831673966121358
2026-03-06 21:14:33.966473,1772831673966121358
2026-03-06 21:14:34.021687,1772831674021440307
2026-03-06 21:14:34.021706,1772831674021440307
2026-03-06 21:14:34.068421,1772831674068230291
2026-03-06 21:14:34.068442,1772831674068230291
2026-03-06 21:14:34.123883,1772831674123650286
2026-03-06 21:14:34.123913,1772831674123650286
2026-03-06 21:14:34.17092,1772831674170558602
2026-03-06 21:14:34.170952,1772831674170558602
2026-03-06 21:14:34.226031,1772831674225711227
2026-03-06 21:14:34.226063,1772831674225711227
2026-03-06 21:14:34.272316,1772831674272157061
2026-03-06 21:14:34.272332,1772831674272157061
2026-03-06 21:14:34.327643,1772831674327456650
2026-03-06 21:14:34.327665,1772831674327456650
2026-03-06 21:14:34.37428,1772831674373973478
2026-03-06 21:14:34.374305,1772831674373973478
2026-03-06 21:14:34.430032,1772831674429688427
2026-03-06 21:14:34.430062,1772831674429688427
2026-03-06 21:14:34.476865,1772831674476266935
2026-03-06 21:14:34.476879,1772831674476266935
2026-03-06 21:14:34.531749,1772831674531458526
2026-03-06 21:14:34.531776,1772831674531458526
2026-03-06 21:14:34.578257,1772831674578015381
2026-03-06 21:14:34.578284,1772831674578015381
2026-03-06 21:14:34.633774,1772831674633406344
2026-03-06 21:14:34.633803,1772831674633406344
2026-03-06 21:14:34.680184,1772831674680005841
2026-03-06 21:14:34.680199,1772831674680005841
2026-03-06 21:14:34.735769,1772831674735586393
2026-03-06 21:14:34.735788,1772831674735586393
2026-03-06 21:14:34.782519,1772831674782344383
2026-03-06 21:14:34.782537,1772831674782344383
2026-03-06 21:14:34.83751,1772831674837348834
2026-03-06 21:14:34.837518,1772831674837348834
2026-03-06 21:14:34.884525,1772831674884305019
2026-03-06 21:14:34.88455,1772831674884305019
2026-03-06 21:14:34.939605,1772831674939351394
2026-03-06 21:14:34.939618,1772831674939351394
2026-03-06 21:14:34.98626,1772831674986120255
2026-03-06 21:14:34.98627,1772831674986120255
2026-03-06 21:14:35.041876,1772831675041639226
2026-03-06 21:14:35.041891,1772831675041639226
2026-03-06 21:14:35.088724,1772831675088427424
2026-03-06 21:14:35.088749,1772831675088427424
2026-03-06 21:14:35.143451,1772831675143262774
2026-03-06 21:14:35.143477,1772831675143262774
2026-03-06 21:14:35.190823,1772831675190559725
2026-03-06 21:14:35.190852,1772831675190559725
2026-03-06 21:14:35.246015,1772831675245764830
2026-03-06 21:14:35.246037,1772831675245764830
