time,ACT.Fuel_Fill_Vent.status
2026-03-06 21:16:53.605843,0
2026-03-06 21:16:53.663365,0
2026-03-06 21:16:53.707466,0
2026-03-06 21:16:53.765388,0
2026-03-06 21:16:53.809653,0
2026-03-06 21:16:53.86758,0
2026-03-06 21:16:53.911574,0
2026-03-06 21:16:53.969367,0
2026-03-06 21:16:54.013427,0
2026-03-06 21:16:54.07135,0
2026-03-06 21:16:54.115706,0
2026-03-06 21:16:54.173823,0
2026-03-06 21:16:54.217683,0
2026-03-06 21:16:54.275618,0
2026-03-06 21:16:54.319213,0
2026-03-06 21:16:54.377416,0
2026-03-06 21:16:54.421329,0
2026-03-06 21:16:54.479311,0
2026-03-06 21:16:54.523592,0
2026-03-06 21:16:54.581482,0
2026-03-06 21:16:54.62565,0
2026-03-06 21:16:54.683226,0
2026-03-06 21:16:54.727867,0
2026-03-06 21:16:54.78566,0
2026-03-06 21:16:54.82952,0
2026-03-06 21:16:54.887722,0
2026-03-06 21:16:54.931375,0
2026-03-06 21:16:54.989418,0
2026-03-06 21:16:55.033709,0
2026-03-06 21:16:55.091691,0
2026-03-06 21:16:55.135749,0
2026-03-06 21:16:55.193374,0
2026-03-06 21:16:55.237334,0
2026-03-06 21:16:55.29541,0
2026-03-06 21:16:55.339656,0
2026-03-06 21:16:55.39794,0
2026-03-06 21:16:55.441478,0
2026-03-06 21:16:55.499601,0
2026-03-06 21:16:55.543607,0
2026-03-06 21:16:55.601167,0
2026-03-06 21:16:55.645458,0
2026-03-06 21:16:55.703593,0
2026-03-06 21:16:55.747308,0
2026-03-06 21:16:55.805475,0
2026-03-06 21:16:55.849505,0
2026-03-06 21:16:55.907179,0
2026-03-06 21:16:55.9527,0
2026-03-06 21:16:56.009368,0
2026-03-06 21:16:56.053751,0
2026-03-06 21:16:56.111567,0
2026-03-06 21:16:56.155425,0
2026-03-06 21:16:56.21382,0
2026-03-06 21:16:56.257458,0
2026-03-06 21:16:56.315516,0
2026-03-06 21:16:56.359439,0
2026-03-06 21:16:56.417316,0
2026-03-06 21:16:56.461848,0
2026-03-06 21:16:56.519392,0
2026-03-06 21:16:56.563414,0
2026-03-06 21:16:56.621729,0
2026-03-06 21:16:56.665494,0
2026-03-06 21:16:56.723234,0
2026-03-06 21:16:56.76769,0
2026-03-06 21:16:56.825314,0
2026-03-06 21:16:56.870441,0
2026-03-06 21:16:56.927438,0
2026-03-06 21:16:56.971432,0
2026-03-06 21:16:57.029684,0
2026-03-06 21:16:57.073241,0
2026-03-06 21:16:57.131916,0
2026-03-06 21:16:57.175703,0
2026-03-06 21:16:57.233223,0
2026-03-06 21:16:57.27738,0
2026-03-06 21:16:57.33544,0
2026-03-06 21:16:57.379852,0
2026-03-06 21:16:57.437528,0
2026-03-06 21:16:57.481473,0
2026-03-06 21:16:57.539373,0
2026-03-06 21:16:57.583556,0
2026-03-06 21:16:57.641762,0
2026-03-06 21:16:57.685733,0
2026-03-06 21:16:57.743494,0
2026-03-06 21:16:57.787747,0
2026-03-06 21:16:57.845665,0
2026-03-06 21:16:57.889335,0
2026-03-06 21:16:57.947712,0
2026-03-06 21:16:57.991315,0
2026-03-06 21:16:58.049476,0
2026-03-06 21:16:58.093804,0
2026-03-06 21:16:58.1513,0
2026-03-06 21:16:58.195459,0
2026-03-06 21:16:58.253623,0
2026-03-06 21:16:58.2973,0
2026-03-06 21:16:58.355396,0
2026-03-06 21:16:58.399659,0
2026-03-06 21:16:58.457534,0
2026-03-06 21:16:58.501886,0
2026-03-06 21:16:58.559551,0
2026-03-06 21:16:58.603378,0
2026-03-06 21:16:58.661644,0
2026-03-06 21:16:58.705765,0
2026-03-06 21:16:58.763373,0
2026-03-06 21:16:58.807184,0
2026-03-06 21:16:58.865465,0
2026-03-06 21:16:58.909678,0
2026-03-06 21:16:58.967293,0
2026-03-06 21:16:59.011311,0
2026-03-06 21:16:59.069624,0
2026-03-06 21:16:59.113532,0
2026-03-06 21:16:59.171601,0
2026-03-06 21:16:59.21546,0
2026-03-06 21:16:59.273378,0
2026-03-06 21:16:59.31763,0
2026-03-06 21:16:59.375354,0
2026-03-06 21:16:59.419521,0
2026-03-06 21:16:59.477729,0
2026-03-06 21:16:59.521544,0
2026-03-06 21:16:59.579637,0
2026-03-06 21:16:59.623935,0
2026-03-06 21:16:59.681713,0
2026-03-06 21:16:59.725554,0
2026-03-06 21:16:59.783297,0
2026-03-06 21:16:59.827487,0
2026-03-06 21:16:59.885257,0
2026-03-06 21:16:59.929535,0
2026-03-06 21:16:59.98749,0
2026-03-06 21:17:00.031746,0
2026-03-06 21:17:00.089471,0
2026-03-06 21:17:00.13339,0
2026-03-06 21:17:00.191485,0
2026-03-06 21:17:00.235588,0
2026-03-06 21:17:00.2932,0
2026-03-06 21:17:00.337317,0
2026-03-06 21:17:00.395356,0
2026-03-06 21:17:00.439453,0
2026-03-06 21:17:00.497679,0
2026-03-06 21:17:00.541399,0
2026-03-06 21:17:00.599441,0
2026-03-06 21:17:00.643423,0
2026-03-06 21:17:00.701601,0
2026-03-06 21:17:00.745609,0
2026-03-06 21:17:00.803198,0
2026-03-06 21:17:00.847639,0
2026-03-06 21:17:00.905411,0
2026-03-06 21:17:00.9496,0
2026-03-06 21:17:01.007569,0
2026-03-06 21:17:01.051561,0
2026-03-06 21:17:01.110338,0
2026-03-06 21:17:01.153435,0
2026-03-06 21:17:01.211272,0
2026-03-06 21:17:01.255641,0
2026-03-06 21:17:01.313299,0
2026-03-06 21:17:01.357343,0
2026-03-06 21:17:01.415253,0
2026-03-06 21:17:01.45942,0
2026-03-06 21:17:01.517168,0
2026-03-06 21:17:01.561246,0
2026-03-06 21:17:01.619551,0
2026-03-06 21:17:01.663476,0
2026-03-06 21:17:01.721196,0
2026-03-06 21:17:01.765346,0
2026-03-06 21:17:01.823441,0
2026-03-06 21:17:01.867796,0
2026-03-06 21:17:01.925732,0
2026-03-06 21:17:01.96977,0
2026-03-06 21:17:02.027631,0
2026-03-06 21:17:02.071796,0
2026-03-06 21:17:02.129344,0
2026-03-06 21:17:02.173706,0
2026-03-06 21:17:02.231317,0
2026-03-06 21:17:02.275581,0
2026-03-06 21:17:02.333261,0
2026-03-06 21:17:02.377651,0
2026-03-06 21:17:02.435733,0
2026-03-06 21:17:02.479412,0
2026-03-06 21:17:02.537364,0
2026-03-06 21:17:02.581563,0
2026-03-06 21:17:02.639597,0
2026-03-06 21:17:02.683728,0
2026-03-06 21:17:02.741214,0
2026-03-06 21:17:02.785794,0
2026-03-06 21:17:02.843236,0
2026-03-06 21:17:02.887543,0
2026-03-06 21:17:02.94523,0
2026-03-06 21:17:02.98951,0
2026-03-06 21:17:03.047299,0
2026-03-06 21:17:03.091702,0
2026-03-06 21:17:03.149696,0
2026-03-06 21:17:03.193806,0
2026-03-06 21:17:03.251253,0
2026-03-06 21:17:03.295722,0
2026-03-06 21:17:03.353811,0
2026-03-06 21:17:03.397444,0
2026-03-06 21:17:03.455598,0
2026-03-06 21:17:03.49975,0
2026-03-06 21:17:03.557534,0
2026-03-06 21:17:03.601273,0
2026-03-06 21:17:03.65975,0
2026-03-06 21:17:03.7032,0
2026-03-06 21:17:03.76167,0
2026-03-06 21:17:03.805741,0
2026-03-06 21:17:03.86376,0
2026-03-06 21:17:03.907765,0
2026-03-06 21:17:03.965747,0
2026-03-06 21:17:04.009436,0
2026-03-06 21:17:04.067693,0
2026-03-06 21:17:04.111354,0
2026-03-06 21:17:04.169407,0
2026-03-06 21:17:04.213433,0
2026-03-06 21:17:04.271486,0
2026-03-06 21:17:04.315603,0
2026-03-06 21:17:04.373299,0
2026-03-06 21:17:04.417606,0
2026-03-06 21:17:04.475649,0
2026-03-06 21:17:04.51954,0
2026-03-06 21:17:04.577606,0
2026-03-06 21:17:04.621503,0
2026-03-06 21:17:04.679342,0
2026-03-06 21:17:04.723214,0
2026-03-06 21:17:04.781312,0
2026-03-06 21:17:04.825373,0
2026-03-06 21:17:04.88345,0
2026-03-06 21:17:04.92749,0
2026-03-06 21:17:04.985518,0
2026-03-06 21:17:05.029837,0
2026-03-06 21:17:05.087426,0
2026-03-06 21:17:05.131448,0
2026-03-06 21:17:05.18973,0
2026-03-06 21:17:05.233542,0
2026-03-06 21:17:05.291781,0
2026-03-06 21:17:05.335451,0
2026-03-06 21:17:05.393731,0
2026-03-06 21:17:05.438425,0
2026-03-06 21:17:05.495375,0
2026-03-06 21:17:05.53955,0
2026-03-06 21:17:05.597367,0
2026-03-06 21:17:05.641497,0
2026-03-06 21:17:05.6997,0
2026-03-06 21:17:05.74328,0
2026-03-06 21:17:05.801498,0
2026-03-06 21:17:05.845522,0
2026-03-06 21:17:05.903432,0
2026-03-06 21:17:05.947682,0
