time,ACT.Fuel_Fill_Press.timestamp_ns
2026-03-06 21:14:24.786672,1772831664786233981
2026-03-06 21:14:24.786692,1772831664786233981
2026-03-06 21:14:24.841464,1772831664841073047
2026-03-06 21:14:24.841479,1772831664841073047
2026-03-06 21:14:24.888617,1772831664888227846
2026-03-06 21:14:24.888638,1772831664888227846
2026-03-06 21:14:24.943824,1772831664943440141
2026-03-06 21:14:24.943848,1772831664943440141
2026-03-06 21:14:24.99083,1772831664989994879
2026-03-06 21:14:24.990867,1772831664989994879
2026-03-06 21:14:25.046098,1772831665045612452
2026-03-06 21:14:25.04612,1772831665045612452
2026-03-06 21:14:25.092764,1772831665092338376
2026-03-06 21:14:25.092787,1772831665092338376
2026-03-06 21:14:25.14759,1772831665147144911
2026-03-06 21:14:25.147615,1772831665147144911
2026-03-06 21:14:25.194776,1772831665194216571
2026-03-06 21:14:25.194808,1772831665194216571
2026-03-06 21:14:25.249664,1772831665249460663
2026-03-06 21:14:25.249675,1772831665249460663
2026-03-06 21:14:25.296733,1772831665296083141
2026-03-06 21:14:25.296771,1772831665296083141
2026-03-06 21:14:25.351668,1772831665351249463
2026-03-06 21:14:25.351691,1772831665351249463
2026-03-06 21:14:25.399044,1772831665398442671
2026-03-06 21:14:25.399071,1772831665398442671
2026-03-06 21:14:25.453526,1772831665453191134
2026-03-06 21:14:25.453546,1772831665453191134
2026-03-06 21:14:25.500725,1772831665500107933
2026-03-06 21:14:25.500754,1772831665500107933
2026-03-06 21:14:25.555977,1772831665555509296
2026-03-06 21:14:25.555999,1772831665555509296
2026-03-06 21:14:25.602891,1772831665602328404
2026-03-06 21:14:25.602915,1772831665602328404
2026-03-06 21:14:25.658004,1772831665657542730
2026-03-06 21:14:25.658025,1772831665657542730
2026-03-06 21:14:25.704742,1772831665704053424
2026-03-06 21:14:25.704773,1772831665704053424
2026-03-06 21:14:25.759555,1772831665759246091
2026-03-06 21:14:25.759572,1772831665759246091
2026-03-06 21:14:25.806642,1772831665806125945
2026-03-06 21:14:25.806665,1772831665806125945
2026-03-06 21:14:25.861563,1772831665861196262
2026-03-06 21:14:25.861582,1772831665861196262
2026-03-06 21:14:25.908594,1772831665908042015
2026-03-06 21:14:25.908621,1772831665908042015
2026-03-06 21:14:25.963539,1772831665963207663
2026-03-06 21:14:25.963558,1772831665963207663
2026-03-06 21:14:26.01033,1772831666009955000
2026-03-06 21:14:26.010348,1772831666009955000
2026-03-06 21:14:26.065961,1772831666065583996
2026-03-06 21:14:26.06598,1772831666065583996
2026-03-06 21:14:26.112911,1772831666112469493
2026-03-06 21:14:26.112932,1772831666112469493
2026-03-06 21:14:26.167729,1772831666167249619
2026-03-06 21:14:26.167756,1772831666167249619
2026-03-06 21:14:26.214529,1772831666214051564
2026-03-06 21:14:26.21455,1772831666214051564
2026-03-06 21:14:26.26997,1772831666269364331
2026-03-06 21:14:26.269996,1772831666269364331
2026-03-06 21:14:26.316848,1772831666316343942
2026-03-06 21:14:26.316871,1772831666316343942
2026-03-06 21:14:26.372194,1772831666371628723
2026-03-06 21:14:26.372221,1772831666371628723
2026-03-06 21:14:26.41888,1772831666418377074
2026-03-06 21:14:26.41891,1772831666418377074
2026-03-06 21:14:26.473553,1772831666473174643
2026-03-06 21:14:26.473576,1772831666473174643
2026-03-06 21:14:26.520389,1772831666519967318
2026-03-06 21:14:26.520407,1772831666519967318
2026-03-06 21:14:26.576074,1772831666575492744
2026-03-06 21:14:26.576103,1772831666575492744
2026-03-06 21:14:26.622875,1772831666622399174
2026-03-06 21:14:26.622898,1772831666622399174
2026-03-06 21:14:26.677441,1772831666677095429
2026-03-06 21:14:26.677459,1772831666677095429
2026-03-06 21:14:26.72493,1772831666724275031
2026-03-06 21:14:26.724963,1772831666724275031
2026-03-06 21:14:26.78004,1772831666779594958
2026-03-06 21:14:26.78006,1772831666779594958
2026-03-06 21:14:26.826856,1772831666826341079
2026-03-06 21:14:26.826882,1772831666826341079
2026-03-06 21:14:26.881617,1772831666881205688
2026-03-06 21:14:26.881641,1772831666881205688
2026-03-06 21:14:26.928599,1772831666927986737
2026-03-06 21:14:26.928626,1772831666927986737
2026-03-06 21:14:26.984053,1772831666983413554
2026-03-06 21:14:26.984082,1772831666983413554
2026-03-06 21:14:27.031133,1772831667030495636
2026-03-06 21:14:27.031174,1772831667030495636
2026-03-06 21:14:27.085916,1772831667085343064
2026-03-06 21:14:27.085947,1772831667085343064
