time,PT_Cal.GN2_Regulated.cal_status
2026-03-06 21:19:43.156095,1
2026-03-06 21:19:43.156139,1
2026-03-06 21:19:43.156245,1
2026-03-06 21:19:43.156324,1
2026-03-06 21:19:43.156404,1
2026-03-06 21:19:43.156491,1
2026-03-06 21:19:43.156572,1
2026-03-06 21:19:43.156651,1
2026-03-06 21:19:43.156735,1
2026-03-06 21:19:43.157076,0
2026-03-06 21:19:43.264806,1
2026-03-06 21:19:43.264878,1
2026-03-06 21:19:43.26495,1
2026-03-06 21:19:43.265027,1
2026-03-06 21:19:43.2651,1
2026-03-06 21:19:43.265182,1
2026-03-06 21:19:43.265636,0
2026-03-06 21:19:43.373605,1
2026-03-06 21:19:43.373655,0
2026-03-06 21:19:43.373667,1
2026-03-06 21:19:43.373741,1
2026-03-06 21:19:43.373821,1
2026-03-06 21:19:43.373914,1
2026-03-06 21:19:43.374075,1
2026-03-06 21:19:43.37428,1
2026-03-06 21:19:43.374381,1
2026-03-06 21:19:43.374478,1
2026-03-06 21:19:43.482535,1
2026-03-06 21:19:43.482568,1
2026-03-06 21:19:43.48262,1
2026-03-06 21:19:43.482692,1
2026-03-06 21:19:43.482814,1
2026-03-06 21:19:43.482929,1
2026-03-06 21:19:43.483344,0
2026-03-06 21:19:43.591605,1
2026-03-06 21:19:43.591644,1
2026-03-06 21:19:43.591681,1
2026-03-06 21:19:43.591703,1
2026-03-06 21:19:43.59178,1
2026-03-06 21:19:43.59183,1
2026-03-06 21:19:43.591881,1
2026-03-06 21:19:43.59198,0
2026-03-06 21:19:43.700405,1
2026-03-06 21:19:43.700497,1
2026-03-06 21:19:43.70058,1
2026-03-06 21:19:43.700644,1
2026-03-06 21:19:43.700716,1
2026-03-06 21:19:43.700864,0
2026-03-06 21:19:43.809822,1
2026-03-06 21:19:43.809885,1
2026-03-06 21:19:43.809927,1
2026-03-06 21:19:43.809981,1
2026-03-06 21:19:43.810109,1
2026-03-06 21:19:43.810274,1
2026-03-06 21:19:43.810534,0
2026-03-06 21:19:43.918696,1
2026-03-06 21:19:43.918751,1
2026-03-06 21:19:43.918779,1
2026-03-06 21:19:43.919052,0
2026-03-06 21:19:44.027563,1
2026-03-06 21:19:44.027606,1
2026-03-06 21:19:44.027644,1
2026-03-06 21:19:44.027719,1
2026-03-06 21:19:44.027783,1
2026-03-06 21:19:44.028217,0
2026-03-06 21:19:44.136782,1
2026-03-06 21:19:44.136843,1
2026-03-06 21:19:44.136876,1
2026-03-06 21:19:44.136964,1
2026-03-06 21:19:44.137072,1
2026-03-06 21:19:44.13722,1
2026-03-06 21:19:44.137239,0
2026-03-06 21:19:44.24593,1
2026-03-06 21:19:44.246118,1
2026-03-06 21:19:44.24627,1
2026-03-06 21:19:44.246342,1
2026-03-06 21:19:44.246357,0
2026-03-06 21:19:44.354335,1
2026-03-06 21:19:44.354373,1
2026-03-06 21:19:44.354472,1
2026-03-06 21:19:44.354539,1
2026-03-06 21:19:44.354607,1
2026-03-06 21:19:44.354681,1
2026-03-06 21:19:44.354742,0
2026-03-06 21:19:44.354772,1
2026-03-06 21:19:44.354845,1
2026-03-06 21:19:44.354918,1
2026-03-06 21:19:44.463935,1
2026-03-06 21:19:44.463994,1
2026-03-06 21:19:44.464038,1
2026-03-06 21:19:44.464183,0
2026-03-06 21:19:44.464245,1
2026-03-06 21:19:44.464542,1
2026-03-06 21:19:44.464618,1
2026-03-06 21:19:44.464683,1
2026-03-06 21:19:44.464909,1
2026-03-06 21:19:44.464994,1
2026-03-06 21:19:44.572965,1
2026-03-06 21:19:44.573022,1
2026-03-06 21:19:44.573347,0
2026-03-06 21:19:44.681567,1
2026-03-06 21:19:44.68164,1
2026-03-06 21:19:44.681739,1
2026-03-06 21:19:44.681837,1
2026-03-06 21:19:44.681927,1
2026-03-06 21:19:44.68195,0
2026-03-06 21:19:44.682021,1
2026-03-06 21:19:44.682128,1
2026-03-06 21:19:44.790445,1
2026-03-06 21:19:44.790711,1
2026-03-06 21:19:44.790793,1
2026-03-06 21:19:44.790873,1
2026-03-06 21:19:44.790926,0
2026-03-06 21:19:44.791229,1
2026-03-06 21:19:44.791319,1
2026-03-06 21:19:44.89972,1
2026-03-06 21:19:44.899784,1
2026-03-06 21:19:44.899835,1
2026-03-06 21:19:44.899887,1
2026-03-06 21:19:44.900784,0
2026-03-06 21:19:45.008308,1
2026-03-06 21:19:45.008367,1
2026-03-06 21:19:45.008417,1
2026-03-06 21:19:45.008479,1
2026-03-06 21:19:45.008877,0
2026-03-06 21:19:45.117863,1
2026-03-06 21:19:45.118003,1
2026-03-06 21:19:45.118138,1
2026-03-06 21:19:45.118279,1
2026-03-06 21:19:45.11835,0
2026-03-06 21:19:45.118412,1
2026-03-06 21:19:45.118542,1
2026-03-06 21:19:45.226678,1
2026-03-06 21:19:45.226798,1
2026-03-06 21:19:45.226905,1
2026-03-06 21:19:45.227486,0
2026-03-06 21:19:45.335579,1
2026-03-06 21:19:45.335656,1
2026-03-06 21:19:45.335736,1
2026-03-06 21:19:45.33582,1
2026-03-06 21:19:45.335897,1
2026-03-06 21:19:45.335934,0
2026-03-06 21:19:45.33598,1
2026-03-06 21:19:45.336063,1
2026-03-06 21:19:45.444757,1
2026-03-06 21:19:45.444793,1
2026-03-06 21:19:45.444822,1
2026-03-06 21:19:45.44489,1
2026-03-06 21:19:45.444964,0
2026-03-06 21:19:45.444964,1
2026-03-06 21:19:45.44503,1
2026-03-06 21:19:45.445101,1
2026-03-06 21:19:45.445175,1
2026-03-06 21:19:45.445273,1
2026-03-06 21:19:45.553198,1
2026-03-06 21:19:45.553257,1
2026-03-06 21:19:45.553344,1
2026-03-06 21:19:45.553421,1
2026-03-06 21:19:45.5535,1
2026-03-06 21:19:45.553594,1
2026-03-06 21:19:45.553646,0
2026-03-06 21:19:45.662858,1
2026-03-06 21:19:45.662907,1
2026-03-06 21:19:45.663198,1
2026-03-06 21:19:45.663271,1
2026-03-06 21:19:45.663362,1
2026-03-06 21:19:45.663414,0
2026-03-06 21:19:45.663563,1
2026-03-06 21:19:45.66367,1
2026-03-06 21:19:45.663837,1
2026-03-06 21:19:45.663944,1
2026-03-06 21:19:45.77181,1
2026-03-06 21:19:45.772032,1
2026-03-06 21:19:45.772257,0
2026-03-06 21:19:45.772267,1
2026-03-06 21:19:45.7725,1
2026-03-06 21:19:45.880734,1
2026-03-06 21:19:45.880961,1
2026-03-06 21:19:45.881081,1
2026-03-06 21:19:45.881438,0
2026-03-06 21:19:45.881463,1
2026-03-06 21:19:45.881573,1
2026-03-06 21:19:45.881862,1
2026-03-06 21:19:45.989537,1
2026-03-06 21:19:45.989578,1
2026-03-06 21:19:45.989647,1
2026-03-06 21:19:45.989717,1
2026-03-06 21:19:45.989821,1
2026-03-06 21:19:45.98985,1
2026-03-06 21:19:45.99,0
2026-03-06 21:19:46.09843,1
2026-03-06 21:19:46.098744,0
2026-03-06 21:19:46.098761,1
2026-03-06 21:19:46.098969,1
2026-03-06 21:19:46.099137,1
2026-03-06 21:19:46.09933,1
2026-03-06 21:19:46.099522,1
2026-03-06 21:19:46.207926,1
2026-03-06 21:19:46.208178,1
2026-03-06 21:19:46.208444,1
2026-03-06 21:19:46.208627,1
2026-03-06 21:19:46.208807,1
2026-03-06 21:19:46.208829,0
2026-03-06 21:19:46.208964,1
2026-03-06 21:19:46.209114,1
2026-03-06 21:19:46.209312,1
2026-03-06 21:19:46.316466,1
2026-03-06 21:19:46.316522,1
2026-03-06 21:19:46.316821,1
2026-03-06 21:19:46.316893,1
2026-03-06 21:19:46.316972,0
2026-03-06 21:19:46.317255,1
2026-03-06 21:19:46.426007,1
2026-03-06 21:19:46.42607,1
2026-03-06 21:19:46.426129,1
2026-03-06 21:19:46.426229,1
2026-03-06 21:19:46.426303,1
2026-03-06 21:19:46.426377,1
2026-03-06 21:19:46.426465,1
2026-03-06 21:19:46.426944,0
2026-03-06 21:19:46.535302,1
2026-03-06 21:19:46.53543,1
2026-03-06 21:19:46.535588,1
2026-03-06 21:19:46.535765,1
2026-03-06 21:19:46.535942,1
2026-03-06 21:19:46.536047,0
2026-03-06 21:19:46.644138,1
2026-03-06 21:19:46.644231,1
2026-03-06 21:19:46.64439,1
2026-03-06 21:19:46.644655,1
2026-03-06 21:19:46.644772,1
2026-03-06 21:19:46.64501,1
2026-03-06 21:19:46.645043,0
2026-03-06 21:19:46.645109,1
2026-03-06 21:19:46.645367,1
2026-03-06 21:19:46.645499,1
2026-03-06 21:19:46.752689,1
2026-03-06 21:19:46.752754,1
2026-03-06 21:19:46.752824,1
2026-03-06 21:19:46.752899,1
2026-03-06 21:19:46.75306,0
2026-03-06 21:19:46.861724,1
2026-03-06 21:19:46.861819,1
2026-03-06 21:19:46.861873,1
2026-03-06 21:19:46.86191,1
2026-03-06 21:19:46.862,1
2026-03-06 21:19:46.862247,0
2026-03-06 21:19:46.970474,1
2026-03-06 21:19:46.970649,1
2026-03-06 21:19:46.970708,1
2026-03-06 21:19:46.970784,1
2026-03-06 21:19:46.970918,1
2026-03-06 21:19:46.971036,1
2026-03-06 21:19:46.971091,0
2026-03-06 21:19:47.079417,1
2026-03-06 21:19:47.079521,1
2026-03-06 21:19:47.079649,1
2026-03-06 21:19:47.079755,1
2026-03-06 21:19:47.079847,0
2026-03-06 21:19:47.188634,1
2026-03-06 21:19:47.188676,1
2026-03-06 21:19:47.188716,1
2026-03-06 21:19:47.188777,1
2026-03-06 21:19:47.188834,1
2026-03-06 21:19:47.188966,0
2026-03-06 21:19:47.297111,1
2026-03-06 21:19:47.297171,1
2026-03-06 21:19:47.297235,1
2026-03-06 21:19:47.297335,1
2026-03-06 21:19:47.297436,0
2026-03-06 21:19:47.297532,1
2026-03-06 21:19:47.406343,1
2026-03-06 21:19:47.406585,1
2026-03-06 21:19:47.406689,1
2026-03-06 21:19:47.406728,0
2026-03-06 21:19:47.406806,1
2026-03-06 21:19:47.407063,1
2026-03-06 21:19:47.515762,1
2026-03-06 21:19:47.515868,1
2026-03-06 21:19:47.515977,1
2026-03-06 21:19:47.516088,1
2026-03-06 21:19:47.516263,0
2026-03-06 21:19:47.624171,1
2026-03-06 21:19:47.624232,1
2026-03-06 21:19:47.624321,1
2026-03-06 21:19:47.62489,0
2026-03-06 21:19:47.733308,1
2026-03-06 21:19:47.733468,1
2026-03-06 21:19:47.733573,1
2026-03-06 21:19:47.733717,1
2026-03-06 21:19:47.733727,0
2026-03-06 21:19:47.733825,1
2026-03-06 21:19:47.842641,1
2026-03-06 21:19:47.842696,1
2026-03-06 21:19:47.84277,1
2026-03-06 21:19:47.842776,0
2026-03-06 21:19:47.842817,1
2026-03-06 21:19:47.951618,1
2026-03-06 21:19:47.951659,1
2026-03-06 21:19:47.951707,1
2026-03-06 21:19:47.951769,1
2026-03-06 21:19:47.951834,1
2026-03-06 21:19:47.951991,0
2026-03-06 21:19:48.061086,1
2026-03-06 21:19:48.061147,1
2026-03-06 21:19:48.061215,1
2026-03-06 21:19:48.061292,1
2026-03-06 21:19:48.061365,1
2026-03-06 21:19:48.061434,1
2026-03-06 21:19:48.061524,0
2026-03-06 21:19:48.169379,1
2026-03-06 21:19:48.169424,1
2026-03-06 21:19:48.169441,1
2026-03-06 21:19:48.16948,1
2026-03-06 21:19:48.169763,0
2026-03-06 21:19:48.278882,1
2026-03-06 21:19:48.278921,1
2026-03-06 21:19:48.278974,1
2026-03-06 21:19:48.279056,1
2026-03-06 21:19:48.279129,1
2026-03-06 21:19:48.279212,0
2026-03-06 21:19:48.387809,1
2026-03-06 21:19:48.38787,1
2026-03-06 21:19:48.387919,1
2026-03-06 21:19:48.387945,1
2026-03-06 21:19:48.388005,1
2026-03-06 21:19:48.388657,0
2026-03-06 21:19:48.49691,1
2026-03-06 21:19:48.497067,1
2026-03-06 21:19:48.497242,1
2026-03-06 21:19:48.49739,1
2026-03-06 21:19:48.497536,1
2026-03-06 21:19:48.497537,0
2026-03-06 21:19:48.60536,1
2026-03-06 21:19:48.60544,1
2026-03-06 21:19:48.605512,1
2026-03-06 21:19:48.605583,1
2026-03-06 21:19:48.605652,0
2026-03-06 21:19:48.714211,1
2026-03-06 21:19:48.714348,1
2026-03-06 21:19:48.714457,0
2026-03-06 21:19:48.714498,1
2026-03-06 21:19:48.823489,1
2026-03-06 21:19:48.823553,1
2026-03-06 21:19:48.823631,1
2026-03-06 21:19:48.823887,1
2026-03-06 21:19:48.823947,0
2026-03-06 21:19:48.932265,1
2026-03-06 21:19:48.932311,1
2026-03-06 21:19:48.932375,1
2026-03-06 21:19:48.932692,0
2026-03-06 21:19:49.041464,1
2026-03-06 21:19:49.041564,1
2026-03-06 21:19:49.041714,1
2026-03-06 21:19:49.041825,0
2026-03-06 21:19:49.150545,1
2026-03-06 21:19:49.150612,1
2026-03-06 21:19:49.150705,1
2026-03-06 21:19:49.150923,1
2026-03-06 21:19:49.151114,1
2026-03-06 21:19:49.151751,0
2026-03-06 21:19:49.259293,1
2026-03-06 21:19:49.259426,1
2026-03-06 21:19:49.259531,1
2026-03-06 21:19:49.259751,0
2026-03-06 21:19:49.36805,1
2026-03-06 21:19:49.368098,1
2026-03-06 21:19:49.36814,1
2026-03-06 21:19:49.368193,1
2026-03-06 21:19:49.36848,0
2026-03-06 21:19:49.477497,1
2026-03-06 21:19:49.47756,1
2026-03-06 21:19:49.477646,1
2026-03-06 21:19:49.477711,1
2026-03-06 21:19:49.478372,0
2026-03-06 21:19:49.586483,1
2026-03-06 21:19:49.586537,1
2026-03-06 21:19:49.586566,1
2026-03-06 21:19:49.586586,1
2026-03-06 21:19:49.586635,1
2026-03-06 21:19:49.587451,0
2026-03-06 21:19:49.695288,1
2026-03-06 21:19:49.69533,1
2026-03-06 21:19:49.695347,1
2026-03-06 21:19:49.695373,1
2026-03-06 21:19:49.695388,1
2026-03-06 21:19:49.695541,0
2026-03-06 21:19:49.804744,1
2026-03-06 21:19:49.804794,1
2026-03-06 21:19:49.80482,1
2026-03-06 21:19:49.804951,0
2026-03-06 21:19:49.913861,1
2026-03-06 21:19:49.914033,1
2026-03-06 21:19:49.914209,1
2026-03-06 21:19:49.914278,0
2026-03-06 21:19:49.914405,1
2026-03-06 21:19:49.914573,1
2026-03-06 21:19:50.022674,1
2026-03-06 21:19:50.022714,1
2026-03-06 21:19:50.02273,0
2026-03-06 21:19:50.022739,1
2026-03-06 21:19:50.022767,1
2026-03-06 21:19:50.131171,1
2026-03-06 21:19:50.1312,1
2026-03-06 21:19:50.131253,1
2026-03-06 21:19:50.131347,1
2026-03-06 21:19:50.131641,0
2026-03-06 21:19:50.240271,1
2026-03-06 21:19:50.240335,1
2026-03-06 21:19:50.240381,1
2026-03-06 21:19:50.240431,1
2026-03-06 21:19:50.240499,1
2026-03-06 21:19:50.240763,0
2026-03-06 21:19:50.349314,1
2026-03-06 21:19:50.349363,1
2026-03-06 21:19:50.349426,1
2026-03-06 21:19:50.3495,1
2026-03-06 21:19:50.349734,0
2026-03-06 21:19:50.458452,1
2026-03-06 21:19:50.4585,1
2026-03-06 21:19:50.458568,1
2026-03-06 21:19:50.45861,0
2026-03-06 21:19:50.45864,1
2026-03-06 21:19:50.567914,1
2026-03-06 21:19:50.56807,1
2026-03-06 21:19:50.568165,1
2026-03-06 21:19:50.568604,0
2026-03-06 21:19:50.676822,1
2026-03-06 21:19:50.676867,1
2026-03-06 21:19:50.676912,1
2026-03-06 21:19:50.676973,1
2026-03-06 21:19:50.67703,1
2026-03-06 21:19:50.677547,0
2026-03-06 21:19:50.785335,1
2026-03-06 21:19:50.785388,1
2026-03-06 21:19:50.785478,1
2026-03-06 21:19:50.785748,1
2026-03-06 21:19:50.785761,0
2026-03-06 21:19:50.894736,1
2026-03-06 21:19:50.894798,1
2026-03-06 21:19:50.895319,0
2026-03-06 21:19:51.003759,1
2026-03-06 21:19:51.003864,1
2026-03-06 21:19:51.003924,1
2026-03-06 21:19:51.004008,1
2026-03-06 21:19:51.004629,0
2026-03-06 21:19:51.112807,1
2026-03-06 21:19:51.112878,1
2026-03-06 21:19:51.112937,1
2026-03-06 21:19:51.112998,1
2026-03-06 21:19:51.113533,0
2026-03-06 21:19:51.221781,1
2026-03-06 21:19:51.221856,1
2026-03-06 21:19:51.221918,1
2026-03-06 21:19:51.22198,1
2026-03-06 21:19:51.222029,0
2026-03-06 21:19:51.222043,1
2026-03-06 21:19:51.330845,1
2026-03-06 21:19:51.330928,1
2026-03-06 21:19:51.330985,1
2026-03-06 21:19:51.331049,1
2026-03-06 21:19:51.331103,1
2026-03-06 21:19:51.331157,1
2026-03-06 21:19:51.331217,0
2026-03-06 21:19:51.331239,1
2026-03-06 21:19:51.331296,1
2026-03-06 21:19:51.331363,1
2026-03-06 21:19:51.439384,1
2026-03-06 21:19:51.439467,1
2026-03-06 21:19:51.439522,1
2026-03-06 21:19:51.439583,1
2026-03-06 21:19:51.439591,0
2026-03-06 21:19:51.439639,1
2026-03-06 21:19:51.439703,1
2026-03-06 21:19:51.439758,1
2026-03-06 21:19:51.439827,1
2026-03-06 21:19:51.548835,1
2026-03-06 21:19:51.548925,1
2026-03-06 21:19:51.548985,1
2026-03-06 21:19:51.549017,1
2026-03-06 21:19:51.549069,1
2026-03-06 21:19:51.549087,1
2026-03-06 21:19:51.54936,0
2026-03-06 21:19:51.657696,1
2026-03-06 21:19:51.65778,1
2026-03-06 21:19:51.657832,1
2026-03-06 21:19:51.657903,1
2026-03-06 21:19:51.657959,1
2026-03-06 21:19:51.658022,1
2026-03-06 21:19:51.65806,1
2026-03-06 21:19:51.658728,0
2026-03-06 21:19:51.766763,1
2026-03-06 21:19:51.766843,1
2026-03-06 21:19:51.766939,1
2026-03-06 21:19:51.767201,0
2026-03-06 21:19:51.767217,1
2026-03-06 21:19:51.767281,1
2026-03-06 21:19:51.767396,1
2026-03-06 21:19:51.767717,1
2026-03-06 21:19:51.875667,1
2026-03-06 21:19:51.875763,1
2026-03-06 21:19:51.875828,1
2026-03-06 21:19:51.875904,1
2026-03-06 21:19:51.875987,1
2026-03-06 21:19:51.876076,1
2026-03-06 21:19:51.876425,0
2026-03-06 21:19:51.98443,1
2026-03-06 21:19:51.984508,1
2026-03-06 21:19:51.984548,1
2026-03-06 21:19:51.984729,1
2026-03-06 21:19:51.985211,0
2026-03-06 21:19:51.985692,1
2026-03-06 21:19:52.093732,1
2026-03-06 21:19:52.093855,1
2026-03-06 21:19:52.093967,1
2026-03-06 21:19:52.094113,1
2026-03-06 21:19:52.094621,0
2026-03-06 21:19:52.202554,1
2026-03-06 21:19:52.202633,1
2026-03-06 21:19:52.202689,1
2026-03-06 21:19:52.202757,1
2026-03-06 21:19:52.202955,0
2026-03-06 21:19:52.311259,1
2026-03-06 21:19:52.31134,1
2026-03-06 21:19:52.31141,1
2026-03-06 21:19:52.311495,1
2026-03-06 21:19:52.311609,0
2026-03-06 21:19:52.42046,1
2026-03-06 21:19:52.420536,1
2026-03-06 21:19:52.420598,1
2026-03-06 21:19:52.420657,1
2026-03-06 21:19:52.420716,1
2026-03-06 21:19:52.420774,0
2026-03-06 21:19:52.529382,1
2026-03-06 21:19:52.529458,1
2026-03-06 21:19:52.529546,1
2026-03-06 21:19:52.529605,1
2026-03-06 21:19:52.529666,1
2026-03-06 21:19:52.529773,1
2026-03-06 21:19:52.529835,0
2026-03-06 21:19:52.638236,1
2026-03-06 21:19:52.638321,1
2026-03-06 21:19:52.638379,1
2026-03-06 21:19:52.638438,1
2026-03-06 21:19:52.638493,1
2026-03-06 21:19:52.638761,0
2026-03-06 21:19:52.747779,1
2026-03-06 21:19:52.747902,1
2026-03-06 21:19:52.74824,0
2026-03-06 21:19:52.856949,1
2026-03-06 21:19:52.857013,1
2026-03-06 21:19:52.857067,1
2026-03-06 21:19:52.85713,1
2026-03-06 21:19:52.857186,1
2026-03-06 21:19:52.857438,0
2026-03-06 21:19:52.965405,1
2026-03-06 21:19:52.965481,1
2026-03-06 21:19:52.96554,1
2026-03-06 21:19:52.965606,1
2026-03-06 21:19:52.965671,1
2026-03-06 21:19:52.965736,1
2026-03-06 21:19:52.965805,1
2026-03-06 21:19:52.966063,0
2026-03-06 21:19:53.075029,1
2026-03-06 21:19:53.0751,1
2026-03-06 21:19:53.075186,1
2026-03-06 21:19:53.075764,0
2026-03-06 21:19:53.18368,1
2026-03-06 21:19:53.183748,1
2026-03-06 21:19:53.183802,1
2026-03-06 21:19:53.183854,1
2026-03-06 21:19:53.184191,0
2026-03-06 21:19:53.293038,1
2026-03-06 21:19:53.293134,1
2026-03-06 21:19:53.293251,1
2026-03-06 21:19:53.293319,1
2026-03-06 21:19:53.293376,1
2026-03-06 21:19:53.293449,1
2026-03-06 21:19:53.293455,0
2026-03-06 21:19:53.293502,1
2026-03-06 21:19:53.293564,1
2026-03-06 21:19:53.293615,1
2026-03-06 21:19:53.401854,1
2026-03-06 21:19:53.401913,1
2026-03-06 21:19:53.401957,1
2026-03-06 21:19:53.40202,1
2026-03-06 21:19:53.40208,1
2026-03-06 21:19:53.402509,0
2026-03-06 21:19:53.510698,1
2026-03-06 21:19:53.510755,1
2026-03-06 21:19:53.510833,1
2026-03-06 21:19:53.510908,1
2026-03-06 21:19:53.510981,1
2026-03-06 21:19:53.511629,0
2026-03-06 21:19:53.619626,1
2026-03-06 21:19:53.61967,1
2026-03-06 21:19:53.619725,1
2026-03-06 21:19:53.619793,1
2026-03-06 21:19:53.61991,0
2026-03-06 21:19:53.729805,1
2026-03-06 21:19:53.730153,1
2026-03-06 21:19:53.730524,1
2026-03-06 21:19:53.732057,0
2026-03-06 21:19:53.837604,1
2026-03-06 21:19:53.837678,1
2026-03-06 21:19:53.837733,1
2026-03-06 21:19:53.83778,1
2026-03-06 21:19:53.837793,0
2026-03-06 21:19:53.946707,1
2026-03-06 21:19:53.946806,1
2026-03-06 21:19:53.946875,1
2026-03-06 21:19:53.94696,1
2026-03-06 21:19:53.94701,1
2026-03-06 21:19:53.94704,0
2026-03-06 21:19:54.05515,1
2026-03-06 21:19:54.055233,1
2026-03-06 21:19:54.055298,1
2026-03-06 21:19:54.055415,1
2026-03-06 21:19:54.055474,1
2026-03-06 21:19:54.055506,0
2026-03-06 21:19:54.164579,1
2026-03-06 21:19:54.16464,1
2026-03-06 21:19:54.164679,1
2026-03-06 21:19:54.16473,1
2026-03-06 21:19:54.164772,1
2026-03-06 21:19:54.165098,0
2026-03-06 21:19:54.27359,1
2026-03-06 21:19:54.273641,1
2026-03-06 21:19:54.273674,1
2026-03-06 21:19:54.273775,1
2026-03-06 21:19:54.27382,1
2026-03-06 21:19:54.274261,0
2026-03-06 21:19:54.382669,1
2026-03-06 21:19:54.382778,1
2026-03-06 21:19:54.382881,1
2026-03-06 21:19:54.382978,1
2026-03-06 21:19:54.383164,0
2026-03-06 21:19:54.491384,1
2026-03-06 21:19:54.491445,1
2026-03-06 21:19:54.491519,1
2026-03-06 21:19:54.49159,1
2026-03-06 21:19:54.491928,0
2026-03-06 21:19:54.601287,1
2026-03-06 21:19:54.601459,1
2026-03-06 21:19:54.601597,1
2026-03-06 21:19:54.601614,0
2026-03-06 21:19:54.601764,1
2026-03-06 21:19:54.601908,1
2026-03-06 21:19:54.602026,1
2026-03-06 21:19:54.602152,1
2026-03-06 21:19:54.709603,1
2026-03-06 21:19:54.70966,1
2026-03-06 21:19:54.709727,1
2026-03-06 21:19:54.709811,1
2026-03-06 21:19:54.71009,0
2026-03-06 21:19:54.818517,1
2026-03-06 21:19:54.818599,1
2026-03-06 21:19:54.818655,1
2026-03-06 21:19:54.818689,0
2026-03-06 21:19:54.818724,1
2026-03-06 21:19:54.818833,1
2026-03-06 21:19:54.81889,1
2026-03-06 21:19:54.928204,1
2026-03-06 21:19:54.92825,1
2026-03-06 21:19:54.928278,1
2026-03-06 21:19:54.928309,1
2026-03-06 21:19:54.929025,0
2026-03-06 21:19:55.036831,1
2026-03-06 21:19:55.03688,1
2026-03-06 21:19:55.03692,1
2026-03-06 21:19:55.036989,1
2026-03-06 21:19:55.037044,0
2026-03-06 21:19:55.037075,1
2026-03-06 21:19:55.145529,1
2026-03-06 21:19:55.145589,1
2026-03-06 21:19:55.145664,1
2026-03-06 21:19:55.145738,1
2026-03-06 21:19:55.146215,0
2026-03-06 21:19:55.254224,1
2026-03-06 21:19:55.254848,0
2026-03-06 21:19:55.363594,1
2026-03-06 21:19:55.363634,1
2026-03-06 21:19:55.363729,1
2026-03-06 21:19:55.363803,1
2026-03-06 21:19:55.363918,1
2026-03-06 21:19:55.364062,1
2026-03-06 21:19:55.364132,0
2026-03-06 21:19:55.472928,1
2026-03-06 21:19:55.472995,1
2026-03-06 21:19:55.473038,1
2026-03-06 21:19:55.473063,1
2026-03-06 21:19:55.473103,1
2026-03-06 21:19:55.473417,0
2026-03-06 21:19:55.58213,1
2026-03-06 21:19:55.582212,1
2026-03-06 21:19:55.582231,1
2026-03-06 21:19:55.582259,1
2026-03-06 21:19:55.582579,0
2026-03-06 21:19:55.690745,1
2026-03-06 21:19:55.690798,1
2026-03-06 21:19:55.690883,1
2026-03-06 21:19:55.690968,1
2026-03-06 21:19:55.691739,0
2026-03-06 21:19:55.799774,1
2026-03-06 21:19:55.799832,1
2026-03-06 21:19:55.799862,0
2026-03-06 21:19:55.799898,1
2026-03-06 21:19:55.799969,1
2026-03-06 21:19:55.800037,1
2026-03-06 21:19:55.908693,1
2026-03-06 21:19:55.908821,1
2026-03-06 21:19:55.908911,1
2026-03-06 21:19:55.909004,1
2026-03-06 21:19:55.90911,1
2026-03-06 21:19:55.909115,0
2026-03-06 21:19:55.909221,1
2026-03-06 21:19:56.017733,1
2026-03-06 21:19:56.017803,1
2026-03-06 21:19:56.017874,1
2026-03-06 21:19:56.017925,1
2026-03-06 21:19:56.017986,0
2026-03-06 21:19:56.017987,1
2026-03-06 21:19:56.018072,1
2026-03-06 21:19:56.01814,1
2026-03-06 21:19:56.018203,1
2026-03-06 21:19:56.126808,1
2026-03-06 21:19:56.126875,1
2026-03-06 21:19:56.126941,1
2026-03-06 21:19:56.127014,1
2026-03-06 21:19:56.127089,1
2026-03-06 21:19:56.12745,0
2026-03-06 21:19:56.235445,1
2026-03-06 21:19:56.235605,1
2026-03-06 21:19:56.235727,1
2026-03-06 21:19:56.235728,0
2026-03-06 21:19:56.235818,1
2026-03-06 21:19:56.34455,1
2026-03-06 21:19:56.344668,1
2026-03-06 21:19:56.344786,1
2026-03-06 21:19:56.344908,1
2026-03-06 21:19:56.345876,0
2026-03-06 21:19:56.453678,1
2026-03-06 21:19:56.453762,1
2026-03-06 21:19:56.453826,1
2026-03-06 21:19:56.453902,1
2026-03-06 21:19:56.454175,0
2026-03-06 21:19:56.562433,1
2026-03-06 21:19:56.562512,1
2026-03-06 21:19:56.5626,1
2026-03-06 21:19:56.56267,1
2026-03-06 21:19:56.56275,1
2026-03-06 21:19:56.562882,0
2026-03-06 21:19:56.671515,1
2026-03-06 21:19:56.671603,1
2026-03-06 21:19:56.671721,1
2026-03-06 21:19:56.67195,0
2026-03-06 21:19:56.781089,1
2026-03-06 21:19:56.78122,1
2026-03-06 21:19:56.781325,1
2026-03-06 21:19:56.781439,1
2026-03-06 21:19:56.781705,0
2026-03-06 21:19:56.889748,1
2026-03-06 21:19:56.889811,1
2026-03-06 21:19:56.889942,0
2026-03-06 21:19:56.890177,1
2026-03-06 21:19:56.890238,1
2026-03-06 21:19:56.890295,1
2026-03-06 21:19:56.998278,1
2026-03-06 21:19:56.998373,1
2026-03-06 21:19:56.998444,1
2026-03-06 21:19:56.998547,1
2026-03-06 21:19:56.998664,0
2026-03-06 21:19:57.10801,1
2026-03-06 21:19:57.108082,1
2026-03-06 21:19:57.10814,1
2026-03-06 21:19:57.108203,1
