time,ACT.LOX_Dump.raw_adc_counts
2026-03-06 21:29:17.249844,0
2026-03-06 21:29:17.264576,0
2026-03-06 21:29:17.351529,0
2026-03-06 21:29:17.365897,0
2026-03-06 21:29:17.453308,0
2026-03-06 21:29:17.468278,0
2026-03-06 21:29:17.555394,0
2026-03-06 21:29:17.570407,0
2026-03-06 21:29:17.657579,0
2026-03-06 21:29:17.672087,0
2026-03-06 21:29:17.759306,0
2026-03-06 21:29:17.774656,0
2026-03-06 21:29:17.861491,0
2026-03-06 21:29:17.876204,0
2026-03-06 21:29:17.963723,0
2026-03-06 21:29:17.978222,0
2026-03-06 21:29:18.065893,0
2026-03-06 21:29:18.08006,0
2026-03-06 21:29:18.167174,0
2026-03-06 21:29:18.182162,0
2026-03-06 21:29:18.269986,0
2026-03-06 21:29:18.284024,0
2026-03-06 21:29:18.3716,0
2026-03-06 21:29:18.386228,0
2026-03-06 21:29:18.473802,0
2026-03-06 21:29:18.488451,0
2026-03-06 21:29:18.575408,0
2026-03-06 21:29:18.590414,0
2026-03-06 21:29:18.677725,0
2026-03-06 21:29:18.692477,0
2026-03-06 21:29:18.779138,0
2026-03-06 21:29:18.794507,0
2026-03-06 21:29:18.881577,0
2026-03-06 21:29:18.896278,0
2026-03-06 21:29:18.983357,0
2026-03-06 21:29:18.997987,0
2026-03-06 21:29:19.08536,0
2026-03-06 21:29:19.100235,0
2026-03-06 21:29:19.187665,0
2026-03-06 21:29:19.202368,0
2026-03-06 21:29:19.289512,0
2026-03-06 21:29:19.304336,0
2026-03-06 21:29:19.391626,0
2026-03-06 21:29:19.406167,0
2026-03-06 21:29:19.493696,0
2026-03-06 21:29:19.508319,0
2026-03-06 21:29:19.595757,0
2026-03-06 21:29:19.610178,0
2026-03-06 21:29:19.697505,0
2026-03-06 21:29:19.711224,0
2026-03-06 21:29:19.799188,0
2026-03-06 21:29:19.813497,0
2026-03-06 21:29:19.901296,0
2026-03-06 21:29:19.915646,0
2026-03-06 21:29:20.003255,0
2026-03-06 21:29:20.017246,0
2026-03-06 21:29:20.105524,0
2026-03-06 21:29:20.119008,0
2026-03-06 21:29:20.207741,0
2026-03-06 21:29:20.221204,0
2026-03-06 21:29:20.309736,0
2026-03-06 21:29:20.323224,0
2026-03-06 21:29:20.411562,0
2026-03-06 21:29:20.426059,0
2026-03-06 21:29:20.513784,0
2026-03-06 21:29:20.527265,0
2026-03-06 21:29:20.615404,0
2026-03-06 21:29:20.629582,0
2026-03-06 21:29:20.717565,0
2026-03-06 21:29:20.731611,0
2026-03-06 21:29:20.819766,0
2026-03-06 21:29:20.833368,0
