time,ACT.GSE_LOX_Fill_Vent.timestamp_ns
2026-03-06 21:15:49.70693,1772831749706813025
2026-03-06 21:15:49.752929,1772831749752771784
2026-03-06 21:15:49.752944,1772831749752771784
2026-03-06 21:15:49.808967,1772831749808820766
2026-03-06 21:15:49.80898,1772831749808820766
2026-03-06 21:15:49.854895,1772831749854738792
2026-03-06 21:15:49.854908,1772831749854738792
2026-03-06 21:15:49.91068,1772831749910518613
2026-03-06 21:15:49.910699,1772831749910518613
2026-03-06 21:15:49.956891,1772831749956714005
2026-03-06 21:15:49.956921,1772831749956714005
2026-03-06 21:15:50.012643,1772831750012496427
2026-03-06 21:15:50.012657,1772831750012496427
2026-03-06 21:15:50.059499,1772831750059286727
2026-03-06 21:15:50.059517,1772831750059286727
2026-03-06 21:15:50.114373,1772831750114313307
2026-03-06 21:15:50.114383,1772831750114313307
2026-03-06 21:15:50.161242,1772831750161133265
2026-03-06 21:15:50.161259,1772831750161133265
2026-03-06 21:15:50.217046,1772831750216793180
2026-03-06 21:15:50.217066,1772831750216793180
2026-03-06 21:15:50.263113,1772831750262983462
2026-03-06 21:15:50.263138,1772831750262983462
2026-03-06 21:15:50.31896,1772831750318713264
2026-03-06 21:15:50.318988,1772831750318713264
2026-03-06 21:15:50.365214,1772831750365104620
2026-03-06 21:15:50.365229,1772831750365104620
2026-03-06 21:15:50.420425,1772831750420236992
2026-03-06 21:15:50.420512,1772831750420236992
2026-03-06 21:15:50.467128,1772831750466943411
2026-03-06 21:15:50.467153,1772831750466943411
2026-03-06 21:15:50.522596,1772831750522395768
2026-03-06 21:15:50.522625,1772831750522395768
2026-03-06 21:15:50.569096,1772831750568805816
2026-03-06 21:15:50.569137,1772831750568805816
2026-03-06 21:15:50.624938,1772831750624791868
2026-03-06 21:15:50.624962,1772831750624791868
2026-03-06 21:15:50.671011,1772831750670845454
2026-03-06 21:15:50.671042,1772831750670845454
2026-03-06 21:15:50.72682,1772831750726594084
2026-03-06 21:15:50.72685,1772831750726594084
2026-03-06 21:15:50.772936,1772831750772798511
2026-03-06 21:15:50.772959,1772831750772798511
2026-03-06 21:15:50.828883,1772831750828686533
2026-03-06 21:15:50.82891,1772831750828686533
2026-03-06 21:15:50.875154,1772831750874954787
2026-03-06 21:15:50.875177,1772831750874954787
2026-03-06 21:15:50.930985,1772831750930809739
2026-03-06 21:15:50.931002,1772831750930809739
2026-03-06 21:15:50.9768,1772831750976694324
2026-03-06 21:15:50.97681,1772831750976694324
2026-03-06 21:15:51.032588,1772831751032474681
2026-03-06 21:15:51.032604,1772831751032474681
2026-03-06 21:15:51.079438,1772831751079214587
2026-03-06 21:15:51.079458,1772831751079214587
2026-03-06 21:15:51.134425,1772831751134295889
2026-03-06 21:15:51.134453,1772831751134295889
2026-03-06 21:15:51.18086,1772831751180686002
2026-03-06 21:15:51.180889,1772831751180686002
2026-03-06 21:15:51.237226,1772831751236993123
2026-03-06 21:15:51.237249,1772831751236993123
2026-03-06 21:15:51.283199,1772831751282996788
2026-03-06 21:15:51.283228,1772831751282996788
2026-03-06 21:15:51.338461,1772831751338294205
2026-03-06 21:15:51.338496,1772831751338294205
2026-03-06 21:15:51.385376,1772831751385237985
2026-03-06 21:15:51.385398,1772831751385237985
2026-03-06 21:15:51.440478,1772831751440310977
2026-03-06 21:15:51.440511,1772831751440310977
2026-03-06 21:15:51.487097,1772831751486928125
2026-03-06 21:15:51.487117,1772831751486928125
2026-03-06 21:15:51.542683,1772831751542511796
2026-03-06 21:15:51.542706,1772831751542511796
2026-03-06 21:15:51.589249,1772831751589127684
2026-03-06 21:15:51.589268,1772831751589127684
2026-03-06 21:15:51.644815,1772831751644625799
2026-03-06 21:15:51.644845,1772831751644625799
2026-03-06 21:15:51.691065,1772831751690915510
2026-03-06 21:15:51.69109,1772831751690915510
2026-03-06 21:15:51.74687,1772831751746779485
2026-03-06 21:15:51.746886,1772831751746779485
2026-03-06 21:15:51.793381,1772831751793193461
2026-03-06 21:15:51.793409,1772831751793193461
2026-03-06 21:15:51.848522,1772831751848435693
2026-03-06 21:15:51.848569,1772831751848435693
2026-03-06 21:15:51.895465,1772831751895215438
2026-03-06 21:15:51.895491,1772831751895215438
2026-03-06 21:15:51.950528,1772831751950432624
2026-03-06 21:15:51.95054,1772831751950432624
2026-03-06 21:15:51.996994,1772831751996801771
2026-03-06 21:15:51.997039,1772831751996801771
2026-03-06 21:15:52.052907,1772831752052791831
2026-03-06 21:15:52.052922,1772831752052791831
2026-03-06 21:15:52.099511,1772831752099275510
2026-03-06 21:15:52.099538,1772831752099275510
2026-03-06 21:15:52.155019,1772831752154743375
2026-03-06 21:15:52.155052,1772831752154743375
2026-03-06 21:15:52.201383,1772831752201021419
2026-03-06 21:15:52.201413,1772831752201021419
2026-03-06 21:15:52.256938,1772831752256697638
2026-03-06 21:15:52.256954,1772831752256697638
2026-03-06 21:15:52.303223,1772831752303041725
2026-03-06 21:15:52.303258,1772831752303041725
2026-03-06 21:15:52.358782,1772831752358643410
2026-03-06 21:15:52.358799,1772831752358643410
2026-03-06 21:15:52.405154,1772831752405002682
2026-03-06 21:15:52.405184,1772831752405002682
