time,RTD_Cal.CH19.timestamp_ns
2026-03-06 21:14:19.149098,1772831659149073436
2026-03-06 21:14:19.283196,1772831659283186728
2026-03-06 21:14:19.419289,1772831659419224605
2026-03-06 21:14:19.555741,1772831659555656554
2026-03-06 21:14:19.690356,1772831659690338018
2026-03-06 21:14:19.828451,1772831659828391840
2026-03-06 21:14:19.962336,1772831659962283866
2026-03-06 21:14:20.0984,1772831660098376822
2026-03-06 21:14:20.233525,1772831660233509340
2026-03-06 21:14:20.36903,1772831660369017985
2026-03-06 21:14:20.50461,1772831660504594974
2026-03-06 21:14:20.640309,1772831660640297427
2026-03-06 21:14:20.773984,1772831660773819541
2026-03-06 21:14:20.909244,1772831660909231194
2026-03-06 21:14:21.043922,1772831661043905733
2026-03-06 21:14:21.185852,1772831661185801160
2026-03-06 21:14:21.318413,1772831661318386481
2026-03-06 21:14:21.454745,1772831661454721417
2026-03-06 21:14:21.589047,1772831661589019899
2026-03-06 21:14:21.724348,1772831661724306049
2026-03-06 21:14:21.859869,1772831661859844309
2026-03-06 21:14:21.994184,1772831661994157156
2026-03-06 21:14:22.129753,1772831662129726199
2026-03-06 21:14:22.268095,1772831662268073809
2026-03-06 21:14:22.40377,1772831662403713067
2026-03-06 21:14:22.539422,1772831662539384524
2026-03-06 21:14:22.672221,1772831662672214488
2026-03-06 21:14:22.807653,1772831662807640772
2026-03-06 21:14:22.94267,1772831662942597211
2026-03-06 21:14:23.077857,1772831663077759036
2026-03-06 21:14:23.211562,1772831663211546982
2026-03-06 21:14:23.351564,1772831663351530767
2026-03-06 21:14:23.485971,1772831663485937003
2026-03-06 21:14:23.621513,1772831663621473748
2026-03-06 21:14:23.757092,1772831663757050901
2026-03-06 21:14:23.893869,1772831663893815896
2026-03-06 21:14:24.027658,1772831664027637180
2026-03-06 21:14:24.161211,1772831664161181492
2026-03-06 21:14:24.296288,1772831664296262558
2026-03-06 21:14:24.435896,1772831664435867354
2026-03-06 21:14:24.5705,1772831664570483169
2026-03-06 21:14:24.706088,1772831664706066386
2026-03-06 21:14:24.84215,1772831664842122055
2026-03-06 21:14:24.976559,1772831664976536969
2026-03-06 21:14:25.111058,1772831665111045212
2026-03-06 21:14:25.244858,1772831665244841855
2026-03-06 21:14:25.382827,1772831665382807654
2026-03-06 21:14:25.517369,1772831665517349350
2026-03-06 21:14:25.652759,1772831665652741478
2026-03-06 21:14:25.787005,1772831665786974405
2026-03-06 21:14:25.922754,1772831665922727741
2026-03-06 21:14:26.058489,1772831666058471008
2026-03-06 21:14:26.192821,1772831666192768741
2026-03-06 21:14:26.327948,1772831666327916704
2026-03-06 21:14:26.463441,1772831666463410593
2026-03-06 21:14:26.60528,1772831666605235397
2026-03-06 21:14:26.737352,1772831666737331257
2026-03-06 21:14:26.872136,1772831666872106522
2026-03-06 21:14:27.007959,1772831667007928788
2026-03-06 21:14:27.142303,1772831667142260565
2026-03-06 21:14:27.276268,1772831667276251261
2026-03-06 21:14:27.411854,1772831667411835922
2026-03-06 21:14:27.547667,1772831667547598684
2026-03-06 21:14:27.686449,1772831667686431673
2026-03-06 21:14:27.821829,1772831667821808205
2026-03-06 21:14:27.956355,1772831667956321292
2026-03-06 21:14:28.0913,1772831668091267583
2026-03-06 21:14:28.226398,1772831668226380093
2026-03-06 21:14:28.361103,1772831668361060556
2026-03-06 21:14:28.496002,1772831668495986849
2026-03-06 21:14:28.632114,1772831668632099685
2026-03-06 21:14:28.77069,1772831668770632504
2026-03-06 21:14:28.905226,1772831668905195098
2026-03-06 21:14:29.040808,1772831669040784682
2026-03-06 21:14:29.174006,1772831669173978941
2026-03-06 21:14:29.31063,1772831669310523565
2026-03-06 21:14:29.445836,1772831669445777859
2026-03-06 21:14:29.580503,1772831669580487130
2026-03-06 21:14:29.715489,1772831669715440608
2026-03-06 21:14:29.854435,1772831669854389280
2026-03-06 21:14:29.990042,1772831669989998734
2026-03-06 21:14:30.124117,1772831670124104987
2026-03-06 21:14:30.259865,1772831670259824258
2026-03-06 21:14:30.394852,1772831670394842439
2026-03-06 21:14:30.53243,1772831670532404986
2026-03-06 21:14:30.665198,1772831670665185028
2026-03-06 21:14:30.80133,1772831670801284628
2026-03-06 21:14:30.937693,1772831670937670220
2026-03-06 21:14:31.074927,1772831671074863684
2026-03-06 21:14:31.209371,1772831671209300184
2026-03-06 21:14:31.342855,1772831671342847976
2026-03-06 21:14:31.478908,1772831671478895632
2026-03-06 21:14:31.613507,1772831671613500820
2026-03-06 21:14:31.748384,1772831671748372933
2026-03-06 21:14:31.884894,1772831671884872789
2026-03-06 21:14:32.02279,1772831672022773881
2026-03-06 21:14:32.158682,1772831672158663234
2026-03-06 21:14:32.292692,1772831672292633807
2026-03-06 21:14:32.428053,1772831672428040912
2026-03-06 21:14:32.563196,1772831672563183346
2026-03-06 21:14:32.699289,1772831672699261167
2026-03-06 21:14:32.832118,1772831672832100105
2026-03-06 21:14:32.969968,1772831672969947590
2026-03-06 21:14:33.106822,1772831673106804356
2026-03-06 21:14:33.242218,1772831673242169403
2026-03-06 21:14:33.387318,1772831673387266860
2026-03-06 21:14:33.511763,1772831673511755855
2026-03-06 21:14:33.646426,1772831673646389756
2026-03-06 21:14:33.781986,1772831673781947226
2026-03-06 21:14:33.918518,1772831673918495503
2026-03-06 21:14:34.053325,1772831674053273639
2026-03-06 21:14:34.192388,1772831674192324816
2026-03-06 21:14:34.32647,1772831674326457975
2026-03-06 21:14:34.461534,1772831674461520890
2026-03-06 21:14:34.596681,1772831674596664170
2026-03-06 21:14:34.730921,1772831674730904645
2026-03-06 21:14:34.865238,1772831674865228154
2026-03-06 21:14:35.000957,1772831675000936620
2026-03-06 21:14:35.137002,1772831675136979424
2026-03-06 21:14:35.275646,1772831675275635090
2026-03-06 21:14:35.411279,1772831675411260883
2026-03-06 21:14:35.547081,1772831675547066826
2026-03-06 21:14:35.681854,1772831675681842161
2026-03-06 21:14:35.816609,1772831675816593300
2026-03-06 21:14:35.952233,1772831675952206751
2026-03-06 21:14:36.086403,1772831676086384577
2026-03-06 21:14:36.222898,1772831676222861760
2026-03-06 21:14:36.360134,1772831676360122534
2026-03-06 21:14:36.495587,1772831676495565348
2026-03-06 21:14:36.630199,1772831676630180788
2026-03-06 21:14:36.767267,1772831676767235516
2026-03-06 21:14:36.901829,1772831676901806999
2026-03-06 21:14:37.035275,1772831677035256433
2026-03-06 21:14:37.170962,1772831677170947428
2026-03-06 21:14:37.307329,1772831677307306273
2026-03-06 21:14:37.445706,1772831677445692701
2026-03-06 21:14:37.579236,1772831677579211116
2026-03-06 21:14:37.715342,1772831677715319445
2026-03-06 21:14:37.849037,1772831677849019941
2026-03-06 21:14:37.984667,1772831677984650543
2026-03-06 21:14:38.120088,1772831678120069936
2026-03-06 21:14:38.254728,1772831678254710566
2026-03-06 21:14:38.388942,1772831678388930332
2026-03-06 21:14:38.529881,1772831678529858989
2026-03-06 21:14:38.66555,1772831678665535430
2026-03-06 21:14:38.800781,1772831678800752054
2026-03-06 21:14:38.934331,1772831678934321174
2026-03-06 21:14:39.069467,1772831679069447786
2026-03-06 21:14:39.204636,1772831679204629044
2026-03-06 21:14:39.340445,1772831679340432493
2026-03-06 21:14:39.475527,1772831679475475127
2026-03-06 21:14:39.613937,1772831679613927148
2026-03-06 21:14:39.748698,1772831679748691237
2026-03-06 21:14:39.885207,1772831679885189283
2026-03-06 21:14:40.018653,1772831680018635326
2026-03-06 21:14:40.154236,1772831680154211507
2026-03-06 21:14:40.288457,1772831680288449789
2026-03-06 21:14:40.424714,1772831680424690540
2026-03-06 21:14:40.562877,1772831680562838415
2026-03-06 21:14:40.699331,1772831680699316259
2026-03-06 21:14:40.8329,1772831680832889307
2026-03-06 21:14:40.968816,1772831680968803897
2026-03-06 21:14:41.10512,1772831681105092717
2026-03-06 21:14:41.241319,1772831681241287720
2026-03-06 21:14:41.373515,1772831681373495006
2026-03-06 21:14:41.508502,1772831681508491400
2026-03-06 21:14:41.643551,1772831681643539052
2026-03-06 21:14:41.781903,1772831681781894418
2026-03-06 21:14:41.920313,1772831681920268251
2026-03-06 21:14:42.052542,1772831682052531523
2026-03-06 21:14:42.190064,1772831682190045231
2026-03-06 21:14:42.322644,1772831682322633484
2026-03-06 21:14:42.457709,1772831682457696967
2026-03-06 21:14:42.593173,1772831682593144913
2026-03-06 21:14:42.727445,1772831682727433048
2026-03-06 21:14:42.867085,1772831682867069501
2026-03-06 21:14:43.001321,1772831683001301368
2026-03-06 21:14:43.137056,1772831683137033783
2026-03-06 21:14:43.271607,1772831683271594717
2026-03-06 21:14:43.407286,1772831683407269680
2026-03-06 21:14:43.541045,1772831683541033895
2026-03-06 21:14:43.67568,1772831683675669381
2026-03-06 21:14:43.812079,1772831683812060655
2026-03-06 21:14:43.950814,1772831683950797952
2026-03-06 21:14:44.086182,1772831684086162814
2026-03-06 21:14:44.221539,1772831684221520541
2026-03-06 21:14:44.355874,1772831684355857339
2026-03-06 21:14:44.490036,1772831684490026153
2026-03-06 21:14:44.626008,1772831684625987971
2026-03-06 21:14:44.759365,1772831684759359320
2026-03-06 21:14:44.895549,1772831684895530989
2026-03-06 21:14:45.034739,1772831685034725015
2026-03-06 21:14:45.171923,1772831685171896395
2026-03-06 21:14:45.306725,1772831685306701935
2026-03-06 21:14:45.441523,1772831685441490711
2026-03-06 21:14:45.573656,1772831685573633796
2026-03-06 21:14:45.71039,1772831685710357659
2026-03-06 21:14:45.843765,1772831685843723981
2026-03-06 21:14:45.979941,1772831685979918683
2026-03-06 21:14:46.118841,1772831686118762616
2026-03-06 21:14:46.254659,1772831686254624918
2026-03-06 21:14:46.388452,1772831686388433545
2026-03-06 21:14:46.524402,1772831686524364968
2026-03-06 21:14:46.66193,1772831686661883585
2026-03-06 21:14:46.795895,1772831686795873965
2026-03-06 21:14:46.930177,1772831686930128710
2026-03-06 21:14:47.063856,1772831687063844376
2026-03-06 21:14:47.203343,1772831687203329610
2026-03-06 21:14:47.336917,1772831687336905518
2026-03-06 21:14:47.472578,1772831687472562425
2026-03-06 21:14:47.608343,1772831687608326096
2026-03-06 21:14:47.745077,1772831687745063774
2026-03-06 21:14:47.879958,1772831687879917224
2026-03-06 21:14:48.015049,1772831688015027690
2026-03-06 21:14:48.148708,1772831688148697539
2026-03-06 21:14:48.287745,1772831688287732918
2026-03-06 21:14:48.422422,1772831688422412124
2026-03-06 21:14:48.557475,1772831688557448897
2026-03-06 21:14:48.695408,1772831688695381800
2026-03-06 21:14:48.827908,1772831688827895194
