time,PT_Cal.Ox_Downstream.raw_adc
2026-03-06 21:14:21.056051,198147794
2026-03-06 21:14:21.056293,198099249
2026-03-06 21:14:21.056356,198238816
2026-03-06 21:14:21.165379,198126893
2026-03-06 21:14:21.165651,198059469
2026-03-06 21:14:21.165935,198781579
2026-03-06 21:14:21.166262,198056772
2026-03-06 21:14:21.166394,198521322
2026-03-06 21:14:21.167386,198126893
2026-03-06 21:14:21.275233,198685163
2026-03-06 21:14:21.275473,198513232
2026-03-06 21:14:21.275749,198070257
2026-03-06 21:14:21.276063,198472103
2026-03-06 21:14:21.276285,198711458
2026-03-06 21:14:21.277316,198685163
2026-03-06 21:14:21.383201,197993393
2026-03-06 21:14:21.383428,198054749
2026-03-06 21:14:21.383637,198045310
2026-03-06 21:14:21.383895,191977835
2026-03-06 21:14:21.384489,197993393
2026-03-06 21:14:21.492793,198164650
2026-03-06 21:14:21.492955,198573238
2026-03-06 21:14:21.493041,198164650
2026-03-06 21:14:21.493546,198163976
2026-03-06 21:14:21.494568,198697299
2026-03-06 21:14:21.494712,198093855
2026-03-06 21:14:21.494855,198784275
2026-03-06 21:14:21.495206,198383104
2026-03-06 21:14:21.495512,197971818
2026-03-06 21:14:21.601352,198754609
2026-03-06 21:14:21.601575,198766745
2026-03-06 21:14:21.601806,198704041
2026-03-06 21:14:21.602061,198633245
2026-03-06 21:14:21.602061,198754609
2026-03-06 21:14:21.602329,198095204
2026-03-06 21:14:21.602574,198081044
2026-03-06 21:14:21.710641,198269158
2026-03-06 21:14:21.711201,198050030
2026-03-06 21:14:21.711418,198614367
2026-03-06 21:14:21.711613,198669654
2026-03-06 21:14:21.711797,191417544
2026-03-06 21:14:21.711857,198269158
2026-03-06 21:14:21.712003,198012272
2026-03-06 21:14:21.712229,198647405
2026-03-06 21:14:21.818965,198548966
2026-03-06 21:14:21.81924,198679094
2026-03-06 21:14:21.819512,198677746
2026-03-06 21:14:21.819752,198548966
2026-03-06 21:14:21.819797,198679769
2026-03-06 21:14:21.927963,197478950
2026-03-06 21:14:21.928155,198211172
2026-03-06 21:14:21.928361,198003506
2026-03-06 21:14:21.928555,198098574
2026-03-06 21:14:21.928676,197478950
2026-03-06 21:14:22.037023,198171393
2026-03-06 21:14:22.037294,197929340
2026-03-06 21:14:22.037532,197518729
2026-03-06 21:14:22.037782,191182909
2026-03-06 21:14:22.03805,197485017
2026-03-06 21:14:22.038361,197486365
2026-03-06 21:14:22.03866,198171393
2026-03-06 21:14:22.145682,197597615
2026-03-06 21:14:22.145829,198074302
2026-03-06 21:14:22.146107,198105317
2026-03-06 21:14:22.146327,197979909
2026-03-06 21:14:22.146562,198623807
2026-03-06 21:14:22.146732,197597615
2026-03-06 21:14:22.255095,197978561
2026-03-06 21:14:22.25546,198016318
2026-03-06 21:14:22.255763,198200385
2026-03-06 21:14:22.256099,197927318
2026-03-06 21:14:22.256457,198913729
2026-03-06 21:14:22.256794,198032500
2026-03-06 21:14:22.257076,198147794
2026-03-06 21:14:22.257725,197978561
2026-03-06 21:14:22.364175,197882818
2026-03-06 21:14:22.364417,198661564
2026-03-06 21:14:22.364658,191410802
2026-03-06 21:14:22.364893,198869903
2026-03-06 21:14:22.365135,198161278
2026-03-06 21:14:22.365275,197882818
2026-03-06 21:14:22.473243,198347369
2026-03-06 21:14:22.473453,198463338
2026-03-06 21:14:22.473667,198032500
2026-03-06 21:14:22.473878,198161278
2026-03-06 21:14:22.474118,198133635
2026-03-06 21:14:22.474886,198347369
2026-03-06 21:14:22.582166,198020363
2026-03-06 21:14:22.582284,197917205
2026-03-06 21:14:22.582413,198062840
2026-03-06 21:14:22.582544,198253649
2026-03-06 21:14:22.582604,198224657
2026-03-06 21:14:22.582657,197708191
2026-03-06 21:14:22.582767,198020363
2026-03-06 21:14:22.690702,198306915
2026-03-06 21:14:22.69073,191835572
2026-03-06 21:14:22.690751,197569971
2026-03-06 21:14:22.690789,197627282
2026-03-06 21:14:22.69082,198209150
2026-03-06 21:14:22.691178,198306915
2026-03-06 21:14:22.799794,197285443
2026-03-06 21:14:22.799842,198205104
2026-03-06 21:14:22.799887,198178135
2026-03-06 21:14:22.799948,197402086
2026-03-06 21:14:22.800026,198158581
2026-03-06 21:14:22.800114,197856523
2026-03-06 21:14:22.800199,198163976
2026-03-06 21:14:22.800278,197543002
2026-03-06 21:14:22.800573,197285443
2026-03-06 21:14:22.909212,197480972
2026-03-06 21:14:22.909266,198047332
2026-03-06 21:14:22.909334,198135658
2026-03-06 21:14:22.909407,198096552
2026-03-06 21:14:22.909489,198422209
2026-03-06 21:14:22.909564,197519404
2026-03-06 21:14:22.909639,198097226
2026-03-06 21:14:22.909917,197480972
2026-03-06 21:14:23.017945,191798488
2026-03-06 21:14:23.018011,197561881
2026-03-06 21:14:23.018061,198671004
2026-03-06 21:14:23.018105,198855745
2026-03-06 21:14:23.018761,191798488
2026-03-06 21:14:23.126756,198103294
2026-03-06 21:14:23.126825,198584026
2026-03-06 21:14:23.126918,198685163
2026-03-06 21:14:23.127019,198747867
2026-03-06 21:14:23.127127,198226680
2026-03-06 21:14:23.127489,198103294
2026-03-06 21:14:23.236039,198579981
2026-03-06 21:14:23.23636,198143748
2026-03-06 21:14:23.236445,198205779
2026-03-06 21:14:23.236526,198579981
2026-03-06 21:14:23.236527,198699996
2026-03-06 21:14:23.236604,197976538
2026-03-06 21:14:23.236711,198108014
2026-03-06 21:14:23.237013,198097226
2026-03-06 21:14:23.23709,198160605
2026-03-06 21:14:23.237179,191474854
2026-03-06 21:14:23.344556,198230051
2026-03-06 21:14:23.344589,198103294
2026-03-06 21:14:23.344635,198066212
2026-03-06 21:14:23.344701,198207127
2026-03-06 21:14:23.344822,198771465
2026-03-06 21:14:23.34491,198005530
2026-03-06 21:14:23.345126,198230051
2026-03-06 21:14:23.45388,198128916
2026-03-06 21:14:23.453918,198608973
2026-03-06 21:14:23.453993,198533459
2026-03-06 21:14:23.454055,198207127
2026-03-06 21:14:23.454137,198737078
2026-03-06 21:14:23.454413,198128916
2026-03-06 21:14:23.563306,198137006
2026-03-06 21:14:23.56344,198229377
2026-03-06 21:14:23.563572,198238816
2026-03-06 21:14:23.563714,198105991
2026-03-06 21:14:23.563772,198137006
2026-03-06 21:14:23.563856,197987999
2026-03-06 21:14:23.56402,198004856
2026-03-06 21:14:23.671543,198122173
2026-03-06 21:14:23.671792,198159256
2026-03-06 21:14:23.672076,198699996
2026-03-06 21:14:23.672176,198122173
2026-03-06 21:14:23.781632,198654822
2026-03-06 21:14:23.78188,197803259
2026-03-06 21:14:23.782023,198654822
2026-03-06 21:14:23.782304,198538853
2026-03-06 21:14:23.782709,198132961
2026-03-06 21:14:23.782927,198722920
2026-03-06 21:14:23.890236,198256346
2026-03-06 21:14:23.89044,198279945
2026-03-06 21:14:23.891067,198256346
2026-03-06 21:14:23.891286,198839563
2026-03-06 21:14:23.89188,191416195
2026-03-06 21:14:23.999301,198015643
2026-03-06 21:14:23.999477,197944174
2026-03-06 21:14:23.999625,198056097
2026-03-06 21:14:23.999874,198015643
2026-03-06 21:14:24.108079,198078347
2026-03-06 21:14:24.108326,197749318
2026-03-06 21:14:24.108548,198813942
2026-03-06 21:14:24.108837,198114756
2026-03-06 21:14:24.109074,198008901
2026-03-06 21:14:24.109388,198078347
2026-03-06 21:14:24.216557,198105991
2026-03-06 21:14:24.216597,198704715
2026-03-06 21:14:24.216796,197638744
2026-03-06 21:14:24.216865,198524694
2026-03-06 21:14:24.217131,198105991
2026-03-06 21:14:24.325988,198733033
2026-03-06 21:14:24.326023,198748540
2026-03-06 21:14:24.326098,198334558
2026-03-06 21:14:24.326305,198025757
2026-03-06 21:14:24.326518,198248929
2026-03-06 21:14:24.326769,198733033
2026-03-06 21:14:24.435695,197878098
2026-03-06 21:14:24.436119,198160605
2026-03-06 21:14:24.436428,197878098
2026-03-06 21:14:24.436448,198081044
2026-03-06 21:14:24.436722,197673804
2026-03-06 21:14:24.436944,198105991
2026-03-06 21:14:24.43717,198016991
2026-03-06 21:14:24.437366,198099249
2026-03-06 21:14:24.543888,198119476
2026-03-06 21:14:24.544023,198188248
2026-03-06 21:14:24.544223,198087112
2026-03-06 21:14:24.544473,198131613
2026-03-06 21:14:24.54458,198119476
2026-03-06 21:14:24.544632,198764048
2026-03-06 21:14:24.652913,198060817
2026-03-06 21:14:24.653074,198869230
2026-03-06 21:14:24.653251,198653474
2026-03-06 21:14:24.653419,198157908
2026-03-06 21:14:24.653587,198579306
2026-03-06 21:14:24.653913,198060817
2026-03-06 21:14:24.762296,198459967
2026-03-06 21:14:24.762472,197886863
2026-03-06 21:14:24.762658,198619087
2026-03-06 21:14:24.762849,198097226
2026-03-06 21:14:24.763053,197476927
2026-03-06 21:14:24.763275,198119476
2026-03-06 21:14:24.763342,198459967
2026-03-06 21:14:24.871178,198083067
2026-03-06 21:14:24.871283,198688534
2026-03-06 21:14:24.871377,198112734
2026-03-06 21:14:24.871477,192032449
2026-03-06 21:14:24.87158,198172741
2026-03-06 21:14:24.871672,198095877
2026-03-06 21:14:24.871735,198083067
2026-03-06 21:14:24.871764,198596837
2026-03-06 21:14:24.871866,198157233
2026-03-06 21:14:24.980069,197600312
2026-03-06 21:14:24.980331,198143748
2026-03-06 21:14:24.980592,198168021
2026-03-06 21:14:24.980807,198097901
2026-03-06 21:14:24.981071,197600312
2026-03-06 21:14:25.088927,198016991
2026-03-06 21:14:25.089088,198066885
2026-03-06 21:14:25.089262,198170043
2026-03-06 21:14:25.089419,199270401
2026-03-06 21:14:25.089535,198016991
2026-03-06 21:14:25.089601,198704041
2026-03-06 21:14:25.198084,198099923
2026-03-06 21:14:25.198318,198615715
2026-03-06 21:14:25.198515,192025707
2026-03-06 21:14:25.198768,198288036
2026-03-06 21:14:25.198909,198099923
2026-03-06 21:14:25.199392,198247581
2026-03-06 21:14:25.307819,198221960
2026-03-06 21:14:25.307864,198221960
2026-03-06 21:14:25.307942,198283316
2026-03-06 21:14:25.308034,198069582
2026-03-06 21:14:25.308114,198277923
2026-03-06 21:14:25.416383,198158581
2026-03-06 21:14:25.416528,198370292
2026-03-06 21:14:25.416672,198145771
2026-03-06 21:14:25.416831,198087787
2026-03-06 21:14:25.416901,198158581
2026-03-06 21:14:25.417004,198116779
2026-03-06 21:14:25.417232,198052052
2026-03-06 21:14:25.525547,198067560
2026-03-06 21:14:25.52591,192004131
2026-03-06 21:14:25.526372,198123521
2026-03-06 21:14:25.526618,197809326
2026-03-06 21:14:25.526808,198163976
2026-03-06 21:14:25.527018,198006878
2026-03-06 21:14:25.527168,198067560
2026-03-06 21:14:25.527182,197901023
2026-03-06 21:14:25.634686,198122848
2026-03-06 21:14:25.634923,198069582
2026-03-06 21:14:25.635178,198282641
2026-03-06 21:14:25.635427,198126893
2026-03-06 21:14:25.635669,198122848
2026-03-06 21:14:25.743681,197726395
2026-03-06 21:14:25.743933,198803829
2026-03-06 21:14:25.744168,198180832
2026-03-06 21:14:25.744413,197950242
2026-03-06 21:14:25.744673,198192968
2026-03-06 21:14:25.744759,197726395
2026-03-06 21:14:25.851805,191835572
2026-03-06 21:14:25.851991,198124196
2026-03-06 21:14:25.852196,198035196
2026-03-06 21:14:25.85227,191835572
2026-03-06 21:14:25.852392,198097901
2026-03-06 21:14:25.852766,198251627
2026-03-06 21:14:25.960896,198031825
2026-03-06 21:14:25.960942,198104642
2026-03-06 21:14:25.960979,197588176
2026-03-06 21:14:25.961049,198016991
2026-03-06 21:14:25.961151,197458722
2026-03-06 21:14:25.961353,197987999
2026-03-06 21:14:25.961447,198031825
2026-03-06 21:14:26.069709,197611775
2026-03-06 21:14:26.06987,197456025
2026-03-06 21:14:26.07001,198027780
2026-03-06 21:14:26.07002,197611775
2026-03-06 21:14:26.070141,197967098
2026-03-06 21:14:26.070325,198064862
2026-03-06 21:14:26.070484,198385126
2026-03-06 21:14:26.179267,198674374
2026-03-06 21:14:26.179343,198007553
2026-03-06 21:14:26.179467,198147794
2026-03-06 21:14:26.179791,197435124
2026-03-06 21:14:26.1802,198674374
2026-03-06 21:14:26.288254,198029802
2026-03-06 21:14:26.288499,197940802
2026-03-06 21:14:26.288726,198087787
2026-03-06 21:14:26.289001,198671004
2026-03-06 21:14:26.289283,197981257
2026-03-06 21:14:26.289446,198029802
2026-03-06 21:14:26.397223,198261741
2026-03-06 21:14:26.397299,198224657
2026-03-06 21:14:26.397455,198239491
2026-03-06 21:14:26.397798,198110711
2026-03-06 21:14:26.398128,198261741
2026-03-06 21:14:26.398154,192194941
2026-03-06 21:14:26.506232,198532111
2026-03-06 21:14:26.506381,198180832
2026-03-06 21:14:26.506534,198253649
2026-03-06 21:14:26.50667,198532111
2026-03-06 21:14:26.506696,198215892
2026-03-06 21:14:26.506875,198215892
2026-03-06 21:14:26.507033,198090484
2026-03-06 21:14:26.507218,198157908
2026-03-06 21:14:26.615026,198146446
2026-03-06 21:14:26.61519,198050703
2026-03-06 21:14:26.615353,197507267
2026-03-06 21:14:26.615513,198810571
2026-03-06 21:14:26.615696,198078347
2026-03-06 21:14:26.615876,198146446
2026-03-06 21:14:26.615923,198822033
2026-03-06 21:14:26.724339,198296801
2026-03-06 21:14:26.724522,198128916
2026-03-06 21:14:26.724709,198230726
2026-03-06 21:14:26.724899,197844386
2026-03-06 21:14:26.72504,198296801
2026-03-06 21:14:26.725109,197493782
2026-03-06 21:14:26.832951,197934060
2026-03-06 21:14:26.833113,198674374
2026-03-06 21:14:26.833296,198076999
2026-03-06 21:14:26.833489,197645487
2026-03-06 21:14:26.833549,197934060
2026-03-06 21:14:26.833665,198037218
2026-03-06 21:14:26.942331,198689208
2026-03-06 21:14:26.942508,197528169
2026-03-06 21:14:26.942692,198102621
2026-03-06 21:14:26.942892,198046658
2026-03-06 21:14:26.943106,198370292
2026-03-06 21:14:26.943232,198689208
2026-03-06 21:14:26.943557,198120151
2026-03-06 21:14:27.050661,198219937
2026-03-06 21:14:27.0508,198135658
2026-03-06 21:14:27.050962,198084416
2026-03-06 21:14:27.051112,198801131
2026-03-06 21:14:27.051189,198219937
2026-03-06 21:14:27.051274,198165998
2026-03-06 21:14:27.160037,197449957
2026-03-06 21:14:27.160172,197994741
2026-03-06 21:14:27.160365,197495805
2026-03-06 21:14:27.160543,198107339
2026-03-06 21:14:27.160614,197449957
2026-03-06 21:14:27.16092,198726965
2026-03-06 21:14:27.268976,197987999
2026-03-06 21:14:27.269024,198094529
2026-03-06 21:14:27.269063,198240839
2026-03-06 21:14:27.269101,198012272
2026-03-06 21:14:27.269283,197563229
2026-03-06 21:14:27.269603,197987999
2026-03-06 21:14:27.378104,197584805
2026-03-06 21:14:27.378262,197940802
2026-03-06 21:14:27.378418,198100597
2026-03-06 21:14:27.378566,193533979
2026-03-06 21:14:27.378733,198013621
2026-03-06 21:14:27.378734,197584805
2026-03-06 21:14:27.486869,198211172
2026-03-06 21:14:27.487037,198005530
2026-03-06 21:14:27.487242,198149143
2026-03-06 21:14:27.487448,197598963
2026-03-06 21:14:27.487614,198211172
2026-03-06 21:14:27.487665,198192968
2026-03-06 21:14:27.596322,198139703
2026-03-06 21:14:27.596533,197695379
2026-03-06 21:14:27.596745,197315110
2026-03-06 21:14:27.596963,197586828
2026-03-06 21:14:27.597042,198139703
2026-03-06 21:14:27.597356,197522775
2026-03-06 21:14:27.705531,198161953
2026-03-06 21:14:27.706204,198161953
2026-03-06 21:14:27.706359,198187574
2026-03-06 21:14:27.706519,198850351
2026-03-06 21:14:27.70669,197155315
2026-03-06 21:14:27.706849,198236794
2026-03-06 21:14:27.707009,198128916
2026-03-06 21:14:27.707328,197549744
2026-03-06 21:14:27.707438,197231504
2026-03-06 21:14:27.814252,197368374
2026-03-06 21:14:27.814378,198192294
2026-03-06 21:14:27.814525,197661667
2026-03-06 21:14:27.814708,198110711
2026-03-06 21:14:27.814829,198050703
2026-03-06 21:14:27.815038,197988674
2026-03-06 21:14:27.81518,197368374
2026-03-06 21:14:27.923049,197720326
2026-03-06 21:14:27.923254,197880121
2026-03-06 21:14:27.92347,198015643
2026-03-06 21:14:27.923738,197588850
2026-03-06 21:14:27.92381,197720326
2026-03-06 21:14:27.923878,197586828
2026-03-06 21:14:28.031693,198000810
2026-03-06 21:14:28.031809,198152513
2026-03-06 21:14:28.031919,197857871
2026-03-06 21:14:28.032033,197694031
2026-03-06 21:14:28.032151,198231399
2026-03-06 21:14:28.032289,198105317
2026-03-06 21:14:28.032323,198000810
2026-03-06 21:14:28.14131,197952939
2026-03-06 21:14:28.141706,198176112
2026-03-06 21:14:28.142141,197979234
2026-03-06 21:14:28.142593,198139703
2026-03-06 21:14:28.142775,198070257
2026-03-06 21:14:28.142947,197604358
2026-03-06 21:14:28.142972,197952939
2026-03-06 21:14:28.143152,198231399
2026-03-06 21:14:28.250179,197727743
2026-03-06 21:14:28.250356,198161953
2026-03-06 21:14:28.250533,197457373
2026-03-06 21:14:28.250715,197727743
2026-03-06 21:14:28.250721,198018340
2026-03-06 21:14:28.25093,198198362
2026-03-06 21:14:28.359035,197498502
2026-03-06 21:14:28.359228,198734382
2026-03-06 21:14:28.359405,197498502
2026-03-06 21:14:28.359561,197498502
2026-03-06 21:14:28.359603,197657622
2026-03-06 21:14:28.467676,197588850
2026-03-06 21:14:28.467701,197645487
2026-03-06 21:14:28.467758,198083067
2026-03-06 21:14:28.46782,198352762
2026-03-06 21:14:28.467883,198230051
2026-03-06 21:14:28.468022,198036545
2026-03-06 21:14:28.468192,197588850
2026-03-06 21:14:28.576911,198280619
2026-03-06 21:14:28.577104,197482995
2026-03-06 21:14:28.577365,198131613
2026-03-06 21:14:28.577425,198280619
2026-03-06 21:14:28.577621,197987999
2026-03-06 21:14:28.686262,197563229
2026-03-06 21:14:28.686361,197638744
2026-03-06 21:14:28.686466,198226680
2026-03-06 21:14:28.686566,198246233
2026-03-06 21:14:28.686669,198220612
2026-03-06 21:14:28.686691,197563229
2026-03-06 21:14:28.686779,197758084
2026-03-06 21:14:28.795828,198203082
2026-03-06 21:14:28.796281,197758084
2026-03-06 21:14:28.796422,198203082
2026-03-06 21:14:28.796712,198269158
2026-03-06 21:14:28.79715,198194317
2026-03-06 21:14:28.797572,198124196
2026-03-06 21:14:28.798269,198277248
2026-03-06 21:14:28.798836,198079022
2026-03-06 21:14:28.905502,198132286
2026-03-06 21:14:28.905649,198118128
2026-03-06 21:14:28.906111,198132286
2026-03-06 21:14:29.013376,198076999
2026-03-06 21:14:29.013803,198066212
2026-03-06 21:14:29.01395,197518729
2026-03-06 21:14:29.014153,198103969
2026-03-06 21:14:29.014394,197413548
2026-03-06 21:14:29.015621,198076999
2026-03-06 21:14:29.122986,198095877
2026-03-06 21:14:29.12329,198712131
2026-03-06 21:14:29.12355,197559858
2026-03-06 21:14:29.123883,198091832
2026-03-06 21:14:29.125328,198095877
2026-03-06 21:14:29.230799,198161278
2026-03-06 21:14:29.230971,197512661
2026-03-06 21:14:29.231154,198191620
2026-03-06 21:14:29.231528,198161278
2026-03-06 21:14:29.339792,198054075
2026-03-06 21:14:29.339964,198601557
2026-03-06 21:14:29.340142,198157908
2026-03-06 21:14:29.340315,198054075
2026-03-06 21:14:29.340335,198626504
2026-03-06 21:14:29.449416,198012272
2026-03-06 21:14:29.449694,198126893
2026-03-06 21:14:29.450488,197866636
2026-03-06 21:14:29.451357,198012272
2026-03-06 21:14:29.557818,198016318
2026-03-06 21:14:29.557928,198259718
2026-03-06 21:14:29.558077,197541654
2026-03-06 21:14:29.558242,197801235
2026-03-06 21:14:29.558383,198016318
2026-03-06 21:14:29.558403,198158581
2026-03-06 21:14:29.666877,198024408
2026-03-06 21:14:29.666974,198872601
2026-03-06 21:14:29.667188,197915855
2026-03-06 21:14:29.667503,198225332
2026-03-06 21:14:29.667649,198024408
2026-03-06 21:14:29.775963,197974514
2026-03-06 21:14:29.776128,198692579
2026-03-06 21:14:29.776324,198012272
2026-03-06 21:14:29.776508,197974514
2026-03-06 21:14:29.884926,198175438
2026-03-06 21:14:29.884997,198220612
2026-03-06 21:14:29.88507,198158581
2026-03-06 21:14:29.88515,198772814
2026-03-06 21:14:29.885436,198175438
2026-03-06 21:14:29.994425,197902372
2026-03-06 21:14:29.994659,198199037
2026-03-06 21:14:29.995032,197625933
2026-03-06 21:14:29.995427,198002833
2026-03-06 21:14:29.995974,197902372
2026-03-06 21:14:30.103285,198249604
2026-03-06 21:14:30.103429,197971144
2026-03-06 21:14:30.103612,198804502
2026-03-06 21:14:30.10387,198249604
2026-03-06 21:14:30.104012,198131613
2026-03-06 21:14:30.104235,198082392
2026-03-06 21:14:30.104396,198050703
2026-03-06 21:14:30.212186,197986651
2026-03-06 21:14:30.21226,198159930
2026-03-06 21:14:30.212376,198795737
2026-03-06 21:14:30.212525,198683814
2026-03-06 21:14:30.212821,198228029
2026-03-06 21:14:30.213182,198737753
2026-03-06 21:14:30.213444,197986651
2026-03-06 21:14:30.321392,198280619
2026-03-06 21:14:30.32166,198747192
2026-03-06 21:14:30.321931,198814616
2026-03-06 21:14:30.322177,198280619
2026-03-06 21:14:30.32223,198236794
2026-03-06 21:14:30.430255,198830124
2026-03-06 21:14:30.430386,198074302
2026-03-06 21:14:30.430672,198830124
2026-03-06 21:14:30.430681,197593570
2026-03-06 21:14:30.431029,197527494
2026-03-06 21:14:30.431346,198064189
2026-03-06 21:14:30.431917,198176112
2026-03-06 21:14:30.539044,198738427
2026-03-06 21:14:30.539226,198112734
2026-03-06 21:14:30.539384,197673804
2026-03-06 21:14:30.539536,198196339
2026-03-06 21:14:30.540412,198738427
2026-03-06 21:14:30.648621,198114756
2026-03-06 21:14:30.648852,198757980
2026-03-06 21:14:30.649077,198240164
2026-03-06 21:14:30.649335,198686511
2026-03-06 21:14:30.649566,198137006
2026-03-06 21:14:30.650064,198114756
2026-03-06 21:14:30.757567,198186900
2026-03-06 21:14:30.75777,198697973
2026-03-06 21:14:30.757989,198273876
2026-03-06 21:14:30.758232,198005530
2026-03-06 21:14:30.758507,198625155
2026-03-06 21:14:30.758579,198186900
2026-03-06 21:14:30.758737,198623132
2026-03-06 21:14:30.866552,198086439
2026-03-06 21:14:30.867585,198013621
2026-03-06 21:14:30.868451,198054075
2026-03-06 21:14:30.869028,198708086
2026-03-06 21:14:30.869279,198086439
2026-03-06 21:14:30.869572,198108688
2026-03-06 21:14:30.870021,198130938
2026-03-06 21:14:30.975094,198153188
2026-03-06 21:14:30.975221,198803154
2026-03-06 21:14:30.975337,198182855
2026-03-06 21:14:30.975411,198153188
2026-03-06 21:14:30.975466,197996091
2026-03-06 21:14:31.084414,198178808
2026-03-06 21:14:31.084611,197597615
2026-03-06 21:14:31.084854,198168695
2026-03-06 21:14:31.085083,198264438
2026-03-06 21:14:31.085121,198178808
2026-03-06 21:14:31.193333,198100597
2026-03-06 21:14:31.193421,198152513
2026-03-06 21:14:31.193491,198745843
2026-03-06 21:14:31.193619,198771465
2026-03-06 21:14:31.194032,198100597
2026-03-06 21:14:31.302151,198215219
2026-03-06 21:14:31.302337,198171393
2026-03-06 21:14:31.302519,198824056
2026-03-06 21:14:31.302714,198019688
2026-03-06 21:14:31.303492,198215219
2026-03-06 21:14:31.411755,198137006
2026-03-06 21:14:31.412012,197607055
2026-03-06 21:14:31.412302,198451876
2026-03-06 21:14:31.412573,198137006
2026-03-06 21:14:31.412583,198739775
2026-03-06 21:14:31.519975,198028453
2026-03-06 21:14:31.520059,198097901
2026-03-06 21:14:31.520491,198028453
2026-03-06 21:14:31.629401,198012272
2026-03-06 21:14:31.629592,197559184
2026-03-06 21:14:31.629794,198167347
2026-03-06 21:14:31.629998,198190945
2026-03-06 21:14:31.630597,198012272
2026-03-06 21:14:31.738267,198820684
2026-03-06 21:14:31.738409,197812697
2026-03-06 21:14:31.73857,198756632
