time,ACT.GSE_High_Press_Vent.actuator_state
2026-03-06 21:20:50.509731,1
2026-03-06 21:20:50.552862,0
2026-03-06 21:20:50.611816,1
2026-03-06 21:20:50.655344,0
2026-03-06 21:20:50.714084,1
2026-03-06 21:20:50.756927,0
2026-03-06 21:20:50.81564,1
2026-03-06 21:20:50.859154,0
2026-03-06 21:20:50.917577,1
2026-03-06 21:20:50.960925,0
2026-03-06 21:20:51.019753,1
2026-03-06 21:20:51.063425,0
2026-03-06 21:20:51.121903,1
2026-03-06 21:20:51.164939,0
2026-03-06 21:20:51.224098,1
2026-03-06 21:20:51.266871,0
2026-03-06 21:20:51.325949,1
2026-03-06 21:20:51.368959,0
2026-03-06 21:20:51.427801,1
2026-03-06 21:20:51.470662,0
2026-03-06 21:20:51.530155,1
2026-03-06 21:20:51.573074,0
2026-03-06 21:20:51.632151,1
2026-03-06 21:20:51.675039,0
2026-03-06 21:20:51.733985,1
2026-03-06 21:20:51.777067,0
2026-03-06 21:20:51.836069,1
2026-03-06 21:20:51.878973,0
2026-03-06 21:20:51.937869,1
2026-03-06 21:20:51.981134,0
2026-03-06 21:20:52.039974,1
2026-03-06 21:20:52.083362,0
2026-03-06 21:20:52.141951,1
2026-03-06 21:20:52.184804,0
2026-03-06 21:20:52.243998,1
2026-03-06 21:20:52.287014,0
2026-03-06 21:20:52.3461,1
2026-03-06 21:20:52.388825,0
2026-03-06 21:20:52.447634,1
2026-03-06 21:20:52.490676,0
2026-03-06 21:20:52.549679,1
2026-03-06 21:20:52.592631,0
2026-03-06 21:20:52.651653,1
2026-03-06 21:20:52.694845,0
2026-03-06 21:20:52.754089,1
2026-03-06 21:20:52.797098,0
2026-03-06 21:20:52.855977,1
2026-03-06 21:20:52.898889,0
2026-03-06 21:20:52.957706,1
2026-03-06 21:20:53.00114,0
2026-03-06 21:20:53.059627,1
2026-03-06 21:20:53.103367,0
2026-03-06 21:20:53.161894,1
2026-03-06 21:20:53.20511,0
2026-03-06 21:20:53.263944,1
2026-03-06 21:20:53.307006,0
2026-03-06 21:20:53.365905,1
2026-03-06 21:20:53.408854,0
2026-03-06 21:20:53.467819,1
2026-03-06 21:20:53.51088,0
2026-03-06 21:20:53.570296,1
2026-03-06 21:20:53.612666,0
2026-03-06 21:20:53.672124,1
2026-03-06 21:20:53.714846,0
2026-03-06 21:20:53.773549,1
2026-03-06 21:20:53.81695,0
2026-03-06 21:20:53.876566,1
2026-03-06 21:20:53.918689,0
2026-03-06 21:20:53.978377,1
2026-03-06 21:20:54.021149,0
2026-03-06 21:20:54.08026,1
2026-03-06 21:20:54.123024,0
2026-03-06 21:20:54.181966,1
2026-03-06 21:20:54.224737,0
2026-03-06 21:20:54.283969,1
2026-03-06 21:20:54.326972,0
2026-03-06 21:20:54.385658,1
2026-03-06 21:20:54.429073,0
2026-03-06 21:20:54.487755,1
2026-03-06 21:20:54.531057,0
2026-03-06 21:20:54.589929,1
2026-03-06 21:20:54.633193,0
2026-03-06 21:20:54.691847,1
2026-03-06 21:20:54.734973,0
2026-03-06 21:20:54.793746,1
2026-03-06 21:20:54.836761,0
2026-03-06 21:20:54.896306,1
2026-03-06 21:20:54.939039,0
2026-03-06 21:20:54.997839,1
2026-03-06 21:20:55.041081,0
2026-03-06 21:20:55.099907,1
2026-03-06 21:20:55.142776,0
2026-03-06 21:20:55.202091,1
2026-03-06 21:20:55.245305,0
2026-03-06 21:20:55.303978,1
2026-03-06 21:20:55.347147,0
2026-03-06 21:20:55.406181,1
2026-03-06 21:20:55.448709,0
2026-03-06 21:20:55.50769,1
2026-03-06 21:20:55.551028,0
2026-03-06 21:20:55.609836,1
2026-03-06 21:20:55.65287,0
2026-03-06 21:20:55.712258,1
2026-03-06 21:20:55.754691,0
2026-03-06 21:20:55.814057,1
2026-03-06 21:20:55.856648,0
2026-03-06 21:20:55.915811,1
2026-03-06 21:20:55.958763,0
2026-03-06 21:20:56.017947,1
2026-03-06 21:20:56.060712,0
2026-03-06 21:20:56.119647,1
2026-03-06 21:20:56.163282,0
2026-03-06 21:20:56.222087,1
2026-03-06 21:20:56.265116,0
2026-03-06 21:20:56.323599,1
2026-03-06 21:20:56.366793,0
2026-03-06 21:20:56.425588,1
2026-03-06 21:20:56.469085,0
2026-03-06 21:20:56.527627,1
2026-03-06 21:20:56.570969,0
2026-03-06 21:20:56.630043,1
2026-03-06 21:20:56.673398,0
2026-03-06 21:20:56.731969,1
2026-03-06 21:20:56.774686,0
2026-03-06 21:20:56.833951,1
2026-03-06 21:20:56.87678,0
2026-03-06 21:20:56.936244,1
2026-03-06 21:20:56.979024,0
2026-03-06 21:20:57.03775,1
2026-03-06 21:20:57.080623,0
2026-03-06 21:20:57.1404,1
2026-03-06 21:20:57.183145,0
2026-03-06 21:20:57.242008,1
2026-03-06 21:20:57.285023,0
2026-03-06 21:20:57.343804,1
2026-03-06 21:20:57.387027,0
2026-03-06 21:20:57.446196,1
2026-03-06 21:20:57.488794,0
2026-03-06 21:20:57.547868,1
2026-03-06 21:20:57.591043,0
2026-03-06 21:20:57.649832,1
2026-03-06 21:20:57.693268,0
2026-03-06 21:20:57.751766,1
2026-03-06 21:20:57.795068,0
2026-03-06 21:20:57.854472,1
2026-03-06 21:20:57.896859,0
2026-03-06 21:20:57.955668,1
2026-03-06 21:20:57.999232,0
2026-03-06 21:20:58.058045,1
2026-03-06 21:20:58.100802,0
2026-03-06 21:20:58.159914,1
2026-03-06 21:20:58.20284,0
2026-03-06 21:20:58.262206,1
2026-03-06 21:20:58.305168,0
2026-03-06 21:20:58.364048,1
2026-03-06 21:20:58.407045,0
2026-03-06 21:20:58.466141,1
2026-03-06 21:20:58.50926,0
2026-03-06 21:20:58.568041,1
2026-03-06 21:20:58.611068,0
2026-03-06 21:20:58.669772,1
2026-03-06 21:20:58.713163,0
2026-03-06 21:20:58.771923,1
2026-03-06 21:20:58.815152,0
2026-03-06 21:20:58.873878,1
2026-03-06 21:20:58.917059,0
2026-03-06 21:20:58.976372,1
2026-03-06 21:20:59.019166,0
2026-03-06 21:20:59.077771,1
2026-03-06 21:20:59.121056,0
2026-03-06 21:20:59.179939,1
2026-03-06 21:20:59.223161,0
2026-03-06 21:20:59.28217,1
2026-03-06 21:20:59.324802,0
2026-03-06 21:20:59.384263,1
2026-03-06 21:20:59.426909,0
2026-03-06 21:20:59.485738,1
2026-03-06 21:20:59.528809,0
2026-03-06 21:20:59.587893,1
2026-03-06 21:20:59.631046,0
2026-03-06 21:20:59.690078,1
2026-03-06 21:20:59.733184,0
2026-03-06 21:20:59.792145,1
2026-03-06 21:20:59.834838,0
2026-03-06 21:20:59.893945,1
2026-03-06 21:20:59.93697,0
2026-03-06 21:20:59.996036,1
2026-03-06 21:21:00.03873,0
2026-03-06 21:21:00.097958,1
2026-03-06 21:21:00.141008,0
2026-03-06 21:21:00.20006,1
2026-03-06 21:21:00.242827,0
2026-03-06 21:21:00.30191,1
2026-03-06 21:21:00.345034,0
2026-03-06 21:21:00.403905,1
2026-03-06 21:21:00.446955,0
2026-03-06 21:21:00.506076,1
2026-03-06 21:21:00.548569,0
2026-03-06 21:21:00.608137,1
2026-03-06 21:21:00.650859,0
2026-03-06 21:21:00.710296,1
2026-03-06 21:21:00.752987,0
2026-03-06 21:21:00.812168,1
2026-03-06 21:21:00.854966,0
2026-03-06 21:21:00.91387,1
2026-03-06 21:21:00.957031,0
2026-03-06 21:21:01.016073,1
2026-03-06 21:21:01.058725,0
2026-03-06 21:21:01.117958,1
2026-03-06 21:21:01.160844,0
2026-03-06 21:21:01.21997,1
2026-03-06 21:21:01.263114,0
2026-03-06 21:21:01.321716,1
2026-03-06 21:21:01.36521,0
2026-03-06 21:21:01.423802,1
2026-03-06 21:21:01.467181,0
2026-03-06 21:21:01.526443,1
2026-03-06 21:21:01.569154,0
2026-03-06 21:21:01.627949,1
2026-03-06 21:21:01.670718,0
2026-03-06 21:21:01.730136,1
2026-03-06 21:21:01.772707,0
2026-03-06 21:21:01.831688,1
2026-03-06 21:21:01.874824,0
2026-03-06 21:21:01.933869,1
2026-03-06 21:21:01.977114,0
2026-03-06 21:21:02.035851,1
2026-03-06 21:21:02.078865,0
2026-03-06 21:21:02.13788,1
2026-03-06 21:21:02.181394,0
2026-03-06 21:21:02.239753,1
2026-03-06 21:21:02.283381,0
2026-03-06 21:21:02.341639,1
2026-03-06 21:21:02.384782,0
2026-03-06 21:21:02.444044,1
2026-03-06 21:21:02.486924,0
2026-03-06 21:21:02.546062,1
2026-03-06 21:21:02.589094,0
2026-03-06 21:21:02.648149,1
2026-03-06 21:21:02.690724,0
2026-03-06 21:21:02.749617,1
2026-03-06 21:21:02.792736,0
2026-03-06 21:21:02.851911,1
2026-03-06 21:21:02.894896,0
2026-03-06 21:21:02.954024,1
2026-03-06 21:21:02.997171,0
2026-03-06 21:21:03.055742,1
2026-03-06 21:21:03.099156,0
2026-03-06 21:21:03.158127,1
2026-03-06 21:21:03.201215,0
2026-03-06 21:21:03.260095,1
2026-03-06 21:21:03.302943,0
2026-03-06 21:21:03.361879,1
2026-03-06 21:21:03.404842,0
2026-03-06 21:21:03.463787,1
2026-03-06 21:21:03.506774,0
2026-03-06 21:21:03.573315,1
2026-03-06 21:21:03.609384,0
2026-03-06 21:21:03.668031,1
2026-03-06 21:21:03.71103,0
2026-03-06 21:21:03.77004,1
2026-03-06 21:21:03.812973,0
2026-03-06 21:21:03.872003,1
2026-03-06 21:21:03.914962,0
2026-03-06 21:21:03.973958,1
2026-03-06 21:21:04.017233,0
2026-03-06 21:21:04.076131,1
2026-03-06 21:21:04.119005,0
2026-03-06 21:21:04.177731,1
2026-03-06 21:21:04.220675,0
2026-03-06 21:21:04.280195,1
2026-03-06 21:21:04.323247,0
2026-03-06 21:21:04.381787,1
2026-03-06 21:21:04.425226,0
2026-03-06 21:21:04.483968,1
2026-03-06 21:21:04.527166,0
2026-03-06 21:21:04.586346,1
2026-03-06 21:21:04.628655,0
2026-03-06 21:21:04.68804,1
2026-03-06 21:21:04.730763,0
2026-03-06 21:21:04.789914,1
2026-03-06 21:21:04.832713,0
2026-03-06 21:21:04.892195,1
2026-03-06 21:21:04.93466,0
2026-03-06 21:21:04.994324,1
2026-03-06 21:21:05.036999,0
2026-03-06 21:21:05.096089,1
2026-03-06 21:21:05.138787,0
2026-03-06 21:21:05.198103,1
2026-03-06 21:21:05.241129,0
2026-03-06 21:21:05.300107,1
2026-03-06 21:21:05.342867,0
2026-03-06 21:21:05.402074,1
2026-03-06 21:21:05.445048,0
2026-03-06 21:21:05.504073,1
2026-03-06 21:21:05.546983,0
2026-03-06 21:21:05.606358,1
2026-03-06 21:21:05.648835,0
2026-03-06 21:21:05.707784,1
2026-03-06 21:21:05.750757,0
2026-03-06 21:21:05.810444,1
2026-03-06 21:21:05.852997,0
2026-03-06 21:21:05.911777,1
2026-03-06 21:21:05.954692,0
2026-03-06 21:21:06.014016,1
2026-03-06 21:21:06.057212,0
2026-03-06 21:21:06.116021,1
2026-03-06 21:21:06.158958,0
2026-03-06 21:21:06.218044,1
2026-03-06 21:21:06.260676,0
2026-03-06 21:21:06.320198,1
2026-03-06 21:21:06.363132,0
2026-03-06 21:21:06.421824,1
2026-03-06 21:21:06.464703,0
2026-03-06 21:21:06.524177,1
2026-03-06 21:21:06.566852,0
2026-03-06 21:21:06.625919,1
2026-03-06 21:21:06.668828,0
2026-03-06 21:21:06.728048,1
2026-03-06 21:21:06.770714,0
2026-03-06 21:21:06.830099,1
2026-03-06 21:21:06.872769,0
2026-03-06 21:21:06.931994,1
2026-03-06 21:21:06.97504,0
2026-03-06 21:21:07.034243,1
2026-03-06 21:21:07.077243,0
2026-03-06 21:21:07.136463,1
2026-03-06 21:21:07.179002,0
2026-03-06 21:21:07.238044,1
2026-03-06 21:21:07.281164,0
2026-03-06 21:21:07.340156,1
2026-03-06 21:21:07.382882,0
2026-03-06 21:21:07.442213,1
2026-03-06 21:21:07.484709,0
2026-03-06 21:21:07.544315,1
2026-03-06 21:21:07.586491,0
2026-03-06 21:21:07.646122,1
2026-03-06 21:21:07.689258,0
2026-03-06 21:21:07.747861,1
2026-03-06 21:21:07.790926,0
2026-03-06 21:21:07.849972,1
2026-03-06 21:21:07.89298,0
2026-03-06 21:21:07.951853,1
2026-03-06 21:21:07.994704,0
2026-03-06 21:21:08.053958,1
2026-03-06 21:21:08.096871,0
2026-03-06 21:21:08.155868,1
2026-03-06 21:21:08.198885,0
2026-03-06 21:21:08.258213,1
2026-03-06 21:21:08.301021,0
2026-03-06 21:21:08.360252,1
2026-03-06 21:21:08.403,0
2026-03-06 21:21:08.462031,1
2026-03-06 21:21:08.505059,0
2026-03-06 21:21:08.563942,1
2026-03-06 21:21:08.60677,0
2026-03-06 21:21:08.666037,1
2026-03-06 21:21:08.708882,0
2026-03-06 21:21:08.768172,1
2026-03-06 21:21:08.810896,0
2026-03-06 21:21:08.869793,1
2026-03-06 21:21:08.913426,0
2026-03-06 21:21:08.971708,1
2026-03-06 21:21:09.015281,0
2026-03-06 21:21:09.074025,1
2026-03-06 21:21:09.117337,0
2026-03-06 21:21:09.176551,1
2026-03-06 21:21:09.219128,0
2026-03-06 21:21:09.278012,1
2026-03-06 21:21:09.320991,0
2026-03-06 21:21:09.37971,1
2026-03-06 21:21:09.423412,0
2026-03-06 21:21:09.482059,1
2026-03-06 21:21:09.524881,0
2026-03-06 21:21:09.58411,1
2026-03-06 21:21:09.626898,0
2026-03-06 21:21:09.685938,1
2026-03-06 21:21:09.729102,0
2026-03-06 21:21:09.788082,1
2026-03-06 21:21:09.83113,0
2026-03-06 21:21:09.890172,1
2026-03-06 21:21:09.93289,0
2026-03-06 21:21:09.992149,1
2026-03-06 21:21:10.035032,0
2026-03-06 21:21:10.094286,1
2026-03-06 21:21:10.137123,0
2026-03-06 21:21:10.196414,1
2026-03-06 21:21:10.239118,0
2026-03-06 21:21:10.297888,1
2026-03-06 21:21:10.341262,0
2026-03-06 21:21:10.399956,1
2026-03-06 21:21:10.443437,0
2026-03-06 21:21:10.502026,1
2026-03-06 21:21:10.544692,0
2026-03-06 21:21:10.603818,1
2026-03-06 21:21:10.647071,0
2026-03-06 21:21:10.706109,1
2026-03-06 21:21:10.748788,0
2026-03-06 21:21:10.8079,1
2026-03-06 21:21:10.851212,0
2026-03-06 21:21:10.910109,1
2026-03-06 21:21:10.953169,0
2026-03-06 21:21:11.011733,1
2026-03-06 21:21:11.05476,0
2026-03-06 21:21:11.114094,1
2026-03-06 21:21:11.157237,0
2026-03-06 21:21:11.216297,1
2026-03-06 21:21:11.258949,0
2026-03-06 21:21:11.317776,1
2026-03-06 21:21:11.361191,0
2026-03-06 21:21:11.420095,1
2026-03-06 21:21:11.463066,0
2026-03-06 21:21:11.522257,1
2026-03-06 21:21:11.565073,0
2026-03-06 21:21:11.623845,1
2026-03-06 21:21:11.666745,0
2026-03-06 21:21:11.726329,1
2026-03-06 21:21:11.769021,0
2026-03-06 21:21:11.827919,1
2026-03-06 21:21:11.871089,0
2026-03-06 21:21:11.930164,1
2026-03-06 21:21:11.972821,0
2026-03-06 21:21:12.032364,1
2026-03-06 21:21:12.075132,0
2026-03-06 21:21:12.133906,1
2026-03-06 21:21:12.176862,0
2026-03-06 21:21:12.236102,1
2026-03-06 21:21:12.279401,0
2026-03-06 21:21:12.337878,1
2026-03-06 21:21:12.380935,0
2026-03-06 21:21:12.440226,1
2026-03-06 21:21:12.483138,0
2026-03-06 21:21:12.542107,1
2026-03-06 21:21:12.585029,0
2026-03-06 21:21:12.644436,1
2026-03-06 21:21:12.686985,0
2026-03-06 21:21:12.746236,1
2026-03-06 21:21:12.789472,0
2026-03-06 21:21:12.848059,1
2026-03-06 21:21:12.890888,0
2026-03-06 21:21:12.950103,1
2026-03-06 21:21:12.993226,0
2026-03-06 21:21:13.051851,1
2026-03-06 21:21:13.095387,0
2026-03-06 21:21:13.154427,1
2026-03-06 21:21:13.196862,0
2026-03-06 21:21:13.256306,1
2026-03-06 21:21:13.298882,0
2026-03-06 21:21:13.358337,1
2026-03-06 21:21:13.400973,0
2026-03-06 21:21:13.459889,1
2026-03-06 21:21:13.502887,0
2026-03-06 21:21:13.562235,1
2026-03-06 21:21:13.604908,0
2026-03-06 21:21:13.664485,1
2026-03-06 21:21:13.707223,0
2026-03-06 21:21:13.76582,1
2026-03-06 21:21:13.808978,0
2026-03-06 21:21:13.868193,1
2026-03-06 21:21:13.911005,0
2026-03-06 21:21:13.969814,1
2026-03-06 21:21:14.012836,0
2026-03-06 21:21:14.072078,1
2026-03-06 21:21:14.115065,0
2026-03-06 21:21:14.174353,1
2026-03-06 21:21:14.216933,0
2026-03-06 21:21:14.276224,1
2026-03-06 21:21:14.326471,0
2026-03-06 21:21:14.37788,1
2026-03-06 21:21:14.421017,0
2026-03-06 21:21:14.480315,1
2026-03-06 21:21:14.523671,0
2026-03-06 21:21:14.582274,1
2026-03-06 21:21:14.624656,0
2026-03-06 21:21:14.684392,1
2026-03-06 21:21:14.727111,0
2026-03-06 21:21:14.786127,1
2026-03-06 21:21:14.829098,0
2026-03-06 21:21:14.888139,1
2026-03-06 21:21:14.930941,0
2026-03-06 21:21:14.990051,1
2026-03-06 21:21:15.032748,0
2026-03-06 21:21:15.092082,1
2026-03-06 21:21:15.135079,0
2026-03-06 21:21:15.194549,1
2026-03-06 21:21:15.236926,0
2026-03-06 21:21:15.295935,1
2026-03-06 21:21:15.339016,0
2026-03-06 21:21:15.398268,1
2026-03-06 21:21:15.441073,0
2026-03-06 21:21:15.499755,1
2026-03-06 21:21:15.543196,0
2026-03-06 21:21:15.601946,1
2026-03-06 21:21:15.644929,0
2026-03-06 21:21:15.70408,1
2026-03-06 21:21:15.746825,0
2026-03-06 21:21:15.806242,1
2026-03-06 21:21:15.8489,0
2026-03-06 21:21:15.908245,1
2026-03-06 21:21:15.951125,0
2026-03-06 21:21:16.010429,1
2026-03-06 21:21:16.053345,0
2026-03-06 21:21:16.11198,1
2026-03-06 21:21:16.154869,0
2026-03-06 21:21:16.214346,1
2026-03-06 21:21:16.25703,0
2026-03-06 21:21:16.315889,1
2026-03-06 21:21:16.359548,0
2026-03-06 21:21:16.417902,1
2026-03-06 21:21:16.460806,0
2026-03-06 21:21:16.52015,1
2026-03-06 21:21:16.563077,0
2026-03-06 21:21:16.62227,1
2026-03-06 21:21:16.665157,0
2026-03-06 21:21:16.723834,1
2026-03-06 21:21:16.767289,0
2026-03-06 21:21:16.826167,1
2026-03-06 21:21:16.869232,0
2026-03-06 21:21:16.928385,1
2026-03-06 21:21:16.971235,0
2026-03-06 21:21:17.030364,1
2026-03-06 21:21:17.073239,0
2026-03-06 21:21:17.132332,1
2026-03-06 21:21:17.175092,0
2026-03-06 21:21:17.23407,1
2026-03-06 21:21:17.276824,0
2026-03-06 21:21:17.336239,1
2026-03-06 21:21:17.378993,0
2026-03-06 21:21:17.43815,1
2026-03-06 21:21:17.481306,0
2026-03-06 21:21:17.540331,1
2026-03-06 21:21:17.583113,0
2026-03-06 21:21:17.64198,1
2026-03-06 21:21:17.684833,0
2026-03-06 21:21:17.74383,1
2026-03-06 21:21:17.787329,0
2026-03-06 21:21:17.846217,1
2026-03-06 21:21:17.88899,0
2026-03-06 21:21:17.948086,1
2026-03-06 21:21:17.99107,0
2026-03-06 21:21:18.049976,1
2026-03-06 21:21:18.093225,0
2026-03-06 21:21:18.151888,1
2026-03-06 21:21:18.195228,0
2026-03-06 21:21:18.254177,1
2026-03-06 21:21:18.297281,0
2026-03-06 21:21:18.355939,1
2026-03-06 21:21:18.399066,0
2026-03-06 21:21:18.458321,1
2026-03-06 21:21:18.5011,0
2026-03-06 21:21:18.560134,1
2026-03-06 21:21:18.60292,0
2026-03-06 21:21:18.661861,1
2026-03-06 21:21:18.705112,0
2026-03-06 21:21:18.764151,1
2026-03-06 21:21:18.807096,0
2026-03-06 21:21:18.865816,1
2026-03-06 21:21:18.909149,0
2026-03-06 21:21:18.968229,1
2026-03-06 21:21:19.011602,0
2026-03-06 21:21:19.070486,1
2026-03-06 21:21:19.113084,0
2026-03-06 21:21:19.172124,1
2026-03-06 21:21:19.215152,0
2026-03-06 21:21:19.274636,1
2026-03-06 21:21:19.317229,0
2026-03-06 21:21:19.376128,1
2026-03-06 21:21:19.419429,0
2026-03-06 21:21:19.477924,1
2026-03-06 21:21:19.521048,0
2026-03-06 21:21:19.580083,1
2026-03-06 21:21:19.623238,0
2026-03-06 21:21:19.6823,1
2026-03-06 21:21:19.725369,0
2026-03-06 21:21:19.78385,1
2026-03-06 21:21:19.827188,0
2026-03-06 21:21:19.886198,1
2026-03-06 21:21:19.928828,0
2026-03-06 21:21:19.988073,1
2026-03-06 21:21:20.031492,0
2026-03-06 21:21:20.090058,1
2026-03-06 21:21:20.132961,0
2026-03-06 21:21:20.191873,1
2026-03-06 21:21:20.23517,0
2026-03-06 21:21:20.293919,1
2026-03-06 21:21:20.337045,0
2026-03-06 21:21:20.396462,1
2026-03-06 21:21:20.438856,0
2026-03-06 21:21:20.498099,1
2026-03-06 21:21:20.540983,0
2026-03-06 21:21:20.600242,1
2026-03-06 21:21:20.642932,0
2026-03-06 21:21:20.702203,1
2026-03-06 21:21:20.744844,0
2026-03-06 21:21:20.803967,1
2026-03-06 21:21:20.846935,0
2026-03-06 21:21:20.906074,1
2026-03-06 21:21:20.949011,0
2026-03-06 21:21:21.007946,1
2026-03-06 21:21:21.050943,0
2026-03-06 21:21:21.110582,1
2026-03-06 21:21:21.153428,0
2026-03-06 21:21:21.212334,1
2026-03-06 21:21:21.254707,0
2026-03-06 21:21:21.313965,1
2026-03-06 21:21:21.356876,0
2026-03-06 21:21:21.416284,1
2026-03-06 21:21:21.459244,0
2026-03-06 21:21:21.517852,1
2026-03-06 21:21:21.561474,0
2026-03-06 21:21:21.620272,1
2026-03-06 21:21:21.663278,0
2026-03-06 21:21:21.722292,1
2026-03-06 21:21:21.76527,0
2026-03-06 21:21:21.823929,1
2026-03-06 21:21:21.867343,0
2026-03-06 21:21:21.926196,1
2026-03-06 21:21:21.969062,0
2026-03-06 21:21:22.028076,1
2026-03-06 21:21:22.071445,0
2026-03-06 21:21:22.130208,1
2026-03-06 21:21:22.173346,0
2026-03-06 21:21:22.232224,1
2026-03-06 21:21:22.275263,0
2026-03-06 21:21:22.334291,1
2026-03-06 21:21:22.377251,0
2026-03-06 21:21:22.436349,1
2026-03-06 21:21:22.479174,0
2026-03-06 21:21:22.538451,1
2026-03-06 21:21:22.581256,0
2026-03-06 21:21:22.640238,1
2026-03-06 21:21:22.683185,0
2026-03-06 21:21:22.742155,1
2026-03-06 21:21:22.785174,0
2026-03-06 21:21:22.844383,1
2026-03-06 21:21:22.886837,0
2026-03-06 21:21:22.946113,1
2026-03-06 21:21:22.988787,0
2026-03-06 21:21:23.048182,1
2026-03-06 21:21:23.09128,0
2026-03-06 21:21:23.150394,1
2026-03-06 21:21:23.192867,0
2026-03-06 21:21:23.252175,1
2026-03-06 21:21:23.295191,0
2026-03-06 21:21:23.353801,1
2026-03-06 21:21:23.397031,0
2026-03-06 21:21:23.456082,1
2026-03-06 21:21:23.499128,0
2026-03-06 21:21:23.558428,1
2026-03-06 21:21:23.601205,0
2026-03-06 21:21:23.660304,1
2026-03-06 21:21:23.703109,0
2026-03-06 21:21:23.762342,1
2026-03-06 21:21:23.805375,0
2026-03-06 21:21:23.864612,1
2026-03-06 21:21:23.906736,0
2026-03-06 21:21:23.965892,1
2026-03-06 21:21:24.009229,0
2026-03-06 21:21:24.068562,1
2026-03-06 21:21:24.111209,0
2026-03-06 21:21:24.170088,1
2026-03-06 21:21:24.21305,0
2026-03-06 21:21:24.272104,1
2026-03-06 21:21:24.314756,0
2026-03-06 21:21:24.374038,1
2026-03-06 21:21:24.417108,0
2026-03-06 21:21:24.476087,1
2026-03-06 21:21:24.518874,0
2026-03-06 21:21:24.578161,1
2026-03-06 21:21:24.621245,0
2026-03-06 21:21:24.680436,1
2026-03-06 21:21:24.723298,0
2026-03-06 21:21:24.781948,1
2026-03-06 21:21:24.824759,0
2026-03-06 21:21:24.884112,1
2026-03-06 21:21:24.926947,0
2026-03-06 21:21:24.986035,1
2026-03-06 21:21:25.029048,0
2026-03-06 21:21:25.088372,1
2026-03-06 21:21:25.131483,0
2026-03-06 21:21:25.19024,1
2026-03-06 21:21:25.232985,0
2026-03-06 21:21:25.292217,1
2026-03-06 21:21:25.335145,0
2026-03-06 21:21:25.39401,1
2026-03-06 21:21:25.43742,0
2026-03-06 21:21:25.496549,1
2026-03-06 21:21:25.539287,0
2026-03-06 21:21:25.598198,1
2026-03-06 21:21:25.641121,0
2026-03-06 21:21:25.700567,1
2026-03-06 21:21:25.743344,0
2026-03-06 21:21:25.802427,1
2026-03-06 21:21:25.84501,0
2026-03-06 21:21:25.904018,1
