time,ACT.GSE_High_Press_Control.timestamp_ns
2026-03-06 21:17:09.721987,1772831829721698995
2026-03-06 21:17:09.72202,1772831829721698995
2026-03-06 21:17:09.779564,1772831829779301289
2026-03-06 21:17:09.779593,1772831829779301289
2026-03-06 21:17:09.823683,1772831829823392598
2026-03-06 21:17:09.823714,1772831829823392598
2026-03-06 21:17:09.881556,1772831829881356597
2026-03-06 21:17:09.881577,1772831829881356597
2026-03-06 21:17:09.925696,1772831829925489589
2026-03-06 21:17:09.925723,1772831829925489589
2026-03-06 21:17:09.983826,1772831829983451633
2026-03-06 21:17:09.983874,1772831829983451633
2026-03-06 21:17:10.027576,1772831830027355930
2026-03-06 21:17:10.027601,1772831830027355930
2026-03-06 21:17:10.08568,1772831830085338006
2026-03-06 21:17:10.085735,1772831830085338006
2026-03-06 21:17:10.129724,1772831830129470032
2026-03-06 21:17:10.129754,1772831830129470032
2026-03-06 21:17:10.187952,1772831830187611277
2026-03-06 21:17:10.188031,1772831830187611277
2026-03-06 21:17:10.231881,1772831830231525369
2026-03-06 21:17:10.231902,1772831830231525369
2026-03-06 21:17:10.289511,1772831830289362457
2026-03-06 21:17:10.28953,1772831830289362457
2026-03-06 21:17:10.334327,1772831830333650093
2026-03-06 21:17:10.334358,1772831830333650093
2026-03-06 21:17:10.391563,1772831830391264047
2026-03-06 21:17:10.3916,1772831830391264047
2026-03-06 21:17:10.436041,1772831830435751769
2026-03-06 21:17:10.436072,1772831830435751769
2026-03-06 21:17:10.493692,1772831830493395579
2026-03-06 21:17:10.493718,1772831830493395579
2026-03-06 21:17:10.538181,1772831830537752884
2026-03-06 21:17:10.538242,1772831830537752884
2026-03-06 21:17:10.596353,1772831830595771107
2026-03-06 21:17:10.596388,1772831830595771107
2026-03-06 21:17:10.640516,1772831830639730197
2026-03-06 21:17:10.640554,1772831830639730197
2026-03-06 21:17:10.697853,1772831830697604296
2026-03-06 21:17:10.697875,1772831830697604296
2026-03-06 21:17:10.741538,1772831830741264802
2026-03-06 21:17:10.741572,1772831830741264802
2026-03-06 21:17:10.799892,1772831830799553441
2026-03-06 21:17:10.799927,1772831830799553441
2026-03-06 21:17:10.843546,1772831830843287163
2026-03-06 21:17:10.843569,1772831830843287163
2026-03-06 21:17:10.902209,1772831830901795638
2026-03-06 21:17:10.902242,1772831830901795638
2026-03-06 21:17:10.945794,1772831830945641909
2026-03-06 21:17:10.945806,1772831830945641909
2026-03-06 21:17:11.003705,1772831831003451394
2026-03-06 21:17:11.003737,1772831831003451394
2026-03-06 21:17:11.047772,1772831831047577793
2026-03-06 21:17:11.047797,1772831831047577793
2026-03-06 21:17:11.105739,1772831831105455809
2026-03-06 21:17:11.105782,1772831831105455809
2026-03-06 21:17:11.14961,1772831831149447257
2026-03-06 21:17:11.149636,1772831831149447257
2026-03-06 21:17:11.209443,1772831831207638362
2026-03-06 21:17:11.20948,1772831831207638362
2026-03-06 21:17:11.25146,1772831831251325699
2026-03-06 21:17:11.25148,1772831831251325699
2026-03-06 21:17:11.309882,1772831831309530211
2026-03-06 21:17:11.30992,1772831831309530211
2026-03-06 21:17:11.354008,1772831831353792382
2026-03-06 21:17:11.354026,1772831831353792382
2026-03-06 21:17:11.411404,1772831831411270599
2026-03-06 21:17:11.411422,1772831831411270599
2026-03-06 21:17:11.455512,1772831831455341720
2026-03-06 21:17:11.455534,1772831831455341720
2026-03-06 21:17:11.513913,1772831831513506057
2026-03-06 21:17:11.513948,1772831831513506057
2026-03-06 21:17:11.557611,1772831831557261293
2026-03-06 21:17:11.557641,1772831831557261293
2026-03-06 21:17:11.615875,1772831831615488957
2026-03-06 21:17:11.615917,1772831831615488957
2026-03-06 21:17:11.659836,1772831831659600348
2026-03-06 21:17:11.65987,1772831831659600348
2026-03-06 21:17:11.717697,1772831831717348362
2026-03-06 21:17:11.717732,1772831831717348362
2026-03-06 21:17:11.762085,1772831831761779982
2026-03-06 21:17:11.762116,1772831831761779982
2026-03-06 21:17:11.819857,1772831831819645300
2026-03-06 21:17:11.819882,1772831831819645300
2026-03-06 21:17:11.863305,1772831831863179094
2026-03-06 21:17:11.863324,1772831831863179094
2026-03-06 21:17:11.921917,1772831831921674131
2026-03-06 21:17:11.921953,1772831831921674131
2026-03-06 21:17:11.966045,1772831831965817049
2026-03-06 21:17:11.966072,1772831831965817049
2026-03-06 21:17:12.023601,1772831832023347162
2026-03-06 21:17:12.023631,1772831832023347162
2026-03-06 21:17:12.067702,1772831832067379073
2026-03-06 21:17:12.067728,1772831832067379073
2026-03-06 21:17:12.125731,1772831832125420375
2026-03-06 21:17:12.125762,1772831832125420375
2026-03-06 21:17:12.170241,1772831832169950529
2026-03-06 21:17:12.170259,1772831832169950529
2026-03-06 21:17:12.227604,1772831832227345464
2026-03-06 21:17:12.227638,1772831832227345464
2026-03-06 21:17:12.271839,1772831832271504828
2026-03-06 21:17:12.271873,1772831832271504828
2026-03-06 21:17:12.329813,1772831832329406696
2026-03-06 21:17:12.329846,1772831832329406696
2026-03-06 21:17:12.373803,1772831832373573315
2026-03-06 21:17:12.373829,1772831832373573315
2026-03-06 21:17:12.432002,1772831832431744848
2026-03-06 21:17:12.432022,1772831832431744848
2026-03-06 21:17:12.476008,1772831832475778611
2026-03-06 21:17:12.476035,1772831832475778611
2026-03-06 21:17:12.533707,1772831832533562235
2026-03-06 21:17:12.533725,1772831832533562235
2026-03-06 21:17:12.578274,1772831832577851955
2026-03-06 21:17:12.578303,1772831832577851955
2026-03-06 21:17:12.635639,1772831832635470542
2026-03-06 21:17:12.635654,1772831832635470542
2026-03-06 21:17:12.679656,1772831832679509280
2026-03-06 21:17:12.679674,1772831832679509280
2026-03-06 21:17:12.737728,1772831832737386105
2026-03-06 21:17:12.737747,1772831832737386105
2026-03-06 21:17:12.781672,1772831832781469292
2026-03-06 21:17:12.781696,1772831832781469292
2026-03-06 21:17:12.840058,1772831832839737754
2026-03-06 21:17:12.840092,1772831832839737754
2026-03-06 21:17:12.883744,1772831832883560628
2026-03-06 21:17:12.883763,1772831832883560628
2026-03-06 21:17:12.941714,1772831832941449531
2026-03-06 21:17:12.941742,1772831832941449531
2026-03-06 21:17:12.985904,1772831832985553909
2026-03-06 21:17:12.985935,1772831832985553909
2026-03-06 21:17:13.044106,1772831833043842198
2026-03-06 21:17:13.044134,1772831833043842198
2026-03-06 21:17:13.087634,1772831833087332750
2026-03-06 21:17:13.08766,1772831833087332750
2026-03-06 21:17:13.146725,1772831833145844164
2026-03-06 21:17:13.146768,1772831833145844164
2026-03-06 21:17:13.189679,1772831833189513651
2026-03-06 21:17:13.1897,1772831833189513651
2026-03-06 21:17:13.248276,1772831833247416428
2026-03-06 21:17:13.248307,1772831833247416428
2026-03-06 21:17:13.291952,1772831833291642295
2026-03-06 21:17:13.291979,1772831833291642295
2026-03-06 21:17:13.349475,1772831833349382689
2026-03-06 21:17:13.349495,1772831833349382689
2026-03-06 21:17:13.393852,1772831833393678104
2026-03-06 21:17:13.393874,1772831833393678104
2026-03-06 21:17:13.451614,1772831833451397011
2026-03-06 21:17:13.451672,1772831833451397011
2026-03-06 21:17:13.495892,1772831833495637556
2026-03-06 21:17:13.495926,1772831833495637556
2026-03-06 21:17:13.553956,1772831833553707863
2026-03-06 21:17:13.553979,1772831833553707863
2026-03-06 21:17:13.597928,1772831833597561458
2026-03-06 21:17:13.597958,1772831833597561458
2026-03-06 21:17:13.65564,1772831833655337926
2026-03-06 21:17:13.655676,1772831833655337926
2026-03-06 21:17:13.69977,1772831833699567126
2026-03-06 21:17:13.699793,1772831833699567126
2026-03-06 21:17:13.757591,1772831833757387424
2026-03-06 21:17:13.757625,1772831833757387424
2026-03-06 21:17:13.801741,1772831833801454915
