time,ACT.GN2_Vent.actuator_state
2026-03-06 21:14:29.227446,1
2026-03-06 21:14:29.274591,0
2026-03-06 21:14:29.329523,1
2026-03-06 21:14:29.376998,0
2026-03-06 21:14:29.431794,1
2026-03-06 21:14:29.478414,0
2026-03-06 21:14:29.533702,1
2026-03-06 21:14:29.580474,0
2026-03-06 21:14:29.635884,1
2026-03-06 21:14:29.682399,0
2026-03-06 21:14:29.737519,1
2026-03-06 21:14:29.784543,0
2026-03-06 21:14:29.839479,1
2026-03-06 21:14:29.886429,0
2026-03-06 21:14:29.941734,1
2026-03-06 21:14:29.988933,0
2026-03-06 21:14:30.043606,1
2026-03-06 21:14:30.090679,0
2026-03-06 21:14:30.14577,1
2026-03-06 21:14:30.192653,0
2026-03-06 21:14:30.247757,1
2026-03-06 21:14:30.294514,0
2026-03-06 21:14:30.350009,1
2026-03-06 21:14:30.396274,0
2026-03-06 21:14:30.451927,1
2026-03-06 21:14:30.498754,0
2026-03-06 21:14:30.553866,1
2026-03-06 21:14:30.600784,0
2026-03-06 21:14:30.655628,1
2026-03-06 21:14:30.702677,0
2026-03-06 21:14:30.759274,1
2026-03-06 21:14:30.804578,0
2026-03-06 21:14:30.859539,1
2026-03-06 21:14:30.906784,0
2026-03-06 21:14:30.96185,1
2026-03-06 21:14:31.008646,0
2026-03-06 21:14:31.064025,1
2026-03-06 21:14:31.110487,0
2026-03-06 21:14:31.16589,1
2026-03-06 21:14:31.212474,0
2026-03-06 21:14:31.267964,1
2026-03-06 21:14:31.314379,0
2026-03-06 21:14:31.369851,1
2026-03-06 21:14:31.41639,0
2026-03-06 21:14:31.471621,1
2026-03-06 21:14:31.518359,0
2026-03-06 21:14:31.573907,1
2026-03-06 21:14:31.620494,0
2026-03-06 21:14:31.675696,1
2026-03-06 21:14:31.722785,0
2026-03-06 21:14:31.777876,1
2026-03-06 21:14:31.8249,0
2026-03-06 21:14:31.879874,1
2026-03-06 21:14:31.92641,0
2026-03-06 21:14:31.981735,1
2026-03-06 21:14:32.028315,0
2026-03-06 21:14:32.083836,1
2026-03-06 21:14:32.130692,0
2026-03-06 21:14:32.185805,1
2026-03-06 21:14:32.232446,0
2026-03-06 21:14:32.287429,1
2026-03-06 21:14:32.334878,0
2026-03-06 21:14:32.389638,1
2026-03-06 21:14:32.436185,0
2026-03-06 21:14:32.491884,1
2026-03-06 21:14:32.538329,0
2026-03-06 21:14:32.593828,1
2026-03-06 21:14:32.640537,0
2026-03-06 21:14:32.695625,1
2026-03-06 21:14:32.74293,0
2026-03-06 21:14:32.798044,1
2026-03-06 21:14:32.844638,0
2026-03-06 21:14:32.899782,1
2026-03-06 21:14:32.94645,0
2026-03-06 21:14:33.00208,1
2026-03-06 21:14:33.048916,0
2026-03-06 21:14:33.104037,1
2026-03-06 21:14:33.150678,0
2026-03-06 21:14:33.20552,1
2026-03-06 21:14:33.252665,0
2026-03-06 21:14:33.307694,1
2026-03-06 21:14:33.354868,0
2026-03-06 21:14:33.41049,1
2026-03-06 21:14:33.456387,0
2026-03-06 21:14:33.511407,1
2026-03-06 21:14:33.558507,0
2026-03-06 21:14:33.613509,1
2026-03-06 21:14:33.660721,0
2026-03-06 21:14:33.715774,1
2026-03-06 21:14:33.762427,0
2026-03-06 21:14:33.817751,1
2026-03-06 21:14:33.864833,0
2026-03-06 21:14:33.919965,1
2026-03-06 21:14:33.966533,0
2026-03-06 21:14:34.021756,1
2026-03-06 21:14:34.068491,0
2026-03-06 21:14:34.123983,1
2026-03-06 21:14:34.171032,0
2026-03-06 21:14:34.226146,1
2026-03-06 21:14:34.272374,0
2026-03-06 21:14:34.327727,1
2026-03-06 21:14:34.374384,0
2026-03-06 21:14:34.430141,1
2026-03-06 21:14:34.47692,0
2026-03-06 21:14:34.531856,1
2026-03-06 21:14:34.578364,0
2026-03-06 21:14:34.633876,1
2026-03-06 21:14:34.680233,0
2026-03-06 21:14:34.735834,1
2026-03-06 21:14:34.78258,0
2026-03-06 21:14:34.837539,1
2026-03-06 21:14:34.884621,0
2026-03-06 21:14:34.939653,1
2026-03-06 21:14:34.986301,0
2026-03-06 21:14:35.041933,1
2026-03-06 21:14:35.088811,0
2026-03-06 21:14:35.14354,1
2026-03-06 21:14:35.190933,0
2026-03-06 21:14:35.246095,1
2026-03-06 21:14:35.292472,0
2026-03-06 21:14:35.348045,1
2026-03-06 21:14:35.394382,0
2026-03-06 21:14:35.449485,1
2026-03-06 21:14:35.496683,0
2026-03-06 21:14:35.551567,1
2026-03-06 21:14:35.598433,0
2026-03-06 21:14:35.653737,1
2026-03-06 21:14:35.700211,0
2026-03-06 21:14:35.756391,1
2026-03-06 21:14:35.8027,0
2026-03-06 21:14:35.858107,1
2026-03-06 21:14:35.90477,0
2026-03-06 21:14:35.959734,1
2026-03-06 21:14:36.006664,0
2026-03-06 21:14:36.062224,1
2026-03-06 21:14:36.108565,0
2026-03-06 21:14:36.164034,1
2026-03-06 21:14:36.210931,0
2026-03-06 21:14:36.266005,1
2026-03-06 21:14:36.312908,0
2026-03-06 21:14:36.368256,1
2026-03-06 21:14:36.414693,0
2026-03-06 21:14:36.469662,1
2026-03-06 21:14:36.516957,0
2026-03-06 21:14:36.571782,1
2026-03-06 21:14:36.618418,0
2026-03-06 21:14:36.673908,1
2026-03-06 21:14:36.720375,0
2026-03-06 21:14:36.776261,1
2026-03-06 21:14:36.823018,0
2026-03-06 21:14:36.877795,1
2026-03-06 21:14:36.924926,0
2026-03-06 21:14:36.979498,1
2026-03-06 21:14:37.026873,0
2026-03-06 21:14:37.081673,1
2026-03-06 21:14:37.128762,0
2026-03-06 21:14:37.184147,1
2026-03-06 21:14:37.23111,0
2026-03-06 21:14:37.285654,1
2026-03-06 21:14:37.332528,0
2026-03-06 21:14:37.38789,1
2026-03-06 21:14:37.434724,0
2026-03-06 21:14:37.489803,1
2026-03-06 21:14:37.536791,0
2026-03-06 21:14:37.591956,1
2026-03-06 21:14:37.638863,0
2026-03-06 21:14:37.69392,1
2026-03-06 21:14:37.740612,0
2026-03-06 21:14:37.795873,1
2026-03-06 21:14:37.842804,0
2026-03-06 21:14:37.897797,1
2026-03-06 21:14:37.944853,0
2026-03-06 21:14:38.000154,1
2026-03-06 21:14:38.04668,0
2026-03-06 21:14:38.101818,1
2026-03-06 21:14:38.148949,0
2026-03-06 21:14:38.203839,1
2026-03-06 21:14:38.250667,0
2026-03-06 21:14:38.305931,1
2026-03-06 21:14:38.352747,0
2026-03-06 21:14:38.408142,1
2026-03-06 21:14:38.454807,0
2026-03-06 21:14:38.509767,1
2026-03-06 21:14:38.55656,0
2026-03-06 21:14:38.612355,1
2026-03-06 21:14:38.65871,0
2026-03-06 21:14:38.715302,1
2026-03-06 21:14:38.760667,0
2026-03-06 21:14:38.815839,1
2026-03-06 21:14:38.862619,0
2026-03-06 21:14:38.917768,1
2026-03-06 21:14:38.964339,0
2026-03-06 21:14:39.020177,1
2026-03-06 21:14:39.066488,0
2026-03-06 21:14:39.121986,1
2026-03-06 21:14:39.168568,0
2026-03-06 21:14:39.22396,1
2026-03-06 21:14:39.270719,0
2026-03-06 21:14:39.325658,1
2026-03-06 21:14:39.372235,0
2026-03-06 21:14:39.427601,1
2026-03-06 21:14:39.474327,0
2026-03-06 21:14:39.529747,1
2026-03-06 21:14:39.576476,0
2026-03-06 21:14:39.631766,1
2026-03-06 21:14:39.678506,0
2026-03-06 21:14:39.734191,1
2026-03-06 21:14:39.780827,0
2026-03-06 21:14:39.836068,1
2026-03-06 21:14:39.883857,0
2026-03-06 21:14:39.938028,1
2026-03-06 21:14:39.984342,0
2026-03-06 21:14:40.040118,1
2026-03-06 21:14:40.086421,0
2026-03-06 21:14:40.141666,1
2026-03-06 21:14:40.188495,0
2026-03-06 21:14:40.243888,1
2026-03-06 21:14:40.290738,0
2026-03-06 21:14:40.345939,1
2026-03-06 21:14:40.392694,0
2026-03-06 21:14:40.447961,1
2026-03-06 21:14:40.494576,0
2026-03-06 21:14:40.549758,1
2026-03-06 21:14:40.596573,0
2026-03-06 21:14:40.651934,1
2026-03-06 21:14:40.698489,0
2026-03-06 21:14:40.753718,1
2026-03-06 21:14:40.800637,0
2026-03-06 21:14:40.856273,1
2026-03-06 21:14:40.902804,0
2026-03-06 21:14:40.957853,1
2026-03-06 21:14:41.004679,0
2026-03-06 21:14:41.060141,1
2026-03-06 21:14:41.106668,0
2026-03-06 21:14:41.16174,1
2026-03-06 21:14:41.20894,0
2026-03-06 21:14:41.263729,1
2026-03-06 21:14:41.311076,0
2026-03-06 21:14:41.366112,1
2026-03-06 21:14:41.412349,0
2026-03-06 21:14:41.467848,1
2026-03-06 21:14:41.514665,0
2026-03-06 21:14:41.569739,1
2026-03-06 21:14:41.616647,0
2026-03-06 21:14:41.672072,1
2026-03-06 21:14:41.718814,0
2026-03-06 21:14:41.774129,1
2026-03-06 21:14:41.820603,0
2026-03-06 21:14:41.876014,1
2026-03-06 21:14:41.922635,0
2026-03-06 21:14:41.977996,1
2026-03-06 21:14:42.02469,0
2026-03-06 21:14:42.0798,1
2026-03-06 21:14:42.126725,0
2026-03-06 21:14:42.181884,1
2026-03-06 21:14:42.228975,0
2026-03-06 21:14:42.284004,1
2026-03-06 21:14:42.330948,0
2026-03-06 21:14:42.386066,1
2026-03-06 21:14:42.43254,0
2026-03-06 21:14:42.488081,1
2026-03-06 21:14:42.534715,0
2026-03-06 21:14:42.590117,1
2026-03-06 21:14:42.636572,0
2026-03-06 21:14:42.692336,1
2026-03-06 21:14:42.738776,0
2026-03-06 21:14:42.794642,1
2026-03-06 21:14:42.840757,0
2026-03-06 21:14:42.896167,1
2026-03-06 21:14:42.94298,0
2026-03-06 21:14:42.998048,1
2026-03-06 21:14:43.044953,0
2026-03-06 21:14:43.100136,1
2026-03-06 21:14:43.146741,0
2026-03-06 21:14:43.201927,1
2026-03-06 21:14:43.248989,0
2026-03-06 21:14:43.304359,1
2026-03-06 21:14:43.350807,0
2026-03-06 21:14:43.405756,1
2026-03-06 21:14:43.452466,0
2026-03-06 21:14:43.507899,1
2026-03-06 21:14:43.554799,0
2026-03-06 21:14:43.61005,1
2026-03-06 21:14:43.657061,0
2026-03-06 21:14:43.711814,1
2026-03-06 21:14:43.758694,0
2026-03-06 21:14:43.814394,1
2026-03-06 21:14:43.860816,0
2026-03-06 21:14:43.916009,1
2026-03-06 21:14:43.962798,0
2026-03-06 21:14:44.017886,1
2026-03-06 21:14:44.064631,0
2026-03-06 21:14:44.120235,1
2026-03-06 21:14:44.166732,0
2026-03-06 21:14:44.222018,1
2026-03-06 21:14:44.268793,0
2026-03-06 21:14:44.324394,1
2026-03-06 21:14:44.370969,0
2026-03-06 21:14:44.426175,1
2026-03-06 21:14:44.473171,0
2026-03-06 21:14:44.528226,1
2026-03-06 21:14:44.574933,0
2026-03-06 21:14:44.630037,1
2026-03-06 21:14:44.676584,0
2026-03-06 21:14:44.73223,1
2026-03-06 21:14:44.778763,0
2026-03-06 21:14:44.833814,1
2026-03-06 21:14:44.880481,0
2026-03-06 21:14:44.93612,1
2026-03-06 21:14:44.982661,0
2026-03-06 21:14:45.037863,1
2026-03-06 21:14:45.085061,0
2026-03-06 21:14:45.139995,1
2026-03-06 21:14:45.18676,0
2026-03-06 21:14:45.241789,1
2026-03-06 21:14:45.288746,0
2026-03-06 21:14:45.34397,1
2026-03-06 21:14:45.390474,0
2026-03-06 21:14:45.445782,1
2026-03-06 21:14:45.492911,0
2026-03-06 21:14:45.547995,1
2026-03-06 21:14:45.594828,0
2026-03-06 21:14:45.649997,1
2026-03-06 21:14:45.696877,0
2026-03-06 21:14:45.75232,1
2026-03-06 21:14:45.798699,0
2026-03-06 21:14:45.854042,1
2026-03-06 21:14:45.900719,0
2026-03-06 21:14:45.955789,1
2026-03-06 21:14:46.002552,0
2026-03-06 21:14:46.058482,1
2026-03-06 21:14:46.104647,0
2026-03-06 21:14:46.159873,1
2026-03-06 21:14:46.206834,0
2026-03-06 21:14:46.262387,1
2026-03-06 21:14:46.308762,0
2026-03-06 21:14:46.36414,1
2026-03-06 21:14:46.410625,0
2026-03-06 21:14:46.46595,1
2026-03-06 21:14:46.512715,0
2026-03-06 21:14:46.568049,1
2026-03-06 21:14:46.614715,0
2026-03-06 21:14:46.670284,1
2026-03-06 21:14:46.717097,0
2026-03-06 21:14:46.772039,1
2026-03-06 21:14:46.818979,0
2026-03-06 21:14:46.87444,1
2026-03-06 21:14:46.920661,0
2026-03-06 21:14:46.976813,1
2026-03-06 21:14:47.022562,0
2026-03-06 21:14:47.078022,1
2026-03-06 21:14:47.12463,0
2026-03-06 21:14:47.180029,1
2026-03-06 21:14:47.227012,0
2026-03-06 21:14:47.282087,1
2026-03-06 21:14:47.328723,0
2026-03-06 21:14:47.3841,1
2026-03-06 21:14:47.431031,0
2026-03-06 21:14:47.486146,1
2026-03-06 21:14:47.532575,0
2026-03-06 21:14:47.588459,1
2026-03-06 21:14:47.63502,0
2026-03-06 21:14:47.690351,1
2026-03-06 21:14:47.737067,0
2026-03-06 21:14:47.792226,1
2026-03-06 21:14:47.838555,0
2026-03-06 21:14:47.893747,1
2026-03-06 21:14:47.941903,0
2026-03-06 21:14:47.996077,1
2026-03-06 21:14:48.042685,0
2026-03-06 21:14:48.098232,1
2026-03-06 21:14:48.145433,0
2026-03-06 21:14:48.200045,1
2026-03-06 21:14:48.247039,0
2026-03-06 21:14:48.301919,1
2026-03-06 21:14:48.349102,0
2026-03-06 21:14:48.404384,1
2026-03-06 21:14:48.450613,0
2026-03-06 21:14:48.506313,1
2026-03-06 21:14:48.552566,0
2026-03-06 21:14:48.608087,1
2026-03-06 21:14:48.654822,0
2026-03-06 21:14:48.709932,1
2026-03-06 21:14:48.756995,0
2026-03-06 21:14:48.812244,1
2026-03-06 21:14:48.858475,0
2026-03-06 21:14:48.914249,1
2026-03-06 21:14:48.96215,0
2026-03-06 21:14:49.015902,1
2026-03-06 21:14:49.06286,0
2026-03-06 21:14:49.118102,1
2026-03-06 21:14:49.164758,0
2026-03-06 21:14:49.220107,1
2026-03-06 21:14:49.266841,0
2026-03-06 21:14:49.321915,1
2026-03-06 21:14:49.36828,0
2026-03-06 21:14:49.423967,1
2026-03-06 21:14:49.470647,0
2026-03-06 21:14:49.525817,1
2026-03-06 21:14:49.572785,0
2026-03-06 21:14:49.628225,1
2026-03-06 21:14:49.674574,0
2026-03-06 21:14:49.72975,1
2026-03-06 21:14:49.776355,0
2026-03-06 21:14:49.83302,1
2026-03-06 21:14:49.878565,0
2026-03-06 21:14:49.934,1
2026-03-06 21:14:49.981071,0
2026-03-06 21:14:50.036217,1
2026-03-06 21:14:50.082648,0
2026-03-06 21:14:50.138116,1
2026-03-06 21:14:50.184595,0
2026-03-06 21:14:50.240369,1
2026-03-06 21:14:50.287136,0
2026-03-06 21:14:50.341953,1
2026-03-06 21:14:50.389038,0
2026-03-06 21:14:50.443967,1
2026-03-06 21:14:50.490988,0
2026-03-06 21:14:50.546148,1
2026-03-06 21:14:50.592762,0
2026-03-06 21:14:50.648178,1
2026-03-06 21:14:50.694663,0
2026-03-06 21:14:50.75033,1
2026-03-06 21:14:50.796741,0
2026-03-06 21:14:50.851906,1
2026-03-06 21:14:50.899486,0
2026-03-06 21:14:50.954029,1
2026-03-06 21:14:51.000793,0
2026-03-06 21:14:51.056309,1
2026-03-06 21:14:51.102558,0
2026-03-06 21:14:51.158113,1
2026-03-06 21:14:51.204869,0
2026-03-06 21:14:51.260584,1
2026-03-06 21:14:51.306959,0
2026-03-06 21:14:51.362097,1
2026-03-06 21:14:51.408726,0
2026-03-06 21:14:51.464106,1
2026-03-06 21:14:51.510848,0
2026-03-06 21:14:51.566399,1
2026-03-06 21:14:51.612591,0
2026-03-06 21:14:51.667872,1
2026-03-06 21:14:51.714725,0
2026-03-06 21:14:51.770275,1
2026-03-06 21:14:51.816891,0
2026-03-06 21:14:51.87241,1
2026-03-06 21:14:51.918639,0
2026-03-06 21:14:51.973951,1
2026-03-06 21:14:52.020859,0
2026-03-06 21:14:52.076462,1
2026-03-06 21:14:52.122616,0
2026-03-06 21:14:52.178112,1
2026-03-06 21:14:52.224743,0
2026-03-06 21:14:52.27988,1
2026-03-06 21:14:52.326798,0
2026-03-06 21:14:52.382394,1
2026-03-06 21:14:52.429777,0
2026-03-06 21:14:52.484461,1
2026-03-06 21:14:52.530576,0
2026-03-06 21:14:52.586071,1
2026-03-06 21:14:52.632719,0
2026-03-06 21:14:52.687982,1
2026-03-06 21:14:52.734819,0
2026-03-06 21:14:52.790322,1
2026-03-06 21:14:52.837108,0
2026-03-06 21:14:52.892667,1
2026-03-06 21:14:52.939,0
2026-03-06 21:14:52.994328,1
2026-03-06 21:14:53.040591,0
2026-03-06 21:14:53.096001,1
2026-03-06 21:14:53.142529,0
2026-03-06 21:14:53.19841,1
2026-03-06 21:14:53.244702,0
2026-03-06 21:14:53.300378,1
2026-03-06 21:14:53.347078,0
2026-03-06 21:14:53.401958,1
2026-03-06 21:14:53.448519,0
2026-03-06 21:14:53.504315,1
2026-03-06 21:14:53.55065,0
2026-03-06 21:14:53.606128,1
2026-03-06 21:14:53.652439,0
2026-03-06 21:14:53.708508,1
2026-03-06 21:14:53.75468,0
2026-03-06 21:14:53.809768,1
2026-03-06 21:14:53.856903,0
2026-03-06 21:14:53.912489,1
2026-03-06 21:14:53.958994,0
2026-03-06 21:14:54.014457,1
2026-03-06 21:14:54.061218,0
2026-03-06 21:14:54.11629,1
2026-03-06 21:14:54.163096,0
2026-03-06 21:14:54.218102,1
2026-03-06 21:14:54.265385,0
2026-03-06 21:14:54.320058,1
2026-03-06 21:14:54.36692,0
2026-03-06 21:14:54.421982,1
2026-03-06 21:14:54.468908,0
2026-03-06 21:14:54.523675,1
2026-03-06 21:14:54.570627,0
2026-03-06 21:14:54.626416,1
2026-03-06 21:14:54.673186,0
2026-03-06 21:14:54.728107,1
2026-03-06 21:14:54.775434,0
2026-03-06 21:14:54.830127,1
2026-03-06 21:14:54.876822,0
2026-03-06 21:14:54.932388,1
2026-03-06 21:14:54.978524,0
2026-03-06 21:14:55.033822,1
2026-03-06 21:14:55.08055,0
2026-03-06 21:14:55.135879,1
2026-03-06 21:14:55.18258,0
2026-03-06 21:14:55.238515,1
2026-03-06 21:14:55.284958,0
2026-03-06 21:14:55.340123,1
2026-03-06 21:14:55.386506,0
2026-03-06 21:14:55.44208,1
2026-03-06 21:14:55.489143,0
2026-03-06 21:14:55.544336,1
2026-03-06 21:14:55.590704,0
2026-03-06 21:14:55.646397,1
2026-03-06 21:14:55.692717,0
2026-03-06 21:14:55.748368,1
2026-03-06 21:14:55.794721,0
2026-03-06 21:14:55.85046,1
2026-03-06 21:14:55.897454,0
2026-03-06 21:14:55.951979,1
2026-03-06 21:14:55.999051,0
2026-03-06 21:14:56.054524,1
2026-03-06 21:14:56.100893,0
2026-03-06 21:14:56.155846,1
2026-03-06 21:14:56.203181,0
2026-03-06 21:14:56.258402,1
2026-03-06 21:14:56.304865,0
