time,ACT.GN2_Vent.actuator_state
2026-03-06 21:19:25.95142,1
2026-03-06 21:19:25.994509,0
2026-03-06 21:19:26.05324,1
2026-03-06 21:19:26.09652,0
2026-03-06 21:19:26.155026,1
2026-03-06 21:19:26.198576,0
2026-03-06 21:19:26.256934,1
2026-03-06 21:19:26.300267,0
2026-03-06 21:19:26.358912,1
2026-03-06 21:19:26.402582,0
2026-03-06 21:19:26.461445,1
2026-03-06 21:19:26.504392,0
2026-03-06 21:19:26.563199,1
2026-03-06 21:19:26.60646,0
2026-03-06 21:19:26.66494,1
2026-03-06 21:19:26.70881,0
2026-03-06 21:19:26.767079,1
2026-03-06 21:19:26.810692,0
2026-03-06 21:19:26.86915,1
2026-03-06 21:19:26.912835,0
2026-03-06 21:19:26.971328,1
2026-03-06 21:19:27.014613,0
2026-03-06 21:19:27.073058,1
2026-03-06 21:19:27.116657,0
2026-03-06 21:19:27.175989,1
2026-03-06 21:19:27.218803,0
2026-03-06 21:19:27.277224,1
2026-03-06 21:19:27.320881,0
2026-03-06 21:19:27.378835,1
2026-03-06 21:19:27.42261,0
2026-03-06 21:19:27.481502,1
2026-03-06 21:19:27.524815,0
2026-03-06 21:19:27.582907,1
2026-03-06 21:19:27.626511,0
2026-03-06 21:19:27.685068,1
2026-03-06 21:19:27.728516,0
2026-03-06 21:19:27.786896,1
2026-03-06 21:19:27.830561,0
2026-03-06 21:19:27.889267,1
2026-03-06 21:19:27.932883,0
2026-03-06 21:19:27.991172,1
2026-03-06 21:19:28.034601,0
2026-03-06 21:19:28.093383,1
2026-03-06 21:19:28.136862,0
2026-03-06 21:19:28.195346,1
2026-03-06 21:19:28.238656,0
2026-03-06 21:19:28.297575,1
2026-03-06 21:19:28.340601,0
2026-03-06 21:19:28.399036,1
2026-03-06 21:19:28.44243,0
2026-03-06 21:19:28.500971,1
2026-03-06 21:19:28.54444,0
2026-03-06 21:19:28.603481,1
2026-03-06 21:19:28.646569,0
2026-03-06 21:19:28.705061,1
2026-03-06 21:19:28.748482,0
2026-03-06 21:19:28.806832,1
2026-03-06 21:19:28.851011,0
2026-03-06 21:19:28.908938,1
2026-03-06 21:19:28.952865,0
2026-03-06 21:19:29.011016,1
2026-03-06 21:19:29.054584,0
2026-03-06 21:19:29.113301,1
2026-03-06 21:19:29.156361,0
2026-03-06 21:19:29.214849,1
2026-03-06 21:19:29.258896,0
2026-03-06 21:19:29.316919,1
2026-03-06 21:19:29.36026,0
2026-03-06 21:19:29.41937,1
2026-03-06 21:19:29.462421,0
2026-03-06 21:19:29.520741,1
2026-03-06 21:19:29.564774,0
2026-03-06 21:19:29.623186,1
2026-03-06 21:19:29.666512,0
2026-03-06 21:19:29.725231,1
2026-03-06 21:19:29.768796,0
2026-03-06 21:19:29.827522,1
2026-03-06 21:19:29.870608,0
2026-03-06 21:19:29.92929,1
2026-03-06 21:19:29.972389,0
2026-03-06 21:19:30.031095,1
2026-03-06 21:19:30.075107,0
2026-03-06 21:19:30.133201,1
2026-03-06 21:19:30.176911,0
2026-03-06 21:19:30.235123,1
2026-03-06 21:19:30.278595,0
2026-03-06 21:19:30.337275,1
2026-03-06 21:19:30.380534,0
2026-03-06 21:19:30.439405,1
2026-03-06 21:19:30.482784,0
2026-03-06 21:19:30.541139,1
2026-03-06 21:19:30.584292,0
2026-03-06 21:19:30.643107,1
2026-03-06 21:19:30.686478,0
2026-03-06 21:19:30.745482,1
2026-03-06 21:19:30.788499,0
2026-03-06 21:19:30.847027,1
2026-03-06 21:19:30.890997,0
2026-03-06 21:19:30.949421,1
2026-03-06 21:19:30.992787,0
2026-03-06 21:19:31.050992,1
2026-03-06 21:19:31.094471,0
2026-03-06 21:19:31.153038,1
2026-03-06 21:19:31.196858,0
2026-03-06 21:19:31.25523,1
2026-03-06 21:19:31.298877,0
2026-03-06 21:19:31.357459,1
2026-03-06 21:19:31.400633,0
2026-03-06 21:19:31.459629,1
2026-03-06 21:19:31.502868,0
2026-03-06 21:19:31.561224,1
2026-03-06 21:19:31.604271,0
2026-03-06 21:19:31.663378,1
2026-03-06 21:19:31.706408,0
2026-03-06 21:19:31.765087,1
2026-03-06 21:19:31.808955,0
2026-03-06 21:19:31.867232,1
2026-03-06 21:19:31.910819,0
2026-03-06 21:19:31.969249,1
2026-03-06 21:19:32.012343,0
2026-03-06 21:19:32.071101,1
2026-03-06 21:19:32.114714,0
2026-03-06 21:19:32.173132,1
2026-03-06 21:19:32.216633,0
2026-03-06 21:19:32.275341,1
2026-03-06 21:19:32.318819,0
2026-03-06 21:19:32.376939,1
2026-03-06 21:19:32.420474,0
2026-03-06 21:19:32.479004,1
2026-03-06 21:19:32.52272,0
2026-03-06 21:19:32.581268,1
2026-03-06 21:19:32.624738,0
2026-03-06 21:19:32.683325,1
2026-03-06 21:19:32.726635,0
2026-03-06 21:19:32.785139,1
2026-03-06 21:19:32.828651,0
2026-03-06 21:19:32.887431,1
2026-03-06 21:19:32.930352,0
2026-03-06 21:19:32.989375,1
2026-03-06 21:19:33.032859,0
2026-03-06 21:19:33.091111,1
2026-03-06 21:19:33.134454,0
2026-03-06 21:19:33.193092,1
2026-03-06 21:19:33.236613,0
2026-03-06 21:19:33.294986,1
2026-03-06 21:19:33.338704,0
2026-03-06 21:19:33.397262,1
2026-03-06 21:19:33.440851,0
2026-03-06 21:19:33.49919,1
2026-03-06 21:19:33.542393,0
2026-03-06 21:19:33.601442,1
2026-03-06 21:19:33.644917,0
2026-03-06 21:19:33.702967,1
2026-03-06 21:19:33.74655,0
2026-03-06 21:19:33.805001,1
2026-03-06 21:19:33.848531,0
2026-03-06 21:19:33.907102,1
2026-03-06 21:19:33.950298,0
2026-03-06 21:19:34.009415,1
2026-03-06 21:19:34.05244,0
2026-03-06 21:19:34.111359,1
2026-03-06 21:19:34.154817,0
2026-03-06 21:19:34.213065,1
2026-03-06 21:19:34.256483,0
2026-03-06 21:19:34.315281,1
2026-03-06 21:19:34.358673,0
2026-03-06 21:19:34.41734,1
2026-03-06 21:19:34.460468,0
2026-03-06 21:19:34.519441,1
2026-03-06 21:19:34.562279,0
2026-03-06 21:19:34.621136,1
2026-03-06 21:19:34.664652,0
2026-03-06 21:19:34.723062,1
2026-03-06 21:19:34.766804,0
2026-03-06 21:19:34.82515,1
2026-03-06 21:19:34.868727,0
2026-03-06 21:19:34.927745,1
2026-03-06 21:19:34.9705,0
2026-03-06 21:19:35.029334,1
2026-03-06 21:19:35.07275,0
2026-03-06 21:19:35.131314,1
2026-03-06 21:19:35.174402,0
2026-03-06 21:19:35.233721,1
2026-03-06 21:19:35.276514,0
2026-03-06 21:19:35.335417,1
2026-03-06 21:19:35.378432,0
2026-03-06 21:19:35.437088,1
2026-03-06 21:19:35.480328,0
2026-03-06 21:19:35.539081,1
2026-03-06 21:19:35.582815,0
2026-03-06 21:19:35.641165,1
2026-03-06 21:19:35.684464,0
2026-03-06 21:19:35.74375,1
2026-03-06 21:19:35.786819,0
2026-03-06 21:19:35.845495,1
2026-03-06 21:19:35.888971,0
2026-03-06 21:19:35.947055,1
2026-03-06 21:19:35.990613,0
2026-03-06 21:19:36.049376,1
2026-03-06 21:19:36.092826,0
2026-03-06 21:19:36.151551,1
2026-03-06 21:19:36.194638,0
2026-03-06 21:19:36.253459,1
2026-03-06 21:19:36.296729,0
2026-03-06 21:19:36.355455,1
2026-03-06 21:19:36.398704,0
2026-03-06 21:19:36.457368,1
2026-03-06 21:19:36.500444,0
2026-03-06 21:19:36.559089,1
2026-03-06 21:19:36.602787,0
2026-03-06 21:19:36.661215,1
2026-03-06 21:19:36.704686,0
2026-03-06 21:19:36.762977,1
2026-03-06 21:19:36.806635,0
2026-03-06 21:19:36.865195,1
2026-03-06 21:19:36.90888,0
2026-03-06 21:19:36.967019,1
2026-03-06 21:19:37.010537,0
2026-03-06 21:19:37.069152,1
2026-03-06 21:19:37.112663,0
2026-03-06 21:19:37.17143,1
2026-03-06 21:19:37.214456,0
2026-03-06 21:19:37.272936,1
2026-03-06 21:19:37.316399,0
2026-03-06 21:19:37.374947,1
2026-03-06 21:19:37.41857,0
2026-03-06 21:19:37.477761,1
2026-03-06 21:19:37.520641,0
2026-03-06 21:19:37.579496,1
2026-03-06 21:19:37.622405,0
2026-03-06 21:19:37.681119,1
2026-03-06 21:19:37.724749,0
2026-03-06 21:19:37.783439,1
2026-03-06 21:19:37.826679,0
2026-03-06 21:19:37.885052,1
2026-03-06 21:19:37.928406,0
2026-03-06 21:19:37.987138,1
2026-03-06 21:19:38.030733,0
2026-03-06 21:19:38.089403,1
2026-03-06 21:19:38.132512,0
2026-03-06 21:19:38.191439,1
2026-03-06 21:19:38.234569,0
2026-03-06 21:19:38.293206,1
2026-03-06 21:19:38.336959,0
2026-03-06 21:19:38.3954,1
2026-03-06 21:19:38.438622,0
2026-03-06 21:19:38.497387,1
2026-03-06 21:19:38.54053,0
2026-03-06 21:19:38.599145,1
2026-03-06 21:19:38.642443,0
2026-03-06 21:19:38.70111,1
2026-03-06 21:19:38.744561,0
2026-03-06 21:19:38.803173,1
2026-03-06 21:19:38.846465,0
2026-03-06 21:19:38.905359,1
2026-03-06 21:19:38.94862,0
2026-03-06 21:19:39.007198,1
2026-03-06 21:19:39.050528,0
2026-03-06 21:19:39.109357,1
2026-03-06 21:19:39.15253,0
2026-03-06 21:19:39.211044,1
2026-03-06 21:19:39.254351,0
2026-03-06 21:19:39.313058,1
2026-03-06 21:19:39.356544,0
2026-03-06 21:19:39.415213,1
2026-03-06 21:19:39.458573,0
2026-03-06 21:19:39.517097,1
2026-03-06 21:19:39.560503,0
2026-03-06 21:19:39.61918,1
2026-03-06 21:19:39.662494,0
2026-03-06 21:19:39.72166,1
2026-03-06 21:19:39.764467,0
2026-03-06 21:19:39.823261,1
2026-03-06 21:19:39.866309,0
2026-03-06 21:19:39.925329,1
2026-03-06 21:19:39.968805,0
2026-03-06 21:19:40.027177,1
2026-03-06 21:19:40.070981,0
2026-03-06 21:19:40.129073,1
2026-03-06 21:19:40.172655,0
2026-03-06 21:19:40.231184,1
2026-03-06 21:19:40.274897,0
2026-03-06 21:19:40.333125,1
2026-03-06 21:19:40.37686,0
2026-03-06 21:19:40.435239,1
2026-03-06 21:19:40.478477,0
2026-03-06 21:19:40.537077,1
2026-03-06 21:19:40.5807,0
2026-03-06 21:19:40.639586,1
2026-03-06 21:19:40.682348,0
2026-03-06 21:19:40.74109,1
2026-03-06 21:19:40.784402,0
2026-03-06 21:19:40.843081,1
2026-03-06 21:19:40.886499,0
2026-03-06 21:19:40.945231,1
2026-03-06 21:19:40.988596,0
2026-03-06 21:19:41.047093,1
2026-03-06 21:19:41.090897,0
2026-03-06 21:19:41.148991,1
2026-03-06 21:19:41.192643,0
2026-03-06 21:19:41.251281,1
2026-03-06 21:19:41.294527,0
2026-03-06 21:19:41.353348,1
2026-03-06 21:19:41.396336,0
2026-03-06 21:19:41.455534,1
2026-03-06 21:19:41.498602,0
2026-03-06 21:19:41.557271,1
2026-03-06 21:19:41.600324,0
2026-03-06 21:19:41.659557,1
2026-03-06 21:19:41.702526,0
2026-03-06 21:19:41.761057,1
2026-03-06 21:19:41.804494,0
2026-03-06 21:19:41.862999,1
2026-03-06 21:19:41.906926,0
2026-03-06 21:19:41.965747,1
2026-03-06 21:19:42.008497,0
2026-03-06 21:19:42.066914,1
2026-03-06 21:19:42.110569,0
2026-03-06 21:19:42.169041,1
2026-03-06 21:19:42.212596,0
2026-03-06 21:19:42.271213,1
2026-03-06 21:19:42.314924,0
2026-03-06 21:19:42.373331,1
2026-03-06 21:19:42.416729,0
2026-03-06 21:19:42.474887,1
2026-03-06 21:19:42.518625,0
2026-03-06 21:19:42.577357,1
2026-03-06 21:19:42.620611,0
2026-03-06 21:19:42.679151,1
2026-03-06 21:19:42.722349,0
2026-03-06 21:19:42.781501,1
2026-03-06 21:19:42.824923,0
2026-03-06 21:19:42.883647,1
2026-03-06 21:19:42.926361,0
2026-03-06 21:19:42.985351,1
2026-03-06 21:19:43.028709,0
2026-03-06 21:19:43.087545,1
2026-03-06 21:19:43.131054,0
2026-03-06 21:19:43.18918,1
2026-03-06 21:19:43.23244,0
2026-03-06 21:19:43.291208,1
2026-03-06 21:19:43.334605,0
2026-03-06 21:19:43.393027,1
2026-03-06 21:19:43.436512,0
2026-03-06 21:19:43.495201,1
2026-03-06 21:19:43.538653,0
2026-03-06 21:19:43.596937,1
2026-03-06 21:19:43.641098,0
2026-03-06 21:19:43.699346,1
2026-03-06 21:19:43.74265,0
2026-03-06 21:19:43.801653,1
2026-03-06 21:19:43.844685,0
2026-03-06 21:19:43.903107,1
2026-03-06 21:19:43.946668,0
2026-03-06 21:19:44.005543,1
2026-03-06 21:19:44.048553,0
2026-03-06 21:19:44.106932,1
2026-03-06 21:19:44.150519,0
2026-03-06 21:19:44.209488,1
2026-03-06 21:19:44.252874,0
2026-03-06 21:19:44.310943,1
2026-03-06 21:19:44.354431,0
2026-03-06 21:19:44.413423,1
2026-03-06 21:19:44.45646,0
2026-03-06 21:19:44.515248,1
2026-03-06 21:19:44.558319,0
2026-03-06 21:19:44.617216,1
2026-03-06 21:19:44.660524,0
2026-03-06 21:19:44.719105,1
2026-03-06 21:19:44.762649,0
2026-03-06 21:19:44.821472,1
2026-03-06 21:19:44.864551,0
2026-03-06 21:19:44.923255,1
2026-03-06 21:19:44.966824,0
2026-03-06 21:19:45.02537,1
2026-03-06 21:19:45.068643,0
2026-03-06 21:19:45.127483,1
2026-03-06 21:19:45.170738,0
2026-03-06 21:19:45.229441,1
2026-03-06 21:19:45.273045,0
2026-03-06 21:19:45.331172,1
2026-03-06 21:19:45.374668,0
2026-03-06 21:19:45.433542,1
2026-03-06 21:19:45.476554,0
2026-03-06 21:19:45.535498,1
2026-03-06 21:19:45.578784,0
2026-03-06 21:19:45.637125,1
2026-03-06 21:19:45.680667,0
2026-03-06 21:19:45.739438,1
2026-03-06 21:19:45.782622,0
2026-03-06 21:19:45.841235,1
2026-03-06 21:19:45.884853,0
2026-03-06 21:19:45.943588,1
2026-03-06 21:19:45.98636,0
2026-03-06 21:19:46.045611,1
2026-03-06 21:19:46.088396,0
2026-03-06 21:19:46.147459,1
2026-03-06 21:19:46.190877,0
2026-03-06 21:19:46.249563,1
2026-03-06 21:19:46.29235,0
2026-03-06 21:19:46.351429,1
2026-03-06 21:19:46.39465,0
2026-03-06 21:19:46.453375,1
2026-03-06 21:19:46.496462,0
2026-03-06 21:19:46.55542,1
2026-03-06 21:19:46.598674,0
2026-03-06 21:19:46.657079,1
2026-03-06 21:19:46.700677,0
2026-03-06 21:19:46.759299,1
2026-03-06 21:19:46.802807,0
2026-03-06 21:19:46.861596,1
2026-03-06 21:19:46.904639,0
2026-03-06 21:19:46.963228,1
2026-03-06 21:19:47.006431,0
2026-03-06 21:19:47.065535,1
2026-03-06 21:19:47.108621,0
2026-03-06 21:19:47.16736,1
2026-03-06 21:19:47.2105,0
2026-03-06 21:19:47.269503,1
2026-03-06 21:19:47.312711,0
2026-03-06 21:19:47.371446,1
2026-03-06 21:19:47.414834,0
2026-03-06 21:19:47.473012,1
2026-03-06 21:19:47.516291,0
2026-03-06 21:19:47.57542,1
2026-03-06 21:19:47.618739,0
2026-03-06 21:19:47.677349,1
2026-03-06 21:19:47.720813,0
2026-03-06 21:19:47.779212,1
2026-03-06 21:19:47.822457,0
2026-03-06 21:19:47.881479,1
2026-03-06 21:19:47.924638,0
2026-03-06 21:19:47.983331,1
2026-03-06 21:19:48.026541,0
2026-03-06 21:19:48.085046,1
2026-03-06 21:19:48.128973,0
2026-03-06 21:19:48.187157,1
2026-03-06 21:19:48.230395,0
2026-03-06 21:19:48.28904,1
2026-03-06 21:19:48.332959,0
2026-03-06 21:19:48.391196,1
2026-03-06 21:19:48.435014,0
2026-03-06 21:19:48.493401,1
2026-03-06 21:19:48.53632,0
2026-03-06 21:19:48.595506,1
2026-03-06 21:19:48.638504,0
2026-03-06 21:19:48.697493,1
2026-03-06 21:19:48.740544,0
2026-03-06 21:19:48.799403,1
2026-03-06 21:19:48.842867,0
2026-03-06 21:19:48.901658,1
2026-03-06 21:19:48.944698,0
2026-03-06 21:19:49.00346,1
2026-03-06 21:19:49.046451,0
2026-03-06 21:19:49.105163,1
2026-03-06 21:19:49.148938,0
2026-03-06 21:19:49.207165,1
2026-03-06 21:19:49.25081,0
2026-03-06 21:19:49.309065,1
2026-03-06 21:19:49.352667,0
2026-03-06 21:19:49.411349,1
2026-03-06 21:19:49.454376,0
2026-03-06 21:19:49.513227,1
2026-03-06 21:19:49.55691,0
2026-03-06 21:19:49.61522,1
2026-03-06 21:19:49.658768,0
2026-03-06 21:19:49.71738,1
2026-03-06 21:19:49.760587,0
2026-03-06 21:19:49.819443,1
2026-03-06 21:19:49.86264,0
2026-03-06 21:19:49.92112,1
2026-03-06 21:19:49.964925,0
2026-03-06 21:19:50.022993,1
2026-03-06 21:19:50.067088,0
2026-03-06 21:19:50.125484,1
2026-03-06 21:19:50.16884,0
2026-03-06 21:19:50.227524,1
2026-03-06 21:19:50.270654,0
2026-03-06 21:19:50.3294,1
2026-03-06 21:19:50.373035,0
2026-03-06 21:19:50.43135,1
2026-03-06 21:19:50.47438,0
2026-03-06 21:19:50.533137,1
2026-03-06 21:19:50.576321,0
2026-03-06 21:19:50.635151,1
2026-03-06 21:19:50.678524,0
2026-03-06 21:19:50.737177,1
2026-03-06 21:19:50.78082,0
2026-03-06 21:19:50.839341,1
2026-03-06 21:19:50.882841,0
2026-03-06 21:19:50.941546,1
2026-03-06 21:19:50.984823,0
2026-03-06 21:19:51.043149,1
2026-03-06 21:19:51.086898,0
2026-03-06 21:19:51.145634,1
2026-03-06 21:19:51.188541,0
2026-03-06 21:19:51.247384,1
2026-03-06 21:19:51.290684,0
2026-03-06 21:19:51.349593,1
2026-03-06 21:19:51.392769,0
2026-03-06 21:19:51.451615,1
2026-03-06 21:19:51.494533,0
2026-03-06 21:19:51.55313,1
2026-03-06 21:19:51.596668,0
2026-03-06 21:19:51.655271,1
2026-03-06 21:19:51.698691,0
2026-03-06 21:19:51.757442,1
2026-03-06 21:19:51.800703,0
2026-03-06 21:19:51.859721,1
2026-03-06 21:19:51.902552,0
2026-03-06 21:19:51.961647,1
2026-03-06 21:19:52.004957,0
2026-03-06 21:19:52.063479,1
2026-03-06 21:19:52.10639,0
2026-03-06 21:19:52.165535,1
2026-03-06 21:19:52.208692,0
2026-03-06 21:19:52.267436,1
2026-03-06 21:19:52.310445,0
2026-03-06 21:19:52.36937,1
2026-03-06 21:19:52.412598,0
2026-03-06 21:19:52.471554,1
2026-03-06 21:19:52.514818,0
2026-03-06 21:19:52.57357,1
2026-03-06 21:19:52.616719,0
2026-03-06 21:19:52.675345,1
2026-03-06 21:19:52.71868,0
2026-03-06 21:19:52.777351,1
2026-03-06 21:19:52.82046,0
2026-03-06 21:19:52.879211,1
2026-03-06 21:19:52.922937,0
2026-03-06 21:19:52.981464,1
2026-03-06 21:19:53.024297,0
2026-03-06 21:19:53.083332,1
2026-03-06 21:19:53.12691,0
2026-03-06 21:19:53.185105,1
2026-03-06 21:19:53.229024,0
2026-03-06 21:19:53.287288,1
2026-03-06 21:19:53.330463,0
2026-03-06 21:19:53.389069,1
2026-03-06 21:19:53.432813,0
2026-03-06 21:19:53.491546,1
2026-03-06 21:19:53.534418,0
2026-03-06 21:19:53.593433,1
2026-03-06 21:19:53.636431,0
2026-03-06 21:19:53.695341,1
2026-03-06 21:19:53.738685,0
2026-03-06 21:19:53.797215,1
2026-03-06 21:19:53.840409,0
2026-03-06 21:19:53.899394,1
2026-03-06 21:19:53.94249,0
2026-03-06 21:19:54.001146,1
2026-03-06 21:19:54.044863,0
2026-03-06 21:19:54.103079,1
2026-03-06 21:19:54.146846,0
2026-03-06 21:19:54.205386,1
2026-03-06 21:19:54.248618,0
2026-03-06 21:19:54.307522,1
2026-03-06 21:19:54.350952,0
2026-03-06 21:19:54.409554,1
2026-03-06 21:19:54.4524,0
2026-03-06 21:19:54.511242,1
2026-03-06 21:19:54.554897,0
2026-03-06 21:19:54.613636,1
2026-03-06 21:19:54.656765,0
2026-03-06 21:19:54.71526,1
2026-03-06 21:19:54.758476,0
2026-03-06 21:19:54.817506,1
2026-03-06 21:19:54.860578,0
2026-03-06 21:19:54.919081,1
2026-03-06 21:19:54.962604,0
2026-03-06 21:19:55.021385,1
2026-03-06 21:19:55.06508,0
2026-03-06 21:19:55.123259,1
2026-03-06 21:19:55.166816,0
2026-03-06 21:19:55.225584,1
2026-03-06 21:19:55.268685,0
2026-03-06 21:19:55.327116,1
2026-03-06 21:19:55.370827,0
2026-03-06 21:19:55.429218,1
2026-03-06 21:19:55.472519,0
2026-03-06 21:19:55.531484,1
2026-03-06 21:19:55.574535,0
2026-03-06 21:19:55.633287,1
2026-03-06 21:19:55.676753,0
2026-03-06 21:19:55.735553,1
2026-03-06 21:19:55.778587,0
2026-03-06 21:19:55.83738,1
2026-03-06 21:19:55.880731,0
2026-03-06 21:19:55.939296,1
2026-03-06 21:19:55.98267,0
2026-03-06 21:19:56.041484,1
2026-03-06 21:19:56.084863,0
2026-03-06 21:19:56.14356,1
2026-03-06 21:19:56.186611,0
2026-03-06 21:19:56.245224,1
2026-03-06 21:19:56.288818,0
2026-03-06 21:19:56.34738,1
2026-03-06 21:19:56.390744,0
2026-03-06 21:19:56.44937,1
2026-03-06 21:19:56.492374,0
2026-03-06 21:19:56.551589,1
2026-03-06 21:19:56.594848,0
2026-03-06 21:19:56.65329,1
2026-03-06 21:19:56.6967,0
2026-03-06 21:19:56.755381,1
2026-03-06 21:19:56.7985,0
2026-03-06 21:19:56.857146,1
2026-03-06 21:19:56.900751,0
2026-03-06 21:19:56.959611,1
2026-03-06 21:19:57.002587,0
2026-03-06 21:19:57.06153,1
2026-03-06 21:19:57.104761,0
2026-03-06 21:19:57.163502,1
2026-03-06 21:19:57.207157,0
2026-03-06 21:19:57.26542,1
2026-03-06 21:19:57.308488,0
2026-03-06 21:19:57.367708,1
2026-03-06 21:19:57.410678,0
2026-03-06 21:19:57.46955,1
2026-03-06 21:19:57.512431,0
2026-03-06 21:19:57.570989,1
2026-03-06 21:19:57.614862,0
2026-03-06 21:19:57.673297,1
2026-03-06 21:19:57.716754,0
2026-03-06 21:19:57.775338,1
2026-03-06 21:19:57.818842,0
2026-03-06 21:19:57.877692,1
2026-03-06 21:19:57.920876,0
2026-03-06 21:19:57.979573,1
2026-03-06 21:19:58.022453,0
2026-03-06 21:19:58.081106,1
2026-03-06 21:19:58.124973,0
2026-03-06 21:19:58.183224,1
2026-03-06 21:19:58.226896,0
2026-03-06 21:19:58.285512,1
2026-03-06 21:19:58.329007,0
2026-03-06 21:19:58.387275,1
2026-03-06 21:19:58.430428,0
2026-03-06 21:19:58.489244,1
2026-03-06 21:19:58.532467,0
2026-03-06 21:19:58.591459,1
2026-03-06 21:19:58.634748,0
2026-03-06 21:19:58.693636,1
2026-03-06 21:19:58.736845,0
2026-03-06 21:19:58.795531,1
2026-03-06 21:19:58.838839,0
2026-03-06 21:19:58.89767,1
2026-03-06 21:19:58.940382,0
2026-03-06 21:19:58.999623,1
2026-03-06 21:19:59.042561,0
2026-03-06 21:19:59.101296,1
2026-03-06 21:19:59.144964,0
2026-03-06 21:19:59.203175,1
2026-03-06 21:19:59.246398,0
2026-03-06 21:19:59.30559,1
2026-03-06 21:19:59.348492,0
2026-03-06 21:19:59.407721,1
2026-03-06 21:19:59.450522,0
2026-03-06 21:19:59.509669,1
2026-03-06 21:19:59.552567,0
2026-03-06 21:19:59.61158,1
2026-03-06 21:19:59.654678,0
2026-03-06 21:19:59.713721,1
2026-03-06 21:19:59.756946,0
2026-03-06 21:19:59.815258,1
2026-03-06 21:19:59.858324,0
2026-03-06 21:19:59.917653,1
2026-03-06 21:19:59.960773,0
2026-03-06 21:20:00.019224,1
2026-03-06 21:20:00.063104,0
2026-03-06 21:20:00.121429,1
2026-03-06 21:20:00.164906,0
2026-03-06 21:20:00.223666,1
2026-03-06 21:20:00.266859,0
2026-03-06 21:20:00.325729,1
2026-03-06 21:20:00.368955,0
2026-03-06 21:20:00.427557,1
2026-03-06 21:20:00.470558,0
2026-03-06 21:20:00.529469,1
2026-03-06 21:20:00.573091,0
2026-03-06 21:20:00.631422,1
2026-03-06 21:20:00.675114,0
2026-03-06 21:20:00.733601,1
2026-03-06 21:20:00.776463,0
2026-03-06 21:20:00.835292,1
2026-03-06 21:20:00.878858,0
2026-03-06 21:20:00.937476,1
2026-03-06 21:20:00.980907,0
2026-03-06 21:20:01.03953,1
2026-03-06 21:20:01.083169,0
2026-03-06 21:20:01.141282,1
2026-03-06 21:20:01.184752,0
2026-03-06 21:20:01.243636,1
2026-03-06 21:20:01.286872,0
2026-03-06 21:20:01.34556,1
2026-03-06 21:20:01.388835,0
2026-03-06 21:20:01.447367,1
2026-03-06 21:20:01.490819,0
2026-03-06 21:20:01.549373,1
2026-03-06 21:20:01.59252,0
2026-03-06 21:20:01.651385,1
2026-03-06 21:20:01.69447,0
2026-03-06 21:20:01.753217,1
2026-03-06 21:20:01.796711,0
2026-03-06 21:20:01.855918,1
2026-03-06 21:20:01.898583,0
2026-03-06 21:20:01.957446,1
2026-03-06 21:20:02.000739,0
2026-03-06 21:20:02.059097,1
2026-03-06 21:20:02.102452,0
2026-03-06 21:20:02.161333,1
2026-03-06 21:20:02.204585,0
2026-03-06 21:20:02.263436,1
2026-03-06 21:20:02.306489,0
2026-03-06 21:20:02.365768,1
2026-03-06 21:20:02.409023,0
2026-03-06 21:20:02.467438,1
2026-03-06 21:20:02.51051,0
2026-03-06 21:20:02.56944,1
2026-03-06 21:20:02.612783,0
2026-03-06 21:20:02.671526,1
2026-03-06 21:20:02.714637,0
2026-03-06 21:20:02.773547,1
2026-03-06 21:20:02.817092,0
2026-03-06 21:20:02.875879,1
2026-03-06 21:20:02.918676,0
2026-03-06 21:20:02.977203,1
2026-03-06 21:20:03.020647,0
2026-03-06 21:20:03.079718,1
2026-03-06 21:20:03.122989,0
2026-03-06 21:20:03.181269,1
2026-03-06 21:20:03.224957,0
2026-03-06 21:20:03.283619,1
2026-03-06 21:20:03.32683,0
2026-03-06 21:20:03.385697,1
2026-03-06 21:20:03.428865,0
2026-03-06 21:20:03.487598,1
2026-03-06 21:20:03.530976,0
2026-03-06 21:20:03.589402,1
2026-03-06 21:20:03.632916,0
2026-03-06 21:20:03.69152,1
2026-03-06 21:20:03.735009,0
2026-03-06 21:20:03.79366,1
2026-03-06 21:20:03.836761,0
2026-03-06 21:20:03.8955,1
2026-03-06 21:20:03.939037,0
2026-03-06 21:20:03.997581,1
2026-03-06 21:20:04.04057,0
2026-03-06 21:20:04.099506,1
2026-03-06 21:20:04.14272,0
2026-03-06 21:20:04.201371,1
2026-03-06 21:20:04.244733,0
2026-03-06 21:20:04.303388,1
2026-03-06 21:20:04.34653,0
2026-03-06 21:20:04.405526,1
2026-03-06 21:20:04.448565,0
2026-03-06 21:20:04.507248,1
2026-03-06 21:20:04.5509,0
2026-03-06 21:20:04.609215,1
2026-03-06 21:20:04.652892,0
2026-03-06 21:20:04.711528,1
2026-03-06 21:20:04.75468,0
2026-03-06 21:20:04.81351,1
2026-03-06 21:20:04.856482,0
2026-03-06 21:20:04.915618,1
2026-03-06 21:20:04.958808,0
2026-03-06 21:20:05.017531,1
2026-03-06 21:20:05.060713,0
2026-03-06 21:20:05.119643,1
2026-03-06 21:20:05.16293,0
2026-03-06 21:20:05.221453,1
2026-03-06 21:20:05.264738,0
2026-03-06 21:20:05.323659,1
2026-03-06 21:20:05.366426,0
2026-03-06 21:20:05.425465,1
2026-03-06 21:20:05.468533,0
