time,PT_Cal.GSE_High.pressure_psi
2026-03-06 21:14:20.107797,488.34805
2026-03-06 21:14:20.107826,487.74716
2026-03-06 21:14:20.107855,487.85345
2026-03-06 21:14:20.107883,487.6041
2026-03-06 21:14:20.107916,487.75125
2026-03-06 21:14:20.107946,488.52588
2026-03-06 21:14:20.107978,488.066
2026-03-06 21:14:20.108006,488.54834
2026-03-06 21:14:20.108328,0.573204
2026-03-06 21:14:20.207334,488.0231
2026-03-06 21:14:20.207382,488.10483
2026-03-06 21:14:20.207397,488.16208
2026-03-06 21:14:20.20747,488.36032
2026-03-06 21:14:20.207661,487.82687
2026-03-06 21:14:20.207728,487.75943
2026-03-06 21:14:20.307732,488.0517
2026-03-06 21:14:20.307792,487.89023
2026-03-06 21:14:20.307806,488.393
2026-03-06 21:14:20.307819,488.1171
2026-03-06 21:14:20.307846,488.3685
2026-03-06 21:14:20.307886,488.60147
2026-03-06 21:14:20.307955,488.2806
2026-03-06 21:14:20.308354,0.5733024
2026-03-06 21:14:20.407487,487.99243
2026-03-06 21:14:20.407532,487.71448
2026-03-06 21:14:20.407539,488.2479
2026-03-06 21:14:20.407572,488.56265
2026-03-06 21:14:20.407601,487.76556
2026-03-06 21:14:20.407638,488.393
2026-03-06 21:14:20.407916,488.0558
2026-03-06 21:14:20.40838,0.573415
2026-03-06 21:14:20.507209,487.56732
2026-03-06 21:14:20.507309,487.81464
2026-03-06 21:14:20.507345,488.03943
2026-03-06 21:14:20.507354,488.0333
2026-03-06 21:14:20.507364,487.84528
2026-03-06 21:14:20.507369,488.31128
2026-03-06 21:14:20.507382,488.26425
2026-03-06 21:14:20.50739,487.4263
2026-03-06 21:14:20.507412,488.01083
2026-03-06 21:14:20.608196,488.40527
2026-03-06 21:14:20.608263,488.09668
2026-03-06 21:14:20.608282,487.61227
2026-03-06 21:14:20.608303,487.7717
2026-03-06 21:14:20.608326,488.23566
2026-03-06 21:14:20.608364,488.0926
2026-03-06 21:14:20.608393,488.2622
2026-03-06 21:14:20.608463,488.72617
2026-03-06 21:14:20.608581,0.57341903
2026-03-06 21:14:20.708246,488.13754
2026-03-06 21:14:20.708292,488.33374
2026-03-06 21:14:20.708302,487.63477
2026-03-06 21:14:20.708312,488.03125
2026-03-06 21:14:20.708319,487.7206
2026-03-06 21:14:20.708334,487.74515
2026-03-06 21:14:20.708391,488.10687
2026-03-06 21:14:20.70847,488.31943
2026-03-06 21:14:20.708597,0.57339543
2026-03-06 21:14:20.808714,488.1968
2026-03-06 21:14:20.80875,487.68585
2026-03-06 21:14:20.808759,487.5796
2026-03-06 21:14:20.808797,488.1498
2026-03-06 21:14:20.808826,488.40527
2026-03-06 21:14:20.808846,487.48148
2026-03-06 21:14:20.80887,487.71243
2026-03-06 21:14:20.808893,487.73288
2026-03-06 21:14:20.808928,488.113
2026-03-06 21:14:20.809357,0.5733503
2026-03-06 21:14:20.912653,488.37872
2026-03-06 21:14:20.91275,487.9904
2026-03-06 21:14:20.912779,488.25607
2026-03-06 21:14:20.912789,487.63885
2026-03-06 21:14:20.912796,488.40936
2026-03-06 21:14:20.912834,488.25198
2026-03-06 21:14:20.912854,0.5734103
2026-03-06 21:14:20.912897,488.08237
2026-03-06 21:14:20.912977,488.15594
2026-03-06 21:14:21.012299,487.8596
2026-03-06 21:14:21.012338,487.33228
2026-03-06 21:14:21.012363,487.5755
2026-03-06 21:14:21.0124,488.35623
2026-03-06 21:14:21.012638,488.52792
2026-03-06 21:14:21.012665,487.92908
2026-03-06 21:14:21.012687,487.52438
2026-03-06 21:14:21.012707,487.83505
2026-03-06 21:14:21.012888,0.573262
2026-03-06 21:14:21.112938,488.21725
2026-03-06 21:14:21.112999,488.34805
2026-03-06 21:14:21.113021,488.43594
2026-03-06 21:14:21.113062,0.57335705
2026-03-06 21:14:21.113077,488.26016
2026-03-06 21:14:21.113177,487.97812
2026-03-06 21:14:21.113252,487.60614
2026-03-06 21:14:21.113339,487.5428
2026-03-06 21:14:21.113506,488.0517
2026-03-06 21:14:21.212884,487.84732
2026-03-06 21:14:21.212932,488.29697
2026-03-06 21:14:21.212942,488.5606
2026-03-06 21:14:21.212965,488.24585
2026-03-06 21:14:21.212983,487.99857
2026-03-06 21:14:21.212999,488.391
2026-03-06 21:14:21.213023,488.32556
2026-03-06 21:14:21.213053,487.62454
2026-03-06 21:14:21.213086,487.71243
2026-03-06 21:14:21.213269,0.573235
2026-03-06 21:14:21.312523,487.78192
2026-03-06 21:14:21.312585,488.30923
2026-03-06 21:14:21.312621,487.23828
2026-03-06 21:14:21.312675,488.0292
2026-03-06 21:14:21.312735,487.98834
2026-03-06 21:14:21.31281,488.03125
2026-03-06 21:14:21.31293,487.7247
2026-03-06 21:14:21.313054,488.0844
2026-03-06 21:14:21.313426,0.5732815
2026-03-06 21:14:21.413072,487.84732
2026-03-06 21:14:21.413152,488.27448
2026-03-06 21:14:21.41344,488.00674
2026-03-06 21:14:21.413548,488.23975
2026-03-06 21:14:21.413594,487.878
2026-03-06 21:14:21.413628,487.52032
2026-03-06 21:14:21.413646,0.573235
2026-03-06 21:14:21.413662,488.79565
2026-03-06 21:14:21.413687,487.61636
2026-03-06 21:14:21.512674,487.93726
2026-03-06 21:14:21.512758,488.4809
2026-03-06 21:14:21.512813,488.14163
2026-03-06 21:14:21.513036,488.29288
2026-03-06 21:14:21.513078,487.76352
2026-03-06 21:14:21.513124,488.32147
2026-03-06 21:14:21.513189,487.9025
2026-03-06 21:14:21.51326,487.7431
2026-03-06 21:14:21.51373,0.57320064
2026-03-06 21:14:21.613917,488.02512
2026-03-06 21:14:21.613989,487.1504
2026-03-06 21:14:21.614019,487.8698
2026-03-06 21:14:21.614081,488.09872
2026-03-06 21:14:21.614141,487.50192
2026-03-06 21:14:21.614223,487.91885
2026-03-06 21:14:21.614292,488.28674
2026-03-06 21:14:21.614398,0.5732936
2026-03-06 21:14:21.614419,488.25403
2026-03-06 21:14:21.713758,488.15186
2026-03-06 21:14:21.71383,488.17227
2026-03-06 21:14:21.71389,488.6526
2026-03-06 21:14:21.713955,487.6593
2026-03-06 21:14:21.714039,487.89023
2026-03-06 21:14:21.714207,487.8371
2026-03-06 21:14:21.714364,488.04352
2026-03-06 21:14:21.714502,0.573173
2026-03-06 21:14:21.813725,487.38544
2026-03-06 21:14:21.813835,487.64294
2026-03-06 21:14:21.813907,488.0476
2026-03-06 21:14:21.813996,488.299
2026-03-06 21:14:21.814154,488.55038
2026-03-06 21:14:21.814384,487.55096
2026-03-06 21:14:21.814492,488.10074
2026-03-06 21:14:21.81458,0.573384
2026-03-06 21:14:21.917479,488.23566
2026-03-06 21:14:21.917541,488.74863
2026-03-06 21:14:21.91757,488.59537
2026-03-06 21:14:21.917615,488.66687
2026-03-06 21:14:21.917664,487.82892
2026-03-06 21:14:21.917703,488.7425
2026-03-06 21:14:21.917957,0.57336307
2026-03-06 21:14:22.017816,487.7492
2026-03-06 21:14:22.017903,487.3793
2026-03-06 21:14:22.018002,488.41345
2026-03-06 21:14:22.018098,488.21725
2026-03-06 21:14:22.018207,488.0006
2026-03-06 21:14:22.018301,487.69403
2026-03-06 21:14:22.018378,487.7492
2026-03-06 21:14:22.019081,0.57320267
2026-03-06 21:14:22.117647,487.7574
2026-03-06 21:14:22.118269,488.1396
2026-03-06 21:14:22.118855,487.98016
2026-03-06 21:14:22.118966,487.63885
2026-03-06 21:14:22.119088,488.05374
2026-03-06 21:14:22.119224,488.12323
2026-03-06 21:14:22.119385,487.9352
2026-03-06 21:14:22.119485,488.8181
2026-03-06 21:14:22.119496,0.57327884
2026-03-06 21:14:22.119634,487.35272
2026-03-06 21:14:22.217806,488.28674
2026-03-06 21:14:22.217889,487.91476
2026-03-06 21:14:22.21796,488.45844
2026-03-06 21:14:22.218023,487.66953
2026-03-06 21:14:22.218139,487.5714
2026-03-06 21:14:22.218347,488.21112
2026-03-06 21:14:22.21857,488.21112
2026-03-06 21:14:22.219722,0.5731763
2026-03-06 21:14:22.317812,488.32352
2026-03-06 21:14:22.317881,487.51624
2026-03-06 21:14:22.318439,488.299
2026-03-06 21:14:22.31878,488.06192
2026-03-06 21:14:22.318919,488.53607
2026-03-06 21:14:22.319061,487.82278
2026-03-06 21:14:22.319262,487.87186
2026-03-06 21:14:22.319442,487.89023
2026-03-06 21:14:22.319653,0.57324916
2026-03-06 21:14:22.417904,488.17227
2026-03-06 21:14:22.417986,488.28265
2026-03-06 21:14:22.418088,488.26016
2026-03-06 21:14:22.418172,487.83505
2026-03-06 21:14:22.41855,487.2771
2026-03-06 21:14:22.418652,488.16412
2026-03-06 21:14:22.418771,488.17636
2026-03-06 21:14:22.518284,488.36646
2026-03-06 21:14:22.518389,487.9679
2026-03-06 21:14:22.518427,488.07214
2026-03-06 21:14:22.518508,488.4155
2026-03-06 21:14:22.518576,487.645
2026-03-06 21:14:22.51866,488.37872
2026-03-06 21:14:22.518764,487.43857
2026-03-06 21:14:22.518825,0.5734062
2026-03-06 21:14:22.518862,488.03738
2026-03-06 21:14:22.618735,488.626
2026-03-06 21:14:22.618803,488.35214
2026-03-06 21:14:22.618836,488.03943
2026-03-06 21:14:22.618883,488.77112
2026-03-06 21:14:22.618939,488.8672
2026-03-06 21:14:22.618996,487.75534
2026-03-06 21:14:22.619118,488.22952
2026-03-06 21:14:22.619119,0.5734919
2026-03-06 21:14:22.718954,487.43652
2026-03-06 21:14:22.719016,488.3317
2026-03-06 21:14:22.719027,488.1968
2026-03-06 21:14:22.719043,487.77374
2026-03-06 21:14:22.719079,487.83914
2026-03-06 21:14:22.719111,487.46716
2026-03-06 21:14:22.719148,488.0742
2026-03-06 21:14:22.719193,488.2806
2026-03-06 21:14:22.719802,0.5730995
2026-03-06 21:14:22.818402,487.86777
2026-03-06 21:14:22.818439,488.00674
2026-03-06 21:14:22.818467,487.47534
2026-03-06 21:14:22.818497,487.89432
2026-03-06 21:14:22.818532,488.21725
2026-03-06 21:14:22.818576,487.92908
2026-03-06 21:14:22.818632,487.90045
2026-03-06 21:14:22.922791,488.51157
2026-03-06 21:14:22.922872,488.22134
2026-03-06 21:14:22.922881,488.8672
2026-03-06 21:14:22.922889,488.36032
2026-03-06 21:14:22.922897,487.8984
2026-03-06 21:14:22.922907,488.2847
2026-03-06 21:14:22.922918,487.9577
2026-03-06 21:14:22.922928,488.68118
2026-03-06 21:14:22.922943,487.33023
2026-03-06 21:14:22.923081,0.5734541
2026-03-06 21:14:23.022216,487.6225
2026-03-06 21:14:23.022251,487.84732
2026-03-06 21:14:23.022273,487.85345
2026-03-06 21:14:23.022294,488.31738
2026-03-06 21:14:23.02232,488.2234
2026-03-06 21:14:23.022339,488.5218
2026-03-06 21:14:23.022356,488.09055
2026-03-06 21:14:23.12273,488.33783
2026-03-06 21:14:23.122767,488.02512
2026-03-06 21:14:23.122775,487.43243
2026-03-06 21:14:23.12279,487.65317
2026-03-06 21:14:23.122867,487.76147
2026-03-06 21:14:23.122877,488.01492
2026-03-06 21:14:23.122889,488.066
2026-03-06 21:14:23.122902,488.38892
2026-03-06 21:14:23.122916,487.25052
2026-03-06 21:14:23.123275,0.5733968
2026-03-06 21:14:23.222479,487.3793
2026-03-06 21:14:23.222551,488.18863
2026-03-06 21:14:23.222573,487.7104
2026-03-06 21:14:23.222583,488.63214
2026-03-06 21:14:23.222601,487.52643
2026-03-06 21:14:23.222647,487.78192
2026-03-06 21:14:23.222708,488.20294
2026-03-06 21:14:23.222771,487.62863
2026-03-06 21:14:23.322553,488.46863
2026-03-06 21:14:23.322599,488.10687
2026-03-06 21:14:23.322616,488.0885
2026-03-06 21:14:23.32263,488.00674
2026-03-06 21:14:23.322642,487.89636
2026-03-06 21:14:23.322668,488.00674
2026-03-06 21:14:23.322692,488.01288
2026-03-06 21:14:23.32271,0.57343996
2026-03-06 21:14:23.32272,487.6879
2026-03-06 21:14:23.322762,487.67157
2026-03-06 21:14:23.422751,487.54074
2026-03-06 21:14:23.422822,488.1539
2026-03-06 21:14:23.422881,488.4809
2026-03-06 21:14:23.422981,487.80646
2026-03-06 21:14:23.423172,488.44208
2026-03-06 21:14:23.423231,0.5731339
2026-03-06 21:14:23.423339,488.27243
2026-03-06 21:14:23.42343,488.17636
2026-03-06 21:14:23.423544,487.70425
2026-03-06 21:14:23.522507,487.75943
2026-03-06 21:14:23.522583,488.43594
2026-03-06 21:14:23.522621,488.7098
2026-03-06 21:14:23.52267,488.55243
2026-03-06 21:14:23.522738,488.3031
2026-03-06 21:14:23.522785,488.36032
2026-03-06 21:14:23.52344,0.5734042
2026-03-06 21:14:23.623576,488.3072
2026-03-06 21:14:23.623628,488.65054
2026-03-06 21:14:23.623746,487.67563
2026-03-06 21:14:23.623827,488.72412
2026-03-06 21:14:23.623888,488.32965
2026-03-06 21:14:23.623913,0.57338667
2026-03-06 21:14:23.623964,488.391
2026-03-06 21:14:23.624055,488.05988
2026-03-06 21:14:23.624175,488.23566
2026-03-06 21:14:23.72386,487.86163
2026-03-06 21:14:23.72391,487.81464
2026-03-06 21:14:23.723951,488.18045
2026-03-06 21:14:23.72401,487.63272
2026-03-06 21:14:23.724064,488.2234
2026-03-06 21:14:23.724145,0.57323974
2026-03-06 21:14:23.724346,487.7676
2026-03-06 21:14:23.724562,488.18658
2026-03-06 21:14:23.724863,487.9434
2026-03-06 21:14:23.823713,487.9536
2026-03-06 21:14:23.823857,488.17636
2026-03-06 21:14:23.82397,487.9066
2026-03-06 21:14:23.824061,487.91272
2026-03-06 21:14:23.82423,487.77783
2026-03-06 21:14:23.824358,0.5732701
2026-03-06 21:14:23.927876,488.71594
2026-03-06 21:14:23.927963,487.78192
2026-03-06 21:14:23.928037,488.19067
2026-03-06 21:14:23.928188,487.93112
2026-03-06 21:14:23.9283,487.84937
2026-03-06 21:14:23.928345,0.5735215
2026-03-06 21:14:23.928453,488.85287
2026-03-06 21:14:24.028259,487.95972
2026-03-06 21:14:24.028348,487.74515
2026-03-06 21:14:24.028466,488.3644
2026-03-06 21:14:24.028472,0.5732721
2026-03-06 21:14:24.028538,488.10892
2026-03-06 21:14:24.028789,487.6225
2026-03-06 21:14:24.02895,488.47885
2026-03-06 21:14:24.029102,488.113
2026-03-06 21:14:24.029383,488.06192
2026-03-06 21:14:24.128304,488.54834
2026-03-06 21:14:24.128384,487.739
2026-03-06 21:14:24.12843,488.74658
2026-03-06 21:14:24.128472,488.72003
2026-03-06 21:14:24.128524,488.13345
2026-03-06 21:14:24.128576,0.57346624
2026-03-06 21:14:24.128607,488.67508
2026-03-06 21:14:24.128646,488.19476
2026-03-06 21:14:24.227809,488.05988
2026-03-06 21:14:24.227873,488.32147
2026-03-06 21:14:24.227916,488.66486
2026-03-06 21:14:24.227964,487.92294
2026-03-06 21:14:24.228029,488.0231
2026-03-06 21:14:24.228072,487.91885
2026-03-06 21:14:24.228125,488.1498
2026-03-06 21:14:24.228192,488.02106
2026-03-06 21:14:24.228532,0.5732586
2026-03-06 21:14:24.327549,488.48294
2026-03-06 21:14:24.327672,488.52588
2026-03-06 21:14:24.327733,488.37668
2026-03-06 21:14:24.32779,488.54834
2026-03-06 21:14:24.327879,487.94135
2026-03-06 21:14:24.327967,487.8412
2026-03-06 21:14:24.427688,488.1355
2026-03-06 21:14:24.427747,487.86163
2026-03-06 21:14:24.427754,488.4564
2026-03-06 21:14:24.427762,488.59332
2026-03-06 21:14:24.427813,488.20908
2026-03-06 21:14:24.427864,488.95508
2026-03-06 21:14:24.427961,488.34396
2026-03-06 21:14:24.428068,488.2479
2026-03-06 21:14:24.42815,0.57333004
2026-03-06 21:14:24.527735,488.59332
2026-03-06 21:14:24.527856,488.04965
2026-03-06 21:14:24.527937,488.67914
2026-03-06 21:14:24.528171,488.60147
2026-03-06 21:14:24.528451,0.5734811
2026-03-06 21:14:24.528467,487.553
2026-03-06 21:14:24.52865,488.05988
2026-03-06 21:14:24.528817,488.07828
2026-03-06 21:14:24.528983,488.07214
2026-03-06 21:14:24.628585,488.6076
2026-03-06 21:14:24.628665,488.22543
2026-03-06 21:14:24.628686,488.22134
2026-03-06 21:14:24.628718,488.18454
2026-03-06 21:14:24.628813,487.70834
2026-03-06 21:14:24.628969,488.19272
2026-03-06 21:14:24.629058,0.5734858
2026-03-06 21:14:24.629109,488.1498
2026-03-06 21:14:24.729132,488.9285
2026-03-06 21:14:24.729237,488.30923
2026-03-06 21:14:24.729301,487.48352
2026-03-06 21:14:24.729371,488.27856
2026-03-06 21:14:24.729458,488.0517
2026-03-06 21:14:24.729523,0.57359165
2026-03-06 21:14:24.729544,487.7492
2026-03-06 21:14:24.729651,488.48294
2026-03-06 21:14:24.829176,487.5326
2026-03-06 21:14:24.829258,487.6879
2026-03-06 21:14:24.829324,488.22134
2026-03-06 21:14:24.829411,488.3358
2026-03-06 21:14:24.829482,487.49783
2026-03-06 21:14:24.829604,487.47125
2026-03-06 21:14:24.829769,488.48703
2026-03-06 21:14:24.829776,0.5731312
2026-03-06 21:14:24.932858,487.60205
2026-03-06 21:14:24.932915,488.24176
2026-03-06 21:14:24.932932,488.3644
2026-03-06 21:14:24.932957,488.0088
2026-03-06 21:14:24.933002,488.03534
2026-03-06 21:14:24.933035,488.0885
2026-03-06 21:14:24.933071,488.02512
2026-03-06 21:14:24.933103,487.69608
2026-03-06 21:14:24.933148,488.04965
2026-03-06 21:14:24.933373,0.5731541
2026-03-06 21:14:25.032729,488.4768
2026-03-06 21:14:25.032779,487.40994
2026-03-06 21:14:25.032802,488.0272
2026-03-06 21:14:25.032824,487.71243
2026-03-06 21:14:25.032848,488.2193
2026-03-06 21:14:25.032878,487.70834
2026-03-06 21:14:25.03292,487.95972
2026-03-06 21:14:25.032959,488.06805
2026-03-06 21:14:25.032992,487.69403
2026-03-06 21:14:25.132519,487.94135
2026-03-06 21:14:25.132595,488.04965
2026-03-06 21:14:25.13263,487.68585
2026-03-06 21:14:25.132699,488.22134
2026-03-06 21:14:25.132854,488.485
2026-03-06 21:14:25.132882,488.1212
2026-03-06 21:14:25.13294,487.42426
2026-03-06 21:14:25.132947,0.573266
2026-03-06 21:14:25.232414,488.158
2026-03-06 21:14:25.23246,487.412
2026-03-06 21:14:25.232479,489.16763
2026-03-06 21:14:25.232501,488.3828
2026-03-06 21:14:25.232513,487.81055
2026-03-06 21:14:25.232527,487.8371
2026-03-06 21:14:25.232551,488.24585
2026-03-06 21:14:25.232622,488.39505
2026-03-06 21:14:25.233005,0.5730914
2026-03-06 21:14:25.332816,487.96994
2026-03-06 21:14:25.332899,487.52237
2026-03-06 21:14:25.332938,487.86368
2026-03-06 21:14:25.333001,487.67157
2026-03-06 21:14:25.333064,488.1682
2026-03-06 21:14:25.333145,487.86368
2026-03-06 21:14:25.333288,487.7533
2026-03-06 21:14:25.333492,0.57327545
2026-03-06 21:14:25.432681,488.8018
2026-03-06 21:14:25.432775,487.7533
2026-03-06 21:14:25.432812,488.0476
2026-03-06 21:14:25.432862,488.0742
2026-03-06 21:14:25.432925,487.61636
2026-03-06 21:14:25.433037,488.16208
2026-03-06 21:14:25.433129,487.81055
2026-03-06 21:14:25.433587,0.5731588
2026-03-06 21:14:25.532602,487.90863
2026-03-06 21:14:25.532662,488.01492
2026-03-06 21:14:25.532705,488.71594
2026-03-06 21:14:25.532781,488.49112
2026-03-06 21:14:25.532851,487.91068
2026-03-06 21:14:25.532934,488.18045
2026-03-06 21:14:25.533036,488.17636
2026-03-06 21:14:25.533574,0.5733435
2026-03-06 21:14:25.633656,488.438
2026-03-06 21:14:25.633732,0.5734298
2026-03-06 21:14:25.633802,488.32556
2026-03-06 21:14:25.63389,487.3425
2026-03-06 21:14:25.633962,487.9638
2026-03-06 21:14:25.634051,488.31128
2026-03-06 21:14:25.634134,488.02106
2026-03-06 21:14:25.63428,487.50397
2026-03-06 21:14:25.634364,488.35623
2026-03-06 21:14:25.733918,488.79565
2026-03-06 21:14:25.733991,488.2152
2026-03-06 21:14:25.734048,487.75125
2026-03-06 21:14:25.73413,488.1784
2026-03-06 21:14:25.734206,0.5735478
2026-03-06 21:14:25.734231,488.31128
2026-03-06 21:14:25.734318,487.97812
2026-03-06 21:14:25.734583,488.27856
2026-03-06 21:14:25.734664,488.55038
2026-03-06 21:14:25.833513,488.2193
2026-03-06 21:14:25.833572,488.1539
2026-03-06 21:14:25.833587,487.8044
2026-03-06 21:14:25.833605,488.25403
2026-03-06 21:14:25.833629,487.4488
2026-03-06 21:14:25.833644,488.44208
2026-03-06 21:14:25.833667,488.10483
2026-03-06 21:14:25.834164,488.10074
2026-03-06 21:14:25.834322,0.5733186
2026-03-06 21:14:25.937861,487.8371
2026-03-06 21:14:25.937954,488.2479
2026-03-06 21:14:25.93798,487.64294
2026-03-06 21:14:25.937986,488.02512
2026-03-06 21:14:25.937993,488.1682
2026-03-06 21:14:25.938118,487.86572
2026-03-06 21:14:25.938174,488.33783
2026-03-06 21:14:25.938534,0.57323164
2026-03-06 21:14:26.038149,488.25812
2026-03-06 21:14:26.038227,487.93317
2026-03-06 21:14:26.038237,488.579
2026-03-06 21:14:26.038253,487.7533
2026-03-06 21:14:26.03828,487.86777
2026-03-06 21:14:26.03834,487.25256
2026-03-06 21:14:26.038498,488.19885
2026-03-06 21:14:26.038531,488.1396
2026-03-06 21:14:26.038532,0.5733705
2026-03-06 21:14:26.137746,487.85345
2026-03-06 21:14:26.137829,487.81256
2026-03-06 21:14:26.13795,488.02512
2026-03-06 21:14:26.138135,488.72412
2026-03-06 21:14:26.138347,488.67914
2026-03-06 21:14:26.138499,488.25198
2026-03-06 21:14:26.138738,0.5735094
2026-03-06 21:14:26.138814,487.82687
2026-03-06 21:14:26.138961,488.27652
2026-03-06 21:14:26.237973,488.1498
2026-03-06 21:14:26.23806,488.0885
2026-03-06 21:14:26.238092,488.11505
2026-03-06 21:14:26.23815,487.98425
2026-03-06 21:14:26.238222,488.43185
2026-03-06 21:14:26.238296,488.3726
2026-03-06 21:14:26.238368,488.63214
2026-03-06 21:14:26.238439,488.299
2026-03-06 21:14:26.23857,488.6771
2026-03-06 21:14:26.238814,0.5734278
2026-03-06 21:14:26.337634,488.31128
2026-03-06 21:14:26.3377,488.0844
2026-03-06 21:14:26.33772,487.72266
2026-03-06 21:14:26.337748,488.48703
2026-03-06 21:14:26.337829,487.20148
2026-03-06 21:14:26.337925,488.10687
2026-03-06 21:14:26.337978,487.786
2026-03-06 21:14:26.338062,487.89636
2026-03-06 21:14:26.438245,487.80646
2026-03-06 21:14:26.438354,487.84528
2026-03-06 21:14:26.438408,488.2622
2026-03-06 21:14:26.438474,488.28265
2026-03-06 21:14:26.438558,487.94748
2026-03-06 21:14:26.438637,487.95157
2026-03-06 21:14:26.438764,487.9638
2026-03-06 21:14:26.439061,0.5732215
2026-03-06 21:14:26.538133,488.10483
2026-03-06 21:14:26.538217,487.7533
2026-03-06 21:14:26.538289,488.35623
2026-03-06 21:14:26.538354,488.11914
2026-03-06 21:14:26.538447,487.66544
2026-03-06 21:14:26.538599,488.26834
2026-03-06 21:14:26.538771,488.0517
2026-03-06 21:14:26.538879,487.77374
2026-03-06 21:14:26.539485,0.57337385
2026-03-06 21:14:26.639,488.33374
2026-03-06 21:14:26.639053,487.73697
2026-03-06 21:14:26.639074,488.17636
2026-03-06 21:14:26.639099,488.70776
2026-03-06 21:14:26.639127,487.645
2026-03-06 21:14:26.639155,488.10687
2026-03-06 21:14:26.639196,488.1968
2026-03-06 21:14:26.63923,487.9025
2026-03-06 21:14:26.639265,488.03738
2026-03-06 21:14:26.639477,0.5735188
2026-03-06 21:14:26.738701,488.23566
2026-03-06 21:14:26.738779,488.01697
2026-03-06 21:14:26.738843,488.3971
2026-03-06 21:14:26.738917,487.59186
2026-03-06 21:14:26.73898,487.8085
2026-03-06 21:14:26.739065,487.91476
2026-03-06 21:14:26.739657,0.57325727
2026-03-06 21:14:26.739834,487.95972
2026-03-06 21:14:26.739901,488.63828
2026-03-06 21:14:26.838839,488.01492
2026-03-06 21:14:26.838937,489.04498
2026-03-06 21:14:26.83901,487.68994
2026-03-06 21:14:26.839065,488.158
2026-03-06 21:14:26.839145,487.6082
2026-03-06 21:14:26.839243,488.13345
2026-03-06 21:14:26.839356,488.0088
2026-03-06 21:14:26.839452,488.45844
2026-03-06 21:14:26.839757,0.5733375
2026-03-06 21:14:26.943586,487.95972
2026-03-06 21:14:26.943869,487.7942
2026-03-06 21:14:26.944069,488.22952
2026-03-06 21:14:26.944299,487.87595
2026-03-06 21:14:26.945638,0.5732721
2026-03-06 21:14:27.042386,487.6552
2026-03-06 21:14:27.042436,488.30515
2026-03-06 21:14:27.042479,487.9536
2026-03-06 21:14:27.042525,488.3685
2026-03-06 21:14:27.042571,487.64703
2026-03-06 21:14:27.042649,488.18045
