time,ACT.LOX_Fill.timestamp_ns
2026-03-06 21:35:19.020419,1772832919019901062
2026-03-06 21:35:19.046536,1772832919046230564
2026-03-06 21:35:19.046555,1772832919046230564
2026-03-06 21:35:19.122192,1772832919121765531
2026-03-06 21:35:19.122213,1772832919121765531
2026-03-06 21:35:19.149196,1772832919148906267
2026-03-06 21:35:19.149217,1772832919148906267
2026-03-06 21:35:19.223794,1772832919223444375
2026-03-06 21:35:19.223818,1772832919223444375
2026-03-06 21:35:19.250763,1772832919250457888
2026-03-06 21:35:19.250792,1772832919250457888
2026-03-06 21:35:19.325909,1772832919325575828
2026-03-06 21:35:19.325933,1772832919325575828
2026-03-06 21:35:19.352445,1772832919352098376
2026-03-06 21:35:19.352464,1772832919352098376
2026-03-06 21:35:19.427633,1772832919427266689
2026-03-06 21:35:19.427656,1772832919427266689
2026-03-06 21:35:19.45471,1772832919454381472
2026-03-06 21:35:19.454729,1772832919454381472
2026-03-06 21:35:19.529945,1772832919529664383
2026-03-06 21:35:19.529973,1772832919529664383
2026-03-06 21:35:19.556398,1772832919555991601
2026-03-06 21:35:19.556425,1772832919555991601
2026-03-06 21:35:19.631655,1772832919631228641
2026-03-06 21:35:19.63169,1772832919631228641
2026-03-06 21:35:19.658787,1772832919658325764
2026-03-06 21:35:19.658833,1772832919658325764
2026-03-06 21:35:19.734107,1772832919733691423
2026-03-06 21:35:19.734139,1772832919733691423
2026-03-06 21:35:19.760493,1772832919760193208
2026-03-06 21:35:19.760509,1772832919760193208
2026-03-06 21:35:19.836258,1772832919835625068
2026-03-06 21:35:19.836273,1772832919835625068
2026-03-06 21:35:19.86265,1772832919862322377
2026-03-06 21:35:19.862674,1772832919862322377
2026-03-06 21:35:19.93779,1772832919937485269
2026-03-06 21:35:19.937822,1772832919937485269
2026-03-06 21:35:19.964764,1772832919964455515
2026-03-06 21:35:19.964788,1772832919964455515
2026-03-06 21:35:20.040363,1772832920039575855
2026-03-06 21:35:20.040388,1772832920039575855
2026-03-06 21:35:20.066758,1772832920066417070
2026-03-06 21:35:20.066782,1772832920066417070
2026-03-06 21:35:20.142082,1772832920141633876
2026-03-06 21:35:20.142127,1772832920141633876
2026-03-06 21:35:20.169655,1772832920168685079
2026-03-06 21:35:20.169684,1772832920168685079
2026-03-06 21:35:20.243868,1772832920243582696
2026-03-06 21:35:20.243885,1772832920243582696
2026-03-06 21:35:20.270413,1772832920270125980
2026-03-06 21:35:20.270432,1772832920270125980
2026-03-06 21:35:20.345487,1772832920345216325
2026-03-06 21:35:20.345503,1772832920345216325
2026-03-06 21:35:20.372298,1772832920372229804
2026-03-06 21:35:20.372302,1772832920372229804
2026-03-06 21:35:20.448102,1772832920447748740
2026-03-06 21:35:20.448126,1772832920447748740
2026-03-06 21:35:20.474587,1772832920474219663
2026-03-06 21:35:20.474609,1772832920474219663
2026-03-06 21:35:20.550276,1772832920549469717
2026-03-06 21:35:20.550303,1772832920549469717
2026-03-06 21:35:20.576777,1772832920576439239
2026-03-06 21:35:20.576803,1772832920576439239
2026-03-06 21:35:20.65202,1772832920651725977
2026-03-06 21:35:20.652045,1772832920651725977
2026-03-06 21:35:20.678685,1772832920678377231
2026-03-06 21:35:20.678713,1772832920678377231
2026-03-06 21:35:20.753701,1772832920753402440
2026-03-06 21:35:20.753724,1772832920753402440
2026-03-06 21:35:20.780736,1772832920780200342
2026-03-06 21:35:20.780758,1772832920780200342
2026-03-06 21:35:20.855774,1772832920855450804
2026-03-06 21:35:20.855799,1772832920855450804
2026-03-06 21:35:20.882383,1772832920882020235
2026-03-06 21:35:20.882406,1772832920882020235
2026-03-06 21:35:20.958061,1772832920957802377
2026-03-06 21:35:20.958094,1772832920957802377
2026-03-06 21:35:20.984923,1772832920984565677
2026-03-06 21:35:20.984953,1772832920984565677
2026-03-06 21:35:21.05988,1772832921059643091
2026-03-06 21:35:21.059896,1772832921059643091
2026-03-06 21:35:21.08649,1772832921086234624
2026-03-06 21:35:21.08651,1772832921086234624
2026-03-06 21:35:21.161713,1772832921161425596
2026-03-06 21:35:21.161737,1772832921161425596
2026-03-06 21:35:21.188716,1772832921188411958
2026-03-06 21:35:21.188741,1772832921188411958
2026-03-06 21:35:21.26383,1772832921263514023
2026-03-06 21:35:21.263857,1772832921263514023
2026-03-06 21:35:21.290795,1772832921290426960
2026-03-06 21:35:21.290823,1772832921290426960
2026-03-06 21:35:21.365956,1772832921365624265
2026-03-06 21:35:21.36598,1772832921365624265
2026-03-06 21:35:21.392593,1772832921392227195
2026-03-06 21:35:21.392619,1772832921392227195
2026-03-06 21:35:21.467506,1772832921467199205
2026-03-06 21:35:21.467523,1772832921467199205
2026-03-06 21:35:21.494349,1772832921494106184
2026-03-06 21:35:21.494373,1772832921494106184
2026-03-06 21:35:21.569746,1772832921569343041
2026-03-06 21:35:21.569769,1772832921569343041
2026-03-06 21:35:21.596899,1772832921596546290
2026-03-06 21:35:21.596926,1772832921596546290
2026-03-06 21:35:21.671824,1772832921671465147
2026-03-06 21:35:21.671855,1772832921671465147
2026-03-06 21:35:21.698896,1772832921698594690
2026-03-06 21:35:21.69892,1772832921698594690
2026-03-06 21:35:21.773659,1772832921773331646
2026-03-06 21:35:21.773684,1772832921773331646
2026-03-06 21:35:21.800891,1772832921800496807
2026-03-06 21:35:21.800916,1772832921800496807
2026-03-06 21:35:21.876319,1772832921875277969
2026-03-06 21:35:21.876479,1772832921875277969
2026-03-06 21:35:21.902479,1772832921902176488
2026-03-06 21:35:21.902499,1772832921902176488
2026-03-06 21:35:21.977844,1772832921977515300
2026-03-06 21:35:21.977868,1772832921977515300
2026-03-06 21:35:22.004592,1772832922004329372
2026-03-06 21:35:22.00461,1772832922004329372
2026-03-06 21:35:22.079964,1772832922079719960
2026-03-06 21:35:22.079982,1772832922079719960
2026-03-06 21:35:22.106658,1772832922106364346
2026-03-06 21:35:22.10668,1772832922106364346
2026-03-06 21:35:22.181751,1772832922181341164
2026-03-06 21:35:22.181784,1772832922181341164
2026-03-06 21:35:22.208346,1772832922208263988
2026-03-06 21:35:22.208355,1772832922208263988
2026-03-06 21:35:22.283553,1772832922283230296
2026-03-06 21:35:22.283574,1772832922283230296
2026-03-06 21:35:22.310615,1772832922310381474
2026-03-06 21:35:22.310635,1772832922310381474
2026-03-06 21:35:22.385922,1772832922385670767
2026-03-06 21:35:22.385944,1772832922385670767
2026-03-06 21:35:22.412673,1772832922412203282
2026-03-06 21:35:22.412722,1772832922412203282
2026-03-06 21:35:22.488062,1772832922487693500
2026-03-06 21:35:22.488084,1772832922487693500
2026-03-06 21:35:22.514857,1772832922514497823
2026-03-06 21:35:22.514885,1772832922514497823
2026-03-06 21:35:22.589944,1772832922589613514
2026-03-06 21:35:22.589973,1772832922589613514
2026-03-06 21:35:22.616618,1772832922616370356
2026-03-06 21:35:22.61664,1772832922616370356
2026-03-06 21:35:22.691998,1772832922691617375
2026-03-06 21:35:22.692027,1772832922691617375
2026-03-06 21:35:22.719684,1772832922718734858
2026-03-06 21:35:22.71972,1772832922718734858
2026-03-06 21:35:22.794362,1772832922793932479
2026-03-06 21:35:22.794406,1772832922793932479
2026-03-06 21:35:22.820332,1772832922820073313
2026-03-06 21:35:22.820352,1772832922820073313
2026-03-06 21:35:22.896065,1772832922895724822
2026-03-06 21:35:22.896094,1772832922895724822
2026-03-06 21:35:22.922541,1772832922922205361
2026-03-06 21:35:22.922568,1772832922922205361
2026-03-06 21:35:22.997722,1772832922997437803
2026-03-06 21:35:22.997751,1772832922997437803
2026-03-06 21:35:23.024842,1772832923024534941
2026-03-06 21:35:23.024865,1772832923024534941
2026-03-06 21:35:23.099601,1772832923099356442
2026-03-06 21:35:23.099619,1772832923099356442
2026-03-06 21:35:23.126477,1772832923126131951
2026-03-06 21:35:23.126498,1772832923126131951
2026-03-06 21:35:23.202103,1772832923201749290
2026-03-06 21:35:23.202129,1772832923201749290
2026-03-06 21:35:23.228934,1772832923228561609
2026-03-06 21:35:23.228963,1772832923228561609
2026-03-06 21:35:23.303952,1772832923303537544
2026-03-06 21:35:23.303977,1772832923303537544
2026-03-06 21:35:23.330573,1772832923330236952
2026-03-06 21:35:23.330597,1772832923330236952
2026-03-06 21:35:23.405886,1772832923405534271
2026-03-06 21:35:23.405913,1772832923405534271
2026-03-06 21:35:23.432607,1772832923432326186
2026-03-06 21:35:23.432626,1772832923432326186
2026-03-06 21:35:23.507625,1772832923507341932
2026-03-06 21:35:23.507645,1772832923507341932
2026-03-06 21:35:23.534524,1772832923534130137
2026-03-06 21:35:23.534554,1772832923534130137
2026-03-06 21:35:23.610215,1772832923609812811
2026-03-06 21:35:23.610243,1772832923609812811
2026-03-06 21:35:23.636772,1772832923636482058
2026-03-06 21:35:23.636789,1772832923636482058
2026-03-06 21:35:23.712145,1772832923711829439
2026-03-06 21:35:23.712173,1772832923711829439
2026-03-06 21:35:23.738875,1772832923738650778
2026-03-06 21:35:23.738889,1772832923738650778
2026-03-06 21:35:23.813764,1772832923813432578
2026-03-06 21:35:23.813783,1772832923813432578
2026-03-06 21:35:23.841426,1772832923840518194
2026-03-06 21:35:23.841453,1772832923840518194
2026-03-06 21:35:23.915715,1772832923915390479
2026-03-06 21:35:23.915733,1772832923915390479
2026-03-06 21:35:23.94281,1772832923942539633
2026-03-06 21:35:23.942825,1772832923942539633
2026-03-06 21:35:24.017942,1772832924017682889
2026-03-06 21:35:24.017964,1772832924017682889
2026-03-06 21:35:24.044567,1772832924044264722
2026-03-06 21:35:24.044583,1772832924044264722
2026-03-06 21:35:24.119803,1772832924119500804
2026-03-06 21:35:24.119819,1772832924119500804
2026-03-06 21:35:24.146837,1772832924146551832
2026-03-06 21:35:24.146856,1772832924146551832
2026-03-06 21:35:24.222117,1772832924221774288
2026-03-06 21:35:24.222138,1772832924221774288
2026-03-06 21:35:24.248958,1772832924248613807
2026-03-06 21:35:24.248981,1772832924248613807
2026-03-06 21:35:24.32407,1772832924323729622
2026-03-06 21:35:24.324085,1772832924323729622
2026-03-06 21:35:24.350372,1772832924350099845
2026-03-06 21:35:24.350384,1772832924350099845
2026-03-06 21:35:24.4259,1772832924425563676
2026-03-06 21:35:24.425922,1772832924425563676
2026-03-06 21:35:24.452787,1772832924452538587
2026-03-06 21:35:24.452805,1772832924452538587
2026-03-06 21:35:24.527796,1772832924527515342
2026-03-06 21:35:24.527821,1772832924527515342
2026-03-06 21:35:24.55474,1772832924554427667
2026-03-06 21:35:24.554761,1772832924554427667
2026-03-06 21:35:24.629493,1772832924629261206
2026-03-06 21:35:24.629508,1772832924629261206
2026-03-06 21:35:24.656902,1772832924656649181
2026-03-06 21:35:24.656917,1772832924656649181
2026-03-06 21:35:24.731902,1772832924731262103
2026-03-06 21:35:24.731921,1772832924731262103
2026-03-06 21:35:24.758982,1772832924758681267
2026-03-06 21:35:24.75901,1772832924758681267
2026-03-06 21:35:24.834005,1772832924833661729
2026-03-06 21:35:24.834028,1772832924833661729
2026-03-06 21:35:24.860785,1772832924860470570
2026-03-06 21:35:24.860804,1772832924860470570
2026-03-06 21:35:24.936108,1772832924935778478
2026-03-06 21:35:24.936131,1772832924935778478
2026-03-06 21:35:24.962894,1772832924962601388
2026-03-06 21:35:24.962918,1772832924962601388
2026-03-06 21:35:25.038202,1772832925037897373
2026-03-06 21:35:25.038225,1772832925037897373
2026-03-06 21:35:25.064802,1772832925064404925
2026-03-06 21:35:25.06483,1772832925064404925
2026-03-06 21:35:25.139922,1772832925139577171
2026-03-06 21:35:25.139945,1772832925139577171
2026-03-06 21:35:25.166753,1772832925166463439
2026-03-06 21:35:25.166777,1772832925166463439
2026-03-06 21:35:25.241974,1772832925241648559
2026-03-06 21:35:25.242003,1772832925241648559
2026-03-06 21:35:25.268467,1772832925268181981
2026-03-06 21:35:25.268489,1772832925268181981
2026-03-06 21:35:25.343905,1772832925343652234
2026-03-06 21:35:25.343926,1772832925343652234
2026-03-06 21:35:25.370944,1772832925370602064
2026-03-06 21:35:25.370966,1772832925370602064
2026-03-06 21:35:25.44586,1772832925445516004
2026-03-06 21:35:25.445881,1772832925445516004
2026-03-06 21:35:25.476002,1772832925475663796
2026-03-06 21:35:25.476023,1772832925475663796
2026-03-06 21:35:25.547655,1772832925547347698
2026-03-06 21:35:25.547676,1772832925547347698
2026-03-06 21:35:25.574592,1772832925574323287
2026-03-06 21:35:25.574617,1772832925574323287
2026-03-06 21:35:25.649757,1772832925649471709
2026-03-06 21:35:25.649778,1772832925649471709
2026-03-06 21:35:25.676797,1772832925676462790
2026-03-06 21:35:25.676819,1772832925676462790
2026-03-06 21:35:25.751881,1772832925751479703
2026-03-06 21:35:25.75191,1772832925751479703
2026-03-06 21:35:25.778943,1772832925778591958
2026-03-06 21:35:25.778978,1772832925778591958
2026-03-06 21:35:25.854184,1772832925853783256
2026-03-06 21:35:25.854215,1772832925853783256
2026-03-06 21:35:25.880681,1772832925880315553
2026-03-06 21:35:25.880709,1772832925880315553
2026-03-06 21:35:25.956121,1772832925955781641
2026-03-06 21:35:25.956144,1772832925955781641
2026-03-06 21:35:25.982921,1772832925982467235
2026-03-06 21:35:25.982955,1772832925982467235
2026-03-06 21:35:26.057914,1772832926057675272
2026-03-06 21:35:26.057928,1772832926057675272
2026-03-06 21:35:26.084864,1772832926084580462
2026-03-06 21:35:26.084885,1772832926084580462
2026-03-06 21:35:26.16005,1772832926159788993
2026-03-06 21:35:26.160072,1772832926159788993
2026-03-06 21:35:26.186599,1772832926186252392
2026-03-06 21:35:26.186625,1772832926186252392
2026-03-06 21:35:26.262023,1772832926261778454
2026-03-06 21:35:26.262043,1772832926261778454
2026-03-06 21:35:26.288828,1772832926288535696
2026-03-06 21:35:26.288846,1772832926288535696
2026-03-06 21:35:26.364009,1772832926363669019
2026-03-06 21:35:26.364031,1772832926363669019
2026-03-06 21:35:26.390863,1772832926390525816
2026-03-06 21:35:26.390884,1772832926390525816
2026-03-06 21:35:26.465635,1772832926465311504
2026-03-06 21:35:26.465661,1772832926465311504
2026-03-06 21:35:26.492491,1772832926492239301
2026-03-06 21:35:26.492515,1772832926492239301
2026-03-06 21:35:26.567738,1772832926567420596
2026-03-06 21:35:26.567762,1772832926567420596
2026-03-06 21:35:26.594745,1772832926594443110
2026-03-06 21:35:26.594772,1772832926594443110
2026-03-06 21:35:26.669796,1772832926669465261
2026-03-06 21:35:26.669827,1772832926669465261
2026-03-06 21:35:26.696752,1772832926696489587
2026-03-06 21:35:26.696769,1772832926696489587
2026-03-06 21:35:26.771848,1772832926771401448
2026-03-06 21:35:26.771895,1772832926771401448
2026-03-06 21:35:26.798589,1772832926798266911
2026-03-06 21:35:26.798614,1772832926798266911
2026-03-06 21:35:26.873901,1772832926873555467
2026-03-06 21:35:26.87394,1772832926873555467
2026-03-06 21:35:26.900652,1772832926900341654
2026-03-06 21:35:26.900685,1772832926900341654
2026-03-06 21:35:26.976206,1772832926975816866
2026-03-06 21:35:26.976237,1772832926975816866
2026-03-06 21:35:27.004041,1772832927002698609
2026-03-06 21:35:27.004078,1772832927002698609
2026-03-06 21:35:27.078229,1772832927077607516
2026-03-06 21:35:27.078264,1772832927077607516
2026-03-06 21:35:27.104385,1772832927104089663
2026-03-06 21:35:27.104407,1772832927104089663
2026-03-06 21:35:27.179911,1772832927179585353
2026-03-06 21:35:27.179942,1772832927179585353
2026-03-06 21:35:27.206498,1772832927206117369
2026-03-06 21:35:27.206524,1772832927206117369
2026-03-06 21:35:27.281847,1772832927281498550
2026-03-06 21:35:27.281873,1772832927281498550
2026-03-06 21:35:27.308623,1772832927308244206
2026-03-06 21:35:27.308652,1772832927308244206
2026-03-06 21:35:27.384507,1772832927383938361
2026-03-06 21:35:27.384544,1772832927383938361
2026-03-06 21:35:27.410909,1772832927410449369
2026-03-06 21:35:27.410933,1772832927410449369
2026-03-06 21:35:27.485556,1772832927485234470
2026-03-06 21:35:27.485579,1772832927485234470
2026-03-06 21:35:27.512735,1772832927512387050
2026-03-06 21:35:27.512758,1772832927512387050
2026-03-06 21:35:27.588135,1772832927587836908
2026-03-06 21:35:27.588168,1772832927587836908
2026-03-06 21:35:27.614744,1772832927614402466
2026-03-06 21:35:27.614767,1772832927614402466
2026-03-06 21:35:27.689946,1772832927689591011
2026-03-06 21:35:27.689975,1772832927689591011
2026-03-06 21:35:27.716406,1772832927716115843
2026-03-06 21:35:27.716429,1772832927716115843
2026-03-06 21:35:27.792072,1772832927791731588
2026-03-06 21:35:27.792098,1772832927791731588
2026-03-06 21:35:27.818543,1772832927818206776
2026-03-06 21:35:27.818568,1772832927818206776
2026-03-06 21:35:27.894001,1772832927893724790
2026-03-06 21:35:27.894021,1772832927893724790
2026-03-06 21:35:27.920881,1772832927920502008
2026-03-06 21:35:27.92091,1772832927920502008
2026-03-06 21:35:27.995898,1772832927995545319
2026-03-06 21:35:27.995924,1772832927995545319
2026-03-06 21:35:28.0228,1772832928022387524
2026-03-06 21:35:28.02283,1772832928022387524
2026-03-06 21:35:28.097825,1772832928097527830
2026-03-06 21:35:28.097852,1772832928097527830
2026-03-06 21:35:28.124722,1772832928124369459
2026-03-06 21:35:28.124746,1772832928124369459
2026-03-06 21:35:28.199858,1772832928199476564
2026-03-06 21:35:28.199888,1772832928199476564
2026-03-06 21:35:28.226858,1772832928226479455
2026-03-06 21:35:28.226883,1772832928226479455
2026-03-06 21:35:28.302131,1772832928301772064
2026-03-06 21:35:28.302177,1772832928301772064
2026-03-06 21:35:28.328561,1772832928328146635
2026-03-06 21:35:28.328595,1772832928328146635
2026-03-06 21:35:28.403938,1772832928403600514
2026-03-06 21:35:28.403967,1772832928403600514
2026-03-06 21:35:28.430914,1772832928430474658
2026-03-06 21:35:28.430942,1772832928430474658
2026-03-06 21:35:28.505919,1772832928505574469
2026-03-06 21:35:28.505942,1772832928505574469
2026-03-06 21:35:28.532458,1772832928532173328
2026-03-06 21:35:28.53248,1772832928532173328
2026-03-06 21:35:28.607879,1772832928607647040
2026-03-06 21:35:28.6079,1772832928607647040
2026-03-06 21:35:28.634613,1772832928634380974
2026-03-06 21:35:28.634635,1772832928634380974
2026-03-06 21:35:28.709669,1772832928709422350
2026-03-06 21:35:28.709686,1772832928709422350
2026-03-06 21:35:28.736656,1772832928736429408
2026-03-06 21:35:28.73667,1772832928736429408
2026-03-06 21:35:28.811694,1772832928811323848
