time,BOARD.HB_14.board_state
2026-03-06 21:14:18.31068,2
2026-03-06 21:14:18.317517,2
2026-03-06 21:14:19.085037,2
2026-03-06 21:14:20.094608,2
2026-03-06 21:14:21.103444,2
2026-03-06 21:14:22.103637,2
2026-03-06 21:14:23.103071,2
2026-03-06 21:14:24.103091,2
2026-03-06 21:14:25.103506,2
2026-03-06 21:14:26.112946,2
2026-03-06 21:14:27.12175,2
2026-03-06 21:14:28.121609,2
2026-03-06 21:14:29.12134,2
2026-03-06 21:14:30.121243,2
2026-03-06 21:14:31.12132,2
2026-03-06 21:14:32.130854,2
2026-03-06 21:14:33.139487,2
2026-03-06 21:14:34.139453,2
2026-03-06 21:14:35.139316,2
2026-03-06 21:14:36.139527,2
2026-03-06 21:14:37.139405,2
2026-03-06 21:14:38.149194,2
2026-03-06 21:14:39.157204,2
2026-03-06 21:14:40.157418,2
2026-03-06 21:14:41.157376,2
2026-03-06 21:14:42.157467,2
2026-03-06 21:14:43.15798,2
2026-03-06 21:14:44.167298,2
2026-03-06 21:14:45.175438,2
2026-03-06 21:14:46.175859,2
2026-03-06 21:14:47.17558,2
2026-03-06 21:14:48.175583,2
2026-03-06 21:14:49.175855,2
2026-03-06 21:14:50.185115,2
2026-03-06 21:14:51.193616,2
2026-03-06 21:14:52.193828,2
2026-03-06 21:14:53.193788,2
2026-03-06 21:14:54.193373,2
2026-03-06 21:14:55.193655,2
2026-03-06 21:14:56.203448,2
2026-03-06 21:14:57.211952,2
2026-03-06 21:14:58.211947,2
2026-03-06 21:14:59.211666,2
2026-03-06 21:15:00.211622,2
2026-03-06 21:15:01.211467,2
2026-03-06 21:15:02.221338,2
2026-03-06 21:15:03.229779,2
2026-03-06 21:15:04.229691,2
2026-03-06 21:15:05.229956,2
2026-03-06 21:15:06.229918,2
2026-03-06 21:15:07.229853,2
2026-03-06 21:15:08.239547,2
2026-03-06 21:15:09.248071,2
2026-03-06 21:15:10.24749,2
2026-03-06 21:15:11.24787,2
2026-03-06 21:15:12.247933,2
2026-03-06 21:15:13.247722,2
2026-03-06 21:15:14.257365,2
2026-03-06 21:15:15.265766,2
2026-03-06 21:15:16.265922,2
2026-03-06 21:15:17.266109,2
2026-03-06 21:15:18.265669,2
2026-03-06 21:15:19.265475,2
2026-03-06 21:15:20.27531,2
2026-03-06 21:15:21.283633,2
2026-03-06 21:15:22.28384,2
2026-03-06 21:15:23.284216,2
2026-03-06 21:15:24.283906,2
2026-03-06 21:15:25.284396,2
2026-03-06 21:15:26.293649,2
2026-03-06 21:15:27.301995,2
2026-03-06 21:15:28.301773,2
2026-03-06 21:15:29.301991,2
2026-03-06 21:15:30.302281,2
2026-03-06 21:15:31.302078,2
2026-03-06 21:15:32.311691,2
2026-03-06 21:15:33.320218,2
2026-03-06 21:15:34.320193,2
2026-03-06 21:15:35.320152,2
2026-03-06 21:15:36.31978,2
2026-03-06 21:15:37.319994,2
2026-03-06 21:15:38.329548,2
2026-03-06 21:15:39.33779,2
2026-03-06 21:15:40.338066,2
2026-03-06 21:15:41.338116,2
2026-03-06 21:15:42.338038,2
2026-03-06 21:15:43.338272,2
2026-03-06 21:15:44.347788,2
2026-03-06 21:15:45.356352,2
2026-03-06 21:15:46.356323,2
2026-03-06 21:15:47.355906,2
2026-03-06 21:15:48.356047,2
2026-03-06 21:15:49.356238,2
2026-03-06 21:15:50.365407,2
2026-03-06 21:15:51.37388,2
2026-03-06 21:15:52.374016,2
2026-03-06 21:15:53.374141,2
2026-03-06 21:15:54.373981,2
2026-03-06 21:15:55.37414,2
2026-03-06 21:15:56.383885,2
2026-03-06 21:15:57.392202,2
2026-03-06 21:15:58.39214,2
2026-03-06 21:15:59.392093,2
2026-03-06 21:16:00.392182,2
2026-03-06 21:16:01.392341,2
2026-03-06 21:16:02.401961,2
2026-03-06 21:16:03.410435,2
2026-03-06 21:16:04.410299,2
2026-03-06 21:16:05.410484,2
2026-03-06 21:16:06.41007,2
2026-03-06 21:16:07.410416,2
2026-03-06 21:16:08.419997,2
2026-03-06 21:16:09.428252,2
2026-03-06 21:16:10.427981,2
2026-03-06 21:16:11.428378,2
2026-03-06 21:16:12.428247,2
2026-03-06 21:16:13.428286,2
2026-03-06 21:16:14.438041,2
2026-03-06 21:16:15.44614,2
2026-03-06 21:16:16.446592,2
2026-03-06 21:16:17.446579,2
2026-03-06 21:16:18.446038,2
2026-03-06 21:16:19.4464,2
2026-03-06 21:16:20.455779,2
2026-03-06 21:16:21.46442,2
2026-03-06 21:16:22.464053,2
2026-03-06 21:16:23.465246,2
2026-03-06 21:16:24.464299,2
2026-03-06 21:16:25.464321,2
2026-03-06 21:16:26.474374,2
2026-03-06 21:16:27.482546,2
2026-03-06 21:16:28.482565,2
2026-03-06 21:16:29.482512,2
2026-03-06 21:16:30.48262,2
2026-03-06 21:16:31.482373,2
2026-03-06 21:16:32.492104,2
2026-03-06 21:16:33.500236,2
2026-03-06 21:16:34.50027,2
2026-03-06 21:16:35.500421,2
2026-03-06 21:16:36.500297,2
2026-03-06 21:16:37.500552,2
2026-03-06 21:16:38.510083,2
2026-03-06 21:16:39.518824,2
2026-03-06 21:16:40.518328,2
2026-03-06 21:16:41.518303,2
2026-03-06 21:16:42.518507,2
2026-03-06 21:16:43.518616,2
2026-03-06 21:16:44.528153,2
2026-03-06 21:16:45.536218,2
2026-03-06 21:16:46.536683,2
2026-03-06 21:16:47.536619,2
2026-03-06 21:16:48.536219,2
2026-03-06 21:16:49.53624,2
2026-03-06 21:16:50.546271,2
2026-03-06 21:16:51.554893,2
2026-03-06 21:16:52.554939,2
2026-03-06 21:16:53.554281,2
2026-03-06 21:16:54.554705,2
2026-03-06 21:16:55.554655,2
2026-03-06 21:16:56.564128,2
2026-03-06 21:16:57.572413,2
2026-03-06 21:16:58.5727,2
2026-03-06 21:16:59.572351,2
2026-03-06 21:17:00.57241,2
2026-03-06 21:17:01.572763,2
2026-03-06 21:17:02.582321,2
2026-03-06 21:17:03.590886,2
2026-03-06 21:17:04.590445,2
2026-03-06 21:17:05.590441,2
2026-03-06 21:17:06.590777,2
