time,PT_Cal.GN2_High.pressure_psi
2026-03-06 21:14:22.018069,65.27622
2026-03-06 21:14:22.018163,65.03097
2026-03-06 21:14:22.01826,64.983955
2026-03-06 21:14:22.018354,65.37433
2026-03-06 21:14:22.019527,0.43362397
2026-03-06 21:14:22.118166,65.67477
2026-03-06 21:14:22.118834,64.92061
2026-03-06 21:14:22.118928,64.75097
2026-03-06 21:14:22.119016,65.525566
2026-03-06 21:14:22.119189,65.00031
2026-03-06 21:14:22.119319,64.62834
2026-03-06 21:14:22.119444,65.35389
2026-03-06 21:14:22.119599,64.963524
2026-03-06 21:14:22.119676,0.4336752
2026-03-06 21:14:22.217874,65.22922
2026-03-06 21:14:22.217927,65.39068
2026-03-06 21:14:22.217995,64.99418
2026-03-06 21:14:22.218119,65.1352
2026-03-06 21:14:22.218251,64.92878
2026-03-06 21:14:22.218442,65.182205
2026-03-06 21:14:22.218549,65.08002
2026-03-06 21:14:22.218651,64.910385
2026-03-06 21:14:22.22008,0.43380192
2026-03-06 21:14:22.317859,65.16177
2026-03-06 21:14:22.318203,65.23944
2026-03-06 21:14:22.318734,64.918564
2026-03-06 21:14:22.318872,64.94922
2026-03-06 21:14:22.319016,65.06571
2026-03-06 21:14:22.319213,64.76732
2026-03-06 21:14:22.319399,64.56907
2026-03-06 21:14:22.319533,64.42396
2026-03-06 21:14:22.417957,64.84702
2026-03-06 21:14:22.418064,64.65287
2026-03-06 21:14:22.418137,64.708046
2026-03-06 21:14:22.418513,65.12294
2026-03-06 21:14:22.418514,0.43370688
2026-03-06 21:14:22.418626,65.04732
2026-03-06 21:14:22.418736,64.96965
2026-03-06 21:14:22.418829,64.744835
2026-03-06 21:14:22.518364,64.58542
2026-03-06 21:14:22.518415,64.15213
2026-03-06 21:14:22.518473,65.3825
2026-03-06 21:14:22.518555,65.52761
2026-03-06 21:14:22.51864,64.877686
2026-03-06 21:14:22.518727,64.68352
2026-03-06 21:14:22.518834,64.58133
2026-03-06 21:14:22.518952,64.71009
2026-03-06 21:14:22.518992,0.43362057
2026-03-06 21:14:22.618787,65.513306
2026-03-06 21:14:22.618826,64.2625
2026-03-06 21:14:22.618865,64.757095
2026-03-06 21:14:22.618913,64.38308
2026-03-06 21:14:22.618979,64.98805
2026-03-06 21:14:22.619085,64.98805
2026-03-06 21:14:22.619132,65.071846
2026-03-06 21:14:22.619176,64.80819
2026-03-06 21:14:22.619256,0.43392664
2026-03-06 21:14:22.719002,64.83885
2026-03-06 21:14:22.719026,64.481186
2026-03-06 21:14:22.719034,65.274185
2026-03-06 21:14:22.719072,65.00031
2026-03-06 21:14:22.719104,64.88586
2026-03-06 21:14:22.719136,64.865425
2026-03-06 21:14:22.719186,65.120895
2026-03-06 21:14:22.719244,64.81637
2026-03-06 21:14:22.719941,0.43370417
2026-03-06 21:14:22.818427,65.290535
2026-03-06 21:14:22.818457,65.26601
2026-03-06 21:14:22.818487,65.17812
2026-03-06 21:14:22.818522,64.81841
2026-03-06 21:14:22.81856,65.03097
2026-03-06 21:14:22.818616,64.86337
2026-03-06 21:14:22.818687,65.12907
2026-03-06 21:14:22.922864,64.68148
2026-03-06 21:14:22.922879,64.62221
2026-03-06 21:14:22.922885,64.963524
2026-03-06 21:14:22.922895,65.29667
2026-03-06 21:14:22.922906,65.40498
2026-03-06 21:14:22.922911,64.368774
2026-03-06 21:14:22.922924,65.83009
2026-03-06 21:14:22.922936,65.35389
2026-03-06 21:14:22.922959,64.567024
2026-03-06 21:14:22.923217,0.43365228
2026-03-06 21:14:23.022242,65.41521
2026-03-06 21:14:23.022267,64.708046
2026-03-06 21:14:23.022288,65.47856
2026-03-06 21:14:23.02231,65.40907
2026-03-06 21:14:23.022332,65.28031
2026-03-06 21:14:23.02235,65.335495
2026-03-06 21:14:23.02237,64.667175
2026-03-06 21:14:23.122761,65.55214
2026-03-06 21:14:23.122773,65.04936
2026-03-06 21:14:23.122786,65.172
2026-03-06 21:14:23.122861,65.05141
2026-03-06 21:14:23.122875,65.290535
2026-03-06 21:14:23.122884,65.270096
2026-03-06 21:14:23.122901,64.90834
2026-03-06 21:14:23.122909,65.83827
2026-03-06 21:14:23.122936,64.96965
2026-03-06 21:14:23.1234,0.43393946
2026-03-06 21:14:23.222539,64.57929
2026-03-06 21:14:23.22257,65.19856
2026-03-06 21:14:23.222577,64.76732
2026-03-06 21:14:23.222592,64.4444
2026-03-06 21:14:23.222636,64.983955
2026-03-06 21:14:23.222694,64.78367
2026-03-06 21:14:23.222768,64.69374
2026-03-06 21:14:23.322589,64.52819
2026-03-06 21:14:23.322614,64.79185
2026-03-06 21:14:23.322623,65.6155
2026-03-06 21:14:23.322637,65.0044
2026-03-06 21:14:23.322659,64.35447
2026-03-06 21:14:23.322684,64.865425
2026-03-06 21:14:23.322711,65.84645
2026-03-06 21:14:23.322747,65.7974
2026-03-06 21:14:23.322987,0.4336017
2026-03-06 21:14:23.422803,65.319145
2026-03-06 21:14:23.422856,64.86746
2026-03-06 21:14:23.422941,65.496956
2026-03-06 21:14:23.423068,65.16791
2026-03-06 21:14:23.423315,65.02892
2026-03-06 21:14:23.423345,0.4338626
2026-03-06 21:14:23.423381,65.41725
2026-03-06 21:14:23.423499,65.108635
2026-03-06 21:14:23.423635,64.60995
2026-03-06 21:14:23.522563,65.48265
2026-03-06 21:14:23.522611,65.07798
2026-03-06 21:14:23.522649,65.00849
2026-03-06 21:14:23.522704,65.368195
2026-03-06 21:14:23.522754,64.793884
2026-03-06 21:14:23.623613,65.02892
2026-03-06 21:14:23.623663,65.34776
2026-03-06 21:14:23.623814,64.699875
2026-03-06 21:14:23.623865,65.60732
2026-03-06 21:14:23.623931,65.2517
2026-03-06 21:14:23.624011,0.43376687
2026-03-06 21:14:23.624026,65.26192
2026-03-06 21:14:23.624123,65.18426
2026-03-06 21:14:23.624256,65.22308
2026-03-06 21:14:23.723897,64.79185
2026-03-06 21:14:23.723939,64.926735
2026-03-06 21:14:23.72399,65.48878
2026-03-06 21:14:23.724049,64.75301
2026-03-06 21:14:23.724116,64.63243
2026-03-06 21:14:23.724267,0.43368867
2026-03-06 21:14:23.72452,64.959435
2026-03-06 21:14:23.72472,64.83476
2026-03-06 21:14:23.724828,64.68557
2026-03-06 21:14:23.823823,64.724396
2026-03-06 21:14:23.823921,64.938995
2026-03-06 21:14:23.824037,64.78571
2026-03-06 21:14:23.824148,65.36207
2026-03-06 21:14:23.824709,0.43366644
2026-03-06 21:14:23.927939,65.306885
2026-03-06 21:14:23.928008,64.41782
2026-03-06 21:14:23.928142,64.92061
2026-03-06 21:14:23.928268,64.32177
2026-03-06 21:14:23.928378,64.98805
2026-03-06 21:14:23.928593,64.65695
2026-03-06 21:14:23.928615,0.43385857
2026-03-06 21:14:24.028315,65.04119
2026-03-06 21:14:24.028417,64.5752
2026-03-06 21:14:24.028511,65.38863
2026-03-06 21:14:24.028714,64.86951
2026-03-06 21:14:24.028731,0.43377092
2026-03-06 21:14:24.028895,64.85725
2026-03-06 21:14:24.029053,64.78367
2026-03-06 21:14:24.029238,65.41112
2026-03-06 21:14:24.02952,64.70192
2026-03-06 21:14:24.128362,64.947174
2026-03-06 21:14:24.128417,65.2517
2026-03-06 21:14:24.128459,65.02075
2026-03-06 21:14:24.128504,64.356514
2026-03-06 21:14:24.128558,65.71769
2026-03-06 21:14:24.128624,65.00849
2026-03-06 21:14:24.128737,0.43384036
2026-03-06 21:14:24.227862,65.10659
2026-03-06 21:14:24.227897,64.37695
2026-03-06 21:14:24.22795,64.91651
2026-03-06 21:14:24.228001,65.2374
2026-03-06 21:14:24.228059,65.62776
2026-03-06 21:14:24.228109,65.25987
2026-03-06 21:14:24.228165,64.646736
2026-03-06 21:14:24.228741,0.43384305
2026-03-06 21:14:24.327654,65.43156
2026-03-06 21:14:24.327715,64.732574
2026-03-06 21:14:24.327771,65.26601
2026-03-06 21:14:24.327864,64.93695
2026-03-06 21:14:24.327929,65.202644
2026-03-06 21:14:24.328058,65.3825
2026-03-06 21:14:24.427735,65.01871
2026-03-06 21:14:24.427752,65.075935
2026-03-06 21:14:24.42776,64.61812
2026-03-06 21:14:24.427793,65.235344
2026-03-06 21:14:24.427848,65.12907
2026-03-06 21:14:24.42791,64.97375
2026-03-06 21:14:24.428025,64.501625
2026-03-06 21:14:24.428182,65.36002
2026-03-06 21:14:24.428311,0.4337635
2026-03-06 21:14:24.527825,65.537834
2026-03-06 21:14:24.527897,64.79594
2026-03-06 21:14:24.528079,65.219
2026-03-06 21:14:24.528337,65.174034
2026-03-06 21:14:24.52843,64.699875
2026-03-06 21:14:24.528607,64.865425
2026-03-06 21:14:24.528635,0.43393475
2026-03-06 21:14:24.528774,65.79535
2026-03-06 21:14:24.528925,64.26454
2026-03-06 21:14:24.529084,65.12907
2026-03-06 21:14:24.628648,64.62221
2026-03-06 21:14:24.628682,64.679436
2026-03-06 21:14:24.628706,64.97375
2026-03-06 21:14:24.628788,64.91243
2026-03-06 21:14:24.628952,65.08002
2026-03-06 21:14:24.629091,65.00031
2026-03-06 21:14:24.629217,65.19856
2026-03-06 21:14:24.62926,0.43363273
2026-03-06 21:14:24.729221,65.19856
2026-03-06 21:14:24.729259,65.12294
2026-03-06 21:14:24.729344,64.86951
2026-03-06 21:14:24.729431,64.26863
2026-03-06 21:14:24.729509,65.63593
2026-03-06 21:14:24.729616,64.47505
2026-03-06 21:14:24.729667,0.43382284
2026-03-06 21:14:24.729746,65.546005
2026-03-06 21:14:24.829234,64.48527
2026-03-06 21:14:24.829298,65.14951
2026-03-06 21:14:24.829374,65.04527
2026-03-06 21:14:24.829453,65.23331
2026-03-06 21:14:24.829574,65.235344
2026-03-06 21:14:24.829696,65.6298
2026-03-06 21:14:24.829837,64.94513
2026-03-06 21:14:24.829958,0.43358755
2026-03-06 21:14:24.932903,64.95535
2026-03-06 21:14:24.932929,63.933445
2026-03-06 21:14:24.932946,65.351845
2026-03-06 21:14:24.932988,64.90425
2026-03-06 21:14:24.933024,64.60177
2026-03-06 21:14:24.93306,64.73871
2026-03-06 21:14:24.933091,65.34981
2026-03-06 21:14:24.933136,64.793884
2026-03-06 21:14:24.933468,0.4337426
2026-03-06 21:14:25.032767,64.8552
2026-03-06 21:14:25.032799,64.86337
2026-03-06 21:14:25.032813,65.108635
2026-03-06 21:14:25.032842,65.174034
2026-03-06 21:14:25.032866,65.190384
2026-03-06 21:14:25.03291,64.889946
2026-03-06 21:14:25.03295,65.06571
2026-03-06 21:14:25.03298,64.42191
2026-03-06 21:14:25.033014,65.47447
2026-03-06 21:14:25.132571,65.08411
2026-03-06 21:14:25.13261,64.53228
2026-03-06 21:14:25.132685,65.39272
2026-03-06 21:14:25.132839,64.26454
2026-03-06 21:14:25.132875,65.26601
2026-03-06 21:14:25.132917,65.691124
2026-03-06 21:14:25.133001,65.1352
2026-03-06 21:14:25.133067,0.43378508
2026-03-06 21:14:25.232447,64.497536
2026-03-06 21:14:25.232473,64.29724
2026-03-06 21:14:25.232493,65.61754
2026-03-06 21:14:25.232511,65.22717
2026-03-06 21:14:25.232523,64.94513
2026-03-06 21:14:25.232547,64.922646
2026-03-06 21:14:25.232615,65.496956
2026-03-06 21:14:25.232633,64.86951
2026-03-06 21:14:25.233225,0.43373924
2026-03-06 21:14:25.332875,66.206154
2026-03-06 21:14:25.332933,64.97375
2026-03-06 21:14:25.332979,65.12907
2026-03-06 21:14:25.333045,65.24761
2026-03-06 21:14:25.333119,65.174034
2026-03-06 21:14:25.333245,64.910385
2026-03-06 21:14:25.333399,65.1025
2026-03-06 21:14:25.333656,0.4341552
2026-03-06 21:14:25.43275,65.157684
2026-03-06 21:14:25.4328,65.47856
2026-03-06 21:14:25.432843,64.99418
2026-03-06 21:14:25.432907,65.14338
2026-03-06 21:14:25.432988,64.73052
2026-03-06 21:14:25.433108,64.663086
2026-03-06 21:14:25.4332,64.80002
2026-03-06 21:14:25.433466,65.23126
2026-03-06 21:14:25.434791,0.43366846
2026-03-06 21:14:25.532643,65.40294
2026-03-06 21:14:25.532678,64.81841
2026-03-06 21:14:25.532735,65.546005
2026-03-06 21:14:25.532834,64.975784
2026-03-06 21:14:25.53292,65.63593
2026-03-06 21:14:25.533022,64.943085
2026-03-06 21:14:25.63375,65.25987
2026-03-06 21:14:25.633869,65.34776
2026-03-06 21:14:25.633941,65.35389
2026-03-06 21:14:25.634025,65.351845
2026-03-06 21:14:25.634094,0.43384305
2026-03-06 21:14:25.634112,65.09841
2026-03-06 21:14:25.634215,64.89608
2026-03-06 21:14:25.634343,65.26601
2026-03-06 21:14:25.733971,65.06571
2026-03-06 21:14:25.734017,65.18017
2026-03-06 21:14:25.734101,64.7714
2026-03-06 21:14:25.734203,64.37286
2026-03-06 21:14:25.734285,65.78309
2026-03-06 21:14:25.734355,0.433779
2026-03-06 21:14:25.734552,64.52002
2026-03-06 21:14:25.734639,65.13112
2026-03-06 21:14:25.734854,65.14338
2026-03-06 21:14:25.83356,64.80819
2026-03-06 21:14:25.833584,65.1352
2026-03-06 21:14:25.833596,65.092285
2026-03-06 21:14:25.833616,64.53024
2026-03-06 21:14:25.833636,64.906296
2026-03-06 21:14:25.833661,65.0555
2026-03-06 21:14:25.834145,64.947174
2026-03-06 21:14:25.834188,64.943085
2026-03-06 21:14:25.834401,0.43373856
2026-03-06 21:14:25.937936,64.983955
2026-03-06 21:14:25.937965,64.456665
2026-03-06 21:14:25.937985,64.76323
2026-03-06 21:14:25.937991,64.77345
2026-03-06 21:14:25.938089,64.68761
2026-03-06 21:14:25.938148,64.943085
2026-03-06 21:14:25.938243,65.42747
2026-03-06 21:14:25.938605,0.43375206
2026-03-06 21:14:26.038213,64.61607
2026-03-06 21:14:26.038234,65.24966
2026-03-06 21:14:26.03825,65.50104
2026-03-06 21:14:26.038271,64.83476
2026-03-06 21:14:26.038326,64.477104
2026-03-06 21:14:26.038489,65.42543
2026-03-06 21:14:26.03852,64.54863
2026-03-06 21:14:26.038632,0.4336307
2026-03-06 21:14:26.038709,64.83681
2026-03-06 21:14:26.137808,64.55681
2026-03-06 21:14:26.137917,65.28236
2026-03-06 21:14:26.138034,64.84294
2026-03-06 21:14:26.138262,65.42338
2026-03-06 21:14:26.138447,65.01257
2026-03-06 21:14:26.138601,64.56907
2026-03-06 21:14:26.138859,0.43376148
2026-03-06 21:14:26.138888,65.075935
2026-03-06 21:14:26.139288,64.91447
2026-03-06 21:14:26.238036,64.66104
2026-03-06 21:14:26.238082,64.7714
2026-03-06 21:14:26.238132,65.1863
2026-03-06 21:14:26.238204,64.51593
2026-03-06 21:14:26.238265,64.8225
2026-03-06 21:14:26.238344,64.88177
2026-03-06 21:14:26.238537,64.56498
2026-03-06 21:14:26.23865,65.62163
2026-03-06 21:14:26.238921,0.4336988
2026-03-06 21:14:26.337688,64.81841
2026-03-06 21:14:26.337717,65.13316
2026-03-06 21:14:26.337739,64.75506
2026-03-06 21:14:26.337803,65.24966
2026-03-06 21:14:26.337897,65.48674
2026-03-06 21:14:26.337962,64.356514
2026-03-06 21:14:26.338048,64.8552
2026-03-06 21:14:26.338098,65.740166
2026-03-06 21:14:26.438332,65.270096
2026-03-06 21:14:26.438388,65.28031
2026-03-06 21:14:26.438457,65.34776
2026-03-06 21:14:26.438533,64.947174
2026-03-06 21:14:26.43861,65.153595
2026-03-06 21:14:26.438724,64.90425
2026-03-06 21:14:26.438837,64.86746
2026-03-06 21:14:26.439279,0.43384644
2026-03-06 21:14:26.538194,65.521484
2026-03-06 21:14:26.538265,65.52353
2026-03-06 21:14:26.538337,65.5644
2026-03-06 21:14:26.538419,65.16586
2026-03-06 21:14:26.538576,65.037094
2026-03-06 21:14:26.538724,64.88586
2026-03-06 21:14:26.538843,65.037094
2026-03-06 21:14:26.538955,65.169945
2026-03-06 21:14:26.539419,0.43376958
2026-03-06 21:14:26.639041,64.99418
2026-03-06 21:14:26.63907,64.691696
2026-03-06 21:14:26.639091,65.3825
2026-03-06 21:14:26.639115,65.35389
2026-03-06 21:14:26.639148,64.99622
2026-03-06 21:14:26.639188,65.141335
2026-03-06 21:14:26.639218,65.0555
2026-03-06 21:14:26.639252,64.97987
2026-03-06 21:14:26.639415,0.43365565
2026-03-06 21:14:26.738746,64.720314
2026-03-06 21:14:26.738819,64.898125
2026-03-06 21:14:26.738888,64.71418
2026-03-06 21:14:26.738963,64.509796
2026-03-06 21:14:26.739041,65.40294
2026-03-06 21:14:26.739599,0.43389025
2026-03-06 21:14:26.739798,65.33754
2026-03-06 21:14:26.739879,65.02279
2026-03-06 21:14:26.739943,64.8879
2026-03-06 21:14:26.838909,65.07389
2026-03-06 21:14:26.838983,65.25987
2026-03-06 21:14:26.839045,64.59768
2026-03-06 21:14:26.83911,65.04527
2026-03-06 21:14:26.839211,64.91651
2026-03-06 21:14:26.8393,65.05958
2026-03-06 21:14:26.839422,65.04936
2026-03-06 21:14:26.839543,65.16586
2026-03-06 21:14:26.839637,64.93695
2026-03-06 21:14:26.839723,0.43362463
2026-03-06 21:14:26.94364,65.08411
2026-03-06 21:14:26.943894,65.07389
2026-03-06 21:14:26.944008,65.235344
2026-03-06 21:14:26.944275,64.7428
2026-03-06 21:14:26.944443,65.26805
2026-03-06 21:14:26.945773,0.43378508
2026-03-06 21:14:27.042421,64.45257
2026-03-06 21:14:27.042463,64.96148
2026-03-06 21:14:27.04251,65.169945
2026-03-06 21:14:27.042553,64.88177
2026-03-06 21:14:27.042617,64.810234
2026-03-06 21:14:27.042689,65.529655
2026-03-06 21:14:27.04278,64.667175
2026-03-06 21:14:27.142357,64.85725
2026-03-06 21:14:27.14242,64.67739
2026-03-06 21:14:27.142538,64.70192
2026-03-06 21:14:27.142665,0.43371025
2026-03-06 21:14:27.242444,65.30893
2026-03-06 21:14:27.242493,65.15156
2026-03-06 21:14:27.242563,64.90017
2026-03-06 21:14:27.24275,65.116806
