time,BOARD.HB_22.packet_ts_ms
2026-03-06 21:14:18.313155,10879072
2026-03-06 21:14:18.585229,10880079
2026-03-06 21:14:19.589765,10881084
2026-03-06 21:14:20.595998,10882090
2026-03-06 21:14:21.6018,10883095
2026-03-06 21:14:22.606009,10884100
2026-03-06 21:14:23.610861,10885105
2026-03-06 21:14:24.616183,10886110
2026-03-06 21:14:25.621101,10887115
2026-03-06 21:14:26.626068,10888120
2026-03-06 21:14:27.631172,10889125
2026-03-06 21:14:28.635953,10890130
2026-03-06 21:14:29.640377,10891134
2026-03-06 21:14:30.645297,10892139
2026-03-06 21:14:31.650145,10893144
2026-03-06 21:14:32.6551,10894149
2026-03-06 21:14:33.659804,10895154
2026-03-06 21:14:34.665257,10896159
2026-03-06 21:14:35.669878,10897164
2026-03-06 21:14:36.674514,10898168
2026-03-06 21:14:37.679088,10899173
2026-03-06 21:14:38.683452,10900177
2026-03-06 21:14:39.688177,10901182
2026-03-06 21:14:40.693382,10902187
2026-03-06 21:14:41.698642,10903192
2026-03-06 21:14:42.703468,10904197
2026-03-06 21:14:43.708168,10905202
2026-03-06 21:14:44.713097,10906207
2026-03-06 21:14:45.718428,10907212
2026-03-06 21:14:46.723373,10908217
2026-03-06 21:14:47.728718,10909222
2026-03-06 21:14:48.733105,10910227
2026-03-06 21:14:49.738419,10911232
2026-03-06 21:14:50.743138,10912237
2026-03-06 21:14:51.748584,10913242
2026-03-06 21:14:52.753583,10914247
2026-03-06 21:14:53.757084,10915251
2026-03-06 21:14:54.762515,10916256
2026-03-06 21:14:55.767009,10917261
2026-03-06 21:14:56.772417,10918266
2026-03-06 21:14:57.776907,10919271
2026-03-06 21:14:58.781973,10920276
2026-03-06 21:14:59.787192,10921281
2026-03-06 21:15:00.791406,10922285
2026-03-06 21:15:01.796244,10923290
2026-03-06 21:15:02.800081,10924294
2026-03-06 21:15:03.805674,10925299
2026-03-06 21:15:04.810517,10926304
2026-03-06 21:15:05.815701,10927309
2026-03-06 21:15:06.820447,10928314
2026-03-06 21:15:07.825391,10929319
2026-03-06 21:15:08.83067,10930324
2026-03-06 21:15:09.835552,10931329
2026-03-06 21:15:10.84067,10932334
2026-03-06 21:15:11.845674,10933339
2026-03-06 21:15:12.850241,10934344
2026-03-06 21:15:13.855375,10935349
2026-03-06 21:15:14.860479,10936354
2026-03-06 21:15:15.865536,10937359
2026-03-06 21:15:16.870574,10938364
