time,PT.GN2_High.status
2026-03-06 21:14:18.316132,0
2026-03-06 21:14:18.316175,0
2026-03-06 21:14:18.31619,0
2026-03-06 21:14:18.316205,0
2026-03-06 21:14:18.316219,0
2026-03-06 21:14:18.316233,0
2026-03-06 21:14:18.316249,0
2026-03-06 21:14:18.316264,0
2026-03-06 21:14:18.316426,0
2026-03-06 21:14:18.316751,0
2026-03-06 21:14:18.316759,0
2026-03-06 21:14:18.316766,0
2026-03-06 21:14:18.316772,0
2026-03-06 21:14:18.316779,0
2026-03-06 21:14:18.316787,0
2026-03-06 21:14:18.316793,0
2026-03-06 21:14:18.316801,0
2026-03-06 21:14:18.316808,0
2026-03-06 21:14:18.317036,0
2026-03-06 21:14:18.317045,0
2026-03-06 21:14:18.317052,0
2026-03-06 21:14:18.317059,0
2026-03-06 21:14:18.317065,0
2026-03-06 21:14:18.317072,0
2026-03-06 21:14:18.317079,0
2026-03-06 21:14:18.317086,0
2026-03-06 21:14:18.317093,0
2026-03-06 21:14:18.318304,0
2026-03-06 21:14:18.318314,0
2026-03-06 21:14:18.318322,0
2026-03-06 21:14:18.31833,0
2026-03-06 21:14:18.318337,0
2026-03-06 21:14:18.318346,0
2026-03-06 21:14:18.318353,0
2026-03-06 21:14:18.31836,0
2026-03-06 21:14:18.318366,0
2026-03-06 21:14:18.319301,0
2026-03-06 21:14:18.319309,0
2026-03-06 21:14:18.319315,0
2026-03-06 21:14:18.319322,0
2026-03-06 21:14:18.319331,0
2026-03-06 21:14:18.319337,0
2026-03-06 21:14:18.319344,0
2026-03-06 21:14:18.319351,0
2026-03-06 21:14:18.319358,0
2026-03-06 21:14:18.319671,0
2026-03-06 21:14:18.319678,0
2026-03-06 21:14:18.319686,0
2026-03-06 21:14:18.319693,0
2026-03-06 21:14:18.3197,0
2026-03-06 21:14:18.319707,0
2026-03-06 21:14:18.319714,0
2026-03-06 21:14:18.319722,0
2026-03-06 21:14:18.319729,0
2026-03-06 21:14:18.396697,0
2026-03-06 21:14:18.396722,0
2026-03-06 21:14:18.396739,0
2026-03-06 21:14:18.396754,0
