time,ACT.GSE_High_Press_Vent.sample_ts_ms
2026-03-06 21:16:45.095639,11026538
2026-03-06 21:16:45.139548,11026620
2026-03-06 21:16:45.197638,11026640
2026-03-06 21:16:45.241997,11026722
2026-03-06 21:16:45.300326,11026742
2026-03-06 21:16:45.343609,11026824
2026-03-06 21:16:45.401902,11026844
2026-03-06 21:16:45.445668,11026926
2026-03-06 21:16:45.5036,11026946
2026-03-06 21:16:45.547565,11027028
2026-03-06 21:16:45.60522,11027048
2026-03-06 21:16:45.649464,11027130
2026-03-06 21:16:45.707313,11027150
2026-03-06 21:16:45.751238,11027232
2026-03-06 21:16:45.809307,11027252
2026-03-06 21:16:45.853686,11027334
2026-03-06 21:16:45.911232,11027354
2026-03-06 21:16:45.955881,11027436
2026-03-06 21:16:46.013242,11027456
2026-03-06 21:16:46.058643,11027538
2026-03-06 21:16:46.115237,11027558
2026-03-06 21:16:46.159505,11027640
2026-03-06 21:16:46.217204,11027660
2026-03-06 21:16:46.261731,11027742
2026-03-06 21:16:46.319552,11027762
2026-03-06 21:16:46.363828,11027844
2026-03-06 21:16:46.421499,11027864
2026-03-06 21:16:46.465988,11027946
2026-03-06 21:16:46.523485,11027966
2026-03-06 21:16:46.567793,11028048
2026-03-06 21:16:46.62508,11028068
2026-03-06 21:16:46.669862,11028150
2026-03-06 21:16:46.7273,11028170
2026-03-06 21:16:46.771688,11028252
2026-03-06 21:16:46.829503,11028272
2026-03-06 21:16:46.873372,11028354
2026-03-06 21:16:46.931735,11028374
2026-03-06 21:16:46.97553,11028456
2026-03-06 21:16:47.033351,11028476
2026-03-06 21:16:47.077731,11028558
2026-03-06 21:16:47.135518,11028578
2026-03-06 21:16:47.179518,11028660
2026-03-06 21:16:47.237388,11028680
2026-03-06 21:16:47.281966,11028762
2026-03-06 21:16:47.339603,11028782
2026-03-06 21:16:47.383738,11028864
2026-03-06 21:16:47.441659,11028884
2026-03-06 21:16:47.485528,11028966
2026-03-06 21:16:47.543687,11028986
2026-03-06 21:16:47.587393,11029068
2026-03-06 21:16:47.645727,11029088
2026-03-06 21:16:47.689613,11029170
2026-03-06 21:16:47.747906,11029190
2026-03-06 21:16:47.791523,11029272
2026-03-06 21:16:47.84993,11029292
2026-03-06 21:16:47.894018,11029374
2026-03-06 21:16:47.951345,11029394
2026-03-06 21:16:47.995643,11029476
2026-03-06 21:16:48.053437,11029496
2026-03-06 21:16:48.097655,11029578
2026-03-06 21:16:48.15582,11029598
2026-03-06 21:16:48.199618,11029680
2026-03-06 21:16:48.257422,11029700
2026-03-06 21:16:48.30197,11029782
2026-03-06 21:16:48.359556,11029802
2026-03-06 21:16:48.40396,11029884
2026-03-06 21:16:48.461583,11029904
2026-03-06 21:16:48.505644,11029986
2026-03-06 21:16:48.563359,11030006
2026-03-06 21:16:48.607897,11030088
2026-03-06 21:16:48.665703,11030108
2026-03-06 21:16:48.709899,11030190
2026-03-06 21:16:48.767485,11030210
2026-03-06 21:16:48.812003,11030292
2026-03-06 21:16:48.869588,11030312
2026-03-06 21:16:48.913303,11030394
2026-03-06 21:16:48.972144,11030414
2026-03-06 21:16:49.016007,11030496
2026-03-06 21:16:49.073684,11030516
2026-03-06 21:16:49.117531,11030598
2026-03-06 21:16:49.175773,11030618
2026-03-06 21:16:49.219889,11030700
2026-03-06 21:16:49.277538,11030720
2026-03-06 21:16:49.321719,11030802
2026-03-06 21:16:49.379619,11030822
2026-03-06 21:16:49.423339,11030904
2026-03-06 21:16:49.481406,11030924
2026-03-06 21:16:49.525565,11031006
2026-03-06 21:16:49.583141,11031026
2026-03-06 21:16:49.627356,11031108
2026-03-06 21:16:49.685224,11031128
2026-03-06 21:16:49.729553,11031210
2026-03-06 21:16:49.787653,11031230
2026-03-06 21:16:49.831473,11031312
2026-03-06 21:16:49.88932,11031332
2026-03-06 21:16:49.934001,11031414
2026-03-06 21:16:49.991488,11031434
2026-03-06 21:16:50.036583,11031516
2026-03-06 21:16:50.093527,11031536
2026-03-06 21:16:50.137329,11031618
2026-03-06 21:16:50.195358,11031638
2026-03-06 21:16:50.239775,11031720
2026-03-06 21:16:50.298039,11031740
2026-03-06 21:16:50.341339,11031822
2026-03-06 21:16:50.399449,11031842
2026-03-06 21:16:50.443736,11031924
2026-03-06 21:16:50.501456,11031944
2026-03-06 21:16:50.545913,11032026
2026-03-06 21:16:50.603667,11032046
2026-03-06 21:16:50.647957,11032128
2026-03-06 21:16:50.705502,11032148
2026-03-06 21:16:50.749623,11032230
2026-03-06 21:16:50.807235,11032250
2026-03-06 21:16:50.851376,11032332
2026-03-06 21:16:50.90956,11032352
2026-03-06 21:16:50.953525,11032434
2026-03-06 21:16:51.011741,11032454
2026-03-06 21:16:51.055434,11032536
2026-03-06 21:16:51.113858,11032556
2026-03-06 21:16:51.157761,11032638
2026-03-06 21:16:51.21533,11032658
2026-03-06 21:16:51.259575,11032740
2026-03-06 21:16:51.317316,11032760
2026-03-06 21:16:51.361837,11032842
2026-03-06 21:16:51.419665,11032862
2026-03-06 21:16:51.464064,11032944
2026-03-06 21:16:51.521449,11032964
2026-03-06 21:16:51.566184,11033046
2026-03-06 21:16:51.623489,11033066
2026-03-06 21:16:51.667741,11033148
2026-03-06 21:16:51.725581,11033168
2026-03-06 21:16:51.769923,11033250
2026-03-06 21:16:51.827563,11033270
2026-03-06 21:16:51.871569,11033352
2026-03-06 21:16:51.929544,11033372
2026-03-06 21:16:51.973734,11033454
2026-03-06 21:16:52.031363,11033474
2026-03-06 21:16:52.075686,11033556
2026-03-06 21:16:52.133437,11033576
2026-03-06 21:16:52.177475,11033658
2026-03-06 21:16:52.235696,11033678
2026-03-06 21:16:52.279517,11033760
2026-03-06 21:16:52.337277,11033780
2026-03-06 21:16:52.381803,11033862
2026-03-06 21:16:52.439812,11033882
2026-03-06 21:16:52.48362,11033964
2026-03-06 21:16:52.5416,11033984
2026-03-06 21:16:52.585632,11034066
2026-03-06 21:16:52.643355,11034086
2026-03-06 21:16:52.687461,11034168
2026-03-06 21:16:52.745633,11034188
2026-03-06 21:16:52.789335,11034270
2026-03-06 21:16:52.847199,11034290
2026-03-06 21:16:52.891651,11034372
2026-03-06 21:16:52.9495,11034392
2026-03-06 21:16:52.993359,11034474
2026-03-06 21:16:53.051525,11034494
2026-03-06 21:16:53.095909,11034576
2026-03-06 21:16:53.154354,11034596
2026-03-06 21:16:53.206082,11034678
2026-03-06 21:16:53.255763,11034698
2026-03-06 21:16:53.300036,11034780
2026-03-06 21:16:53.357537,11034800
2026-03-06 21:16:53.40228,11034882
2026-03-06 21:16:53.459768,11034902
2026-03-06 21:16:53.503531,11034984
2026-03-06 21:16:53.561804,11035004
2026-03-06 21:16:53.606029,11035086
2026-03-06 21:16:53.663526,11035106
2026-03-06 21:16:53.707641,11035188
2026-03-06 21:16:53.765478,11035208
2026-03-06 21:16:53.809824,11035290
2026-03-06 21:16:53.867702,11035310
2026-03-06 21:16:53.911723,11035392
2026-03-06 21:16:53.969434,11035412
2026-03-06 21:16:54.013544,11035494
2026-03-06 21:16:54.071435,11035514
2026-03-06 21:16:54.11582,11035596
2026-03-06 21:16:54.173904,11035616
2026-03-06 21:16:54.217734,11035698
2026-03-06 21:16:54.275733,11035718
2026-03-06 21:16:54.319317,11035800
2026-03-06 21:16:54.377506,11035820
2026-03-06 21:16:54.421394,11035902
2026-03-06 21:16:54.479444,11035922
2026-03-06 21:16:54.523709,11036004
2026-03-06 21:16:54.581626,11036024
2026-03-06 21:16:54.625781,11036106
2026-03-06 21:16:54.683318,11036126
2026-03-06 21:16:54.728086,11036208
2026-03-06 21:16:54.785842,11036228
2026-03-06 21:16:54.829725,11036310
2026-03-06 21:16:54.887921,11036330
2026-03-06 21:16:54.931604,11036412
2026-03-06 21:16:54.989668,11036432
2026-03-06 21:16:55.03397,11036514
2026-03-06 21:16:55.091761,11036534
2026-03-06 21:16:55.135865,11036616
2026-03-06 21:16:55.193481,11036636
2026-03-06 21:16:55.237447,11036718
2026-03-06 21:16:55.295493,11036738
2026-03-06 21:16:55.33978,11036820
2026-03-06 21:16:55.398148,11036840
2026-03-06 21:16:55.441612,11036922
2026-03-06 21:16:55.499766,11036942
2026-03-06 21:16:55.543797,11037024
2026-03-06 21:16:55.601289,11037044
2026-03-06 21:16:55.645573,11037126
2026-03-06 21:16:55.703687,11037146
2026-03-06 21:16:55.74743,11037228
2026-03-06 21:16:55.805649,11037248
2026-03-06 21:16:55.849664,11037330
2026-03-06 21:16:55.907353,11037350
2026-03-06 21:16:55.952873,11037432
2026-03-06 21:16:56.009546,11037452
2026-03-06 21:16:56.053915,11037534
2026-03-06 21:16:56.111691,11037554
2026-03-06 21:16:56.155555,11037636
2026-03-06 21:16:56.214,11037656
2026-03-06 21:16:56.257659,11037738
2026-03-06 21:16:56.315661,11037758
2026-03-06 21:16:56.359566,11037840
2026-03-06 21:16:56.417439,11037860
2026-03-06 21:16:56.462004,11037942
2026-03-06 21:16:56.519556,11037962
2026-03-06 21:16:56.563537,11038044
2026-03-06 21:16:56.621876,11038064
2026-03-06 21:16:56.665618,11038146
2026-03-06 21:16:56.723372,11038166
2026-03-06 21:16:56.767853,11038248
2026-03-06 21:16:56.825421,11038268
2026-03-06 21:16:56.870576,11038350
2026-03-06 21:16:56.927582,11038370
2026-03-06 21:16:56.971551,11038452
2026-03-06 21:16:57.029801,11038472
2026-03-06 21:16:57.073372,11038554
2026-03-06 21:16:57.132066,11038574
2026-03-06 21:16:57.175907,11038656
2026-03-06 21:16:57.233315,11038676
2026-03-06 21:16:57.277477,11038758
2026-03-06 21:16:57.335562,11038778
2026-03-06 21:16:57.379956,11038860
2026-03-06 21:16:57.437668,11038880
2026-03-06 21:16:57.48156,11038962
2026-03-06 21:16:57.53949,11038982
2026-03-06 21:16:57.58365,11039064
2026-03-06 21:16:57.64189,11039084
2026-03-06 21:16:57.685831,11039166
2026-03-06 21:16:57.74362,11039186
2026-03-06 21:16:57.787876,11039268
2026-03-06 21:16:57.84585,11039288
2026-03-06 21:16:57.88942,11039370
2026-03-06 21:16:57.94792,11039390
2026-03-06 21:16:57.991445,11039472
2026-03-06 21:16:58.049652,11039492
2026-03-06 21:16:58.094003,11039574
2026-03-06 21:16:58.151453,11039594
2026-03-06 21:16:58.195605,11039676
2026-03-06 21:16:58.253789,11039696
2026-03-06 21:16:58.297435,11039778
2026-03-06 21:16:58.355554,11039798
2026-03-06 21:16:58.399773,11039880
2026-03-06 21:16:58.457628,11039900
2026-03-06 21:16:58.502007,11039982
2026-03-06 21:16:58.559746,11040002
2026-03-06 21:16:58.603456,11040084
2026-03-06 21:16:58.66178,11040104
2026-03-06 21:16:58.705926,11040186
2026-03-06 21:16:58.763544,11040206
2026-03-06 21:16:58.807257,11040288
2026-03-06 21:16:58.865701,11040308
2026-03-06 21:16:58.90983,11040390
2026-03-06 21:16:58.967472,11040410
2026-03-06 21:16:59.011439,11040492
2026-03-06 21:16:59.0697,11040512
2026-03-06 21:16:59.113689,11040594
2026-03-06 21:16:59.171755,11040614
2026-03-06 21:16:59.215611,11040696
2026-03-06 21:16:59.273624,11040716
2026-03-06 21:16:59.317777,11040798
2026-03-06 21:16:59.375538,11040818
2026-03-06 21:16:59.419802,11040900
2026-03-06 21:16:59.477844,11040920
2026-03-06 21:16:59.521604,11041002
2026-03-06 21:16:59.579776,11041022
2026-03-06 21:16:59.624096,11041104
2026-03-06 21:16:59.681834,11041124
2026-03-06 21:16:59.725716,11041206
2026-03-06 21:16:59.783431,11041226
2026-03-06 21:16:59.827612,11041308
2026-03-06 21:16:59.885415,11041328
2026-03-06 21:16:59.929645,11041410
2026-03-06 21:16:59.987621,11041430
2026-03-06 21:17:00.031842,11041512
2026-03-06 21:17:00.089585,11041532
2026-03-06 21:17:00.13358,11041614
2026-03-06 21:17:00.191596,11041634
2026-03-06 21:17:00.235759,11041716
2026-03-06 21:17:00.293363,11041736
2026-03-06 21:17:00.337524,11041818
2026-03-06 21:17:00.395526,11041838
2026-03-06 21:17:00.439596,11041920
2026-03-06 21:17:00.497872,11041940
2026-03-06 21:17:00.541609,11042022
2026-03-06 21:17:00.599597,11042042
2026-03-06 21:17:00.643615,11042124
2026-03-06 21:17:00.70173,11042144
2026-03-06 21:17:00.745746,11042226
2026-03-06 21:17:00.803343,11042246
2026-03-06 21:17:00.847758,11042328
2026-03-06 21:17:00.905583,11042348
2026-03-06 21:17:00.949754,11042430
2026-03-06 21:17:01.007726,11042450
2026-03-06 21:17:01.051737,11042532
2026-03-06 21:17:01.110499,11042552
2026-03-06 21:17:01.153607,11042634
2026-03-06 21:17:01.211416,11042654
2026-03-06 21:17:01.255801,11042736
2026-03-06 21:17:01.313387,11042756
2026-03-06 21:17:01.35753,11042838
2026-03-06 21:17:01.415338,11042858
2026-03-06 21:17:01.459534,11042940
2026-03-06 21:17:01.517302,11042960
2026-03-06 21:17:01.561383,11043042
2026-03-06 21:17:01.619685,11043062
2026-03-06 21:17:01.663663,11043144
2026-03-06 21:17:01.721357,11043164
2026-03-06 21:17:01.765622,11043246
2026-03-06 21:17:01.823543,11043266
2026-03-06 21:17:01.868004,11043348
2026-03-06 21:17:01.925909,11043368
2026-03-06 21:17:01.969918,11043450
2026-03-06 21:17:02.027766,11043470
2026-03-06 21:17:02.071994,11043552
2026-03-06 21:17:02.129506,11043572
2026-03-06 21:17:02.173872,11043654
2026-03-06 21:17:02.231503,11043674
2026-03-06 21:17:02.275784,11043756
2026-03-06 21:17:02.333447,11043776
2026-03-06 21:17:02.377872,11043858
2026-03-06 21:17:02.435931,11043878
2026-03-06 21:17:02.479577,11043960
2026-03-06 21:17:02.537484,11043980
2026-03-06 21:17:02.581739,11044062
2026-03-06 21:17:02.639756,11044082
2026-03-06 21:17:02.683875,11044164
2026-03-06 21:17:02.74141,11044184
2026-03-06 21:17:02.785974,11044266
2026-03-06 21:17:02.843414,11044286
2026-03-06 21:17:02.887681,11044368
2026-03-06 21:17:02.945347,11044388
2026-03-06 21:17:02.98963,11044470
2026-03-06 21:17:03.047479,11044490
2026-03-06 21:17:03.091841,11044572
2026-03-06 21:17:03.149834,11044592
2026-03-06 21:17:03.194017,11044674
2026-03-06 21:17:03.251397,11044694
2026-03-06 21:17:03.295866,11044776
2026-03-06 21:17:03.354114,11044796
2026-03-06 21:17:03.397633,11044878
2026-03-06 21:17:03.455737,11044898
2026-03-06 21:17:03.499892,11044980
2026-03-06 21:17:03.557733,11045000
2026-03-06 21:17:03.601375,11045082
2026-03-06 21:17:03.659871,11045102
2026-03-06 21:17:03.703317,11045184
2026-03-06 21:17:03.761853,11045204
2026-03-06 21:17:03.805887,11045286
2026-03-06 21:17:03.863951,11045306
2026-03-06 21:17:03.907955,11045388
2026-03-06 21:17:03.965976,11045408
2026-03-06 21:17:04.00959,11045490
2026-03-06 21:17:04.067925,11045510
2026-03-06 21:17:04.111495,11045592
2026-03-06 21:17:04.16963,11045612
2026-03-06 21:17:04.213646,11045694
2026-03-06 21:17:04.271705,11045714
2026-03-06 21:17:04.315711,11045796
2026-03-06 21:17:04.373412,11045816
2026-03-06 21:17:04.4177,11045898
2026-03-06 21:17:04.475779,11045918
2026-03-06 21:17:04.519645,11046000
2026-03-06 21:17:04.577739,11046020
2026-03-06 21:17:04.621617,11046102
2026-03-06 21:17:04.679442,11046122
2026-03-06 21:17:04.723348,11046204
2026-03-06 21:17:04.781416,11046224
2026-03-06 21:17:04.825547,11046306
2026-03-06 21:17:04.883639,11046326
2026-03-06 21:17:04.927653,11046408
2026-03-06 21:17:04.985739,11046428
2026-03-06 21:17:05.02994,11046510
2026-03-06 21:17:05.087634,11046530
2026-03-06 21:17:05.131619,11046612
2026-03-06 21:17:05.189944,11046632
2026-03-06 21:17:05.233711,11046714
2026-03-06 21:17:05.292015,11046734
2026-03-06 21:17:05.335629,11046816
2026-03-06 21:17:05.393942,11046836
2026-03-06 21:17:05.438558,11046918
2026-03-06 21:17:05.495563,11046938
2026-03-06 21:17:05.539682,11047020
2026-03-06 21:17:05.597501,11047040
2026-03-06 21:17:05.641678,11047122
2026-03-06 21:17:05.699939,11047142
2026-03-06 21:17:05.74343,11047224
2026-03-06 21:17:05.801724,11047244
2026-03-06 21:17:05.845687,11047326
2026-03-06 21:17:05.903622,11047346
2026-03-06 21:17:05.947833,11047428
2026-03-06 21:17:06.00578,11047448
2026-03-06 21:17:06.049518,11047530
2026-03-06 21:17:06.107573,11047550
2026-03-06 21:17:06.151896,11047632
2026-03-06 21:17:06.209487,11047652
2026-03-06 21:17:06.253851,11047734
2026-03-06 21:17:06.311747,11047754
2026-03-06 21:17:06.355773,11047836
2026-03-06 21:17:06.414537,11047856
2026-03-06 21:17:06.457898,11047938
2026-03-06 21:17:06.515889,11047958
2026-03-06 21:17:06.559872,11048040
2026-03-06 21:17:06.617803,11048060
2026-03-06 21:17:06.661714,11048142
2026-03-06 21:17:06.71957,11048162
2026-03-06 21:17:06.763572,11048244
2026-03-06 21:17:06.821717,11048264
2026-03-06 21:17:06.865948,11048346
2026-03-06 21:17:06.923655,11048366
2026-03-06 21:17:06.967525,11048448
2026-03-06 21:17:07.025901,11048468
2026-03-06 21:17:07.069692,11048550
2026-03-06 21:17:07.127411,11048570
2026-03-06 21:17:07.171814,11048652
2026-03-06 21:17:07.229836,11048672
2026-03-06 21:17:07.274052,11048754
2026-03-06 21:17:07.331909,11048774
2026-03-06 21:17:07.376097,11048856
2026-03-06 21:17:07.433347,11048876
2026-03-06 21:17:07.478278,11048958
2026-03-06 21:17:07.535495,11048978
2026-03-06 21:17:07.579739,11049060
2026-03-06 21:17:07.637794,11049080
2026-03-06 21:17:07.681742,11049162
2026-03-06 21:17:07.739703,11049182
2026-03-06 21:17:07.783827,11049264
2026-03-06 21:17:07.841527,11049284
2026-03-06 21:17:07.885498,11049366
2026-03-06 21:17:07.943902,11049386
2026-03-06 21:17:07.987776,11049468
2026-03-06 21:17:08.045599,11049488
2026-03-06 21:17:08.089776,11049570
2026-03-06 21:17:08.147565,11049590
2026-03-06 21:17:08.191809,11049672
2026-03-06 21:17:08.249698,11049692
2026-03-06 21:17:08.293553,11049774
2026-03-06 21:17:08.351988,11049794
2026-03-06 21:17:08.395891,11049876
2026-03-06 21:17:08.453646,11049896
2026-03-06 21:17:08.49795,11049978
2026-03-06 21:17:08.55645,11049998
2026-03-06 21:17:08.600213,11050080
2026-03-06 21:17:08.658022,11050100
2026-03-06 21:17:08.702008,11050182
2026-03-06 21:17:08.760052,11050202
2026-03-06 21:17:08.803922,11050284
2026-03-06 21:17:08.861785,11050304
2026-03-06 21:17:08.905854,11050386
2026-03-06 21:17:08.963758,11050406
2026-03-06 21:17:09.008368,11050488
2026-03-06 21:17:09.065757,11050508
2026-03-06 21:17:09.10996,11050590
2026-03-06 21:17:09.168407,11050610
2026-03-06 21:17:09.21201,11050692
2026-03-06 21:17:09.270103,11050712
2026-03-06 21:17:09.313731,11050794
2026-03-06 21:17:09.371843,11050814
2026-03-06 21:17:09.416022,11050896
2026-03-06 21:17:09.47373,11050916
2026-03-06 21:17:09.517886,11050998
2026-03-06 21:17:09.575682,11051018
2026-03-06 21:17:09.620298,11051100
2026-03-06 21:17:09.678256,11051120
2026-03-06 21:17:09.722071,11051202
2026-03-06 21:17:09.779648,11051222
2026-03-06 21:17:09.823764,11051304
2026-03-06 21:17:09.881612,11051324
2026-03-06 21:17:09.925767,11051406
2026-03-06 21:17:09.983942,11051426
2026-03-06 21:17:10.027642,11051508
2026-03-06 21:17:10.085802,11051528
2026-03-06 21:17:10.129824,11051610
2026-03-06 21:17:10.18809,11051630
2026-03-06 21:17:10.231945,11051712
2026-03-06 21:17:10.289562,11051732
2026-03-06 21:17:10.334407,11051814
2026-03-06 21:17:10.391665,11051834
2026-03-06 21:17:10.43614,11051916
2026-03-06 21:17:10.493766,11051936
2026-03-06 21:17:10.538326,11052018
2026-03-06 21:17:10.596437,11052038
2026-03-06 21:17:10.640613,11052120
2026-03-06 21:17:10.697918,11052140
2026-03-06 21:17:10.741639,11052222
2026-03-06 21:17:10.799997,11052242
2026-03-06 21:17:10.84362,11052324
2026-03-06 21:17:10.902303,11052344
2026-03-06 21:17:10.945823,11052426
2026-03-06 21:17:11.003786,11052446
2026-03-06 21:17:11.047852,11052528
2026-03-06 21:17:11.105837,11052548
2026-03-06 21:17:11.149667,11052630
2026-03-06 21:17:11.209541,11052650
2026-03-06 21:17:11.251513,11052732
2026-03-06 21:17:11.309976,11052752
2026-03-06 21:17:11.354063,11052834
2026-03-06 21:17:11.411449,11052854
2026-03-06 21:17:11.455567,11052936
2026-03-06 21:17:11.514002,11052956
2026-03-06 21:17:11.557674,11053038
2026-03-06 21:17:11.615981,11053058
2026-03-06 21:17:11.659921,11053140
2026-03-06 21:17:11.717802,11053160
2026-03-06 21:17:11.762184,11053242
2026-03-06 21:17:11.819936,11053262
2026-03-06 21:17:11.863352,11053344
2026-03-06 21:17:11.922006,11053364
2026-03-06 21:17:11.966117,11053446
2026-03-06 21:17:12.023676,11053466
2026-03-06 21:17:12.067771,11053548
2026-03-06 21:17:12.125813,11053568
2026-03-06 21:17:12.17029,11053650
2026-03-06 21:17:12.227695,11053670
2026-03-06 21:17:12.271922,11053752
2026-03-06 21:17:12.329914,11053772
2026-03-06 21:17:12.373873,11053854
2026-03-06 21:17:12.432051,11053874
2026-03-06 21:17:12.476075,11053956
2026-03-06 21:17:12.53376,11053976
2026-03-06 21:17:12.578356,11054058
2026-03-06 21:17:12.635679,11054078
2026-03-06 21:17:12.679698,11054160
2026-03-06 21:17:12.737779,11054180
2026-03-06 21:17:12.781733,11054262
2026-03-06 21:17:12.840141,11054282
2026-03-06 21:17:12.883798,11054364
2026-03-06 21:17:12.941818,11054384
2026-03-06 21:17:12.985991,11054466
2026-03-06 21:17:13.044196,11054486
2026-03-06 21:17:13.087707,11054568
2026-03-06 21:17:13.146834,11054588
2026-03-06 21:17:13.189733,11054670
2026-03-06 21:17:13.248358,11054690
2026-03-06 21:17:13.29202,11054772
2026-03-06 21:17:13.349525,11054792
2026-03-06 21:17:13.393911,11054874
2026-03-06 21:17:13.451722,11054894
2026-03-06 21:17:13.495982,11054976
2026-03-06 21:17:13.554011,11054996
2026-03-06 21:17:13.598001,11055078
2026-03-06 21:17:13.655727,11055098
2026-03-06 21:17:13.699832,11055180
2026-03-06 21:17:13.757678,11055200
2026-03-06 21:17:13.801825,11055282
2026-03-06 21:17:13.859519,11055302
2026-03-06 21:17:13.903507,11055384
2026-03-06 21:17:13.961824,11055404
2026-03-06 21:17:14.006009,11055486
2026-03-06 21:17:14.063839,11055506
2026-03-06 21:17:14.10805,11055588
2026-03-06 21:17:14.165572,11055608
2026-03-06 21:17:14.210114,11055690
2026-03-06 21:17:14.267809,11055710
2026-03-06 21:17:14.311813,11055792
2026-03-06 21:17:14.369316,11055812
2026-03-06 21:17:14.413914,11055894
2026-03-06 21:17:14.471918,11055914
2026-03-06 21:17:14.516422,11055996
2026-03-06 21:17:14.57396,11056016
2026-03-06 21:17:14.617597,11056098
2026-03-06 21:17:14.675766,11056118
2026-03-06 21:17:14.719739,11056200
2026-03-06 21:17:14.777914,11056220
2026-03-06 21:17:14.821914,11056302
2026-03-06 21:17:14.88012,11056322
2026-03-06 21:17:14.923609,11056404
2026-03-06 21:17:14.981551,11056424
2026-03-06 21:17:15.025801,11056506
2026-03-06 21:17:15.083804,11056526
2026-03-06 21:17:15.12797,11056608
2026-03-06 21:17:15.186479,11056628
2026-03-06 21:17:15.230014,11056710
2026-03-06 21:17:15.287565,11056730
2026-03-06 21:17:15.331875,11056812
2026-03-06 21:17:15.390182,11056832
2026-03-06 21:17:15.433782,11056914
2026-03-06 21:17:15.492043,11056934
2026-03-06 21:17:15.535566,11057016
2026-03-06 21:17:15.593676,11057036
2026-03-06 21:17:15.63784,11057118
2026-03-06 21:17:15.695542,11057138
2026-03-06 21:17:15.74139,11057220
2026-03-06 21:17:15.797628,11057240
2026-03-06 21:17:15.841591,11057322
2026-03-06 21:17:15.90006,11057342
2026-03-06 21:17:15.943666,11057424
2026-03-06 21:17:16.001608,11057444
2026-03-06 21:17:16.046269,11057526
2026-03-06 21:17:16.103591,11057546
2026-03-06 21:17:16.147546,11057628
2026-03-06 21:17:16.205695,11057648
2026-03-06 21:17:16.250087,11057730
2026-03-06 21:17:16.307891,11057750
2026-03-06 21:17:16.351488,11057832
2026-03-06 21:17:16.410132,11057852
2026-03-06 21:17:16.45343,11057934
2026-03-06 21:17:16.511749,11057954
2026-03-06 21:17:16.555801,11058036
2026-03-06 21:17:16.613999,11058056
2026-03-06 21:17:16.657972,11058138
2026-03-06 21:17:16.715655,11058158
2026-03-06 21:17:16.759798,11058240
2026-03-06 21:17:16.818094,11058260
2026-03-06 21:17:16.862219,11058342
2026-03-06 21:17:16.919829,11058362
2026-03-06 21:17:16.963784,11058444
2026-03-06 21:17:17.021678,11058464
2026-03-06 21:17:17.066238,11058546
2026-03-06 21:17:17.124094,11058566
2026-03-06 21:17:17.168985,11058648
2026-03-06 21:17:17.226141,11058668
2026-03-06 21:17:17.269827,11058750
2026-03-06 21:17:17.327993,11058770
2026-03-06 21:17:17.372008,11058852
2026-03-06 21:17:17.429971,11058872
2026-03-06 21:17:17.473838,11058954
2026-03-06 21:17:17.531557,11058974
2026-03-06 21:17:17.576035,11059056
2026-03-06 21:17:17.635136,11059076
2026-03-06 21:17:17.678152,11059158
2026-03-06 21:17:17.736093,11059178
2026-03-06 21:17:17.78007,11059260
2026-03-06 21:17:17.837759,11059280
2026-03-06 21:17:17.881579,11059362
2026-03-06 21:17:17.939853,11059382
2026-03-06 21:17:17.983899,11059464
2026-03-06 21:17:18.041932,11059484
2026-03-06 21:17:18.085872,11059566
2026-03-06 21:17:18.14378,11059586
2026-03-06 21:17:18.188041,11059668
2026-03-06 21:17:18.246005,11059688
2026-03-06 21:17:18.290034,11059770
2026-03-06 21:17:18.348069,11059790
2026-03-06 21:17:18.391942,11059872
2026-03-06 21:17:18.449704,11059892
2026-03-06 21:17:18.493926,11059974
2026-03-06 21:17:18.551924,11059994
2026-03-06 21:17:18.595471,11060076
2026-03-06 21:17:18.653793,11060096
2026-03-06 21:17:18.697582,11060178
2026-03-06 21:17:18.756048,11060198
2026-03-06 21:17:18.799564,11060280
2026-03-06 21:17:18.857718,11060300
2026-03-06 21:17:18.901746,11060382
2026-03-06 21:17:18.960062,11060402
2026-03-06 21:17:19.003879,11060484
2026-03-06 21:17:19.061811,11060504
2026-03-06 21:17:19.105878,11060586
2026-03-06 21:17:19.163812,11060606
2026-03-06 21:17:19.207763,11060688
2026-03-06 21:17:19.265579,11060708
2026-03-06 21:17:19.310002,11060790
2026-03-06 21:17:19.368057,11060810
2026-03-06 21:17:19.411653,11060892
2026-03-06 21:17:19.470247,11060912
2026-03-06 21:17:19.514063,11060994
2026-03-06 21:17:19.57205,11061014
2026-03-06 21:17:19.615927,11061096
2026-03-06 21:17:19.674012,11061116
2026-03-06 21:17:19.717626,11061198
2026-03-06 21:17:19.775929,11061218
2026-03-06 21:17:19.819678,11061300
2026-03-06 21:17:19.877717,11061320
2026-03-06 21:17:19.921699,11061402
2026-03-06 21:17:19.979937,11061422
2026-03-06 21:17:20.023825,11061504
2026-03-06 21:17:20.0825,11061524
2026-03-06 21:17:20.125842,11061606
2026-03-06 21:17:20.183811,11061626
2026-03-06 21:17:20.228014,11061708
2026-03-06 21:17:20.285539,11061728
2026-03-06 21:17:20.329936,11061810
2026-03-06 21:17:20.387703,11061830
2026-03-06 21:17:20.431981,11061912
2026-03-06 21:17:20.489963,11061932
2026-03-06 21:17:20.534185,11062014
2026-03-06 21:17:20.592098,11062034
2026-03-06 21:17:20.63607,11062116
